gene_symbol,driver_priority_rank,cohen_dz_paired,paired_t_BH_FDR,tumor_cell_detection_fraction,pathway_categories,pathway_term_ids
NEAT1,1.0,1.1925016412831624,1.094688948302581e-06,0.8478077571669477,prostaglandin_AA_inflammation,GO:0006954
MMP9,2.0,1.0176236323672705,1.248097192472699e-05,0.47892074198988194,prostaglandin_AA_inflammation,GO:0006954
TIMP1,3.0,0.7782820300422876,0.0003294953076373999,0.6938764755480608,prostaglandin_AA_inflammation,GO:0006954
STAT3,4.0,0.7689482580063429,0.00036010371630080336,0.44572091062394603,nuclear_receptor;prostaglandin_AA_inflammation,GO:0004879;GO:0006954
PTGER4,5.0,0.5665900332531478,0.008016758652908657,0.28720489038785835,prostaglandin_AA_inflammation,GO:0006954
PTGES3,6.0,0.5462388943088007,0.010525857646143553,0.719276981450253,prostaglandin_AA_inflammation,GO:0001516;GO:0006693;KEGG:00590
CXCR4,7.0,0.444135633053083,0.037937604411841366,0.5502740303541316,prostaglandin_AA_inflammation,GO:0006954
