gene_symbol,n_paired_donors,mean_tumor_expression,mean_normal_expression,mean_delta_tumor_minus_normal,median_delta_tumor_minus_normal,sd_delta,cohen_dz_paired,mean_delta_95ci_low,mean_delta_95ci_high,paired_t_statistic,paired_t_p,paired_wilcoxon_statistic,paired_wilcoxon_p,tumor_cell_detection_fraction,normal_cell_detection_fraction,detection_fraction_delta,pathway_categories,pathway_term_ids,pathway_term_count,core_prostaglandin_AA_inflammatory_term_count,pathway_supported,paired_t_BH_FDR,paired_wilcoxon_BH_FDR,primary_statistical_eligibility,network_priority_eligibility,driver_priority_rank
HSPA1A,35,1.7932926493031638,0.8650831307683672,0.9282095185347966,0.8362517356872559,1.0520287832021786,0.8823042994218282,0.5668249874447384,1.2895940496248548,5.219782628351348,8.906610003732382e-06,61.0,6.335380021482706e-06,0.6736930860033726,0.419478527607362,0.25421455839601065,,,0,0,False,7.678762600932377e-05,6.03405318947302e-05,True,False,
DUSP1,35,2.7716802324567524,1.8279535855565752,0.943726646900177,1.096725583076477,1.0929881619650914,0.8634372079597312,0.5682720769249463,1.3191812168754078,5.108163409986545,1.2436241910816615e-05,72.0,1.9565573893487453e-05,0.8460160202360877,0.6357361963190185,0.21027982391706923,,,0,0,False,9.575906271328795e-05,0.0001506549189798534,True,False,
BECN1,35,0.2855005924190794,0.18553900324872563,0.09996158917035375,0.12308982014656067,0.14018013127528575,0.7130938476156023,0.05180802928878316,0.14811514905192433,4.218720095331383,0.00017225288336766427,91.0,0.00010868412209674716,0.3091800168634064,0.147239263803681,0.1619407530597254,xenobiotic,GO:0009410,1,0,False,0.0008842314679540099,0.0005977626715321094,True,False,
SNHG25,35,0.34284230513232095,0.19822197003023964,0.1446203351020813,0.1516018956899643,0.2502354524439664,0.5779370336601893,0.05866144967281038,0.2305792205313522,3.419121600741608,0.0016483863642369895,126.0,0.0014276845613494515,0.2628056492411467,0.125,0.1378056492411467,,,0,0,False,0.0074662205909557765,0.004397268448956311,True,False,
RGS2,35,1.138093432358333,0.8233349902289254,0.3147584421294076,0.28977203369140625,0.621536220555509,0.5064201115231655,0.10125328028653682,0.5282636039722785,2.9960217835372522,0.005077306640118992,137.0,0.0028328304761089385,0.5766758010118044,0.4110429447852761,0.1656328562265283,,,0,0,False,0.01644400362581904,0.007270931555346275,True,False,
RXRA,35,0.22356024022613252,0.14625250324606895,0.07730773698006357,0.07645055651664734,0.15284143985790954,0.5058035114817907,0.024804865427389508,0.12981060853273763,2.9923739284982167,0.005125403727528012,102.0,0.0014256475483254694,0.2749262225969646,0.12039877300613497,0.15452744959082962,nuclear_receptor,GO:0004879,1,0,False,0.01644400362581904,0.004397268448956311,True,False,
ATF4,35,0.5656446490968977,0.41254777876394133,0.15309687033295633,0.24396494030952454,0.35538270268194727,0.43079437794126874,0.03101864070950744,0.2751750999564052,2.548613910011315,0.01550037081172,164.0,0.012395260331686586,0.45736720067453623,0.27070552147239263,0.1866616792021436,,,0,0,False,0.04190889359826921,0.025116711724733346,True,False,
DDIT4,35,0.4977519392967224,0.2937448985874653,0.20400704070925713,0.1975049078464508,0.47644307743190767,0.4281876479534188,0.04034311736606386,0.36767096405245037,2.5331922874301966,0.016083197828495585,146.0,0.004779105598572642,0.29937816188870153,0.1664110429447853,0.13296711894391625,,,0,0,False,0.04190889359826921,0.011870681648067528,True,False,
CCL20,35,0.23205415832677057,0.01855989774422986,0.21349426058254073,0.20060165226459503,0.1397061462963612,1.528166557036449,0.1655035202379328,0.26148500092714866,9.040755273292282,1.4450140354961848e-10,0.0,5.820766091346741e-11,0.13179806070826308,0.01687116564417178,0.1149268950640913,prostaglandin_AA_inflammation,GO:0006954,1,1,True,1.1126608073320623e-08,4.48198989033699e-09,False,False,
PPARG,35,0.05898957307051335,0.006436540931463242,0.05255303213905011,0.047830745577812195,0.05024506229530192,1.045934261762553,0.0352932493582886,0.06981281491981162,6.187830540464662,4.917483207439281e-07,8.0,2.5615194736307725e-06,0.07404089376053963,0.005368098159509203,0.06867279560103043,nuclear_receptor;prostaglandin_AA_inflammation;xenobiotic,GO:0004879;GO:0006954;GO:0009410,3,1,True,9.466155174320615e-06,3.287283324492825e-05,False,False,
ATG5,35,0.21893595776387623,0.11613599924104555,0.10279995852283069,0.1111869364976883,0.11657027461821769,0.8818711190268144,0.06275666816368468,0.1428432488819767,5.217219898573973,8.975177066024857e-06,61.0,5.269830701389687e-05,0.23192453625632378,0.0897239263803681,0.14220060987595567,xenobiotic,GO:0009410,1,0,False,7.678762600932377e-05,0.0003121361261592353,False,False,
HSPA1L,35,0.009720477777799325,0.0015066733051623618,0.008213804472636964,0.008237062953412533,0.010287476997583367,0.7984274934045025,0.004679932481458799,0.011747676463815129,4.723560752001279,3.909562240570547e-05,25.0,0.00013216145088478022,0.014913575042158516,0.0023006134969325155,0.012612961545226,,,0,0,False,0.00027366935683993833,0.0006784287812085384,False,False,
PPARD,35,0.14096998338188443,0.038131967133709366,0.10283801624817508,0.09711360558867455,0.13003715151536982,0.790835657731399,0.05816869181996922,0.14750734067638094,4.678646846459017,4.4660005709358424e-05,32.0,1.6094418242573738e-07,0.15899030354131535,0.026840490797546013,0.13214981274376933,nuclear_receptor;prostaglandin_AA_inflammation,GO:0004879;GO:0006954,2,1,True,0.00028656836996838325,3.0981755116954446e-06,False,False,
PTX3,35,0.008149051759392022,0.0007006522001964706,0.007448399559195552,0.004215090069919825,0.011101331891521071,0.6709464802943563,0.0036349586304396564,0.011261840487951449,3.9693729076112874,0.00035350420618711326,14.0,0.0002598153012516883,0.008273608768971333,0.0015337423312883436,0.006739866437682989,prostaglandin_AA_inflammation,GO:0006954,1,1,True,0.0017012389922754824,0.0011114321220211112,False,False,
PTGER1,35,0.0009470603960965361,0.0,0.0009470603960965361,0.0,0.0016608398581473322,0.5702298096054743,0.000376541943620977,0.0015175788485720953,3.3735250483276897,0.001866035440637388,0.0,0.002217721464237049,0.0016336424957841484,0.0,0.0016336424957841484,prostaglandin_AA_inflammation,GO:0006954,1,1,True,0.007982484940504382,0.006324613064676029,False,False,
PTGES,35,0.003687304464567985,0.0,0.003687304464567985,0.0,0.006805420600878749,0.541818747263301,0.0013495606955873343,0.006025048233548635,3.2054429367887756,0.002931239173275949,0.0,0.00043777719457466354,0.005006323777403035,0.0,0.005006323777403035,prostaglandin_AA_inflammation,GO:0001516;GO:0006693;GO:0006954;KEGG:00590,4,4,True,0.010747876968678481,0.0016854421991124547,False,False,
CA9,35,0.0030293760754700216,0.0,0.0030293760754700216,0.0,0.005626907992060005,0.5383731313440173,0.0010964655518548967,0.004962286599085147,3.1850583981083753,0.0030943298623865387,0.0,0.002217721464237049,0.0031091905564924116,0.0,0.0031091905564924116,xenobiotic,GO:0009410,1,0,False,0.010830154518352886,0.006324613064676029,False,False,
CPS1,35,0.002255454922227987,0.0,0.002255454922227987,0.0,0.00497891726448638,0.4530010848574841,0.0005451370015662896,0.0039657728428896845,2.679990559847555,0.011268388605758144,0.0,0.0009815397525216685,0.003372681281618887,0.0,0.003372681281618887,xenobiotic,GO:0009410,1,0,False,0.03470663690573508,0.00343538913382584,False,False,
NR1I3,35,0.0030800868308038585,0.0003192752067531858,0.0027608116240506724,0.0,0.006332711945743432,0.43596039859453384,0.0005854489594712868,0.004936174288630058,2.579176500357172,0.014402283306579998,0.0,0.00043777719457466354,0.0026349072512647557,0.0007668711656441718,0.001868036085620584,nuclear_receptor,GO:0004879,1,0,False,0.041073178318765176,0.0016854421991124547,False,False,
PARP10,35,0.1623724217925753,0.11099311725369522,0.05137930453888007,0.08957763575017452,0.12029301693882495,0.42711793125122993,0.010057207449934512,0.09270140162782564,2.5268637580747333,0.01632814036296203,106.0,0.001060431235378603,0.1951412310286678,0.08588957055214724,0.10925166047652055,,,0,0,False,0.04190889359826921,0.003550139353224019,False,False,
RELA,35,0.14447624864322797,0.09037813674658537,0.05409811189664262,0.07763312757015228,0.1288526672422502,0.41984471920115674,0.009835672052261511,0.09836055174102373,2.4838348553070984,0.0180863479891292,112.0,0.0005508482572622597,0.1916631534569983,0.07822085889570553,0.11344229456129278,prostaglandin_AA_inflammation,GO:0006954,1,1,True,0.04492415468267576,0.0020197769432949526,False,False,
CGA,35,0.000680594558694533,0.0,0.000680594558694533,0.0,0.0019679637482663786,0.3458369389650004,4.575358720988287e-06,0.0013566137586680776,2.0459989228598947,0.04855346714848998,0.0,0.043114446783075355,0.0006850758853288364,0.0,0.0006850758853288364,,,0,0,False,0.10862898442025276,0.06916275838118338,False,False,
SLCO2A1,35,0.0013787038773963494,0.0002095383991088186,0.001169165478287531,0.0,0.003393741866111314,0.344506307318891,3.3743587781721006e-06,0.0023349565977968897,2.038126799879594,0.04937681110011489,7.0,0.03665792867221451,0.002002529510961214,0.0007668711656441718,0.0012356583453170425,,,0,0,False,0.10862898442025276,0.0613621849513156,False,False,
SUSD2,35,0.0002241709502413869,0.0,0.0002241709502413869,0.0,0.0006846669100136029,0.32741607190704325,-1.1020362181663336e-05,0.00045936226266443713,1.9370196036711487,0.061087992166513595,0.0,0.043114446783075355,0.0006323777403035413,0.0,0.0006323777403035413,,,0,0,False,0.1306604276894874,0.06916275838118338,False,False,
C4BPA,35,0.0002816575097053179,0.0,0.0002816575097053179,0.0,0.0008837172216382386,0.31871904587666633,-2.190997709467879e-05,0.0005852249965053145,1.885567303799745,0.06792155164508988,0.0,0.06788915486182899,0.0005269814502529511,0.0,0.0005269814502529511,,,0,0,False,0.14135025612626814,0.10668295764001699,False,False,
DKK1,35,0.00020336172144327846,0.0,0.00020336172144327846,0.0,0.000782111167429441,0.26001638886152967,-6.530286455927803e-05,0.0004720263074458349,1.5382777014182636,0.13323639847117164,0.0,0.10880943004054568,0.0007377740303541315,0.0,0.0007377740303541315,,,0,0,False,0.26997901795474255,0.16428090417886307,False,False,
PTGFR,35,6.921953255576747e-05,0.0,6.921953255576747e-05,0.0,0.00028528215682018925,0.24263533803621626,-2.8778317043953483e-05,0.00016721738215548843,1.4354500180216003,0.16029537352191453,0.0,0.17971249487899976,0.00015809443507588532,0.0,0.00015809443507588532,prostaglandin_AA_inflammation,GO:0006954,1,1,True,0.3085685940296855,0.2515974928305997,False,False,
MMP2,35,0.05579886073246598,0.03406296284603221,0.02173589788643377,0.026652134954929352,0.09182942349854796,0.2366986207506515,-0.009808612759255951,0.05328040853212349,1.4003279249104927,0.17047520904948343,124.0,0.005168895224079615,0.05986509274873524,0.016104294478527608,0.04376079827020764,xenobiotic,GO:0009410,1,0,False,0.31504892316493405,0.012437654132941572,False,False,
PTGS2,35,0.22412191395248685,0.17583880914109093,0.048283104811395916,0.07668206468224525,0.20592524282257255,0.23446909251915837,-0.022454691060050394,0.11902090068284223,1.3871378580143063,0.17442646524806107,206.0,0.11773982419402365,0.20304595278246207,0.15030674846625766,0.05273920431620441,prostaglandin_AA_inflammation,GO:0001516;GO:0006693;GO:0006954;KEGG:00590,4,4,True,0.31504892316493405,0.17434550890268888,False,False,
SIRT3,35,0.028797262042228666,0.02081254282966256,0.007984719212566103,0.01634836755692959,0.0365048806902946,0.21873018241883932,-0.004555146047209153,0.02052458447234136,1.2940252101617864,0.20437796446813303,133.0,0.014303043516311568,0.037468381112984825,0.016104294478527608,0.021364086634457217,,,0,0,False,0.3576614378192328,0.027655113532091494,False,False,
NR3C1,35,0.3279055203710284,0.2721117121832711,0.05579380818775722,0.09663443267345428,0.2707964926079838,0.20603593366523637,-0.037228041655643494,0.14881565803115793,1.2189250217489587,0.23126240392357822,183.0,0.03000700700795278,0.3480185497470489,0.19938650306748465,0.14863204667956423,nuclear_receptor;prostaglandin_AA_inflammation,GO:0004879;GO:0006954,2,1,True,0.3871131543938157,0.05134532310249698,False,False,
SIRT2,35,0.27061115545885905,0.21935181968978473,0.0512593357690743,0.09132450819015503,0.2728528185312351,0.18786441732580575,-0.04246888674340927,0.14498755828155788,1.1114208813049888,0.2741849767565275,148.0,0.005344736331608146,0.27777192242833054,0.13266871165644173,0.1451032107718888,prostaglandin_AA_inflammation,GO:0006954,1,1,True,0.43063539156065245,0.012471051440419009,False,False,
AKR1C1,35,0.004248688968696765,0.0023645280195134025,0.0018841609491833619,0.0,0.010179009891518839,0.18510257571841507,-0.0016124512874237233,0.005380773185790447,1.0950816060073814,0.28117793379348965,31.0,0.0176206611104818,0.005744097807757167,0.0015337423312883436,0.004210355476468823,prostaglandin_AA_inflammation;xenobiotic,GO:0006693;GO:0006805;GO:0009410,3,1,True,0.43063539156065245,0.033092461109929236,False,False,
FLG,35,3.7672829681209154e-05,0.0,3.7672829681209154e-05,0.0,0.0002228754660491566,0.16903085094570333,-3.888757158888973e-05,0.00011423323095130803,1.0000000000000002,0.32437471052620565,0.0,0.31731050786291415,5.269814502529511e-05,0.0,5.269814502529511e-05,,,0,0,False,0.43063539156065245,0.34904155864920555,False,False,
GSTA2,35,2.045097727594631e-05,0.0,2.045097727594631e-05,0.0,0.00012098961320685562,0.16903085094570333,-2.111040900327701e-05,6.201236355516963e-05,1.0000000000000002,0.32437471052620565,0.0,0.31731050786291415,0.00010539629005059021,0.0,0.00010539629005059021,xenobiotic,GO:0006805;GO:0009410,2,0,False,0.43063539156065245,0.34904155864920555,False,False,
IGFBP1,35,2.2476627158799343e-05,0.0,2.2476627158799343e-05,0.0,0.00013297351952644055,0.16903085094570333,-2.320137497265213e-05,6.815462929025082e-05,1.0000000000000002,0.32437471052620565,0.0,0.31731050786291415,0.00015809443507588532,0.0,0.00015809443507588532,,,0,0,False,0.43063539156065245,0.34904155864920555,False,False,
SCGN,35,5.923065223864147e-05,0.0,5.923065223864147e-05,0.0,0.00035041326424883076,0.16903085094570333,-6.114051555664488e-05,0.00017960182003392782,1.0000000000000002,0.32437471052620565,0.0,0.31731050786291415,5.269814502529511e-05,0.0,5.269814502529511e-05,,,0,0,False,0.43063539156065245,0.34904155864920555,False,False,
CYP2A6,35,6.274773207093988e-05,0.0,6.274773207093988e-05,0.0,0.00037122058914023883,0.1690308509457033,-6.4771001902367e-05,0.00019026646604424676,1.0,0.32437471052620576,0.0,0.31731050786291415,5.269814502529511e-05,0.0,5.269814502529511e-05,xenobiotic,GO:0006805;GO:0009410,2,0,False,0.43063539156065245,0.34904155864920555,False,False,
PGR,35,2.9850425198674203e-05,0.0,2.9850425198674203e-05,0.0,0.0001765974970348038,0.1690308509457033,-3.0812937512130715e-05,9.051378790947912e-05,1.0000000000000002,0.32437471052620565,0.0,0.31731050786291415,5.269814502529511e-05,0.0,5.269814502529511e-05,nuclear_receptor,GO:0004879,1,0,False,0.43063539156065245,0.34904155864920555,False,False,
SNORA13,35,6.554332295698779e-05,0.0,6.554332295698779e-05,0.0,0.00038775952786300444,0.1690308509457033,-6.765673524478863e-05,0.0001987433811587642,1.0,0.32437471052620576,0.0,0.31731050786291415,5.269814502529511e-05,0.0,5.269814502529511e-05,,,0,0,False,0.43063539156065245,0.34904155864920555,False,False,
STAR,35,0.00015186196459191187,0.0,0.00015186196459191187,0.0,0.0008984274985439995,0.1690308509457033,-0.00015675867912420284,0.0004604826083080266,1.0,0.32437471052620576,0.0,0.31731050786291415,0.00015809443507588532,0.0,0.00015809443507588532,,,0,0,False,0.43063539156065245,0.34904155864920555,False,False,
PTGES2,35,0.29554536129747117,0.25099837950297765,0.04454698179449354,0.06692934036254883,0.270628494348979,0.1646056595099318,-0.04841715862781171,0.1375111222167988,0.9738202144104866,0.3370236371962358,167.0,0.014366292743943632,0.26876053962900504,0.13650306748466257,0.13225747214434247,prostaglandin_AA_inflammation,GO:0001516;GO:0006693;KEGG:00590,3,3,True,0.4398444078662738,0.027655113532091494,False,False,
RXRB,35,0.07744027291025435,0.06347164281510881,0.013968630095145531,0.0391303151845932,0.10092711050110126,0.13840315080647347,-0.02070104537865327,0.048638305568944336,0.818804082403465,0.41860053280791104,179.0,0.02515467262128368,0.09891441821247893,0.049079754601226995,0.04983466361125193,nuclear_receptor,GO:0004879,1,0,False,0.5130716574143237,0.04402067708724644,False,False,
PLAC8,35,0.17161439657211303,0.1477377725499017,0.023876624022211346,0.021455690264701843,0.19256539500914777,0.12399228854736384,-0.042271903556790155,0.09002515160121284,0.7335482715353133,0.46825234665535387,292.0,0.7158310085069388,0.10328836424957842,0.09662576687116564,0.0066625973784127795,,,0,0,False,0.5546989337301884,0.7252498375662406,False,False,
CXCL13,35,0.06492119803359465,0.03601221655096327,0.028908981482631393,0.008282149210572243,0.25324605883077556,0.11415372707517235,-0.05808408342420299,0.11590204638946577,0.6753425569148985,0.5040255812119192,38.0,0.0023540622219814507,0.025716694772344013,0.0015337423312883436,0.02418295244105567,prostaglandin_AA_inflammation,GO:0006954,1,1,True,0.5880298447472391,0.006473671110448989,False,False,
PTGER2,35,0.09832020397963269,0.08628576174378395,0.012034442235848734,0.0350588858127594,0.11057533594102566,0.10883477887209127,-0.025949514636074297,0.05001839910777177,0.6438752349832965,0.5239762871906732,243.0,0.2449025081587024,0.10070615514333896,0.08512269938650306,0.015583455756835896,prostaglandin_AA_inflammation,GO:0006954,1,1,True,0.6021817031892812,0.32332979415643287,False,False,
ESR1,35,0.023059132655284236,0.019170065902705702,0.003889066752578531,0.014077017083764076,0.04762538544901021,0.08165953337516467,-0.012470825546267644,0.020248959051424705,0.48310431449816005,0.6321181194404151,106.0,0.0092710251720259,0.03725758853288364,0.010736196319018405,0.026521392213865236,nuclear_receptor;prostaglandin_AA_inflammation,GO:0004879;GO:0006954,2,1,True,0.6953299313844566,0.020996145242529244,False,False,
CADM3,35,0.0001948435474852366,0.0001399839429983071,5.485960448692952e-05,0.0,0.0010876991149937484,0.05043637871052679,-0.000318778114285966,0.000428497323259825,0.2983856404221034,0.7672248627703142,5.0,0.5001842570707944,0.0005796795952782462,0.0007668711656441718,-0.00018719157036592557,,,0,0,False,0.8092645812782766,0.5349192749229329,False,False,
PTGS1,35,0.3081171997955867,0.2761512614786625,0.03196593831692423,0.15792561322450638,0.6953800021776696,0.045969021566364995,-0.20690545002234909,0.27083732665619753,0.27195639913764225,0.7873002257453257,99.0,0.00020785926608368754,0.3050168634064081,0.12423312883435583,0.18078373457205227,prostaglandin_AA_inflammation,GO:0001516;GO:0006693;KEGG:00590,3,3,True,0.8101930919691581,0.0009414802052025848,False,False,
HPGD,35,0.02969098005809688,0.027663288957306315,0.0020276911007905646,0.006934065371751785,0.07727364622228022,0.0262403963048132,-0.024516735108402868,0.028572117309983998,0.15524027807942725,0.8775498699978231,166.0,0.26545303243391527,0.02545320404721754,0.014570552147239263,0.010882651899978276,prostaglandin_AA_inflammation,GO:0006693;KEGG:00590,2,2,True,0.889096578813584,0.3406647249568579,False,False,
SIRT5,35,0.03553347441234759,0.03552559651434421,7.877898003373828e-06,0.023630617186427116,0.06672032184021315,0.00011807344128585607,-0.022911354548291227,0.022927110344297973,0.0006985318989122526,0.9994467347588952,213.0,0.2277872365095197,0.052381956155143336,0.02530674846625767,0.027075207688885668,,,0,0,False,0.9994467347588952,0.30771258265321083,False,False,
PLA2G4A,35,0.04635951817035675,0.049688642472028734,-0.003329124301671982,0.02149963192641735,0.07307234586058081,-0.0455592914455466,-0.028430353342286187,0.021772104738942224,-0.26953240305334153,0.7891491155543748,203.0,0.16612685711403719,0.06555649241146712,0.036042944785276074,0.029513547626191045,prostaglandin_AA_inflammation,GO:0001516;GO:0006693;KEGG:00590,3,3,True,0.8101930919691581,0.2373364352435085,False,False,
TNC,35,0.003348022323500897,0.005253482290676662,-0.0019054599671757648,0.0,0.0321355131617304,-0.0592945243346835,-0.012944394966598206,0.009133475032246676,-0.3507911366649292,0.7279093214237421,15.0,0.010593539088689496,0.004268549747048904,0.0007668711656441718,0.003501678581404732,prostaglandin_AA_inflammation,GO:0006954,1,1,True,0.7784585798559465,0.022658403050808087,False,False,
ADAMTS1,35,0.0012513167790270277,0.001747035820569311,-0.0004957190415422831,0.0,0.006831633568543423,-0.0725622995684143,-0.002842467279962585,0.0018510291968780188,-0.4292843534919139,0.6704244386589564,20.0,0.24774620591207197,0.0026349072512647557,0.0023006134969325155,0.00033429375433224016,,,0,0,False,0.7270800250245021,0.32332979415643287,False,False,
AKR1C3,35,0.023139345679166062,0.04119008289916175,-0.018050737219995686,0.009497370570898056,0.19871290756785906,-0.09083827236452412,-0.0863110092482678,0.05020953480827643,-0.5374064666674576,0.5944869837139362,94.0,0.022467215594712212,0.02302908937605396,0.006134969325153374,0.016894120050900588,prostaglandin_AA_inflammation,GO:0006693;KEGG:00590,2,2,True,0.6634130108112042,0.04118989525697239,False,False,
PPARA,35,0.0640074432428394,0.0885673312736409,-0.024559888030801502,0.020065126940608025,0.24010647178243377,-0.10228748874814089,-0.10703934686525389,0.057919570803650886,-0.6051409442469058,0.5491033909943555,190.0,0.16644373380713584,0.10228709949409781,0.04447852760736196,0.05780857188673585,nuclear_receptor;prostaglandin_AA_inflammation,GO:0004879;GO:0006954,2,1,True,0.621778839802432,0.2373364352435085,False,False,
NR1I2,35,0.0012097614372448464,0.006191655567714146,-0.0049818941304693,0.0,0.03701641500245883,-0.13458607836924175,-0.017697477574470717,0.007733689313532118,-0.7962219773269317,0.43142760437574257,13.0,0.02312980249735946,0.001475548060708263,0.0007668711656441718,0.0007086768950640912,nuclear_receptor;xenobiotic,GO:0004879;GO:0006805;GO:0009410,3,0,False,0.5190613365145652,0.04141848354178322,False,False,
CASP14,35,9.96053551456758e-05,0.0005932392818587167,-0.0004936339267130409,0.0,0.003575828298567811,-0.13804743558597343,-0.0017219739242206422,0.0007347060707945605,-0.816699642778924,0.41978590152081036,1.0,0.6547208460185769,5.269814502529511e-05,0.0007668711656441718,-0.0007141730206188766,,,0,0,False,0.5130716574143237,0.6721800685790723,False,False,
PTGER3,35,0.0006805477597351586,0.004126464575529098,-0.00344591681579394,0.0,0.021639205553784013,-0.15924414633564762,-0.010879243999497771,0.003987410367909892,-0.9421010747132817,0.3527871531972326,19.0,0.3862707203664827,0.0011066610455311974,0.0023006134969325155,-0.001193952451401318,prostaglandin_AA_inflammation,GO:0006954,1,1,True,0.4453214884620805,0.4189133164537911,False,False,
OMD,35,0.00011865624027060612,0.0004402995907834598,-0.0003216433505128537,0.0,0.0020182594828206286,-0.15936669850961852,-0.0010149397397971253,0.00037165303877141804,-0.9428261031520858,0.3524214740320754,1.0,0.6547208460185769,0.00021079258010118043,0.0007668711656441718,-0.0005560785855429914,,,0,0,False,0.4453214884620805,0.6721800685790723,False,False,
SPP2,35,0.0,0.0017303848905222757,-0.0017303848905222757,0.0,0.010237095067799877,-0.16903085094570333,-0.005246950083292512,0.0017861803022479604,-1.0000000000000002,0.32437471052620565,0.0,0.31731050786291415,5.269814502529511e-05,0.0007668711656441718,-0.0007141730206188766,,,0,0,False,0.43063539156065245,0.34904155864920555,False,False,
HSD3B2,35,0.00011992796124624355,0.0017146693808691843,-0.0015947414196229408,0.0,0.008057557024493768,-0.19791872583404194,-0.004362609099217103,0.001173126259971222,-1.170902972603611,0.24977902589634415,1.0,0.28504940740261275,0.00010539629005059021,0.0015337423312883436,-0.0014283460412377533,,,0,0,False,0.4092124466812447,0.34904155864920555,False,False,
