donor_id,gene_symbol,tumor_mean,normal_mean,tumor_minus_normal
C139,CGA,0.0,0.0,0.0
C140,CGA,0.0,0.0,0.0
C142,CGA,0.0,0.0,0.0
C143,CGA,0.0,0.0,0.0
C151,CGA,0.0,0.0,0.0
C155,CGA,0.0,0.0,0.0
C157,CGA,0.0017443292308598757,0.0,0.0017443292308598757
C162,CGA,0.003526665735989809,0.0,0.003526665735989809
C165,CGA,0.0,0.0,0.0
C170,CGA,0.0,0.0,0.0
C106,CPS1,0.0,0.0,0.0
C107,CPS1,0.0,0.0,0.0
C109,CPS1,0.0,0.0,0.0
C110,CPS1,0.003351302817463875,0.0,0.003351302817463875
C111,CPS1,0.0,0.0,0.0
C112,CPS1,0.0,0.0,0.0
C113,CPS1,0.0,0.0,0.0
C114,CPS1,0.0,0.0,0.0
C115,CPS1,0.0,0.0,0.0
C116,CPS1,0.003033202840015292,0.0,0.003033202840015292
C119,CPS1,0.0,0.0,0.0
C122,CPS1,0.0,0.0,0.0
C123,CPS1,0.0034180753864347935,0.0,0.0034180753864347935
C124,CPS1,0.004700901918113232,0.0,0.004700901918113232
C125,CPS1,0.0006576061132363975,0.0,0.0006576061132363975
C126,CPS1,0.0,0.0,0.0
C129,CPS1,0.0,0.0,0.0
C130,CPS1,0.0,0.0,0.0
C132,CPS1,0.0018602432683110237,0.0,0.0018602432683110237
