donor_id,group,ABCC4,ADAMTS1,AHSG,AKR1C1,AKR1C3,ATF4,ATG5,BECN1,C4BPA,CA9,CADM3,CASP14,CCL20,CGA,CPS1,CRP,CXCL13,CXCR4,CYP11A1,CYP2A6,DDIT4,DKK1,DPT,DUSP1,ESR1,FLG,GSTA2,HPGD,HSD3B2,HSPA1A,HSPA1L,IGFBP1,LUM,MAP1LC3B,MMP2,MMP9,NEAT1,NR1I2,NR1I3,NR3C1,OMD,PARP10,PGR,PLA2G4A,PLAC8,PPARA,PPARD,PPARG,PTGER1,PTGER2,PTGER3,PTGER4,PTGES,PTGES2,PTGES3,PTGFR,PTGS1,PTGS2,PTX3,RELA,RGS2,RPS2,RXRA,RXRB,SCGN,SIRT1,SIRT2,SIRT3,SIRT5,SLCO2A1,SNHG25,SNORA13,SNORA65,SPP2,SQSTM1,STAR,STAT3,SUSD2,TIMP1,TIMP2,TNC
C103,tumor,0.06481028348207474,0.0,0.0,0.032044872641563416,0.01003452017903328,0.4409250020980835,0.1601286232471466,0.2059715837240219,0.0,0.0,0.0,0.0,0.11568666249513626,0.0,0.0,0.0,0.0,0.8858389258384705,0.0,0.0,0.49186018109321594,0.0,0.0,2.7764854431152344,0.01604527235031128,0.0,0.0,0.01814230903983116,0.0,2.200979232788086,0.023320572450757027,0.0,0.0,0.8890412449836731,0.057098984718322754,0.641514003276825,2.545718193054199,0.0,0.0,0.20147466659545898,0.0,0.19289901852607727,0.0,0.03649261221289635,0.34036141633987427,0.03984076529741287,0.05095154792070389,0.021502038463950157,0.0,0.08859352022409439,0.0,0.15670618414878845,0.0,0.27466556429862976,1.4876984357833862,0.0,0.21863779425621033,0.1264467090368271,0.0,0.08437686413526535,1.212052822113037,4.856403350830078,0.19667847454547882,0.05502011999487877,0.0,0.0787084698677063,0.19950546324253082,0.07664822787046432,0.01578361913561821,0.0,0.04368647187948227,0.0,0.0,0.0,0.9572534561157227,0.0,0.4177691340446472,0.0,1.7422727346420288,1.2873576879501343,0.0
C104,tumor,0.03363423049449921,0.0,0.0,0.0,0.037528183311223984,0.1714928150177002,0.08368935436010361,0.16414634883403778,0.0,0.0,0.0,0.0,0.09999523311853409,0.0,0.0,0.0,0.0,0.34121859073638916,0.0,0.0,0.11292502284049988,0.0,0.0,1.6307158470153809,0.027640627697110176,0.0,0.0,0.0,0.0,0.7209495306015015,0.0,0.0,0.0,0.6270014047622681,0.012637313455343246,0.6663432717323303,0.721861720085144,0.0,0.0,0.1547931432723999,0.0,0.036167144775390625,0.0,0.0,0.29145196080207825,0.016729651018977165,0.01966565102338791,0.0,0.0,0.024948686361312866,0.0,0.10570859163999557,0.0,0.17002348601818085,1.181613564491272,0.0,0.10327049344778061,0.0738297551870346,0.0,0.0676412284374237,0.904376745223999,5.280706405639648,0.05484380945563316,0.03267516940832138,0.0,0.034595757722854614,0.1507234126329422,0.0,0.012637313455343246,0.0,0.07146354019641876,0.0,0.0,0.0,0.5725559592247009,0.0,0.2005656361579895,0.0,1.0631437301635742,0.4049021303653717,0.0
C105,tumor,0.042996447533369064,0.0,0.0,0.0,0.009929650463163853,0.38988247513771057,0.07410099357366562,0.1282423883676529,0.0,0.0,0.0,0.0,0.053400587290525436,0.0,0.0,0.0,0.020222749561071396,0.17003557085990906,0.0,0.0,0.099765844643116,0.0,0.0,1.3977330923080444,0.0,0.0,0.0,0.0,0.0,0.6284081935882568,0.024932587519288063,0.0,0.0,0.8682947158813477,0.0,1.1860196590423584,0.9365677833557129,0.0,0.0,0.08256111294031143,0.0,0.06482596695423126,0.0,0.053888820111751556,0.4788750112056732,0.009519912302494049,0.009519912302494049,0.0,0.0,0.05485134199261665,0.0,0.09535499662160873,0.0,0.35199663043022156,1.3755520582199097,0.0,0.09586890041828156,0.06639610230922699,0.0,0.07290151715278625,0.794944167137146,5.620905876159668,0.0954156145453453,0.01315317489206791,0.0,0.030757736414670944,0.24703264236450195,0.013120174407958984,0.013906100764870644,0.0,0.29894381761550903,0.0,0.0,0.0,0.9640098810195923,0.0,0.176083043217659,0.0,0.8337666392326355,0.45821595191955566,0.0
C106,tumor,0.009028825908899307,0.0,0.0,0.0,0.06009145453572273,0.3838200867176056,0.4050668179988861,0.22730283439159393,0.0,0.011201848275959492,0.0,0.0,0.03677408769726753,0.0,0.0,0.0,0.0,0.5316202640533447,0.0,0.0,0.14139629900455475,0.0,0.0,2.07706356048584,0.007983413524925709,0.0,0.0,0.0,0.0,0.9204061031341553,0.0,0.0,0.0,0.7983408570289612,0.013797303661704063,1.1472562551498413,1.8707484006881714,0.0,0.0,0.16086991131305695,0.0,0.19087037444114685,0.0,0.023549912497401237,0.1265716254711151,0.05734071508049965,0.2534884512424469,0.032560478895902634,0.0,0.062006913125514984,0.0,0.25526314973831177,0.0,0.27045369148254395,1.2849575281143188,0.0,0.341332346200943,0.07661256194114685,0.0,0.2634301781654358,0.6845787763595581,5.07523775100708,0.16634917259216309,0.042551327496767044,0.0,0.059887781739234924,0.34291285276412964,0.0069199781864881516,0.009614347480237484,0.0,0.4141363501548767,0.0,0.0,0.0,0.9880341291427612,0.0,0.3840791583061218,0.0,1.0180429220199585,0.6064099669456482,0.0
C106,normal,0.0,0.0,0.0,0.0,0.09905028343200684,0.39910849928855896,0.08816327899694443,0.3290866017341614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4213258922100067,0.0,0.0,0.16596810519695282,0.0,0.0,0.9803379774093628,0.0,0.0,0.0,0.0,0.0,0.5531920790672302,0.026948027312755585,0.0,0.0,0.2720746695995331,0.0,0.2179647535085678,0.8726391792297363,0.0,0.0,0.08337448537349701,0.0,0.10389816015958786,0.0,0.0,0.07115153968334198,0.026948027312755585,0.0,0.035972923040390015,0.0,0.026948027312755585,0.0,0.006207666825503111,0.0,0.15726177394390106,0.9683935642242432,0.0,0.024006616324186325,0.0,0.0,0.011521768756210804,0.48384353518486023,4.820141315460205,0.08989861607551575,0.006207666825503111,0.0,0.0,0.2515883445739746,0.0,0.09891054034233093,0.0,0.0,0.0,0.0,0.0,0.4754958152770996,0.0,0.08523817360401154,0.0,0.7261902093887329,0.11426025629043579,0.0
C107,tumor,0.045610979199409485,0.0,0.0,0.0,0.021288491785526276,0.7514119148254395,0.2632836401462555,0.23370672762393951,0.0,0.0017338428879156709,0.0,0.0,0.17453470826148987,0.0,0.0,0.0,0.10942766815423965,1.1801948547363281,0.0,0.0,0.5263117551803589,0.0,0.0,2.8496713638305664,0.016064738854765892,0.0,0.0,0.005208014976233244,0.0,3.041801929473877,0.0178743414580822,0.0,0.002010991098359227,1.1791815757751465,0.027494637295603752,0.4516887366771698,3.1305506229400635,0.0,0.002275809645652771,0.2826805114746094,0.0,0.18471376597881317,0.0,0.041756052523851395,0.3221762478351593,0.04990701004862785,0.074050672352314,0.06241441145539284,0.0,0.08663560450077057,0.0,0.2894250750541687,0.00945539865642786,0.23909097909927368,1.3143397569656372,0.0,0.2401864379644394,0.2868441641330719,0.005907299462705851,0.12843303382396698,1.457032322883606,4.875280857086182,0.19985055923461914,0.07174908369779587,0.0,0.07236699014902115,0.31000348925590515,0.02437024749815464,0.05583612248301506,0.0,0.292580783367157,0.0,0.0,0.0,1.1978495121002197,0.0,0.43987059593200684,0.0,2.081735372543335,0.9811891913414001,0.0
C107,normal,0.0,0.0,0.0,0.0,0.0,1.387116551399231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4511995315551758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.387116551399231,0.0,0.0,1.0417499542236328,0.0,0.0,1.387116551399231,0.0,0.0,0.0,0.0,0.0,1.387116551399231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.387116551399231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9816999435424805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.387116551399231,0.0,0.0,0.0,1.0417499542236328,1.8323689699172974,0.0
C109,tumor,0.048157334327697754,0.0,0.0,0.0,0.0,0.43865853548049927,0.20832018554210663,0.1803426444530487,0.0,0.0,0.0,0.0,0.2465297281742096,0.0,0.0,0.0,0.0,1.2138186693191528,0.0,0.0,0.6194841265678406,0.0,0.0,2.8179354667663574,0.0,0.0,0.0,0.0,0.0,2.406345844268799,0.0,0.0,0.01192063745111227,0.8189314603805542,0.049958061426877975,1.751157522201538,2.5438408851623535,0.0,0.0,0.3295501172542572,0.0,0.13244785368442535,0.0,0.013494037091732025,0.03842718526721001,0.0,0.10232921689748764,0.013639512471854687,0.0,0.162558913230896,0.0,0.28302544355392456,0.0,0.22379878163337708,1.4322969913482666,0.0,0.17564766108989716,0.215240478515625,0.029010510072112083,0.1044263243675232,1.1400749683380127,4.282561302185059,0.17968200147151947,0.02555413916707039,0.0,0.02874929830431938,0.27959945797920227,0.016447661444544792,0.07144303619861603,0.0,0.18576399981975555,0.0,0.0,0.0,0.7935479879379272,0.0,0.3097117245197296,0.0,2.5469605922698975,0.8575862646102905,0.0
C109,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.091814994812012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.091814994812012,0.0,0.0
C110,tumor,0.02879694662988186,0.0,0.0,0.0,0.025640198960900307,0.4713394045829773,0.19771401584148407,0.2865579128265381,0.0,0.0,0.0,0.0,0.42850261926651,0.0,0.003351302817463875,0.0,0.17379814386367798,1.176705241203308,0.0,0.0,0.2825345993041992,0.0,0.0,3.3550004959106445,0.008711243979632854,0.0,0.0,0.019370269030332565,0.0,2.5920212268829346,0.014728988520801067,0.0,0.002694810042157769,1.2177881002426147,0.016989711672067642,1.157100796699524,3.4638333320617676,0.0,0.004372105933725834,0.405281126499176,0.0,0.18366774916648865,0.0,0.03976910188794136,0.15141049027442932,0.05100283399224281,0.12705868482589722,0.13798853754997253,0.0013037464814260602,0.15463590621948242,0.0,0.2505314350128174,0.004491338040679693,0.26838523149490356,1.326873779296875,0.0,0.300713449716568,0.151367649435997,0.021307259798049927,0.15858781337738037,0.9006754755973816,4.187380790710449,0.2334374487400055,0.0619700588285923,0.0,0.10429029166698456,0.2890857756137848,0.02410813979804516,0.032495759427547455,0.0,0.22595854103565216,0.0022940163034945726,0.0,0.0,1.1102391481399536,0.0,0.556668758392334,0.0,2.4415671825408936,1.2314157485961914,0.0
