branch_class,gene_symbol,string_id,string_preferred_name,mapped_to_STRING,degree,weighted_degree,degree_centrality,degree_rank,betweenness_centrality,betweenness_rank,closeness_centrality,pagerank,pagerank_rank,core_number,network_central_top10pct_any,network_top10pct_n,network_nodes_total,accessed_at_utc,source_database
thyroid-branch,VDR,9606.ENSP00000228606,CYP27B1,True,1,0.843,0.0045871559633027525,188,0.0,218,0.24227687167289613,0.0011655588194457367,182,1,False,22,219,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,WDR1,9606.ENSP00000427687,WDR1,True,0,0,0.0,219,0.0,219,0.0,0.0007786140669608706,219,0,False,22,219,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,WRN,9606.ENSP00000298139,WRN,True,6,5.252,0.027522935779816515,109,0.0014043545390121895,85,0.3250422626170532,0.0034071783841461162,101,4,False,22,219,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
hypertension-branch,A2M,9606.ENSP00000323929,A2M,True,15,12.892,0.03416856492027335,105,0.00432689889450644,88,0.3183852094347122,0.003224715120130941,93,9,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ABCB1,9606.ENSP00000478255,ABCB1,True,9,7.193,0.02050113895216401,164,5.938745284410176e-06,305,0.2413930535258913,0.0014246434340558708,239,9,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ABCB6,9606.ENSP00000265316,ABCB6,True,0,0,0.0,392,0.0,314,0.0,0.0003765532822894448,392,0,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ABCC1,9606.ENSP00000382342,ABCC1,True,0,0,0.0,393,0.0,315,0.0,0.0003765532822894448,393,0,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ABL1,9606.ENSP00000361423,ABL1,True,18,14.904,0.04100227790432802,89,0.0019304516609103364,133,0.33471265607238976,0.0030783395625131617,101,13,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ACHE,9606.ENSP00000303211,ACHE,True,2,1.754,0.004555808656036446,311,0.0,316,0.2695779453990494,0.0007405651662037538,349,2,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ACKR5,9606.ENSP00000349967,CCRL2,True,11,9.122,0.025056947608200455,143,9.19264359753393e-05,263,0.2935974336136706,0.002053767832585312,177,10,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ACP1,9606.ENSP00000272067,ACP1,True,0,0,0.0,394,0.0,317,0.0,0.0003765532822894448,394,0,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ACP2,,ACP2,False,0,0,0.0,395,0.0,318,0.0,0.0003765532822894448,395,0,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ACTA1,9606.ENSP00000355645,ACTA1,True,8,7.4879999999999995,0.018223234624145785,176,0.005141258745119731,78,0.2837781214526783,0.0028277266080058818,116,4,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ACTB,9606.ENSP00000494750,ACTB,True,63,51.723,0.14350797266514806,4,0.06401386199679565,3,0.407931049588225,0.011898845817860465,4,15,True,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ADA,9606.ENSP00000361965,ADA,True,1,0.85,0.002277904328018223,348,0.0,319,0.17919674406409883,0.0005913098876499205,371,1,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ADAM10,9606.ENSP00000260408,ADAM10,True,4,3.4459999999999997,0.009111617312072893,246,5.415495768598347e-05,276,0.2837781214526783,0.0011012861008987012,284,4,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ADAM17,9606.ENSP00000309968,ADAM17,True,6,5.07,0.01366742596810934,208,0.0006449591535298793,196,0.2946168691470514,0.0016544741605120947,225,4,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ADRA2C,9606.ENSP00000386069,ADRA2C,True,0,0,0.0,396,0.0,320,0.0,0.0003765532822894448,396,0,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ADRB2,9606.ENSP00000305372,ADRB2,True,12,9.850999999999999,0.02733485193621868,136,0.004944252801865733,80,0.3125217617471484,0.0033208976134840415,90,6,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,AGER,9606.ENSP00000364210,AGER,True,8,6.909,0.018223234624145785,177,0.0005853307918601301,200,0.3052145982530604,0.0018769497623617813,197,7,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,AHR,9606.ENSP00000242057,AHR,True,6,5.209,0.01366742596810934,209,0.0005007698292880103,207,0.29157958183625704,0.0012398279717655467,262,6,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,AHRR,9606.ENSP00000323816,AHRR,True,3,2.58,0.00683371298405467,276,0.0,321,0.24937445500176575,0.0008127635720657572,341,3,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,AHSG,9606.ENSP00000273784,AHSG,True,5,4.557,0.011389521640091117,228,0.0,322,0.2779677586055718,0.001386256316284832,246,5,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,AKT1,9606.ENSP00000451828,AKT1,True,72,61.928,0.16400911161731208,3,0.050083779607868306,5,0.4205683187824079,0.012442218823227385,3,15,True,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ALB,9606.ENSP00000295897,ALB,True,41,33.378,0.09339407744874716,15,0.04474807173525879,7,0.3964937304408916,0.007402329357364536,20,15,True,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ALDH1A1,9606.ENSP00000297785,ALDH1A1,True,15,12.843,0.03416856492027335,106,0.0057572350982346915,69,0.2791107181393118,0.002424655649848563,152,12,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ALDH2,9606.ENSP00000261733,ALDH2,True,2,1.684,0.004555808656036446,312,0.00010092795633466946,259,0.22994487348062545,0.0007087118883478669,355,2,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ALOX12,9606.ENSP00000251535,ALOX12,True,7,6.179,0.015945330296127564,192,0.0004911808264046341,209,0.23520348805086846,0.0014453216184297756,235,6,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ALOX15,9606.ENSP00000293761,ALOX15,True,11,9.815,0.025056947608200455,144,0.003934543936632675,102,0.27260934398184994,0.0020769625374987295,174,8,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ALPL,9606.ENSP00000363973,ALPL,True,1,0.826,0.002277904328018223,349,0.0,323,0.21742385218283355,0.0006015604332017911,370,1,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ANGPTL4,9606.ENSP00000301455,ANGPTL4,True,4,3.182,0.009111617312072893,247,0.00011939726030037419,255,0.2837781214526783,0.0010819069210530501,287,3,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ANXA5,9606.ENSP00000296511,ANXA5,True,20,15.957,0.04555808656036447,77,0.0011448110992588667,165,0.3524388715030148,0.0032154536074339365,94,15,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ANXA6,9606.ENSP00000346550,ANXA6,True,0,0,0.0,397,0.0,324,0.0,0.0003765532822894448,397,0,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,APAF1,9606.ENSP00000448165,APAF1,True,12,11.12,0.02733485193621868,137,4.172915873423515e-05,282,0.3088249620176553,0.0022806405452809944,162,11,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,APLNR,9606.ENSP00000475344,APLNR,True,1,0.866,0.002277904328018223,350,0.0,325,0.23151339239932006,0.0006627530373851573,360,1,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,APOBEC3A,9606.ENSP00000384359,APOBEC3A,True,0,0,0.0,398,0.0,326,0.0,0.0003765532822894448,398,0,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,APOBEC3F,9606.ENSP00000309749,APOBEC3F,True,0,0,0.0,399,0.0,327,0.0,0.0003765532822894448,399,0,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,APOC2,9606.ENSP00000466775,APOC2,True,7,5.6259999999999994,0.015945330296127564,193,0.0004920535898823174,208,0.2752624762833765,0.0018415226516115867,202,5,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,APOD,9606.ENSP00000345179,APOD,True,3,2.42,0.00683371298405467,277,0.00025442036201238664,233,0.24002732196421725,0.0009496460785465928,319,3,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,APP,9606.ENSP00000284981,APP,True,38,32.731,0.08656036446469248,17,0.03724053624311904,8,0.37461217798830376,0.008180344028263894,13,12,True,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,AR,9606.ENSP00000363822,AR,True,25,21.524,0.05694760820045558,49,0.007882051631849062,52,0.34845855570575274,0.0047169033782399825,43,13,True,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,AREG,9606.ENSP00000379097,AREG,True,4,3.229,0.009111617312072893,248,0.0002672014168826342,231,0.29512924631078535,0.0012378173182556245,263,3,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ARG1,9606.ENSP00000349446,ARG1,True,7,5.876,0.015945330296127564,194,0.001241868659665283,163,0.29083001992922297,0.0016958738761187807,221,6,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ARG2,9606.ENSP00000261783,ARG2,True,2,1.899,0.004555808656036446,313,0.0,328,0.24755553118701912,0.000866609962362326,332,2,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ARNT,9606.ENSP00000351407,ARNT,True,12,10.138,0.02733485193621868,138,0.008438927903399172,49,0.3247833811075629,0.002521874815250319,141,9,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ARRB1,9606.ENSP00000409581,ARRB1,True,19,17.382,0.04328018223234624,83,0.01973235323154041,19,0.3324178582344791,0.005603656638043549,33,7,True,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ASCL1,9606.ENSP00000266744,ASCL1,True,3,2.392,0.00683371298405467,278,2.9112851126928324e-05,291,0.2666132232972531,0.0008807049453279163,329,3,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ATF3,9606.ENSP00000344352,ATF3,True,15,12.434,0.03416856492027335,107,0.0015533672815489664,147,0.3411041540275409,0.0026930409345307022,127,12,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ATF6,9606.ENSP00000356919,ATF6,True,5,3.9299999999999997,0.011389521640091117,229,1.719430227577445e-05,294,0.29083001992922297,0.001066194606481417,289,5,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ATM,9606.ENSP00000278616,ATM,True,21,17.79,0.04783599088838269,73,0.0016857025596356602,141,0.3298334628351829,0.0035356688252389146,74,13,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ATP5F1A,9606.ENSP00000381736,ATP5F1A,True,4,3.263,0.009111617312072893,249,0.00015552125018852066,249,0.2532825621323904,0.0012184223771720057,268,3,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ATRX,9606.ENSP00000362441,ATRX,True,8,7.14,0.018223234624145785,178,0.00041791214897476573,216,0.30631645600848667,0.001862521073679199,199,7,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,ATXN2,9606.ENSP00000446576,ATXN2,True,4,3.678,0.009111617312072893,250,1.0611364768280133e-05,301,0.23784066801499873,0.0012525440228232667,260,4,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,AURKA,9606.ENSP00000216911,AURKA,True,20,17.722,0.04555808656036447,78,0.003439966175380061,109,0.3276048583565668,0.00344865239997569,79,11,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,AURKB,9606.ENSP00000313950,AURKB,True,14,12.491,0.03189066059225513,117,0.0009961833147911995,170,0.30938799749991175,0.0025304971911194302,139,11,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,AVPR1A,9606.ENSP00000299178,AVPR1A,True,2,1.522,0.004555808656036446,314,0.0,329,0.24701501692678546,0.0009057464883577822,324,2,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,BAX,9606.ENSP00000293288,BAX,True,15,13.517,0.03416856492027335,108,0.0008602635219843652,181,0.32728894238900985,0.002809732942960526,118,11,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,BAZ2B,9606.ENSP00000376534,BAZ2B,True,0,0,0.0,400,0.0,330,0.0,0.0003765532822894448,400,0,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,BCL2,9606.ENSP00000381185,BCL2,True,49,42.017,0.11161731207289294,11,0.011361261403453476,34,0.393733913291651,0.007833269670456857,17,15,True,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,BCL2L1,9606.ENSP00000365230,BCL2L1,True,31,26.25,0.07061503416856492,31,0.0031785870963481574,115,0.36377131110118244,0.005006939983138963,39,15,True,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,BCL2L11,9606.ENSP00000376943,BCL2L11,True,16,13.883,0.03644646924829157,97,9.487167617887714e-05,261,0.32634483967058,0.002718597836425444,124,13,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,BIRC5,9606.ENSP00000301633,BIRC5,True,19,17.287,0.04328018223234624,84,0.0020604538168501954,130,0.31396728330934615,0.003342895019089201,86,11,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,BPIFB4,9606.ENSP00000364632,BPIFB4,True,0,0,0.0,401,0.0,331,0.0,0.0003765532822894448,401,0,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,BRCA1,9606.ENSP00000418960,BRCA1,True,37,32.03,0.08428246013667426,19,0.011628000060616026,33,0.3568860496923272,0.006415711952564712,21,14,True,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CAMP,9606.ENSP00000296435,CAMP,True,8,6.998,0.018223234624145785,179,0.001598591696987048,144,0.305764534466129,0.0018988625248300786,196,6,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CAP1,9606.ENSP00000361883,CAP1,True,2,1.817,0.004555808656036446,315,0.0,332,0.28026311581949065,0.0008522466691903058,334,2,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CAPN13,9606.ENSP00000295055,CAPN13,True,0,0,0.0,402,0.0,333,0.0,0.0003765532822894448,402,0,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CASP1,9606.ENSP00000433138,CASP1,True,20,16.198999999999998,0.04555808656036447,79,0.0013363483611000442,154,0.3438689293388077,0.003338155882410382,87,14,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CASP3,9606.ENSP00000311032,CASP3,True,50,42.597,0.11389521640091116,10,0.0157034843037759,27,0.3964937304408916,0.007948571341023123,15,15,True,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CASP7,9606.ENSP00000358327,CASP7,True,13,11.312999999999999,0.029612756264236904,126,0.00022764048407888804,238,0.3207926590334624,0.002370124502802904,156,11,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CASP9,9606.ENSP00000330237,CASP9,True,29,24.537,0.06605922551252848,36,0.0014532696764454785,152,0.3606786750875698,0.004608738412072122,46,15,True,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CAT,9606.ENSP00000241052,CAT,True,0,0,0.0,403,0.0,334,0.0,0.0003765532822894448,403,0,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CBX1,9606.ENSP00000377060,CBX1,True,1,0.923,0.002277904328018223,351,0.0,335,0.2363500231597515,0.0006163679049699848,367,1,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CCL17,9606.ENSP00000219244,CCL17,True,13,10.997,0.029612756264236904,127,0.00042066043795263493,215,0.29283747476911404,0.0024032574827561643,154,10,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CCL2,9606.ENSP00000225831,CCL2,True,33,28.343,0.07517084282460136,27,0.010205454028516692,38,0.3606786750875698,0.005943073638146114,25,14,True,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CCL3,9606.ENSP00000477908,CCL3,True,15,13.596,0.03416856492027335,109,0.0009174691724111839,175,0.3085442120521847,0.002911459198808231,109,10,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CCL7,9606.ENSP00000367832,CCL7,True,11,8.937,0.025056947608200455,145,5.704324761474743e-05,272,0.29385163052589025,0.001987375852848027,187,10,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CCL8,9606.ENSP00000378118,CCL8,True,6,5.639,0.01366742596810934,210,0.0,336,0.27239055638635895,0.0014006937227251008,244,6,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CCN1,9606.ENSP00000398736,CCN1,True,3,2.234,0.00683371298405467,279,1.733564937608998e-06,310,0.26371300175400403,0.0007806115968199978,345,3,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CCNA2,9606.ENSP00000481380,CCNA2,True,25,22.773,0.05694760820045558,50,0.004116218284169193,93,0.32603134798982053,0.0043232503417033556,51,11,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CCNB2,9606.ENSP00000288207,CCNB2,True,16,15.129,0.03644646924829157,98,0.000204250080307894,240,0.2702218417654484,0.0029449771040141143,107,11,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CCND1,9606.ENSP00000227507,CCND1,True,37,31.983,0.08428246013667426,20,0.005714049035692374,70,0.36533760307578383,0.0058736893279703935,27,15,True,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CCR6,9606.ENSP00000343952,CCR6,True,17,14.322,0.0387243735763098,92,0.0012586595480562522,159,0.2946168691470514,0.0031343197871051137,97,10,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CD177,9606.ENSP00000479536,CD177,True,2,1.741,0.004555808656036446,316,1.6188309944355756e-05,296,0.22947845385896093,0.0009303928247025842,321,2,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CDC20,9606.ENSP00000361540,CDC20,True,16,15.013,0.03644646924829157,99,0.0003456490790537506,221,0.27282848332588683,0.0029684886806633747,105,11,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CDCA3,9606.ENSP00000442068,CDCA3,True,10,9.063,0.022779043280182234,155,3.628211329055695e-05,285,0.258097819967607,0.0019388472359681645,191,9,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CDK1,9606.ENSP00000378699,CDK1,True,33,29.412,0.07517084282460136,28,0.00706010096536646,60,0.34213571900947903,0.005409889220725193,34,14,True,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CDK2,9606.ENSP00000266970,CDK2,True,28,25.11,0.06378132118451026,38,0.0029337161219563667,118,0.3424809619146349,0.004647348297593376,44,14,True,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CDKN1A,9606.ENSP00000384849,CDKN1A,True,37,31.3,0.08428246013667426,21,0.006536221038252276,66,0.3649447669434443,0.005757554904251566,30,15,True,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CDKN1B,9606.ENSP00000228872,CDKN1B,True,22,19.149,0.05011389521640091,66,0.001243035549346228,162,0.3360382507499042,0.0036469731263212212,69,13,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CES1,9606.ENSP00000353720,CES1,True,6,5.1579999999999995,0.01366742596810934,211,0.0,337,0.2375077909428994,0.001134372744372912,278,6,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CFB,9606.ENSP00000416561,CFB,True,2,1.451,0.004555808656036446,317,0.0,338,0.23520348805086846,0.0007135996724935979,353,2,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CFTR,9606.ENSP00000003084,CFTR,True,7,5.8469999999999995,0.015945330296127564,195,0.0026886491570297776,120,0.2890959397422514,0.002009811663527982,181,4,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CGAS,9606.ENSP00000359339,CGAS,True,3,2.2439999999999998,0.00683371298405467,280,6.0550710631811955e-05,268,0.26536249668287976,0.0008118595772932447,342,3,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CHI3L1,9606.ENSP00000255409,CHI3L1,True,1,0.713,0.002277904328018223,352,0.0,339,0.2757096939540237,0.0005029396261544153,391,1,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CHRM1,9606.ENSP00000306490,CHRM1,True,3,2.4779999999999998,0.00683371298405467,281,0.00030325488355158523,226,0.24505316480678932,0.001346914425042924,253,2,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CKB,9606.ENSP00000299198,CKB,True,1,0.736,0.002277904328018223,353,0.0,340,0.23985769134798812,0.0005778533697680075,375,1,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CKS1B,9606.ENSP00000311083,CKS1B,True,10,9.391,0.022779043280182234,156,0.0002005914193341399,242,0.27638325183827617,0.001965128275056297,189,9,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CLCA1,9606.ENSP00000234701,CLCA1,True,2,1.611,0.004555808656036446,318,3.094923285672534e-05,287,0.2339067079651297,0.0007967877398297115,343,2,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CLCNKB,9606.ENSP00000364831,CLCNKB,True,1,0.763,0.002277904328018223,354,0.0,341,0.002277904328018223,0.0025103552152629573,145,1,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CLDN1,9606.ENSP00000295522,CLDN1,True,4,3.526,0.009111617312072893,251,3.467129875217996e-06,306,0.18730608899415188,0.002427175669085769,151,3,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CLDN2,9606.ENSP00000336571,CLDN2,True,3,2.436,0.00683371298405467,282,0.0,342,0.18720277620375245,0.0017534799318913922,216,3,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CLDN3,9606.ENSP00000378577,CLDN3,True,4,3.417,0.009111617312072893,252,3.467129875217996e-06,307,0.18730608899415188,0.0023579917386005373,157,3,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CLDN4,9606.ENSP00000409544,CLDN4,True,3,2.598,0.00683371298405467,283,0.0,343,0.18720277620375245,0.001848383399493401,201,3,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CLU,9606.ENSP00000315130,CLU,True,18,15.446,0.04100227790432802,90,0.007273236178463028,57,0.320489738675546,0.0039486641458503485,59,9,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,COL18A1,9606.ENSP00000352798,COL18A1,True,3,2.362,0.00683371298405467,284,0.00047653129752947494,211,0.26936399464873273,0.000996791191873392,309,3,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,COL1A1,9606.ENSP00000225964,COL1A1,True,14,11.622,0.03189066059225513,118,0.007780371948043545,54,0.28860427998078503,0.0037235601372515906,67,6,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,COL1A2,9606.ENSP00000297268,COL1A2,True,8,6.957,0.018223234624145785,180,0.002000586580052705,132,0.28165861681112303,0.002156063011907423,169,6,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,COL5A1,9606.ENSP00000360882,COL5A1,True,4,3.682,0.009111617312072893,253,0.00013672657465802607,252,0.2462979922042113,0.0014172799349473767,240,3,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,COL5A2,9606.ENSP00000364000,COL5A2,True,4,3.707,0.009111617312072893,254,9.317911539648363e-06,303,0.21812251494691723,0.001494173006371281,230,3,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,COMT,9606.ENSP00000354511,COMT,True,12,10.291,0.02733485193621868,139,0.005363939200114949,71,0.2525287449831869,0.002976463666493521,103,6,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CPN1,9606.ENSP00000359446,CPN1,True,0,0,0.0,404,0.0,344,0.0,0.0003765532822894448,404,0,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CREB1,9606.ENSP00000387699,CREB1,True,27,22.954,0.06150341685649203,42,0.007037795464146328,61,0.3498954982035084,0.004891498756522086,40,13,True,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CRHR2,9606.ENSP00000340943,CRHR2,True,1,0.948,0.002277904328018223,355,0.0,345,0.2422545562151343,0.0007367551896708983,351,1,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CXCL1,9606.ENSP00000379110,CXCL1,True,16,14.431,0.03644646924829157,100,0.0003191807184337762,223,0.31396728330934615,0.0029572748330103115,106,10,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CXCL10,9606.ENSP00000305651,CXCL10,True,22,20.121,0.05011389521640091,67,0.0017287558142894922,140,0.3102364106557616,0.004162223284372204,54,10,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
hypertension-branch,CXCL14,9606.ENSP00000337065,CXCL14,True,6,5.596,0.01366742596810934,212,0.0,346,0.24053765645457348,0.0014064996337045373,243,6,False,44,440,2026-08-30T07:51:00.550986+00:00,STRING + NetworkX
