branch_class,status,source,native_id,term_name,description,intersection_size,term_size,effective_domain_size,query_size_mappable,p_value_corrected,significant_g_scs,precision,recall,source_order,group_id,branch_n_genes,branch_exact_2NAP_human_n,branch_exact_2NAP_experimental_n,branch_parent_naphthalene_n,branch_multi_source_ge2_n,branch_CTD_n,branch_toxicogenomic_n,branch_bioassay_target_n,background_n_genes,background_definition,multiple_testing,accessed_at_utc,source_database,error
hypertension-specific,OK,GO:BP,GO:0006457,protein folding,"""The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure."" [GOC:go_curators, GOC:rb]",7,17,682,248,1.0,False,0.028225806451612902,0.4117647058823529,2095,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006468,protein phosphorylation,"""The process of introducing a phosphate group on to a protein."" [GOC:hb]",26,65,682,248,1.0,False,0.10483870967741936,0.4,2098,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006469,negative regulation of protein kinase activity,"""Any process that stops, prevents, or reduces the frequency, rate or extent of protein kinase activity."" [GOC:go_curators]",6,12,682,248,1.0,False,0.024193548387096774,0.5,2099,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006470,protein dephosphorylation,"""The process of removing one or more phosphoric residues from a protein."" [GOC:hb]",5,6,682,248,1.0,False,0.020161290322580645,0.8333333333333334,2100,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006473,protein acetylation,"""The addition of an acetyl group to a protein amino acid. An acetyl group is CH3CO-, derived from acetic [ethanoic] acid."" [GOC:ai]",1,3,682,248,1.0,False,0.004032258064516129,0.3333333333333333,2101,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006479,protein methylation,"""The addition of a methyl group to a protein amino acid. A methyl group is derived from methane by the removal of a hydrogen atom."" [GOC:ai]",1,1,682,248,1.0,False,0.004032258064516129,1.0,2107,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006508,proteolysis,"""The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds."" [GOC:bf, GOC:mah]",17,62,682,248,1.0,False,0.06854838709677419,0.27419354838709675,2123,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006509,membrane protein ectodomain proteolysis,"""The proteolytic cleavage of transmembrane proteins and release of their ectodomain (extracellular domain)."" [GOC:jl, PMID:24227200]",2,9,682,248,1.0,False,0.008064516129032258,0.2222222222222222,2124,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006511,ubiquitin-dependent protein catabolic process,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein."" [GOC:go_curators]",13,30,682,248,1.0,False,0.05241935483870968,0.43333333333333335,2125,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006513,protein monoubiquitination,"""Addition of a single ubiquitin group to a protein."" [GOC:ai]",1,3,682,248,1.0,False,0.004032258064516129,0.3333333333333333,2126,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006518,peptide metabolic process,"""The chemical reactions and pathways involving peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another."" [GOC:go_curators]",5,9,682,248,1.0,False,0.020161290322580645,0.5555555555555556,2130,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006520,amino acid metabolic process,"""The chemical reactions and pathways involving amino acids, carboxylic acids containing one or more amino groups."" [ISBN:0198506732]",7,19,682,248,1.0,False,0.028225806451612902,0.3684210526315789,2131,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006525,arginine metabolic process,"""The chemical reactions and pathways involving arginine, 2-amino-5-(carbamimidamido)pentanoic acid."" [GOC:go_curators]",1,3,682,248,1.0,False,0.004032258064516129,0.3333333333333333,2135,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006527,L-arginine catabolic process,"""The chemical reactions and pathways resulting in the breakdown of L-arginine, 2-amino-5-(carbamimidamido)pentanoic acid."" [GOC:go_curators]",1,2,682,248,1.0,False,0.004032258064516129,0.5,2137,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006534,cysteine metabolic process,"""The chemical reactions and pathways involving cysteine, 2-amino-3-mercaptopropanoic acid."" [GOC:go_curators]",1,4,682,248,1.0,False,0.004032258064516129,0.25,2143,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006536,glutamate metabolic process,"""The chemical reactions and pathways involving glutamate, the anion of 2-aminopentanedioic acid."" [GOC:go_curators]",1,5,682,248,1.0,False,0.004032258064516129,0.2,2145,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006555,methionine metabolic process,"""The chemical reactions and pathways involving methionine (2-amino-4-(methylthio)butanoic acid), a sulfur-containing, essential amino acid found in peptide linkage in proteins."" [GOC:jl, ISBN:0198506732]",1,2,682,248,1.0,False,0.004032258064516129,0.5,2160,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006558,L-phenylalanine metabolic process,"""The chemical reactions and pathways involving L-phenylalanine, the L-enantiomer of 2-amino-3-phenylpropanoic acid, i.e. (2S)-2-amino-3-phenylpropanoic acid."" [GOC:jsg, GOC:mah]",2,2,682,248,1.0,False,0.008064516129032258,1.0,2162,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006559,L-phenylalanine catabolic process,"""The chemical reactions and pathways resulting in the breakdown of L-phenylalanine, 2-amino-3-phenylpropanoic acid."" [GOC:go_curators]",2,2,682,248,1.0,False,0.008064516129032258,1.0,2163,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006568,L-tryptophan metabolic process,"""The chemical reactions and pathways involving tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid."" [ISBN:0198547684]",1,1,682,248,1.0,False,0.004032258064516129,1.0,2171,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006569,L-tryptophan catabolic process,"""The chemical reactions and pathways resulting in the breakdown of L-tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid."" [ISBN:0198547684]",1,1,682,248,1.0,False,0.004032258064516129,1.0,2172,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006570,tyrosine metabolic process,"""The chemical reactions and pathways involving tyrosine, an aromatic amino acid, 2-amino-3-(4-hydroxyphenyl)propanoic acid."" [GOC:go_curators]",2,2,682,248,1.0,False,0.008064516129032258,1.0,2173,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006571,L-tyrosine biosynthetic process,"""The chemical reactions and pathways resulting in the formation of tyrosine, an aromatic amino acid, 2-amino-3-(4-hydroxyphenyl)propanoic acid."" [GOC:sm]",1,1,682,248,1.0,False,0.004032258064516129,1.0,2174,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006572,L-tyrosine catabolic process,"""The chemical reactions and pathways resulting in the breakdown of L-tyrosine, an aromatic amino acid, 2-amino-3-(4-hydroxyphenyl)propanoic acid."" [GOC:go_curators]",1,1,682,248,1.0,False,0.004032258064516129,1.0,2175,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006575,modified amino acid metabolic process,"""The chemical reactions and pathways involving compounds derived from amino acids, organic acids containing one or more amino substituents."" [GOC:ai]",12,27,682,248,1.0,False,0.04838709677419355,0.4444444444444444,2178,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006576,biogenic amine metabolic process,"""The chemical reactions and pathways occurring at the level of individual cells involving any of a group of naturally occurring, biologically active amines, such as norepinephrine, histamine, and serotonin, many of which act as neurotransmitters."" [GOC:jl, ISBN:0395825172]",7,10,682,248,1.0,False,0.028225806451612902,0.7,2179,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006577,amino-acid betaine metabolic process,"""The chemical reactions and pathways involving any betaine, the N-trimethyl derivative of an amino acid."" [GOC:mah, ISBN:0198506732]",1,1,682,248,1.0,False,0.004032258064516129,1.0,2180,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006582,melanin metabolic process,"""The chemical reactions and pathways involving melanins, pigments largely of animal origin. High molecular weight polymers of indole quinone, they are irregular polymeric structures and are divided into three groups: allomelanins in the plant kingdom and eumelanins and phaeomelanins in the animal kingdom."" [GOC:go_curators]",1,3,682,248,1.0,False,0.004032258064516129,0.3333333333333333,2185,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006584,catecholamine metabolic process,"""The chemical reactions and pathways involving any of a group of physiologically important biogenic amines that possess a catechol (3,4-dihydroxyphenyl) nucleus and are derivatives of 3,4-dihydroxyphenylethylamine."" [GOC:jl, ISBN:0198506732]",7,10,682,248,1.0,False,0.028225806451612902,0.7,2187,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006605,protein targeting,"""The process of targeting specific proteins to particular regions of the cell, typically membrane-bounded subcellular organelles. Usually requires an organelle specific protein sequence motif."" [GOC:ma]",1,8,682,248,1.0,False,0.004032258064516129,0.125,2203,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006606,protein import into nucleus,"""The directed movement of a protein from the cytoplasm to the nucleus."" [GOC:jl]",7,16,682,248,1.0,False,0.028225806451612902,0.4375,2204,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006611,protein export from nucleus,"""The directed movement of a protein from the nucleus into the cytoplasm."" [GOC:jl]",3,7,682,248,1.0,False,0.012096774193548387,0.42857142857142855,2207,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006612,protein targeting to membrane,"""The process of directing proteins towards a membrane, usually using signals contained within the protein."" [GOC:curators]",1,7,682,248,1.0,False,0.004032258064516129,0.14285714285714285,2208,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006629,lipid metabolic process,"""The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."" [GOC:ma]",50,128,682,248,1.0,False,0.20161290322580644,0.390625,2220,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006631,fatty acid metabolic process,"""The chemical reactions and pathways involving fatty acids, aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis."" [ISBN:0198547684]",27,56,682,248,1.0,False,0.10887096774193548,0.48214285714285715,2221,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006633,fatty acid biosynthetic process,"""The chemical reactions and pathways resulting in the formation of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes."" [GOC:mah, ISBN:0198506732]",14,28,682,248,1.0,False,0.056451612903225805,0.5,2222,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,GO:BP,GO:0006635,fatty acid beta-oxidation,"""A fatty acid oxidation process that results in the complete oxidation of a long-chain fatty acid. Fatty acid beta-oxidation begins with the addition of coenzyme A to a fatty acid, and occurs by successive cycles of reactions during each of which the fatty acid is shortened by a two-carbon fragment removed as acetyl coenzyme A; the cycle continues until only two or three carbons remain (as acetyl-CoA or propionyl-CoA respectively)."" [GOC:mah, ISBN:0198506732]",2,5,682,248,1.0,False,0.008064516129032258,0.4,2224,1,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
