branch_class,gene_a,gene_b,string_id_a,string_id_b,preferred_name_a,preferred_name_b,score,required_score,network_type,species,accessed_at_utc,source_database
hypertension-branch,ATM,CDK1,9606.ENSP00000278616,9606.ENSP00000378699,ATM,CDK1,0.733,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ATM,CREB1,9606.ENSP00000278616,9606.ENSP00000387699,ATM,CREB1,0.735,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ATM,AKT1,9606.ENSP00000278616,9606.ENSP00000451828,ATM,AKT1,0.742,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ATM,FEN1,9606.ENSP00000278616,9606.ENSP00000305480,ATM,FEN1,0.753,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ATM,PLK1,9606.ENSP00000278616,9606.ENSP00000300093,ATM,PLK1,0.768,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ATM,CDKN1A,9606.ENSP00000278616,9606.ENSP00000384849,ATM,CDKN1A,0.807,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ATM,CCNA2,9606.ENSP00000278616,9606.ENSP00000481380,ATM,CCNA2,0.815,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ATM,MYC,9606.ENSP00000278616,9606.ENSP00000478887,ATM,MYC,0.871,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ATM,ATRX,9606.ENSP00000278616,9606.ENSP00000362441,ATM,ATRX,0.897,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ATM,RAD52,9606.ENSP00000278616,9606.ENSP00000351284,ATM,RAD52,0.94,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ATM,MDM4,9606.ENSP00000278616,9606.ENSP00000356150,ATM,MDM4,0.954,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ATM,WRN,9606.ENSP00000278616,9606.ENSP00000298139,ATM,WRN,0.955,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ATM,ABL1,9606.ENSP00000278616,9606.ENSP00000361423,ATM,ABL1,0.988,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ATM,BRCA1,9606.ENSP00000278616,9606.ENSP00000418960,ATM,BRCA1,0.999,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,SLC7A11,GPX4,9606.ENSP00000280612,9606.ENSP00000346103,SLC7A11,GPX4,0.824,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,SLC7A11,NFE2L2,9606.ENSP00000280612,9606.ENSP00000380252,SLC7A11,NFE2L2,0.826,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NRGN,SNCA,9606.ENSP00000284292,9606.ENSP00000500990,NRGN,SNCA,0.783,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,UCHL1,GBA1,9606.ENSP00000284440,9606.ENSP00000314508,UCHL1,GBA,0.71,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,UCHL1,MAPT,9606.ENSP00000284440,9606.ENSP00000340820,UCHL1,MAPT,0.721,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,UCHL1,APP,9606.ENSP00000284440,9606.ENSP00000284981,UCHL1,APP,0.746,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,UCHL1,SNCA,9606.ENSP00000284440,9606.ENSP00000500990,UCHL1,SNCA,0.957,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,UCHL1,PRKN,9606.ENSP00000284440,9606.ENSP00000355865,UCHL1,PRKN,0.96,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,CYCS,9606.ENSP00000284981,9606.ENSP00000307786,APP,CYCS,0.709,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,CREB1,9606.ENSP00000284981,9606.ENSP00000387699,APP,CREB1,0.713,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,ADAM17,9606.ENSP00000284981,9606.ENSP00000309968,APP,ADAM17,0.733,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,PDIA3,9606.ENSP00000284981,9606.ENSP00000300289,APP,PDIA3,0.737,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,SERPINA1,9606.ENSP00000284981,9606.ENSP00000416066,APP,SERPINA1,0.764,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,APOC2,9606.ENSP00000284981,9606.ENSP00000466775,APP,APOC2,0.772,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,JUN,9606.ENSP00000284981,9606.ENSP00000360266,APP,JUN,0.79,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,TNF,9606.ENSP00000284981,9606.ENSP00000398698,APP,TNF,0.799,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,ACTB,9606.ENSP00000284981,9606.ENSP00000494750,APP,ACTB,0.801,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,HTT,9606.ENSP00000284981,9606.ENSP00000347184,APP,HTT,0.826,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,NGF,9606.ENSP00000284981,9606.ENSP00000358525,APP,NGF,0.85,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,PRKN,9606.ENSP00000284981,9606.ENSP00000355865,APP,PRKN,0.856,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,AGER,9606.ENSP00000284981,9606.ENSP00000364210,APP,AGER,0.881,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,MMEL1,9606.ENSP00000284981,9606.ENSP00000367668,APP,MMEL1,0.891,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,ALB,9606.ENSP00000284981,9606.ENSP00000295897,APP,ALB,0.901,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,A2M,9606.ENSP00000284981,9606.ENSP00000323929,APP,A2M,0.905,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,CASP3,9606.ENSP00000284981,9606.ENSP00000311032,APP,CASP3,0.908,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,HSPD1,9606.ENSP00000284981,9606.ENSP00000340019,APP,HSPD1,0.916,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,ACHE,9606.ENSP00000284981,9606.ENSP00000303211,APP,ACHE,0.937,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,SNCA,9606.ENSP00000284981,9606.ENSP00000500990,APP,SNCA,0.993,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,MAPT,9606.ENSP00000284981,9606.ENSP00000340820,APP,MAPT,0.995,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,CLU,9606.ENSP00000284981,9606.ENSP00000315130,APP,CLU,0.998,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,PRNP,9606.ENSP00000284981,9606.ENSP00000399376,APP,PRNP,0.998,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,APP,NAE1,9606.ENSP00000284981,9606.ENSP00000351990,APP,NAE1,0.998,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,RHOC,ACTB,9606.ENSP00000285735,9606.ENSP00000494750,RHOC,ACTB,0.786,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,PPARD,9606.ENSP00000287820,9606.ENSP00000310928,PPARG,PPARD,0.715,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,EDN1,9606.ENSP00000287820,9606.ENSP00000368683,PPARG,EDN1,0.724,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,MMP9,9606.ENSP00000287820,9606.ENSP00000361405,PPARG,MMP9,0.765,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,NR2F2,9606.ENSP00000287820,9606.ENSP00000377721,PPARG,NR2F2,0.779,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,AKT1,9606.ENSP00000287820,9606.ENSP00000451828,PPARG,AKT1,0.79,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,ESR1,9606.ENSP00000287820,9606.ENSP00000405330,PPARG,ESR1,0.794,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,NR0B1,9606.ENSP00000287820,9606.ENSP00000368253,PPARG,NR0B1,0.801,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,HTT,9606.ENSP00000287820,9606.ENSP00000347184,PPARG,HTT,0.802,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,TNF,9606.ENSP00000287820,9606.ENSP00000398698,PPARG,TNF,0.807,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,IGF1,9606.ENSP00000287820,9606.ENSP00000376637,PPARG,IGF1,0.828,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,NFE2L2,9606.ENSP00000287820,9606.ENSP00000380252,PPARG,NFE2L2,0.831,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,JUN,9606.ENSP00000287820,9606.ENSP00000360266,PPARG,JUN,0.849,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,IGFBP3,9606.ENSP00000287820,9606.ENSP00000370473,PPARG,IGFBP3,0.85,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,HIF1A,9606.ENSP00000287820,9606.ENSP00000437955,PPARG,HIF1A,0.854,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,FASN,9606.ENSP00000287820,9606.ENSP00000304592,PPARG,FASN,0.86,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,ANGPTL4,9606.ENSP00000287820,9606.ENSP00000301455,PPARG,ANGPTL4,0.875,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,ESRRA,9606.ENSP00000287820,9606.ENSP00000384851,PPARG,ESRRA,0.898,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,NCOA3,9606.ENSP00000287820,9606.ENSP00000361066,PPARG,NCOA3,0.909,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,SMAD3,9606.ENSP00000287820,9606.ENSP00000332973,PPARG,SMAD3,0.95,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,HDAC3,9606.ENSP00000287820,9606.ENSP00000302967,PPARG,HDAC3,0.965,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,ACTB,9606.ENSP00000287820,9606.ENSP00000494750,PPARG,ACTB,0.971,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,RXRA,9606.ENSP00000287820,9606.ENSP00000419692,PPARG,RXRA,0.999,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PPARG,NCOA1,9606.ENSP00000287820,9606.ENSP00000385216,PPARG,NCOA1,0.999,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NRG1,NGF,9606.ENSP00000287842,9606.ENSP00000358525,NRG1,NGF,0.719,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NRG1,AREG,9606.ENSP00000287842,9606.ENSP00000379097,NRG1,AREG,0.788,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,HTR5A,GNAS,9606.ENSP00000287907,9606.ENSP00000360141,HTR5A,GNAS,0.722,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,HTR5A,GNAI1,9606.ENSP00000287907,9606.ENSP00000497260,HTR5A,GNAI1,0.976,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCNB2,TK1,9606.ENSP00000288207,9606.ENSP00000468425,CCNB2,TK1,0.88,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCNB2,PCLAF,9606.ENSP00000288207,9606.ENSP00000300035,CCNB2,PCLAF,0.882,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCNB2,CDCA3,9606.ENSP00000288207,9606.ENSP00000442068,CCNB2,CDCA3,0.913,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCNB2,SFN,9606.ENSP00000288207,9606.ENSP00000340989,CCNB2,SFN,0.919,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCNB2,CDKN1A,9606.ENSP00000288207,9606.ENSP00000384849,CCNB2,CDKN1A,0.927,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCNB2,CKS1B,9606.ENSP00000288207,9606.ENSP00000311083,CCNB2,CKS1B,0.952,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCNB2,CCNA2,9606.ENSP00000288207,9606.ENSP00000481380,CCNB2,CCNA2,0.965,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCNB2,AURKB,9606.ENSP00000288207,9606.ENSP00000313950,CCNB2,AURKB,0.99,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCNB2,BIRC5,9606.ENSP00000288207,9606.ENSP00000301633,CCNB2,BIRC5,0.993,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCNB2,PLK1,9606.ENSP00000288207,9606.ENSP00000300093,CCNB2,PLK1,0.995,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCNB2,CDK1,9606.ENSP00000288207,9606.ENSP00000378699,CCNB2,CDK1,0.999,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCNB2,CDC20,9606.ENSP00000288207,9606.ENSP00000361540,CCNB2,CDC20,0.999,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PTGER1,ADRB2,9606.ENSP00000292513,9606.ENSP00000305372,PTGER1,ADRB2,0.704,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PTGER1,GNAI1,9606.ENSP00000292513,9606.ENSP00000497260,PTGER1,GNAI1,0.909,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PTGER1,GNAS,9606.ENSP00000292513,9606.ENSP00000360141,PTGER1,GNAS,0.919,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,BAX,AKT1,9606.ENSP00000293288,9606.ENSP00000451828,BAX,AKT1,0.761,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,BAX,SFN,9606.ENSP00000293288,9606.ENSP00000340989,BAX,SFN,0.821,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,BAX,CASP9,9606.ENSP00000293288,9606.ENSP00000330237,BAX,CASP9,0.856,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,BAX,CASP3,9606.ENSP00000293288,9606.ENSP00000311032,BAX,CASP3,0.884,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,BAX,CLU,9606.ENSP00000293288,9606.ENSP00000315130,BAX,CLU,0.886,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,BAX,APAF1,9606.ENSP00000293288,9606.ENSP00000448165,BAX,APAF1,0.922,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,BAX,PRKN,9606.ENSP00000293288,9606.ENSP00000355865,BAX,PRKN,0.94,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,BAX,CYCS,9606.ENSP00000293288,9606.ENSP00000307786,BAX,CYCS,0.993,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,BAX,BCL2L11,9606.ENSP00000293288,9606.ENSP00000376943,BAX,BCL2L11,0.998,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,BAX,BCL2,9606.ENSP00000293288,9606.ENSP00000381185,BAX,BCL2,0.999,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,BAX,BCL2L1,9606.ENSP00000293288,9606.ENSP00000365230,BAX,BCL2L1,0.999,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,BAX,MCL1,9606.ENSP00000293288,9606.ENSP00000358022,BAX,MCL1,0.999,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALOX15,PLA2G5,9606.ENSP00000293761,9606.ENSP00000364249,ALOX15,PLA2G5,0.709,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALOX15,CYP2B6,9606.ENSP00000293761,9606.ENSP00000324648,ALOX15,CYP2B6,0.911,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALOX15,CYP3A4,9606.ENSP00000293761,9606.ENSP00000498939,ALOX15,CYP3A4,0.912,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALOX15,CYP2C8,9606.ENSP00000293761,9606.ENSP00000360317,ALOX15,CYP2C8,0.913,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALOX15,CYP1A2,9606.ENSP00000293761,9606.ENSP00000342007,ALOX15,CYP1A2,0.915,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALOX15,CYP2E1,9606.ENSP00000293761,9606.ENSP00000440689,ALOX15,CYP2E1,0.916,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALOX15,CYP2C19,9606.ENSP00000293761,9606.ENSP00000360372,ALOX15,CYP2C19,0.92,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALOX15,GPX3,9606.ENSP00000293761,9606.ENSP00000373477,ALOX15,GPX3,0.933,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CLDN1,CLDN2,9606.ENSP00000295522,9606.ENSP00000336571,CLDN1,CLDN2,0.843,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CLDN1,CLDN3,9606.ENSP00000295522,9606.ENSP00000378577,CLDN1,CLDN3,0.85,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CLDN1,MARVELD2,9606.ENSP00000295522,9606.ENSP00000323264,CLDN1,MARVELD2,0.889,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CLDN1,CLDN4,9606.ENSP00000295522,9606.ENSP00000409544,CLDN1,CLDN4,0.944,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,GPX3,9606.ENSP00000295897,9606.ENSP00000373477,ALB,GPX3,0.716,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,FOXA2,9606.ENSP00000295897,9606.ENSP00000400341,ALB,FOXA2,0.737,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,CYP3A4,9606.ENSP00000295897,9606.ENSP00000498939,ALB,CYP3A4,0.744,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,MMP9,9606.ENSP00000295897,9606.ENSP00000361405,ALB,MMP9,0.745,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,BCL2,9606.ENSP00000295897,9606.ENSP00000381185,ALB,BCL2,0.748,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,TNNI3,9606.ENSP00000295897,9606.ENSP00000341838,ALB,TNNI3,0.748,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,PPARA,9606.ENSP00000295897,9606.ENSP00000385523,ALB,PPARA,0.751,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,MYC,9606.ENSP00000295897,9606.ENSP00000478887,ALB,MYC,0.759,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,NGF,9606.ENSP00000295897,9606.ENSP00000358525,ALB,NGF,0.763,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,GLP1R,9606.ENSP00000295897,9606.ENSP00000362353,ALB,GLP1R,0.765,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,PF4,9606.ENSP00000295897,9606.ENSP00000296029,ALB,PF4,0.766,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,CXCL8,9606.ENSP00000295897,9606.ENSP00000306512,ALB,CXCL8,0.782,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,ELN,9606.ENSP00000295897,9606.ENSP00000351807,ALB,ELN,0.783,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,ANXA5,9606.ENSP00000295897,9606.ENSP00000296511,ALB,ANXA5,0.786,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,AKT1,9606.ENSP00000295897,9606.ENSP00000451828,ALB,AKT1,0.795,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,ESR1,9606.ENSP00000295897,9606.ENSP00000405330,ALB,ESR1,0.796,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,AGER,9606.ENSP00000295897,9606.ENSP00000364210,ALB,AGER,0.797,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,F3,9606.ENSP00000295897,9606.ENSP00000334145,ALB,F3,0.799,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,CASP3,9606.ENSP00000295897,9606.ENSP00000311032,ALB,CASP3,0.815,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,IGF1,9606.ENSP00000295897,9606.ENSP00000376637,ALB,IGF1,0.83,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,CLU,9606.ENSP00000295897,9606.ENSP00000315130,ALB,CLU,0.831,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,TNF,9606.ENSP00000295897,9606.ENSP00000398698,ALB,TNF,0.87,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,ACTB,9606.ENSP00000295897,9606.ENSP00000494750,ALB,ACTB,0.886,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,A2M,9606.ENSP00000295897,9606.ENSP00000323929,ALB,A2M,0.98,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,CYCS,9606.ENSP00000295897,9606.ENSP00000307786,ALB,CYCS,0.986,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ALB,SERPINA1,9606.ENSP00000295897,9606.ENSP00000416066,ALB,SERPINA1,0.998,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PF4,TNF,9606.ENSP00000296029,9606.ENSP00000398698,PF4,TNF,0.714,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PF4,F3,9606.ENSP00000296029,9606.ENSP00000334145,PF4,F3,0.72,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PF4,CCR6,9606.ENSP00000296029,9606.ENSP00000343952,PF4,CCR6,0.725,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PF4,CCL3,9606.ENSP00000296029,9606.ENSP00000477908,PF4,CCL3,0.734,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PF4,CXCR6,9606.ENSP00000296029,9606.ENSP00000395704,PF4,CXCR6,0.755,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PF4,HMGB1,9606.ENSP00000296029,9606.ENSP00000345347,PF4,HMGB1,0.779,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PF4,CXCL14,9606.ENSP00000296029,9606.ENSP00000337065,PF4,CXCL14,0.996,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PF4,CXCL2,9606.ENSP00000296029,9606.ENSP00000427279,PF4,CXCL2,0.996,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PF4,CXCL8,9606.ENSP00000296029,9606.ENSP00000306512,PF4,CXCL8,0.999,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,PF4,CXCL10,9606.ENSP00000296029,9606.ENSP00000305651,PF4,CXCL10,0.999,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,KLF15,CLCNKB,9606.ENSP00000296233,9606.ENSP00000364831,KLF15,CLCNKB,0.763,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CAMP,CXCL8,9606.ENSP00000296435,9606.ENSP00000306512,CAMP,CXCL8,0.788,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CAMP,MMP9,9606.ENSP00000296435,9606.ENSP00000361405,CAMP,MMP9,0.789,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CAMP,HMGB1,9606.ENSP00000296435,9606.ENSP00000345347,CAMP,HMGB1,0.882,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CAMP,JUN,9606.ENSP00000296435,9606.ENSP00000360266,CAMP,JUN,0.923,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CAMP,TLR9,9606.ENSP00000296435,9606.ENSP00000353874,CAMP,TLR9,0.967,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ANXA5,PDIA3,9606.ENSP00000296511,9606.ENSP00000300289,ANXA5,PDIA3,0.701,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ANXA5,BCL2L11,9606.ENSP00000296511,9606.ENSP00000376943,ANXA5,BCL2L11,0.712,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,ANXA5,CASP7,9606.ENSP00000296511,9606.ENSP00000358327,ANXA5,CASP7,0.738,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
