branch_class,gene_a,gene_b,string_id_a,string_id_b,preferred_name_a,preferred_name_b,score,required_score,network_type,species,accessed_at_utc,source_database
hypertension-branch,SERPINE1,EDN1,9606.ENSP00000223095,9606.ENSP00000368683,SERPINE1,EDN1,0.755,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,SERPINE1,TNF,9606.ENSP00000223095,9606.ENSP00000398698,SERPINE1,TNF,0.764,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,SERPINE1,ORM1,9606.ENSP00000223095,9606.ENSP00000259396,SERPINE1,ORM1,0.795,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,SERPINE1,MMP9,9606.ENSP00000223095,9606.ENSP00000361405,SERPINE1,MMP9,0.801,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,SERPINE1,A2M,9606.ENSP00000223095,9606.ENSP00000323929,SERPINE1,A2M,0.804,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,SERPINE1,SMAD2,9606.ENSP00000223095,9606.ENSP00000262160,SERPINE1,SMAD2,0.846,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,SERPINE1,SMAD3,9606.ENSP00000223095,9606.ENSP00000332973,SERPINE1,SMAD3,0.848,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,SERPINE1,F3,9606.ENSP00000223095,9606.ENSP00000334145,SERPINE1,F3,0.902,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,SERPINE1,CCL2,9606.ENSP00000223095,9606.ENSP00000225831,SERPINE1,CCL2,0.918,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,SERPINE1,PLAUR,9606.ENSP00000223095,9606.ENSP00000339328,SERPINE1,PLAUR,0.994,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,ATF3,9606.ENSP00000225831,9606.ENSP00000344352,CCL2,ATF3,0.704,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,CASP1,9606.ENSP00000225831,9606.ENSP00000433138,CCL2,CASP1,0.707,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,LOX,9606.ENSP00000225831,9606.ENSP00000231004,CCL2,LOX,0.71,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,AKT1,9606.ENSP00000225831,9606.ENSP00000451828,CCL2,AKT1,0.72,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,EGFR,9606.ENSP00000225831,9606.ENSP00000275493,CCL2,EGFR,0.725,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,ARG1,9606.ENSP00000225831,9606.ENSP00000349446,CCL2,ARG1,0.726,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,PPARG,9606.ENSP00000225831,9606.ENSP00000287820,CCL2,PPARG,0.731,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,TNFAIP6,9606.ENSP00000225831,9606.ENSP00000243347,CCL2,TNFAIP6,0.732,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,ALB,9606.ENSP00000225831,9606.ENSP00000295897,CCL2,ALB,0.739,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,FOS,9606.ENSP00000225831,9606.ENSP00000306245,CCL2,FOS,0.756,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,IGF1,9606.ENSP00000225831,9606.ENSP00000376637,CCL2,IGF1,0.76,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,EDN1,9606.ENSP00000225831,9606.ENSP00000368683,CCL2,EDN1,0.791,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,GNAI1,9606.ENSP00000225831,9606.ENSP00000497260,CCL2,GNAI1,0.805,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,MMP9,9606.ENSP00000225831,9606.ENSP00000361405,CCL2,MMP9,0.809,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,CCL7,9606.ENSP00000225831,9606.ENSP00000367832,CCL2,CCL7,0.883,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,CXCR6,9606.ENSP00000225831,9606.ENSP00000395704,CCL2,CXCR6,0.885,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,IL4,9606.ENSP00000225831,9606.ENSP00000231449,CCL2,IL4,0.921,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,CXCL2,9606.ENSP00000225831,9606.ENSP00000427279,CCL2,CXCL2,0.929,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,IFNG,9606.ENSP00000225831,9606.ENSP00000229135,CCL2,IFNG,0.938,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,CXCL10,9606.ENSP00000225831,9606.ENSP00000305651,CCL2,CXCL10,0.965,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,IL1B,9606.ENSP00000225831,9606.ENSP00000263341,CCL2,IL1B,0.97,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,TNF,9606.ENSP00000225831,9606.ENSP00000398698,CCL2,TNF,0.978,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,CXCL1,9606.ENSP00000225831,9606.ENSP00000379110,CCL2,CXCL1,0.98,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,JUN,9606.ENSP00000225831,9606.ENSP00000360266,CCL2,JUN,0.98,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,NFKB1,9606.ENSP00000225831,9606.ENSP00000226574,CCL2,NFKB1,0.982,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,ACKR5,9606.ENSP00000225831,9606.ENSP00000349967,CCL2,CCRL2,0.99,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,CCR6,9606.ENSP00000225831,9606.ENSP00000343952,CCL2,CCR6,0.996,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,PF4,9606.ENSP00000225831,9606.ENSP00000296029,CCL2,PF4,0.998,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,CCL8,9606.ENSP00000225831,9606.ENSP00000378118,CCL2,CCL8,0.999,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCL2,CXCL8,9606.ENSP00000225831,9606.ENSP00000306512,CCL2,CXCL8,0.999,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,COL1A1,IGF1,9606.ENSP00000225964,9606.ENSP00000376637,COL1A1,IGF1,0.714,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,COL1A1,ITGA2B,9606.ENSP00000225964,9606.ENSP00000262407,COL1A1,ITGA2B,0.718,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,COL1A1,COL18A1,9606.ENSP00000225964,9606.ENSP00000352798,COL1A1,COL18A1,0.724,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,COL1A1,IGFBP3,9606.ENSP00000225964,9606.ENSP00000370473,COL1A1,IGFBP3,0.75,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,COL1A1,P4HB,9606.ENSP00000225964,9606.ENSP00000327801,COL1A1,P4HB,0.763,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,COL1A1,SMAD3,9606.ENSP00000225964,9606.ENSP00000332973,COL1A1,SMAD3,0.773,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,COL1A1,LOX,9606.ENSP00000225964,9606.ENSP00000231004,COL1A1,LOX,0.808,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,COL1A1,ALPL,9606.ENSP00000225964,9606.ENSP00000363973,COL1A1,ALPL,0.826,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,COL1A1,MMP9,9606.ENSP00000225964,9606.ENSP00000361405,COL1A1,MMP9,0.84,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,COL1A1,ELN,9606.ENSP00000225964,9606.ENSP00000351807,COL1A1,ELN,0.876,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,COL1A1,COL5A1,9606.ENSP00000225964,9606.ENSP00000360882,COL1A1,COL5A1,0.994,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,COL1A1,COL5A2,9606.ENSP00000225964,9606.ENSP00000364000,COL1A1,COL5A2,0.995,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,COL1A1,COL1A2,9606.ENSP00000225964,9606.ENSP00000297268,COL1A1,COL1A2,0.999,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,GNRHR,GNAS,9606.ENSP00000226413,9606.ENSP00000360141,GNRHR,GNAS,0.931,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,GNRHR,KISS1R,9606.ENSP00000226413,9606.ENSP00000234371,GNRHR,KISS1R,0.975,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,HSPA5,9606.ENSP00000226574,9606.ENSP00000324173,NFKB1,HSPA5,0.704,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,NGF,9606.ENSP00000226574,9606.ENSP00000358525,NFKB1,NGF,0.711,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,MDM2,9606.ENSP00000226574,9606.ENSP00000258149,NFKB1,MDM2,0.719,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,PPARD,9606.ENSP00000226574,9606.ENSP00000310928,NFKB1,PPARD,0.719,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,BRCA1,9606.ENSP00000226574,9606.ENSP00000418960,NFKB1,BRCA1,0.726,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,KEAP1,9606.ENSP00000226574,9606.ENSP00000377245,NFKB1,KEAP1,0.733,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,ATM,9606.ENSP00000226574,9606.ENSP00000278616,NFKB1,ATM,0.746,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,CCL3,9606.ENSP00000226574,9606.ENSP00000477908,NFKB1,CCL3,0.749,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,CDKN1A,9606.ENSP00000226574,9606.ENSP00000384849,NFKB1,CDKN1A,0.751,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,CLU,9606.ENSP00000226574,9606.ENSP00000315130,NFKB1,CLU,0.761,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,SMAD3,9606.ENSP00000226574,9606.ENSP00000332973,NFKB1,SMAD3,0.765,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,ACTB,9606.ENSP00000226574,9606.ENSP00000494750,NFKB1,ACTB,0.766,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,HDAC3,9606.ENSP00000226574,9606.ENSP00000302967,NFKB1,HDAC3,0.767,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,CREB1,9606.ENSP00000226574,9606.ENSP00000387699,NFKB1,CREB1,0.773,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,AGER,9606.ENSP00000226574,9606.ENSP00000364210,NFKB1,AGER,0.776,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,NOD2,9606.ENSP00000226574,9606.ENSP00000300589,NFKB1,NOD2,0.776,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,NCOA1,9606.ENSP00000226574,9606.ENSP00000385216,NFKB1,NCOA1,0.781,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,IL4,9606.ENSP00000226574,9606.ENSP00000231449,NFKB1,IL4,0.8,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,MMP9,9606.ENSP00000226574,9606.ENSP00000361405,NFKB1,MMP9,0.802,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,MEN1,9606.ENSP00000226574,9606.ENSP00000337088,NFKB1,MEN1,0.803,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,FOS,9606.ENSP00000226574,9606.ENSP00000306245,NFKB1,FOS,0.808,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,HIF1A,9606.ENSP00000226574,9606.ENSP00000437955,NFKB1,HIF1A,0.816,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,BCL2,9606.ENSP00000226574,9606.ENSP00000381185,NFKB1,BCL2,0.818,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,CASP3,9606.ENSP00000226574,9606.ENSP00000311032,NFKB1,CASP3,0.821,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,CASP1,9606.ENSP00000226574,9606.ENSP00000433138,NFKB1,CASP1,0.826,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,TLR9,9606.ENSP00000226574,9606.ENSP00000353874,NFKB1,TLR9,0.828,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,EGFR,9606.ENSP00000226574,9606.ENSP00000275493,NFKB1,EGFR,0.837,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,CXCL10,9606.ENSP00000226574,9606.ENSP00000305651,NFKB1,CXCL10,0.845,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,APP,9606.ENSP00000226574,9606.ENSP00000284981,NFKB1,APP,0.87,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,NR3C1,9606.ENSP00000226574,9606.ENSP00000231509,NFKB1,NR3C1,0.878,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,AKT1,9606.ENSP00000226574,9606.ENSP00000451828,NFKB1,AKT1,0.896,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,MYC,9606.ENSP00000226574,9606.ENSP00000478887,NFKB1,MYC,0.917,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,HMGB1,9606.ENSP00000226574,9606.ENSP00000345347,NFKB1,HMGB1,0.923,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,IFNG,9606.ENSP00000226574,9606.ENSP00000229135,NFKB1,IFNG,0.932,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,CAMP,9606.ENSP00000226574,9606.ENSP00000296435,NFKB1,CAMP,0.938,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,RAF1,9606.ENSP00000226574,9606.ENSP00000401888,NFKB1,RAF1,0.94,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,ESR1,9606.ENSP00000226574,9606.ENSP00000405330,NFKB1,ESR1,0.957,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,CXCL1,9606.ENSP00000226574,9606.ENSP00000379110,NFKB1,CXCL1,0.963,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,CXCL2,9606.ENSP00000226574,9606.ENSP00000427279,NFKB1,CXCL2,0.969,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,PPARG,9606.ENSP00000226574,9606.ENSP00000287820,NFKB1,PPARG,0.972,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,NLRP3,9606.ENSP00000226574,9606.ENSP00000337383,NFKB1,NLRP3,0.981,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,CXCL8,9606.ENSP00000226574,9606.ENSP00000306512,NFKB1,CXCL8,0.988,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,TP53,9606.ENSP00000226574,9606.ENSP00000269305,NFKB1,TP53,0.989,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,JUN,9606.ENSP00000226574,9606.ENSP00000360266,NFKB1,JUN,0.994,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,IL1B,9606.ENSP00000226574,9606.ENSP00000263341,NFKB1,IL1B,0.996,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,TNF,9606.ENSP00000226574,9606.ENSP00000398698,NFKB1,TNF,0.999,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,NFKB1,NFKB2,9606.ENSP00000226574,9606.ENSP00000358983,NFKB1,NFKB2,0.999,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,CYP19A1,9606.ENSP00000227507,9606.ENSP00000379683,CCND1,CYP19A1,0.712,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,PLK1,9606.ENSP00000227507,9606.ENSP00000300093,CCND1,PLK1,0.727,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,ABL1,9606.ENSP00000227507,9606.ENSP00000361423,CCND1,ABL1,0.742,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,SMAD2,9606.ENSP00000227507,9606.ENSP00000262160,CCND1,SMAD2,0.743,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,BIRC5,9606.ENSP00000227507,9606.ENSP00000301633,CCND1,BIRC5,0.751,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,BCL2L11,9606.ENSP00000227507,9606.ENSP00000376943,CCND1,BCL2L11,0.752,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,NCOA1,9606.ENSP00000227507,9606.ENSP00000385216,CCND1,NCOA1,0.774,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,NCOA3,9606.ENSP00000227507,9606.ENSP00000361066,CCND1,NCOA3,0.79,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,SOX2,9606.ENSP00000227507,9606.ENSP00000323588,CCND1,SOX2,0.792,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,MMP9,9606.ENSP00000227507,9606.ENSP00000361405,CCND1,MMP9,0.799,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,ANXA5,9606.ENSP00000227507,9606.ENSP00000296511,CCND1,ANXA5,0.808,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,BCL2L1,9606.ENSP00000227507,9606.ENSP00000365230,CCND1,BCL2L1,0.808,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,ACTB,9606.ENSP00000227507,9606.ENSP00000494750,CCND1,ACTB,0.811,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,PGR,9606.ENSP00000227507,9606.ENSP00000325120,CCND1,PGR,0.834,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,MCL1,9606.ENSP00000227507,9606.ENSP00000358022,CCND1,MCL1,0.837,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,EGFR,9606.ENSP00000227507,9606.ENSP00000275493,CCND1,EGFR,0.841,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,CASP9,9606.ENSP00000227507,9606.ENSP00000330237,CCND1,CASP9,0.844,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,CASP3,9606.ENSP00000227507,9606.ENSP00000311032,CCND1,CASP3,0.847,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,HIF1A,9606.ENSP00000227507,9606.ENSP00000437955,CCND1,HIF1A,0.876,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,CKS1B,9606.ENSP00000227507,9606.ENSP00000311083,CCND1,CKS1B,0.892,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,HDAC3,9606.ENSP00000227507,9606.ENSP00000302967,CCND1,HDAC3,0.9,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,JUN,9606.ENSP00000227507,9606.ENSP00000360266,CCND1,JUN,0.919,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,BRCA1,9606.ENSP00000227507,9606.ENSP00000418960,CCND1,BRCA1,0.922,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,AKT1,9606.ENSP00000227507,9606.ENSP00000451828,CCND1,AKT1,0.923,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,MDM2,9606.ENSP00000227507,9606.ENSP00000258149,CCND1,MDM2,0.926,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,FOS,9606.ENSP00000227507,9606.ENSP00000306245,CCND1,FOS,0.942,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,TP53,9606.ENSP00000227507,9606.ENSP00000269305,CCND1,TP53,0.946,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,CREB1,9606.ENSP00000227507,9606.ENSP00000387699,CCND1,CREB1,0.949,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,AR,9606.ENSP00000227507,9606.ENSP00000363822,CCND1,AR,0.955,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,BCL2,9606.ENSP00000227507,9606.ENSP00000381185,CCND1,BCL2,0.958,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,MYC,9606.ENSP00000227507,9606.ENSP00000478887,CCND1,MYC,0.969,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,ESR1,9606.ENSP00000227507,9606.ENSP00000405330,CCND1,ESR1,0.997,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,CDK1,9606.ENSP00000227507,9606.ENSP00000378699,CCND1,CDK1,0.998,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,CDK2,9606.ENSP00000227507,9606.ENSP00000266970,CCND1,CDK2,0.999,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,CDKN1B,9606.ENSP00000227507,9606.ENSP00000228872,CCND1,CDKN1B,0.999,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CCND1,CDKN1A,9606.ENSP00000227507,9606.ENSP00000384849,CCND1,CDKN1A,0.999,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,VDR,CAMP,9606.ENSP00000228606,9606.ENSP00000296435,CYP27B1,CAMP,0.721,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,VDR,NCOA3,9606.ENSP00000228606,9606.ENSP00000361066,CYP27B1,NCOA3,0.843,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,VDR,NCOA1,9606.ENSP00000228606,9606.ENSP00000385216,CYP27B1,NCOA1,0.92,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,VDR,RXRA,9606.ENSP00000228606,9606.ENSP00000419692,CYP27B1,RXRA,0.981,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CDKN1B,BCL2,9606.ENSP00000228872,9606.ENSP00000381185,CDKN1B,BCL2,0.702,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CDKN1B,ATM,9606.ENSP00000228872,9606.ENSP00000278616,CDKN1B,ATM,0.713,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CDKN1B,CASP3,9606.ENSP00000228872,9606.ENSP00000311032,CDKN1B,CASP3,0.721,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CDKN1B,EGFR,9606.ENSP00000228872,9606.ENSP00000275493,CDKN1B,EGFR,0.736,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CDKN1B,ABL1,9606.ENSP00000228872,9606.ENSP00000361423,CDKN1B,ABL1,0.746,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CDKN1B,BCL2L11,9606.ENSP00000228872,9606.ENSP00000376943,CDKN1B,BCL2L11,0.748,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CDKN1B,MEN1,9606.ENSP00000228872,9606.ENSP00000337088,CDKN1B,MEN1,0.804,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CDKN1B,BCL2L1,9606.ENSP00000228872,9606.ENSP00000365230,CDKN1B,BCL2L1,0.836,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CDKN1B,MYC,9606.ENSP00000228872,9606.ENSP00000478887,CDKN1B,MYC,0.855,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CDKN1B,CCNB2,9606.ENSP00000228872,9606.ENSP00000288207,CDKN1B,CCNB2,0.86,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CDKN1B,SFN,9606.ENSP00000228872,9606.ENSP00000340989,CDKN1B,SFN,0.923,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CDKN1B,RPS27A,9606.ENSP00000228872,9606.ENSP00000272317,CDKN1B,RPS27A,0.966,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
hypertension-branch,CDKN1B,CDK1,9606.ENSP00000228872,9606.ENSP00000378699,CDKN1B,CDK1,0.978,700,functional,9606,2026-08-30T07:51:00.550986+00:00,STRING
