Table_section,stage,n,definition,ChemicalID,ChemicalName,phase1_scope,gene_cards_k,phase1_unfiltered_rank,phase1_bh_fdr,phase1_degree_matched_bh_fdr,phase1_n_ctd_human_genes,phase1_crc_overlap,molecular_level,molecular_M2_definition_met,entity_E_tag,entity_E_reason,entity_manual_review_required,canonical_name,synonyms,entity_type,parent_compound,metabolite_of,exposure_family,exposure_axis,candidate_to_axis_relationship,all_candidate_biomarkers,mapping_confidence,mapping_source,searched_domain_count,searched_domains,mapping_status,selection_reason,all_biomarker_summary,above_lod_pct,min_cycle_above_lod_pct,median_cycle_above_lod_pct,max_cycle_above_lod_pct,n_measured,n_above_lod,D_tag,n_cycles_available,cycle_list,first_cycle,last_cycle,biological_matrix,nhanes_lab_component,analyte_available_n,crc_outcome_available_n,exposure_plus_outcome_n,complete_covariate_n,available_crc_cases,available_controls,survey_weight_available,strata_psu_available,creatinine_available_if_urine,core_covariates_available,T_tag,T_reason,selected_primary_biomarker,chemical_class,CasRN,PubChemCID,DTXSID,X_tag,B_tag,human_biomarker,nhanes_variable,biomarker_type,nhanes_cycles,n_cycles,C_tag,E_tag,N_tag,M_tag,eligible_permissive,eligible_moderate,eligible_strict,audit_status,audit_evidence,what_was_checked,databases_checked,possible_proxy,reason_unresolved,manual_review_required,manual_review_reason,priority_tier,final_disposition,PRIORITIZATION_OUTCOME_BLINDED
267-chemical actionability matrix,,,,C015428,perrhenate,GeneCards_Disorders,1000.0,169.0,1.0,1.0,1.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,DTXSID,InChIKey",False,perrhenate,perrhenate;14333-24-5,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119.0,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,heavy_metals,14333-24-5,,DTXSID301318427,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,C021146,"dibenzo(a,i)pyrene",GeneCards_Disorders,1000.0,170.0,1.0,1.0,2.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,dibenzo a i pyrene,"dibenzo(a,i)pyrene;189-55-9",CTD entity,,,pahs,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68.0,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",88.63977955911824,60.21621621621622,99.3638170974155,100.0,23952.0,21231.0,1.0,9.0,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,2001-2002,2017-2018,urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",23952.0,17382.0,9896.0,8980.0,70.0,8195.0,True,True,True,True,2.0,predefined primary survey model feasible,URXP10,pahs,189-55-9,CID:9106,DTXSID9059751,1.0,1.0,URXP10,URXP10,urinary biomarker,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9.0,2.0,1.0,pending_manual_review,M0,True,True,False,resolved_mapped,CDC NHANES catalog domains checked: Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine; CDC NHANES urinary OH-PAH panel; parent-specificity is limited; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 68 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,parent PAH to validated urinary OH-PAH proxy,,False,,Tier_A_moderate,enter_systematic_human_screen,True
267-chemical actionability matrix,,,,C023389,"9,10-dihydrobenzo(a)pyrene",GeneCards_Disorders,1000.0,171.0,1.0,1.0,1.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,9 10 dihydrobenzo a pyrene,"9,10-dihydrobenzo(a)pyrene;17573-15-8",CTD entity,,,pahs,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68.0,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",88.63977955911824,60.21621621621622,99.3638170974155,100.0,23952.0,21231.0,1.0,9.0,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,2001-2002,2017-2018,urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",23952.0,17382.0,9896.0,8980.0,70.0,8195.0,True,True,True,True,2.0,predefined primary survey model feasible,URXP10,pahs,17573-15-8,CID:28597,DTXSID60170011,1.0,1.0,URXP10,URXP10,urinary biomarker,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9.0,2.0,1.0,pending_manual_review,M0,True,True,False,resolved_mapped,CDC NHANES catalog domains checked: Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine; CDC NHANES urinary OH-PAH panel; parent-specificity is limited; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 68 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,parent PAH to validated urinary OH-PAH proxy,,False,,Tier_A_moderate,enter_systematic_human_screen,True
267-chemical actionability matrix,,,,C024687,sodium molybdate(VI),GeneCards_Disorders,1000.0,172.0,1.0,1.0,3.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,sodium molybdate vi,sodium molybdate(VI);7631-95-0,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119.0,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,heavy_metals,7631-95-0,CID:61424,DTXSID2052788,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,C025700,strontium chloride,GeneCards_Disorders,1000.0,173.0,1.0,1.0,1.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,DTXSID,InChIKey",False,strontium chloride,strontium chloride;10476-85-4,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119.0,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,heavy_metals,10476-85-4,,DTXSID6040616,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,C025968,1-methylnaphthalene,GeneCards_Disorders,1000.0,174.0,1.0,1.0,4.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,1 methylnaphthalene,1-methylnaphthalene;90-12-0,CTD entity,,,pahs,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP02,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68.0,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP02"", ""n_cycles_available"": 8, ""total_measured"": 21166, ""total_above_lod"": 21164, ""pooled_above_lod_pct"": 99.99055088349239, ""min_cycle_above_lod_pct"": 99.95911692559281, ""median_cycle_above_lod_pct"": 100.0, ""max_cycle_above_lod_pct"": 100.0}]",99.9905508834924,99.9591169255928,100.0,100.0,21166.0,21164.0,2.0,8.0,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,2001-2002,2015-2016,urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",21166.0,17382.0,9931.0,9016.0,71.0,8230.0,True,True,True,True,2.0,predefined primary survey model feasible,URXP02,pahs,90-12-0,CID:7002,DTXSID9020877,1.0,1.0,URXP02,URXP02,urinary biomarker,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,8.0,2.0,1.0,pending_manual_review,M0,True,True,True,resolved_mapped,CDC NHANES catalog domains checked: Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine; CDC NHANES urinary OH-PAH panel; parent-specificity is limited; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 68 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,parent PAH to validated urinary OH-PAH proxy,,False,,Tier_A_strict,enter_systematic_human_screen,True
267-chemical actionability matrix,,,,C027384,2-methylnaphthalene,GeneCards_Disorders,1000.0,175.0,1.0,1.0,4.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,2 methylnaphthalene,2-methylnaphthalene;91-57-6,CTD entity,,,pahs,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP02,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68.0,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP02"", ""n_cycles_available"": 8, ""total_measured"": 21166, ""total_above_lod"": 21164, ""pooled_above_lod_pct"": 99.99055088349239, ""min_cycle_above_lod_pct"": 99.95911692559281, ""median_cycle_above_lod_pct"": 100.0, ""max_cycle_above_lod_pct"": 100.0}]",99.9905508834924,99.9591169255928,100.0,100.0,21166.0,21164.0,2.0,8.0,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,2001-2002,2015-2016,urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",21166.0,17382.0,9931.0,9016.0,71.0,8230.0,True,True,True,True,2.0,predefined primary survey model feasible,URXP02,pahs,91-57-6,CID:7055,DTXSID4020878,1.0,1.0,URXP02,URXP02,urinary biomarker,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,8.0,2.0,1.0,pending_manual_review,M0,True,True,True,resolved_mapped,CDC NHANES catalog domains checked: Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine; CDC NHANES urinary OH-PAH panel; parent-specificity is limited; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 68 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,parent PAH to validated urinary OH-PAH proxy,,False,,Tier_A_strict,enter_systematic_human_screen,True
267-chemical actionability matrix,,,,C027704,benzo(j)fluoranthene,GeneCards_Disorders,1000.0,176.0,1.0,1.0,4.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,benzo j fluoranthene,benzo(j)fluoranthene;205-82-3,CTD entity,,,pahs,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68.0,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",88.63977955911824,60.21621621621622,99.3638170974155,100.0,23952.0,21231.0,1.0,9.0,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,2001-2002,2017-2018,urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",23952.0,17382.0,9896.0,8980.0,70.0,8195.0,True,True,True,True,2.0,predefined primary survey model feasible,URXP10,pahs,205-82-3,CID:9152,DTXSID8052691,1.0,1.0,URXP10,URXP10,urinary biomarker,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9.0,2.0,1.0,pending_manual_review,M0,True,True,False,resolved_mapped,CDC NHANES catalog domains checked: Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine; CDC NHANES urinary OH-PAH panel; parent-specificity is limited; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 68 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,parent PAH to validated urinary OH-PAH proxy,,False,,Tier_A_moderate,enter_systematic_human_screen,True
267-chemical actionability matrix,,,,C028019,cesium chloride,GeneCards_Disorders,1000.0,177.0,1.0,1.0,2.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,cesium chloride,cesium chloride;7647-17-8,elemental species or metal compound,,,heavy_metals,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUCS,moderate,CDC NHANES metals blood/urine panels and codebooks,119.0,Metals - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXUCS"", ""n_cycles_available"": 10, ""total_measured"": 26799, ""total_above_lod"": 26798, ""pooled_above_lod_pct"": 99.996268517482, ""min_cycle_above_lod_pct"": 99.96733093760209, ""median_cycle_above_lod_pct"": 100.0, ""max_cycle_above_lod_pct"": 100.0}]",99.996268517482,99.96733093760209,100.0,100.0,26799.0,26798.0,2.0,10.0,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,1999-2000,2017-2018,urine,Metals - Urine,26799.0,17382.0,1714.0,1530.0,10.0,1409.0,True,True,True,True,0.0,insufficient complete-case events/sample or survey infrastructure,URXUCS,heavy_metals,7647-17-8,CID:24293,DTXSID3040435,1.0,1.0,URXUCS,URXUCS,urinary biomarker,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10.0,2.0,1.0,pending_manual_review,M0,False,False,False,resolved_mapped,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES metals blood/urine panels and codebooks; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,elemental urinary biomarker for parent metal/species,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,C028044,epoxy resin AH-26,GeneCards_Disorders,1000.0,178.0,1.0,1.0,3.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,DTXSID",False,epoxy resin ah 26,epoxy resin AH-26;55599-25-2,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119.0,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,heavy_metals,55599-25-2,,DTXSID001059973,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,C028519,"2,6-dimethylnaphthalene",GeneCards_Disorders,1000.0,179.0,1.0,1.0,5.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,2 6 dimethylnaphthalene,"2,6-dimethylnaphthalene;581-42-0",CTD entity,,,pahs,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP02,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68.0,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP02"", ""n_cycles_available"": 8, ""total_measured"": 21166, ""total_above_lod"": 21164, ""pooled_above_lod_pct"": 99.99055088349239, ""min_cycle_above_lod_pct"": 99.95911692559281, ""median_cycle_above_lod_pct"": 100.0, ""max_cycle_above_lod_pct"": 100.0}]",99.9905508834924,99.9591169255928,100.0,100.0,21166.0,21164.0,2.0,8.0,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,2001-2002,2015-2016,urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",21166.0,17382.0,9931.0,9016.0,71.0,8230.0,True,True,True,True,2.0,predefined primary survey model feasible,URXP02,pahs,581-42-0,CID:11387,DTXSID0029187,1.0,1.0,URXP02,URXP02,urinary biomarker,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,8.0,2.0,1.0,pending_manual_review,M0,True,True,True,resolved_mapped,CDC NHANES catalog domains checked: Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine; CDC NHANES urinary OH-PAH panel; parent-specificity is limited; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 68 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,parent PAH to validated urinary OH-PAH proxy,,False,,Tier_A_strict,enter_systematic_human_screen,True
