"gene_symbol","module","network_input","kME_grey","kME_brown","kME_turquoise","kME_blue","max_abs_kME","best_kME_module"
"PRAC1","grey",TRUE,0.130586474403073,0.132432856229625,0.0800156585117647,0.0669886262149088,0.132432856229625,"brown"
"RNVU1-7","grey",TRUE,0.12649316676465,-0.0189743492192399,0.0803608989800007,0.0250069806032007,0.12649316676465,"grey"
"IGKV2-29","blue",TRUE,0.0113558331499503,0.238182037018489,0.377198306883146,0.536656959077693,0.536656959077693,"blue"
"XIST","grey",TRUE,0.0626847086888001,-0.0286949711108705,0.00668281075974462,-0.0245355744395399,0.0626847086888001,"grey"
"RP11-11N5.3","grey",TRUE,0.255286347516668,-0.107245018216341,-0.0846150388693397,-0.0922392049057292,0.255286347516668,"grey"
"CH17-262H11.1","grey",TRUE,-0.0572567538725728,0.149548731439998,0.231539791929422,0.304773896044053,0.304773896044053,"blue"
"RP11-256P1.1","grey",TRUE,-0.0475088235851364,-0.168899843538568,-0.358045408409123,-0.319513679153212,0.358045408409123,"turquoise"
"RP11-498C9.13","grey",TRUE,0.0132955325065135,-0.204410743885614,-0.343951191039317,-0.304748967771443,0.343951191039317,"turquoise"
"HIST2H2AB","grey",TRUE,0.0985346252736133,-0.0725391645823598,-0.0699739449969062,-0.079527958630285,0.0985346252736133,"grey"
"NPSR1","grey",TRUE,-0.126060079297745,0.194045814568952,0.0148440991607433,0.109515567537425,0.194045814568952,"brown"
"CTD-2377D24.4","grey",TRUE,0.198154865186419,0.0908947589688866,0.119017756618796,0.105717345208933,0.198154865186419,"grey"
"PI4K2B","turquoise",TRUE,0.0766958628149368,0.134511742799008,0.384422383056343,0.279709297102772,0.384422383056343,"turquoise"
"AC104534.3","grey",TRUE,0.000754463422793173,-0.139850410118388,-0.241039529578606,-0.259760720033256,0.259760720033256,"blue"
"CTD-2659N19.2","grey",TRUE,-0.111343243237023,-0.0489370317881446,-0.212623736526804,-0.193586410601258,0.212623736526804,"turquoise"
"DPP10-AS1","grey",TRUE,0.309978824954099,0.0757751965765365,0.188349736351131,0.170638535880586,0.309978824954099,"grey"
"TMSB4Y","grey",TRUE,-0.0233219141348573,0.0587442466172665,-0.0108858630830223,0.0382364291651443,0.0587442466172665,"brown"
"TTTY14","grey",TRUE,0.0843948202355361,0.0263932846937884,0.119677298787307,0.0840720089321219,0.119677298787307,"turquoise"
"HULC","grey",TRUE,0.297814486147495,-0.146155938251721,-0.0296641230234567,0.00283631114431389,0.297814486147495,"grey"
"S100A7","grey",TRUE,-0.0319107518574829,-0.0122460103078777,-0.0349662833454495,0.0490171170467804,0.0490171170467804,"blue"
"LINC00278","grey",TRUE,-0.00850039893106718,0.0669981096864677,0.051547107854048,0.0829637626572854,0.0829637626572854,"blue"
"MORN5","turquoise",TRUE,0.114889681887929,-0.143301730532875,0.431366552115918,0.079786397971575,0.431366552115918,"turquoise"
"IGKV1-37","blue",TRUE,0.0407278296907757,0.257192876794175,0.410966395026685,0.690191469745614,0.690191469745614,"blue"
"RP11-388M20.2","grey",TRUE,-0.0695894514645073,-0.146677777102159,-0.349053990880166,-0.295851486340785,0.349053990880166,"turquoise"
"IGLV3-16","blue",TRUE,-0.000721489326815319,0.242733433241672,0.423291413516499,0.642743895587401,0.642743895587401,"blue"
"CTD-2021H9.3","grey",TRUE,0.0478508522271882,0.143091829417858,0.0935927636963038,0.0645758691631002,0.143091829417858,"brown"
"RPL23AP25","grey",TRUE,-0.00836799339669268,-0.0603788969790998,0.114527041352771,0.0261720207035786,0.114527041352771,"turquoise"
"RP11-11N5.1","grey",TRUE,0.241310154758185,-0.0740602767812601,-0.0287764061849138,-0.0460272781688866,0.241310154758185,"grey"
"IGLV1-41","blue",TRUE,0.0981829320426044,0.218565141372443,0.356066998401047,0.56928111811113,0.56928111811113,"blue"
"AC008440.10","grey",TRUE,0.0968481638471362,0.0179176241562927,0.201620402204992,0.111745446569754,0.201620402204992,"turquoise"
"RP11-95I16.6","brown",TRUE,-0.183864118961086,0.554618324089142,0.0511629006462247,0.179198978985862,0.554618324089142,"brown"
"RP11-442H21.2","grey",TRUE,0.0892082556756637,-0.0987293689197782,-0.14369403648772,-0.135717547112703,0.14369403648772,"turquoise"
"PYY","brown",TRUE,0.0602050525879238,0.520365836226198,0.156642547724488,0.335932042005097,0.520365836226198,"brown"
"CTD-2587H19.3","grey",TRUE,0.221061193435716,-0.18954310245016,0.0504543018208941,-0.0911686842901735,0.221061193435716,"grey"
"ANXA10","brown",TRUE,-0.356622531553875,0.458706634724632,0.0948399003076612,0.144788154797572,0.458706634724632,"brown"
"RP3-446N13.5","grey",TRUE,-0.181485355014797,0.360455861448195,-0.0433594593526209,0.0769974233780491,0.360455861448195,"brown"
"SPRR3","grey",TRUE,-0.25350472312125,0.261749480300771,0.118306670827313,0.123106268001473,0.261749480300771,"brown"
"RP11-197K6.1","grey",TRUE,0.22372799673977,-0.115805190232204,-0.04996693482127,-0.0597814504867264,0.22372799673977,"grey"
"LDHC","grey",TRUE,0.113957254840388,-0.089089518821116,-0.00556459681927995,-0.0222447830509117,0.113957254840388,"grey"
"PGM5-AS1","turquoise",TRUE,0.148587404566471,-0.0817330906335358,0.467532054286757,0.166370783997662,0.467532054286757,"turquoise"
"AL109927.1","grey",TRUE,0.0614884543506173,-0.00817291619209068,-0.0109523055577921,0.0283740483489871,0.0614884543506173,"grey"
"RP11-397P13.7","grey",TRUE,0.330353060794762,0.0340468503811847,0.128276519253042,0.083126403782369,0.330353060794762,"grey"
"NOP56P1","grey",TRUE,0.00311868482227206,0.0340614601123625,0.0782295736264184,0.102779883940594,0.102779883940594,"blue"
"RP13-204A15.5","grey",TRUE,0.449671866822142,-0.167902396677048,-0.0286353519042275,-0.120470017737647,0.449671866822142,"grey"
"AC019330.1","grey",TRUE,0.480831045190515,-0.265625313621484,-0.00683777238864437,-0.0387359764289339,0.480831045190515,"grey"
"RPS4Y1","grey",TRUE,0.00557886086182751,0.0521953319116131,0.0749719869687501,0.0733152029159987,0.0749719869687501,"turquoise"
"RP11-245G13.2","grey",TRUE,0.205367044410168,-0.0084772147172647,0.07812665080194,0.0516353529901455,0.205367044410168,"grey"
"RP11-115D19.1","grey",TRUE,-0.315926525414845,0.366855013240125,-0.0541114565978966,0.0147162197677243,0.366855013240125,"brown"
"RP11-433J22.2","grey",TRUE,0.0706466961281332,-0.0532158863011218,-0.0705578051526764,-0.105492385863807,0.105492385863807,"blue"
"HOTAIRM1_2","grey",TRUE,0.174485937151513,-0.00346415125262148,0.169169351478555,0.0171735198271384,0.174485937151513,"grey"
"IGHV1-3","blue",TRUE,0.0088817624560774,0.327542488551408,0.216390615506803,0.491120713917485,0.491120713917485,"blue"
"LINC01021","grey",TRUE,0.0334708708819879,0.046660470179631,-0.0431618636768765,-0.0275562014110668,0.046660470179631,"brown"
"CTD-2207O23.12","grey",TRUE,0.196809046181639,-0.0460853679951792,0.147767834251354,-0.00920323053773472,0.196809046181639,"grey"
"IGKV2-40","blue",TRUE,-0.0529033266469469,0.183329207902165,0.377992078226322,0.503443160341174,0.503443160341174,"blue"
"HAND1","turquoise",TRUE,0.0468305727210851,-0.182062470968697,0.515835550751259,0.108730711579581,0.515835550751259,"turquoise"
"AC073130.3","turquoise",TRUE,0.275127767456058,-0.0765822151957977,0.356175082431183,0.1238630109613,0.356175082431183,"turquoise"
"C12orf56","grey",TRUE,0.209021568436617,0.0531151703185573,0.142953462942749,0.103861427407452,0.209021568436617,"grey"
"MRLN","grey",TRUE,0.100825342937437,-0.00300535344060742,0.109055807124396,0.143122972086126,0.143122972086126,"blue"
"RP11-1038A11.3","grey",TRUE,0.171654883525033,-0.0292015893438924,0.032883176898579,0.0332694990229737,0.171654883525033,"grey"
"RP11-481A20.10","grey",TRUE,0.249396129069683,-0.131034422446839,0.242775916799553,0.00584771779362371,0.249396129069683,"grey"
"RP11-563E2.2","grey",TRUE,0.362008413637957,-0.059089823912773,0.134558241358553,0.102014016319604,0.362008413637957,"grey"
"RP11-855A2.3","grey",TRUE,0.278542783812963,-0.127408309539349,-0.0909241056649647,-0.174727231343634,0.278542783812963,"grey"
"ZIC5","grey",TRUE,-0.32453540804772,0.133351378900822,0.0391797657182667,0.0561741960427223,0.32453540804772,"grey"
"RP11-689K5.3","grey",TRUE,0.173027220756309,0.0156013096570257,0.201988244725058,0.045992689974768,0.201988244725058,"turquoise"
"RP11-362F19.3","grey",TRUE,0.0918785559752022,0.062701110027792,-0.044606733383349,-0.0273586806887387,0.0918785559752022,"grey"
"RPSAP53","grey",TRUE,0.00768752428702489,-0.0140789654784474,-0.00943125994333123,0.0250126625493399,0.0250126625493399,"blue"
"PAGE5","grey",TRUE,0.192054313278984,0.0381649376324211,0.0341840426750365,0.0241067614335835,0.192054313278984,"grey"
"SDHAP2","grey",TRUE,0.0942932899424413,0.0407040963551772,0.107122901520961,0.111313741293848,0.111313741293848,"blue"
"CTD-3137H5.5","grey",TRUE,0.208919359492769,0.0580826747173248,0.183229859358437,0.13995470977722,0.208919359492769,"grey"
"BANF1P2","grey",TRUE,0.251726755960034,-0.136557143307625,0.00892349466268923,-0.0263106873443493,0.251726755960034,"grey"
"RP4-575N6.2","grey",TRUE,0.11897242175985,-0.100605836942752,-0.0306055387937544,-0.0654495164397675,0.11897242175985,"grey"
"RP11-290L1.3","grey",TRUE,-0.0543698103271268,0.0849608865247732,0.120304623380059,0.152190366171063,0.152190366171063,"blue"
"RP11-404P21.3","grey",TRUE,0.135996697178488,0.115791533862034,0.16960147164721,0.145771741837368,0.16960147164721,"turquoise"
"SPINK6","turquoise",TRUE,0.0812506472787805,-0.0568175262987979,0.358363041804811,-0.00278899157399035,0.358363041804811,"turquoise"
"RP4-616B8.4","grey",TRUE,0.213621759049671,-0.144924436890648,-0.0442764785538966,-0.0479034468027951,0.213621759049671,"grey"
"SMURF2P1","grey",TRUE,-0.000433228124140035,0.0334750871988352,0.0849768439035348,0.024338927420333,0.0849768439035348,"turquoise"
"RP11-568G11.4","grey",TRUE,0.36832017800364,-0.107173378588899,0.130160067381313,-0.0334250706488368,0.36832017800364,"grey"
"TXLNGY","grey",TRUE,0.00924300069674822,0.0143353014879194,0.0251927586331272,0.0184566385011084,0.0251927586331272,"turquoise"
"RP11-362F19.1","grey",TRUE,0.0113604048417713,0.0520064865526869,0.0693524292634281,0.0479738210439542,0.0693524292634281,"turquoise"
"CCK","grey",TRUE,-0.289796634176958,0.268787330601818,0.0458783802043417,-0.0179010423804763,0.289796634176958,"grey"
"RP11-661P17.1","grey",TRUE,0.413998707914228,-0.359902288533952,0.0370714663623436,-0.064973678267023,0.413998707914228,"grey"
"RP11-797D24.4","grey",TRUE,0.0979168385396722,-0.099703422359355,0.080876181259142,-0.0127861865312671,0.099703422359355,"brown"
"IFITM5","grey",TRUE,0.265949526684347,-0.150007780214094,0.0338384924376514,-0.0160865813864525,0.265949526684347,"grey"
"IGLV1-50","blue",TRUE,0.0452888633936877,0.192859147503304,0.380877524639227,0.620813468795436,0.620813468795436,"blue"
"EIF1AY","grey",TRUE,-0.00674749272981504,0.0252896547332345,-0.00139019539455376,0.0291234045925701,0.0291234045925701,"blue"
"TTTY15","grey",TRUE,0.0128539827749465,0.0165609271092229,0.046620143453841,0.0444624110814351,0.046620143453841,"turquoise"
"RP11-506F3.1","grey",TRUE,0.011904739703755,0.371649698247506,0.191684196862486,0.175608672804276,0.371649698247506,"brown"
"RP11-449P15.1","grey",TRUE,-0.0314558746448423,-0.140628095822126,-0.0417061761142691,-0.112305617406296,0.140628095822126,"brown"
"FAR2P3","grey",TRUE,0.222995236889516,0.113431159992523,0.088410537529751,0.113136817443481,0.222995236889516,"grey"
"AC012501.3","grey",TRUE,0.398845539397993,-0.200280069862467,-0.0254744077928553,-0.0548882887952664,0.398845539397993,"grey"
"HOTAIR","grey",TRUE,0.0316102849492255,-0.0418586269245484,0.177001065744373,-0.0342315028742692,0.177001065744373,"turquoise"
"RP1-69D17.4","grey",TRUE,0.319892891056971,-0.118111512090318,0.1332033558376,0.0703057021461337,0.319892891056971,"grey"
"RP11-396M11.1","grey",TRUE,0.293944649316269,-0.208378730159881,0.0890370766735143,0.00601217598141125,0.293944649316269,"grey"
"UGT1A3","grey",TRUE,0.143324394101223,-0.0514310482664459,0.100283967897609,-0.00530530684853183,0.143324394101223,"grey"
"RP11-161M6.3","grey",TRUE,-0.188623494073663,0.176035607162156,0.100653370152277,0.0669067025353438,0.188623494073663,"grey"
"RP11-474N24.6","grey",TRUE,-0.0268291329623849,0.161447703289115,-0.0297697729876828,0.0206914788001052,0.161447703289115,"brown"
"STON1-GTF2A1L","turquoise",TRUE,0.0813955705563137,-0.034741783050889,0.531930915270757,0.216899125627005,0.531930915270757,"turquoise"
"AP000662.9","grey",TRUE,0.232962442344253,-0.0949275588811715,-0.0411826453121036,-0.0205238704519323,0.232962442344253,"grey"
"FKSG66","grey",TRUE,0.239263158513284,-0.0120367898070081,0.0701207037768267,0.00604039965292337,0.239263158513284,"grey"
"RPL21P7","grey",TRUE,-0.00275191446646657,0.0954920227347592,-0.111240378390642,-0.0658943012705393,0.111240378390642,"turquoise"
"RP11-445N18.5","grey",TRUE,-0.0305525941979824,0.309952474144643,0.111951798961383,0.168327129158394,0.309952474144643,"brown"
"RP11-69I8.2","grey",TRUE,-0.101214213536838,0.136838108906697,-0.0347312927189654,0.0887618743809431,0.136838108906697,"brown"
"RP5-875H18.9","grey",TRUE,-0.058945150617258,0.0651833125297195,-0.0122919262584045,0.00810692564429457,0.0651833125297195,"brown"
"NTF4","grey",TRUE,0.110587535765359,-0.0942422379682207,0.145053752805158,-0.041163193346727,0.145053752805158,"turquoise"
"AC092192.1","grey",TRUE,0.372033360583675,-0.0785115396479942,0.0838048687654168,-0.0219333687724219,0.372033360583675,"grey"
"C17orf78","grey",TRUE,0.0141363458406132,0.0535316620791834,-0.0450093495189151,0.015714234283019,0.0535316620791834,"brown"
"CEACAM18","grey",TRUE,-0.070106463579078,0.0891314310411477,0.165723211473744,0.071665021282771,0.165723211473744,"turquoise"
"CELA3B","grey",TRUE,0.00311549891118267,0.0394176726016428,0.00382297638736517,-0.062098238125785,0.062098238125785,"blue"
"CTD-2545M3.8","turquoise",TRUE,-0.0265210427327246,-0.016179256215337,0.398714327061764,0.174681397082929,0.398714327061764,"turquoise"
"DYDC2","grey",TRUE,0.243923494252001,-0.0105820446759446,0.149150909245412,0.0696036004160268,0.243923494252001,"grey"
"ENPP7P10","grey",TRUE,0.341315590678388,0.0223514729543956,0.111565933958127,0.0710182682289827,0.341315590678388,"grey"
"GAPDHP61","grey",TRUE,0.189947983313467,-0.0169004663191947,-0.0119625519526367,-0.025582839621374,0.189947983313467,"grey"
"GATA4","grey",TRUE,-0.0412688049934916,0.0596261062720911,0.044379630230878,-0.0323656351913786,0.0596261062720911,"brown"
"GHRHR","grey",TRUE,0.149720969309985,-0.0650162769978462,0.067513615945991,-0.00562636861776436,0.149720969309985,"grey"
"LL22NC03-75H12.2","grey",TRUE,0.0247117366311345,0.320023707407416,0.204076723761489,0.285017783781711,0.320023707407416,"brown"
"MTND4P15","grey",TRUE,0.412472018303286,-0.0191074117408761,0.129342647895546,0.0504644874017821,0.412472018303286,"grey"
"Metazoa_SRP","grey",TRUE,-0.00838252943748715,-0.0162391137022445,0.00365851939966905,-0.0419449857701233,0.0419449857701233,"blue"
"OOEP","grey",TRUE,-0.00901662720852641,0.0662193304729751,0.129695981055698,0.102190830957666,0.129695981055698,"turquoise"
"PGM5P4-AS1","turquoise",TRUE,0.167735302003606,-0.00748681665675327,0.469134849059609,0.255722065093173,0.469134849059609,"turquoise"
"PNLIPRP1","grey",TRUE,0.287327388240466,-0.0546093174534197,0.00413745408609528,-0.00858263445464959,0.287327388240466,"grey"
"POU6F2","grey",TRUE,0.257017038396414,-0.0360529608474186,0.141157605264297,0.0435123469413925,0.257017038396414,"grey"
"PRR9","grey",TRUE,0.228741398568987,-0.201802382662375,0.0830520247489487,-0.0495775381509866,0.228741398568987,"grey"
"PRSS56","grey",TRUE,0.39264350608463,-0.235810732383601,-0.0324750408655336,-0.115948501668494,0.39264350608463,"grey"
"RP11-1167A19.2","grey",TRUE,0.070107911414379,0.0432280839585077,0.0935419362139645,0.0716396194491481,0.0935419362139645,"turquoise"
"RP11-117L6.1","grey",TRUE,0.265306471797156,-0.120898423038167,-0.0247682463232377,-0.09201818238118,0.265306471797156,"grey"
"RP11-234G16.4","grey",TRUE,0.0662265373696655,0.0526528205699125,0.213155616764716,0.101602761563565,0.213155616764716,"turquoise"
"RP11-429E11.2","turquoise",TRUE,-0.12723034190085,-0.0110028981859966,0.487800421287896,0.241012542615375,0.487800421287896,"turquoise"
"RP11-887P2.5","turquoise",TRUE,0.231301198823526,0.036917356295989,0.478313084812859,0.21698082608544,0.478313084812859,"turquoise"
"RP4-678D15.1","turquoise",TRUE,-0.137751561566443,0.139655682726705,0.303181232087363,0.233802183393346,0.303181232087363,"turquoise"
"RPL3P1","grey",TRUE,0.197333226764886,-0.0608927808878698,0.0404743433298854,0.0131942951219603,0.197333226764886,"grey"
"SERPINA11","grey",TRUE,0.0805699747909008,0.132105958657763,-0.0253428958348838,-0.0471315681239087,0.132105958657763,"brown"
"SLC25A24P1","grey",TRUE,0.177703070457396,-0.0422868005532552,0.0187241386000496,-0.0695176558979648,0.177703070457396,"grey"
"TAS2R18","grey",TRUE,0.218869999142081,-0.0437000805479414,0.0754538486646749,0.000673150844697728,0.218869999142081,"grey"
"UTS2R","blue",TRUE,0.177869576120215,0.195016612006359,0.215507856219862,0.363798804766025,0.363798804766025,"blue"
"ZDHHC4P1","turquoise",TRUE,0.319003114986854,-0.128095340284373,0.233910180044803,0.146269995427741,0.319003114986854,"grey"
"RP5-837J1.4","grey",TRUE,0.218976122781021,-0.136777630068445,-0.00080934293109258,-0.119172842288852,0.218976122781021,"grey"
"RP11-20J15.3","turquoise",TRUE,0.0528008993521081,0.0663677000379861,0.561348904310523,0.287046682957713,0.561348904310523,"turquoise"
"RP11-390F4.6","grey",TRUE,0.294382022934227,-0.0976807092963903,0.0565269900649714,0.0100318938447765,0.294382022934227,"grey"
"RN7SKP175","grey",TRUE,0.00123940603400484,-0.0387354574714087,0.0309472285011563,0.00469286790169598,0.0387354574714087,"brown"
"AC005606.14","grey",TRUE,0.0112907769359036,0.0943302205901518,0.0597195998154973,0.0639321096630203,0.0943302205901518,"brown"
"FOXI1","grey",TRUE,-0.0192249239687802,0.237439072346102,-0.0334550518400534,0.0945845947797079,0.237439072346102,"brown"
"VGLL1","grey",TRUE,0.163979897491454,0.0592913873822131,0.121956145698155,0.0175405138504041,0.163979897491454,"grey"
"RP11-162P23.2","grey",TRUE,0.252044166730956,0.0372685597624544,0.198234584543391,0.167617741821754,0.252044166730956,"grey"
"LL22NC03-N95F10.1","grey",TRUE,0.155140284936444,-0.115271391792098,0.0245428704069662,-0.017827232316573,0.155140284936444,"grey"
"UTY","grey",TRUE,0.0496086673889639,0.0149931105391121,0.0398826754175593,0.0489060764663688,0.0496086673889639,"grey"
"RP4-575N6.5","grey",TRUE,0.128907884697091,0.00451394555191815,0.310217186236697,0.236899228081368,0.310217186236697,"turquoise"
"CTD-2521M24.5","turquoise",TRUE,0.0983821353573832,0.0329553613976065,0.282373591515761,0.177912404119322,0.282373591515761,"turquoise"
"RPL36P4","grey",TRUE,0.114137565837366,-0.0794405670272079,-0.0442169051508202,-0.0806954584377491,0.114137565837366,"grey"
"RP1-273G13.2","grey",TRUE,0.0762278541938076,-0.0570402331329361,-0.108058068055519,-0.0279930294393382,0.108058068055519,"turquoise"
"RNU4-1","grey",TRUE,0.109447988923226,-0.124620739030781,-0.125654706521954,-0.0809825182210721,0.125654706521954,"turquoise"
"RP11-426C22.6","grey",TRUE,0.0958500117075108,0.0999563279353359,0.242436320430389,0.131044467308885,0.242436320430389,"turquoise"
"GTF2IP18","grey",TRUE,0.244321663059998,0.0406578973410356,0.0921675691624999,0.0728011511827322,0.244321663059998,"grey"
"CTC-273B12.5","grey",TRUE,-0.0777589568386462,-0.0850124609997122,-0.117267182202041,-0.12792742704541,0.12792742704541,"blue"
"ZRANB2-AS1","grey",TRUE,0.233415357515528,0.0308188889138211,0.0739383181389341,0.0508706579548787,0.233415357515528,"grey"
"CPB1","grey",TRUE,0.055537247712313,0.322273342795865,0.210623024431294,0.214456401490747,0.322273342795865,"brown"
"CTC-236F12.4","grey",TRUE,0.00785544119305781,0.0613417631566104,0.258499886842538,0.0880275687621687,0.258499886842538,"turquoise"
"CH17-472G23.1","turquoise",TRUE,0.115599421553772,-0.126797219750489,0.539710140784096,0.225613801327953,0.539710140784096,"turquoise"
"IL22","grey",TRUE,0.157250131042803,0.131597732759995,-0.115583204752779,0.158240214181492,0.158240214181492,"blue"
"CTD-3116E22.7","grey",TRUE,0.16887252634729,0.184669811611457,-0.0346938232771126,0.0361592511304207,0.184669811611457,"brown"
"PRB2","grey",TRUE,0.0619081109758773,0.0826130282968781,0.132485159906074,0.0653244833634186,0.132485159906074,"turquoise"
"RP1-40E16.9","grey",TRUE,0.320890021741459,-0.217769459908093,0.0586259083336827,-0.0222836303259274,0.320890021741459,"grey"
"RP11-434E6.4","grey",TRUE,-0.104011022673526,0.271737724190501,0.170833546562881,0.103564925475848,0.271737724190501,"brown"
"RP5-828H9.1","grey",TRUE,0.329337889974291,-0.130352564045045,0.0972381064246231,0.105683926854163,0.329337889974291,"grey"
"GCG","brown",TRUE,0.0936244807413934,0.571830420136489,0.177439352493435,0.323778993640357,0.571830420136489,"brown"
"RP11-64C12.3","grey",TRUE,0.0785813199520474,0.0266106635852535,0.0372416164408666,0.0317243981042043,0.0785813199520474,"grey"
"NANOGP4","grey",TRUE,0.327373919988532,-0.12467470119843,0.0266792815903575,-0.0543211244280037,0.327373919988532,"grey"
"RP11-244F12.2","grey",TRUE,0.0392747235964326,5.97594395791209e-05,-0.459235540286879,-0.334334637236159,0.459235540286879,"turquoise"
"SPRR1B","grey",TRUE,-0.184708090830516,0.242953643713881,0.118178472065277,0.164429818005593,0.242953643713881,"brown"
"RP11-663N22.1","grey",TRUE,0.238124527138546,-0.0666996368841194,0.0428416333183729,-0.0535377224253391,0.238124527138546,"grey"
"CYP2C19","grey",TRUE,0.103599083060267,0.176956773569143,-0.0402211773264883,0.0631829369244162,0.176956773569143,"brown"
"ANKRD30B","grey",TRUE,-0.0251599160392582,0.375187175396455,0.106839818022684,0.220990704423496,0.375187175396455,"brown"
"RP11-142A22.4","grey",TRUE,0.183656845088765,-0.0443030980189683,0.00286502934007662,0.052952311074545,0.183656845088765,"grey"
"KRTAP3-1","grey",TRUE,0.0322503029661944,-0.0318626679747207,0.100793363856625,-0.083665059943922,0.100793363856625,"turquoise"
"TRMT112P6","grey",TRUE,0.118590738824792,-0.11616424371264,-0.0226077037828834,-0.031052539600404,0.118590738824792,"grey"
"RP11-356O9.2","brown",TRUE,0.0502758118452148,0.452107246003123,0.0309219972731299,0.222070086885633,0.452107246003123,"brown"
"RP11-1182P23.5","grey",TRUE,0.0990045182180004,-0.0130469696337664,-0.088053892602979,-0.0751496613940895,0.0990045182180004,"grey"
"GGTLC5P","grey",TRUE,0.121724363842783,0.108613065019092,0.0755571078046122,0.092876771581764,0.121724363842783,"grey"
"RP11-77K12.10","brown",TRUE,-0.176151732356995,0.531183200824338,-0.0723792213477946,0.108172923132241,0.531183200824338,"brown"
"RP11-211G3.2","turquoise",TRUE,0.168291685427943,-0.0110207127063146,0.309733127438043,0.148643222301535,0.309733127438043,"turquoise"
"IFNE","grey",TRUE,-0.120319436175729,0.207191845118958,0.174951265892735,0.0255015640719944,0.207191845118958,"brown"
"RP11-20I23.7","grey",TRUE,0.236169101968318,-0.00247333650695688,-0.0579321643448566,-0.0190746747267307,0.236169101968318,"grey"
"RP11-242D8.3","grey",TRUE,0.308917674754676,-0.046807819240515,0.076770988820468,0.0243874008040152,0.308917674754676,"grey"
"RP11-424G14.1","grey",TRUE,0.0361321773065389,0.0142605669544717,0.037346158303631,0.0218956213764618,0.037346158303631,"turquoise"
"RGR","grey",TRUE,0.212422510508581,-0.222429282017334,-0.0802774064125049,-0.159098023938083,0.222429282017334,"brown"
"EMX2","turquoise",TRUE,0.0901291430162796,-0.0486810883527016,0.460273350728643,0.186433160836947,0.460273350728643,"turquoise"
"RP11-9D8.1","grey",TRUE,0.191894221982158,-0.192684078719573,-0.0820142274482692,-0.101520031653383,0.192684078719573,"brown"
"RP11-256I9.2","grey",TRUE,-0.117442418745983,0.119898187715884,0.0512606367587396,0.0756233060604468,0.119898187715884,"brown"
"ZFP57","grey",TRUE,0.0370730148053793,-0.0307559901171798,0.134144355411913,0.0850840669120566,0.134144355411913,"turquoise"
"RPL15P21","grey",TRUE,0.282347800463706,0.264517882366882,0.0929591946740357,0.173803805200178,0.282347800463706,"grey"
"NUS1P2","turquoise",TRUE,0.229189081489155,0.224782484070226,0.32067543350341,0.296268604432179,0.32067543350341,"turquoise"
"AC094019.4","grey",TRUE,0.417953864759638,0.122546154449118,0.106929726631935,0.153196318034257,0.417953864759638,"grey"
"AC010967.2","grey",TRUE,0.0285339345371536,-0.0843776090574445,0.0998719485122453,-0.103509931665376,0.103509931665376,"blue"
"HOXC11","grey",TRUE,-0.0185773096037776,-0.0860538897117067,0.142539160055409,-0.0344988847385494,0.142539160055409,"turquoise"
"RP11-417E7.2","turquoise",TRUE,0.165277899866577,-0.161131969919104,0.551066717954637,0.224982692780868,0.551066717954637,"turquoise"
"RP3-473L9.4","grey",TRUE,-0.118519748049861,0.0780141529932643,-0.0696471568276495,-0.0645508508520381,0.118519748049861,"grey"
"RP11-872D17.4","grey",TRUE,0.172576048713794,0.0283021904624306,0.0361296879234241,0.0538201363683512,0.172576048713794,"grey"
"ULK4P1","turquoise",TRUE,0.0773151414169865,0.137312248997809,0.358329827584099,0.202878773427942,0.358329827584099,"turquoise"
"C8orf37-AS1","grey",TRUE,0.00606875572329874,-0.0461842978822917,0.0518451216295442,-0.0333598135429445,0.0518451216295442,"turquoise"
"BNIP3P1","grey",TRUE,0.149254402855395,-0.0992603822022787,0.122433515370959,0.0324652266457767,0.149254402855395,"grey"
"CARTPT","turquoise",TRUE,0.169093700443606,-0.0694985471159182,0.479965326861833,0.187600290004683,0.479965326861833,"turquoise"
"RP11-365O16.3","grey",TRUE,0.0406397114255406,0.0744913670469411,0.305830022408739,0.196580706617664,0.305830022408739,"turquoise"
"SMIM2","grey",TRUE,0.223778068472763,0.0459673627817206,-0.0667314318475138,-0.0226953407402948,0.223778068472763,"grey"
"MIR100HG","turquoise",TRUE,0.0976755302571967,-0.0445745947077331,0.588826950937199,0.289160800330673,0.588826950937199,"turquoise"
"AC008268.2","grey",TRUE,0.0380564243222472,0.0832145976786781,0.218194182343622,0.142488116500864,0.218194182343622,"turquoise"
"AL162759.1","grey",TRUE,-0.0283704533908759,0.0527424441445863,0.108355462418374,-0.0401121808864101,0.108355462418374,"turquoise"
"C19orf81","grey",TRUE,0.137479831578094,-0.132213305170276,0.0386410806244331,-0.0490159644883163,0.137479831578094,"grey"
"AC009410.1","grey",TRUE,0.229268382925167,-0.0776857559988456,-0.036695473139759,-0.0554576965936503,0.229268382925167,"grey"
"RP5-998N21.10","turquoise",TRUE,0.102384528169423,0.11926529535673,0.530351580606356,0.382437236080388,0.530351580606356,"turquoise"
"RP11-134O21.1","grey",TRUE,0.0986016884998362,0.107417844809494,0.247081719231111,0.25935984169107,0.25935984169107,"blue"
"CTD-2066L21.3","grey",TRUE,0.24122002975176,-0.127401334847225,0.166650383893792,0.106819577898303,0.24122002975176,"grey"
"PGA3","grey",TRUE,-0.00307939089008468,0.211064900207378,0.217268327466917,0.174755694893459,0.217268327466917,"turquoise"
