"gene_symbol","module","network_input","kME_grey","kME_brown","kME_turquoise","kME_blue","max_abs_kME","best_kME_module"
"ACTN3","turquoise",TRUE,0.0693984903228166,0.0983118133032672,0.345390765775158,0.289540609818395,0.345390765775158,"turquoise"
"ADAM20","grey",TRUE,0.201018334597614,-0.0987873355070445,0.0870935141588444,-0.0174975887283977,0.201018334597614,"grey"
"ADAMTS7P1","turquoise",TRUE,0.0416236566890116,0.197817727641386,0.502928217825656,0.380357054688633,0.502928217825656,"turquoise"
"ADGRB3","turquoise",TRUE,0.118396869101991,0.0471512216827041,0.72244788975039,0.338730822616295,0.72244788975039,"turquoise"
"AL133243.4","grey",TRUE,0.299564891112169,-0.0723562961720784,0.127428339540415,0.0275123266166144,0.299564891112169,"grey"
"ANGPT4","turquoise",TRUE,0.097461852596317,-0.0410898689980914,0.538762279898917,0.249646828925053,0.538762279898917,"turquoise"
"ANKRD1","turquoise",TRUE,0.0814853677572051,-0.0412044105915156,0.444456218967165,0.190114613506356,0.444456218967165,"turquoise"
"ANKRD33","grey",TRUE,0.155642519074052,-0.00580112191084394,0.0393385585199146,0.0131014722037675,0.155642519074052,"grey"
"AP000662.4","turquoise",TRUE,0.219394455397432,-0.025672047532771,0.645794517922334,0.357703847331454,0.645794517922334,"turquoise"
"AP001476.2","turquoise",TRUE,0.183976504722135,0.147677259760412,0.341505584768418,0.275816260361719,0.341505584768418,"turquoise"
"ARX","grey",TRUE,-0.198901119400395,0.468299920280888,0.054388504401903,0.14978476344522,0.468299920280888,"brown"
"AZU1","grey",TRUE,-0.05687841471921,0.053018711974859,0.233692610984655,0.0884129846056543,0.233692610984655,"turquoise"
"BCLAF1P1","grey",TRUE,0.17756204332525,-0.00165390991233265,0.144891387553161,0.0590224043916472,0.17756204332525,"grey"
"C16orf96","turquoise",TRUE,0.172500318776553,0.0129694888976746,0.518028098461734,0.344416427659562,0.518028098461734,"turquoise"
"C20orf197","turquoise",TRUE,0.12863394478056,0.0528453856164834,0.513074986532141,0.405247741634662,0.513074986532141,"turquoise"
"C21orf62","grey",TRUE,0.303014273169546,-0.000131590957889362,0.130550264133362,0.0754132755638731,0.303014273169546,"grey"
"C4orf50","turquoise",TRUE,0.015305122847467,0.166502214146557,0.532326795316177,0.536946398426691,0.536946398426691,"blue"
"C7orf57","grey",TRUE,0.219270718357167,0.0540340819983875,0.156257568407908,0.0534907934381329,0.219270718357167,"grey"
"C8orf46","turquoise",TRUE,0.246891560254182,-0.03689438654846,0.508374896767838,0.247542951212138,0.508374896767838,"turquoise"
"CACNA1I","turquoise",TRUE,0.307539026275378,0.221344690849531,0.419999142665868,0.418247442219089,0.419999142665868,"turquoise"
"CALCR","turquoise",TRUE,0.188213694356634,0.082220068125803,0.362065295916921,0.22210520664405,0.362065295916921,"turquoise"
"CARS-AS1","grey",TRUE,0.352574130640152,-0.00994552467236719,0.0752391430068798,0.0225523330834465,0.352574130640152,"grey"
"CCDC33","grey",TRUE,0.194008876504484,0.104222792650014,0.0342634956380961,0.00353360300713585,0.194008876504484,"grey"
"CCNA1","turquoise",TRUE,0.107936957374049,0.0313753723567781,0.62275457312233,0.369062953775885,0.62275457312233,"turquoise"
"CLCA2","brown",TRUE,0.0404272039465994,0.508115518355852,0.172355612785133,0.316640139428722,0.508115518355852,"brown"
"CLEC4F","turquoise",TRUE,0.354333474036215,0.132298774139889,0.422835888125691,0.328685340285904,0.422835888125691,"turquoise"
"CSNK1G2-AS1","turquoise",TRUE,0.342609164455181,0.0606127832295812,0.186638627389439,0.198539912549431,0.342609164455181,"grey"
"CTA-243E7.2","grey",TRUE,0.246732901015328,-0.0323056838492594,0.0529559153459244,0.00965223986270893,0.246732901015328,"grey"
"CTAGE11P","grey",TRUE,0.0383027805174218,0.0412874743694258,0.213721287265468,0.129828613413234,0.213721287265468,"turquoise"
"CTB-129P6.7","turquoise",TRUE,0.117899200024945,-0.117706797313459,0.506910200122816,0.222265441179597,0.506910200122816,"turquoise"
"CTB-131B5.2","grey",TRUE,0.255176643582887,0.0587471601519256,0.0483606151736635,-0.0263893628032022,0.255176643582887,"grey"
"CTC-260E6.3","grey",TRUE,0.310304441970087,-0.000494100802058258,0.0940321332368916,0.0121237502029842,0.310304441970087,"grey"
"CTD-2044J15.1","grey",TRUE,0.30997715965817,-0.0117591557411365,0.160549483775373,0.0417826726533739,0.30997715965817,"grey"
"CTD-2105E13.6","grey",TRUE,0.266163598445922,0.149610366585461,0.0322593681151236,0.0677877226668813,0.266163598445922,"grey"
"CTD-2246P4.1","turquoise",TRUE,0.254139332842324,-0.00889905249771907,0.31523380832321,0.175201054708471,0.31523380832321,"turquoise"
"CTD-2536I1.2","turquoise",TRUE,0.179377778189118,0.165001201247488,0.67876446510302,0.483021078755751,0.67876446510302,"turquoise"
"CYP8B1","turquoise",TRUE,0.191346717101787,0.180847209867358,0.483039388912183,0.331595965028997,0.483039388912183,"turquoise"
"DCTN1-AS1","grey",TRUE,0.102233750394657,0.0961686809724947,-0.0223513744238932,0.0309080446391627,0.102233750394657,"grey"
"DDX3P1","grey",TRUE,0.529169073949423,-0.222066358265136,0.0338071416140706,-0.128543061229852,0.529169073949423,"grey"
"DLX2","grey",TRUE,0.120290002834476,-0.108713057503048,0.0846605940756962,-0.0373745090043988,0.120290002834476,"grey"
"DRC1","grey",TRUE,0.1509614424139,-0.158584553174971,0.244983581464906,0.0583543465456119,0.244983581464906,"turquoise"
"DSC1","grey",TRUE,0.245321967658798,-0.0778753822295852,0.191861691905724,0.0740833639454388,0.245321967658798,"grey"
"EGFR-AS1","grey",TRUE,0.333942366255672,-0.114539835864985,0.0869887599584951,-0.00332134444714736,0.333942366255672,"grey"
"ENTHD1","turquoise",TRUE,0.0299209815528384,-0.00176241582843357,0.563366414327797,0.348701212152724,0.563366414327797,"turquoise"
"EPX","grey",TRUE,0.277630213720409,0.000382437764547071,0.183913234210206,0.144374342455945,0.277630213720409,"grey"
"EXTL1","turquoise",TRUE,0.116953592445556,-0.0738858237768502,0.608100130012262,0.224738738662642,0.608100130012262,"turquoise"
"FAM196B","turquoise",TRUE,0.137886924903341,0.0468934441658665,0.706198752434842,0.408388045392631,0.706198752434842,"turquoise"
"FGF14","turquoise",TRUE,0.202245737911551,-0.133329479699489,0.688134508845413,0.25983511369892,0.688134508845413,"turquoise"
"FLJ38122","turquoise",TRUE,0.136772333062354,0.311886021881094,0.269096218370735,0.264826944705835,0.311886021881094,"brown"
"FNDC9","turquoise",TRUE,0.244312197723462,0.0377825512177301,0.458352402216506,0.283141416340759,0.458352402216506,"turquoise"
"FOXD4L4","grey",TRUE,0.133828354107999,0.04850607367,0.0439766698440749,0.0281974278649184,0.133828354107999,"grey"
"FOXI2","turquoise",TRUE,0.195753759751769,0.0207506122342698,0.515931976507844,0.391208435830654,0.515931976507844,"turquoise"
"GABBR2","turquoise",TRUE,0.361210548618294,0.0406131351415768,0.330324567047973,0.214211235609131,0.361210548618294,"grey"
"GCGR","grey",TRUE,0.107564893713992,0.232615981515007,0.129872985149123,0.26090322354838,0.26090322354838,"blue"
"GDF1","turquoise",TRUE,0.0401192565424896,0.0133969440842527,0.366261832131694,0.183452684318096,0.366261832131694,"turquoise"
"GDNF-AS1","turquoise",TRUE,0.323741886641642,-0.00378475721236022,0.536578029056306,0.272525887165422,0.536578029056306,"turquoise"
"GPR179","grey",TRUE,0.43038540773954,-0.163739823940333,0.198417002801417,0.00693654805234156,0.43038540773954,"grey"
"GRIK1","turquoise",TRUE,0.191586135459177,0.100377548932491,0.423442964676633,0.22779748656503,0.423442964676633,"turquoise"
"GRIN3B","turquoise",TRUE,0.154143362468405,0.0516048242013941,0.318093383329588,0.201844184491525,0.318093383329588,"turquoise"
"GYS2","turquoise",TRUE,0.215623455555735,0.0538622595325624,0.258192863060982,0.189001711321982,0.258192863060982,"turquoise"
"HCP5B","grey",TRUE,0.0930071454819646,0.123208712167589,0.123647441933839,0.093648065058999,0.123647441933839,"turquoise"
"HERC2P8","grey",TRUE,0.232328225211705,-0.0155783835533751,0.269102255753794,0.129461453713533,0.269102255753794,"turquoise"
"HFM1","turquoise",TRUE,0.265954194728068,-0.00972982517271532,0.346187624409446,0.16990349326709,0.346187624409446,"turquoise"
"HGFAC","grey",TRUE,0.0915057188143113,0.0544870834310108,0.0508442621817492,0.0329134556472113,0.0915057188143113,"grey"
"HRNR","turquoise",TRUE,0.367985342079633,-0.057553357951872,0.429967454347276,0.161087462984978,0.429967454347276,"turquoise"
"HSPA8P5","grey",TRUE,0.142746932343526,0.0488868445965022,0.121059193580471,0.109088579172901,0.142746932343526,"grey"
"HSPD1P11","grey",TRUE,0.271568440435174,0.105996768923709,0.171738995441064,0.0445066032575413,0.271568440435174,"grey"
"IGF2-AS","turquoise",TRUE,0.170187445531864,-0.0890069508247062,0.339383310280708,0.109629794531021,0.339383310280708,"turquoise"
"IGF2BP2-AS1","grey",TRUE,0.382110379725496,-0.274760094104044,0.0283327152104085,-0.0604435326123683,0.382110379725496,"grey"
"IGSF11","turquoise",TRUE,0.242143184420899,-0.00571770883331057,0.509969680737037,0.264951528626329,0.509969680737037,"turquoise"
"IL17REL","brown",TRUE,-0.111599788239787,0.600275379012881,0.295180391784273,0.489756213210767,0.600275379012881,"brown"
"ITGAD","turquoise",TRUE,0.0117428792703604,0.142974638693161,0.553686128658291,0.442568880448008,0.553686128658291,"turquoise"
"KCNB2","turquoise",TRUE,0.17486964133657,0.185359053198751,0.473982427899121,0.332600757762965,0.473982427899121,"turquoise"
"KCNC1","turquoise",TRUE,0.407417176682603,0.032923596313839,0.392828209991929,0.212471524920819,0.407417176682603,"grey"
"KCNG3","grey",TRUE,0.238610909829558,0.268271412256298,0.243695487797533,0.282408480838033,0.282408480838033,"blue"
"KCNQ5","turquoise",TRUE,0.106004323922283,0.108336410278845,0.678144986151859,0.461481868744518,0.678144986151859,"turquoise"
"KCNS1","turquoise",TRUE,0.216917087905845,-0.0258144152092623,0.330776247424639,0.242580005673555,0.330776247424639,"turquoise"
"KCNS2","turquoise",TRUE,0.284575616342575,0.0953211060089923,0.508324032239559,0.426447513242698,0.508324032239559,"turquoise"
"KCTD16","turquoise",TRUE,0.326760573591131,-0.0467871288602261,0.261462982893389,0.182226610014763,0.326760573591131,"grey"
"KCTD4","grey",TRUE,0.311081369743835,0.0257966213449356,0.17081036261867,0.155927038999388,0.311081369743835,"grey"
"LINC00315","grey",TRUE,0.215792490112798,-0.00744443364030399,0.304281547654144,0.150170081315112,0.304281547654144,"turquoise"
"LINC00327","turquoise",TRUE,0.0938702781315033,-0.0499375383910319,0.564637322925492,0.252638019856442,0.564637322925492,"turquoise"
"LINC00472","turquoise",TRUE,0.306943551634148,-0.00837993670475843,0.575370774333255,0.288411264405629,0.575370774333255,"turquoise"
"LINC00484","turquoise",TRUE,0.167941858761985,0.0937131007955583,0.303786065869166,0.230456968659444,0.303786065869166,"turquoise"
"LINC00504","turquoise",TRUE,0.212849672066272,-0.0686414632379504,0.394576265904873,0.121119213322224,0.394576265904873,"turquoise"
"LINC00612","grey",TRUE,0.244089526778046,-0.0211952001669308,0.142180616153878,0.0627099543637955,0.244089526778046,"grey"
"LRRC9","grey",TRUE,0.270137308373053,-0.147197365285555,-0.0189121965112443,-0.0632225716712885,0.270137308373053,"grey"
"MAPK4","turquoise",TRUE,0.117982839977726,-0.0258088340704665,0.482505554162735,0.189672834149221,0.482505554162735,"turquoise"
"MOBP","turquoise",TRUE,0.116100644029081,0.131119124712536,0.364209039743093,0.284103102798396,0.364209039743093,"turquoise"
"MROH3P","grey",TRUE,0.0636815127545207,0.364474730782542,-0.0644979002055114,0.0618064859679761,0.364474730782542,"brown"
"MUC6","grey",TRUE,-0.203918667499486,0.296047247049524,0.0758948793464486,0.0502996277424076,0.296047247049524,"brown"
"MUM1L1","turquoise",TRUE,0.267984068803078,-0.103450359667953,0.521440080034353,0.287339026854227,0.521440080034353,"turquoise"
"MYO18B","grey",TRUE,0.301423096360585,0.037540461701357,0.115229704269813,0.114558102402561,0.301423096360585,"grey"
"MYPN","brown",TRUE,0.0818265466941413,0.481296492797173,-0.000296644529934355,0.287922340686452,0.481296492797173,"brown"
"NKX6-2","grey",TRUE,-0.0986347258345365,-0.0390776245403759,-0.197517838626093,-0.221802235710869,0.221802235710869,"blue"
"NLRP7","blue",TRUE,0.0926791028689757,0.346942078782386,0.406142919761057,0.727337508919771,0.727337508919771,"blue"
"NTNG1","turquoise",TRUE,0.245864768051864,-0.0140108033347784,0.645903072025303,0.398928658748532,0.645903072025303,"turquoise"
"PAPPA2","turquoise",TRUE,0.295115993792362,0.191201570450385,0.596344675424372,0.411506738031509,0.596344675424372,"turquoise"
"PCBP3-OT1","grey",TRUE,0.273912825823621,-0.0232742415964399,0.20442189505494,0.0724212162924434,0.273912825823621,"grey"
"PEX5L","turquoise",TRUE,0.0845161059799982,0.00826436493047413,0.303212314330288,0.101222638848541,0.303212314330288,"turquoise"
"PIRT","turquoise",TRUE,0.0721767454564933,0.203689036986863,0.499222886906688,0.337271134243671,0.499222886906688,"turquoise"
"PKD1L2","turquoise",TRUE,0.202534720028207,-0.0253852167815445,0.468361080652533,0.2166882935149,0.468361080652533,"turquoise"
"POM121L2","grey",TRUE,0.280005685707644,0.0501966397244024,0.0982606333263829,0.0633162196884829,0.280005685707644,"grey"
"PPIAL4G","grey",TRUE,0.268284001098804,-0.0731803835126665,0.0740349826018997,-0.052984168773396,0.268284001098804,"grey"
"PPP1R26P1","turquoise",TRUE,0.185987710501951,0.0424712812991094,0.410151892844248,0.211900206783462,0.410151892844248,"turquoise"
"PROKR1","turquoise",TRUE,0.253212744229884,0.0665835010313547,0.454782741914531,0.271396583974745,0.454782741914531,"turquoise"
"PURG","turquoise",TRUE,0.146484144679502,0.0214713652960807,0.660224728771873,0.367950950427302,0.660224728771873,"turquoise"
"RAB6C-AS1","grey",TRUE,0.302941967817701,0.00945362793861553,0.181618146331514,0.146761406177015,0.302941967817701,"grey"
"RGS7","turquoise",TRUE,0.0510662459010061,0.146374412850175,0.31329142968981,0.116238846689329,0.31329142968981,"turquoise"
"RNF222","grey",TRUE,0.33921451488453,-0.065510606625311,0.0609710022673085,0.0136938031391572,0.33921451488453,"grey"
"RP1-131F15.2","grey",TRUE,0.157076674308996,-0.0984669928714358,0.088876624583514,-0.0167971005546585,0.157076674308996,"grey"
"RP1-18D14.7","turquoise",TRUE,0.33465856325863,0.095837701155786,0.451064589021074,0.29023829861386,0.451064589021074,"turquoise"
"RP1-265C24.8","grey",TRUE,0.327865877979654,-0.142585047387004,0.107589813435948,-0.0442356174793526,0.327865877979654,"grey"
"RP11-1006G14.1","grey",TRUE,0.369625715363188,0.0309023146433397,0.0883141703354177,0.0219770051237661,0.369625715363188,"grey"
"RP11-1018N14.5","turquoise",TRUE,0.0106805548365549,0.110396645080006,0.554667269654484,0.432519251183686,0.554667269654484,"turquoise"
"RP11-102M11.2","grey",TRUE,0.311911597785282,-0.043100443741058,0.0356750511459808,-0.0204173607985724,0.311911597785282,"grey"
"RP11-1060G2.2","grey",TRUE,0.297650040254336,-0.0998485102729161,0.0383793026176667,-0.0924689006120938,0.297650040254336,"grey"
"RP11-109G23.3","grey",TRUE,0.126175996913917,-0.181694827490821,-0.100002696328278,-0.188378877513999,0.188378877513999,"blue"
"RP11-13A1.1","grey",TRUE,0.104175551356969,1.45954160354976e-05,0.289650451016377,0.158992449634477,0.289650451016377,"turquoise"
"RP11-141M3.6","grey",TRUE,0.0929740080554253,0.198293144264512,0.277668951837694,0.157864311549866,0.277668951837694,"turquoise"
"RP11-143I21.1","grey",TRUE,0.252604607261559,-0.0941389958703208,-0.0145309740494889,-0.0608822661931761,0.252604607261559,"grey"
"RP11-147G7.3","grey",TRUE,0.322456030498653,-0.114981068304742,0.146978328334217,0.0155939162996356,0.322456030498653,"grey"
"RP11-153M7.3","turquoise",TRUE,-0.0275164629761043,0.0652440124043306,0.574745858580223,0.316752660235354,0.574745858580223,"turquoise"
"RP11-162G10.1","grey",TRUE,0.376754786846938,-0.0902414694188363,0.0564617161499667,0.0269661726275136,0.376754786846938,"grey"
"RP11-168K11.3","turquoise",TRUE,0.275419779173342,-0.0725240082184774,0.299039858919779,0.0785456100064661,0.299039858919779,"turquoise"
"RP11-184M15.1","turquoise",TRUE,0.00575980943438282,0.00195698085434926,0.554371514830003,0.215613289557071,0.554371514830003,"turquoise"
"RP11-1C8.5","grey",TRUE,0.269038616457836,-0.0491823397082108,0.104660098799187,0.00212730101204089,0.269038616457836,"grey"
"RP11-210M15.2","turquoise",TRUE,0.0598630914087724,0.15055291224037,0.438869918527751,0.199308366653553,0.438869918527751,"turquoise"
"RP11-286E11.2","grey",TRUE,0.350772364823788,0.0282582226899819,0.151378735997265,0.118776397481882,0.350772364823788,"grey"
"RP11-325N19.3","grey",TRUE,0.189060815227731,-0.0152792513826666,0.0365755952556276,-0.0101623903463896,0.189060815227731,"grey"
"RP11-357H14.16","grey",TRUE,0.317768605620659,-0.00828992181023279,0.0979444985508644,-0.00726214980519041,0.317768605620659,"grey"
"RP11-386M24.6","brown",TRUE,0.143357815353951,0.53046854034863,0.143397365349037,0.123630243171625,0.53046854034863,"brown"
"RP11-39C10.1","grey",TRUE,0.192698495545163,0.0635852990540894,0.175783514243976,0.116823944767542,0.192698495545163,"grey"
"RP11-39H3.2","turquoise",TRUE,0.0919512214129015,0.0882262935584067,0.557484675067322,0.393814639897204,0.557484675067322,"turquoise"
"RP11-401P9.7","grey",TRUE,0.494162252706315,-0.40541833023658,-0.178674810099807,-0.311102066746665,0.494162252706315,"grey"
"RP11-426J5.3","grey",TRUE,0.215082074701453,0.00153404727335823,0.092058774462899,-0.00829145763722654,0.215082074701453,"grey"
"RP11-455G16.1","grey",TRUE,0.221332890695386,-0.00780158442586606,0.0651959216553005,-0.0570319126133337,0.221332890695386,"grey"
"RP11-457M11.7","grey",TRUE,0.350813768713047,-0.149328512949631,0.0576983461672553,-0.0442222581260191,0.350813768713047,"grey"
"RP11-474P2.7","grey",TRUE,0.381797266935074,-0.089016805342082,-0.00664436183767108,-0.0869372059710922,0.381797266935074,"grey"
"RP11-480C16.1","grey",TRUE,0.547857712334042,-0.351028484369966,0.0926581045751367,-0.107786556965066,0.547857712334042,"grey"
"RP11-492D6.3","grey",TRUE,0.15232217610631,-0.0462065685438885,0.104707808186419,0.0833877236431708,0.15232217610631,"grey"
"RP11-4B16.1","grey",TRUE,0.229111148874331,0.135204900939475,0.162083307592052,0.078101477827233,0.229111148874331,"grey"
"RP11-53B2.3","turquoise",TRUE,0.303039626232894,0.165068455761123,0.286303920272015,0.236718901689401,0.303039626232894,"grey"
"RP11-575I8.1","grey",TRUE,0.282454300246161,0.0513668313688901,0.0528552772776805,0.113740052406311,0.282454300246161,"grey"
"RP11-584P21.2","grey",TRUE,0.245863438626434,-0.0224345985770182,0.0820295206240814,0.00365771716119957,0.245863438626434,"grey"
"RP11-594N15.3","turquoise",TRUE,0.22164574257117,0.0910219436048047,0.447384811511919,0.260984602297171,0.447384811511919,"turquoise"
"RP11-727A23.10","grey",TRUE,0.318844442064299,-0.0520722464598419,0.105599127843702,-0.0252582092574155,0.318844442064299,"grey"
"RP11-731J8.2","grey",TRUE,0.188894601299062,-0.0848872335945235,0.0621881599622972,0.0208730161157753,0.188894601299062,"grey"
"RP11-752D24.2","grey",TRUE,0.2909219677702,-0.0817206840485902,0.0732455643257828,-0.00632256554806242,0.2909219677702,"grey"
"RP11-7F17.5","grey",TRUE,0.174925475533927,0.0658858573789948,0.188752422599025,0.127641312564593,0.188752422599025,"turquoise"
"RP11-862L9.2","turquoise",TRUE,0.0539177072162205,0.124075875256472,0.474360012812189,0.324392141489967,0.474360012812189,"turquoise"
"RP11-91J19.2","grey",TRUE,0.123047257290935,0.167751408040604,0.212301603580906,0.118704793711029,0.212301603580906,"turquoise"
"RP11-976B16.1","grey",TRUE,0.148745964969863,0.00375533522474119,0.132441118734311,0.0361432520961552,0.148745964969863,"grey"
"RP3-412A9.17","grey",TRUE,0.41938961559491,-0.181126958352329,-0.0519464198634147,-0.0881475533408889,0.41938961559491,"grey"
"RP4-781K5.6","grey",TRUE,0.352864622563608,-0.141161023629659,0.122533892841737,-0.0748018868752124,0.352864622563608,"grey"
"RSPO4","turquoise",TRUE,0.294575347147174,-0.19206586709585,0.322222524773983,0.0518912119759194,0.322222524773983,"turquoise"
"SCN2A","turquoise",TRUE,0.096633559487861,-0.0156333058180357,0.497141341647918,0.282320346546588,0.497141341647918,"turquoise"
"SCN2B","turquoise",TRUE,0.188093988648962,-0.0152710268851234,0.732069733541949,0.403462413373322,0.732069733541949,"turquoise"
"SCRT1","grey",TRUE,0.208055038017698,-0.0551229584111576,0.103698671455131,-0.0015951684970625,0.208055038017698,"grey"
"SDR42E2","grey",TRUE,0.312644577596938,-0.0601946199564355,0.0142466866124631,0.0168354977628656,0.312644577596938,"grey"
"SEZ6L","turquoise",TRUE,0.185347741727514,0.00945925832634402,0.62296276880569,0.418632955321402,0.62296276880569,"turquoise"
"SH2D4B","turquoise",TRUE,0.126730687089317,0.0103539601164852,0.288956108208802,0.143270904408636,0.288956108208802,"turquoise"
"SLC14A2","grey",TRUE,0.0292897025410211,0.24627912655269,0.193073783434557,0.287118026266935,0.287118026266935,"blue"
"SLC26A9","grey",TRUE,-0.232494973022079,0.322019578928905,0.158286967572233,0.118749942674094,0.322019578928905,"brown"
"SLC27A6","turquoise",TRUE,0.272847891777193,0.196744902459106,0.526085674695359,0.416597865107035,0.526085674695359,"turquoise"
"SLC34A1","grey",TRUE,0.181375545558333,0.0245816475443295,-0.0457766073285788,-0.00500343162936768,0.181375545558333,"grey"
"SLC5A5","turquoise",TRUE,0.0979075921307372,0.0985315742600043,0.308954816298495,0.30726536532357,0.308954816298495,"turquoise"
"SLC6A13","grey",TRUE,0.164794753585397,-0.112892250869559,0.031046818563878,-0.0214351678912095,0.164794753585397,"grey"
"SMLR1","grey",TRUE,0.322802201874709,0.0207592854426462,0.0719769613766336,0.0819978626953946,0.322802201874709,"grey"
"SRRM1P3","turquoise",TRUE,0.461126543053641,-0.0557248805790348,0.19675189054633,0.112929346385174,0.461126543053641,"grey"
"SYNPO2L","turquoise",TRUE,-0.0116951493484684,0.00712867959670353,0.40908889913368,0.111406187193001,0.40908889913368,"turquoise"
"TBC1D27","turquoise",TRUE,0.197348811738624,0.34354373619246,0.520636528345235,0.636227837191541,0.636227837191541,"blue"
"TGM4","grey",TRUE,0.0880347350476328,0.224398741305028,0.0828526658472194,0.117870193900189,0.224398741305028,"brown"
"TMEM72-AS1","grey",TRUE,0.343630588513665,0.0267992877946125,0.267115173521953,0.125681696674031,0.343630588513665,"grey"
"TNR","turquoise",TRUE,0.195334728031082,0.0687945358287788,0.650901692936078,0.440242116285514,0.650901692936078,"turquoise"
"TNRC18P1","turquoise",TRUE,0.393554633911578,-0.0182334701826148,0.314836589338288,0.177701977486104,0.393554633911578,"grey"
"TNRC18P3","grey",TRUE,0.148730504172395,-0.0686164353802955,0.0176094302509795,-0.000915665504217183,0.148730504172395,"grey"
"TULP1","grey",TRUE,0.212446155167046,-0.0479073630441547,0.200247788660623,0.0647020958635652,0.212446155167046,"grey"
"TYRO3P","grey",TRUE,0.276193078678481,0.00964632486190141,0.0292612836957992,0.000943396092256685,0.276193078678481,"grey"
"UBTFL6","grey",TRUE,0.213906510358391,0.0101911249071825,0.275971339934984,0.197855069778714,0.275971339934984,"turquoise"
"UGT3A2","turquoise",TRUE,0.03216959948267,0.0957491247541035,0.3447934699398,0.342365220097642,0.3447934699398,"turquoise"
"UNC45B","turquoise",TRUE,0.0268158014657247,0.0702183691431031,0.476733168589275,0.33869037854091,0.476733168589275,"turquoise"
"UNC5D","grey",TRUE,0.166562853847733,0.287659439955056,0.248024173001363,0.306087950511817,0.306087950511817,"blue"
"VRTN","grey",TRUE,-0.146447282086753,0.354371320367754,0.0606392149372822,0.250406283245586,0.354371320367754,"brown"
"WBP11P1","grey",TRUE,0.0211217230805191,-0.0114183272567736,0.100587456958478,0.128598394026099,0.128598394026099,"blue"
"WWP1P1","grey",TRUE,0.23292791256395,-0.141357150023293,0.0426068663411598,-0.0583997127735894,0.23292791256395,"grey"
"XXbac-B476C20.13","grey",TRUE,0.333196612057973,-0.0444734236791654,-0.0666289210110689,-0.120435652902063,0.333196612057973,"grey"
"KRT17","grey",TRUE,-0.0204776226282732,0.0444811271978908,0.275473125260285,0.0708727803484131,0.275473125260285,"turquoise"
"NPTX2","turquoise",TRUE,0.195984192584463,-0.206474540513383,0.246739161126738,0.0263483025078578,0.246739161126738,"turquoise"
"RP11-5P18.10","grey",TRUE,-0.0348202708228349,-0.0842539589180828,0.030026823469749,-0.0878882347045055,0.0878882347045055,"blue"
"INTS4P1","grey",TRUE,0.224037404673666,0.00853443343443303,0.0759626431115642,-0.0766012587474448,0.224037404673666,"grey"
"TOMM20P2","turquoise",TRUE,0.0642119206469189,0.221818773142775,0.505123938661783,0.505889911845967,0.505889911845967,"blue"
"FBXO2","grey",TRUE,0.131807853699889,-0.25091081477571,0.169056250868138,0.0122094854416851,0.25091081477571,"brown"
"MT1M","brown",TRUE,-0.116319090834621,0.513004860584956,0.311826451480286,0.405385647878388,0.513004860584956,"brown"
"ASPG","grey",TRUE,0.10304681097187,0.470222021497863,0.0270610315311218,0.159679269068296,0.470222021497863,"brown"
"RP6-159A1.4","turquoise",TRUE,0.0943054923345578,0.246107282566314,0.650361058323941,0.583598171546087,0.650361058323941,"turquoise"
"RP11-736N17.8","grey",TRUE,0.176877944468257,0.10900662477849,0.0636284529527957,0.143573365354019,0.176877944468257,"grey"
"LINC01506","turquoise",TRUE,0.0224844927413874,0.0329844150274622,0.385067413368903,0.288602635234469,0.385067413368903,"turquoise"
"AC015849.16","grey",TRUE,0.163571488823431,0.131048943299381,0.064749096439758,0.00812113271977919,0.163571488823431,"grey"
"ASXL3","turquoise",TRUE,0.25620165537095,0.24029250088381,0.450843649407794,0.318984826713986,0.450843649407794,"turquoise"
"CLEC18C","grey",TRUE,0.179303465038934,0.0621686532477268,0.0994035669487309,0.0339941397614213,0.179303465038934,"grey"
"EYA4","turquoise",TRUE,0.10056861197714,0.0323963415692872,0.64873130601652,0.355342641330131,0.64873130601652,"turquoise"
"GABRB1","grey",TRUE,0.20726656774088,-0.101533969845205,-0.0205872040103738,0.0609189827625396,0.20726656774088,"grey"
"KCNE1","turquoise",TRUE,0.0904979609654971,0.12348517946039,0.65981942952497,0.432663422277015,0.65981942952497,"turquoise"
"KLF7-IT1","grey",TRUE,0.417477670583644,-0.0137892757706675,0.182647711634185,0.102977700903259,0.417477670583644,"grey"
"PGLYRP1","turquoise",TRUE,0.127608948414681,0.0871690751929853,0.206668188328472,0.148707430644509,0.206668188328472,"turquoise"
"RP11-175D17.3","grey",TRUE,0.206235270568421,-0.149325038316068,0.0453715740769589,0.00756161327071321,0.206235270568421,"grey"
"RP11-261C10.5","turquoise",TRUE,0.276877905507479,0.00845074621699659,0.262968401526365,0.105753369688993,0.276877905507479,"grey"
"RP11-326C3.15","grey",TRUE,0.398100388484045,-0.231718801356172,0.0562576798461834,0.0369996546135915,0.398100388484045,"grey"
"RP11-685B14.1","grey",TRUE,0.164275735615441,-0.0101303363375964,-0.0849716615417381,-0.0191835159896159,0.164275735615441,"grey"
"RP11-84A19.4","grey",TRUE,0.340416729038102,-0.0798822634131722,0.0526384335249781,-0.0262577321584404,0.340416729038102,"grey"
"RSPO1","turquoise",TRUE,0.105979861722389,0.238211201961329,0.691635155231526,0.623979918821733,0.691635155231526,"turquoise"
