"module","module_size.x","target_overlap","target_genes","module_size.y","target_score_cor","target_score_p","cohort_COAD_cor","cohort_COAD_p","target_score_BH_FDR","cohort_COAD_BH_FDR"
"blue",276,0,"",276,0.633417910503281,5.16754540177289e-44,-0.0158532928610737,0.758052795522184,1.03350908035458e-43,0.758052795522184
"brown",200,1,"PTGER2",200,0.465072389205845,8.63900573099357e-22,0.0605151245565734,0.239255609400161,1.15186743079914e-21,0.403312206627946
"grey",4743,6,"CA9;CCL20;CYP2C9;CYP3A4;IGFBP1;IL1A",4743,0.0544210138360979,0.289986967076149,-0.146294581611373,0.00426586588981639,0.289986967076149,0.0170634635592656
"turquoise",2781,9,"DKK1;ESR1;HPGD;HSPA1A;MMP2;MMP9;PGR;PTGS2;SELE",2781,0.734781545432937,1.05718979331636e-65,-0.0530328674112049,0.302484154970959,4.22875917326543e-65,0.403312206627946
