probe_id,gene_symbol,mad,selection_rank
ENSG00000170419.10,VSTM2A,2.5049999999999994,1234
ENSG00000075461.5,CACNG4,2.504,1235
ENSG00000275395.4,FCGBP,2.5015,1236
ENSG00000273763.1,RP11-420C9.1,2.50085,1237
ENSG00000279591.1,AC002044.1,2.5004999999999997,1238
ENSG00000183273.6,CCDC60,2.49995,1239
ENSG00000240618.1,RP11-206L10.5,2.4995000000000003,1240
ENSG00000237080.2,EHMT2-AS1,2.4993499999999997,1241
ENSG00000280212.1,RP11-49K24.3,2.4979999999999998,1242
ENSG00000270951.1,RP1-309F20.4,2.4973,1243
ENSG00000269420.5,PLA2G4C-AS1,2.497,1244
ENSG00000230533.1,RP11-95M15.1,2.497,1245
ENSG00000233306.2,TRGV2,2.495,1246
ENSG00000083782.7,EPYC,2.4939999999999998,1247
ENSG00000213070.3,HMGB3P6,2.4939999999999998,1248
ENSG00000242899.1,RPL7P16,2.4939999999999998,1249
ENSG00000196859.7,KRT39,2.4924999999999997,1250
ENSG00000091138.12,SLC26A3,2.4909999999999997,1251
ENSG00000105205.6,CLC,2.49,1252
ENSG00000131730.15,CKMT2,2.4885,1253
ENSG00000171889.3,MIR31HG,2.4875,1254
ENSG00000228079.2,AC012368.1,2.487,1255
ENSG00000204983.12,PRSS1,2.48685,1256
ENSG00000184905.8,TCEAL2,2.48685,1257
ENSG00000187908.15,DMBT1,2.486,1258
ENSG00000236438.6,FAM157A,2.483,1259
ENSG00000274737.1,RP5-1057I20.6,2.483,1260
ENSG00000236280.1,AC114737.3,2.482,1261
ENSG00000183036.10,PCP4,2.482,1262
ENSG00000211753.4,TRBV28,2.48,1263
ENSG00000280137.1,RP11-297C4.6,2.4798,1264
ENSG00000255629.1,RP11-196H14.3,2.47975,1265
ENSG00000265282.1,RP11-269G24.4,2.4789999999999996,1266
ENSG00000237672.1,KRR1P1,2.4770000000000003,1267
ENSG00000257210.1,NACAP3,2.4770000000000003,1268
ENSG00000248409.1,KB-1269D1.8,2.477,1269
ENSG00000227598.1,RP1-167A14.2,2.47515,1270
ENSG00000235736.1,RP1-10C16.1,2.4714,1271
ENSG00000132855.4,ANGPTL3,2.471,1272
ENSG00000165805.9,C12orf50,2.471,1273
ENSG00000148408.12,CACNA1B,2.471,1274
ENSG00000054803.3,CBLN4,2.471,1275
ENSG00000217929.3,CICP18,2.471,1276
ENSG00000278875.1,CTC-439O9.1,2.471,1277
ENSG00000261175.5,CTD-2015G9.2,2.471,1278
ENSG00000259219.1,CTD-3076O17.2,2.471,1279
ENSG00000249715.9,FER1L5,2.471,1280
ENSG00000075388.3,FGF4,2.471,1281
ENSG00000186628.12,FSD2,2.471,1282
ENSG00000272647.1,GS1-259H13.11,2.471,1283
ENSG00000241478.1,HSPA8P9,2.471,1284
ENSG00000276975.1,HYDIN2,2.471,1285
ENSG00000174498.13,IGDCC3,2.471,1286
ENSG00000169306.9,IL1RAPL1,2.471,1287
ENSG00000151704.15,KCNJ1,2.471,1288
ENSG00000164794.8,KCNV1,2.471,1289
ENSG00000232712.6,KIZ-AS1,2.471,1290
ENSG00000161594.6,KLHL10,2.471,1291
ENSG00000245526.8,LINC00461,2.471,1292
ENSG00000224957.5,LINC01266,2.471,1293
ENSG00000145721.11,LIX1,2.471,1294
ENSG00000259641.5,PCAT29,2.471,1295
ENSG00000138650.8,PCDH10,2.471,1296
ENSG00000078795.16,PKD2L2,2.471,1297
ENSG00000078328.19,RBFOX1,2.471,1298
ENSG00000176406.20,RIMS2,2.471,1299
ENSG00000104237.6,RP1,2.471,1300
ENSG00000274281.1,RP11-326N17.2,2.471,1301
ENSG00000229052.2,RP11-386I23.1,2.471,1302
ENSG00000257175.2,RP11-536C10.12,2.471,1303
ENSG00000273679.1,RP11-566K19.8,2.471,1304
ENSG00000255872.3,RP11-613M10.9,2.471,1305
ENSG00000236241.1,RP11-744O11.2,2.471,1306
ENSG00000233974.3,RP11-823P9.3,2.471,1307
ENSG00000279071.1,RP11-83B20.3,2.471,1308
ENSG00000270002.1,RP11-93H12.4,2.471,1309
ENSG00000261529.1,RP13-487P22.1,2.471,1310
ENSG00000279853.1,RP5-844F9.1,2.471,1311
ENSG00000009694.13,TENM1,2.471,1312
ENSG00000214128.10,TMEM213,2.471,1313
ENSG00000168454.11,TXNDC2,2.471,1314
ENSG00000274956.2,UG0898H09,2.471,1315
ENSG00000134588.12,USP26,2.471,1316
ENSG00000175267.14,VWA3A,2.471,1317
ENSG00000196109.6,ZNF676,2.471,1318
ENSG00000102837.6,OLFM4,2.4689999999999994,1319
ENSG00000258048.1,RP11-530C5.1,2.4651,1320
ENSG00000224826.1,AC019109.1,2.465,1321
ENSG00000260757.1,RP11-120K18.2,2.465,1322
ENSG00000233438.1,AC109829.1,2.4639999999999995,1323
ENSG00000248196.1,RP11-476C8.2,2.4639999999999995,1324
ENSG00000228330.1,RP11-730A19.5,2.4639999999999995,1325
ENSG00000258357.1,RP11-778J16.2,2.4639999999999995,1326
ENSG00000258525.1,RP11-829H16.3,2.4639999999999995,1327
ENSG00000228372.7,RP11-85L21.4,2.4639999999999995,1328
ENSG00000198134.3,RP11-267J23.4,2.4637000000000002,1329
ENSG00000269978.1,RP11-338N10.3,2.4637000000000002,1330
ENSG00000211968.3,IGHV1-58,2.4635,1331
ENSG00000112116.9,IL17F,2.462,1332
ENSG00000138100.13,TRIM54,2.462,1333
ENSG00000265888.1,DSCAS,2.4619999999999997,1334
ENSG00000266578.1,RP11-838N2.5,2.4619999999999997,1335
ENSG00000224886.2,RP11-119F19.4,2.461,1336
ENSG00000230188.1,RP11-405L18.4,2.461,1337
ENSG00000243514.2,RPL32P33,2.4609,1338
ENSG00000108576.9,SLC6A4,2.4598,1339
ENSG00000268861.5,CTD-2207O23.3,2.453,1340
ENSG00000233377.1,MTND4P20,2.4425,1341
ENSG00000269994.1,RP11-276H19.2,2.4400000000000004,1342
ENSG00000244541.5,LINC01213,2.4387,1343
ENSG00000274501.1,RP4-583P15.16,2.4384999999999994,1344
ENSG00000211669.2,IGLV3-10,2.4381000000000004,1345
ENSG00000235454.1,HAUS6P3,2.4320000000000004,1346
ENSG00000205177.6,C11orf91,2.4299999999999997,1347
ENSG00000125787.11,GNRH2,2.4299999999999997,1348
ENSG00000213997.3,PGAM1P7,2.4299999999999997,1349
ENSG00000254035.1,RP11-281O15.4,2.4299999999999997,1350
ENSG00000238110.1,RP11-350E12.5,2.4299999999999997,1351
ENSG00000080293.9,SCTR,2.4290000000000003,1352
ENSG00000271156.1,RP11-642C5.1,2.4269999999999996,1353
ENSG00000274629.1,RP11-92F20.1,2.424,1354
ENSG00000144229.11,THSD7B,2.424,1355
ENSG00000237668.1,RPS15AP38,2.4217,1356
ENSG00000145808.8,ADAMTS19,2.4204999999999997,1357
ENSG00000124302.12,CHST8,2.420000000000001,1358
ENSG00000196616.12,ADH1B,2.4195,1359
ENSG00000185686.17,PRAME,2.418,1360
ENSG00000223350.2,IGLV9-49,2.4175,1361
ENSG00000157765.11,SLC34A2,2.414,1362
ENSG00000165863.16,C10orf82,2.412,1363
ENSG00000279576.1,MALAT1,2.4119,1364
ENSG00000238213.1,TARDBPP2,2.4090000000000003,1365
ENSG00000177984.6,LCN15,2.4086000000000003,1366
ENSG00000232560.6,LINC01549,2.40825,1367
ENSG00000222636.1,RN7SKP54,2.4059999999999997,1368
ENSG00000111404.6,RERGL,2.4044999999999996,1369
ENSG00000184368.15,MAP7D2,2.404,1370
ENSG00000234389.1,AC007278.3,2.403,1371
ENSG00000249162.1,ADAM20P3,2.403,1372
ENSG00000205111.8,CDKL4,2.403,1373
ENSG00000123977.9,DAW1,2.403,1374
ENSG00000229715.4,EEF1DP3,2.403,1375
ENSG00000267336.1,EIF4A2P1,2.403,1376
ENSG00000275672.1,GATM-AS1,2.403,1377
ENSG00000130950.13,NUTM2F,2.403,1378
ENSG00000237917.1,PARP4P1,2.403,1379
ENSG00000272884.1,RP11-104H15.10,2.403,1380
ENSG00000204049.1,RP11-126H7.4,2.403,1381
ENSG00000167780.11,SOAT2,2.403,1382
ENSG00000275379.1,HIST1H3I,2.402,1383
ENSG00000275559.1,DLEU2_6,2.3985,1384
ENSG00000158525.15,CPA5,2.3975,1385
ENSG00000196427.13,NBPF4,2.397,1386
ENSG00000244723.3,ASLP1,2.3964999999999996,1387
ENSG00000167768.4,KRT1,2.396,1388
ENSG00000264222.1,RP11-757O6.1,2.396,1389
ENSG00000256084.1,RP11-134N1.2,2.3950000000000005,1390
ENSG00000269667.1,RP11-542M13.2,2.395,1391
ENSG00000211782.2,TRAV8-1,2.395,1392
ENSG00000280006.1,AC009060.2,2.3949999999999996,1393
ENSG00000274308.1,RP11-19G24.1,2.3919999999999995,1394
ENSG00000231475.3,IGHV4-31,2.391,1395
ENSG00000211655.3,IGLV1-36,2.391,1396
ENSG00000146469.12,VIP,2.38995,1397
ENSG00000101958.13,GLRA2,2.38865,1398
ENSG00000250584.2,LINC01511,2.3885,1399
ENSG00000145423.4,SFRP2,2.3874999999999997,1400
ENSG00000211972.2,IGHV3-66,2.387,1401
ENSG00000235957.1,COX7CP1,2.3858,1402
ENSG00000234617.1,SNRK-AS1,2.3820000000000006,1403
ENSG00000136695.14,IL36RN,2.3810000000000002,1404
ENSG00000211664.2,IGLV2-18,2.37915,1405
ENSG00000273598.1,PMS2P6,2.3783000000000003,1406
ENSG00000255000.1,AC139103.1,2.377,1407
ENSG00000173401.9,GLIPR1L1,2.377,1408
ENSG00000228779.1,Z69666.2,2.377,1409
ENSG00000211898.7,IGHD,2.3735,1410
ENSG00000240919.1,RP11-400K9.1,2.373,1411
ENSG00000258450.1,RP11-649E7.7,2.3675,1412
ENSG00000233064.2,RP3-380B8.4,2.3674,1413
ENSG00000255750.5,RP11-283G6.5,2.3655,1414
ENSG00000260955.2,RP11-30L15.6,2.3655,1415
ENSG00000256948.1,RP11-598F7.3,2.3655,1416
ENSG00000219433.2,BTBD10P2,2.3629999999999995,1417
ENSG00000088926.13,F11,2.3629999999999995,1418
ENSG00000211784.2,TRAV10,2.3625999999999996,1419
ENSG00000175497.16,DPP10,2.3615,1420
ENSG00000204352.2,C9orf129,2.3609999999999993,1421
ENSG00000259414.1,HERC2P7,2.3605,1422
ENSG00000090402.7,SI,2.35885,1423
ENSG00000261713.6,SSTR5-AS1,2.3568,1424
ENSG00000178115.11,GOLGA8Q,2.3550000000000004,1425
ENSG00000229739.2,RP11-295K2.3,2.3550000000000004,1426
ENSG00000130595.16,TNNT3,2.3550000000000004,1427
ENSG00000227755.1,AP000344.4,2.355,1428
ENSG00000211650.2,IGLV5-45,2.3537500000000002,1429
ENSG00000211951.2,IGHV2-26,2.3536,1430
ENSG00000261793.1,RP11-350O14.18,2.35265,1431
ENSG00000249001.5,RP11-742B18.1,2.3505000000000003,1432
ENSG00000067842.17,ATP2B3,2.3504999999999994,1433
ENSG00000254718.6,CTD-2184C24.2,2.3504999999999994,1434
ENSG00000151005.4,TKTL2,2.3504999999999994,1435
ENSG00000232369.1,RP5-882O7.4,2.35,1436
ENSG00000267015.1,RP11-800A18.4,2.34795,1437
ENSG00000264019.1,RP11-6N17.6,2.3464,1438
ENSG00000128610.11,FEZF1,2.3449999999999998,1439
ENSG00000134551.12,PRH2,2.343,1440
ENSG00000172752.14,COL6A5,2.342,1441
ENSG00000182040.8,USH1G,2.342,1442
ENSG00000187682.1,ERAS,2.3395,1443
ENSG00000205693.3,MANSC4,2.3395,1444
ENSG00000257764.2,RP11-1143G9.4,2.3394500000000003,1445
ENSG00000256007.1,ARAP1-AS1,2.3392999999999997,1446
ENSG00000233569.1,RP11-500B12.1,2.33655,1447
ENSG00000267436.1,AC005786.7,2.33635,1448
ENSG00000183979.7,NPB,2.3345000000000002,1449
ENSG00000259394.2,RP11-244F12.1,2.3345000000000002,1450
ENSG00000262519.1,TXNP4,2.33385,1451
ENSG00000174325.4,DIRC1,2.3309999999999995,1452
ENSG00000196917.5,HCAR1,2.3309999999999995,1453
ENSG00000282024.1,RP3-467D16.3,2.3309999999999995,1454
ENSG00000170454.5,KRT75,2.3279999999999994,1455
ENSG00000237025.1,RP1-315G1.1,2.3279999999999994,1456
ENSG00000260476.1,RP11-254F7.1,2.3279999999999994,1457
ENSG00000255843.1,AP000593.7,2.3270000000000004,1458
ENSG00000137860.11,SLC28A2,2.327,1459
ENSG00000109182.11,CWH43,2.3265000000000002,1460
ENSG00000273471.1,RP13-1039J1.4,2.3265000000000002,1461
ENSG00000237009.2,GLIS3-AS1,2.3255,1462
ENSG00000106809.10,OGN,2.3255,1463
ENSG00000211942.3,IGHV3-13,2.3245,1464
ENSG00000279193.1,RP11-143E21.2,2.3243,1465
ENSG00000181617.5,FDCSP,2.3238,1466
ENSG00000211964.3,IGHV3-48,2.3225,1467
ENSG00000185269.11,NOTUM,2.3169999999999997,1468
ENSG00000248778.1,RP11-311D14.1,2.3158000000000003,1469
ENSG00000136231.13,IGF2BP3,2.3154999999999997,1470
ENSG00000187140.5,FOXD3,2.3119999999999994,1471
ENSG00000276223.1,RP4-781B1.5,2.3105,1472
ENSG00000254665.1,RP11-152H18.3,2.309,1473
ENSG00000249937.5,RP11-454P21.1,2.309,1474
ENSG00000175084.11,DES,2.308,1475
ENSG00000222043.2,AC079305.10,2.3064999999999998,1476
ENSG00000240040.5,AC096579.13,2.303,1477
ENSG00000229228.1,LINC00582,2.303,1478
ENSG00000262921.1,RP11-141J13.3,2.3025,1479
ENSG00000007350.16,TKTL1,2.301,1480
ENSG00000273325.1,RP1-90G24.11,2.3003,1481
ENSG00000019102.11,VSIG2,2.29935,1482
ENSG00000170367.4,CST5,2.2990000000000004,1483
ENSG00000275294.4,RP11-428O18.6,2.2990000000000004,1484
ENSG00000172971.7,UNC93B3,2.2990000000000004,1485
ENSG00000211934.3,IGHV1-2,2.2985,1486
ENSG00000127083.7,OMD,2.2982,1487
ENSG00000266936.1,CTC-215O4.4,2.2979,1488
ENSG00000211800.3,TRAV20,2.2979,1489
ENSG00000211806.2,TRAV25,2.29645,1490
ENSG00000205420.10,KRT6A,2.2946,1491
ENSG00000232814.2,COL4A2-AS1,2.2945,1492
ENSG00000272798.1,CTA-390C10.9,2.2939999999999996,1493
ENSG00000228201.1,AL022341.3,2.293,1494
ENSG00000256462.1,RP11-116G8.5,2.293,1495
ENSG00000235522.6,AC009505.2,2.2929999999999997,1496
ENSG00000236173.1,RP1-182D15.2,2.2929999999999997,1497
ENSG00000254142.2,RP11-53M11.3,2.2912,1498
ENSG00000250740.1,RP11-710F7.2,2.29,1499
ENSG00000223701.3,RAET1E-AS1,2.2897499999999997,1500
ENSG00000226386.1,PARD3-AS1,2.2893,1501
ENSG00000269191.1,AC005387.2,2.285,1502
ENSG00000271049.1,CTD-2553L13.7,2.2849999999999997,1503
ENSG00000215182.8,MUC5AC,2.2849999999999997,1504
ENSG00000172554.11,SNTG2,2.2849999999999997,1505
ENSG00000015592.16,STMN4,2.2849999999999997,1506
ENSG00000260107.1,AC005606.15,2.2830000000000004,1507
ENSG00000276763.1,RP11-381E24.4,2.282,1508
ENSG00000171872.4,KLF17,2.2805,1509
ENSG00000273257.1,RP11-177J6.1,2.2786999999999997,1510
ENSG00000226087.1,AC106869.2,2.2785,1511
ENSG00000241244.1,IGKV1D-16,2.2785,1512
ENSG00000272823.1,RP11-295M18.6,2.2785,1513
ENSG00000184937.12,WT1,2.2785,1514
ENSG00000211638.2,IGLV8-61,2.27625,1515
ENSG00000211658.2,IGLV3-27,2.276,1516
ENSG00000211815.3,TRAV36DV7,2.2759,1517
ENSG00000257956.1,NOP56P3,2.2721999999999998,1518
ENSG00000258988.1,RP11-125H8.1,2.271,1519
ENSG00000254648.1,RP11-713P17.4,2.271,1520
ENSG00000261329.5,CTD-2049O4.1,2.2695000000000003,1521
ENSG00000273384.1,RP5-1098D14.1,2.2695000000000003,1522
ENSG00000224040.1,HMGN1P4,2.2681000000000004,1523
ENSG00000185607.5,ACTBP7,2.266,1524
ENSG00000147081.14,AKAP4,2.266,1525
ENSG00000269058.5,CALR3,2.266,1526
ENSG00000196353.11,CPNE4,2.266,1527
ENSG00000224652.1,LINC00885,2.266,1528
ENSG00000181143.15,MUC16,2.266,1529
ENSG00000169760.17,NLGN1,2.266,1530
ENSG00000197893.13,NRAP,2.266,1531
ENSG00000187848.12,P2RX2,2.266,1532
ENSG00000206549.12,PRSS50,2.266,1533
ENSG00000204179.10,PTPN20,2.266,1534
ENSG00000128253.13,RFPL2,2.266,1535
ENSG00000185002.9,RFX6,2.266,1536
ENSG00000255465.3,RP11-264E20.1,2.266,1537
ENSG00000226337.3,RP11-274B18.4,2.266,1538
ENSG00000280181.1,RP11-629N8.4,2.266,1539
ENSG00000259881.1,RP11-830F9.5,2.266,1540
ENSG00000261226.1,RP11-830F9.7,2.266,1541
ENSG00000227827.3,RP11-958N24.2,2.266,1542
ENSG00000102683.7,SGCG,2.266,1543
ENSG00000235958.5,UBOX5-AS1,2.266,1544
ENSG00000136918.7,WDR38,2.266,1545
ENSG00000243738.3,RN7SL181P,2.26585,1546
ENSG00000157005.3,SST,2.2649,1547
ENSG00000258245.1,RP11-114H23.3,2.2635,1548
ENSG00000267343.1,CTC-499B15.4,2.2619999999999996,1549
ENSG00000273348.1,RP11-535A5.1,2.2605000000000004,1550
ENSG00000225380.4,IGKV1OR9-2,2.2605,1551
ENSG00000249942.1,AC142293.3,2.259,1552
ENSG00000261402.1,RP11-378I6.1,2.2585,1553
ENSG00000243264.2,IGKV2D-29,2.2575000000000003,1554
ENSG00000113525.9,IL5,2.2565,1555
ENSG00000232545.1,KB-318B8.7,2.2540000000000004,1556
ENSG00000272076.1,RP11-11C20.3,2.2540000000000004,1557
ENSG00000260167.1,RP11-146F11.5,2.2540000000000004,1558
ENSG00000258465.6,RP11-574F21.3,2.2540000000000004,1559
ENSG00000251230.5,RP11-701P16.5,2.2540000000000004,1560
ENSG00000222037.5,IGLC6,2.25345,1561
ENSG00000113296.14,THBS4,2.2504,1562
ENSG00000239819.2,IGKV1D-8,2.2499000000000002,1563
ENSG00000135702.14,CHST5,2.248,1564
ENSG00000266869.1,RP6-114E22.1,2.2472000000000003,1565
ENSG00000227857.2,RP4-533D7.5,2.2447,1566
ENSG00000253829.1,RP11-723D22.3,2.2440999999999995,1567
ENSG00000211937.3,IGHV2-5,2.2434000000000003,1568
ENSG00000237614.1,AC073257.2,2.2424999999999997,1569
ENSG00000260279.2,AC137932.5,2.242,1570
ENSG00000225698.3,IGHV3-72,2.2403,1571
ENSG00000268262.1,CTC-246B18.8,2.24,1572
ENSG00000214814.6,FER1L6,2.24,1573
ENSG00000110680.12,CALCA,2.2393,1574
ENSG00000169397.3,RNASE3,2.239,1575
ENSG00000214955.5,AP000318.2,2.2354999999999996,1576
ENSG00000261060.1,RP11-545A16.4,2.2354999999999996,1577
ENSG00000239344.1,RP11-771F20.1,2.2354999999999996,1578
ENSG00000132872.11,SYT4,2.2354999999999996,1579
ENSG00000272440.1,RP11-379F4.6,2.2342,1580
ENSG00000232139.5,LINC00867,2.234,1581
ENSG00000258913.1,RP11-260M19.2,2.234,1582
ENSG00000232470.1,RP11-313D6.3,2.234,1583
ENSG00000196542.8,SPTSSB,2.23395,1584
ENSG00000227331.1,AC005042.2,2.2325,1585
ENSG00000237594.2,AP000251.3,2.2304,1586
ENSG00000134757.4,DSG3,2.229,1587
ENSG00000108244.16,KRT23,2.2285,1588
ENSG00000275743.1,TRBV14,2.22795,1589
ENSG00000255513.1,AC005363.9,2.2229,1590
ENSG00000204837.3,RP11-204M4.2,2.22225,1591
ENSG00000239948.2,RN7SL368P,2.222,1592
ENSG00000102109.8,PCSK1N,2.2219999999999995,1593
ENSG00000267323.1,SLC25A1P5,2.2215,1594
ENSG00000266969.1,RP11-773H22.4,2.221,1595
ENSG00000260092.1,RP11-77K12.7,2.2203000000000004,1596
ENSG00000265962.1,GACAT2,2.2199999999999998,1597
ENSG00000234142.1,RP11-276E17.2,2.2199999999999998,1598
ENSG00000261671.1,RP11-573G6.6,2.2199999999999998,1599
ENSG00000226308.1,RP4-813D12.3,2.2199999999999998,1600
ENSG00000264127.1,SCML2P1,2.2199999999999998,1601
ENSG00000242142.1,SERBP1P3,2.2199999999999998,1602
ENSG00000006128.11,TAC1,2.2199999999999998,1603
ENSG00000179636.14,TPPP2,2.2199999999999998,1604
ENSG00000253661.1,ZFHX4-AS1,2.2199999999999998,1605
ENSG00000227632.2,AC018804.6,2.2188,1606
ENSG00000273267.1,RP11-338K13.1,2.2155000000000005,1607
ENSG00000261459.1,AC002310.11,2.215,1608
ENSG00000211670.2,IGLV3-9,2.2142,1609
ENSG00000158296.13,SLC13A3,2.2139999999999995,1610
ENSG00000181195.10,PENK,2.2138999999999998,1611
ENSG00000152785.6,BMP3,2.2135,1612
ENSG00000143921.6,ABCG8,2.213,1613
ENSG00000236714.1,AC005592.1,2.213,1614
ENSG00000266907.1,AC006116.22,2.213,1615
ENSG00000226806.1,AC011893.3,2.213,1616
ENSG00000237222.3,AC090505.6,2.213,1617
ENSG00000203635.2,AC144450.2,2.213,1618
ENSG00000227471.8,AKR1B15,2.213,1619
ENSG00000134343.12,ANO3,2.213,1620
ENSG00000213338.3,ATF4P1,2.213,1621
ENSG00000273041.1,ATF4P2,2.213,1622
ENSG00000157087.16,ATP2B2,2.213,1623
ENSG00000237452.2,BHMG1,2.213,1624
ENSG00000214688.4,C10orf105,2.213,1625
ENSG00000134873.9,CLDN10,2.213,1626
ENSG00000215441.3,CTAGE12P,2.213,1627
ENSG00000279161.1,CTB-12A17.2,2.213,1628
ENSG00000232578.4,CTC-303L1.1,2.213,1629
ENSG00000168631.11,DPCR1,2.213,1630
ENSG00000171587.14,DSCAM,2.213,1631
ENSG00000260230.2,FRRS1L,2.213,1632
ENSG00000270765.5,GAS2L2,2.213,1633
ENSG00000109163.6,GNRHR,2.213,1634
ENSG00000120436.3,GPR31,2.213,1635
ENSG00000141449.14,GREB1L,2.213,1636
ENSG00000198822.10,GRM3,2.213,1637
ENSG00000037965.5,HOXC8,2.213,1638
ENSG00000158748.3,HTR6,2.213,1639
ENSG00000050030.13,KIAA2022,2.213,1640
ENSG00000279484.1,KLHL30-AS1,2.213,1641
ENSG00000174697.4,LEP,2.213,1642
ENSG00000224939.1,LINC00184,2.213,1643
ENSG00000235532.1,LINC00402,2.213,1644
ENSG00000250334.5,LINC00989,2.213,1645
ENSG00000249346.6,LINC01016,2.213,1646
ENSG00000168702.16,LRP1B,2.213,1647
ENSG00000162494.5,LRRC38,2.213,1648
ENSG00000006788.12,MYH13,2.213,1649
ENSG00000179915.20,NRXN1,2.213,1650
ENSG00000162068.1,NTN3,2.213,1651
ENSG00000122375.11,OPN4,2.213,1652
ENSG00000225937.1,PCA3,2.213,1653
ENSG00000179165.10,PXT1,2.213,1654
ENSG00000235111.1,RP1-29C18.8,2.213,1655
ENSG00000278935.1,RP11-173D3.4,2.213,1656
ENSG00000204277.1,RP11-219G17.4,2.213,1657
ENSG00000279762.3,RP11-227G15.12,2.213,1658
ENSG00000267924.1,RP11-255H23.4,2.213,1659
ENSG00000249328.2,RP11-26J3.1,2.213,1660
ENSG00000226237.1,RP11-276H19.1,2.213,1661
ENSG00000239254.1,RP11-365F18.3,2.213,1662
ENSG00000236114.1,RP11-517P14.7,2.213,1663
ENSG00000175967.3,RP11-544L8__B.4,2.213,1664
ENSG00000278090.1,RP11-6O2.2,2.213,1665
ENSG00000248769.1,RP11-974F13.5,2.213,1666
ENSG00000278954.1,RP13-415G19.2,2.213,1667
ENSG00000245261.1,RP3-330M21.5,2.213,1668
ENSG00000182376.2,RP5-1142A6.8,2.213,1669
ENSG00000136546.13,SCN7A,2.213,1670
ENSG00000133488.14,SEC14L4,2.213,1671
ENSG00000187902.11,SHISA7,2.213,1672
ENSG00000237515.7,SHISA9,2.213,1673
ENSG00000165349.11,SLC7A3,2.213,1674
ENSG00000185985.8,SLITRK2,2.213,1675
ENSG00000130540.13,SULT4A1,2.213,1676
ENSG00000163630.10,SYNPR,2.213,1677
ENSG00000134207.14,SYT6,2.213,1678
ENSG00000146221.9,TCTE1,2.213,1679
ENSG00000188133.5,TMEM215,2.213,1680
ENSG00000134258.16,VTCN1,2.213,1681
ENSG00000249923.1,XXbac-B444P24.8,2.213,1682
ENSG00000179930.5,ZNF648,2.213,1683
ENSG00000273082.1,LL22NC03-32F9.1,2.21285,1684
ENSG00000242534.2,IGKV2D-28,2.2125000000000004,1685
ENSG00000129455.15,KLK8,2.2119999999999997,1686
ENSG00000211685.3,IGLC7,2.21,1687
ENSG00000276916.1,RP11-230F18.6,2.21,1688
ENSG00000258792.4,RP11-944C7.1,2.21,1689
ENSG00000211947.2,IGHV3-21,2.2095000000000002,1690
ENSG00000144908.13,ALDH1L1,2.207,1691
ENSG00000169035.11,KLK7,2.2058,1692
ENSG00000241755.1,IGKV1-9,2.2045000000000003,1693
ENSG00000271046.1,RP11-138I18.2,2.204,1694
ENSG00000211625.2,IGKV3D-20,2.20245,1695
ENSG00000230912.1,RP3-508I15.10,2.2015000000000002,1696
ENSG00000211890.3,IGHA2,2.2015,1697
ENSG00000189068.9,VSTM1,2.199,1698
ENSG00000198732.10,SMOC1,2.19605,1699
ENSG00000271947.1,RP11-439M11.1,2.196,1700
ENSG00000279018.1,AC007906.1,2.1959999999999997,1701
ENSG00000267644.1,CTD-2008P7.10,2.1959999999999997,1702
ENSG00000239828.6,RP11-446H18.5,2.1959999999999997,1703
ENSG00000234800.2,PCMTD1P3,2.195,1704
ENSG00000213981.8,AC007277.3,2.1935000000000002,1705
ENSG00000260719.1,AC009133.17,2.191,1706
ENSG00000281508.1,CDR1-AS,2.191,1707
ENSG00000249210.1,GAPDHP38,2.191,1708
ENSG00000189238.5,LINC00943,2.191,1709
ENSG00000197632.8,SERPINB2,2.191,1710
ENSG00000243238.1,IGKV2-30,2.1902,1711
ENSG00000274364.1,RP3-324O17.7,2.18815,1712
ENSG00000134463.14,ECHDC3,2.187,1713
ENSG00000278020.1,HOXA11-AS1_6,2.1860999999999997,1714
ENSG00000232876.1,CTA-212D2.2,2.1859999999999995,1715
ENSG00000213424.8,KRT222,2.1859999999999995,1716
ENSG00000228340.5,MIR646HG,2.1859999999999995,1717
ENSG00000233399.2,RP11-111I12.1,2.1859999999999995,1718
ENSG00000272542.1,RP11-255P5.2,2.1859999999999995,1719
ENSG00000131126.18,TEX101,2.1859999999999995,1720
ENSG00000188257.10,PLA2G2A,2.1854999999999998,1721
ENSG00000188293.5,IGFL1,2.1853,1722
ENSG00000169876.13,MUC17,2.18135,1723
ENSG00000140274.13,DUOXA2,2.181,1724
ENSG00000226320.5,AC018359.1,2.1809999999999996,1725
ENSG00000234848.1,CTD-3105H18.7,2.1809999999999996,1726
ENSG00000146049.1,KAAG1,2.1809999999999996,1727
ENSG00000211952.3,IGHV4-28,2.1806,1728
ENSG00000196277.15,GRM7,2.1790000000000003,1729
ENSG00000236148.5,RPL23AP37,2.1790000000000003,1730
ENSG00000211950.2,IGHV1-24,2.178,1731
ENSG00000234193.1,AC097461.4,2.1775,1732
ENSG00000162344.3,FGF19,2.1775,1733
ENSG00000253217.1,KB-1991G8.1,2.1775,1734
ENSG00000260272.1,RP11-20I23.1,2.1775,1735
ENSG00000274269.1,RP4-545L17.12,2.1769999999999996,1736
ENSG00000211962.2,IGHV1-46,2.17665,1737
ENSG00000268621.5,AC006262.5,2.1755,1738
ENSG00000229372.1,SZT2-AS1,2.1754999999999995,1739
ENSG00000234772.1,LINC00412,2.175,1740
ENSG00000229122.1,AGBL5-IT1,2.1738999999999997,1741
ENSG00000221874.4,ZNF321P,2.17305,1742
