"sample_id","cohort","mean_expression","sd_expression","missing_values"
"TCGA-DM-A1D0-01","COAD",-2.72533322666667,3.86473405978585,0
"TCGA-CM-6675-01","COAD",-1.93681156,4.23326088094526,0
"TCGA-AY-6197-01","COAD",-2.05034438666667,4.06098048655707,0
"TCGA-DM-A28K-01","COAD",-2.69585432,4.08264015891275,0
"TCGA-G4-6307-01","COAD",-2.39925988666667,3.9199812622883,0
"TCGA-CM-5861-01","COAD",-3.35045971333333,4.59890529541514,0
"TCGA-CA-5796-01","COAD",-3.28534426666667,4.79707084134158,0
"TCGA-AZ-4323-01","COAD",-0.537991146666667,3.70438887759822,0
"TCGA-DM-A1DA-01","COAD",-2.99313429333333,4.04660508978388,0
"TCGA-D5-6928-01","COAD",-1.14231942666667,3.90551579878777,0
"TCGA-AA-3685-01","COAD",-2.57080160666667,4.0476079458539,0
"TCGA-A6-5664-01","COAD",-1.53617874,3.98058402862159,0
"TCGA-AZ-5407-01","COAD",-2.99976218,4.33470660552561,0
"TCGA-AY-6196-01","COAD",-0.978460666666667,4.09605170030722,0
"TCGA-D5-6920-01","COAD",-1.80748909333333,4.06585826901758,0
"TCGA-F4-6461-01","COAD",-2.03823097333333,4.05527137815856,0
"TCGA-D5-6540-01","COAD",-2.23042882,4.2698373534063,0
"TCGA-G4-6297-01","COAD",-1.57583059333333,4.0929905102065,0
"TCGA-A6-2686-01","COAD",-1.90584018666667,3.80994869069529,0
"TCGA-DM-A28F-01","COAD",-2.17161932,3.88181533502627,0
"TCGA-CA-5256-01","COAD",-3.38848635333333,4.27401058880072,0
"TCGA-A6-6142-01","COAD",-2.05703752666667,4.36237461403106,0
"TCGA-AZ-6608-01","COAD",-2.77042884666667,4.03986753960296,0
"TCGA-A6-6141-01","COAD",-2.18187584666667,4.22845299792028,0
"TCGA-G4-6306-01","COAD",-2.89855658666667,4.44729326979768,0
"TCGA-D5-6922-01","COAD",-1.15620187333333,3.67463984502199,0
"TCGA-DM-A288-01","COAD",-2.95233891333333,4.18569466545255,0
"TCGA-DM-A1HB-01","COAD",-3.11232007333333,4.1904064510087,0
"TCGA-A6-2682-01","COAD",-1.66184038666667,3.89173543547583,0
"TCGA-CK-4951-01","COAD",-1.92804899333333,4.04262615383387,0
"TCGA-CK-4948-01","COAD",-1.78098007333333,3.77457345110633,0
"TCGA-F4-6856-01","COAD",-2.75270098,4.53986934337565,0
"TCGA-F4-6569-01","COAD",-2.06838168666667,4.37167433592957,0
"TCGA-CM-6163-01","COAD",-1.68505685333333,3.8186277218496,0
"TCGA-D5-6535-01","COAD",-2.05870372,4.16910797811735,0
"TCGA-5M-AAT6-01","COAD",-1.74944507333333,4.2448891145432,0
"TCGA-AA-3526-01","COAD",-2.07228054666667,3.97595029798207,0
"TCGA-AD-6895-01","COAD",-2.32224374666667,4.23733449289777,0
"TCGA-G4-6586-01","COAD",-2.71718645333333,4.25583840231976,0
"TCGA-NH-A8F8-01","COAD",-1.93430818,3.9266213879177,0
"TCGA-D5-6529-01","COAD",-1.95268434,4.07885129117441,0
"TCGA-DM-A0XF-01","COAD",-2.08932452,3.92153962682283,0
"TCGA-A6-5667-01","COAD",-2.30432993333333,4.16266614217964,0
"TCGA-CM-6169-01","COAD",-2.03271019333333,4.60746275675717,0
"TCGA-CA-6719-01","COAD",-1.93213984666667,4.13589051021926,0
"TCGA-D5-7000-01","COAD",-1.71132867333333,3.87812176988483,0
"TCGA-G4-6625-01","COAD",-1.5100412,3.93489624648841,0
"TCGA-CM-6680-01","COAD",-1.32108080666667,3.82520676339085,0
"TCGA-CM-6166-01","COAD",-2.56839958,4.16726558329279,0
"TCGA-NH-A6GB-01","COAD",-2.42862773333333,4.19763087788505,0
"TCGA-D5-6923-01","COAD",-1.37504452,3.71288917795812,0
"TCGA-AZ-4614-01","COAD",-2.67206539333333,4.12467010706487,0
"TCGA-CM-5864-01","COAD",-2.63102089333333,4.1688297508014,0
"TCGA-CK-5912-01","COAD",-2.40154899333333,4.32588538766938,0
"TCGA-D5-6927-01","COAD",-1.96318248666667,4.2343369845233,0
"TCGA-QG-A5YW-01","COAD",-1.91480934666667,3.79274862746831,0
"TCGA-D5-6532-01","COAD",-2.41284373333333,4.1916839476709,0
"TCGA-CM-6172-01","COAD",-1.74042653333333,4.0078221018327,0
"TCGA-D5-6533-01","COAD",-2.48245182666667,4.26923787677315,0
"TCGA-DM-A28H-01","COAD",-2.50216714666667,3.86226195874877,0
"TCGA-F4-6460-01","COAD",-1.26740593333333,3.74071071741974,0
"TCGA-D5-5540-01","COAD",-3.17717845333333,4.03012608756962,0
"TCGA-A6-5660-01","COAD",-2.21364326,3.97026963777571,0
"TCGA-F4-6463-01","COAD",-1.9229567,4.1864378574075,0
"TCGA-CM-6170-01","COAD",-2.03880022666667,3.98820385941945,0
"TCGA-QG-A5Z2-01","COAD",-1.45995636,3.68347821498317,0
"TCGA-G4-6294-01","COAD",-2.18155134666667,3.8912071627209,0
"TCGA-D5-6530-01","COAD",-2.43763087333333,4.2648299589718,0
"TCGA-G4-6315-01","COAD",-2.70464337333333,4.25925910277086,0
"TCGA-AA-A01P-01","COAD",-2.18741165333333,4.23230040267183,0
"TCGA-G4-6303-01","COAD",-1.65590944666667,3.79279013386742,0
"TCGA-AZ-4682-01","COAD",-2.54439432666667,3.88234909667721,0
"TCGA-AD-6890-01","COAD",-2.19956921333333,4.08942960285384,0
"TCGA-AD-6889-01","COAD",-2.82180852,4.15809815541209,0
"TCGA-CK-4950-01","COAD",-2.28419529333333,4.05289981871621,0
"TCGA-CM-5344-01","COAD",-2.26987895333333,4.07386393341762,0
"TCGA-QG-A5Z1-01","COAD",-1.68299573333333,3.72341540396947,0
"TCGA-G4-6628-01","COAD",-2.28303097333333,4.14927321268905,0
"TCGA-D5-6534-01","COAD",-1.19066176666667,4.00472272100142,0
"TCGA-A6-5659-01","COAD",-2.06932554613333,3.15990106653381,0
"TCGA-CM-5862-01","COAD",-3.02688778,4.16359469847233,0
"TCGA-AA-3697-01","COAD",-2.37026802,4.22414399398609,0
"TCGA-F4-6704-01","COAD",-1.68560547333333,3.85768481061356,0
"TCGA-CK-6751-01","COAD",-2.88576410666667,4.35517757697128,0
"TCGA-AD-A5EJ-01","COAD",-2.43935054,4.05963243401793,0
"TCGA-T9-A92H-01","COAD",-2.23092578666667,3.95134808017632,0
"TCGA-CA-6716-01","COAD",-2.19290426,3.9973419914918,0
"TCGA-AA-A01Z-01","COAD",-3.11782671333333,4.1630837368613,0
"TCGA-D5-5537-01","COAD",-2.15759276666667,4.18983558190365,0
"TCGA-D5-6531-01","COAD",-2.66205828666667,4.17406355377923,0
"TCGA-DM-A1D9-01","COAD",-2.41908252,3.80186728909397,0
"TCGA-DM-A1DB-01","COAD",-1.86608012,3.69825623805178,0
"TCGA-A6-A5ZU-01","COAD",-2.51539024,4.54746705022817,0
"TCGA-NH-A5IV-01","COAD",-1.56688278,3.79139333068122,0
"TCGA-A6-6651-01","COAD",-1.36591240666667,3.87813001554047,0
"TCGA-CA-6715-01","COAD",-2.21517764,4.02440778554414,0
"TCGA-CM-6674-01","COAD",-2.73320497333333,4.48384747239455,0
"TCGA-D5-6932-01","COAD",-2.02380454666667,3.85648501169632,0
"TCGA-A6-6137-01","COAD",-1.77707795333333,3.97845311031051,0
"TCGA-CK-5916-01","COAD",-2.80094899333333,4.56569671144391,0
"TCGA-F4-6459-01","COAD",-1.48917785333333,4.05066402006392,0
"TCGA-CM-6165-01","COAD",-1.87079263333333,4.085114248474,0
"TCGA-A6-3810-01","COAD",-1.30334831546667,2.93813772442196,0
"TCGA-A6-6780-01","COAD",-1.72888026773333,3.40699469036387,0
"TCGA-CM-6677-01","COAD",-2.49605940666667,4.1873973527296,0
"TCGA-G4-6322-01","COAD",-2.25113295333333,4.06055791030464,0
"TCGA-F4-6854-01","COAD",-1.82556322666667,3.81223513791496,0
"TCGA-A6-A565-01","COAD",-0.919780533333333,3.53120286700461,0
"TCGA-A6-A56B-01","COAD",-2.35703338,4.53172208136318,0
"TCGA-AY-A54L-01","COAD",-2.29359662,3.91738201947717,0
"TCGA-A6-5665-01","COAD",-1.51376706846667,3.50383196620097,0
"TCGA-A6-2677-01","COAD",-2.26581368886667,3.03430732572203,0
"TCGA-CM-6162-01","COAD",-1.71832751333333,4.3835552519213,0
"TCGA-D5-6541-01","COAD",-2.20481486,3.97833953439647,0
"TCGA-CM-5348-01","COAD",-1.24803246,3.91847477285104,0
"TCGA-4T-AA8H-01","COAD",-2.72058833333333,4.24754337525259,0
"TCGA-5M-AATA-01","COAD",-1.86200404,3.82152313911297,0
"TCGA-AY-A71X-01","COAD",-2.09645371333333,3.82084682029885,0
"TCGA-NH-A50T-01","COAD",-2.74617482666667,3.91922201318172,0
"TCGA-DM-A28C-01","COAD",-2.98002019333333,4.10818725151736,0
"TCGA-AD-6965-01","COAD",-1.95898173333333,4.05310994340057,0
"TCGA-DM-A0XD-01","COAD",-2.82635839333333,4.03098895118678,0
"TCGA-CA-6717-01","COAD",-1.69212452666667,4.11565976367805,0
"TCGA-A6-6782-01","COAD",-1.68987320666667,3.65933086060106,0
"TCGA-A6-2674-01","COAD",-1.27536454046667,3.40034176580595,0
"TCGA-G4-6626-01","COAD",-2.39291708,4.09278715862732,0
"TCGA-CM-4744-01","COAD",-3.40224654666667,4.15096841898833,0
"TCGA-AZ-6605-01","COAD",-1.52344694,3.9171228968489,0
"TCGA-AZ-6601-01","COAD",-1.86816084666667,4.07369692986335,0
"TCGA-A6-2684-01","COAD",-1.25831806766667,3.17844556419808,0
"TCGA-AZ-4315-01","COAD",-3.00164022,4.31483365349598,0
"TCGA-CM-4751-01","COAD",-1.67783904,3.85389255326361,0
"TCGA-AA-3675-01","COAD",-2.62369044666667,4.0422654741532,0
"TCGA-G4-6317-01","COAD",-3.32643976,4.44615741731207,0
"TCGA-DM-A28A-01","COAD",-1.71490064666667,3.78588568334448,0
"TCGA-AA-3660-01","COAD",-1.97795261333333,3.96099333120408,0
"TCGA-EI-6512-01","READ",-2.20272156,4.02221933027285,0
"TCGA-F5-6863-01","READ",-1.97790225333333,3.88410532339866,0
"TCGA-AG-3742-01","READ",-2.01924350666667,3.98999176134524,0
"TCGA-DC-6681-01","READ",-1.85058813333333,4.01051892702039,0
"TCGA-DC-5337-01","READ",-3.17279803333333,4.40461099579729,0
"TCGA-DC-4745-01","READ",-2.68216721333333,4.00606401688842,0
"TCGA-AF-3911-01","READ",-1.78038062666667,3.72655264219775,0
"TCGA-CI-6622-01","READ",-2.48483002666667,4.05105104487254,0
"TCGA-DC-6158-01","READ",-1.69586741333333,4.25434373735102,0
"TCGA-EI-6884-01","READ",-1.76472822666667,4.13340255182454,0
"TCGA-G5-6233-01","READ",-1.74043266666667,3.80699078344755,0
"TCGA-AH-6903-01","READ",-2.1916588,3.82269724472519,0
"TCGA-CI-6621-01","READ",-1.60837224,3.80337587556065,0
"TCGA-EI-6882-01","READ",-2.10010974,4.4960653050104,0
"TCGA-AF-2687-01","READ",-0.88238924,3.50233539776249,0
"TCGA-DC-6156-01","READ",-1.19166577333333,3.97060985061064,0
"TCGA-EF-5830-01","READ",-2.88489019333333,4.31925802769162,0
"TCGA-G5-6641-01","READ",-2.28101534666667,3.84282793494084,0
"TCGA-AF-6136-01","READ",-2.34352289333333,4.46396859216811,0
"TCGA-F5-6813-01","READ",-2.35068456,4.07879173047677,0
"TCGA-AF-6655-01","READ",-1.61823501333333,4.01002330936827,0
"TCGA-AF-A56L-01","READ",-1.87278659333333,3.68545446245633,0
"TCGA-G5-6572-01","READ",-2.10558877333333,4.08044426772079,0
"TCGA-EI-6507-01","READ",-1.59610551333333,4.01051126288693,0
"TCGA-AH-6549-01","READ",-1.76220124,3.68144060797552,0
"TCGA-EI-6508-01","READ",-1.59389719333333,3.75458501342075,0
"TCGA-AH-6897-01","READ",-2.97008098666667,4.39672622357213,0
"TCGA-AF-4110-01","READ",-2.00716462,3.98438934696366,0
"TCGA-DC-6682-01","READ",-2.60260427333333,4.01750567884216,0
"TCGA-EI-6513-01","READ",-1.56331615333333,3.7180956616523,0
"TCGA-EI-6506-01","READ",-1.73563998666667,3.80765780019966,0
"TCGA-DC-6683-01","READ",-2.1602319,4.09093747462891,0
"TCGA-DC-6155-01","READ",-4.62373941333333,4.87704078978721,0
"TCGA-BM-6198-01","READ",-1.94752402,3.80534102901788,0
"TCGA-DY-A1DG-01","READ",-2.46737878666667,4.02610917470434,0
"TCGA-DC-4749-01","READ",-2.54802881333333,4.15938346675057,0
"TCGA-G5-6235-01","READ",-2.2233723,3.90253515870206,0
"TCGA-EI-6514-01","READ",-2.46594964,4.02597137287184,0
"TCGA-AF-2693-01","READ",-2.21102717333333,4.03713518749328,0
"TCGA-AF-A56N-01","READ",-1.56863355333333,3.75610052527528,0
"TCGA-DY-A1DD-01","READ",-2.47573443333333,4.05269594383787,0
"TCGA-AF-A56K-01","READ",-1.49884804666667,3.65925122381708,0
"TCGA-F5-6571-01","READ",-1.91777843333333,3.78277038287957,0
"TCGA-CI-6623-01","READ",-2.42161492,3.97173389427932,0
"TCGA-AF-2690-01","READ",-1.64322452,3.99305464638749,0
"TCGA-AG-3591-01","READ",-2.57915240666667,3.96530852084861,0
"TCGA-AG-4022-01","READ",-1.43732620666667,3.7366395798958,0
"TCGA-AG-3731-01","READ",-1.3157887,3.87567829305173,0
"TCGA-DY-A1DF-01","READ",-2.91593304,4.10997570365187,0
"TCGA-EI-6917-01","READ",-1.66317108666667,3.77466927158765,0
"TCGA-DY-A1DE-01","READ",-1.90995902666667,3.92813472939842,0
"TCGA-AH-6644-01","READ",-1.82254405333333,3.95923010601827,0
"TCGA-F5-6861-01","READ",-2.11894203333333,3.86061937361797,0
"TCGA-F5-6814-01","READ",-1.85942113333333,3.76612523411653,0
"TCGA-EI-6511-01","READ",-2.24337855333333,4.17338171252147,0
"TCGA-AG-3732-01","READ",-1.50795474666667,3.86324791502483,0
"TCGA-AH-6544-01","READ",-2.94513932666667,4.17963354509876,0
"TCGA-AF-6672-01","READ",-1.84384192,3.81452195581475,0
"TCGA-DY-A0XA-01","READ",-2.17742461333333,4.01766425085543,0
"TCGA-EI-7002-01","READ",-1.67280498666667,3.69674884007135,0
"TCGA-F5-6702-01","READ",-1.55638819333333,4.06029918760931,0
"TCGA-DY-A1H8-01","READ",-3.35910084,4.27348168314912,0
"TCGA-DT-5265-01","READ",-1.77380824,4.08871166610144,0
"TCGA-F5-6465-01","READ",-1.49033126666667,3.87128736896922,0
"TCGA-F5-6864-01","READ",-1.48607915333333,3.82433606340183,0
"TCGA-EI-6510-01","READ",-2.25060786,3.93687043526545,0
"TCGA-F5-6812-01","READ",-1.84057664666667,3.84365663151927,0
"TCGA-DC-6160-01","READ",-2.28445778,4.26724525226986,0
"TCGA-F5-6810-01","READ",-1.43473319333333,3.76373136672623,0
"TCGA-CL-4957-01","READ",-2.19862705333333,3.82219902066315,0
"TCGA-EI-7004-01","READ",-1.68562776,4.20045645286536,0
"TCGA-DC-6154-01","READ",-2.10424334,4.02606885526433,0
"TCGA-CI-6619-01","READ",-1.53681433333333,3.69414672635684,0
"TCGA-CI-6624-01","READ",-1.77818636,3.94782810613046,0
"TCGA-CL-5918-01","READ",-2.98822462666667,4.16562461482656,0
"TCGA-AG-3592-01","READ",-1.95490354,3.74550753998933,0
"TCGA-CL-5917-01","READ",-1.82362298666667,4.09422398082632,0
"TCGA-EI-6885-01","READ",-1.32975864,3.76857260820684,0
"TCGA-EF-5831-01","READ",-2.59586418,4.28648524730786,0
"TCGA-DC-5869-01","READ",-2.39502722,4.2290226069036,0
"TCGA-AG-4021-01","READ",-1.5748394,3.87676385350884,0
"TCGA-DC-6157-01","READ",-1.84142974,4.08803071976054,0
"TCGA-AH-6547-01","READ",-1.48236657333333,3.95773840422074,0
"TCGA-AF-5654-01","READ",-2.98879273333333,4.17606038119817,0
"TCGA-F5-6811-01","READ",-1.81131233333333,4.07899267896976,0
"TCGA-EI-6509-01","READ",-2.25701798666667,3.81688242177049,0
"TCGA-CI-6620-01","READ",-1.88902726,3.83609628775741,0
"TCGA-AH-6643-01","READ",-2.26128715333333,3.97819794021955,0
"TCGA-DY-A1DC-01","READ",-2.73319305333333,4.15571793489589,0
"TCGA-EI-6881-01","READ",-2.21880808,3.90449714504251,0
"TCGA-AG-3725-01","READ",-2.51854272,4.07679783226893,0
"TCGA-F5-6464-01","READ",-1.77305754666667,4.27029442058401,0
