test_id,biomarker,variable,matrix,exposure_axis,outcome_id,outcome_name,organ_system_id,organ_system_name,within_system_weight,cycles,estimable,fit_status,fit_reason,beta_interaction,se_interaction,ci_low_interaction,ci_high_interaction,p_interaction,pooled_n,pooled_cases,pooled_controls,male_beta,male_se,male_n,male_cases,female_beta,female_se,female_n,female_cases,model_specification,bh_q_interaction_fixed406
NHANES_LBXPFDE,LBXPFDE,LBXPFDE,serum_or_blood,PFAS exposure axis,myocardial_infarction,Myocardial infarction,cardiovascular,Cardiovascular,0.2,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,-0.16653406731037534,0.09722219079453824,-0.35896401644276843,0.02589588182201777,0.08922609081562412,11937,566,11371,0.08150541176886207,0.07307104880398463,5763,373,-0.03548568966997067,0.09123464764607282,6174,193,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.4312594389421832
NHANES_LBXPFDE,LBXPFDE,LBXPFDE,serum_or_blood,PFAS exposure axis,obesity,Obesity,metabolic,Metabolic,0.5,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,-0.10463578100243788,0.057198228428861166,-0.21784709723670534,0.008575535231829579,0.06974915904013892,11803,4429,7374,-0.09443181404466802,0.04366946534813447,5703,1921,-0.22048304903719246,0.037259712634778036,6100,2508,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.39798618617846687
NHANES_LBXPFDE,LBXPFDE,LBXPFDE,serum_or_blood,PFAS exposure axis,stroke,Stroke,cardiovascular,Cardiovascular,0.2,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,-0.20729412218697058,0.10653744082293864,-0.41816156048177944,0.003573316107838259,0.05394859555889791,11936,468,11468,0.13214250376445733,0.08118875754708799,5766,222,-0.1476948011048708,0.07629473081933244,6170,246,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.34766872693511985
NHANES_LBXPFDE,LBXPFDE,LBXPFDE,serum_or_blood,PFAS exposure axis,thyroid_disease,Thyroid disease,endocrine,Endocrine,1.0,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,0.06284326873429757,0.08403150236270611,-0.10347861306064052,0.22916515052923567,0.45596437927122163,11939,1215,10724,-0.09863255751277566,0.08979814786060239,5767,251,-0.0636422300512915,0.04422069573063572,6172,964,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.8338808017302521
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,T2D,Type 2 diabetes,metabolic,Metabolic,0.5,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,0.04445804942056788,0.05097277566639673,-0.056431351944090956,0.1453474507852267,0.3847893168366312,11644,1786,9858,-0.11955216644527739,0.03894725059172286,5616,904,-0.06350671950163377,0.04173318694753702,6028,882,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.7658061893905503
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,any_cancer_history,Any cancer history,cancer,Cancer,1.0,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,0.012545495578950447,0.0615307485162046,-0.109241091518987,0.1343320826768879,0.8387738121540256,11948,1125,10823,-0.08723377314740828,0.05092604423789365,5770,546,0.02226753842384492,0.042050033117975144,6178,579,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.9573168049977775
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,arthritis,Arthritis,musculoskeletal_immune,Musculoskeletal/immune-related,1.0,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,0.0007267995795907268,0.050564643139825,-0.09935479319028498,0.10080839234946642,0.9885549650463812,11925,3220,8705,-0.039922953380697866,0.044470488865990115,5759,1302,-0.04436330922582488,0.032168488445652045,6166,1918,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.9912108849139134
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,asthma,Asthma,respiratory,Respiratory,0.3333333333,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,0.01880511030025213,0.05897927461273471,-0.0979313952325112,0.13554161583301544,0.7503822578159481,11945,1686,10259,-0.052528126886762574,0.04598238827629891,5769,692,-0.02979290984909966,0.03728100712304789,6176,994,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.9573168049977775
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,chronic_bronchitis,Chronic bronchitis,respiratory,Respiratory,0.3333333333,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,0.10075335897422742,0.08823086586348484,-0.07388023950019819,0.27538695744865305,0.25568395616721445,11929,719,11210,-0.11926993521945911,0.07267197499484457,5763,263,-0.028046732099454314,0.05281673141304359,6166,456,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.6407881864437597
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,congestive_heart_failure,Congestive heart failure,cardiovascular,Cardiovascular,0.2,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,0.04959264510234824,0.08157642422559645,-0.11186994935109743,0.2110552395557939,0.5443466311607055,11923,397,11526,-0.23437790168240905,0.06525946146879817,5758,230,-0.20173408964486236,0.0677789431210126,6165,167,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.8647580788163564
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,coronary_heart_disease,Coronary heart disease,cardiovascular,Cardiovascular,0.2,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,-0.16854367692360742,0.12784216372024604,-0.42157912963883293,0.08449177579161812,0.18980877765927853,11917,498,11419,0.015918604214666565,0.07557736018539561,5753,344,-0.09997097030088878,0.1254725622430409,6164,154,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.6007087062030234
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,emphysema,Emphysema,respiratory,Respiratory,0.3333333333,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,0.2687651431567571,0.1283175601947018,0.014788747652137169,0.522741538661377,0.03824843340016656,11941,235,11706,-0.1959450228077788,0.08166356798653802,5766,143,0.0958455161108762,0.10917015059715623,6175,92,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.2892197661621588
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,hypertension,Hypertension,cardiovascular,Cardiovascular,0.2,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,0.056856755266928946,0.04400036772922162,-0.03023229770282132,0.1439458082366792,0.19869494660001644,11924,4252,7672,-0.05916528670903715,0.034050950449842236,5754,2044,-0.03531767984179515,0.03096494098698178,6170,2208,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.601201534064582
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,liver_disease,Liver disease,hepatic,Hepatic,1.0,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,0.06603373857145693,0.09316769280890044,-0.11837122331514886,0.2504387004580627,0.47980243091164554,11940,448,11492,-0.03826103601795408,0.06439243418390686,5764,241,-0.009804891947298075,0.07162285413339019,6176,207,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.8360505877687902
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,myocardial_infarction,Myocardial infarction,cardiovascular,Cardiovascular,0.2,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,-0.017484039360255974,0.09786425291834522,-0.21118480928792532,0.17621673056741338,0.8584993596942126,11937,566,11371,-0.0539080070541146,0.058050825091585295,5763,373,-0.02110845215771514,0.08180347013748789,6174,193,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.9661358669209713
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,obesity,Obesity,metabolic,Metabolic,0.5,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,-0.018661228985492828,0.04176266459388348,-0.10132124063260398,0.06399878266161832,0.6557700464642116,11803,4429,7374,-0.04453354923828187,0.0315071958905494,5703,1921,-0.05134818985749704,0.030836977228429364,6100,2508,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.927422769417961
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,stroke,Stroke,cardiovascular,Cardiovascular,0.2,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,-0.034216616317177366,0.1297802326294623,-0.29108805028902474,0.22265481765467,0.7924869178994371,11936,468,11468,-0.0653090810346305,0.09852623717977081,5766,222,-0.09906873225181499,0.0879747987444135,6170,246,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.9573168049977775
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,thyroid_disease,Thyroid disease,endocrine,Endocrine,1.0,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,-0.03437781938694063,0.08158125441971492,-0.1958499741475643,0.12709433537368306,0.6741972478422459,11939,1215,10724,0.03493045768980877,0.07340820680377981,5767,251,-0.014633398258273825,0.03759843520841491,6172,964,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.936969384361705
NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,T2D,Type 2 diabetes,metabolic,Metabolic,0.5,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,-0.07484196447749683,0.06635924202787583,-0.20618549277624068,0.05650156382124702,0.26156912611080313,11644,1786,9858,-0.025356732377476616,0.052682113673384115,5616,904,-0.09923727491567348,0.04656982186059022,6028,882,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.6515157374293624
NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,any_cancer_history,Any cancer history,cancer,Cancer,1.0,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,0.07654915815821678,0.06566997530393569,-0.05343011821879501,0.20652843453522857,0.2459874152031764,11948,1125,10823,-0.11101863890505365,0.0599990406381144,5770,546,0.040474934658644414,0.051509929950922455,6178,579,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.6310195602564094
NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,arthritis,Arthritis,musculoskeletal_immune,Musculoskeletal/immune-related,1.0,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,-0.1010770129564344,0.06446939246006693,-0.22867999958223983,0.02652597366937104,0.1194693414431029,11925,3220,8705,0.024570298753680855,0.055557990585715325,5759,1302,-0.11901249129820134,0.043948312143136006,6166,1918,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.4919225107746001
NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,asthma,Asthma,respiratory,Respiratory,0.3333333333,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,-0.030147314677969595,0.06415047081252205,-0.1571190660280346,0.09682443667209541,0.6392183891571681,11945,1686,10259,-0.06755886761728855,0.055682513591340355,5769,692,-0.1040272077299566,0.04753673905006827,6176,994,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.9178088620459305
NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,chronic_bronchitis,Chronic bronchitis,respiratory,Respiratory,0.3333333333,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,0.00462804817449213,0.0873298263024805,-0.1682221406125632,0.17747823696154746,0.9578211370071633,11929,719,11210,-0.07087989737033926,0.07890255361766468,5763,263,-0.0723685674501852,0.059820843599465594,6166,456,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.9747265334625413
NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,congestive_heart_failure,Congestive heart failure,cardiovascular,Cardiovascular,0.2,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,-0.1286131308818807,0.09850589313204881,-0.3235838865265477,0.06635762476278625,0.19409255579615223,11923,397,11526,-0.11877939195631443,0.0972462451134337,5758,230,-0.19319598876265565,0.07932873659740966,6165,167,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.601201534064582
NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,coronary_heart_disease,Coronary heart disease,cardiovascular,Cardiovascular,0.2,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,-0.2786414066651955,0.10405800171286195,-0.4846013404290971,-0.0726814729012939,0.008415834522333196,11917,498,11419,0.12104502787641339,0.06659027566472757,5753,344,-0.11193864281461408,0.11034385047367164,6164,154,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.12051338269970235
NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,emphysema,Emphysema,respiratory,Respiratory,0.3333333333,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,0.0019169847850758106,0.1512582380167467,-0.29746543819415555,0.30129940776430714,0.9899085775652596,11941,235,11706,-0.05772272195197077,0.11992741256469851,5766,143,0.028094629611926377,0.10515602256075124,6175,92,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.9912108849139134
NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,hypertension,Hypertension,cardiovascular,Cardiovascular,0.2,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,0.035049301828997056,0.049250654281880135,-0.06243153892090807,0.13253014257890217,0.4780173000796426,11924,4252,7672,-0.02723083872173289,0.04398725888441746,5754,2044,-0.05075730810643148,0.04049776391069866,6170,2208,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.8360505877687902
NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,liver_disease,Liver disease,hepatic,Hepatic,1.0,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,-0.11712842315615202,0.12622063613960244,-0.36695441857248334,0.13269757226017928,0.35522813380727614,11940,448,11492,0.0954739801133374,0.09760050424750882,5764,241,-0.11539517136867218,0.08843445104804083,6176,207,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.7396031914141237
NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,myocardial_infarction,Myocardial infarction,cardiovascular,Cardiovascular,0.2,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,-0.33538454701276693,0.09326473880238416,-0.5199815901046712,-0.15078750392086265,0.0004648404675788125,11937,566,11371,0.1859232044978858,0.07701560979786179,5763,373,-0.10446173485435836,0.08152895373753258,6174,193,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.02096946998188865
NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,obesity,Obesity,metabolic,Metabolic,0.5,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,-0.11239984691044978,0.053665454811508494,-0.21861881456742488,-0.006180879253474672,0.03825540414662675,11803,4429,7374,0.017985066220689506,0.04445279472018923,5703,1921,-0.10808941933591376,0.03746534813871062,6100,2508,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.2892197661621588
NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,stroke,Stroke,cardiovascular,Cardiovascular,0.2,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,-0.22192213868865998,0.10574122851990203,-0.4312136498034723,-0.01263062757384767,0.037869595563423265,11936,468,11468,0.12577184983902098,0.09086398901791977,5766,222,-0.14174204038445812,0.07858963556722136,6170,246,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.2892197661621588
NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,thyroid_disease,Thyroid disease,endocrine,Endocrine,1.0,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,ok,,0.08530362643004058,0.08924161298271434,-0.0913305237203916,0.2619377765804728,0.3409963599942668,11939,1215,10724,-0.11175365056070774,0.09217138539449085,5767,251,-0.06563780883104114,0.046107057951090095,6172,964,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.7396031914141237
NHANES_URXBPH,URXBPH,URXBPH,urine,bisphenol exposure axis,T2D,Type 2 diabetes,metabolic,Metabolic,0.5,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,True,ok,,0.09562023194723422,0.05675735490429999,-0.01735245705413571,0.20859292094860415,0.09598961158020201,7294,1021,6273,-0.004562646880845002,0.041372630825846884,3592,548,0.08129253927313596,0.0371903710063853,3702,473,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.45316025932048853
NHANES_URXBPH,URXBPH,URXBPH,urine,bisphenol exposure axis,any_cancer_history,Any cancer history,cancer,Cancer,1.0,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,True,ok,,0.05493862630643335,0.060685066575782154,-0.06585197721716157,0.17572922983002828,0.3680554272088257,7739,678,7061,-0.02269214015963003,0.04952540111864866,3832,325,0.020718275756219585,0.0435844265620542,3907,353,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.7509070524963981
NHANES_URXBPH,URXBPH,URXBPH,urine,bisphenol exposure axis,arthritis,Arthritis,musculoskeletal_immune,Musculoskeletal/immune-related,1.0,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,True,ok,,-0.010246908851041956,0.046706416448938075,-0.10321370529092667,0.08271988758884276,0.8269123191944042,7731,2083,5648,0.02508407799207795,0.03340285144882989,3825,876,0.017619966029897058,0.03477071216887398,3906,1207,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.9573168049977775
NHANES_URXBPH,URXBPH,URXBPH,urine,bisphenol exposure axis,asthma,Asthma,respiratory,Respiratory,0.3333333333,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,True,ok,,-0.005095669772305859,0.06054304396780163,-0.12560358436598854,0.11541224482137681,0.9331373182281981,7742,1021,6721,0.027135067935957137,0.045706014744664805,3833,433,0.03694210293981227,0.03780838299937899,3909,588,survey-weighted logit: exposure + female + exposure:female + age_centered + age_centered_sq + race + PIR + smoking + cycle fixed effects,0.9712763684653223
