gene_symbol,ensembl_id,approved_name,disease_id,disease_name,disease_relevance_score,rank,source,association_scope
BOK,ENSG00000176720,BCL2 family apoptosis regulator BOK,MONDO_0003240,thyroid gland disorder,0.03594541865384141,450,Open Targets Platform GraphQL,direct (enableIndirect=false)
UBE2E3,ENSG00000170035,ubiquitin conjugating enzyme E2 E3,MONDO_0003240,thyroid gland disorder,0.035692322935045276,451,Open Targets Platform GraphQL,direct (enableIndirect=false)
CRP,ENSG00000132693,C-reactive protein,MONDO_0003240,thyroid gland disorder,0.03561729859319607,452,Open Targets Platform GraphQL,direct (enableIndirect=false)
FAM149A,ENSG00000109794,family with sequence similarity 149 member A,MONDO_0003240,thyroid gland disorder,0.035458393158679616,453,Open Targets Platform GraphQL,direct (enableIndirect=false)
INSRR,ENSG00000027644,insulin receptor related receptor,MONDO_0003240,thyroid gland disorder,0.03534461129943954,454,Open Targets Platform GraphQL,direct (enableIndirect=false)
NUPR1,ENSG00000176046,"nuclear protein 1, transcriptional regulator",MONDO_0003240,thyroid gland disorder,0.035151178751516535,455,Open Targets Platform GraphQL,direct (enableIndirect=false)
CASP8AP2,ENSG00000118412,caspase 8 associated protein 2,MONDO_0003240,thyroid gland disorder,0.03484456363602934,456,Open Targets Platform GraphQL,direct (enableIndirect=false)
CRIP2,ENSG00000182809,cysteine rich protein 2,MONDO_0003240,thyroid gland disorder,0.03465630604414591,457,Open Targets Platform GraphQL,direct (enableIndirect=false)
ICE2,ENSG00000128915,interactor of little elongation complex ELL subunit 2,MONDO_0003240,thyroid gland disorder,0.034650853946847145,458,Open Targets Platform GraphQL,direct (enableIndirect=false)
CEACAM6,ENSG00000086548,CEA cell adhesion molecule 6,MONDO_0003240,thyroid gland disorder,0.03445254629873465,459,Open Targets Platform GraphQL,direct (enableIndirect=false)
AKT1,ENSG00000142208,AKT serine/threonine kinase 1,MONDO_0003240,thyroid gland disorder,0.03436466472035266,460,Open Targets Platform GraphQL,direct (enableIndirect=false)
ZNF592,ENSG00000166716,zinc finger protein 592,MONDO_0003240,thyroid gland disorder,0.03431244942683224,461,Open Targets Platform GraphQL,direct (enableIndirect=false)
SNTG2,ENSG00000172554,syntrophin gamma 2,MONDO_0003240,thyroid gland disorder,0.03428622828501264,462,Open Targets Platform GraphQL,direct (enableIndirect=false)
HYCC2,ENSG00000155744,hyccin PI4KA lipid kinase complex subunit 2,MONDO_0003240,thyroid gland disorder,0.03408327409653832,463,Open Targets Platform GraphQL,direct (enableIndirect=false)
PRXL2B,ENSG00000157870,peroxiredoxin like 2B,MONDO_0003240,thyroid gland disorder,0.03408171281413004,464,Open Targets Platform GraphQL,direct (enableIndirect=false)
MBL2,ENSG00000165471,mannose binding lectin 2,MONDO_0003240,thyroid gland disorder,0.03400134663099257,465,Open Targets Platform GraphQL,direct (enableIndirect=false)
URAD,ENSG00000183463,ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase,MONDO_0003240,thyroid gland disorder,0.03379052744941999,466,Open Targets Platform GraphQL,direct (enableIndirect=false)
SLC16A10,ENSG00000112394,solute carrier family 16 member 10,MONDO_0003240,thyroid gland disorder,0.03369336341875532,467,Open Targets Platform GraphQL,direct (enableIndirect=false)
SLC25A24,ENSG00000085491,solute carrier family 25 member 24,MONDO_0003240,thyroid gland disorder,0.033471695776282694,468,Open Targets Platform GraphQL,direct (enableIndirect=false)
ENDOD1,ENSG00000149218,endonuclease domain containing 1,MONDO_0003240,thyroid gland disorder,0.03330246465641509,469,Open Targets Platform GraphQL,direct (enableIndirect=false)
ABCB1,ENSG00000085563,ATP binding cassette subfamily B member 1,MONDO_0003240,thyroid gland disorder,0.03327758608223503,470,Open Targets Platform GraphQL,direct (enableIndirect=false)
PLA1A,ENSG00000144837,phospholipase A1 member A,MONDO_0003240,thyroid gland disorder,0.033262186921623166,471,Open Targets Platform GraphQL,direct (enableIndirect=false)
ATP6V1G3,ENSG00000151418,ATPase H+ transporting V1 subunit G3,MONDO_0003240,thyroid gland disorder,0.033101882126441315,472,Open Targets Platform GraphQL,direct (enableIndirect=false)
OAS3,ENSG00000111331,2'-5'-oligoadenylate synthetase 3,MONDO_0003240,thyroid gland disorder,0.032776042594916316,473,Open Targets Platform GraphQL,direct (enableIndirect=false)
TGFB1,ENSG00000105329,transforming growth factor beta 1,MONDO_0003240,thyroid gland disorder,0.0327583834664473,474,Open Targets Platform GraphQL,direct (enableIndirect=false)
NMB,ENSG00000197696,neuromedin B,MONDO_0003240,thyroid gland disorder,0.03255812973115804,475,Open Targets Platform GraphQL,direct (enableIndirect=false)
SPIRE1,ENSG00000134278,spire type actin nucleation factor 1,MONDO_0003240,thyroid gland disorder,0.03250285978318789,476,Open Targets Platform GraphQL,direct (enableIndirect=false)
SLC1A1,ENSG00000106688,solute carrier family 1 member 1,MONDO_0003240,thyroid gland disorder,0.032245650209157234,477,Open Targets Platform GraphQL,direct (enableIndirect=false)
BRAF,ENSG00000157764,"B-Raf proto-oncogene, serine/threonine kinase",MONDO_0003240,thyroid gland disorder,0.03221855275779108,478,Open Targets Platform GraphQL,direct (enableIndirect=false)
WDR73,ENSG00000177082,WD repeat domain 73,MONDO_0003240,thyroid gland disorder,0.032088384737932685,479,Open Targets Platform GraphQL,direct (enableIndirect=false)
ARMS2,ENSG00000254636,age-related maculopathy susceptibility 2,MONDO_0003240,thyroid gland disorder,0.03205415630587595,480,Open Targets Platform GraphQL,direct (enableIndirect=false)
SERTAD3,ENSG00000167565,SERTA domain containing 3,MONDO_0003240,thyroid gland disorder,0.031836880590974274,481,Open Targets Platform GraphQL,direct (enableIndirect=false)
CERKL,ENSG00000188452,CERK like autophagy regulator,MONDO_0003240,thyroid gland disorder,0.03150188604115753,482,Open Targets Platform GraphQL,direct (enableIndirect=false)
CUL3,ENSG00000036257,cullin 3,MONDO_0003240,thyroid gland disorder,0.031206672465951484,483,Open Targets Platform GraphQL,direct (enableIndirect=false)
SNRPC,ENSG00000124562,small nuclear ribonucleoprotein polypeptide C,MONDO_0003240,thyroid gland disorder,0.031048404750549864,484,Open Targets Platform GraphQL,direct (enableIndirect=false)
GSDMB,ENSG00000073605,gasdermin B,MONDO_0003240,thyroid gland disorder,0.030953607785559764,485,Open Targets Platform GraphQL,direct (enableIndirect=false)
AMPD3,ENSG00000133805,adenosine monophosphate deaminase 3,MONDO_0003240,thyroid gland disorder,0.030948929445503905,486,Open Targets Platform GraphQL,direct (enableIndirect=false)
OSM,ENSG00000099985,oncostatin M,MONDO_0003240,thyroid gland disorder,0.030739945117712716,487,Open Targets Platform GraphQL,direct (enableIndirect=false)
CCDC63,ENSG00000173093,coiled-coil domain containing 63,MONDO_0003240,thyroid gland disorder,0.030648412833094475,488,Open Targets Platform GraphQL,direct (enableIndirect=false)
CXCR6,ENSG00000172215,C-X-C motif chemokine receptor 6,MONDO_0003240,thyroid gland disorder,0.030620716602562787,489,Open Targets Platform GraphQL,direct (enableIndirect=false)
UST,ENSG00000111962,uronyl 2-sulfotransferase,MONDO_0003240,thyroid gland disorder,0.030555405047873792,490,Open Targets Platform GraphQL,direct (enableIndirect=false)
PHF19,ENSG00000119403,PHD finger protein 19,MONDO_0003240,thyroid gland disorder,0.030424418410270868,491,Open Targets Platform GraphQL,direct (enableIndirect=false)
ENPP2,ENSG00000136960,ectonucleotide pyrophosphatase/phosphodiesterase 2,MONDO_0003240,thyroid gland disorder,0.030120758156803193,492,Open Targets Platform GraphQL,direct (enableIndirect=false)
EPSTI1,ENSG00000133106,epithelial stromal interaction 1,MONDO_0003240,thyroid gland disorder,0.030077910091089156,493,Open Targets Platform GraphQL,direct (enableIndirect=false)
NREP,ENSG00000134986,neuronal regeneration related protein,MONDO_0003240,thyroid gland disorder,0.030070731496312442,494,Open Targets Platform GraphQL,direct (enableIndirect=false)
INPP1,ENSG00000151689,inositol polyphosphate-1-phosphatase,MONDO_0003240,thyroid gland disorder,0.03002623081729961,495,Open Targets Platform GraphQL,direct (enableIndirect=false)
ALK,ENSG00000171094,ALK receptor tyrosine kinase,MONDO_0003240,thyroid gland disorder,0.029940395209580997,496,Open Targets Platform GraphQL,direct (enableIndirect=false)
COBLL1,ENSG00000082438,cordon-bleu WH2 repeat protein like 1,MONDO_0003240,thyroid gland disorder,0.029896256121998352,497,Open Targets Platform GraphQL,direct (enableIndirect=false)
MTMR3,ENSG00000100330,myotubularin related protein 3,MONDO_0003240,thyroid gland disorder,0.029847702281342554,498,Open Targets Platform GraphQL,direct (enableIndirect=false)
KDM6B,ENSG00000132510,lysine demethylase 6B,MONDO_0003240,thyroid gland disorder,0.02976324873887842,499,Open Targets Platform GraphQL,direct (enableIndirect=false)
DIO2,ENSG00000211448,iodothyronine deiodinase 2,MONDO_0003240,thyroid gland disorder,0.029593776039571733,500,Open Targets Platform GraphQL,direct (enableIndirect=false)
ARMC2,ENSG00000118690,armadillo repeat containing 2,MONDO_0003240,thyroid gland disorder,0.029232678055463788,501,Open Targets Platform GraphQL,direct (enableIndirect=false)
SPATA6L,ENSG00000106686,spermatogenesis associated 6 like,MONDO_0003240,thyroid gland disorder,0.029122874093223828,502,Open Targets Platform GraphQL,direct (enableIndirect=false)
HEMGN,ENSG00000136929,hemogen,MONDO_0003240,thyroid gland disorder,0.02903185913829246,503,Open Targets Platform GraphQL,direct (enableIndirect=false)
KCTD5,ENSG00000167977,potassium channel tetramerization domain containing 5,MONDO_0003240,thyroid gland disorder,0.02889054518204356,504,Open Targets Platform GraphQL,direct (enableIndirect=false)
GRB7,ENSG00000141738,growth factor receptor bound protein 7,MONDO_0003240,thyroid gland disorder,0.02885465771532899,505,Open Targets Platform GraphQL,direct (enableIndirect=false)
IL4,ENSG00000113520,interleukin 4,MONDO_0003240,thyroid gland disorder,0.0288543488332876,506,Open Targets Platform GraphQL,direct (enableIndirect=false)
MKI67,ENSG00000148773,marker of proliferation Ki-67,MONDO_0003240,thyroid gland disorder,0.02884505927993462,507,Open Targets Platform GraphQL,direct (enableIndirect=false)
ENDOU,ENSG00000111405,"endonuclease, poly(U) specific",MONDO_0003240,thyroid gland disorder,0.02880234966816901,508,Open Targets Platform GraphQL,direct (enableIndirect=false)
PIWIL4,ENSG00000134627,piwi like RNA-mediated gene silencing 4,MONDO_0003240,thyroid gland disorder,0.02843658924230869,509,Open Targets Platform GraphQL,direct (enableIndirect=false)
LRIG2,ENSG00000198799,leucine rich repeats and immunoglobulin like domains 2,MONDO_0003240,thyroid gland disorder,0.02843022123396749,510,Open Targets Platform GraphQL,direct (enableIndirect=false)
PTGS2,ENSG00000073756,prostaglandin-endoperoxide synthase 2,MONDO_0003240,thyroid gland disorder,0.028364014729547783,511,Open Targets Platform GraphQL,direct (enableIndirect=false)
FBXW2,ENSG00000119402,F-box and WD repeat domain containing 2,MONDO_0003240,thyroid gland disorder,0.028265434690894754,512,Open Targets Platform GraphQL,direct (enableIndirect=false)
RPS10,ENSG00000124614,ribosomal protein S10,MONDO_0003240,thyroid gland disorder,0.02816462527416129,513,Open Targets Platform GraphQL,direct (enableIndirect=false)
THOC5,ENSG00000100296,THO complex subunit 5,MONDO_0003240,thyroid gland disorder,0.028055371990575975,514,Open Targets Platform GraphQL,direct (enableIndirect=false)
RLN1,ENSG00000107018,relaxin 1,MONDO_0003240,thyroid gland disorder,0.027956504539307134,515,Open Targets Platform GraphQL,direct (enableIndirect=false)
ATP5F1B,ENSG00000110955,ATP synthase F1 subunit beta,MONDO_0003240,thyroid gland disorder,0.027929907666676423,516,Open Targets Platform GraphQL,direct (enableIndirect=false)
SLC5A5,ENSG00000105641,solute carrier family 5 member 5,MONDO_0003240,thyroid gland disorder,0.027925149477881,517,Open Targets Platform GraphQL,direct (enableIndirect=false)
HIBCH,ENSG00000198130,3-hydroxyisobutyryl-CoA hydrolase,MONDO_0003240,thyroid gland disorder,0.027736440820104954,518,Open Targets Platform GraphQL,direct (enableIndirect=false)
LPAR4,ENSG00000147145,lysophosphatidic acid receptor 4,MONDO_0003240,thyroid gland disorder,0.027732506292060623,519,Open Targets Platform GraphQL,direct (enableIndirect=false)
CLPSL1,ENSG00000204140,colipase like 1,MONDO_0003240,thyroid gland disorder,0.02737638486521115,520,Open Targets Platform GraphQL,direct (enableIndirect=false)
CXCL8,ENSG00000169429,C-X-C motif chemokine ligand 8,MONDO_0003240,thyroid gland disorder,0.027335849498242585,521,Open Targets Platform GraphQL,direct (enableIndirect=false)
GOLGA4,ENSG00000144674,golgin A4,MONDO_0003240,thyroid gland disorder,0.02719352482611183,522,Open Targets Platform GraphQL,direct (enableIndirect=false)
FARP2,ENSG00000006607,"FERM, ARH/RhoGEF and pleckstrin domain protein 2",MONDO_0003240,thyroid gland disorder,0.027165686086874176,523,Open Targets Platform GraphQL,direct (enableIndirect=false)
MTHFR,ENSG00000177000,methylenetetrahydrofolate reductase,MONDO_0003240,thyroid gland disorder,0.027132795122004776,524,Open Targets Platform GraphQL,direct (enableIndirect=false)
MTMR2,ENSG00000087053,myotubularin related protein 2,MONDO_0003240,thyroid gland disorder,0.026890352505751367,525,Open Targets Platform GraphQL,direct (enableIndirect=false)
CAPSL,ENSG00000152611,calcyphosine like,MONDO_0003240,thyroid gland disorder,0.026771876693248903,526,Open Targets Platform GraphQL,direct (enableIndirect=false)
BATF3,ENSG00000123685,basic leucine zipper ATF-like transcription factor 3,MONDO_0003240,thyroid gland disorder,0.02675375260010724,527,Open Targets Platform GraphQL,direct (enableIndirect=false)
C2CD2,ENSG00000157617,C2 calcium dependent domain containing 2,MONDO_0003240,thyroid gland disorder,0.026742212327491507,528,Open Targets Platform GraphQL,direct (enableIndirect=false)
UBE2C,ENSG00000175063,ubiquitin conjugating enzyme E2 C,MONDO_0003240,thyroid gland disorder,0.026609749537298527,529,Open Targets Platform GraphQL,direct (enableIndirect=false)
LGR4,ENSG00000205213,leucine rich repeat containing G protein-coupled receptor 4,MONDO_0003240,thyroid gland disorder,0.026609749537298527,530,Open Targets Platform GraphQL,direct (enableIndirect=false)
RET,ENSG00000165731,ret proto-oncogene,MONDO_0003240,thyroid gland disorder,0.026521907351034137,531,Open Targets Platform GraphQL,direct (enableIndirect=false)
ABHD8,ENSG00000127220,abhydrolase domain containing 8,MONDO_0003240,thyroid gland disorder,0.026516710278913034,532,Open Targets Platform GraphQL,direct (enableIndirect=false)
TAGLN,ENSG00000149591,transgelin,MONDO_0003240,thyroid gland disorder,0.0263790503292881,533,Open Targets Platform GraphQL,direct (enableIndirect=false)
FCMR,ENSG00000162894,Fc mu receptor,MONDO_0003240,thyroid gland disorder,0.026217701292258474,534,Open Targets Platform GraphQL,direct (enableIndirect=false)
PATZ1,ENSG00000100105,POZ/BTB and AT hook containing zinc finger 1,MONDO_0003240,thyroid gland disorder,0.026096444183569777,535,Open Targets Platform GraphQL,direct (enableIndirect=false)
CFAP73,ENSG00000186710,cilia and flagella associated protein 73,MONDO_0003240,thyroid gland disorder,0.026002169628935895,536,Open Targets Platform GraphQL,direct (enableIndirect=false)
METTL8,ENSG00000123600,"methyltransferase 8, tRNA N3-cytidine",MONDO_0003240,thyroid gland disorder,0.025998072639406396,537,Open Targets Platform GraphQL,direct (enableIndirect=false)
CCR8,ENSG00000179934,C-C motif chemokine receptor 8,MONDO_0003240,thyroid gland disorder,0.02598786234810143,538,Open Targets Platform GraphQL,direct (enableIndirect=false)
C2ORF92,ENSG00000228486,chromosome 2 open reading frame 92,MONDO_0003240,thyroid gland disorder,0.025933228478149474,539,Open Targets Platform GraphQL,direct (enableIndirect=false)
OAS1,ENSG00000089127,2'-5'-oligoadenylate synthetase 1,MONDO_0003240,thyroid gland disorder,0.02585666437288857,540,Open Targets Platform GraphQL,direct (enableIndirect=false)
CCDC80,ENSG00000091986,coiled-coil domain containing 80,MONDO_0003240,thyroid gland disorder,0.025665267686437624,541,Open Targets Platform GraphQL,direct (enableIndirect=false)
KRT19,ENSG00000171345,keratin 19,MONDO_0003240,thyroid gland disorder,0.025570039810328387,542,Open Targets Platform GraphQL,direct (enableIndirect=false)
IGHE,ENSG00000211891,immunoglobulin heavy constant epsilon,MONDO_0003240,thyroid gland disorder,0.02541481927579731,543,Open Targets Platform GraphQL,direct (enableIndirect=false)
ASPG,ENSG00000166183,asparaginase,MONDO_0003240,thyroid gland disorder,0.02531247691125519,544,Open Targets Platform GraphQL,direct (enableIndirect=false)
CD40LG,ENSG00000102245,CD40 ligand,MONDO_0003240,thyroid gland disorder,0.02525198184576505,545,Open Targets Platform GraphQL,direct (enableIndirect=false)
GPR141,ENSG00000187037,G protein-coupled receptor 141,MONDO_0003240,thyroid gland disorder,0.02512526070148584,546,Open Targets Platform GraphQL,direct (enableIndirect=false)
GLP1R,ENSG00000112164,glucagon like peptide 1 receptor,MONDO_0003240,thyroid gland disorder,0.025004206846191812,547,Open Targets Platform GraphQL,direct (enableIndirect=false)
SEMA3E,ENSG00000170381,semaphorin 3E,MONDO_0003240,thyroid gland disorder,0.02489169065033898,548,Open Targets Platform GraphQL,direct (enableIndirect=false)
NOX4,ENSG00000086991,NADPH oxidase 4,MONDO_0003240,thyroid gland disorder,0.024670338428592842,549,Open Targets Platform GraphQL,direct (enableIndirect=false)
ICA1L,ENSG00000163596,islet cell autoantigen 1 like,MONDO_0003240,thyroid gland disorder,0.024608850711835117,550,Open Targets Platform GraphQL,direct (enableIndirect=false)
YIPF1,ENSG00000058799,Yip1 domain family member 1,MONDO_0003240,thyroid gland disorder,0.024464838242781776,551,Open Targets Platform GraphQL,direct (enableIndirect=false)
TERT,ENSG00000164362,telomerase reverse transcriptase,MONDO_0003240,thyroid gland disorder,0.024400923620691427,552,Open Targets Platform GraphQL,direct (enableIndirect=false)
MTOR,ENSG00000198793,mechanistic target of rapamycin kinase,MONDO_0003240,thyroid gland disorder,0.024283427893873073,553,Open Targets Platform GraphQL,direct (enableIndirect=false)
ATM,ENSG00000149311,ATM serine/threonine kinase,MONDO_0003240,thyroid gland disorder,0.0241995739122166,554,Open Targets Platform GraphQL,direct (enableIndirect=false)
RSPH3,ENSG00000130363,radial spoke head 3,MONDO_0003240,thyroid gland disorder,0.02377098726831657,555,Open Targets Platform GraphQL,direct (enableIndirect=false)
EHF,ENSG00000135373,ETS homologous factor,MONDO_0003240,thyroid gland disorder,0.023653110699820915,556,Open Targets Platform GraphQL,direct (enableIndirect=false)
IL17A,ENSG00000112115,interleukin 17A,MONDO_0003240,thyroid gland disorder,0.023526773388536038,557,Open Targets Platform GraphQL,direct (enableIndirect=false)
FBN2,ENSG00000138829,fibrillin 2,MONDO_0003240,thyroid gland disorder,0.023385752536806633,558,Open Targets Platform GraphQL,direct (enableIndirect=false)
AK3,ENSG00000147853,adenylate kinase 3,MONDO_0003240,thyroid gland disorder,0.023155588669679258,559,Open Targets Platform GraphQL,direct (enableIndirect=false)
OR10P1,ENSG00000175398,olfactory receptor family 10 subfamily P member 1,MONDO_0003240,thyroid gland disorder,0.02302036564233181,560,Open Targets Platform GraphQL,direct (enableIndirect=false)
TMPRSS3,ENSG00000160183,transmembrane serine protease 3,MONDO_0003240,thyroid gland disorder,0.02293077501722436,561,Open Targets Platform GraphQL,direct (enableIndirect=false)
IGF1,ENSG00000017427,insulin like growth factor 1,MONDO_0003240,thyroid gland disorder,0.022854630141402522,562,Open Targets Platform GraphQL,direct (enableIndirect=false)
KLF5,ENSG00000102554,KLF transcription factor 5,MONDO_0003240,thyroid gland disorder,0.022810519098395834,563,Open Targets Platform GraphQL,direct (enableIndirect=false)
NBAS,ENSG00000151779,NBAS subunit of NRZ tethering complex,MONDO_0003240,thyroid gland disorder,0.022638432458630574,564,Open Targets Platform GraphQL,direct (enableIndirect=false)
CLDN1,ENSG00000163347,claudin 1,MONDO_0003240,thyroid gland disorder,0.0225663406049064,565,Open Targets Platform GraphQL,direct (enableIndirect=false)
SGF29,ENSG00000176476,SAGA complex associated factor 29,MONDO_0003240,thyroid gland disorder,0.02250765233986472,566,Open Targets Platform GraphQL,direct (enableIndirect=false)
LAMA4,ENSG00000112769,laminin subunit alpha 4,MONDO_0003240,thyroid gland disorder,0.022507220027099113,567,Open Targets Platform GraphQL,direct (enableIndirect=false)
ANO7,ENSG00000146205,anoctamin 7,MONDO_0003240,thyroid gland disorder,0.02241188817832099,568,Open Targets Platform GraphQL,direct (enableIndirect=false)
SULT1A2,ENSG00000197165,sulfotransferase family 1A member 2,MONDO_0003240,thyroid gland disorder,0.02237561934015395,569,Open Targets Platform GraphQL,direct (enableIndirect=false)
MPO,ENSG00000005381,myeloperoxidase,MONDO_0003240,thyroid gland disorder,0.022291379721573246,570,Open Targets Platform GraphQL,direct (enableIndirect=false)
IL4R,ENSG00000077238,interleukin 4 receptor,MONDO_0003240,thyroid gland disorder,0.022251683255648753,571,Open Targets Platform GraphQL,direct (enableIndirect=false)
CCKAR,ENSG00000163394,cholecystokinin A receptor,MONDO_0003240,thyroid gland disorder,0.022238551411195306,572,Open Targets Platform GraphQL,direct (enableIndirect=false)
XBP1,ENSG00000100219,X-box binding protein 1,MONDO_0003240,thyroid gland disorder,0.022174791281082105,573,Open Targets Platform GraphQL,direct (enableIndirect=false)
IL6,ENSG00000136244,interleukin 6,MONDO_0003240,thyroid gland disorder,0.0219005421912344,574,Open Targets Platform GraphQL,direct (enableIndirect=false)
COLEC10,ENSG00000184374,collectin subfamily member 10,MONDO_0003240,thyroid gland disorder,0.02184760987582087,575,Open Targets Platform GraphQL,direct (enableIndirect=false)
SERPINA7,ENSG00000123561,serpin family A member 7,MONDO_0003240,thyroid gland disorder,0.021815646369979586,576,Open Targets Platform GraphQL,direct (enableIndirect=false)
CDH2,ENSG00000170558,cadherin 2,MONDO_0003240,thyroid gland disorder,0.021807880614236795,577,Open Targets Platform GraphQL,direct (enableIndirect=false)
LEP,ENSG00000174697,leptin,MONDO_0003240,thyroid gland disorder,0.021693183316901225,578,Open Targets Platform GraphQL,direct (enableIndirect=false)
TUBB1,ENSG00000101162,tubulin beta 1 class VI,MONDO_0003240,thyroid gland disorder,0.02162042149905506,579,Open Targets Platform GraphQL,direct (enableIndirect=false)
COQ2,ENSG00000173085,"coenzyme Q2, polyprenyltransferase",MONDO_0003240,thyroid gland disorder,0.021595900586817627,580,Open Targets Platform GraphQL,direct (enableIndirect=false)
DDX17,ENSG00000100201,DEAD-box helicase 17,MONDO_0003240,thyroid gland disorder,0.021406073978947664,581,Open Targets Platform GraphQL,direct (enableIndirect=false)
PITX2,ENSG00000164093,paired like homeodomain 2,MONDO_0003240,thyroid gland disorder,0.021404833250488982,582,Open Targets Platform GraphQL,direct (enableIndirect=false)
PCSK7,ENSG00000160613,proprotein convertase subtilisin/kexin type 7,MONDO_0003240,thyroid gland disorder,0.021387065985183317,583,Open Targets Platform GraphQL,direct (enableIndirect=false)
NSF,ENSG00000073969,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase",MONDO_0003240,thyroid gland disorder,0.021324706933932524,584,Open Targets Platform GraphQL,direct (enableIndirect=false)
FGFR2,ENSG00000066468,fibroblast growth factor receptor 2,MONDO_0003240,thyroid gland disorder,0.021250841644370355,585,Open Targets Platform GraphQL,direct (enableIndirect=false)
LGALS7,ENSG00000205076,galectin 7,MONDO_0003240,thyroid gland disorder,0.021250841644370355,586,Open Targets Platform GraphQL,direct (enableIndirect=false)
CABP7,ENSG00000100314,calcium binding protein 7,MONDO_0003240,thyroid gland disorder,0.021240662027996654,587,Open Targets Platform GraphQL,direct (enableIndirect=false)
CD28,ENSG00000178562,CD28 molecule,MONDO_0003240,thyroid gland disorder,0.02124057553729578,588,Open Targets Platform GraphQL,direct (enableIndirect=false)
PIGR,ENSG00000162896,polymeric immunoglobulin receptor,MONDO_0003240,thyroid gland disorder,0.021160819091999124,589,Open Targets Platform GraphQL,direct (enableIndirect=false)
NTN1,ENSG00000065320,netrin 1,MONDO_0003240,thyroid gland disorder,0.021136208842466368,590,Open Targets Platform GraphQL,direct (enableIndirect=false)
SLC26A4,ENSG00000091137,solute carrier family 26 member 4,MONDO_0003240,thyroid gland disorder,0.02106997604788186,591,Open Targets Platform GraphQL,direct (enableIndirect=false)
KLHL14,ENSG00000197705,kelch like family member 14,MONDO_0003240,thyroid gland disorder,0.021066051717028005,592,Open Targets Platform GraphQL,direct (enableIndirect=false)
GPR137,ENSG00000173264,G protein-coupled receptor 137,MONDO_0003240,thyroid gland disorder,0.02106337524391385,593,Open Targets Platform GraphQL,direct (enableIndirect=false)
GNA12,ENSG00000146535,G protein subunit alpha 12,MONDO_0003240,thyroid gland disorder,0.021013432105147983,594,Open Targets Platform GraphQL,direct (enableIndirect=false)
FAM216B,ENSG00000179813,family with sequence similarity 216 member B,MONDO_0003240,thyroid gland disorder,0.02100028236239532,595,Open Targets Platform GraphQL,direct (enableIndirect=false)
SUOX,ENSG00000139531,sulfite oxidase,MONDO_0003240,thyroid gland disorder,0.02094870772481656,596,Open Targets Platform GraphQL,direct (enableIndirect=false)
MFHAS1,ENSG00000147324,multifunctional ROCO family signaling regulator 1,MONDO_0003240,thyroid gland disorder,0.020915482974308,597,Open Targets Platform GraphQL,direct (enableIndirect=false)
GPR180,ENSG00000152749,G protein-coupled receptor 180,MONDO_0003240,thyroid gland disorder,0.020914188789595667,598,Open Targets Platform GraphQL,direct (enableIndirect=false)
CBX7,ENSG00000100307,chromobox 7,MONDO_0003240,thyroid gland disorder,0.020881261789685655,599,Open Targets Platform GraphQL,direct (enableIndirect=false)
MTFR2,ENSG00000146410,mitochondrial fission regulator 2,MONDO_0003240,thyroid gland disorder,0.020793368385945803,600,Open Targets Platform GraphQL,direct (enableIndirect=false)
VDAC1,ENSG00000213585,voltage dependent anion channel 1,MONDO_0003240,thyroid gland disorder,0.020750022714470625,601,Open Targets Platform GraphQL,direct (enableIndirect=false)
RGS19,ENSG00000171700,regulator of G protein signaling 19,MONDO_0003240,thyroid gland disorder,0.020744189366877108,602,Open Targets Platform GraphQL,direct (enableIndirect=false)
NEK7,ENSG00000151414,NIMA related kinase 7,MONDO_0003240,thyroid gland disorder,0.020694412819973144,603,Open Targets Platform GraphQL,direct (enableIndirect=false)
HAVCR1,ENSG00000113249,hepatitis A virus cellular receptor 1,MONDO_0003240,thyroid gland disorder,0.020684355352607615,604,Open Targets Platform GraphQL,direct (enableIndirect=false)
XIAP,ENSG00000101966,X-linked inhibitor of apoptosis,MONDO_0003240,thyroid gland disorder,0.020573278577448402,605,Open Targets Platform GraphQL,direct (enableIndirect=false)
CAT,ENSG00000121691,catalase,MONDO_0003240,thyroid gland disorder,0.020569239411374684,606,Open Targets Platform GraphQL,direct (enableIndirect=false)
PIK3CA,ENSG00000121879,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",MONDO_0003240,thyroid gland disorder,0.020561155162623013,607,Open Targets Platform GraphQL,direct (enableIndirect=false)
ADM5,ENSG00000224420,adrenomedullin 5 (putative),MONDO_0003240,thyroid gland disorder,0.02048183609701104,608,Open Targets Platform GraphQL,direct (enableIndirect=false)
RTL3,ENSG00000179300,retrotransposon Gag like 3,MONDO_0003240,thyroid gland disorder,0.02040096332041264,609,Open Targets Platform GraphQL,direct (enableIndirect=false)
CALCA,ENSG00000110680,calcitonin related polypeptide alpha,MONDO_0003240,thyroid gland disorder,0.020388944940589824,610,Open Targets Platform GraphQL,direct (enableIndirect=false)
GDF15,ENSG00000130513,growth differentiation factor 15,MONDO_0003240,thyroid gland disorder,0.02028849676719969,611,Open Targets Platform GraphQL,direct (enableIndirect=false)
BTG3,ENSG00000154640,BTG anti-proliferation factor 3,MONDO_0003240,thyroid gland disorder,0.02015251527436903,612,Open Targets Platform GraphQL,direct (enableIndirect=false)
