gene_symbol,ensembl_id,approved_name,disease_id,disease_name,disease_relevance_score,rank,source,association_scope
NEDD4L,ENSG00000049759,NEDD4 like E3 ubiquitin protein ligase,HP_0000822,Hypertension,0.051055778483972906,326,Open Targets Platform GraphQL,direct (enableIndirect=false)
SP3,ENSG00000172845,Sp3 transcription factor,HP_0000822,Hypertension,0.050981487732339695,327,Open Targets Platform GraphQL,direct (enableIndirect=false)
LCN2,ENSG00000148346,lipocalin 2,HP_0000822,Hypertension,0.05064551893667051,328,Open Targets Platform GraphQL,direct (enableIndirect=false)
SOD1,ENSG00000142168,superoxide dismutase 1,HP_0000822,Hypertension,0.050489048007152676,329,Open Targets Platform GraphQL,direct (enableIndirect=false)
TTR,ENSG00000118271,transthyretin,HP_0000822,Hypertension,0.0503738593700932,330,Open Targets Platform GraphQL,direct (enableIndirect=false)
CYP3A4,ENSG00000160868,cytochrome P450 family 3 subfamily A member 4,HP_0000822,Hypertension,0.050329021583208004,331,Open Targets Platform GraphQL,direct (enableIndirect=false)
PON1,ENSG00000005421,paraoxonase 1,HP_0000822,Hypertension,0.05023713873433479,332,Open Targets Platform GraphQL,direct (enableIndirect=false)
STK39,ENSG00000198648,serine/threonine kinase 39,HP_0000822,Hypertension,0.050123756714426364,333,Open Targets Platform GraphQL,direct (enableIndirect=false)
ASIC3,ENSG00000213199,acid sensing ion channel subunit 3,HP_0000822,Hypertension,0.04995568574270481,334,Open Targets Platform GraphQL,direct (enableIndirect=false)
ENO2,ENSG00000111674,enolase 2,HP_0000822,Hypertension,0.049930068582827725,335,Open Targets Platform GraphQL,direct (enableIndirect=false)
SERPINE1,ENSG00000106366,serpin family E member 1,HP_0000822,Hypertension,0.049813919945663365,336,Open Targets Platform GraphQL,direct (enableIndirect=false)
TEK,ENSG00000120156,TEK receptor tyrosine kinase,HP_0000822,Hypertension,0.04971600944185746,337,Open Targets Platform GraphQL,direct (enableIndirect=false)
RAC1,ENSG00000136238,Rac family small GTPase 1,HP_0000822,Hypertension,0.049551341461868306,338,Open Targets Platform GraphQL,direct (enableIndirect=false)
CHAT,ENSG00000070748,choline O-acetyltransferase,HP_0000822,Hypertension,0.049480951852633515,339,Open Targets Platform GraphQL,direct (enableIndirect=false)
CCL2,ENSG00000108691,C-C motif chemokine ligand 2,HP_0000822,Hypertension,0.049443803553272304,340,Open Targets Platform GraphQL,direct (enableIndirect=false)
NOS1,ENSG00000089250,nitric oxide synthase 1,HP_0000822,Hypertension,0.049418509529311594,341,Open Targets Platform GraphQL,direct (enableIndirect=false)
SIRT6,ENSG00000077463,sirtuin 6,HP_0000822,Hypertension,0.04939319434304194,342,Open Targets Platform GraphQL,direct (enableIndirect=false)
SPHK1,ENSG00000176170,sphingosine kinase 1,HP_0000822,Hypertension,0.04936401679277076,343,Open Targets Platform GraphQL,direct (enableIndirect=false)
ERBB3,ENSG00000065361,erb-b2 receptor tyrosine kinase 3,HP_0000822,Hypertension,0.04929105797069682,344,Open Targets Platform GraphQL,direct (enableIndirect=false)
CYP2C9,ENSG00000138109,cytochrome P450 family 2 subfamily C member 9,HP_0000822,Hypertension,0.048899297036277586,345,Open Targets Platform GraphQL,direct (enableIndirect=false)
HSPD1,ENSG00000144381,heat shock protein family D (Hsp60) member 1,HP_0000822,Hypertension,0.048878732295533876,346,Open Targets Platform GraphQL,direct (enableIndirect=false)
PGF,ENSG00000119630,placental growth factor,HP_0000822,Hypertension,0.04876095357941475,347,Open Targets Platform GraphQL,direct (enableIndirect=false)
GJA1,ENSG00000152661,gap junction protein alpha 1,HP_0000822,Hypertension,0.048658474851302945,348,Open Targets Platform GraphQL,direct (enableIndirect=false)
P4HB,ENSG00000185624,prolyl 4-hydroxylase subunit beta,HP_0000822,Hypertension,0.048587020918265826,349,Open Targets Platform GraphQL,direct (enableIndirect=false)
PRDX5,ENSG00000126432,peroxiredoxin 5,HP_0000822,Hypertension,0.048128947220598274,350,Open Targets Platform GraphQL,direct (enableIndirect=false)
CXCL8,ENSG00000169429,C-X-C motif chemokine ligand 8,HP_0000822,Hypertension,0.047987022118989885,351,Open Targets Platform GraphQL,direct (enableIndirect=false)
FGFRL1,ENSG00000127418,fibroblast growth factor receptor like 1,HP_0000822,Hypertension,0.047820335471193194,352,Open Targets Platform GraphQL,direct (enableIndirect=false)
GAS5,ENSG00000234741,growth arrest specific 5,HP_0000822,Hypertension,0.04772638570011735,353,Open Targets Platform GraphQL,direct (enableIndirect=false)
NCOR1,ENSG00000141027,nuclear receptor corepressor 1,HP_0000822,Hypertension,0.04769633346847568,354,Open Targets Platform GraphQL,direct (enableIndirect=false)
SHH,ENSG00000164690,sonic hedgehog signaling molecule,HP_0000822,Hypertension,0.04760503239226808,355,Open Targets Platform GraphQL,direct (enableIndirect=false)
BMAL1,ENSG00000133794,basic helix-loop-helix ARNT like 1,HP_0000822,Hypertension,0.04748485944728015,356,Open Targets Platform GraphQL,direct (enableIndirect=false)
RTN3,ENSG00000133318,reticulon 3,HP_0000822,Hypertension,0.04730622139964183,357,Open Targets Platform GraphQL,direct (enableIndirect=false)
MRC1,ENSG00000260314,mannose receptor C-type 1,HP_0000822,Hypertension,0.04723996962469619,358,Open Targets Platform GraphQL,direct (enableIndirect=false)
PRKDC,ENSG00000253729,"protein kinase, DNA-activated, catalytic subunit",HP_0000822,Hypertension,0.04710089925815033,359,Open Targets Platform GraphQL,direct (enableIndirect=false)
NUCB2,ENSG00000070081,nucleobindin 2,HP_0000822,Hypertension,0.04702502645745054,360,Open Targets Platform GraphQL,direct (enableIndirect=false)
STAMBP,ENSG00000124356,STAM binding protein,HP_0000822,Hypertension,0.046944443786333806,361,Open Targets Platform GraphQL,direct (enableIndirect=false)
IL33,ENSG00000137033,interleukin 33,HP_0000822,Hypertension,0.04684731823414704,362,Open Targets Platform GraphQL,direct (enableIndirect=false)
HMOX1,ENSG00000100292,heme oxygenase 1,HP_0000822,Hypertension,0.04684360557077781,363,Open Targets Platform GraphQL,direct (enableIndirect=false)
TNFRSF1A,ENSG00000067182,TNF receptor superfamily member 1A,HP_0000822,Hypertension,0.04668369619571868,364,Open Targets Platform GraphQL,direct (enableIndirect=false)
IL10,ENSG00000136634,interleukin 10,HP_0000822,Hypertension,0.04620172452282498,365,Open Targets Platform GraphQL,direct (enableIndirect=false)
NEAT1,ENSG00000245532,nuclear paraspeckle assembly transcript 1,HP_0000822,Hypertension,0.046137322448130715,366,Open Targets Platform GraphQL,direct (enableIndirect=false)
GPR39,ENSG00000183840,G protein-coupled receptor 39,HP_0000822,Hypertension,0.045827901980903016,367,Open Targets Platform GraphQL,direct (enableIndirect=false)
EIF2AK3,ENSG00000172071,eukaryotic translation initiation factor 2 alpha kinase 3,HP_0000822,Hypertension,0.04569881415490027,368,Open Targets Platform GraphQL,direct (enableIndirect=false)
FTO,ENSG00000140718,FTO alpha-ketoglutarate dependent dioxygenase,HP_0000822,Hypertension,0.045677989338833824,369,Open Targets Platform GraphQL,direct (enableIndirect=false)
FURIN,ENSG00000140564,"furin, paired basic amino acid cleaving enzyme",HP_0000822,Hypertension,0.04556279800185191,370,Open Targets Platform GraphQL,direct (enableIndirect=false)
SGCB,ENSG00000163069,sarcoglycan beta,HP_0000822,Hypertension,0.04530878172877001,371,Open Targets Platform GraphQL,direct (enableIndirect=false)
FLT1,ENSG00000102755,fms related receptor tyrosine kinase 1,HP_0000822,Hypertension,0.0451267238144984,372,Open Targets Platform GraphQL,direct (enableIndirect=false)
AQP1,ENSG00000240583,aquaporin 1 (Colton blood group),HP_0000822,Hypertension,0.04511651546652057,373,Open Targets Platform GraphQL,direct (enableIndirect=false)
PINK1,ENSG00000158828,PTEN induced kinase 1,HP_0000822,Hypertension,0.04502098596484142,374,Open Targets Platform GraphQL,direct (enableIndirect=false)
MAPK8,ENSG00000107643,mitogen-activated protein kinase 8,HP_0000822,Hypertension,0.045002498468659176,375,Open Targets Platform GraphQL,direct (enableIndirect=false)
IL13,ENSG00000169194,interleukin 13,HP_0000822,Hypertension,0.0450021812497843,376,Open Targets Platform GraphQL,direct (enableIndirect=false)
WNK1,ENSG00000060237,WNK lysine deficient protein kinase 1,HP_0000822,Hypertension,0.04496586001825124,377,Open Targets Platform GraphQL,direct (enableIndirect=false)
POMC,ENSG00000115138,proopiomelanocortin,HP_0000822,Hypertension,0.04491687391288921,378,Open Targets Platform GraphQL,direct (enableIndirect=false)
CTNNB1,ENSG00000168036,catenin beta 1,HP_0000822,Hypertension,0.04482850110743446,379,Open Targets Platform GraphQL,direct (enableIndirect=false)
ESR2,ENSG00000140009,estrogen receptor 2,HP_0000822,Hypertension,0.04477127457207459,380,Open Targets Platform GraphQL,direct (enableIndirect=false)
TF,ENSG00000091513,transferrin,HP_0000822,Hypertension,0.04476910317454021,381,Open Targets Platform GraphQL,direct (enableIndirect=false)
CD36,ENSG00000135218,CD36 molecule (CD36 blood group),HP_0000822,Hypertension,0.0447159778983929,382,Open Targets Platform GraphQL,direct (enableIndirect=false)
EGFR,ENSG00000146648,epidermal growth factor receptor,HP_0000822,Hypertension,0.04470924981378032,383,Open Targets Platform GraphQL,direct (enableIndirect=false)
CYP11B2,ENSG00000179142,cytochrome P450 family 11 subfamily B member 2,HP_0000822,Hypertension,0.04469846451125254,384,Open Targets Platform GraphQL,direct (enableIndirect=false)
HCRTR1,ENSG00000121764,hypocretin receptor 1,HP_0000822,Hypertension,0.04458456540627387,385,Open Targets Platform GraphQL,direct (enableIndirect=false)
MMP7,ENSG00000137673,matrix metallopeptidase 7,HP_0000822,Hypertension,0.044584066602838236,386,Open Targets Platform GraphQL,direct (enableIndirect=false)
KLK3,ENSG00000142515,kallikrein related peptidase 3,HP_0000822,Hypertension,0.044466182079895174,387,Open Targets Platform GraphQL,direct (enableIndirect=false)
CHRM3,ENSG00000133019,cholinergic receptor muscarinic 3,HP_0000822,Hypertension,0.04425065313986302,388,Open Targets Platform GraphQL,direct (enableIndirect=false)
CYP4A11,ENSG00000187048,cytochrome P450 family 4 subfamily A member 11,HP_0000822,Hypertension,0.04416531665049858,389,Open Targets Platform GraphQL,direct (enableIndirect=false)
ALMS1,ENSG00000116127,ALMS1 centrosome and basal body associated protein,HP_0000822,Hypertension,0.04404399756840954,390,Open Targets Platform GraphQL,direct (enableIndirect=false)
PLG,ENSG00000122194,plasminogen,HP_0000822,Hypertension,0.04400089856151907,391,Open Targets Platform GraphQL,direct (enableIndirect=false)
RHOA,ENSG00000067560,ras homolog family member A,HP_0000822,Hypertension,0.04394957073611084,392,Open Targets Platform GraphQL,direct (enableIndirect=false)
ATP6AP2,ENSG00000182220,ATPase H+ transporting accessory protein 2,HP_0000822,Hypertension,0.04393928754013045,393,Open Targets Platform GraphQL,direct (enableIndirect=false)
KCNQ1,ENSG00000053918,potassium voltage-gated channel subfamily Q member 1,HP_0000822,Hypertension,0.043913246994413825,394,Open Targets Platform GraphQL,direct (enableIndirect=false)
HGF,ENSG00000019991,hepatocyte growth factor,HP_0000822,Hypertension,0.043613160372893575,395,Open Targets Platform GraphQL,direct (enableIndirect=false)
WDR12,ENSG00000138442,WD repeat domain 12,HP_0000822,Hypertension,0.0436104228527948,396,Open Targets Platform GraphQL,direct (enableIndirect=false)
NOX1,ENSG00000007952,NADPH oxidase 1,HP_0000822,Hypertension,0.043578919749251814,397,Open Targets Platform GraphQL,direct (enableIndirect=false)
FFAR3,ENSG00000185897,free fatty acid receptor 3,HP_0000822,Hypertension,0.043504747380326184,398,Open Targets Platform GraphQL,direct (enableIndirect=false)
CMA1,ENSG00000092009,chymase 1,HP_0000822,Hypertension,0.04347542259915239,399,Open Targets Platform GraphQL,direct (enableIndirect=false)
ANPEP,ENSG00000166825,"alanyl aminopeptidase, membrane",HP_0000822,Hypertension,0.043452001439959684,400,Open Targets Platform GraphQL,direct (enableIndirect=false)
CCND1,ENSG00000110092,cyclin D1,HP_0000822,Hypertension,0.043436782160916045,401,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDCD10,ENSG00000114209,programmed cell death 10,HP_0000822,Hypertension,0.04322031078396096,402,Open Targets Platform GraphQL,direct (enableIndirect=false)
ADAMTS13,ENSG00000160323,ADAM metallopeptidase with thrombospondin type 1 motif 13,HP_0000822,Hypertension,0.043192646879015244,403,Open Targets Platform GraphQL,direct (enableIndirect=false)
COMP,ENSG00000105664,cartilage oligomeric matrix protein,HP_0000822,Hypertension,0.04302901782484699,404,Open Targets Platform GraphQL,direct (enableIndirect=false)
MAP3K5,ENSG00000197442,mitogen-activated protein kinase kinase kinase 5,HP_0000822,Hypertension,0.04302100482439576,405,Open Targets Platform GraphQL,direct (enableIndirect=false)
PLOD1,ENSG00000083444,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",HP_0000822,Hypertension,0.04301865512121946,406,Open Targets Platform GraphQL,direct (enableIndirect=false)
IDH2,ENSG00000182054,isocitrate dehydrogenase (NADP(+)) 2,HP_0000822,Hypertension,0.04287126314342542,407,Open Targets Platform GraphQL,direct (enableIndirect=false)
CLDN3,ENSG00000165215,claudin 3,HP_0000822,Hypertension,0.04287126314342541,408,Open Targets Platform GraphQL,direct (enableIndirect=false)
FHL2,ENSG00000115641,four and a half LIM domains 2,HP_0000822,Hypertension,0.04287126314342541,409,Open Targets Platform GraphQL,direct (enableIndirect=false)
NOTCH3,ENSG00000074181,notch receptor 3,HP_0000822,Hypertension,0.042832936218890894,410,Open Targets Platform GraphQL,direct (enableIndirect=false)
SPP1,ENSG00000118785,secreted phosphoprotein 1,HP_0000822,Hypertension,0.042681350916145826,411,Open Targets Platform GraphQL,direct (enableIndirect=false)
ADM,ENSG00000148926,adrenomedullin,HP_0000822,Hypertension,0.04253152085982274,412,Open Targets Platform GraphQL,direct (enableIndirect=false)
WNT5A,ENSG00000114251,Wnt family member 5A,HP_0000822,Hypertension,0.042422820026328766,413,Open Targets Platform GraphQL,direct (enableIndirect=false)
ADCYAP1,ENSG00000141433,adenylate cyclase activating polypeptide 1,HP_0000822,Hypertension,0.04241088923251515,414,Open Targets Platform GraphQL,direct (enableIndirect=false)
CARTPT,ENSG00000164326,CART prepropeptide,HP_0000822,Hypertension,0.04237137228041365,415,Open Targets Platform GraphQL,direct (enableIndirect=false)
GJA5,ENSG00000265107,gap junction protein alpha 5,HP_0000822,Hypertension,0.04229983662296749,416,Open Targets Platform GraphQL,direct (enableIndirect=false)
GCG,ENSG00000115263,glucagon,HP_0000822,Hypertension,0.04224172701424545,417,Open Targets Platform GraphQL,direct (enableIndirect=false)
SMARCA4,ENSG00000127616,SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4,HP_0000822,Hypertension,0.04214750259466787,418,Open Targets Platform GraphQL,direct (enableIndirect=false)
CD14,ENSG00000170458,CD14 molecule,HP_0000822,Hypertension,0.04200638891047363,419,Open Targets Platform GraphQL,direct (enableIndirect=false)
TRPC3,ENSG00000138741,transient receptor potential cation channel subfamily C member 3,HP_0000822,Hypertension,0.04194920518513089,420,Open Targets Platform GraphQL,direct (enableIndirect=false)
CD68,ENSG00000129226,CD68 molecule,HP_0000822,Hypertension,0.04194214586273352,421,Open Targets Platform GraphQL,direct (enableIndirect=false)
GJA4,ENSG00000187513,gap junction protein alpha 4,HP_0000822,Hypertension,0.041936076417726224,422,Open Targets Platform GraphQL,direct (enableIndirect=false)
ACAT1,ENSG00000075239,acetyl-CoA acetyltransferase 1,HP_0000822,Hypertension,0.04182412022181875,423,Open Targets Platform GraphQL,direct (enableIndirect=false)
CD40,ENSG00000101017,CD40 molecule,HP_0000822,Hypertension,0.041679697763252165,424,Open Targets Platform GraphQL,direct (enableIndirect=false)
MAPK1,ENSG00000100030,mitogen-activated protein kinase 1,HP_0000822,Hypertension,0.04141427121032077,425,Open Targets Platform GraphQL,direct (enableIndirect=false)
HSP90AA1,ENSG00000080824,heat shock protein 90 alpha family class A member 1,HP_0000822,Hypertension,0.0413611120362111,426,Open Targets Platform GraphQL,direct (enableIndirect=false)
CRH,ENSG00000147571,corticotropin releasing hormone,HP_0000822,Hypertension,0.041254188805915894,427,Open Targets Platform GraphQL,direct (enableIndirect=false)
BDKRB2,ENSG00000168398,bradykinin receptor B2,HP_0000822,Hypertension,0.04117182424146808,428,Open Targets Platform GraphQL,direct (enableIndirect=false)
RGS2,ENSG00000116741,regulator of G protein signaling 2,HP_0000822,Hypertension,0.04116369863242508,429,Open Targets Platform GraphQL,direct (enableIndirect=false)
SPNS2,ENSG00000183018,"SPNS lysolipid transporter 2, sphingosine-1-phosphate",HP_0000822,Hypertension,0.041023363870001904,430,Open Targets Platform GraphQL,direct (enableIndirect=false)
HMGB1,ENSG00000189403,high mobility group box 1,HP_0000822,Hypertension,0.04098181791312471,431,Open Targets Platform GraphQL,direct (enableIndirect=false)
CYP2R1,ENSG00000186104,cytochrome P450 family 2 subfamily R member 1,HP_0000822,Hypertension,0.04082508995807721,432,Open Targets Platform GraphQL,direct (enableIndirect=false)
PER1,ENSG00000179094,period circadian regulator 1,HP_0000822,Hypertension,0.040787870693638636,433,Open Targets Platform GraphQL,direct (enableIndirect=false)
KLF2,ENSG00000127528,KLF transcription factor 2,HP_0000822,Hypertension,0.04078684242385274,434,Open Targets Platform GraphQL,direct (enableIndirect=false)
PPIA,ENSG00000196262,peptidylprolyl isomerase A,HP_0000822,Hypertension,0.04074501316542075,435,Open Targets Platform GraphQL,direct (enableIndirect=false)
RUNX1,ENSG00000159216,RUNX family transcription factor 1,HP_0000822,Hypertension,0.040707783738529464,436,Open Targets Platform GraphQL,direct (enableIndirect=false)
IFNLR1,ENSG00000185436,interferon lambda receptor 1,HP_0000822,Hypertension,0.040653784015317204,437,Open Targets Platform GraphQL,direct (enableIndirect=false)
SELP,ENSG00000174175,selectin P,HP_0000822,Hypertension,0.040652175605576844,438,Open Targets Platform GraphQL,direct (enableIndirect=false)
AHR,ENSG00000106546,aryl hydrocarbon receptor,HP_0000822,Hypertension,0.040627899652654925,439,Open Targets Platform GraphQL,direct (enableIndirect=false)
HAVCR1,ENSG00000113249,hepatitis A virus cellular receptor 1,HP_0000822,Hypertension,0.04058440210707972,440,Open Targets Platform GraphQL,direct (enableIndirect=false)
CAV1,ENSG00000105974,caveolin 1,HP_0000822,Hypertension,0.04049653538339693,441,Open Targets Platform GraphQL,direct (enableIndirect=false)
FOS,ENSG00000170345,"Fos proto-oncogene, AP-1 transcription factor subunit",HP_0000822,Hypertension,0.0402683656591388,442,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDGFC,ENSG00000145431,platelet derived growth factor C,HP_0000822,Hypertension,0.040140478661588444,443,Open Targets Platform GraphQL,direct (enableIndirect=false)
ZYX,ENSG00000159840,zyxin,HP_0000822,Hypertension,0.040101243276448546,444,Open Targets Platform GraphQL,direct (enableIndirect=false)
CFH,ENSG00000000971,complement factor H,HP_0000822,Hypertension,0.040068306943930716,445,Open Targets Platform GraphQL,direct (enableIndirect=false)
KAT7,ENSG00000136504,lysine acetyltransferase 7,HP_0000822,Hypertension,0.0399146243059478,446,Open Targets Platform GraphQL,direct (enableIndirect=false)
DDAH1,ENSG00000153904,dimethylarginine dimethylaminohydrolase 1,HP_0000822,Hypertension,0.0398948855436713,447,Open Targets Platform GraphQL,direct (enableIndirect=false)
CETP,ENSG00000087237,cholesteryl ester transfer protein,HP_0000822,Hypertension,0.039894588823731994,448,Open Targets Platform GraphQL,direct (enableIndirect=false)
NRF1,ENSG00000106459,nuclear respiratory factor 1,HP_0000822,Hypertension,0.039777469115431466,449,Open Targets Platform GraphQL,direct (enableIndirect=false)
ERN1,ENSG00000178607,endoplasmic reticulum to nucleus signaling 1,HP_0000822,Hypertension,0.039666582588282706,450,Open Targets Platform GraphQL,direct (enableIndirect=false)
TP53,ENSG00000141510,tumor protein p53,HP_0000822,Hypertension,0.039653326718436216,451,Open Targets Platform GraphQL,direct (enableIndirect=false)
CCR2,ENSG00000121807,C-C motif chemokine receptor 2,HP_0000822,Hypertension,0.03965065747455167,452,Open Targets Platform GraphQL,direct (enableIndirect=false)
FPR1,ENSG00000171051,formyl peptide receptor 1,HP_0000822,Hypertension,0.039608046921842596,453,Open Targets Platform GraphQL,direct (enableIndirect=false)
FMO5,ENSG00000131781,flavin containing dimethylaniline monoxygenase 5,HP_0000822,Hypertension,0.039598923586216805,454,Open Targets Platform GraphQL,direct (enableIndirect=false)
COMT,ENSG00000093010,catechol-O-methyltransferase,HP_0000822,Hypertension,0.03957852828877675,455,Open Targets Platform GraphQL,direct (enableIndirect=false)
KITLG,ENSG00000049130,KIT ligand,HP_0000822,Hypertension,0.03954294679677258,456,Open Targets Platform GraphQL,direct (enableIndirect=false)
PAH,ENSG00000171759,phenylalanine hydroxylase,HP_0000822,Hypertension,0.039502080793155994,457,Open Targets Platform GraphQL,direct (enableIndirect=false)
APOA1,ENSG00000118137,apolipoprotein A1,HP_0000822,Hypertension,0.0392882061565713,458,Open Targets Platform GraphQL,direct (enableIndirect=false)
ZC3HC1,ENSG00000091732,zinc finger C3HC-type containing 1,HP_0000822,Hypertension,0.03917546459657839,459,Open Targets Platform GraphQL,direct (enableIndirect=false)
WNT11,ENSG00000085741,Wnt family member 11,HP_0000822,Hypertension,0.03917546459657839,460,Open Targets Platform GraphQL,direct (enableIndirect=false)
IL6R,ENSG00000160712,interleukin 6 receptor,HP_0000822,Hypertension,0.03915241644782469,461,Open Targets Platform GraphQL,direct (enableIndirect=false)
OSTN,ENSG00000188729,osteocrin,HP_0000822,Hypertension,0.03896056354864915,462,Open Targets Platform GraphQL,direct (enableIndirect=false)
CYP3A5,ENSG00000106258,cytochrome P450 family 3 subfamily A member 5,HP_0000822,Hypertension,0.038957610790338666,463,Open Targets Platform GraphQL,direct (enableIndirect=false)
BUB1B,ENSG00000156970,BUB1 mitotic checkpoint serine/threonine kinase B,HP_0000822,Hypertension,0.03880588474189369,464,Open Targets Platform GraphQL,direct (enableIndirect=false)
C4B,ENSG00000224389,complement C4B (Chido/Rodgers blood group),HP_0000822,Hypertension,0.03875483903158069,465,Open Targets Platform GraphQL,direct (enableIndirect=false)
SLC12A2,ENSG00000064651,solute carrier family 12 member 2,HP_0000822,Hypertension,0.03860299657833401,466,Open Targets Platform GraphQL,direct (enableIndirect=false)
SESN2,ENSG00000130766,sestrin 2,HP_0000822,Hypertension,0.03852623598518227,467,Open Targets Platform GraphQL,direct (enableIndirect=false)
ABCA1,ENSG00000165029,ATP binding cassette subfamily A member 1,HP_0000822,Hypertension,0.03846831882427801,468,Open Targets Platform GraphQL,direct (enableIndirect=false)
ADD1,ENSG00000087274,adducin 1,HP_0000822,Hypertension,0.03826372160142189,469,Open Targets Platform GraphQL,direct (enableIndirect=false)
IL37,ENSG00000125571,interleukin 37,HP_0000822,Hypertension,0.03818285249354039,470,Open Targets Platform GraphQL,direct (enableIndirect=false)
KIT,ENSG00000157404,"KIT proto-oncogene, receptor tyrosine kinase",HP_0000822,Hypertension,0.038060522484240335,471,Open Targets Platform GraphQL,direct (enableIndirect=false)
GOT1,ENSG00000120053,glutamic-oxaloacetic transaminase 1,HP_0000822,Hypertension,0.03800622570355119,472,Open Targets Platform GraphQL,direct (enableIndirect=false)
RHOBTB1,ENSG00000072422,Rho related BTB domain containing 1,HP_0000822,Hypertension,0.03797429553297707,473,Open Targets Platform GraphQL,direct (enableIndirect=false)
AGTR2,ENSG00000180772,angiotensin II receptor type 2,HP_0000822,Hypertension,0.03794674573838386,474,Open Targets Platform GraphQL,direct (enableIndirect=false)
NLRP6,ENSG00000174885,NLR family pyrin domain containing 6,HP_0000822,Hypertension,0.03767661296369043,475,Open Targets Platform GraphQL,direct (enableIndirect=false)
SLC4A7,ENSG00000033867,solute carrier family 4 member 7,HP_0000822,Hypertension,0.03764498824182971,476,Open Targets Platform GraphQL,direct (enableIndirect=false)
ANXA1,ENSG00000135046,annexin A1,HP_0000822,Hypertension,0.03759526372597349,477,Open Targets Platform GraphQL,direct (enableIndirect=false)
TFRC,ENSG00000072274,transferrin receptor,HP_0000822,Hypertension,0.03750596101818484,478,Open Targets Platform GraphQL,direct (enableIndirect=false)
TGM2,ENSG00000198959,transglutaminase 2,HP_0000822,Hypertension,0.03750453957234075,479,Open Targets Platform GraphQL,direct (enableIndirect=false)
MARCHF1,ENSG00000145416,membrane associated ring-CH-type finger 1,HP_0000822,Hypertension,0.037414827233288775,480,Open Targets Platform GraphQL,direct (enableIndirect=false)
PLAT,ENSG00000104368,"plasminogen activator, tissue type",HP_0000822,Hypertension,0.037329194410495405,481,Open Targets Platform GraphQL,direct (enableIndirect=false)
ATP4A,ENSG00000105675,ATPase H+/K+ transporting subunit alpha,HP_0000822,Hypertension,0.037327565323154885,482,Open Targets Platform GraphQL,direct (enableIndirect=false)
ARHGAP42,ENSG00000165895,Rho GTPase activating protein 42,HP_0000822,Hypertension,0.037275540554339494,483,Open Targets Platform GraphQL,direct (enableIndirect=false)
TPO,ENSG00000115705,thyroid peroxidase,HP_0000822,Hypertension,0.037220020607689364,484,Open Targets Platform GraphQL,direct (enableIndirect=false)
CYGB,ENSG00000161544,cytoglobin,HP_0000822,Hypertension,0.03720415177490459,485,Open Targets Platform GraphQL,direct (enableIndirect=false)
IL18,ENSG00000150782,interleukin 18,HP_0000822,Hypertension,0.037188492624359776,486,Open Targets Platform GraphQL,direct (enableIndirect=false)
FAS,ENSG00000026103,Fas cell surface death receptor,HP_0000822,Hypertension,0.03718197249494888,487,Open Targets Platform GraphQL,direct (enableIndirect=false)
USP8,ENSG00000138592,ubiquitin specific peptidase 8,HP_0000822,Hypertension,0.03705038043214136,488,Open Targets Platform GraphQL,direct (enableIndirect=false)
GRN,ENSG00000030582,granulin precursor,HP_0000822,Hypertension,0.03701338205175051,489,Open Targets Platform GraphQL,direct (enableIndirect=false)
SLC2A4,ENSG00000181856,solute carrier family 2 member 4,HP_0000822,Hypertension,0.036983942003415565,490,Open Targets Platform GraphQL,direct (enableIndirect=false)
B2M,ENSG00000166710,beta-2-microglobulin,HP_0000822,Hypertension,0.036969855747002775,491,Open Targets Platform GraphQL,direct (enableIndirect=false)
ATP4B,ENSG00000186009,ATPase H+/K+ transporting subunit beta,HP_0000822,Hypertension,0.03695798546847018,492,Open Targets Platform GraphQL,direct (enableIndirect=false)
ABCG1,ENSG00000160179,ATP binding cassette subfamily G member 1,HP_0000822,Hypertension,0.03680223605340552,493,Open Targets Platform GraphQL,direct (enableIndirect=false)
ADAM17,ENSG00000151694,ADAM metallopeptidase domain 17,HP_0000822,Hypertension,0.03674435504763505,494,Open Targets Platform GraphQL,direct (enableIndirect=false)
BRD2,ENSG00000204256,bromodomain containing 2,HP_0000822,Hypertension,0.03670362425739802,495,Open Targets Platform GraphQL,direct (enableIndirect=false)
CAT,ENSG00000121691,catalase,HP_0000822,Hypertension,0.036664476733138524,496,Open Targets Platform GraphQL,direct (enableIndirect=false)
OGG1,ENSG00000114026,8-oxoguanine DNA glycosylase,HP_0000822,Hypertension,0.036589842868775924,497,Open Targets Platform GraphQL,direct (enableIndirect=false)
TH,ENSG00000180176,tyrosine hydroxylase,HP_0000822,Hypertension,0.036550420134878414,498,Open Targets Platform GraphQL,direct (enableIndirect=false)
PLCB2,ENSG00000137841,phospholipase C beta 2,HP_0000822,Hypertension,0.036403615686443125,499,Open Targets Platform GraphQL,direct (enableIndirect=false)
KCNJ5,ENSG00000120457,potassium inwardly rectifying channel subfamily J member 5,HP_0000822,Hypertension,0.03636154191710101,500,Open Targets Platform GraphQL,direct (enableIndirect=false)
MYDGF,ENSG00000074842,myeloid derived growth factor,HP_0000822,Hypertension,0.03621882575910078,501,Open Targets Platform GraphQL,direct (enableIndirect=false)
