gene_symbol,gene_id,branch_membership,tissue,tissue_role,gtex_release,gtex_annotation,expression_unit,preprocessing,model_formula,model_columns_used,n_male,n_female,male_mean_log2_tpm1,male_median_log2_tpm1,female_mean_log2_tpm1,female_median_log2_tpm1,male_median_tpm,female_median_tpm,female_minus_male_beta,female_minus_male_se,t_statistic,residual_df,direction,raw_p,FDR,fdr_family,fdr_denominator,meaningful_abs_effect_ge_0_25,is_expressed_median_tpm_ge_0_1,model_status,exact_2NAP_human_support,exact_2NAP_experimental_support,parent_naphthalene_support,number_of_sources,multi_source_ge2,network_central_top10pct_any,m3_priority_hub_candidate
MSRA,ENSG00000175806.15,hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,3.7108821752486976,3.6974179939174494,3.6624389335354968,3.6614930909208114,11.9728,11.65375,-0.05974899065946562,0.026662660367935163,-2.240923817614257,682,male-biased,0.025352048154587668,0.23650916375346057,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
MUC1,ENSG00000185499.17,shared-core;thyroid-branch;hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,4.7147881604576,4.650437158843848,4.775398941619917,4.706787214800052,24.1143,25.11505,0.04552453504694423,0.07069902296188764,0.643920285454094,682,female-biased,0.5198436085804229,0.7914573971466646,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
MYBL2,ENSG00000101057.16,hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,0.3478284717625772,0.23239060987445903,0.30825296551747583,0.18577110243808465,0.17478,0.137425,-0.04590452509586,0.030400189213539493,-1.5100078744054415,682,male-biased,0.13150456223015294,0.45940326346835375,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
MYC,ENSG00000136997.22,shared-core;thyroid-branch;hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,4.259798142495231,4.212841666579209,4.229414419908323,4.190677666932072,17.5435,17.26095,-0.05260727458231061,0.0845864849102778,-0.6219347527930965,682,male-biased,0.5341926226182181,0.7986078495285996,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,True,False
MYL6,ENSG00000092841.19,hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,10.534346143214643,10.547019822325387,10.479236825461562,10.483300551893764,1495.13,1430.49,-0.04655489920547981,0.029173277203635994,-1.5958062880805681,682,male-biased,0.11099529761858931,0.43438333962376463,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
NAE1,ENSG00000159593.15,hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,5.0733480112264795,5.078763522714645,5.104776335297087,5.106057155147933,32.7956,33.441050000000004,0.02790330823973158,0.0219658942360818,1.2703014928432468,682,female-biased,0.20441044819497192,0.5578672466244582,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
NCOA1,ENSG00000084676.16,hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,5.0835221515053135,5.087674986687217,5.140257128729377,5.14849277481145,33.005,34.46955,0.0583760300020711,0.02430244332117723,2.402064238174852,682,female-biased,0.01656925939231393,0.19290856837493844,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
NCOA3,ENSG00000124151.19,shared-core;thyroid-branch;hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,5.309635474260327,5.28503964993756,5.346456575867378,5.3952606182124985,37.9902,41.085800000000006,0.02178494227765896,0.03450855660812358,0.6312910309476872,682,female-biased,0.5280617671181898,0.7941984799802625,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
NDUFAF4,ENSG00000123545.6,hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,4.401638953892359,4.397180032099374,4.391249543315834,4.417973994180942,20.0709,20.3768,-0.013258483225629183,0.03133452653555635,-0.42312696860392424,682,male-biased,0.6723360171699513,0.8712614925350214,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
NFE2L2,ENSG00000116044.17,shared-core;thyroid-branch;hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,5.7716464760834745,5.7760118421990745,5.740999687115266,5.755019721985727,53.7965,53.00495,-0.03987263946583211,0.023063138836122977,-1.7288470467593513,682,male-biased,0.08428902664344058,0.38234197652694696,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,True,False,True,2,True,False,False
NFIC,ENSG00000141905.19,hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,6.448718684385963,6.443084441927309,6.553725112067924,6.576324853633917,86.0085,94.42695,0.09830447574692804,0.02897691452301995,3.3925101193514795,682,female-biased,0.00073256961678996,0.0273676951178136,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
NFKB1,ENSG00000109320.14,shared-core;thyroid-branch;hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,5.192608468490735,5.182334757197746,5.16742015912669,5.152722604664659,35.311,34.5733,-0.030128854933872143,0.021376718696918314,-1.4094237455730538,682,male-biased,0.159165720118811,0.49747139042659155,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,True,False,True,1,False,True,False
NFKB2,ENSG00000077150.21,hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,5.171606435447615,5.131169652326078,5.080948369100631,5.045896915770567,34.0458,32.03445,-0.08299874900995702,0.034723803819320415,-2.390255095375706,682,male-biased,0.017107084339688813,0.1962926094128066,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
NGF,ENSG00000134259.6,shared-core;thyroid-branch;hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,2.9726703202763485,2.9704137861240354,2.91067678444226,2.9094966625528262,6.83761,6.5136,-0.0766627947188935,0.04418127340884292,-1.7351875309132532,682,male-biased,0.08315932527473863,0.38147719392717705,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
NKD1,ENSG00000140807.7,shared-core;thyroid-branch;hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,4.92901757819685,5.033647648006913,5.037903405894706,5.137087119628636,31.7551,34.18985,0.11270807389386914,0.057442854957123334,1.962090393626797,682,female-biased,0.050158227586169994,0.31132692984519306,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
NLRP3,ENSG00000162711.19,shared-core;thyroid-branch;hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,1.4554125860059302,1.2829497735414797,1.3556055283225006,1.2378703772608595,1.43336,1.358505,-0.10931093671008402,0.05824439065541558,-1.8767633325720139,682,male-biased,0.060977266587592414,0.34057824497442307,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
NOD2,ENSG00000167207.15,shared-core;thyroid-branch;hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,1.6717289508607518,1.6390700535754297,1.6755576298088164,1.6084171539458874,2.11465,2.049175,-0.009555998310951885,0.04239968932175236,-0.22537897007772087,682,male-biased,0.8217519874652008,0.9382819065434591,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
NOS3,ENSG00000164867.11,shared-core;thyroid-branch;hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,2.8515423968294202,2.8706113130445448,2.7768022946147486,2.857906525356033,6.31375,6.249635,-0.08152967342531456,0.08094628591800358,-1.0072070941945617,682,male-biased,0.314192476522681,0.6590054062657927,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
NPC1,ENSG00000141458.13,hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,4.455150774113547,4.453418806205825,4.525284349700317,4.532617941537612,20.9085,22.144849999999998,0.054019086635287865,0.03063406399294288,1.7633666446519194,682,female-biased,0.07828642328276107,0.3735819380530285,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
NQO1,ENSG00000181019.13,shared-core;thyroid-branch;hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,5.069233332091487,5.041926312925493,4.917930786139264,4.915398909746989,31.9436,29.17745,-0.18902843216214826,0.05702290025439684,-3.314956470450184,682,male-biased,0.0009650928181233026,0.03220744927921892,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
NR0B1,ENSG00000169297.8,hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,0.052042790907677244,0.0,0.05422863122071915,0.0,0.0,0.0,0.0023119910188803697,0.011490809485065366,0.20120349413896996,682,female-biased,0.8405994514307625,0.9456444773030896,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,False,OK,False,False,True,1,False,False,False
NR1H4,ENSG00000012504.15,shared-core;thyroid-branch;hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,0.018845408376074263,0.0,0.020372776765414276,0.0,0.0,0.0,0.0010854860704275222,0.005495940425636628,0.19750688442038267,682,female-biased,0.8434897442999814,0.946237786806778,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,False,OK,True,False,True,1,False,False,False
NR1I2,ENSG00000144852.20,hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,0.07887905035109874,0.06433656534422917,0.07307962403548868,0.053972524279921386,0.045604,0.0381195,-0.0063989809444155695,0.005302706054336819,-1.2067387629721926,682,male-biased,0.2279511649656257,0.5797601883518804,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,False,OK,True,False,True,1,False,False,False
NR2F2,ENSG00000185551.15,hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,7.187000807931562,7.239923069294889,7.191446914738089,7.241656085116,150.159,150.341,0.0013892453393179807,0.0369289498861992,0.03761941088493174,682,female-biased,0.9700021398945494,0.9888510811056809,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
NR3C1,ENSG00000113580.15,shared-core;thyroid-branch;hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,5.149865060599603,5.1426870828367175,5.1281205352195505,5.127348503866384,34.3267,33.9531,-0.004744341136553545,0.030679609135105847,-0.15464151175005433,682,male-biased,0.8771496941132944,0.9562987667610141,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,True,False,True,1,False,False,False
NRG1,ENSG00000157168.22,shared-core;thyroid-branch;hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,0.24196871040877946,0.18985491444535715,0.23607286848375278,0.18212714824387186,0.140649,0.1345555,0.003197882400015388,0.01703575443116495,0.1877159249352192,682,female-biased,0.8511551804785722,0.9472675957495963,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
NRGN,ENSG00000154146.13,hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,5.145616693940174,5.251128261859707,4.952293071863626,5.106093086631209,37.0844,33.4423,-0.1790500729963252,0.08424796912926323,-2.1252746487171144,682,male-biased,0.03392254616811366,0.27028829542400423,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
NTRK2,ENSG00000148053.18,hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,4.991522391901319,5.045521603885695,4.957635762443302,4.953346574836191,32.0258,29.98175,-0.003727173143861451,0.0400469246653168,-0.09307014645969611,682,male-biased,0.9258751673510702,0.9713176864749256,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
OLFML3,ENSG00000116774.12,hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,5.5592576024568405,5.637656612025001,5.422203108047147,5.492451207867136,48.7856,44.01875,-0.1008409603872864,0.05789784648950642,-1.7417048560789412,682,male-biased,0.08201095983797492,0.3811777006553764,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
OPRD1,ENSG00000116329.12,hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,0.025844216658371565,0.020054806786098233,0.026694019935428012,0.01914251707376518,0.013998,0.013357,0.000441072020203256,0.002177342487154037,0.2025735605700566,682,female-biased,0.8395287730255538,0.9454365352083598,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,False,OK,False,False,True,1,False,False,False
OPRM1,ENSG00000112038.18,shared-core;thyroid-branch;hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,0.0030013839791764594,0.0,0.003726892289029902,0.0,0.0,0.0,0.0007491056256305557,0.00046874566424962976,1.5981067831949496,682,female-biased,0.11048238835381718,0.43360778779099707,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,False,OK,False,False,True,1,False,False,False
ORM1,ENSG00000229314.6,hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,0.5719821803376638,0.24365933299446482,0.618936264442184,0.2659054713000726,0.183992,0.2023935,0.030293023985704187,0.06595377341368544,0.4593069117622066,682,female-biased,0.6461601456950744,0.8589677803179325,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
OXTR,ENSG00000180914.11,hypertension-branch,Artery - Tibial,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],471,220,0.7670626905076404,0.5681965577668244,0.610941028573535,0.463508037403906,0.482669,0.3789005,-0.13548541741328116,0.049594288385196375,-2.731875420027658,682,male-biased,0.006460437645395206,0.11628787761711372,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
