gene_symbol,gene_id,branch_membership,tissue,tissue_role,gtex_release,gtex_annotation,expression_unit,preprocessing,model_formula,model_columns_used,n_male,n_female,male_mean_log2_tpm1,male_median_log2_tpm1,female_mean_log2_tpm1,female_median_log2_tpm1,male_median_tpm,female_median_tpm,female_minus_male_beta,female_minus_male_se,t_statistic,residual_df,direction,raw_p,FDR,fdr_family,fdr_denominator,meaningful_abs_effect_ge_0_25,is_expressed_median_tpm_ge_0_1,model_status,exact_2NAP_human_support,exact_2NAP_experimental_support,parent_naphthalene_support,number_of_sources,multi_source_ge2,network_central_top10pct_any,m3_priority_hub_candidate
KRT10,ENSG00000186395.9,thyroid-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,4.879789081797362,4.923871115153245,4.89589193273477,4.92274018455546,29.3552,29.3314,-0.01351553388549763,0.049505266816144096,-0.2730120400258119,454,male-biased,0.784968101305957,0.9275171171755783,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
KRT19,ENSG00000171345.13,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,2.141076490540004,1.3395731058286255,1.994419595899922,1.4003466505159683,1.5307849999999998,1.63965,-0.20381997139156244,0.17652268751393227,-1.1546389546979658,454,male-biased,0.24884569465411643,0.5952364856350285,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
LASP1,ENSG00000002834.19,thyroid-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,4.1733551883547975,4.184914914765351,4.098064382510314,4.123194379881792,17.188000000000002,16.4263,-0.05582291466403061,0.05787254859846143,-0.9645836586763813,454,male-biased,0.3352668922532252,0.6686870603932713,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
LGALS1,ENSG00000100097.12,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,8.559535456981674,8.576648824629402,8.53871278341416,8.518358095841931,380.797,365.675,0.02505085086487921,0.05615173397590402,0.4461278235081591,454,female-biased,0.655717608617544,0.8650883324500904,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
LMNA,ENSG00000160789.25,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,6.2303920846809815,6.18793891914698,6.14557872226212,6.136814800385631,71.90465,69.3664,-0.08430137700891384,0.06113051538775611,-1.3790391995582396,454,male-biased,0.16856166029634398,0.4934430782676095,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
LRG1,ENSG00000171236.10,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,0.8948421970665356,0.6071024452175044,0.8503516611910145,0.6682416895432661,0.5231985,0.589135,-0.08854530421440221,0.08598705154311719,-1.029751603588852,454,male-biased,0.30367490354209264,0.6425782288223911,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
LYPLA1,ENSG00000120992.18,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,3.518734107782912,3.6201691251965835,3.571942720712542,3.668187217559059,11.29645,11.7126,-0.03671557048332344,0.05255903521489431,-0.6985586842149434,454,male-biased,0.485185539118506,0.7724561369972337,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
MAPK1,ENSG00000100030.15,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,4.732673613926219,4.801916045353954,4.703303197841978,4.783535230381657,26.894849999999998,26.5415,-0.0883019395933948,0.04542359101078598,-1.9439665078973438,454,male-biased,0.05251691004241781,0.29510092743781746,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,True,False
MAPT,ENSG00000186868.18,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,1.881551898381995,1.8502707582303277,2.0163620276715677,1.9956762624664088,2.6056850000000003,2.98803,0.10488153999282006,0.05782386742052441,1.8138105365742567,454,female-biased,0.07036694790831834,0.3386433170678388,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
MBD2,ENSG00000134046.12,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,4.120721637880539,4.127224629462539,4.017648533671363,4.034224520822765,16.475050000000003,15.3841,-0.10330972990918931,0.045519050094317434,-2.269593273478403,454,male-biased,0.023700484120112386,0.2193129305199132,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
MCL1,ENSG00000143384.14,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,6.669960044500802,6.624159354545786,6.546731786664291,6.482774081728431,97.644,88.4354,-0.12681471121665427,0.07244035102169755,-1.7506087343319245,454,male-biased,0.08068875798579699,0.36062934691611304,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
MDM2,ENSG00000135679.27,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,3.0010026242873025,3.002483333539538,2.911861076862505,2.8759746368802874,7.013825,6.34099,-0.07125192879238812,0.04751770151538564,-1.4994818040455435,454,male-biased,0.1344437200758551,0.440083675523957,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
MDM4,ENSG00000198625.14,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,3.1473022646440554,3.1493447003996655,3.0607088530140025,3.0168189825290694,7.8725249999999996,7.09381,-0.04031071851236383,0.04572862252414658,-0.8815205070102019,454,male-biased,0.3785026093955943,0.7053735876278349,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
MEN1,ENSG00000133895.19,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,3.061408085712048,3.0694521060839923,3.0364101918699267,3.054268504666468,7.394545,7.30666,-0.04048223661571707,0.04759857757691113,-0.8504925709240938,454,male-biased,0.39549960340429263,0.7183653740660986,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
MITF,ENSG00000187098.18,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,3.0686564220159505,3.15293289445789,3.260688249380492,3.338837980376946,7.89483,9.1179,0.04564555998222496,0.057421177449704285,0.7949255311284118,454,female-biased,0.4270721857278389,0.7389298534532867,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,True,False,True,1,False,False,False
MMEL1,ENSG00000142606.16,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,0.18208958973405143,0.14924373789635753,0.17494084746184468,0.15537879842654528,0.108988,0.113714,0.0010014631226351947,0.012593411610563906,0.0795227817214458,454,female-biased,0.9366518514610052,0.9712856359547456,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
MMP14,ENSG00000157227.14,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,5.188133591277419,5.175129153593666,5.0803564510978445,5.152662074217396,35.1301,34.5718,-0.09170498829076212,0.07181086544382449,-1.2770349963613823,454,male-biased,0.20224262600766463,0.5408279874998002,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
MMP9,ENSG00000100985.7,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,1.045176550867693,0.7342155585680284,1.1954441864825744,1.0139052733536489,0.6635044999999999,1.01937,0.15842071641505215,0.09282090358957008,1.7067353396552505,454,female-biased,0.08855505116085448,0.37277346787240795,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,True,False
MUC1,ENSG00000185499.17,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,2.446633364487796,2.3814254672457817,2.31913455240207,2.2199800743888534,4.210655,3.65887,-0.11823742800459698,0.07514594213922754,-1.5734372959957197,454,male-biased,0.11631418658855154,0.4292266176131014,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
MYC,ENSG00000136997.22,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,3.727508622330738,3.678674751967729,3.6613516340275263,3.64564402339752,11.80535,11.5155,-0.156197339464492,0.10394259478880571,-1.5027269598364303,454,male-biased,0.1336047028577304,0.440083675523957,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,True,False
NCOA3,ENSG00000124151.19,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,3.2715848941932593,3.320658169716281,3.24686951699514,3.2685691346415835,8.991205,8.6369,-0.05539585159287772,0.043432435368884824,-1.2754488925703562,454,male-biased,0.2028026412101051,0.5408279874998002,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
NFE2L2,ENSG00000116044.17,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,4.790212937422847,4.798729646262776,4.69004456861653,4.68140428581283,26.8331,24.6592,-0.11514673332187438,0.05785061591038656,-1.99041499402949,454,male-biased,0.047144407270019464,0.2827702131881826,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,True,False,True,2,True,False,False
NFKB1,ENSG00000109320.14,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,3.7532682602202314,3.7499792774672853,3.633414673258064,3.6408175616497718,12.45415,11.4737,-0.14791268494144133,0.05591375762177296,-2.645371930500406,454,male-biased,0.008443190225923797,0.13053350263960053,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,True,False,True,1,False,True,False
NGF,ENSG00000134259.6,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,2.7286101003354424,2.7659861731000865,2.7707569896391413,2.7566838744769337,5.80214,5.75841,0.10370387240372828,0.06085555103324408,1.7040988150296605,454,female-biased,0.08904686343686115,0.37277346787240795,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
NKD1,ENSG00000140807.7,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,0.6181388930919008,0.5679931781861827,0.5810816743164078,0.5445506695534478,0.48246,0.458566,-0.04607373913286418,0.03282041905449456,-1.4038132498053726,454,male-biased,0.1610581136942023,0.4831743410826069,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
NLRP3,ENSG00000162711.19,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,0.9143400915482189,0.7025580738776148,0.8441922900666189,0.7289218272873139,0.627391,0.6574,-0.123812788485373,0.06026087986900733,-2.0546130218229846,454,male-biased,0.04048820864604536,0.27143625592297754,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
NOD2,ENSG00000167207.15,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,0.6204308280495188,0.5267403302931937,0.616589078238314,0.5514815647977486,0.44067049999999997,0.46559,-0.012652777762435945,0.03623666563319439,-0.3491705856856057,454,male-biased,0.7271231362842928,0.9013583029033593,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
NOS3,ENSG00000164867.11,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,3.3938002255579343,3.333292534394472,3.3334155041157656,3.2604472588736853,9.079105,8.5828,-0.061726705835964416,0.0798543172022803,-0.7729914674444397,454,male-biased,0.43992968326747156,0.7468573692680331,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
NQO1,ENSG00000181019.13,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,3.3299823921308973,3.261134149632315,3.426002883934016,3.257454223996099,8.587545,8.56294,-0.025077064897088996,0.08134081685269284,-0.3082962019240996,454,male-biased,0.7579983582438307,0.9176994865470456,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
NR1H4,ENSG00000012504.15,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,0.22688881870322655,0.18919579976373535,0.21358160916613342,0.19240502958539138,0.140128,0.142667,-0.0037897032696486786,0.020520372636922083,-0.18468004147399872,454,male-biased,0.8535624685415046,0.9483704926884122,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,True,False,True,1,False,False,False
NR3C1,ENSG00000113580.15,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,3.3679417924167634,3.333084483382047,3.2596767378882916,3.2580846940904835,9.07763,8.56712,-0.08641821770981349,0.05459598358844514,-1.5828676768835301,454,male-biased,0.11414796337082421,0.4261091587194972,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,True,False,True,1,False,False,False
NR5A2,ENSG00000116833.14,thyroid-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,0.4190307750906209,0.347507994186425,0.39236486125791875,0.34159073048879696,0.27236150000000003,0.267153,-0.012720503268867742,0.028522960998008797,-0.44597414937936375,454,male-biased,0.6558285291784891,0.8650883324500904,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
NRG1,ENSG00000157168.22,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,0.49958938531599745,0.38600407605073206,0.43215520122882667,0.37377291937986473,0.306769,0.295737,-0.04114235766782572,0.03452688782198855,-1.191603421656327,454,male-biased,0.2340393235413405,0.578206333873366,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
NTSR1,ENSG00000101188.5,thyroid-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,0.049705684078047575,0.030266147669256366,0.06468092698722078,0.046119424938175,0.0212005,0.032484,0.008102582739842846,0.006633400569766918,1.2214825042787294,454,female-biased,0.2225372814593298,0.5610262616551555,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,False,OK,False,False,True,1,False,False,False
OPRM1,ENSG00000112038.18,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,0.0020371612849192267,0.0,0.0019450099992957077,0.0,0.0,0.0,-3.250030275127378e-05,0.000521652040917725,-0.06230264659579801,454,male-biased,0.9503492397994685,0.97653284153681,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,False,OK,False,False,True,1,False,False,False
PAPPA,ENSG00000182752.10,shared-core;thyroid-branch;hypertension-branch,Heart - Atrial Appendage,hypertension/cardiovascular tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];extraction[RNA isolation from PAXgene-preserved tissue],318,143,1.664602775146199,1.545176475994398,1.571918658574747,1.4857101858671697,1.91842,1.80055,-0.038273038999591835,0.07568568999637852,-0.505683954277528,454,male-biased,0.6133239587098793,0.8521668835215157,thyroid_branch: 219 genes x 9 prespecified tissues,1971,False,True,OK,False,False,True,1,False,False,False
