gene_symbol,pdb_id,seed,output_pdbqt,log_file,mode,affinity_kcal_mol,rmsd_lb_A,rmsd_ub_A
PPARG,4XLD,20260911,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARG_4XLD_DINP_seed20260911.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARG_4XLD_DINP_seed20260911.log,16,-7.191,1.777,7.081
PPARG,4XLD,20260911,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARG_4XLD_DINP_seed20260911.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARG_4XLD_DINP_seed20260911.log,17,-7.177,3.137,8.9
PPARG,4XLD,20260911,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARG_4XLD_DINP_seed20260911.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARG_4XLD_DINP_seed20260911.log,18,-7.177,2.526,4.628
PPARG,4XLD,20260911,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARG_4XLD_DINP_seed20260911.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARG_4XLD_DINP_seed20260911.log,19,-7.131,2.323,5.521
PPARG,4XLD,20260911,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARG_4XLD_DINP_seed20260911.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARG_4XLD_DINP_seed20260911.log,20,-7.081,2.305,4.347
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,1,-7.651,0.0,0.0
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,2,-7.564,3.468,5.191
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,3,-7.509,3.408,8.992
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,4,-7.434,3.329,9.392
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,5,-7.353,3.787,8.88
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,6,-7.353,5.175,7.683
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,7,-7.299,4.226,8.936
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,8,-7.286,0.8602,9.672
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,9,-7.276,3.373,5.309
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,10,-7.268,3.778,9.017
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,11,-7.262,4.323,9.987
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,12,-7.261,0.6073,9.442
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,13,-7.259,4.479,7.173
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,14,-7.252,5.191,7.543
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,15,-7.133,4.718,7.211
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,16,-7.125,0.9008,2.076
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,17,-7.084,3.771,6.065
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,18,-7.04,2.84,9.658
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,19,-7.039,5.74,7.762
PPARA,6KB1,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\PPARA_6KB1_DINP_seed20260909.log,20,-7.0,3.688,6.514
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,1,-5.414,0.0,0.0
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,2,-5.278,2.369,5.743
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,3,-5.241,2.152,6.057
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,4,-5.235,1.331,5.756
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,5,-5.22,1.526,2.516
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,6,-5.215,1.553,6.36
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,7,-5.197,2.283,6.312
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,8,-5.182,1.561,7.235
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,9,-5.18,1.651,6.167
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,10,-5.164,1.374,2.318
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,11,-5.109,2.144,4.259
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,12,-5.101,2.385,5.408
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,13,-5.09,1.725,3.92
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,14,-5.064,3.122,4.971
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,15,-5.064,1.965,7.32
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,16,-5.063,2.62,5.755
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,17,-5.043,1.009,5.908
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,18,-5.016,2.494,6.506
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,19,-5.003,1.478,6.515
RXRA,1FBY,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\RXRA_1FBY_DINP_seed20260909.log,20,-4.997,2.496,5.331
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,1,-6.779,0.0,0.0
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,2,-6.74,3.998,7.949
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,3,-6.718,4.03,7.755
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,4,-6.702,0.6553,4.672
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,5,-6.612,4.067,7.835
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,6,-6.594,2.846,6.889
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,7,-6.558,1.918,6.317
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,8,-6.531,4.118,8.237
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,9,-6.523,1.918,7.139
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,10,-6.496,3.659,7.58
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,11,-6.482,5.339,9.661
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,12,-6.46,1.655,5.953
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,13,-6.451,5.415,8.783
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,14,-6.414,1.505,6.9
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,15,-6.38,3.977,7.261
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,16,-6.378,3.992,8.21
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,17,-6.341,4.184,7.489
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,18,-6.338,3.574,7.61
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,19,-6.329,1.646,6.905
NR1I2,8CH8,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\NR1I2_8CH8_DINP_seed20260909.log,20,-6.274,4.046,8.187
