cycle,cycle_begin_year,laboratory_title,data_file,data_url,doc_url,local_xpt,variable,flag_variable,weight_variable,matrix,n_measured,n_above_lod,above_lod_pct,selected_primary_biomarker,first_cycle,last_cycle,chemical_id,chemical_name
2007-2008,2007,Polyaromatic Hydrocarbons (PAHs) - Urine,PAH_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/PAH_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/PAH_E.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_PAH_E.xpt,URXP10,URDP10LC,WTSB2YR,urine,2581,2569,99.5350639287098,True,2001-2002,2017-2018,C007738,fluoranthene
2009-2010,2009,Polyaromatic Hydrocarbons -Urine,PAH_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/PAH_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/PAH_F.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_PAH_F.xpt,URXP10,URDP10LC,WTSB2YR,urine,2746,2729,99.3809176984705,True,2001-2002,2017-2018,C007738,fluoranthene
2011-2012,2011,Polyaromatic Hydrocarbons (PAHs) - Urine,PAH_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PAH_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PAH_G.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_PAH_G.xpt,URXP10,URDP10LC,WTSA2YR,urine,2487,2458,98.83393646964214,True,2001-2002,2017-2018,C007738,fluoranthene
2013-2014,2013,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,PAH_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/PAH_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/PAH_H.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_PAH_H.xpt,URXP10,URDP10LC,WTSA2YR,urine,2650,2024,76.37735849056604,True,2001-2002,2017-2018,C007738,fluoranthene
2015-2016,2015,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,PAH_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/PAH_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/PAH_I.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_PAH_I.xpt,URXP10,URDP10LC,WTSA2YR,urine,3036,2123,69.92753623188406,True,2001-2002,2017-2018,C007738,fluoranthene
2017-2018,2017,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,PAH_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/PAH_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/PAH_J.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_PAH_J.xpt,URXP10,URDP10LC,WTSA2YR,urine,2775,1671,60.21621621621622,True,2001-2002,2017-2018,C007738,fluoranthene
2001-2002,2001,"Phthalates, Phytoestrogens & PAHs - Urine",PHPYPA_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/PHPYPA_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/PHPYPA_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_PHPYPA_B.xpt,URXP04,,WTSPH2YR,urine,2745,2745,100.0,True,2001-2002,2017-2018,C041509,fluorene
2003-2004,2003,Polyaromatic Hydrocarbons (PAHs) - Urine,L31PAH_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L31PAH_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L31PAH_C.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L31PAH_C.xpt,URXP04,URDP04LC,WTSB2YR,urine,2521,2521,100.0,True,2001-2002,2017-2018,C041509,fluorene
2005-2006,2005,Polyaromatic Hydrocarbons (PAHs) - Urine,PAH_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PAH_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PAH_D.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_PAH_D.xpt,URXP04,URDP04LC,WTSB2YR,urine,2431,2431,100.0,True,2001-2002,2017-2018,C041509,fluorene
2007-2008,2007,Polyaromatic Hydrocarbons (PAHs) - Urine,PAH_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/PAH_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/PAH_E.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_PAH_E.xpt,URXP04,URDP04LC,WTSB2YR,urine,2582,2581,99.96127033307513,True,2001-2002,2017-2018,C041509,fluorene
2009-2010,2009,Polyaromatic Hydrocarbons -Urine,PAH_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/PAH_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/PAH_F.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_PAH_F.xpt,URXP04,URDP04LC,WTSB2YR,urine,2747,2747,100.0,True,2001-2002,2017-2018,C041509,fluorene
2011-2012,2011,Polyaromatic Hydrocarbons (PAHs) - Urine,PAH_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PAH_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PAH_G.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_PAH_G.xpt,URXP04,URDP04LC,WTSA2YR,urine,2492,2492,100.0,True,2001-2002,2017-2018,C041509,fluorene
2013-2014,2013,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,PAH_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/PAH_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/PAH_H.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_PAH_H.xpt,URXP04,URDP04LC,WTSA2YR,urine,2650,2647,99.88679245283019,True,2001-2002,2017-2018,C041509,fluorene
2015-2016,2015,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,PAH_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/PAH_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/PAH_I.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_PAH_I.xpt,URXP04,URDP04LC,WTSA2YR,urine,3037,3034,99.90121830754033,True,2001-2002,2017-2018,C041509,fluorene
2017-2018,2017,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,PAH_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/PAH_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/PAH_J.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_PAH_J.xpt,URXP04,URDP04LC,WTSA2YR,urine,2774,2773,99.96395097332372,True,2001-2002,2017-2018,C041509,fluorene
2003-2004,2003,Environmental Phenols,L24EPH_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L24EPH_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L24EPH_C.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L24EPH_C.xpt,URXBPH,URDBPHLC,WTSC2YR,urine,2517,2353,93.48430671434247,True,2003-2004,2011-2012,C000655605,fluorene-9-bisphenol
2005-2006,2005,Environmental Phenols & Parabens,EPH_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/EPH_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/EPH_D.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_EPH_D.xpt,URXBPH,URDBPHLC,WTSB2YR,urine,2548,2366,92.85714285714286,True,2003-2004,2011-2012,C000655605,fluorene-9-bisphenol
2007-2008,2007,Environmental Phenols,EPH_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/EPH_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/EPH_E.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_EPH_E.xpt,URXBPH,URDBPHLC,WTSB2YR,urine,2604,2438,93.62519201228879,True,2003-2004,2011-2012,C000655605,fluorene-9-bisphenol
2009-2010,2009,Environmental Phenols,EPH_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/EPH_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/EPH_F.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_EPH_F.xpt,URXBPH,URDBPHLC,WTSB2YR,urine,2749,2528,91.96071298654056,True,2003-2004,2011-2012,C000655605,fluorene-9-bisphenol
2011-2012,2011,Environmental Phenols & Parabens,EPH_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/EPH_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/EPH_G.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_EPH_G.xpt,URXBPH,URDBPHLC,WTSA2YR,urine,2489,2233,89.71474487746083,True,2003-2004,2011-2012,C000655605,fluorene-9-bisphenol
2011-2012,2011,Metals - Urine,UHM_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UHM_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UHM_G.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_UHM_G.xpt,URXUSR,URDUSRLC,WTSA2YR,urine,2503,2500,99.88014382740711,True,2011-2012,2015-2016,C031342,Henis' silver paste
2013-2014,2013,Metals - Urine,UM_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UM_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UM_H.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_UM_H.xpt,URXUSR,URDUSRLC,WTSA2YR,urine,2664,2663,99.96246246246247,True,2011-2012,2015-2016,C031342,Henis' silver paste
2015-2016,2015,Metals - Urine,UM_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UM_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UM_I.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_UM_I.xpt,URXUSR,URDUSRLC,WTSA2YR,urine,3061,3056,99.83665468801046,True,2011-2012,2015-2016,C031342,Henis' silver paste
1999-2000,1999,Metals - Urine,LAB06HM.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB06HM.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB06HM.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\1999-2000_LAB06HM.xpt,URXUCO,,WTSHM2YR,urine,2465,2465,100.0,True,1999-2000,2017-2018,C032300,hexaamminecobalt(II)
2001-2002,2001,Metals - Urine,L06HM_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L06HM_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L06HM_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L06HM_B.xpt,URXUCO,,WTSHM2YR,urine,2690,2690,100.0,True,1999-2000,2017-2018,C032300,hexaamminecobalt(II)
2003-2004,2003,Metals - Urine,L06HM_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L06HM_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L06HM_C.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L06HM_C.xpt,URXUCO,URDUCOLC,WTSA2YR,urine,2558,2463,96.28616106333072,True,1999-2000,2017-2018,C032300,hexaamminecobalt(II)
2005-2006,2005,Metals - Urine,UHM_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/UHM_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/UHM_D.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_UHM_D.xpt,URXUCO,URDUCOLC,WTSA2YR,urine,2576,2566,99.61180124223603,True,1999-2000,2017-2018,C032300,hexaamminecobalt(II)
2007-2008,2007,Metals - Urine,UHM_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/UHM_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/UHM_E.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_UHM_E.xpt,URXUCO,URDUCOLC,WTSA2YR,urine,2627,2621,99.771602588504,True,1999-2000,2017-2018,C032300,hexaamminecobalt(II)
2009-2010,2009,Metals - Urine,UHM_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/UHM_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/UHM_F.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_UHM_F.xpt,URXUCO,URDUCOLC,WTSA2YR,urine,2848,2830,99.36797752808988,True,1999-2000,2017-2018,C032300,hexaamminecobalt(II)
2011-2012,2011,Metals - Urine,UHM_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UHM_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UHM_G.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_UHM_G.xpt,URXUCO,URDUCOLC,WTSA2YR,urine,2504,2488,99.36102236421725,True,1999-2000,2017-2018,C032300,hexaamminecobalt(II)
2013-2014,2013,Metals - Urine,UM_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UM_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UM_H.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_UM_H.xpt,URXUCO,URDUCOLC,WTSA2YR,urine,2664,2662,99.92492492492492,True,1999-2000,2017-2018,C032300,hexaamminecobalt(II)
2015-2016,2015,Metals - Urine,UM_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UM_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UM_I.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_UM_I.xpt,URXUCO,URDUCOLC,WTSA2YR,urine,3061,3058,99.90199281280627,True,1999-2000,2017-2018,C032300,hexaamminecobalt(II)
2017-2018,2017,Metals - Urine,UM_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/UM_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/UM_J.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_UM_J.xpt,URXUCO,URDUCOLC,WTSA2YR,urine,2808,2805,99.8931623931624,True,1999-2000,2017-2018,C032300,hexaamminecobalt(II)
1999-2000,1999,Metals - Urine,LAB06HM.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB06HM.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB06HM.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\1999-2000_LAB06HM.xpt,URXUMO,,WTSHM2YR,urine,2257,2257,100.0,True,1999-2000,2017-2018,C434645,hexacarbonylmolybdenum
2001-2002,2001,Metals - Urine,L06HM_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L06HM_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L06HM_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L06HM_B.xpt,URXUMO,,WTSHM2YR,urine,2690,2690,100.0,True,1999-2000,2017-2018,C434645,hexacarbonylmolybdenum
2003-2004,2003,Metals - Urine,L06HM_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L06HM_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L06HM_C.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L06HM_C.xpt,URXUMO,URDUMOLC,WTSA2YR,urine,2558,2555,99.88272087568413,True,1999-2000,2017-2018,C434645,hexacarbonylmolybdenum
2005-2006,2005,Metals - Urine,UHM_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/UHM_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/UHM_D.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_UHM_D.xpt,URXUMO,URDUMOLC,WTSA2YR,urine,2576,2576,100.0,True,1999-2000,2017-2018,C434645,hexacarbonylmolybdenum
2007-2008,2007,Metals - Urine,UHM_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/UHM_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/UHM_E.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_UHM_E.xpt,URXUMO,URDUMOLC,WTSA2YR,urine,2627,2625,99.92386752950134,True,1999-2000,2017-2018,C434645,hexacarbonylmolybdenum
2009-2010,2009,Metals - Urine,UHM_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/UHM_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/UHM_F.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_UHM_F.xpt,URXUMO,URDUMOLC,WTSA2YR,urine,2848,2848,100.0,True,1999-2000,2017-2018,C434645,hexacarbonylmolybdenum
2011-2012,2011,Metals - Urine,UHM_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UHM_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UHM_G.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_UHM_G.xpt,URXUMO,URDUMOLC,WTSA2YR,urine,2504,2504,100.0,True,1999-2000,2017-2018,C434645,hexacarbonylmolybdenum
2013-2014,2013,Metals - Urine,UM_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UM_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UM_H.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_UM_H.xpt,URXUMO,URDUMOLC,WTSA2YR,urine,2664,2664,100.0,True,1999-2000,2017-2018,C434645,hexacarbonylmolybdenum
2015-2016,2015,Metals - Urine,UM_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UM_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UM_I.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_UM_I.xpt,URXUMO,URDUMOLC,WTSA2YR,urine,3060,3060,100.0,True,1999-2000,2017-2018,C434645,hexacarbonylmolybdenum
2017-2018,2017,Metals - Urine,UM_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/UM_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/UM_J.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_UM_J.xpt,URXUMO,URDUMOLC,WTSA2YR,urine,2808,2808,100.0,True,1999-2000,2017-2018,C434645,hexacarbonylmolybdenum
1999-2000,1999,Metals - Urine,LAB06HM.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB06HM.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB06HM.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\1999-2000_LAB06HM.xpt,URXUTU,,WTSHM2YR,urine,2338,2338,100.0,True,1999-2000,2017-2018,C434643,hexacarbonyltungsten
2001-2002,2001,Metals - Urine,L06HM_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L06HM_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L06HM_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L06HM_B.xpt,URXUTU,,WTSHM2YR,urine,2652,2652,100.0,True,1999-2000,2017-2018,C434643,hexacarbonyltungsten
2003-2004,2003,Metals - Urine,L06HM_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L06HM_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L06HM_C.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L06HM_C.xpt,URXUTU,URDUTULC,WTSA2YR,urine,2558,2115,82.6817826426896,True,1999-2000,2017-2018,C434643,hexacarbonyltungsten
2005-2006,2005,Metals - Urine,UHM_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/UHM_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/UHM_D.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_UHM_D.xpt,URXUTU,URDUTULC,WTSA2YR,urine,2576,2382,92.46894409937889,True,1999-2000,2017-2018,C434643,hexacarbonyltungsten
2007-2008,2007,Metals - Urine,UHM_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/UHM_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/UHM_E.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_UHM_E.xpt,URXUTU,URDUTULC,WTSA2YR,urine,2627,2438,92.8054815378759,True,1999-2000,2017-2018,C434643,hexacarbonyltungsten
2009-2010,2009,Metals - Urine,UHM_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/UHM_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/UHM_F.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_UHM_F.xpt,URXUTU,URDUTULC,WTSA2YR,urine,2847,2558,89.84896382156656,True,1999-2000,2017-2018,C434643,hexacarbonyltungsten
2011-2012,2011,Metals - Urine,UHM_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UHM_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UHM_G.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_UHM_G.xpt,URXUTU,URDUTULC,WTSA2YR,urine,2491,2154,86.47129666800481,True,1999-2000,2017-2018,C434643,hexacarbonyltungsten
2013-2014,2013,Metals - Urine,UM_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UM_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UM_H.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_UM_H.xpt,URXUTU,URDUTULC,WTSA2YR,urine,2664,2232,83.78378378378379,True,1999-2000,2017-2018,C434643,hexacarbonyltungsten
2015-2016,2015,Metals - Urine,UM_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UM_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UM_I.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_UM_I.xpt,URXUTU,URDUTULC,WTSA2YR,urine,3060,2744,89.67320261437908,True,1999-2000,2017-2018,C434643,hexacarbonyltungsten
