background,source,term_id,term_name,term_size_api,term_size_local,intersection_size_api,intersection_size_local,query_size_api,query_size_local,effective_domain_api,effective_domain_local,local_raw_p_custom_domain,local_raw_p_annotated_domain,gprofiler_p_value_adjusted,historical_runner_raw_p,gprofiler_p_value_reconstructed_bh,local_annotated_domain_bh_fdr,api_adjusted_p_abs_diff,audit_focus
primary_genecards881,GO:BP,GO:0008150,biological_process,553,553,18,18,18,18,868,868,0.0002699750250014278,0.593718847152114,0.004706955870663915,0.0002699750250014278,0.004706955870677067,0.6434628586702641,1.3152673394856151e-14,True
primary_genecards881,GO:BP,GO:0071396,cellular response to lipid,71,71,7,7,18,18,868,868,0.0002810869374371109,0.003620353347970099,0.004858442323794004,0.0002810869374371109,0.004858442323805235,0.0512056809935114,1.1231467145211838e-14,True
primary_genecards881,GO:BP,GO:2001242,regulation of intrinsic apoptotic signaling pathway,32,32,5,5,18,18,868,868,0.000301404342609682,0.0020793970205537794,0.005165091512230724,0.000301404342609682,0.005165091512242841,0.043429073189690914,1.2117043479697998e-14,True
primary_genecards881,GO:BP,GO:0050789,regulation of biological process,478,478,17,17,18,18,868,868,0.0003040455793150996,0.1876068634328382,0.00516619819089176,0.0003040455793150996,0.00516619819090487,0.31029262327554147,1.311017266969472e-14,True
primary_genecards881,GO:BP,GO:0009719,response to endogenous stimulus,156,156,10,10,18,18,868,868,0.00031563495160747974,0.009792224822839726,0.005318051075390882,0.00031563495160747974,0.005318051075403335,0.09131818962694721,1.2453579834037498e-14,True
primary_genecards881,GO:BP,GO:0042542,response to hydrogen peroxide,18,18,4,4,18,18,868,868,0.00033192432994247806,0.0016352134521261715,0.005500068442417988,0.00033192432994247806,0.005500068442435276,0.0404765798952219,1.728825416158486e-14,True
primary_genecards881,GO:BP,GO:0006909,phagocytosis,18,18,4,4,18,18,868,868,0.00033192432994247806,0.0016352134521261715,0.005500068442417988,0.00033192432994247806,0.005500068442435276,0.0404765798952219,1.728825416158486e-14,True
primary_genecards881,GO:BP,GO:0023056,positive regulation of signaling,159,159,10,10,18,18,868,868,0.00037274457031273947,0.011330182891599126,0.006076039540448732,0.00037274457031273947,0.0060760395404637615,0.10046535722889038,1.5029644195863057e-14,True
primary_genecards881,GO:BP,GO:0010647,positive regulation of cell communication,159,159,10,10,18,18,868,868,0.00037274457031273947,0.011330182891599126,0.006076039540448732,0.00037274457031273947,0.0060760395404637615,0.10046535722889038,1.5029644195863057e-14,True
primary_genecards881,GO:BP,GO:0009820,alkaloid metabolic process,2,2,2,2,18,18,868,868,0.0004066142586068978,0.0009468056140004001,0.006129786379747143,0.0004066142586068978,0.0061297863797506015,0.025653314271227058,3.458171249359765e-15,True
primary_genecards881,GO:BP,GO:0022414,reproductive process,100,100,8,8,18,18,868,868,0.00038812442533064294,0.006533663479025536,0.006129786379747143,0.00038812442533064294,0.0061297863797506015,0.06968082593322446,3.458171249359765e-15,True
primary_genecards881,GO:BP,GO:0019371,cyclooxygenase pathway,2,2,2,2,18,18,868,868,0.0004066142586068978,0.0009468056140004001,0.006129786379747143,0.0004066142586068978,0.0061297863797506015,0.025653314271227058,3.458171249359765e-15,True
primary_genecards881,GO:BP,GO:0010887,negative regulation of cholesterol storage,2,2,2,2,18,18,868,868,0.0004066142586068978,0.0009468056140004001,0.006129786379747143,0.0004066142586068978,0.0061297863797506015,0.025653314271227058,3.458171249359765e-15,True
primary_genecards881,GO:BP,GO:0010878,cholesterol storage,2,2,2,2,18,18,868,868,0.0004066142586068978,0.0009468056140004001,0.006129786379747143,0.0004066142586068978,0.0061297863797506015,0.025653314271227058,3.458171249359765e-15,True
primary_genecards881,GO:BP,GO:1905048,regulation of metallopeptidase activity,2,2,2,2,18,18,868,868,0.0004066142586068978,0.0009468056140004001,0.006129786379747143,0.0004066142586068978,0.0061297863797506015,0.025653314271227058,3.458171249359765e-15,True
primary_genecards881,GO:BP,GO:1904179,positive regulation of adipose tissue development,2,2,2,2,18,18,868,868,0.0004066142586068978,0.0009468056140004001,0.006129786379747143,0.0004066142586068978,0.0061297863797506015,0.025653314271227058,3.458171249359765e-15,True
primary_genecards881,GO:BP,GO:0070989,oxidative demethylation,2,2,2,2,18,18,868,868,0.0004066142586068978,0.0009468056140004001,0.006129786379747143,0.0004066142586068978,0.0061297863797506015,0.025653314271227058,3.458171249359765e-15,True
primary_genecards881,GO:BP,GO:0040011,locomotion,129,129,9,9,18,18,868,868,0.00040319242890574927,0.009044547866755478,0.006129786379747143,0.00040319242890574927,0.0061297863797506015,0.08635389748973682,3.458171249359765e-15,True
primary_genecards881,GO:BP,GO:0010885,regulation of cholesterol storage,2,2,2,2,18,18,868,868,0.0004066142586068978,0.0009468056140004001,0.006129786379747143,0.0004066142586068978,0.0061297863797506015,0.025653314271227058,3.458171249359765e-15,True
primary_genecards881,GO:BP,GO:1905952,regulation of lipid localization,19,19,4,4,18,18,868,868,0.00041495690805145317,0.0020298734096974953,0.006162878523266535,0.00041495690805145317,0.006162878523282693,0.04309649958059962,1.615808181698597e-14,True
primary_genecards881,GO:BP,GO:0010565,regulation of ketone metabolic process,19,19,4,4,18,18,868,868,0.00041495690805145317,0.0020298734096974953,0.006162878523266535,0.00041495690805145317,0.006162878523282693,0.04309649958059962,1.615808181698597e-14,True
primary_genecards881,GO:BP,GO:0008152,metabolic process,489,489,17,17,18,18,868,868,0.0004393044968210592,0.25324741627279707,0.006476511147970009,0.0004393044968210592,0.0064765111479869394,0.3647708833526998,1.693003376379565e-14,True
primary_genecards881,GO:BP,GO:0072359,circulatory system development,131,131,9,9,18,18,868,868,0.0004552980818059198,0.010073415420310717,0.0066633040439272205,0.0004552980818059198,0.00666330404394795,0.09307464478213359,2.0729945537922845e-14,True
primary_genecards881,GO:BP,GO:0010817,regulation of hormone levels,35,35,5,5,18,18,868,868,0.00046750772724010747,0.0031578548084809123,0.006695378522248746,0.00046750772724010747,0.006695378522260111,0.047605254819580674,1.1365040852862052e-14,True
primary_genecards881,GO:BP,GO:0044283,small molecule biosynthetic process,35,35,5,5,18,18,868,868,0.00046750772724010747,0.0031578548084809123,0.006695378522248746,0.00046750772724010747,0.006695378522260111,0.047605254819580674,1.1365040852862052e-14,True
primary_genecards881,GO:BP,GO:0009411,response to UV,35,35,5,5,18,18,868,868,0.00046750772724010747,0.0031578548084809123,0.006695378522248746,0.00046750772724010747,0.006695378522260111,0.047605254819580674,1.1365040852862052e-14,True
primary_genecards881,GO:BP,GO:0003008,system process,103,103,8,8,18,18,868,868,0.0004793227474425059,0.007902880815273152,0.006815901479578569,0.0004793227474425059,0.0068159014795902435,0.08084324507460545,1.1674688993323912e-14,True
primary_genecards881,GO:BP,GO:0042180,ketone metabolic process,20,20,4,4,18,18,868,868,0.0005119321621511615,0.00248660261514177,0.007228337923324234,0.0005119321621511615,0.00722833792333154,0.04434839775456208,7.305787919076323e-15,True
primary_genecards881,GO:BP,GO:0048511,rhythmic process,36,36,5,5,18,18,868,868,0.0005359713052604006,0.0035948028932732638,0.007514842426888564,0.0005359713052604006,0.007514842426902819,0.0512056809935114,1.4255090163839412e-14,True
primary_genecards881,GO:BP,GO:0050793,regulation of developmental process,201,201,11,11,18,18,868,868,0.0005397247406006012,0.021067500539579485,0.007514917395152312,0.0005397247406006012,0.007514917395168093,0.1368550468682495,1.5780779460961014e-14,True
primary_genecards881,GO:BP,GO:0060135,maternal process involved in female pregnancy,9,9,3,3,18,18,868,868,0.0005833758859150271,0.0019895606495897392,0.007644893145467777,0.0005833758859150271,0.007644893145487773,0.04309649958059962,1.9995290145846667e-14,True
primary_genecards881,GO:BP,GO:0034391,regulation of smooth muscle cell apoptotic process,9,9,3,3,18,18,868,868,0.0005833758859150271,0.0019895606495897392,0.007644893145467777,0.0005833758859150271,0.007644893145487773,0.04309649958059962,1.9995290145846667e-14,True
primary_genecards881,GO:BP,GO:0022602,ovulation cycle process,9,9,3,3,18,18,868,868,0.0005833758859150271,0.0019895606495897392,0.007644893145467777,0.0005833758859150271,0.007644893145487773,0.04309649958059962,1.9995290145846667e-14,True
primary_genecards881,GO:BP,GO:0045600,positive regulation of fat cell differentiation,9,9,3,3,18,18,868,868,0.0005833758859150271,0.0019895606495897392,0.007644893145467777,0.0005833758859150271,0.007644893145487773,0.04309649958059962,1.9995290145846667e-14,True
primary_genecards881,GO:BP,GO:0042759,long-chain fatty acid biosynthetic process,9,9,3,3,18,18,868,868,0.0005833758859150271,0.0019895606495897392,0.007644893145467777,0.0005833758859150271,0.007644893145487773,0.04309649958059962,1.9995290145846667e-14,True
primary_genecards881,GO:BP,GO:1902652,secondary alcohol metabolic process,9,9,3,3,18,18,868,868,0.0005833758859150271,0.0019895606495897392,0.007644893145467777,0.0005833758859150271,0.007644893145487773,0.04309649958059962,1.9995290145846667e-14,True
primary_genecards881,GO:BP,GO:0035987,endodermal cell differentiation,9,9,3,3,18,18,868,868,0.0005833758859150271,0.0019895606495897392,0.007644893145467777,0.0005833758859150271,0.007644893145487773,0.04309649958059962,1.9995290145846667e-14,True
primary_genecards881,GO:BP,GO:0009888,tissue development,167,167,10,10,18,18,868,868,0.0005701011488875107,0.01639662332323436,0.007644893145467777,0.0005701011488875107,0.007644893145487773,0.1231282013598685,1.9995290145846667e-14,True
primary_genecards881,GO:BP,GO:0043627,response to estrogen,9,9,3,3,18,18,868,868,0.0005833758859150271,0.0019895606495897392,0.007644893145467777,0.0005833758859150271,0.007644893145487773,0.04309649958059962,1.9995290145846667e-14,True
primary_genecards881,GO:BP,GO:0006955,immune response,106,106,8,8,18,18,868,868,0.0005875951240813636,0.009487363191530504,0.007650183271304898,0.0005875951240813636,0.007650183271319051,0.08951002192643369,1.415274147875678e-14,True
primary_genecards881,GO:BP,GO:0030154,cell differentiation,242,242,12,12,18,18,868,868,0.0006087821682412565,0.03183948715001071,0.007774574823699838,0.0006087821682412565,0.007774574823717958,0.1369917848407113,1.812005406831574e-14,True
primary_genecards881,GO:BP,GO:0048869,cellular developmental process,242,242,12,12,18,18,868,868,0.0006087821682412565,0.03183948715001071,0.007774574823699838,0.0006087821682412565,0.007774574823717958,0.1369917848407113,1.812005406831574e-14,True
primary_genecards881,GO:BP,GO:0000122,negative regulation of transcription by RNA polymerase II,80,80,7,7,18,18,868,868,0.0006031548930359326,0.007296639226093767,0.007774574823699838,0.0006031548930359326,0.007774574823717958,0.07580187382548188,1.812005406831574e-14,True
primary_genecards881,GO:BP,GO:0009725,response to hormone,107,107,8,8,18,18,868,868,0.0006278862409440826,0.01006710406713196,0.007967796918299972,0.0006278862409440826,0.007967796918309403,0.09307464478213359,9.4316915388859e-15,True
primary_genecards881,GO:BP,GO:0016477,cell migration,138,138,9,9,18,18,868,868,0.0006845965832599018,0.014424407541481542,0.00863280597127777,0.0006845965832599018,0.008632805971296245,0.1133414715561561,1.8474805019152996e-14,True
primary_genecards881,GO:BP,GO:0009893,positive regulation of metabolic process,247,247,12,12,18,18,868,868,0.0007498482164534387,0.037837684572526675,0.009260876744111763,0.0007498482164534387,0.009260876744131858,0.15357197888242102,2.0095036745715333e-14,True
primary_genecards881,GO:BP,GO:0071456,cellular response to hypoxia,22,22,4,4,18,18,868,868,0.0007528792565054828,0.0036055189956505115,0.009260876744111763,0.0007528792565054828,0.009260876744131858,0.0512056809935114,2.0095036745715333e-14,True
primary_genecards881,GO:BP,GO:0062013,positive regulation of small molecule metabolic process,22,22,4,4,18,18,868,868,0.0007528792565054828,0.0036055189956505115,0.009260876744111763,0.0007528792565054828,0.009260876744131858,0.0512056809935114,2.0095036745715333e-14,True
primary_genecards881,GO:BP,GO:0007165,signal transduction,289,289,13,13,18,18,868,868,0.000745896441115152,0.0524175243279159,0.009260876744111763,0.000745896441115152,0.009260876744131858,0.178763640624657,2.0095036745715333e-14,True
primary_genecards881,GO:BP,GO:0010575,positive regulation of vascular endothelial growth factor production,10,10,3,3,18,18,868,868,0.0008225531613662607,0.00278572793759341,0.009478270623761728,0.0008225531613662607,0.009478270623789383,0.04434839775456208,2.765496165402226e-14,True
primary_genecards881,GO:BP,GO:0043124,negative regulation of canonical NF-kappaB signal transduction,10,10,3,3,18,18,868,868,0.0008225531613662607,0.00278572793759341,0.009478270623761728,0.0008225531613662607,0.009478270623789383,0.04434839775456208,2.765496165402226e-14,True
primary_genecards881,GO:BP,GO:0090594,inflammatory response to wounding,10,10,3,3,18,18,868,868,0.0008225531613662607,0.00278572793759341,0.009478270623761728,0.0008225531613662607,0.009478270623789383,0.04434839775456208,2.765496165402226e-14,True
primary_genecards881,GO:BP,GO:0062012,regulation of small molecule metabolic process,39,39,5,5,18,18,868,868,0.0007875256219377863,0.005170877062374611,0.009478270623761728,0.0007875256219377863,0.009478270623789383,0.061261340432679876,2.765496165402226e-14,True
primary_genecards881,GO:BP,GO:0042698,ovulation cycle,10,10,3,3,18,18,868,868,0.0008225531613662607,0.00278572793759341,0.009478270623761728,0.0008225531613662607,0.009478270623789383,0.04434839775456208,2.765496165402226e-14,True
primary_genecards881,GO:BP,GO:0010574,regulation of vascular endothelial growth factor production,10,10,3,3,18,18,868,868,0.0008225531613662607,0.00278572793759341,0.009478270623761728,0.0008225531613662607,0.009478270623789383,0.04434839775456208,2.765496165402226e-14,True
primary_genecards881,GO:BP,GO:0001706,endoderm formation,10,10,3,3,18,18,868,868,0.0008225531613662607,0.00278572793759341,0.009478270623761728,0.0008225531613662607,0.009478270623789383,0.04434839775456208,2.765496165402226e-14,True
primary_genecards881,GO:BP,GO:0060612,adipose tissue development,10,10,3,3,18,18,868,868,0.0008225531613662607,0.00278572793759341,0.009478270623761728,0.0008225531613662607,0.009478270623789383,0.04434839775456208,2.765496165402226e-14,True
primary_genecards881,GO:BP,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,10,10,3,3,18,18,868,868,0.0008225531613662607,0.00278572793759341,0.009478270623761728,0.0008225531613662607,0.009478270623789383,0.04434839775456208,2.765496165402226e-14,True
primary_genecards881,GO:BP,GO:0048870,cell motility,141,141,9,9,18,18,868,868,0.0008089861799185202,0.016687673611939655,0.009478270623761728,0.0008089861799185202,0.009478270623789383,0.12392142811829264,2.765496165402226e-14,True
primary_genecards881,GO:BP,GO:0034390,smooth muscle cell apoptotic process,10,10,3,3,18,18,868,868,0.0008225531613662607,0.00278572793759341,0.009478270623761728,0.0008225531613662607,0.009478270623789383,0.04434839775456208,2.765496165402226e-14,True
primary_genecards881,GO:BP,GO:0031349,positive regulation of defense response,40,40,5,5,18,18,868,868,0.0008884959085284833,0.005792537401953554,0.010179624551973458,0.0008884959085284833,0.010179624551997767,0.06452243050509376,2.4308680068862998e-14,True
primary_genecards881,GO:BP,GO:1901701,cellular response to oxygen-containing compound,143,143,9,9,18,18,868,868,0.0009020001893274488,0.018343557428810036,0.010217572766086567,0.0009020001893274488,0.010217572766110367,0.12638774104729938,2.3800406090401793e-14,True
primary_genecards881,GO:BP,GO:0034614,cellular response to reactive oxygen species,23,23,4,4,18,18,868,868,0.0008994821772400069,0.004277160840629737,0.010217572766086567,0.0008994821772400069,0.010217572766110367,0.05717138323641748,2.3800406090401793e-14,True
