input_set,input_symbol,ensembl_id
primary_genecards881,MIR129-2,ENSG00000199077
primary_genecards881,MIR130B,ENSG00000283871
primary_genecards881,MIR132,ENSG00000267200
primary_genecards881,MIR133B,ENSG00000199080
primary_genecards881,MIR135B,ENSG00000199059
primary_genecards881,MIR137,ENSG00000284202
primary_genecards881,MIR139,ENSG00000272036
primary_genecards881,MIR140,ENSG00000208017
primary_genecards881,MIR141,ENSG00000207708
primary_genecards881,MIR143,ENSG00000284182
primary_genecards881,MIR145,ENSG00000276365
primary_genecards881,MIR146A,ENSG00000283733
primary_genecards881,MIR148A,ENSG00000199085
primary_genecards881,MIR149,ENSG00000207611
primary_genecards881,MIR150,ENSG00000207782
primary_genecards881,MIR155,ENSG00000283904
primary_genecards881,MIR155HG,ENSG00000234883
primary_genecards881,MIR15B,ENSG00000207779
primary_genecards881,MIR16-1,ENSG00000208006
primary_genecards881,MIR17,ENSG00000284536
primary_genecards881,MIR17HG,ENSG00000215417
primary_genecards881,MIR181A2,ENSG00000207595
primary_genecards881,MIR182,ENSG00000207990
primary_genecards881,MIR183,ENSG00000207691
primary_genecards881,MIR18A,ENSG00000283815
primary_genecards881,MIR191,ENSG00000207605
primary_genecards881,MIR192,ENSG00000283926
primary_genecards881,MIR193A,ENSG00000207614
primary_genecards881,MIR195,ENSG00000284112
primary_genecards881,MIR196A1,ENSG00000210741
primary_genecards881,MIR19A,ENSG00000284204
primary_genecards881,MIR200B,ENSG00000207730
primary_genecards881,MIR200C,ENSG00000207713
primary_genecards881,MIR203A,ENSG00000207568
primary_genecards881,MIR20A,ENSG00000283762
primary_genecards881,MIR21,ENSG00000284190
primary_genecards881,MIR211,ENSG00000207702
primary_genecards881,MIR215,ENSG00000207590
primary_genecards881,MIR221,ENSG00000207870
primary_genecards881,MIR223,ENSG00000284567
primary_genecards881,MIR224,ENSG00000284363
primary_genecards881,MIR22HG,ENSG00000186594
primary_genecards881,MIR23A,ENSG00000207980
primary_genecards881,MIR24-1,ENSG00000284459
primary_genecards881,MIR24-2,ENSG00000284387
primary_genecards881,MIR25,ENSG00000207547
primary_genecards881,MIR27A,ENSG00000207808
primary_genecards881,MIR27B,ENSG00000207864
primary_genecards881,MIR296,ENSG00000284040
primary_genecards881,MIR29A,ENSG00000284032
primary_genecards881,MIR29B2,ENSG00000284203
primary_genecards881,MIR30A,ENSG00000207827
primary_genecards881,MIR31,ENSG00000199177
primary_genecards881,MIR31HG,ENSG00000171889
primary_genecards881,MIR32,ENSG00000207698
primary_genecards881,MIR320A,ENSG00000208037
primary_genecards881,MIR328,ENSG00000207948
primary_genecards881,MIR339,ENSG00000199023
primary_genecards881,MIR342,ENSG00000199082
primary_genecards881,MIR34A,ENSG00000284357
primary_genecards881,MIR34B,ENSG00000207811
primary_genecards881,MIR34C,ENSG00000207562
primary_genecards881,MIR372,ENSG00000199095
primary_genecards881,MIR373,ENSG00000199143
primary_genecards881,MIR422A,ENSG00000199156
primary_genecards881,MIR4435-2HG,ENSG00000172965
primary_genecards881,MIR451A,ENSG00000284565
primary_genecards881,MIR497,ENSG00000284027
primary_genecards881,MIR497HG,ENSG00000267532
primary_genecards881,MIR503HG,ENSG00000223749
primary_genecards881,MIR532,ENSG00000207758
primary_genecards881,MIR600HG,ENSG00000236901
primary_genecards881,MIR7-3,ENSG00000207630
primary_genecards881,MIR7-3HG,ENSG00000176840
primary_genecards881,MIR9-1,ENSG00000207933
primary_genecards881,MIR9-2HG,ENSG00000245526
primary_genecards881,MIR92A1,ENSG00000283705
primary_genecards881,MIR93,ENSG00000207757
primary_genecards881,MIR95,ENSG00000207807
primary_genecards881,MIR96,ENSG00000199158
primary_genecards881,MIRLET7A1,ENSG00000199165
primary_genecards881,MIRLET7B,ENSG00000284520
primary_genecards881,MIRLET7BHG,ENSG00000197182
primary_genecards881,MIRLET7F1,ENSG00000199072
primary_genecards881,MIRLET7G,ENSG00000199150
primary_genecards881,MKI67,ENSG00000148773
primary_genecards881,MLH1,ENSG00000076242
primary_genecards881,MLH3,ENSG00000119684
primary_genecards881,MMP1,ENSG00000196611
primary_genecards881,MMP2,ENSG00000087245
primary_genecards881,MMP7,ENSG00000137673
primary_genecards881,MMP9,ENSG00000100985
primary_genecards881,MNX1-AS1,ENSG00000243479
primary_genecards881,MRE11,ENSG00000020922
primary_genecards881,MSC-AS1,ENSG00000235531
primary_genecards881,MSH2,ENSG00000095002
primary_genecards881,MSH3,ENSG00000113318
primary_genecards881,MSH5,ENSG00000204410
primary_genecards881,MSH6,ENSG00000116062
primary_genecards881,MSTO2P,ENSG00000203761
primary_genecards881,MT-CO1,ENSG00000198804
primary_genecards881,MT-CO2,ENSG00000198712
primary_genecards881,MT-CYB,ENSG00000198727
primary_genecards881,MT-ND4L,ENSG00000212907
primary_genecards881,MTA1,ENSG00000182979
primary_genecards881,MTHFR,ENSG00000177000
primary_genecards881,MTOR,ENSG00000198793
primary_genecards881,MUC1,ENSG00000185499
primary_genecards881,MUC12,ENSG00000205277
primary_genecards881,MUC2,ENSG00000198788
primary_genecards881,MUC5AC,ENSG00000215182
primary_genecards881,MUTYH,ENSG00000132781
primary_genecards881,MYC,ENSG00000136997
primary_genecards881,MYO1B,ENSG00000128641
primary_genecards881,MYOSLID,ENSG00000229647
primary_genecards881,NALT1,ENSG00000237886
primary_genecards881,NAT1,ENSG00000171428
primary_genecards881,NAT2,ENSG00000156006
primary_genecards881,NBN,ENSG00000104320
primary_genecards881,NBPF4,ENSG00000196427
primary_genecards881,NBR2,ENSG00000198496
primary_genecards881,NDRG4,ENSG00000103034
primary_genecards881,NEAT1,ENSG00000245532
primary_genecards881,NF1,ENSG00000196712
primary_genecards881,NFE2L2,ENSG00000116044
primary_genecards881,NFKB1,ENSG00000109320
primary_genecards881,NFKBIA,ENSG00000100906
primary_genecards881,NKILA,ENSG00000278709
primary_genecards881,NLRC4,ENSG00000091106
primary_genecards881,NLRP3,ENSG00000162711
primary_genecards881,NME1,ENSG00000239672
primary_genecards881,NOD2,ENSG00000167207
primary_genecards881,NORAD,ENSG00000260032
primary_genecards881,NOS2,ENSG00000007171
primary_genecards881,NOTCH1,ENSG00000148400
primary_genecards881,NPAT,ENSG00000149308
primary_genecards881,NPSR1-AS1,ENSG00000197085
primary_genecards881,NQO1,ENSG00000181019
primary_genecards881,NR2F1-AS1,ENSG00000237187
primary_genecards881,NR2F2-AS1,ENSG00000247809
primary_genecards881,NR4A1AS,ENSG00000259884
primary_genecards881,NRAD1,ENSG00000233725
primary_genecards881,NRAS,ENSG00000213281
primary_genecards881,NRG1,ENSG00000157168
primary_genecards881,NRIR,ENSG00000225964
primary_genecards881,NTHL1,ENSG00000065057
primary_genecards881,NTN1,ENSG00000065320
primary_genecards881,ODC1,ENSG00000115758
primary_genecards881,OGG1,ENSG00000114026
primary_genecards881,OIP5-AS1,ENSG00000247556
primary_genecards881,OTUD6B-AS1,ENSG00000253738
primary_genecards881,PALB2,ENSG00000083093
primary_genecards881,PARP1,ENSG00000143799
primary_genecards881,PART1,ENSG00000152931
primary_genecards881,PCAT1,ENSG00000253438
primary_genecards881,PCGEM1,ENSG00000227418
primary_genecards881,PCNA,ENSG00000132646
primary_genecards881,PDCD1,ENSG00000188389
primary_genecards881,PDCD4,ENSG00000150593
primary_genecards881,PDGFRA,ENSG00000134853
primary_genecards881,PDGFRB,ENSG00000113721
primary_genecards881,PDGFRL,ENSG00000104213
primary_genecards881,PELATON,ENSG00000224397
primary_genecards881,PGF,ENSG00000119630
primary_genecards881,PGM5-AS1,ENSG00000224958
primary_genecards881,PIK3CA,ENSG00000121879
primary_genecards881,PIK3CB,ENSG00000051382
primary_genecards881,PIK3CG,ENSG00000105851
primary_genecards881,PIK3R1,ENSG00000145675
primary_genecards881,PIK3R2,ENSG00000105647
primary_genecards881,PITPNA-AS1,ENSG00000236618
primary_genecards881,PITX1-AS1,ENSG00000224186
primary_genecards881,PKD1-AS1,ENSG00000259933
primary_genecards881,PKM,ENSG00000067225
primary_genecards881,PLA2G2A,ENSG00000188257
primary_genecards881,PLA2G2C,ENSG00000187980
primary_genecards881,PLAU,ENSG00000122861
primary_genecards881,PLAUR,ENSG00000011422
primary_genecards881,PLK4,ENSG00000142731
primary_genecards881,PLOD2,ENSG00000152952
primary_genecards881,PMS1,ENSG00000064933
primary_genecards881,PMS2,ENSG00000122512
primary_genecards881,PNN,ENSG00000100941
primary_genecards881,POLD1,ENSG00000062822
primary_genecards881,POLE,ENSG00000177084
primary_genecards881,POLE2,ENSG00000100479
primary_genecards881,POU2AF3,ENSG00000214290
primary_genecards881,POU5F1,ENSG00000204531
primary_genecards881,PPARD,ENSG00000112033
primary_genecards881,PPARG,ENSG00000132170
primary_genecards881,PPARGC1A,ENSG00000109819
primary_genecards881,PRNCR1,ENSG00000282961
primary_genecards881,PROM1,ENSG00000007062
primary_genecards881,PROX1,ENSG00000117707
primary_genecards881,PROX1-AS1,ENSG00000230461
primary_genecards881,PRPF31,ENSG00000105618
primary_genecards881,PSMA3-AS1,ENSG00000257621
primary_genecards881,PSMB8-AS1,ENSG00000204261
primary_genecards881,PTCH1,ENSG00000185920
primary_genecards881,PTEN,ENSG00000171862
primary_genecards881,PTGS1,ENSG00000095303
primary_genecards881,PTGS2,ENSG00000073756
primary_genecards881,PTK2,ENSG00000169398
primary_genecards881,PTPN12,ENSG00000127947
primary_genecards881,PTPRJ,ENSG00000149177
primary_genecards881,PTPRK,ENSG00000152894
primary_genecards881,PTTG3P,ENSG00000213005
primary_genecards881,PURPL,ENSG00000250337
primary_genecards881,PVT1,ENSG00000249859
primary_genecards881,R3HDML-AS1,ENSG00000226812
primary_genecards881,RABL3,ENSG00000144840
primary_genecards881,RAC1,ENSG00000129538
primary_genecards881,RAC1,ENSG00000136238
primary_genecards881,RAD50,ENSG00000113522
primary_genecards881,RAD51,ENSG00000051180
primary_genecards881,RAD51-AS1,ENSG00000245849
primary_genecards881,RAD51C,ENSG00000108384
primary_genecards881,RAD51D,ENSG00000185379
primary_genecards881,RAD54B,ENSG00000197275
primary_genecards881,RAF1,ENSG00000132155
primary_genecards881,RASSF1,ENSG00000068028
primary_genecards881,RASSF8-AS1,ENSG00000246695
primary_genecards881,RB1,ENSG00000139687
primary_genecards881,RBFOX1,ENSG00000078328
primary_genecards881,RECQL,ENSG00000004700
primary_genecards881,RELA,ENSG00000173039
primary_genecards881,RET,ENSG00000165731
primary_genecards881,REV3L,ENSG00000009413
primary_genecards881,RHOA,ENSG00000067560
primary_genecards881,RNF43,ENSG00000108375
primary_genecards881,ROR1-AS1,ENSG00000223949
primary_genecards881,ROS1,ENSG00000047936
primary_genecards881,RP9P,ENSG00000205763
primary_genecards881,RP9P,ENSG00000291146
primary_genecards881,RPL13AP20,ENSG00000234498
primary_genecards881,RPL34-DT,ENSG00000234492
primary_genecards881,RPLP0P2,ENSG00000243742
primary_genecards881,RPLP0P2,ENSG00000293352
primary_genecards881,RPPH1,ENSG00000277209
primary_genecards881,RPS20,ENSG00000008988
primary_genecards881,RSPO2,ENSG00000147655
primary_genecards881,RSPO3,ENSG00000146374
primary_genecards881,RUBCNL,ENSG00000102445
primary_genecards881,RUNX1,ENSG00000159216
primary_genecards881,RUNX3,ENSG00000020633
primary_genecards881,RYR1,ENSG00000196218
primary_genecards881,S100A4,ENSG00000196154
primary_genecards881,SATB2,ENSG00000119042
primary_genecards881,SATB2-AS1,ENSG00000225953
primary_genecards881,SBF2-AS1,ENSG00000246273
primary_genecards881,SCARNA2,ENSG00000278249
primary_genecards881,SCG5,ENSG00000166922
primary_genecards881,SDC2,ENSG00000169439
primary_genecards881,SDHB,ENSG00000117118
primary_genecards881,SEMA4A,ENSG00000196189
primary_genecards881,SEPTIN9,ENSG00000184640
primary_genecards881,SERPINE1,ENSG00000106366
primary_genecards881,SFRP1,ENSG00000104332
primary_genecards881,SFRP2,ENSG00000145423
primary_genecards881,SH3PXD2A-AS1,ENSG00000280693
primary_genecards881,SIRT1,ENSG00000096717
primary_genecards881,SLC12A5-AS1,ENSG00000204044
primary_genecards881,SLC2A1,ENSG00000117394
primary_genecards881,SLC30A10,ENSG00000196660
primary_genecards881,SLC7A11,ENSG00000151012
primary_genecards881,SLC9A3-OT1,ENSG00000188242
primary_genecards881,SLC9A9,ENSG00000181804
primary_genecards881,SLCO4A1-AS1,ENSG00000232803
primary_genecards881,SLTM,ENSG00000137776
primary_genecards881,SMAD2,ENSG00000175387
primary_genecards881,SMAD3,ENSG00000166949
primary_genecards881,SMAD4,ENSG00000141646
primary_genecards881,SMAD7,ENSG00000101665
primary_genecards881,SMARCA4,ENSG00000127616
primary_genecards881,SMARCA5,ENSG00000153147
primary_genecards881,SMO,ENSG00000128602
primary_genecards881,SNAI1,ENSG00000124216
primary_genecards881,SNHG1,ENSG00000255717
primary_genecards881,SNHG10,ENSG00000247092
primary_genecards881,SNHG11,ENSG00000174365
primary_genecards881,SNHG12,ENSG00000197989
primary_genecards881,SNHG14,ENSG00000224078
primary_genecards881,SNHG15,ENSG00000232956
primary_genecards881,SNHG16,ENSG00000163597
primary_genecards881,SNHG17,ENSG00000196756
primary_genecards881,SNHG20,ENSG00000234912
primary_genecards881,SNHG22,ENSG00000267322
primary_genecards881,SNHG3,ENSG00000242125
primary_genecards881,SNHG4,ENSG00000281398
primary_genecards881,SNHG5,ENSG00000203875
primary_genecards881,SNHG6,ENSG00000245910
primary_genecards881,SNHG7,ENSG00000233016
primary_genecards881,SNHG8,ENSG00000269893
primary_genecards881,SOCS2-AS1,ENSG00000246985
primary_genecards881,SOD2,ENSG00000291237
primary_genecards881,SOX2,ENSG00000181449
primary_genecards881,SOX2-OT,ENSG00000242808
primary_genecards881,SOX9,ENSG00000125398
primary_genecards881,SP1,ENSG00000185591
primary_genecards881,SPINT1-AS1,ENSG00000261183
primary_genecards881,SPP1,ENSG00000118785
primary_genecards881,SPRY4-AS1,ENSG00000231185
primary_genecards881,SRC,ENSG00000197122
primary_genecards881,ST3GAL6-AS1,ENSG00000239445
primary_genecards881,ST8SIA6-AS1,ENSG00000204832
primary_genecards881,STARD13-AS,ENSG00000236581
primary_genecards881,STAT1,ENSG00000115415
primary_genecards881,STAT3,ENSG00000168610
primary_genecards881,STEAP3-AS1,ENSG00000229867
primary_genecards881,STK11,ENSG00000118046
primary_genecards881,SUMO1P3,ENSG00000235082
primary_genecards881,SYT2-AS1,ENSG00000226862
primary_genecards881,TCERG1,ENSG00000113649
primary_genecards881,TCF4,ENSG00000196628
primary_genecards881,TCF7L2,ENSG00000148737
primary_genecards881,TDRG1,ENSG00000204091
primary_genecards881,TDRKH-AS1,ENSG00000203288
primary_genecards881,TERT,ENSG00000164362
primary_genecards881,TET2,ENSG00000168769
primary_genecards881,TFDP1,ENSG00000198176
primary_genecards881,TGFB1,ENSG00000105329
primary_genecards881,TGFBR1,ENSG00000106799
primary_genecards881,TGFBR2,ENSG00000163513
primary_genecards881,THORLNC,ENSG00000226856
primary_genecards881,TIMP1,ENSG00000102265
primary_genecards881,TINCR,ENSG00000223573
primary_genecards881,TLR2,ENSG00000137462
primary_genecards881,TLR4,ENSG00000136869
primary_genecards881,TLX1NB,ENSG00000236311
primary_genecards881,TMEFF2,ENSG00000144339
primary_genecards881,TMEM238L,ENSG00000263429
primary_genecards881,TMPO-AS1,ENSG00000257167
primary_genecards881,TNF,ENSG00000232810
primary_genecards881,TNFRSF10A-AS1,ENSG00000253930
primary_genecards881,TNFSF10,ENSG00000121858
primary_genecards881,TNIK,ENSG00000154310
primary_genecards881,TNS2,ENSG00000111077
primary_genecards881,TOE1,ENSG00000132773
primary_genecards881,TOP1,ENSG00000198900
primary_genecards881,TOP2A,ENSG00000131747
primary_genecards881,TP53,ENSG00000141510
primary_genecards881,TPT1-AS1,ENSG00000170919
primary_genecards881,TPTE2P1,ENSG00000253771
primary_genecards881,TPX2,ENSG00000088325
primary_genecards881,TRERNA1,ENSG00000231265
primary_genecards881,TRIM8,ENSG00000171206
primary_genecards881,TRPM2-AS,ENSG00000230061
primary_genecards881,TSC2,ENSG00000103197
primary_genecards881,TTN-AS1,ENSG00000237298
primary_genecards881,TTTY14,ENSG00000176728
primary_genecards881,TTTY15,ENSG00000114374
primary_genecards881,TUBA4B,ENSG00000243910
primary_genecards881,TUG1,ENSG00000253352
primary_genecards881,TUSC7,ENSG00000243197
primary_genecards881,TWIST1,ENSG00000122691
primary_genecards881,TYMP,ENSG00000025708
primary_genecards881,TYMS,ENSG00000176890
primary_genecards881,UBA6-DT,ENSG00000248049
primary_genecards881,UCA1,ENSG00000214049
primary_genecards881,UCHL1,ENSG00000154277
primary_genecards881,UGT1A1,ENSG00000241635
primary_genecards881,UGT1A6,ENSG00000167165
primary_genecards881,UGT1A7,ENSG00000244122
primary_genecards881,UGT1A9,ENSG00000241119
primary_genecards881,UICLM,ENSG00000233392
primary_genecards881,UMPS,ENSG00000114491
primary_genecards881,UNC5B-AS1,ENSG00000237512
primary_genecards881,USP2-AS1,ENSG00000245248
primary_genecards881,USP30-AS1,ENSG00000256262
primary_genecards881,VDR,ENSG00000111424
primary_genecards881,VEGFA,ENSG00000112715
primary_genecards881,VEGFC,ENSG00000150630
primary_genecards881,VIM,ENSG00000026025
primary_genecards881,VPS9D1-AS1,ENSG00000261373
primary_genecards881,VTI1A,ENSG00000151532
primary_genecards881,WASH5P,ENSG00000282458
primary_genecards881,WASH5P,ENSG00000292982
primary_genecards881,WNT5A,ENSG00000114251
primary_genecards881,XIAP,ENSG00000101966
primary_genecards881,XIRP2-AS1,ENSG00000254552
primary_genecards881,XIST,ENSG00000229807
primary_genecards881,XRCC1,ENSG00000073050
primary_genecards881,XRCC2,ENSG00000196584
primary_genecards881,XRCC3,ENSG00000126215
primary_genecards881,YAP1,ENSG00000137693
primary_genecards881,YRDC,ENSG00000196449
primary_genecards881,YTHDF1,ENSG00000149658
primary_genecards881,YWHAE,ENSG00000108953
primary_genecards881,ZDHHC8BP,ENSG00000133519
primary_genecards881,ZEB1,ENSG00000148516
primary_genecards881,ZEB1-AS1,ENSG00000237036
primary_genecards881,ZEB2-AS1,ENSG00000238057
primary_genecards881,ZFAS1,ENSG00000177410
primary_genecards881,ZFPM2-AS1,ENSG00000251003
primary_genecards881,ZFR,ENSG00000056097
primary_genecards881,ZNF407-AS1,ENSG00000264247
primary_genecards881,ZNF561-AS1,ENSG00000267106
primary_genecards881,ZNF667-AS1,ENSG00000166770
