background,source,term_id,term_name,effective_domain_size,term_size,query_size,intersection_size,raw_p_hypergeom,gprofiler_fdr,tested_term_family_size,BH_FDR_all_GO_KEGG,BH_FDR_within_source
legacy_exposure_crc_union,GO:BP,GO:0070887,cellular response to chemical stimulus,16319,2055,81,44,2.2928030679880713e-19,6.960950114411904e-16,24546,9.016218784556292e-15,5.62791441068352e-15
legacy_exposure_crc_union,GO:BP,GO:0009725,response to hormone,16319,861,81,28,3.3495057111599703e-16,5.084549669540837e-13,24546,6.5857981292827335e-12,4.110848359306632e-12
legacy_exposure_crc_union,GO:BP,GO:0042221,response to chemical,16319,3223,81,49,9.273822706677602e-16,9.385108579157831e-13,24546,1.2156126803913002e-11,7.587841738603614e-12
legacy_exposure_crc_union,GO:BP,GO:0033993,response to lipid,16319,841,81,27,1.8118711302493043e-15,1.3752101878592333e-12,24546,1.7812505081480912e-11,1.1118547190774856e-11
legacy_exposure_crc_union,GO:BP,GO:0032870,cellular response to hormone stimulus,16319,641,81,24,3.3440311364898346e-15,2.0304957060766427e-12,24546,2.2405580574964514e-11,1.6416517655255897e-11
legacy_exposure_crc_union,GO:MF,GO:0004879,nuclear receptor activity,16319,57,81,11,3.418611622667762e-15,1.1324635596366742e-12,10123,2.2405580574964514e-11,2.126888425640461e-11
legacy_exposure_crc_union,GO:MF,GO:0098531,ligand-modulated transcription factor activity,16319,58,81,11,4.202091130377282e-15,1.1324635596366742e-12,10123,2.3606147372993744e-11,2.126888425640461e-11
legacy_exposure_crc_union,GO:BP,GO:0006693,prostaglandin metabolic process,16319,41,81,10,5.0588212924495695e-15,2.5597635739795076e-12,24546,2.4866636063035858e-11,2.069563790741119e-11
legacy_exposure_crc_union,GO:MF,GO:0004955,prostaglandin receptor activity,16319,10,81,7,6.7509620995446955e-15,1.2129228572181885e-12,10123,2.949720373361062e-11,2.277999644456365e-11
legacy_exposure_crc_union,GO:BP,GO:0006692,prostanoid metabolic process,16319,43,81,10,8.58333958846766e-15,3.7227169986554195e-12,24546,3.375312459769023e-11,3.0098093362646736e-11
legacy_exposure_crc_union,GO:MF,GO:0004954,prostanoid receptor activity,16319,11,81,7,1.849145393484036e-14,2.4917234177197574e-12,10123,6.610526677578748e-11,4.679724704559724e-11
legacy_exposure_crc_union,GO:BP,GO:0009719,response to endogenous stimulus,16319,1382,81,32,2.1051442677193272e-14,7.98902249599482e-12,24546,6.898557765316236e-11,6.459108899429825e-11
legacy_exposure_crc_union,GO:BP,GO:0071396,cellular response to lipid,16319,574,81,22,3.7382943532732834e-14,1.2610512951708578e-11,24546,1.1308052857547585e-10,1.0195574799494001e-10
legacy_exposure_crc_union,GO:BP,GO:0006954,inflammatory response,16319,824,81,25,9.458614771502287e-14,2.871635444628084e-11,24546,2.656789766246828e-10,2.3217115818129513e-10
legacy_exposure_crc_union,GO:MF,GO:0004953,icosanoid receptor activity,16319,15,81,7,3.548923292774819e-13,3.8257393096112345e-11,10123,9.23046878994636e-10,7.185150098551899e-10
legacy_exposure_crc_union,GO:BP,GO:0046457,prostanoid biosynthetic process,16319,26,81,8,3.755658138519524e-13,1.0365616462313875e-10,24546,9.23046878994636e-10,8.380580424372748e-10
legacy_exposure_crc_union,GO:BP,GO:0071495,cellular response to endogenous stimulus,16319,1162,81,28,6.112385447233663e-13,1.5464335181501017e-10,24546,1.4139026195706855e-09,1.2502884432316457e-09
legacy_exposure_crc_union,GO:BP,GO:0030522,intracellular receptor signaling pathway,16319,368,81,17,2.4107518054842368e-12,5.243348263729497e-10,24546,4.9392604413199164e-09,4.239236708876975e-09
legacy_exposure_crc_union,GO:MF,GO:0004957,prostaglandin E receptor activity,16319,5,81,5,2.6581890551616796e-12,2.387939834553576e-10,10123,4.9392604413199164e-09,4.484807967566947e-09
legacy_exposure_crc_union,GO:BP,GO:1901700,response to oxygen-containing compound,16319,1540,81,31,2.664662137647815e-12,5.243348263729497e-10,24546,4.9392604413199164e-09,4.239236708876975e-09
legacy_exposure_crc_union,GO:BP,GO:0006952,defense response,16319,1650,81,32,2.7614755928418516e-12,5.243348263729497e-10,24546,4.9392604413199164e-09,4.239236708876975e-09
legacy_exposure_crc_union,GO:BP,GO:0033559,unsaturated fatty acid metabolic process,16319,102,81,11,2.7632928926110812e-12,5.243348263729497e-10,24546,4.9392604413199164e-09,4.239236708876975e-09
legacy_exposure_crc_union,GO:BP,GO:0006690,icosanoid metabolic process,16319,107,81,11,4.711938247425792e-12,8.414967364226243e-10,24546,8.056185201816168e-09,6.803484483606676e-09
legacy_exposure_crc_union,GO:BP,GO:1901701,cellular response to oxygen-containing compound,16319,1123,81,26,1.3080101175975287e-11,2.2061770650145075e-09,24546,2.1431745776835506e-08,1.7836897970304967e-08
legacy_exposure_crc_union,GO:BP,GO:0009605,response to external stimulus,16319,2121,81,35,1.7112337261414966e-11,2.734371364508226e-09,24546,2.6917022018715285e-08,2.2107338443089042e-08
legacy_exposure_crc_union,GO:BP,GO:0001516,prostaglandin biosynthetic process,16319,24,81,7,1.8416633142834043e-11,2.7956449110822254e-09,24546,2.7854449296492538e-08,2.260273385620022e-08
