axis_key,screen_OR,rerun_OR,absolute_logOR_difference
serum_or_blood|LBXPFDE,0.7160906892378576,0.7160906892378576,0.0
serum_or_blood|LBXPFHS,0.624413716483948,0.624413716483948,0.0
serum_or_blood|LBXPFNA,0.8058544847269594,0.8058544847269591,4.440892098500627e-16
urine|URXBPH,1.0613167813050883,1.0613167813050879,4.440892098500627e-16
urine|URXCOP,1.2455067762777354,1.245506776277735,3.33066907387547e-16
urine|URXECP,1.210931012364846,1.210931012364846,0.0
urine|URXMBP,0.8954105062316059,0.8954105062316062,4.440892098500625e-16
urine|URXMEP,0.9329209184301188,0.9329209184301188,0.0
urine|URXMHP,1.092931558675933,1.0929315586759332,2.2204460492503128e-16
urine|URXMIB,0.965853059345134,0.9658530593451338,2.2204460492503136e-16
urine|URXMOH,1.2036806907243045,1.203680690724304,3.33066907387547e-16
urine|URXMZP,0.954508227887624,0.9545082278876243,4.440892098500625e-16
urine|URXP02,1.0029716593613531,1.0029716593613567,3.5527136788004946e-15
urine|URXP04,0.9542162062587308,0.9542162062587299,8.881784197001256e-16
urine|URXP10,1.0721174282673351,1.072117428267337,1.554312234475218e-15
