axis_key,exposure_axis,primary_biomarker,biological_matrix,eligible_chemical_count,eligible_chemical_ids,mapping_confidence,analysis,exposure_variable,status,fit_N,fit_crc_cases,fit_control_n,beta,SE,OR,CI_low,CI_high,P,design_df,PSU_N,strata_N,message,complete_case_n,n_parameters,cases_per_parameter_approx,condition_number_if_available,sparse_cell_warning,extreme_weight_ratio,extreme_weight_warning,singleton_stratum_N,fit_status,warning_message,warning_type,analytic_n,crc_cases,controls,cycle,direction,ci_excludes_1
serum_or_blood|LBXPFDE,PFAS exposure axis,LBXPFDE,serum_or_blood,1,C036567,high,Single_cycle_2011-2012,axis_log2,ok,1287,8,1279,0.360789429165115,0.5273279311158485,1.4344613733452645,0.47152872577666805,4.363847458562193,0.5030798601538283,17,31,14,Newton-IRLS converged,1287,12,0.6666666666666666,372.4746892236171,,8.16742384705254,False,0,ok,,none,1287,8,1279,2011-2012,discordant,False
serum_or_blood|LBXPFDE,PFAS exposure axis,LBXPFDE,serum_or_blood,1,C036567,high,Single_cycle_2013-2014,axis_log2,converged_with_warning,1443,7,1436,0.09291541440724287,0.15106557736063306,1.0973689097425825,0.7952702843386654,1.5142254750170048,0.5477289639711672,15,30,15,Newton-IRLS stopped before tolerance,1443,12,0.5833333333333334,392.1604972784519,,5.607299813289692,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,1443,7,1436,2013-2014,discordant,False
serum_or_blood|LBXPFDE,PFAS exposure axis,LBXPFDE,serum_or_blood,1,C036567,high,Single_cycle_2015-2016,axis_log2,ok,1336,10,1326,-0.7227703171434032,0.5516580940056193,0.48540566394538637,0.14977790567757793,1.5731202644632383,0.20984505969423561,15,30,15,Newton-IRLS converged,1336,12,0.8333333333333334,393.9820312234146,,10.800283931295853,False,0,ok,,none,1336,10,1326,2015-2016,protective,False
serum_or_blood|LBXPFDE,PFAS exposure axis,LBXPFDE,serum_or_blood,1,C036567,high,Single_cycle_2017-2018,axis_log2,converged_with_warning,1256,7,1249,-1.6520479378936497,0.9239340355502983,0.19165700479405684,0.026746097126590093,1.3733744894731195,0.09398090485601236,15,30,15,Newton-IRLS stopped before tolerance,1256,12,0.5833333333333334,385.7135060965585,,16.615122585581414,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,1256,7,1249,2017-2018,protective,False
serum_or_blood|LBXPFHS,PFAS exposure axis,LBXPFHS,serum_or_blood,1,C471071,high,Single_cycle_2011-2012,axis_log2,converged_with_warning,1287,8,1279,-0.6844648909187497,0.23464599997417626,0.5043600450183493,0.3074248299888215,0.8274512342420781,0.009609628160950174,17,31,14,Newton-IRLS stopped before tolerance,1287,12,0.6666666666666666,342.88570218556185,,8.16742384705254,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,1287,8,1279,2011-2012,protective,True
serum_or_blood|LBXPFHS,PFAS exposure axis,LBXPFHS,serum_or_blood,1,C471071,high,Single_cycle_2013-2014,axis_log2,converged_with_warning,1443,7,1436,-0.2413318942420869,0.18145756935051208,0.7855808533542831,0.5336049285701264,1.1565434352537831,0.2034003554693483,15,30,15,Newton-IRLS stopped before tolerance,1443,12,0.5833333333333334,362.6398520787462,,5.607299813289692,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,1443,7,1436,2013-2014,protective,False
serum_or_blood|LBXPFHS,PFAS exposure axis,LBXPFHS,serum_or_blood,1,C471071,high,Single_cycle_2015-2016,axis_log2,converged_with_warning,1336,10,1326,-0.03694505527638916,0.15686087269396218,0.9637290857226191,0.6898465543679347,1.3463483216477545,0.8169846866642411,15,30,15,Newton-IRLS stopped before tolerance,1336,12,0.8333333333333334,366.2053250337127,,10.800283931295853,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,1336,10,1326,2015-2016,protective,False
serum_or_blood|LBXPFHS,PFAS exposure axis,LBXPFHS,serum_or_blood,1,C471071,high,Single_cycle_2017-2018,axis_log2,converged_with_warning,1256,7,1249,-1.6502299070611486,0.6887540555156989,0.19200576006589598,0.04423343067417841,0.8334468146962728,0.030061082544452014,15,30,15,Newton-IRLS stopped before tolerance,1256,12,0.5833333333333334,357.42745806016285,,16.615122585581414,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,1256,7,1249,2017-2018,protective,True
serum_or_blood|LBXPFNA,PFAS exposure axis,LBXPFNA,serum_or_blood,1,C101816,high,Single_cycle_2011-2012,axis_log2,converged_with_warning,1287,8,1279,-0.1689921475611051,0.45011982812006296,0.844515534866631,0.3267166580587754,2.182951101632436,0.7119779851162996,17,31,14,Newton-IRLS stopped before tolerance,1287,12,0.6666666666666666,347.0966331113849,,8.16742384705254,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,1287,8,1279,2011-2012,protective,False
serum_or_blood|LBXPFNA,PFAS exposure axis,LBXPFNA,serum_or_blood,1,C101816,high,Single_cycle_2013-2014,axis_log2,converged_with_warning,1443,7,1436,0.2473086266162326,0.23306170454383138,1.28057427110107,0.7792287444644608,2.1044789164355935,0.30541844642652016,15,30,15,Newton-IRLS stopped before tolerance,1443,12,0.5833333333333334,371.3981134797188,,5.607299813289692,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,1443,7,1436,2013-2014,discordant,False
