axis_key,exposure_axis,primary_biomarker,biological_matrix,eligible_chemical_count,eligible_chemical_ids,mapping_confidence,analysis,exposure_variable,status,fit_N,fit_crc_cases,fit_control_n,beta,SE,OR,CI_low,CI_high,P,design_df,PSU_N,strata_N,message,complete_case_n,n_parameters,cases_per_parameter_approx,condition_number_if_available,sparse_cell_warning,extreme_weight_ratio,extreme_weight_warning,singleton_stratum_N,fit_status,warning_message,warning_type,analytic_n,crc_cases,controls,tail_rule,cutoff_log2,direction
serum_or_blood|LBXPFDE,PFAS exposure axis,LBXPFDE,serum_or_blood,1,C036567,high,Exclude_top_1pct,axis_log2,ok,5270,32,5238,-0.3283526188115579,0.3163037501479094,0.7201090509331174,0.38264990037254565,1.3551736057710486,0.3032585872445415,62,121,59,Newton-IRLS converged,5270,12,2.6666666666666665,384.50772216416243,,16.776275048927573,False,0,ok,,none,5270,32,5238,top 1% excluded,1.1375035237499351,protective
serum_or_blood|LBXPFDE,PFAS exposure axis,LBXPFDE,serum_or_blood,1,C036567,high,Exclude_top_2.5pct,axis_log2,ok,5201,32,5169,-0.31852097806930524,0.3245747154461523,0.7272238220438217,0.3800940376429147,1.391378014313565,0.3302348224222949,62,121,59,Newton-IRLS converged,5201,12,2.6666666666666665,385.80873163428697,,16.64824719779295,False,0,ok,,none,5201,32,5169,top 2.5% excluded,0.3785116232537299,protective
serum_or_blood|LBXPFHS,PFAS exposure axis,LBXPFHS,serum_or_blood,1,C471071,high,Exclude_top_1pct,axis_log2,converged_with_warning,5270,32,5238,-0.46081971067422844,0.14519582909473933,0.6307663875941175,0.47186514808528596,0.8431778386960278,0.002342546335157756,62,121,59,Newton-IRLS stopped before tolerance,5270,12,2.6666666666666665,354.5071649362925,,16.83052471979881,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,5270,32,5238,top 1% excluded,3.37851162325373,protective
serum_or_blood|LBXPFHS,PFAS exposure axis,LBXPFHS,serum_or_blood,1,C471071,high,Exclude_top_2.5pct,axis_log2,converged_with_warning,5191,32,5159,-0.45177168831997927,0.14830142542897112,0.6364994734012972,0.4732071610796754,0.8561400015920624,0.003400268615980793,62,121,59,Newton-IRLS stopped before tolerance,5191,12,2.6666666666666665,354.8702232979228,,16.850805658036034,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,5191,32,5159,top 2.5% excluded,2.759155833800272,protective
serum_or_blood|LBXPFNA,PFAS exposure axis,LBXPFNA,serum_or_blood,1,C101816,high,Exclude_top_1pct,axis_log2,converged_with_warning,5272,32,5240,-0.20418831169149448,0.1945214250045247,0.8153088245465918,0.5526496073405951,1.2028027715106593,0.29793255316847844,62,121,59,Newton-IRLS stopped before tolerance,5272,12,2.6666666666666665,361.83786374561436,,16.776275048927573,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,5272,32,5240,top 1% excluded,1.9996388746447609,protective
serum_or_blood|LBXPFNA,PFAS exposure axis,LBXPFNA,serum_or_blood,1,C101816,high,Exclude_top_2.5pct,axis_log2,converged_with_warning,5204,32,5172,-0.18295371370596997,0.2071159077158745,0.83280670238089,0.5504756733176353,1.259941241999863,0.3804651542373028,62,121,59,Newton-IRLS stopped before tolerance,5204,12,2.6666666666666665,360.67929143106625,,16.697970164071293,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,5204,32,5172,top 2.5% excluded,1.584962500721156,protective
urine|URXBPH,bisphenol exposure axis,URXBPH,urine,17,C008745;C517113;C047969;C000705701;C000730470;C000730511;C512161;C534679;D017438;C019273;C047971;C543008;C006780;C000611646;C000655605;C583074;C492482,high,Exclude_top_1pct,axis_log2,converged_with_warning,5693,44,5649,0.08389194599032274,0.08424327390730449,1.087511377494978,0.9190604870372502,1.286836952368174,0.3230832321808885,64,124,60,Newton-IRLS stopped before tolerance,5693,13,3.3846153846153846,550.7979466443074,,7.667258716819079,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,5693,44,5649,top 1% excluded,4.99092632664487,positive
urine|URXBPH,bisphenol exposure axis,URXBPH,urine,17,C008745;C517113;C047969;C000705701;C000730470;C000730511;C512161;C534679;D017438;C019273;C047971;C543008;C006780;C000611646;C000655605;C583074;C492482,high,Exclude_top_2.5pct,axis_log2,converged_with_warning,5615,43,5572,0.07972674098631306,0.08957288408570281,1.0829910901604094,0.9055473913832783,1.2952052123690654,0.37675837230625175,64,124,60,Newton-IRLS stopped before tolerance,5615,13,3.3076923076923075,552.4893035540987,,7.6751197747078175,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,5615,43,5572,top 2.5% excluded,4.0,positive
urine|URXCOP,DINP-related exposure axis,URXCOP,urine,3,C573544;C019174;C012125,high,Exclude_top_1pct,axis_log2,ok,9835,70,9765,0.23963636316864786,0.08064497239242842,1.2707869613480827,1.0830711355709868,1.4910373364173632,0.0036468870532694216,109,214,105,Newton-IRLS converged,9835,13,5.384615384615385,511.74979717018175,,16.725381281853807,False,0,ok,,none,9835,70,9765,top 1% excluded,8.457503975922346,positive
urine|URXCOP,DINP-related exposure axis,URXCOP,urine,3,C573544;C019174;C012125,high,Exclude_top_2.5pct,axis_log2,ok,9685,67,9618,0.17695421331547945,0.08016639554975694,1.193576441968001,1.0182312195906813,1.3991171115276526,0.02938624780908234,109,214,105,Newton-IRLS converged,9685,13,5.153846153846154,511.20863733458674,,16.753803831115686,False,0,ok,,none,9685,67,9618,top 2.5% excluded,7.647997908547697,positive
urine|URXECP,DEHP-related exposure axis;phthalate exposure axis,URXECP,urine,2,C051450;D004051,moderate,Exclude_top_1pct,axis_log2,ok,11109,83,11026,0.13174825317703628,0.10148060459608445,1.1408210850298723,0.9332237494152249,1.394598828913497,0.19660732977965437,124,244,120,Newton-IRLS converged,11109,13,6.384615384615385,515.7556593810222,,16.40409053885195,False,0,ok,,none,11109,83,11026,top 1% excluded,9.062925609714846,positive
urine|URXECP,DEHP-related exposure axis;phthalate exposure axis,URXECP,urine,2,C051450;D004051,moderate,Exclude_top_2.5pct,axis_log2,ok,10940,81,10859,0.09621772221553364,0.10537616309868629,1.1009987497876745,0.8937303044731941,1.3563356204515724,0.36296811370083776,124,244,120,Newton-IRLS converged,10940,13,6.230769230769231,515.7599845172174,,16.41064621339124,False,0,ok,,none,10940,81,10859,top 2.5% excluded,8.052513691531011,positive
urine|URXMBP,phthalate exposure axis,URXMBP,urine,1,C028577,high,Exclude_top_1pct,axis_log2,ok,13646,104,13542,-0.09458824818136624,0.14296695878417784,0.9097474475257401,0.685893859271596,1.2066596122591546,0.5092169100184866,153,301,148,Newton-IRLS converged,13646,13,8.0,540.9453443422428,,16.104039576338117,False,0,ok,,none,13646,104,13542,top 1% excluded,7.74439581848258,protective
urine|URXMBP,phthalate exposure axis,URXMBP,urine,1,C028577,high,Exclude_top_2.5pct,axis_log2,ok,13444,101,13343,-0.1253638161595032,0.142687984546371,0.8821758943482563,0.6654732638416714,1.169444891108807,0.3810029063150893,153,301,148,Newton-IRLS converged,13444,13,7.769230769230769,540.2428356079782,,16.068051246320444,False,0,ok,,none,13444,101,13343,top 2.5% excluded,6.99211606201225,protective
urine|URXMEP,phthalate exposure axis,URXMEP,urine,1,C581825,high,Exclude_top_1pct,axis_log2,ok,13636,104,13532,-0.05808191104162503,0.05993073880292085,0.9435726552522594,0.8382151257064149,1.0621728580589196,0.3339996033525942,153,301,148,Newton-IRLS converged,13636,13,8.0,511.6680446673465,,16.051825340952558,False,0,ok,,none,13636,104,13532,top 1% excluded,12.27135859171089,protective
urine|URXMEP,phthalate exposure axis,URXMEP,urine,1,C581825,high,Exclude_top_2.5pct,axis_log2,ok,13426,101,13325,-0.07020905486690203,0.0635372282063235,0.9321989188132483,0.8222320803742659,1.0568729255139713,0.27089139696553427,153,301,148,Newton-IRLS converged,13426,13,7.769230769230769,510.3733657372621,,16.000104886194972,False,0,ok,,none,13426,101,13325,top 2.5% excluded,11.392489993473665,protective
urine|URXMHP,DEHP-related exposure axis,URXMHP,urine,1,C016599,high,Exclude_top_1pct,axis_log2,ok,13641,103,13538,0.08060275416762043,0.08968526644574568,1.083940220295186,0.9079385402498075,1.2940593983931012,0.37020920233777677,153,301,148,Newton-IRLS converged,13641,13,7.923076923076923,518.6102266650541,,16.085801334949593,False,0,ok,,none,13641,103,13538,top 1% excluded,6.224877888857488,positive
urine|URXMHP,DEHP-related exposure axis,URXMHP,urine,1,C016599,high,Exclude_top_2.5pct,axis_log2,ok,13437,102,13335,0.0703989414571794,0.09473517384896483,1.0729361345893706,0.8897996530857526,1.2937653379784315,0.4585527661872607,153,301,148,Newton-IRLS converged,13437,13,7.846153846153846,519.6198178955711,,16.097653623235285,False,0,ok,,none,13437,102,13335,top 2.5% excluded,5.090322811448704,positive
urine|URXMIB,phthalate exposure axis,URXMIB,urine,1,C575690,high,Exclude_top_1pct,axis_log2,ok,12478,97,12381,-0.017686491718631528,0.08814845871914422,0.9824689962476749,0.8253302574038367,1.1695261623197903,0.8412699457386675,139,274,135,Newton-IRLS converged,12478,13,7.461538461538462,550.3822824505015,,16.14487165681372,False,0,ok,,none,12478,97,12381,top 1% excluded,6.371279743725572,protective
urine|URXMIB,phthalate exposure axis,URXMIB,urine,1,C575690,high,Exclude_top_2.5pct,axis_log2,ok,12292,95,12197,-0.01603800084350267,0.0911434604832709,0.9840899230975715,0.8218110137460484,1.1784132367949063,0.8605780391733,139,274,135,Newton-IRLS converged,12292,13,7.3076923076923075,550.5690005954052,,16.05193235386808,False,0,ok,,none,12292,95,12197,top 2.5% excluded,5.706420022366998,protective
urine|URXMOH,phthalate exposure axis,URXMOH,urine,1,C080276,high,Exclude_top_1pct,axis_log2,ok,12471,96,12375,0.20147746149959941,0.09631809866312525,1.2232086674630807,1.0111006220717715,1.4798126037060206,0.03827614510220993,139,274,135,Newton-IRLS converged,12471,13,7.384615384615385,531.6296918701651,,16.21766089175467,False,0,ok,,none,12471,96,12375,top 1% excluded,8.081850534177349,positive
urine|URXMOH,phthalate exposure axis,URXMOH,urine,1,C080276,high,Exclude_top_2.5pct,axis_log2,ok,12282,92,12190,0.08507662643437902,0.08590678848623366,1.0888004944016103,0.9187177214911718,1.2903707949434418,0.3237304919533021,139,274,135,Newton-IRLS converged,12282,13,7.076923076923077,531.4085985086829,,16.231901441702252,False,0,ok,,none,12282,92,12190,top 2.5% excluded,6.961715421905776,positive
urine|URXMZP,phthalate exposure axis,URXMZP,urine,2,C027561;C103325,moderate,Exclude_top_1pct,axis_log2,ok,13641,104,13537,-0.03789690737979191,0.09208093850158441,0.9628121946068592,0.8026703938912328,1.1549040915657494,0.6812373012337262,153,301,148,Newton-IRLS converged,13641,13,8.0,539.617257933659,,16.067020992146176,False,0,ok,,none,13641,104,13537,top 1% excluded,6.842061038806626,protective
