contrast,sample_id,group,PPAR_nuclear_receptor_score,inflammatory_RELA_STAT3_score,DINP_axis_9_gene_score
TCGA_primary_vs_TCGA_solid_normal,TCGA-AY-A8YK-01,TCGA_CRC_primary_tumor,0.1786317921078753,0.9910580443984429,0.359170959283557
TCGA_primary_vs_TCGA_solid_normal,TCGA-F4-6806-01,TCGA_CRC_primary_tumor,0.35181318099331127,0.5598186443191105,0.3980366172879333
TCGA_primary_vs_TCGA_solid_normal,TCGA-5M-AAT4-01,TCGA_CRC_primary_tumor,0.10535918280739484,-0.7325458477366867,-0.08084193509128995
TCGA_primary_vs_TCGA_solid_normal,TCGA-CM-6167-01,TCGA_CRC_primary_tumor,-0.0689525454979522,0.9556267282716572,0.158731737561961
TCGA_primary_vs_TCGA_solid_normal,TCGA-AZ-6603-01,TCGA_CRC_primary_tumor,0.19077573377577622,1.1785628294594783,0.4102839772610433
TCGA_primary_vs_TCGA_solid_normal,TCGA-DC-6681-01,TCGA_CRC_primary_tumor,0.8350490910421023,0.2234488988281223,0.6991379372167734
TCGA_primary_vs_TCGA_solid_normal,TCGA-DC-5337-01,TCGA_CRC_primary_tumor,-0.834892382019833,-1.3807580565772362,-0.9561958652548115
TCGA_primary_vs_TCGA_solid_normal,TCGA-DC-4745-01,TCGA_CRC_primary_tumor,-0.7165801856336377,-1.1120530337205343,-0.8044630407640592
TCGA_primary_vs_TCGA_solid_normal,TCGA-CM-6168-01,TCGA_CRC_primary_tumor,0.4946419529637822,0.7915949735324911,0.560631513090162
TCGA_primary_vs_TCGA_solid_normal,TCGA-G4-6314-01,TCGA_CRC_primary_tumor,0.22644374078812016,0.8049574683987524,0.3550023469238162
TCGA_primary_vs_TCGA_solid_normal,TCGA-F4-6808-01,TCGA_CRC_primary_tumor,0.03721435733847305,-0.14188036051104128,-0.002584468850307911
TCGA_primary_vs_TCGA_solid_normal,TCGA-AZ-4615-01,TCGA_CRC_primary_tumor,-0.17622506451652767,0.5507674284042434,-0.014671177200800738
TCGA_primary_vs_TCGA_solid_normal,TCGA-AY-6386-01,TCGA_CRC_primary_tumor,0.909394891931251,0.4237438514090015,0.8014724384818622
TCGA_primary_vs_TCGA_solid_normal,TCGA-AZ-6598-01,TCGA_CRC_primary_tumor,-0.7656856645068592,-0.07364252720002756,-0.6118983006608967
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-6653-01,TCGA_CRC_primary_tumor,0.15546753436899755,1.3042902491244515,0.41076147098132065
TCGA_primary_vs_TCGA_solid_normal,TCGA-NH-A50V-01,TCGA_CRC_primary_tumor,0.3932584571413823,0.06300302639587868,0.3198683614201593
TCGA_primary_vs_TCGA_solid_normal,TCGA-AD-6899-01,TCGA_CRC_primary_tumor,0.5717798737145089,0.6734347088811139,0.5943698370848656
TCGA_primary_vs_TCGA_solid_normal,TCGA-G4-6311-01,TCGA_CRC_primary_tumor,0.43388701080130926,0.45008441736611066,0.43748643448237623
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-2683-11,TCGA_CRC_solid_normal,0.8255106506283741,-0.2298056883113504,0.5909959086417688
TCGA_primary_vs_TCGA_solid_normal,TCGA-AF-3911-01,TCGA_CRC_primary_tumor,0.4035789537423074,0.3491606518869014,0.39148599777443943
TCGA_primary_vs_TCGA_solid_normal,TCGA-CI-6622-01,TCGA_CRC_primary_tumor,0.37429382441799985,0.4921688049607085,0.40048826453860176
TCGA_primary_vs_TCGA_solid_normal,TCGA-DM-A280-01,TCGA_CRC_primary_tumor,-0.7735538221562386,-1.013162572170709,-0.8268002110483431
TCGA_primary_vs_TCGA_solid_normal,TCGA-NH-A6GC-01,TCGA_CRC_primary_tumor,-0.2568813370767319,-0.5748586758782972,-0.3275429679215242
TCGA_primary_vs_TCGA_solid_normal,TCGA-F4-6570-01,TCGA_CRC_primary_tumor,0.1103980583382399,0.30213354048194074,0.1530059432590623
TCGA_primary_vs_TCGA_solid_normal,TCGA-CM-6679-01,TCGA_CRC_primary_tumor,0.46765667537024075,0.6312454028766777,0.5040097259272267
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-4105-01,TCGA_CRC_primary_tumor,0.04317847665428539,0.9038952975064838,0.23444888128810726
TCGA_primary_vs_TCGA_solid_normal,TCGA-DC-6158-01,TCGA_CRC_primary_tumor,0.03480792995580535,1.9791691135152814,0.4668881929690223
TCGA_primary_vs_TCGA_solid_normal,TCGA-D5-5538-01,TCGA_CRC_primary_tumor,0.42893934360505565,0.7589493589494124,0.5022749025704683
TCGA_primary_vs_TCGA_solid_normal,TCGA-NH-A50U-01,TCGA_CRC_primary_tumor,0.36129440575176547,-0.3232425662078777,0.20917507864962254
TCGA_primary_vs_TCGA_solid_normal,TCGA-D5-6924-01,TCGA_CRC_primary_tumor,0.49870146922372466,0.26026212302825724,0.44571494784695415
TCGA_primary_vs_TCGA_solid_normal,TCGA-D5-6931-01,TCGA_CRC_primary_tumor,0.8431901787203281,0.6790989126843976,0.8067254529345658
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-5656-01,TCGA_CRC_primary_tumor,-1.0982883256651665,-2.370316002331467,-1.3809611427021222
TCGA_primary_vs_TCGA_solid_normal,TCGA-EI-6884-01,TCGA_CRC_primary_tumor,0.3700448760525758,1.2381385706128958,0.5629545859548691
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-6649-01,TCGA_CRC_primary_tumor,0.693382926694366,0.5387594250504915,0.6590221485512826
TCGA_primary_vs_TCGA_solid_normal,TCGA-AA-3518-11,TCGA_CRC_solid_normal,1.0211053626941988,-0.16075868986439115,0.7584689065700677
TCGA_primary_vs_TCGA_solid_normal,TCGA-DM-A0X9-01,TCGA_CRC_primary_tumor,-0.2722009538556224,-0.8227926014653624,-0.3945546533244535
TCGA_primary_vs_TCGA_solid_normal,TCGA-DM-A28G-01,TCGA_CRC_primary_tumor,-0.3244866871723288,-1.080521939539199,-0.4924945210316333
TCGA_primary_vs_TCGA_solid_normal,TCGA-F4-6703-01,TCGA_CRC_primary_tumor,-0.3010785177830299,1.051221779504472,-0.0005673406080294936
TCGA_primary_vs_TCGA_solid_normal,TCGA-AA-3492-01,TCGA_CRC_primary_tumor,0.3662522057817196,-0.06681095212492782,0.2700159484691313
TCGA_primary_vs_TCGA_solid_normal,TCGA-G4-6293-01,TCGA_CRC_primary_tumor,0.21972678965323095,0.8187689878651464,0.35284727814476774
TCGA_primary_vs_TCGA_solid_normal,TCGA-AA-3531-11,TCGA_CRC_solid_normal,1.1282934259164146,0.07164516755640876,0.8934827018364133
TCGA_primary_vs_TCGA_solid_normal,TCGA-DM-A28E-01,TCGA_CRC_primary_tumor,0.15644790719368643,0.01972426655961099,0.12606487594166968
TCGA_primary_vs_TCGA_solid_normal,TCGA-CK-6747-01,TCGA_CRC_primary_tumor,0.6157470897409184,0.6828711319017052,0.6306635435544266
TCGA_primary_vs_TCGA_solid_normal,TCGA-CK-4947-01,TCGA_CRC_primary_tumor,0.4478738019791078,0.1785196921772655,0.3880173331342539
TCGA_primary_vs_TCGA_solid_normal,TCGA-G5-6233-01,TCGA_CRC_primary_tumor,-0.32082677646099006,-0.7555326691945419,-0.41742808595733494
TCGA_primary_vs_TCGA_solid_normal,TCGA-AG-3731-11,TCGA_CRC_solid_normal,0.27317315026113814,0.022637603092138192,0.21749858422358262
TCGA_primary_vs_TCGA_solid_normal,TCGA-AD-6888-01,TCGA_CRC_primary_tumor,0.05096294281992412,-0.3212409632302041,-0.0317490363023266
TCGA_primary_vs_TCGA_solid_normal,TCGA-F4-6809-01,TCGA_CRC_primary_tumor,0.04678592766352851,-0.21661192934933676,-0.011746929450441547
TCGA_primary_vs_TCGA_solid_normal,TCGA-CK-5914-01,TCGA_CRC_primary_tumor,-0.1938557414213009,0.0004986976947267338,-0.15066586606218366
TCGA_primary_vs_TCGA_solid_normal,TCGA-AZ-4313-01,TCGA_CRC_primary_tumor,-1.6277096492586374,-1.09863690465389,-1.51013792823536
TCGA_primary_vs_TCGA_solid_normal,TCGA-G4-6588-01,TCGA_CRC_primary_tumor,-0.12419513573064599,0.4802152191376501,0.01011827646230871
TCGA_primary_vs_TCGA_solid_normal,TCGA-G4-6309-01,TCGA_CRC_primary_tumor,-0.04148810588103534,0.1644666349394836,0.004279614301302202
TCGA_primary_vs_TCGA_solid_normal,TCGA-CM-5868-01,TCGA_CRC_primary_tumor,0.010560095876143729,0.02795535071419747,0.014425708062377893
TCGA_primary_vs_TCGA_solid_normal,TCGA-F4-6855-01,TCGA_CRC_primary_tumor,0.044433473531916866,-0.31112416113212005,-0.03457933417120244
TCGA_primary_vs_TCGA_solid_normal,TCGA-AD-6964-01,TCGA_CRC_primary_tumor,-0.006694170723353083,0.13565862372874216,0.02493978359933475
TCGA_primary_vs_TCGA_solid_normal,TCGA-G4-6295-01,TCGA_CRC_primary_tumor,-0.3456159663194075,0.6350176220939852,-0.12769739111643133
TCGA_primary_vs_TCGA_solid_normal,TCGA-AG-3725-11,TCGA_CRC_solid_normal,-0.4209834652092038,-2.6796953526699316,-0.9229194402004767
TCGA_primary_vs_TCGA_solid_normal,TCGA-D5-5539-01,TCGA_CRC_primary_tumor,-0.06607624340388214,0.09018330737101259,-0.03135189878723887
TCGA_primary_vs_TCGA_solid_normal,TCGA-AH-6903-01,TCGA_CRC_primary_tumor,0.14929778829763832,-0.07464821254038354,0.09953201033363346
TCGA_primary_vs_TCGA_solid_normal,TCGA-CI-6621-01,TCGA_CRC_primary_tumor,-0.09791246948890386,0.781677041629746,0.09755186631524056
TCGA_primary_vs_TCGA_solid_normal,TCGA-EI-6882-01,TCGA_CRC_primary_tumor,0.04045298703458127,1.3202763918636369,0.3248581881077048
TCGA_primary_vs_TCGA_solid_normal,TCGA-AA-3506-01,TCGA_CRC_primary_tumor,0.34765408562141725,0.6003140526025998,0.40380074495056895
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-5661-01,TCGA_CRC_primary_tumor,-0.9313709664383799,-1.1760003224075297,-0.9857330455426353
TCGA_primary_vs_TCGA_solid_normal,TCGA-RU-A8FL-01,TCGA_CRC_primary_tumor,-0.2607799372911625,-0.848900246284491,-0.39147333928968
TCGA_primary_vs_TCGA_solid_normal,TCGA-5M-AATE-01,TCGA_CRC_primary_tumor,-0.14381841918162513,-0.22385806249094153,-0.16160500658369545
TCGA_primary_vs_TCGA_solid_normal,TCGA-AA-3712-11,TCGA_CRC_solid_normal,0.940853059504158,-0.07741396308702526,0.7145714989283395
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-6648-01,TCGA_CRC_primary_tumor,0.28843975370764435,0.9342535371038352,0.43195392779568675
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-5662-01,TCGA_CRC_primary_tumor,0.07293696026515913,0.3144762500622716,0.12661235799785078
TCGA_primary_vs_TCGA_solid_normal,TCGA-AF-2687-01,TCGA_CRC_primary_tumor,-0.07038037037926691,0.37429666230831465,0.02843674799575122
TCGA_primary_vs_TCGA_solid_normal,TCGA-DM-A1D8-01,TCGA_CRC_primary_tumor,-0.37704200677240574,-1.6092601253919683,-0.6508682553545307
TCGA_primary_vs_TCGA_solid_normal,TCGA-D5-6539-01,TCGA_CRC_primary_tumor,0.6880710775967268,0.8008411429911497,0.7131310921288208
TCGA_primary_vs_TCGA_solid_normal,TCGA-AZ-6599-01,TCGA_CRC_primary_tumor,0.018068600503658865,0.21618161576815453,0.06209371500688013
TCGA_primary_vs_TCGA_solid_normal,TCGA-G4-6299-01,TCGA_CRC_primary_tumor,-0.4191413520826667,0.10915872183110334,-0.3017413356573845
TCGA_primary_vs_TCGA_solid_normal,TCGA-AZ-5403-01,TCGA_CRC_primary_tumor,-0.22761771075990053,-0.06488883324785927,-0.19145573797944693
TCGA_primary_vs_TCGA_solid_normal,TCGA-AD-5900-01,TCGA_CRC_primary_tumor,-0.5364718058415552,-0.3373390743520156,-0.49222008773276854
TCGA_primary_vs_TCGA_solid_normal,TCGA-D5-6898-01,TCGA_CRC_primary_tumor,0.19029482685276605,0.77278866271597,0.31973790148903364
TCGA_primary_vs_TCGA_solid_normal,TCGA-AA-3489-01,TCGA_CRC_primary_tumor,0.09627243305919421,0.8777939193298314,0.26994387445266915
TCGA_primary_vs_TCGA_solid_normal,TCGA-DM-A1D7-01,TCGA_CRC_primary_tumor,-0.321521864090137,-1.0643835108322692,-0.486602230032833
TCGA_primary_vs_TCGA_solid_normal,TCGA-DC-6156-01,TCGA_CRC_primary_tumor,0.7613052731897089,1.022922278145738,0.8194423854021599
TCGA_primary_vs_TCGA_solid_normal,TCGA-AA-A02Y-01,TCGA_CRC_primary_tumor,-0.6141501473238534,-0.5119898743987971,-0.5914478644516188
TCGA_primary_vs_TCGA_solid_normal,TCGA-CM-6676-01,TCGA_CRC_primary_tumor,0.0667315461594813,0.801948613420104,0.2301131166618419
TCGA_primary_vs_TCGA_solid_normal,TCGA-CA-5797-01,TCGA_CRC_primary_tumor,0.58628094376994,0.26368240275217136,0.5145923790993248
TCGA_primary_vs_TCGA_solid_normal,TCGA-AA-3496-01,TCGA_CRC_primary_tumor,-0.046863194968353526,0.9838545788328845,0.18218519920969933
TCGA_primary_vs_TCGA_solid_normal,TCGA-NH-A8F7-01,TCGA_CRC_primary_tumor,0.3136723072622645,0.5699448463809118,0.3706217603997417
TCGA_primary_vs_TCGA_solid_normal,TCGA-EF-5830-01,TCGA_CRC_primary_tumor,-0.35023777339354584,-0.6684905073186143,-0.42096060315467215
TCGA_primary_vs_TCGA_solid_normal,TCGA-AA-3712-01,TCGA_CRC_primary_tumor,0.1414027644971397,0.26492299148211373,0.16885170382713394
TCGA_primary_vs_TCGA_solid_normal,TCGA-G5-6641-01,TCGA_CRC_primary_tumor,-0.12245140727660205,-0.174074600503057,-0.13392322799359205
TCGA_primary_vs_TCGA_solid_normal,TCGA-CM-4743-01,TCGA_CRC_primary_tumor,-0.7355347822462764,-1.3923800694949544,-0.8815004016348715
TCGA_primary_vs_TCGA_solid_normal,TCGA-AA-3662-01,TCGA_CRC_primary_tumor,-0.3750972379462621,-1.2110793313015993,-0.5608710364696703
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-3809-01,TCGA_CRC_primary_tumor,-3.3212027191206053,-3.544926171168985,-3.370919041798023
TCGA_primary_vs_TCGA_solid_normal,TCGA-AF-6136-01,TCGA_CRC_primary_tumor,0.15618884471949565,-0.7229414721421568,-0.03917344791642712
TCGA_primary_vs_TCGA_solid_normal,TCGA-CM-4747-01,TCGA_CRC_primary_tumor,0.09676111530479638,-0.0901195787850847,0.055232072173711684
TCGA_primary_vs_TCGA_solid_normal,TCGA-F5-6813-01,TCGA_CRC_primary_tumor,-0.2714555268319151,0.5112025536030413,-0.09753150895748033
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-5666-01,TCGA_CRC_primary_tumor,-0.454887851744885,-0.9609621658083352,-0.5673488104256517
TCGA_primary_vs_TCGA_solid_normal,TCGA-DM-A285-01,TCGA_CRC_primary_tumor,-0.20373894700632358,-0.07025943173999258,-0.17407683250269446
TCGA_primary_vs_TCGA_solid_normal,TCGA-CM-6171-01,TCGA_CRC_primary_tumor,-0.3252843355237787,0.410440474055292,-0.1617899333950963
TCGA_primary_vs_TCGA_solid_normal,TCGA-D5-6538-01,TCGA_CRC_primary_tumor,-0.22400346257249495,-0.7263300509143606,-0.33563159331513176
TCGA_primary_vs_TCGA_solid_normal,TCGA-AA-3511-11,TCGA_CRC_solid_normal,0.4272646759228084,0.29566565485487933,0.3980204490188242
TCGA_primary_vs_TCGA_solid_normal,TCGA-AF-6655-01,TCGA_CRC_primary_tumor,0.06463990246127294,0.49231012430411614,0.15967772953746034
TCGA_primary_vs_TCGA_solid_normal,TCGA-AF-A56L-01,TCGA_CRC_primary_tumor,-0.06693336207867986,-0.23307409765850873,-0.10385352554086406
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-2675-01,TCGA_CRC_primary_tumor,0.4988152089553043,1.3405013794263994,0.6858565801711032
TCGA_primary_vs_TCGA_solid_normal,TCGA-G5-6572-01,TCGA_CRC_primary_tumor,0.5851376400644195,-0.41190425727699304,0.36357277398855
TCGA_primary_vs_TCGA_solid_normal,TCGA-G4-6298-01,TCGA_CRC_primary_tumor,-0.1660652768649804,-0.7942821122173197,-0.3056690180543892
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-6650-01,TCGA_CRC_primary_tumor,-0.6751562630305352,-1.0381290633575646,-0.7558168853254306
TCGA_primary_vs_TCGA_solid_normal,TCGA-AM-5820-01,TCGA_CRC_primary_tumor,0.12810818975709637,-0.004054902358362714,0.0987386137314388
TCGA_primary_vs_TCGA_solid_normal,TCGA-AA-3663-01,TCGA_CRC_primary_tumor,-0.19551603905882722,-0.5795449786413871,-0.28085580341050714
TCGA_primary_vs_TCGA_solid_normal,TCGA-AF-5654-11,TCGA_CRC_solid_normal,0.6382816049785437,-0.02428223991205547,0.491045195002855
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-6654-01,TCGA_CRC_primary_tumor,0.3761539903689677,0.8564371780985134,0.4828835876422001
TCGA_primary_vs_TCGA_solid_normal,TCGA-CM-5349-01,TCGA_CRC_primary_tumor,-0.47873716774475245,-1.2730571335536203,-0.6552527157022785
TCGA_primary_vs_TCGA_solid_normal,TCGA-AZ-6599-11,TCGA_CRC_solid_normal,0.7453979958064577,0.7684084985489855,0.7505114408603528
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-2686-11,TCGA_CRC_solid_normal,1.0838155548536466,-0.32176748967933516,0.7714637671796507
TCGA_primary_vs_TCGA_solid_normal,TCGA-AZ-6600-01,TCGA_CRC_primary_tumor,-0.1556149307258692,0.07013369009429687,-0.10544857054361008
TCGA_primary_vs_TCGA_solid_normal,TCGA-EI-6507-01,TCGA_CRC_primary_tumor,-0.48297418453186947,0.3274171368892395,-0.3028872242160675
TCGA_primary_vs_TCGA_solid_normal,TCGA-AA-3509-01,TCGA_CRC_primary_tumor,0.6803396216740243,0.04480350945940259,0.5391093745152195
TCGA_primary_vs_TCGA_solid_normal,TCGA-AH-6549-01,TCGA_CRC_primary_tumor,0.20639133085109185,0.4253500639869247,0.2550488271034992
TCGA_primary_vs_TCGA_solid_normal,TCGA-AZ-6606-01,TCGA_CRC_primary_tumor,0.23234794736862616,0.27061576291587097,0.24085190637912504
TCGA_primary_vs_TCGA_solid_normal,TCGA-EI-6508-01,TCGA_CRC_primary_tumor,0.5128672565615567,0.9586578842383005,0.611931840489722
TCGA_primary_vs_TCGA_solid_normal,TCGA-WS-AB45-01,TCGA_CRC_primary_tumor,-0.8036067165861444,1.2405649149511004,-0.3493463540223121
TCGA_primary_vs_TCGA_solid_normal,TCGA-AH-6897-01,TCGA_CRC_primary_tumor,0.4836926508148334,1.707432934691938,0.7556349361208566
TCGA_primary_vs_TCGA_solid_normal,TCGA-AD-6548-01,TCGA_CRC_primary_tumor,0.2403044434822729,0.1014169798617688,0.20944056267771644
TCGA_primary_vs_TCGA_solid_normal,TCGA-AF-4110-01,TCGA_CRC_primary_tumor,-0.550056341950837,-0.19495296617345997,-0.47114448066697534
TCGA_primary_vs_TCGA_solid_normal,TCGA-DC-6682-01,TCGA_CRC_primary_tumor,-0.7569654001723862,-0.790972601954734,-0.7645225561240191
TCGA_primary_vs_TCGA_solid_normal,TCGA-D5-6926-01,TCGA_CRC_primary_tumor,0.6268498498725255,1.2622919800122578,0.7680592121257993
TCGA_primary_vs_TCGA_solid_normal,TCGA-AZ-6598-11,TCGA_CRC_solid_normal,0.4471083275387088,-0.07009304582667444,0.3321746890130681
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-6138-01,TCGA_CRC_primary_tumor,0.04595661515376818,0.9224902048427093,0.2407418573068662
TCGA_primary_vs_TCGA_solid_normal,TCGA-AZ-4616-01,TCGA_CRC_primary_tumor,-0.984955146446955,-0.8658447068061272,-0.9584861598601044
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-5659-11,TCGA_CRC_solid_normal,0.7972814078191955,-0.4826815543784678,0.5128451939974926
TCGA_primary_vs_TCGA_solid_normal,TCGA-AA-A02K-01,TCGA_CRC_primary_tumor,0.2679026511582853,-0.6635180169564829,0.06092028046611458
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-2685-01,TCGA_CRC_primary_tumor,0.3349239478510184,0.23879498007493277,0.3135619550118883
TCGA_primary_vs_TCGA_solid_normal,TCGA-AZ-6601-11,TCGA_CRC_solid_normal,0.3100814556800867,0.24753185635127434,0.2961815447181284
TCGA_primary_vs_TCGA_solid_normal,TCGA-AF-2691-11,TCGA_CRC_solid_normal,0.47289791554891814,0.8773147604386066,0.5627683255244045
TCGA_primary_vs_TCGA_solid_normal,TCGA-DM-A1HA-01,TCGA_CRC_primary_tumor,-0.22554775921488218,-0.22112521181730932,-0.2245649709043104
TCGA_primary_vs_TCGA_solid_normal,TCGA-AA-3713-01,TCGA_CRC_primary_tumor,0.5268338672482181,1.2211894101094014,0.6811350989951478
TCGA_primary_vs_TCGA_solid_normal,TCGA-G4-6627-01,TCGA_CRC_primary_tumor,0.18829891262418078,0.29551571887806516,0.21212486956948842
TCGA_primary_vs_TCGA_solid_normal,TCGA-AA-3502-01,TCGA_CRC_primary_tumor,0.06017513877370351,-0.08056570406970015,0.028899395919613807
TCGA_primary_vs_TCGA_solid_normal,TCGA-AA-A01X-01,TCGA_CRC_primary_tumor,0.3500062779483803,-0.16459080992455963,0.23565136953217147
TCGA_primary_vs_TCGA_solid_normal,TCGA-CK-5913-01,TCGA_CRC_primary_tumor,-0.2683514279356138,0.8697585720493473,-0.015438094605622486
TCGA_primary_vs_TCGA_solid_normal,TCGA-4N-A93T-01,TCGA_CRC_primary_tumor,0.097218158823376,-0.4361261841526231,-0.02130280628240158
TCGA_primary_vs_TCGA_solid_normal,TCGA-AZ-6603-11,TCGA_CRC_solid_normal,0.19456263300229035,0.9125264720426771,0.35411015278904295
TCGA_primary_vs_TCGA_solid_normal,TCGA-QG-A5YV-01,TCGA_CRC_primary_tumor,0.04533442344605911,-0.15893522275468308,-5.8831265216934765e-05
TCGA_primary_vs_TCGA_solid_normal,TCGA-AZ-6607-01,TCGA_CRC_primary_tumor,-0.37789393102177476,1.847376248595785,0.11661055333768294
TCGA_primary_vs_TCGA_solid_normal,TCGA-G4-6321-01,TCGA_CRC_primary_tumor,0.5912279143105105,0.2729481554685734,0.5204990790123022
TCGA_primary_vs_TCGA_solid_normal,TCGA-EI-6513-01,TCGA_CRC_primary_tumor,0.25986058377917043,0.36441434800882916,0.28309475360798353
TCGA_primary_vs_TCGA_solid_normal,TCGA-D5-6536-01,TCGA_CRC_primary_tumor,-0.9103681207174841,-0.8023933946861834,-0.8863737371549729
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-6140-01,TCGA_CRC_primary_tumor,0.4925136347446033,1.1949760635501245,0.6486163967013858
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-2682-11,TCGA_CRC_solid_normal,0.8252056258295175,0.13764299343960118,0.6724139297428694
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-A566-01,TCGA_CRC_primary_tumor,0.07070715573319444,-0.0744571756481419,0.038448415426230814
TCGA_primary_vs_TCGA_solid_normal,TCGA-AD-6963-01,TCGA_CRC_primary_tumor,-0.21248782994469767,0.08224504519726689,-0.14699163546870553
TCGA_primary_vs_TCGA_solid_normal,TCGA-D5-5541-01,TCGA_CRC_primary_tumor,-0.06513524814964637,0.8352620737957197,0.13495304561599053
TCGA_primary_vs_TCGA_solid_normal,TCGA-EI-6506-01,TCGA_CRC_primary_tumor,0.36919661189743175,0.8827793107162414,0.4833261005238339
TCGA_primary_vs_TCGA_solid_normal,TCGA-AM-5821-01,TCGA_CRC_primary_tumor,-1.470899325468718,-0.6335062335403563,-1.2848119717068598
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-6652-01,TCGA_CRC_primary_tumor,0.5219138264537041,0.8127187936258293,0.5865371524919543
TCGA_primary_vs_TCGA_solid_normal,TCGA-DM-A282-01,TCGA_CRC_primary_tumor,-0.3822363643825987,-1.157042924544562,-0.554415599974146
TCGA_primary_vs_TCGA_solid_normal,TCGA-AD-6901-01,TCGA_CRC_primary_tumor,0.7384318411189378,0.03855679501567527,0.5829040530959906
TCGA_primary_vs_TCGA_solid_normal,TCGA-CM-6161-01,TCGA_CRC_primary_tumor,0.3317746505483478,-0.590726583592379,0.12677437629485294
TCGA_primary_vs_TCGA_solid_normal,TCGA-5M-AAT5-01,TCGA_CRC_primary_tumor,-0.19054391049419905,-0.07350747449909853,-0.1645358136063989
TCGA_primary_vs_TCGA_solid_normal,TCGA-CK-6748-01,TCGA_CRC_primary_tumor,0.09818986031620594,0.09424599857823128,0.09731344659665601
TCGA_primary_vs_TCGA_solid_normal,TCGA-A6-5665-11,TCGA_CRC_solid_normal,1.051068777609114,-0.3987163493664693,0.7288943049478733
TCGA_primary_vs_TCGA_solid_normal,TCGA-AZ-4684-01,TCGA_CRC_primary_tumor,-0.2632086800290839,0.22039267629156864,-0.15574171195782774
TCGA_primary_vs_TCGA_solid_normal,TCGA-AA-3517-11,TCGA_CRC_solid_normal,0.7937956390281162,0.029656298407932102,0.6239868966680754
TCGA_primary_vs_TCGA_solid_normal,TCGA-G4-6302-01,TCGA_CRC_primary_tumor,-0.027955586899051674,1.123756008490994,0.22798032318762518
TCGA_primary_vs_TCGA_solid_normal,TCGA-AU-6004-01,TCGA_CRC_primary_tumor,0.04605229266178081,0.9909261250187524,0.25602425540777446
TCGA_primary_vs_TCGA_solid_normal,TCGA-DC-6683-01,TCGA_CRC_primary_tumor,0.28740992792164477,0.12563185676461136,0.251459245442304
