"analysis","module","macrophage_score_cor","macrophage_score_p","macrophage_score_fdr"
"all_samples","MEpink",0.495580011762917,1.3884171420873e-37,3.7024457122328e-37
"all_samples","MEturquoise",0.618529463885404,4.79632216855576e-63,1.9185288674223e-62
"all_samples","MEred",0.902491973440144,1.95515015940025e-215,1.5641201275202e-214
"all_samples","MEblue",-0.256826762805413,2.88983862187883e-10,4.62374179500613e-10
"all_samples","MEblack",-0.198852606648396,1.24831251521738e-06,1.66441668695651e-06
"all_samples","MEyellow",-0.439826638681344,4.52913519738845e-29,9.05827039477689e-29
"all_samples","MEbrown",-0.0637693710238243,0.123403269196192,0.123403269196192
"all_samples","MEgreen",-0.0933204582984284,0.0239942861877113,0.0274220413573844
