"","tumor_status","age_at_diagnosis","os_event","rfs_event","dataset_validation","dataset_Non.Tumoral","sex_Female","tumor_location_proximal","molecular_subtype_C1","molecular_subtype_C2","molecular_subtype_C3","molecular_subtype_C6","molecular_subtype_C4","mmr_status_dMMR","cimp_status_X.","cin_status_X."
"MEturquoise",0.00302272034535826,0.434440952970804,0.112933264566064,0.0463871154007337,0.0165297760852869,0.00302272034535826,0.994278374779495,0.160388709223865,2.57264338134855e-17,0.111324506634282,1.81064556863106e-21,0.232267730885125,2.86158128881459e-56,0.011307448048764,0.107686966312411,0.522202423328055
"MEred",0.114284451748504,0.434440952970804,0.989326581309137,0.684646221762275,0.42388102480596,0.114284451748504,0.765800747667913,1.54563453831485e-07,2.57264338134855e-17,1.59463001627268e-21,3.48717166473691e-06,0.430075129888224,3.1982575713498e-24,1.19641118920133e-19,2.01114854471765e-13,7.83538981449418e-07
"MEmagenta",0.905550374608317,0.434440952970804,0.367617381585985,0.0465912920567524,0.859457412992855,0.905550374608317,0.721399069183142,8.03314263285946e-09,1.10204470359704e-09,3.15632243009422e-28,0.00144972934278194,0.125913518227138,8.37306212826201e-05,1.17985259257094e-20,3.53052208001046e-15,4.21670737973023e-07
"MEbrown",2.5827691410879e-44,0.866307544567271,0.0764343870892761,0.0952149373965564,0.734282360354411,2.5827691410879e-44,0.765800747667913,0.380003686712995,0.810038678722252,0.0848865036593758,2.21269782628197e-18,1.41406902419828e-27,4.64951996972578e-17,0.054775545595781,0.849024463717703,0.000553731205659722
"MEpink",1.74655147501498e-07,0.434440952970804,0.495367863575408,0.09156424083236,0.859457412992855,1.74655147501498e-07,0.98423606970884,0.160388709223865,0.613551797188055,0.0340156647610631,0.709517880651297,7.49210921635282e-10,0.0491468967759686,0.054775545595781,0.18182134618276,0.00528208323492806
"MEblue",3.56259694685992e-18,0.866307544567271,0.280614735247972,0.0506486509399702,0.859457412992855,3.56259694685992e-18,0.765800747667913,0.808661766681205,0.000633167211816861,0.000654445716240541,0.771813983841371,1.19966080321303e-14,1.31238834998234e-08,4.32661310913674e-06,0.0552249423411595,0.0472378567964755
"MEgreen",1.07036176385811e-10,0.866307544567271,0.994240831364715,0.210150031011146,0.734282360354411,1.07036176385811e-10,0.721399069183142,0.171357260677407,0.810038678722252,0.00498489607074844,0.0867266186610334,0.0905138193199491,0.00567056343775003,0.0058158495847752,0.0739796171969086,0.0575873659261811
"MEyellow",2.23979447770109e-06,0.434440952970804,0.367617381585985,0.684646221762275,0.859457412992855,2.23979447770109e-06,0.721399069183142,1.06622266971997e-26,3.66533999952776e-22,2.88312516739146e-55,0.000201241667284187,0.766475388080105,2.86761050625357e-10,8.6563107549888e-40,6.70584438227704e-39,1.90272807301167e-25
"MEblack",0.694020887459548,0.297695793299285,0.994240831364715,0.958319699990679,0.859457412992855,0.694020887459548,0.721399069183142,0.160388709223865,0.810038678722252,2.458163063491e-06,0.709517880651297,0.108402832156533,0.162231768579705,0.00218500827576149,0.00274869488396561,0.359819898389808
