"","age_at_diagnosis","os_event","rfs_event","dataset_validation","sex_Female","tumor_location_proximal","molecular_subtype_C1","molecular_subtype_C2","molecular_subtype_C3","molecular_subtype_C6","molecular_subtype_C4","mmr_status_dMMR","cimp_status_X.","cin_status_X.","macrophage_core_marker_score"
"MEbrown",0.00764811653497173,-0.116038544462192,-0.161216892687751,-0.0340211324501107,0.0549382842929443,0.0551513061079786,0.159510110949621,0.256552481750702,0.0054533080383505,-0.310111099504937,-0.296084943373164,0.295573928195133,0.148186727189087,0.13323552357497,-0.277509477077361
"MEblack",-0.0390893444785561,0.0343281720236516,-0.029083648469389,-0.0122700966827865,-0.033230517023436,0.0256814537589399,0.0553345506477729,0.105238576047874,0.0220842066515002,-0.105734735538116,-0.112315500786631,0.0708422805848811,0.074199504212412,0.0164358044452416,-0.0213918536021949
"MEpink",-0.0839188197821103,-0.0747947068355296,-0.00452890331018808,0.0101048839654351,-0.0465238029813574,-0.454818317195236,0.415013620317939,-0.57480544236527,-0.184047410025874,0.0619487902081841,-0.307279444313419,-0.516580612414375,-0.573336727016358,-0.47027474441312,-0.427553492980363
"MEyellow",0.0828513547287488,0.00455519866419701,0.00838135355957301,-0.023134813788738,-0.0635154383427096,-0.108674121498713,0.0463856175505044,-0.276991903070607,-0.0280110207761784,-0.0665465849745631,0.0456451319435165,-0.225098787028436,-0.201916489053785,-0.106934895146426,-0.227492434032992
"MEred",0.0699813424736146,-0.0385064779173021,-0.0591301500098106,-0.0398208097740062,-0.0258604236518909,0.0887784913678508,-0.0699173352704845,0.0848177837798159,0.123641720639502,-0.146470646658535,-0.0393991002455032,0.210810624287816,0.112115096721501,0.227893789504167,-0.199709636161046
"MEmagenta",0.0169400896177934,-0.0334556760965204,-0.0110106527054809,-0.0442941749264095,-0.0409213376903086,-0.248529757025127,0.195193752009076,-0.338690429189843,-0.143622888126257,-0.145853031164375,-0.124003580383026,-0.260038757385393,-0.268047072527203,-0.255645244626032,-0.391323633016184
"MEpurple",-0.0519146544654193,-0.0334926243020483,-0.0729504949043379,0.0120132289139226,0.0213542853277619,0.0617132721434911,-0.0239814313917161,0.0875702155538414,0.0120615619444812,0.259411980862703,0.0843523371074036,0.0784337181397654,0.0636132131548934,0.146932727730943,0.485883402071612
"MEturquoise",-0.0582613446755233,0.0835233575297895,0.111663649116299,0.119774276403224,-0.0102010568162529,0.0720696885358549,-0.347856019023611,0.0547321242267388,-0.394252642079728,0.0681670438380508,0.601833514982561,0.103053682309521,0.0638220483366944,0.0209437844830067,0.633892209082911
"MEblue",-0.0410643379295053,0.00445207206208916,-0.0304535111865286,0.0754904771258283,0.0290376545192823,0.248301297824693,-0.361848370645468,0.422762847747372,-0.189034686572332,0.0207829296840182,0.40522600382684,0.417208986085058,0.355081422846918,0.263946410341413,0.892799002851552
"MEgreen",-0.0258014516167705,-0.0970047766169026,-0.0552078129023098,0.00737690742080549,-0.012961175587402,0.00250790967223304,0.0246563620218345,0.0392171670947015,0.368002087009245,0.449919321740093,-0.387260941558899,0.0599588367960215,-0.00910441527595553,0.196240559800254,-0.160402579354867
