"Power","SFT.R.sq","slope","truncated.R.sq","mean.k.","median.k.","max.k.","selected","analysis"
1,0.115893889057967,9.66765973724447,0.975761982198981,2597.1221055872,2600.03290781614,2835.7164914528,FALSE,"all_samples"
2,0.119100493997243,4.46883697730162,0.971090069064437,1394.29271883184,1392.86043962487,1668.68554176505,FALSE,"all_samples"
3,0.00924718449411662,0.760439640229669,0.941812900631009,773.496785487734,766.341813136203,1054.11569510785,FALSE,"all_samples"
4,0.059308684137864,-1.22724718643017,0.90876050274218,443.397656538489,433.649282635834,705.667715241565,FALSE,"all_samples"
5,0.265214547572401,-1.84378599103316,0.886754199374381,262.601377473471,252.093057565222,496.327165125674,FALSE,"all_samples"
6,0.532602064575886,-2.03169112261564,0.886185256395464,160.62578894696,150.049054951243,363.808382709222,FALSE,"all_samples"
7,0.728867389948579,-2.03888438528742,0.903549028256073,101.406761672775,91.3516853617999,275.849869699778,FALSE,"all_samples"
8,0.831721220148785,-2.08327245436735,0.919773842737762,66.0120643398507,56.9446836216345,220.736942729991,TRUE,"all_samples"
9,0.886293040748786,-2.03984802743817,0.939015708429211,44.2493395237291,36.1492169817362,180.182815616917,FALSE,"all_samples"
10,0.913955886286491,-1.99020428453887,0.946326402305581,30.493477251718,23.4146364234439,149.298467635563,FALSE,"all_samples"
12,0.933904232700753,-1.89585112051731,0.953919353646091,15.6150592950587,10.2166936491216,105.963669504616,FALSE,"all_samples"
14,0.935056767692103,-1.83246746155937,0.957060146764142,8.72176245491811,4.69129088399335,79.5358217059242,FALSE,"all_samples"
16,0.93385952402738,-1.75740529432377,0.965552463028439,5.22981575352497,2.25252772362937,61.2689742952246,FALSE,"all_samples"
18,0.919671122739916,-1.70960002826708,0.9628780060928,3.32016668443375,1.12627480213252,48.1207315424078,FALSE,"all_samples"
20,0.908220771044316,-1.66939289046442,0.966689404866029,2.20665894700104,0.584093170072736,38.3746804944121,FALSE,"all_samples"
22,0.9149433147009,-1.61483517979938,0.980998966777512,1.52200222035179,0.31165450424754,30.9864609444831,FALSE,"all_samples"
24,0.907346654944445,-1.59111438470647,0.980199406098181,1.08221345259064,0.171874805965073,25.2845583195394,FALSE,"all_samples"
26,0.900183303044527,-1.57509930644272,0.980689420934533,0.789308497059117,0.0975245816781847,20.8188698941352,FALSE,"all_samples"
28,0.90042606354663,-1.56569910281574,0.987707414841594,0.58825251840571,0.055452635105764,17.2777599179709,FALSE,"all_samples"
30,0.905481326650906,-1.54176832821234,0.990045987643544,0.446683900225695,0.0319930977801098,14.4397568665802,FALSE,"all_samples"
