"gene_symbol","module","kME_own","kME_pink","kME_turquoise","kME_red","kME_blue","kME_black","kME_yellow","kME_grey","kME_brown","kME_green"
"RC3H1","brown",0.441449955527338,0.0649929119380399,-0.0553909988753528,0.0513691466995738,0.199315739101331,0.181712345706048,0.243877316839623,0.15886026578673,0.441449955527338,0.0854482152373479
"RRAS2","brown",0.441426514097614,0.141396495309496,0.0287305654529174,0.199975900105783,0.174309804108676,-0.144403750666271,-0.103104279171857,-0.0842107476301128,0.441426514097614,0.210547773117967
"CASK","brown",0.440031996133303,-0.061897831246255,-0.169887385625161,-0.1874638133984,0.234647612879364,0.153509755914261,0.462082751890954,0.39376864908018,0.440031996133303,0.0163473088348453
"KRCC1","brown",0.439903010156342,0.0821395383223461,-0.166227609218506,-0.063632363149019,-0.18483918425754,0.303583930016086,0.111386493212525,0.33203752109443,0.439903010156342,0.542062794135494
"TMEM56","brown",0.433201261623203,0.0765908291635617,-0.263299027525768,-0.193284759926476,-0.0714589520009493,0.134949593391565,0.0567566659625203,0.261424734164293,0.433201261623203,0.482341856206142
"GK","brown",0.432527888853681,0.0391099715841109,-0.168557035594627,0.0297177241494501,0.0784218250182622,0.0235337282184668,0.0903904916220781,0.133389890343091,0.432527888853681,0.246294261869622
"CRKL","brown",0.432474460478338,0.0157236610890224,-0.123961670194014,0.017094197528664,0.248233881620991,-0.381494159454079,-0.0512628600482994,-0.0447732889251603,0.432474460478338,0.0492791989653857
"MSI2","brown",0.4321952681353,-0.18214053974948,-0.18243114635703,-0.190150721438302,0.378970638666861,0.126068500968868,0.359490789298905,0.000444662563818715,0.4321952681353,-0.0723437883899946
"TTC39B","brown",0.430782451947626,-0.0240118686400162,-0.1957048114665,-0.0711418896281211,-0.00946558339102892,0.342421866803089,0.187978794138952,0.13773733919322,0.430782451947626,0.414495855785323
"HMGN5","brown",0.430513237508633,-0.050809122983736,-0.14979388639143,-0.139767327645169,0.191671323263193,0.231290080853368,0.215223163222206,0.106844790655418,0.430513237508633,0.202325786360509
"DDHD1","brown",0.430423114231173,0.0945598464366926,0.186941121650409,0.327640834040713,0.436984543656016,0.132365304148326,0.233507589320738,-0.13870977968581,0.430423114231173,-0.185489269612735
"ARHGAP26","brown",0.42953891871516,0.012744121930639,-0.187134800858247,-0.0666993711730091,0.108418466920079,0.20965893961405,0.0614481744784599,-0.0758980083363971,0.42953891871516,0.44872347831281
"FAM107B","brown",0.427765579608464,0.234450027918295,0.181900758148965,0.360722901336552,-0.126226438872655,0.0660158035978579,-0.31196092875404,-0.225737170069552,0.427765579608464,0.321484194571648
"LAMTOR3","brown",0.426795204993595,-0.00585405624634248,-0.0200980169200232,-0.0090797413828767,0.0316783856238723,0.332836964141024,0.304059878278525,0.184038555625503,0.426795204993595,0.225243892600212
"AGPAT5","brown",0.426780199231375,-0.00111389381640756,-0.257429560617531,-0.0319218325030113,0.430454598527331,0.106932984021618,0.189127605922131,-0.0825065870478609,0.426780199231375,0.0782158240823877
"PGK1","brown",0.42607275831163,0.0614796345194612,-0.0963912177247544,0.116227813517824,0.254632508468733,-0.181075274559654,-0.0612299644929895,-0.140813181075134,0.42607275831163,0.145671950890654
"SECISBP2L","brown",0.425764581820823,0.0687626594670185,0.248101230371243,0.220585926092544,-0.199487473823836,0.398359076679278,-0.00500930609686562,0.0531279596993212,0.425764581820823,0.256228348493695
"NUDT6","brown",0.425113694623805,0.104916961128111,-0.104699665299061,0.204886778354334,0.249474872766079,-0.233973589012792,-0.25212763183387,-0.331534534137395,0.425113694623805,0.244297129633265
"MDM2","brown",0.424787196229738,0.0025160172549955,-0.0403037987091681,0.181460126496029,0.331641142116685,0.118679157928008,-0.0231817416299809,-0.380177398809784,0.424787196229738,0.0469572524831183
"SLC18B1","brown",0.424629508560281,0.124984772208296,-0.0281279815787566,0.316400560835573,0.307163619713884,-0.0179206091278061,-0.191679610671128,-0.4777844406252,0.424629508560281,0.155943487182642
"TMCC3","brown",0.422580273214735,0.237526856595591,0.0936843853414899,0.293824796037009,-0.20008483543112,0.156423978992134,-0.158534903546807,0.0514335760770822,0.422580273214735,0.527704385881398
"ME1","brown",0.420914345291626,-0.0213682582968592,-0.0297912859174243,0.101425371254638,0.298706171440298,-0.00446775355478805,-0.0140461037007057,-0.317546925383669,0.420914345291626,0.165845075712711
"GAB1","brown",0.420111336356064,0.0546385699478697,-0.0641593064970069,-0.119259142107881,-0.104327629906239,0.385512033189374,0.352921395080104,0.510977772221595,0.420111336356064,0.41714227666642
"MGAT4A","brown",0.418478481959278,0.096524647251216,-0.1051425008965,0.0385631567433332,-0.0152753349319745,0.314027169306699,0.216894143785367,0.330161669526634,0.418478481959278,0.409212295924281
"BTC","brown",0.418108113591939,0.0838988835476414,-0.022293290527896,0.0808031779934176,0.116154931297544,0.249814668959798,0.269554308803443,0.177687052945775,0.418108113591939,0.193051314189102
"SLC39A8","brown",0.417003605207438,0.0953788811503077,-0.29743827025238,-0.108182636725537,0.186364541405701,-0.184044530256634,-0.0328233110770286,0.036429954540197,0.417003605207438,0.355988512189629
"MARCH6","brown",0.416056463242693,-0.128085547662705,-0.128952782738992,-0.110884418030978,0.0605805650361056,0.400132506659795,0.124970222556549,0.0538818387008429,0.416056463242693,0.107260855592641
"ACAT1","brown",0.415534831396312,0.159591473713014,-0.112114092201703,0.0829130779754367,0.149081193389221,-0.149153932251771,-0.0296755515518778,0.119582407552447,0.415534831396312,0.330489938408378
"ZYG11B","brown",0.41505388377337,-0.0281793829897814,0.0749032077543756,0.0273843574438633,0.0260530841822408,0.282503950126012,0.190620066749309,0.278435008308907,0.41505388377337,0.075097914738859
"MPP7","brown",0.413832430810621,0.0786512067389255,-0.209547030185464,-0.0728987370275204,0.0983757302462396,0.233972368829524,0.297627058346453,0.404832281542085,0.413832430810621,0.315157365901692
"WDR1","brown",0.413665015288626,0.20932868953247,0.0170638228029771,0.187105435302617,0.0783916946802188,-0.414965472850848,-0.243085557835338,-0.00116293366349745,0.413665015288626,0.289702366504182
"CLOCK","brown",0.413523980879645,-0.0813167495350854,0.0425030954164163,-0.0204752713221921,0.0998495307112405,0.338200893695443,0.215193509299637,-0.0391427567648931,0.413523980879645,0.133973504670573
"CD46","brown",0.413075106994633,-0.114096614826818,-0.199331643559809,-0.262163384792086,0.150232745501838,0.118376242482402,0.408400382527583,0.316152250720402,0.413075106994633,-0.0160179092452828
"JAG1","brown",0.411349715917948,0.129546632636947,0.127597101265549,0.223788840071579,0.117150913396524,-0.0655908625397821,-0.176550642129141,-0.184793408476816,0.411349715917948,0.111483059889058
"DOCK5","brown",0.410091425549771,0.127098747546488,0.00754531237950922,0.249670676937731,0.0166023616222842,0.210316288084047,-0.188724286469722,-0.324062421296922,0.410091425549771,0.326979962445247
"CDCP1","brown",0.409310801023878,0.121661517711858,-0.238015921690981,0.124928497578224,0.128662053503859,-0.299985168258385,-0.337259065511996,-0.259179269481859,0.409310801023878,0.33452101863545
"UBXN8","brown",0.409153083824506,0.0534989759879334,-0.0763645771896162,0.0998678416565978,0.368978855608484,-0.0713634775347005,-0.0121809220134865,-0.313301855826143,0.409153083824506,0.0817104477483462
"ERI1","brown",0.408912353064082,0.0481491056996604,0.0378235122107269,0.285608670328767,0.424161463470698,0.10545466422724,-0.0148709314350455,-0.415918551679021,0.408912353064082,-0.0453734037915904
"SLC35G1","brown",0.408203787854575,0.100627365050498,-0.325233186124528,-0.0823651829538304,0.266773770960498,0.000643237859512927,0.145334320917083,0.118743746637916,0.408203787854575,0.360536619111384
"NDUFS1","brown",0.407920208675659,0.0246213002638498,-0.192951030600642,-0.0745278841893548,0.28042383828319,0.0439506148098303,0.259203958816795,0.19083357741584,0.407920208675659,0.192869667294348
"SLC27A2","brown",0.406062882257974,0.051517772999635,-0.409481426321119,-0.111788840684588,0.284473950087827,-0.134174592202964,-0.0528135900358626,-0.0698055933770651,0.406062882257974,0.46508288048619
"ALDH6A1","brown",0.405899079874121,0.115874972774474,-0.132919486399966,0.109679513960935,0.0541742375346338,-0.119035617692149,-0.222858301124753,-0.109678715565344,0.405899079874121,0.339319026340974
"ARRDC4","brown",0.404844795936047,0.151581929033244,0.200489404380941,0.261382885968496,-0.178249569217248,0.220980627068924,-0.0768812602526035,0.0194781040630352,0.404844795936047,0.389512149206071
"MYO5B","brown",0.404296367613059,0.0355399809436338,-0.338038134111234,-0.167059509070392,-0.0103923150820117,0.357712985342872,0.180902949600047,0.171272030889451,0.404296367613059,0.515229309739158
"USP53","brown",0.40142755841248,-0.0235654182566353,-0.23177614915431,-0.240131997174274,-0.125166516127835,0.455328064236913,0.283225300138145,0.347374171100026,0.40142755841248,0.477596031081511
"ENDOD1","brown",0.40039901515222,0.196930950689131,-0.0297273214061377,0.131582732231759,-0.120086513881067,0.00458291073198479,-0.252960931728625,0.00873519350555164,0.40039901515222,0.598382318196238
"ADGRG6","brown",0.399969711665579,0.124343755835837,0.0230797221766732,0.312295723390351,0.226806161091223,-0.0196473135201306,-0.299561751884161,-0.549989971976768,0.399969711665579,0.214265379812931
"SPHAR","brown",0.398120433889888,-0.0162482059052279,-0.0366491303778977,-0.0633305807482431,0.0146027483400129,0.132030501275001,0.272769290369277,0.271106608592492,0.398120433889888,0.21573198672272
"RDH13","brown",0.397135838550696,-0.0121859830149894,-0.171044195485216,0.0167144810814096,0.27541002312849,0.15170915918798,0.135797466931086,-0.0461499828675526,0.397135838550696,0.261575628682379
"PPM1L","brown",0.396632167290463,-0.0122279759670206,0.0914354187297358,0.0638582728373973,-0.00545259118919631,0.22623524726111,0.0231769885554649,-0.0644727669017284,0.396632167290463,0.233416864532525
"IVNS1ABP","brown",0.396539194695716,0.103693228933211,0.00226907094010913,0.137065569575261,-0.177735508286832,0.324247684596373,-0.0990899121337393,-0.0785033236125217,0.396539194695716,0.437166808936349
"ARF6","brown",0.396007253521852,0.234729198294443,-0.0571891336321999,0.30891013021222,0.085525192073312,-0.440842949027036,-0.505665868649528,-0.345670899515069,0.396007253521852,0.315203795336888
"MAL2","brown",0.395600152913515,-0.110972746651023,-0.246781107709079,-0.171094037111724,0.162395122418126,0.170426130231911,0.221142495978003,0.033765148673032,0.395600152913515,0.305150037403912
"ZNF721","brown",0.394463728799248,-0.153646663055564,-0.0759184998143692,-0.0451562101006328,0.311395276103926,0.391882502550316,0.253684950409349,-0.146745342996216,0.394463728799248,0.0269403707486863
"INO80C","brown",0.393868732317008,0.0839540724634208,-0.0448146854865958,0.241332006487627,0.245264947242428,-0.171372547290893,-0.309547643921808,-0.475764258613632,0.393868732317008,0.282783393311663
"MGST1","brown",0.393599171530236,0.173901364459361,-0.30193378882818,-0.0309223355614348,0.204670900819184,-0.105608411755056,-0.0424721272210974,-0.0403300375526109,0.393599171530236,0.419026221525766
"MYO5C","brown",0.393364828828796,-0.0589971644993653,-0.268803580518346,-0.100718681240873,0.190298260830623,0.237713117093808,0.0266760513125775,-0.133212150960278,0.393364828828796,0.374242531467193
"C8orf44-SGK3","brown",0.393220782884407,0.0713423773142891,-0.0161452442641111,0.120515695354591,0.119801886915019,0.298235950423275,0.210051290249381,0.120678966269745,0.393220782884407,0.155532098683259
"ZC3H12C","brown",0.392107978535943,0.319683360626577,-0.00429179912096597,0.163979831696339,-0.0464912180307587,0.107513483308624,-0.110292793221869,0.047594681385818,0.392107978535943,0.437834544770539
"GCNT1","brown",0.392058539186182,0.0263676470689387,-0.235072075172857,-0.155155118285812,0.0827960720367292,0.136370238419786,0.226794995856806,0.255914367463847,0.392058539186182,0.275786351311504
"FECH","brown",0.390593316000131,0.237023440933889,0.156539443781124,0.457937026062224,0.179620618457428,-0.271345988377458,-0.424800008242924,-0.47398345274661,0.390593316000131,0.194720605618196
"ND6","brown",0.390385603039154,0.0176872158469805,-0.114376609608085,-0.000879193418346696,0.0552988319402966,0.146524712786578,0.0643546508971463,0.103505086038071,0.390385603039154,0.15695751445078
"PTPN12","brown",0.389854161276095,-0.0188496266576142,0.116609202040148,0.0831687841969345,0.130387941656948,0.157232322195835,0.271387246900738,0.132476315742262,0.389854161276095,-0.207698177144388
"KITLG","brown",0.389297993610423,0.114677011997082,0.119156709670642,0.152344863584571,0.0175563588405468,0.13814064615431,-0.119056256609164,-0.169094912569767,0.389297993610423,0.284749033641373
"MIA3","brown",0.389203994103397,0.0396104942493765,-0.0628897180017266,-0.0177289490210004,-0.115047246057472,0.200541005629563,-0.0697384274362235,-0.107604566908971,0.389203994103397,0.429926096456717
"MBIP","brown",0.388937754752892,0.0127515060746461,-0.0228061195197244,0.0489182504064892,0.169603358577404,0.0769897671342972,0.0848267093972564,0.0130981802646187,0.388937754752892,0.116182588167776
"TCF12","brown",0.388854832885625,-0.0509750614401977,-0.00920099311949032,-0.035077947062647,0.17365722202277,0.2622257126501,0.241445629407006,-0.0567147603143678,0.388854832885625,-0.0401382847752292
"CANT1","brown",0.387807677137702,0.129519076985622,-0.181536729136036,0.0797125385199071,0.117725711281829,-0.351500384785219,-0.339943664373099,-0.326334861732972,0.387807677137702,0.41815552855324
"C11orf71","brown",0.387712273579414,0.131582137084548,-0.189785533221732,-0.0383723594742776,0.136409794399711,0.0115800368265441,0.157724971116455,0.272972163894371,0.387712273579414,0.340041928506778
"GDPD1","brown",0.385134444200664,-0.00952341471262029,-0.140141242687935,-0.0641250532073541,0.154041102342512,0.0708011884961648,0.302661185339899,0.179063105798373,0.385134444200664,0.149877058887821
"LMBRD2","brown",0.38447622354061,-0.0433872139986799,-0.148937038315617,-0.168165157111699,-0.0390219906071066,0.450007876018549,0.359622797150362,0.359192405704167,0.38447622354061,0.301753128668952
"HIBADH","brown",0.383550146049509,-0.0412993157380457,-0.138840487027054,-0.0784328719763631,0.282169664430199,-0.0749797688555309,0.360605676129635,0.279528345855125,0.383550146049509,-0.0390532802243978
"DZIP3","brown",0.383049577302397,-0.00365337098932329,0.0220416645988331,-0.0114453613385669,0.154186233890521,0.371039807918068,0.346544329390507,0.194861300720211,0.383049577302397,0.02209077068962
"P2RY1","brown",0.382618506291358,0.254889374175777,0.0259225327547071,0.202434651754198,-0.19012703054942,0.111176646236715,-0.281342355958227,-0.00926957408990189,0.382618506291358,0.58939066756427
"DSC2","brown",0.382270804942945,0.112838652836985,-0.0715435367888233,0.118644620544354,-0.0646920032481516,0.093630172923525,-0.224661406181386,-0.21805193190407,0.382270804942945,0.492345455456298
"CPT1A","brown",0.381281192845071,0.180774733197576,-0.18488023264872,0.0799684024729489,0.157952887499877,-0.275447577201671,-0.161024946306997,0.010505775454344,0.381281192845071,0.366185900125713
"PSD3","brown",0.380240438068304,0.0954972691701056,0.120323416194069,0.14047251906223,-0.178406012973823,0.248278614798932,-0.0869947881337189,-0.00378828263196801,0.380240438068304,0.30788442531363
"ODF2L","brown",0.379546307723856,-0.0270968155115058,0.0497275096173445,0.094692791806438,0.197675713308799,0.360379766909645,0.185806694146762,-0.0592768783494777,0.379546307723856,-0.0136155920120878
"TXN","brown",0.37812089989318,-0.0155511789752745,-0.173218700486108,0.00941536539263444,0.180527260622155,0.0333834768196518,-0.00107551243645478,-0.0555245621408961,0.37812089989318,0.235263911315703
"XK","brown",0.378026071751532,0.0746342095560837,-0.346994095930364,-0.176600548565907,0.0462326998347652,0.141503254225786,0.100160527265839,0.210781262353034,0.378026071751532,0.510443748784863
"ELL3","brown",0.376953829359118,0.00102848035114482,-0.284994629171701,0.00744564897839548,0.240046446525746,0.0107467146853808,-0.0773254959033319,-0.221805035965155,0.376953829359118,0.442876936766148
"SIAE","brown",0.376296146916306,0.213937828771846,-0.128089605644413,0.122492969379544,-0.0737890319788244,-0.205758264604296,-0.261867638938885,0.00627493518107376,0.376296146916306,0.469326790554387
"INPP5A","brown",0.374750650495829,0.16881883084377,0.132167047829513,0.161411380010718,-0.0110740758122475,-0.375013538529868,-0.234502802840207,0.0462147703836758,0.374750650495829,0.246344585757566
"NUCB2","brown",0.374647980318508,0.102637534166231,0.13927635709575,0.310374154965434,0.256160424840573,0.0437397929519114,-0.133342577420588,-0.418603418818937,0.374647980318508,0.0821112474592798
"GK3P","brown",0.372886227511314,0.0435804754589429,-0.146903598425389,0.0815996505316295,0.144813468317076,-0.184373435337838,-0.0316387760758507,-0.0113914719951329,0.372886227511314,0.185698285590757
"STXBP6","brown",0.371318624969628,-0.0587615395586676,-0.318783810342066,-0.278865987601256,0.238725380507713,0.228997041302715,0.364821917630922,0.222749435318109,0.371318624969628,0.311197007472106
"LGALS8","brown",0.370869462681056,0.0788512463375651,-0.0683228707392216,0.17530840246069,0.212315254706614,-0.122896613655666,-0.0745971405415868,-0.178560554541602,0.370869462681056,0.107706992435111
"NFIB","brown",0.368657619588459,0.0918335063372376,0.0713540034941796,0.11188663388136,0.04739158473089,0.167860654245589,0.133662249800956,0.135705712853633,0.368657619588459,0.165937788603747
"ZNF267","brown",0.368415740371871,-0.0630889748399175,0.167739790764046,0.191776844338779,0.295979649576399,0.359868405154079,0.329549025772128,-0.126000777022334,0.368415740371871,-0.157255460350403
"LYST","brown",0.368390909420039,0.168697173396659,0.391811726961607,0.441411452570347,-0.134943044954909,0.401246353637736,-0.0487488793710848,-0.122260049913469,0.368390909420039,0.114745126387912
"C3orf52","brown",0.367902241646311,-0.0852873082098856,-0.181805075681524,-0.0596808660116629,0.205320654266776,-0.00779710141818655,-0.0638326444478887,-0.226967115769546,0.367902241646311,0.371351566705221
"IL7","brown",0.367062254762814,0.166597475356209,-0.151047956543806,0.152107413139839,0.11492296091216,0.158196431953587,0.186945902639213,0.107762000720993,0.367062254762814,0.222308132404451
"SDHC","brown",0.366924651170198,-0.14463046944129,0.0214303144130666,-0.0885001138932391,0.1978635556683,0.215407611974349,0.280534718023275,0.0128550747697128,0.366924651170198,0.0552402510872019
"PCYOX1","brown",0.365606437075798,-0.0784417537379095,0.0460973843547288,-0.0714772500939754,0.165509165870204,0.149884715169623,0.248547327254241,0.162065047890904,0.365606437075798,-0.00943392298054704
"CTH","brown",0.364450142050846,0.0196417700345867,-0.257976273234317,-0.0321963803258459,0.234568635909891,-0.128169442080091,-0.114651054047796,-0.162406223658566,0.364450142050846,0.34374991855161
"EPB41L2","brown",0.364342486663127,0.0936664848690042,-0.0698319100337994,-0.00237735104190343,0.179305856019705,-0.0247624890974506,0.0869068195488062,0.0513614175745068,0.364342486663127,0.135669270743325
"TMEM64","brown",0.36338398221895,0.0216609642190816,0.164870600465659,0.235503208902658,0.245163378653991,-0.0699565382563601,-0.0203129702458842,-0.300113577023277,0.36338398221895,-0.0452388777414267
"USP10","brown",0.362930094688672,0.0445475189884783,-0.108006838511197,-0.0378079161726229,0.299542412857802,-0.189986599478546,0.13422358660257,0.10132670942294,0.362930094688672,-0.0368082890900114
"CHIC1","brown",0.362862531575845,-0.0556539124638393,0.00685208173688866,-0.057339269024695,0.0396722586449517,0.410995271302673,0.300652043095009,0.134772873461049,0.362862531575845,0.174513361085455
"EME1","brown",0.362300819619483,-0.0175152983809547,-0.139174114918851,0.076144572024108,0.404807756918262,-0.0176864286907469,0.0364142841450662,-0.179701765084982,0.362300819619483,0.112740481513515
"GRAMD1C","brown",0.361676402279498,0.0591022391452449,-0.192359073811904,-0.00701287738565945,-0.121847132284387,0.202496645890382,0.0419739157020949,0.118757854765851,0.361676402279498,0.4470237091779
"FKBP5","brown",0.360105480737511,0.162565930159697,0.105246327608126,0.226520205864491,0.137032699341916,-0.274436674065782,-0.0907930001059182,0.0825714590536333,0.360105480737511,0.0794922582324573
"KIAA1033","brown",0.3590953914,-0.0968636858781433,0.0458257781611432,0.0165044800477076,0.18296447152946,0.382049947790916,0.333132954376549,0.122802636614906,0.3590953914,-0.181113294270961
"SRI","brown",0.357824217512172,0.149157824512718,-0.0779330182018397,-0.0659030790870133,-0.196390968221626,0.326988586712673,0.243422395495359,0.43420387316233,0.357824217512172,0.512722060159666
"EXPH5","brown",0.357659391137314,-0.0848194065551291,-0.376142346743754,-0.253315956990493,0.0797405848071875,0.232931092239019,0.0935152056454016,0.0307039195623909,0.357659391137314,0.479263079910366
"NUDT12","brown",0.357365827706957,0.0614624177363636,-0.158246927070045,-0.108303058901653,-0.0732641094699676,0.261232216964935,0.247513684250785,0.391393004682457,0.357365827706957,0.343178202580616
"BAG5","brown",0.354446386635435,-0.0947563576478205,-0.12253216593545,-0.0664921599714552,0.217387842635106,0.183338993833769,0.12059337258217,0.0370125668814894,0.354446386635435,0.145451564991191
"RPS6KA5","brown",0.353730895444462,0.185247088074003,-0.138601982257086,0.0747719054866141,0.0312998203037211,0.299891736162148,0.0593529679260681,0.207834227139543,0.353730895444462,0.365558485262079
"ATXN3","brown",0.352969084044416,-0.0656505353767361,0.0801465897051179,0.175970566248707,0.309270322637136,0.202444374920121,-0.0033694553538623,-0.304067128307689,0.352969084044416,-0.0247788775023749
"SAR1A","brown",0.350823513292149,0.0665673155317376,0.0962846685501742,0.318938508971593,0.286842507879321,-0.315704281936552,-0.241760163664577,-0.385887086783866,0.350823513292149,-0.0166884474350729
"PGAP1","brown",0.350204351487754,-0.0906904052127028,-0.116468463271006,-0.154987824684283,0.148254093245314,0.332885701229554,0.275808157683691,0.0891048353291009,0.350204351487754,0.13214962412488
"NMT2","brown",0.349800242238749,0.0847013983491164,-0.0218415711864409,0.0155559261108089,0.0123128756615505,0.173913765165928,0.257509172170392,0.370866198862427,0.349800242238749,0.238387602947229
"PCM1","brown",0.349041947115853,0.0389544617130963,0.00313099740771982,0.0927827770892413,0.0836411320293923,0.392585816916751,0.13246308477578,-0.0600382322904865,0.349041947115853,0.0136423937572348
"DUSP6","brown",0.347581455059676,0.0197108521129002,0.0258366208891098,0.168095384308525,0.111575507654696,-0.136042874464085,-0.237983127447849,-0.332904920773643,0.347581455059676,0.16067508616785
"FAM169A","brown",0.347021805622846,-0.181725362178488,-0.141073330505295,-0.0613033835772145,0.34412342094834,0.00716693602531198,0.0665822677173296,-0.269380016703297,0.347021805622846,-0.022384129332133
"CRYZ","brown",0.345078827758949,-0.0356718710924629,0.0611387887692456,0.130504975037738,0.315607579150004,0.088692803121663,0.100038936717131,-0.26857946669511,0.345078827758949,-0.0722162331204296
"SLC16A14","brown",0.34482575531681,0.17075707207728,0.0575000945630946,0.229959272931559,0.13329335145721,-0.124342872598712,-0.218531810314323,-0.272100497378615,0.34482575531681,0.237292928456788
"ZDHHC2","brown",0.344504313126179,0.20865911311985,0.0299134345174342,0.0840077801810981,-0.1401951760876,0.178146506467166,0.0583150789144537,0.145797289395444,0.344504313126179,0.270147696273363
"HSP90AB1","brown",0.34444768594029,-0.0434166149192655,0.00722172087268204,-0.0110805684274438,0.393737580461835,-0.198527631821475,0.250477805589957,0.038617544567087,0.34444768594029,-0.245611867221521
"ACVR2A","brown",0.344207194091167,0.0589028488644244,0.0769844437597732,0.0333558706544813,-0.223406313782706,0.427887708128676,0.242230565726977,0.296182609238892,0.344207194091167,0.240841776308532
"MDM4","brown",0.343738013715072,-0.0275118582933462,0.0401520382830679,0.00648044241203262,0.0570051971724058,0.251379021851811,0.19931307055816,0.125885160622116,0.343738013715072,-0.0438157925747624
"ARHGAP18","brown",0.342769406288198,-0.0551007119742808,0.00502129172850101,0.0416897497660359,0.181993578769741,0.213395704495473,0.268801611524193,0.0734325167887173,0.342769406288198,-0.0894131871239815
"ZNF320","brown",0.341114069137803,-0.0932718863807586,-0.0309877979860049,-0.0181402099046702,0.187925142397558,0.270754449480543,0.235596201769515,0.00891147100709797,0.341114069137803,0.0794808776757352
"SPATA18","brown",0.340741400266259,0.202661892076997,0.0340677065848215,0.244858568756077,0.013537822431523,-0.0264145174321887,-0.306024020507039,-0.331522402514469,0.340741400266259,0.31647566151264
"ATP6V0E1","brown",0.34066357319038,0.134400848908304,0.0661915529942589,0.244370406654019,0.0475766090884525,-0.174954857000698,-0.17844589570403,-0.101175764681503,0.34066357319038,0.20282648748417
"NFIA","brown",0.335662685370317,-0.0297765707090221,-7.12282320602058e-05,-0.0853290867022733,0.122468855954762,0.0660366334453438,0.232207750192705,0.197496415496426,0.335662685370317,-0.0152802889437967
"AHNAK","brown",0.334448620941236,0.169473175026577,0.161619482776437,0.181460705064578,-0.245242936948689,-0.0428696924059615,-0.317879118568586,-0.00971350311028269,0.334448620941236,0.255979556798367
"ARHGAP32","brown",0.333408355768567,-0.054664764049071,-0.189948777040634,0.0210074765090681,0.270914877219152,0.0498963179738101,-0.100892056808483,-0.394991730941678,0.333408355768567,0.276567267870091
"B4GALT1","brown",0.33204091714138,0.113575312944586,0.0218709056023565,0.254378983665851,0.122348585426176,-0.366486386832683,-0.375592025451086,-0.345245414993399,0.33204091714138,0.156807009835838
"MECOM","brown",0.331327733337173,0.0509735205115079,-0.318470171710623,-0.270347060614587,0.159235057420309,0.236035787409016,0.273573256864185,0.205082081511753,0.331327733337173,0.439686261274093
"ZHX1","brown",0.331187114813678,-0.024178512090582,-0.04905001823408,-0.0911479825944963,-0.0607500811975961,0.354382490392309,0.276191768901924,0.306154936041461,0.331187114813678,0.225350063774261
"ENTPD4","brown",0.331144415770477,0.166879850630349,0.0469562484580416,0.128020599735977,-0.119776367797382,0.353357692698963,-0.0230856947491487,-0.040350177379552,0.331144415770477,0.300237040883366
"GPRIN3","brown",0.330472458640045,0.0587869382156851,-0.134318778394049,-0.089899220392599,-0.0352416149287812,0.241385494777827,0.179597402770598,0.178425453951687,0.330472458640045,0.32974914121099
"GBP3","brown",0.330197733154182,0.198024923098385,0.0815738816910673,0.268810504151117,-0.0933698725184811,0.24182408999815,-0.0699299578875758,-0.013216152426014,0.330197733154182,0.273704132335172
"FRG1JP","brown",0.330039199215232,-0.0433536456142784,-0.0805132308276739,-0.0258349534581527,0.166564954790941,0.208647775442936,0.198555927717146,0.102248892098453,0.330039199215232,0.148435857151821
"LOC100505984","brown",0.329079376238942,0.00705476721532027,-0.100113890601604,-0.168566700817962,-0.167796542226275,0.39292833988455,0.21512258542619,0.228534796710968,0.329079376238942,0.397264785295905
"ARPC4-TTLL3","brown",0.327594838932526,0.211701443330498,0.0209302644362249,0.246976116961409,0.106566922870962,-0.456816381024821,-0.294925459996029,-0.142126484992595,0.327594838932526,0.236022735193462
"ABCA5","brown",0.327025248565707,0.107532137480637,-0.146224857969555,-0.0580522968561841,-0.326796851160298,0.483433568414873,0.0888008630031051,0.26071604920242,0.327025248565707,0.532601452392902
"ATM","brown",0.324376389849787,0.0780703031595887,0.0949757405170819,0.048327148217026,0.00989960525033295,0.27447653331101,0.277183349462794,0.260639729969188,0.324376389849787,-0.120819382532787
"XRN2","brown",0.324361093214292,-0.0256472692430283,-0.0357595135437931,-0.043709437216948,0.356517011794767,-0.0692676515722607,0.382631980364273,0.197552810326663,0.324361093214292,-0.21170453945655
"ENOSF1","brown",0.323230293521383,0.06386542685795,-0.132241938926984,0.0968468754905667,0.272454471169034,0.00947921392001366,-0.134169370206804,-0.286007949436162,0.323230293521383,0.257149555344784
"COX7B","brown",0.32267410545537,0.0495952766920783,-0.123236146041897,-0.0225459623813123,0.10080454693275,0.145126936153438,0.267415272748596,0.197359165618816,0.32267410545537,0.233987088472547
"FAM221A","brown",0.32142435305247,-0.0261897740369202,-0.148882959788029,0.0545662251630293,0.124296737584675,0.202803035207804,0.0300981733163698,-0.141561317249638,0.32142435305247,0.160665518611271
"FAM110C","brown",0.321144542964277,-0.0542541627369068,-0.263422493940919,-0.175348088865152,-0.00898601580630259,0.290639547802659,0.232961671204242,0.237585471278435,0.321144542964277,0.420398106613625
"CASZ1","brown",0.320938911003652,0.0411145432110822,-0.137479584598665,0.0268846406561487,0.078962198513617,0.0142567368217382,-0.0668568273845329,-0.059071992257713,0.320938911003652,0.400301129269326
