"gene_symbol","module","kME_own","kME_brown","kME_black","kME_pink","kME_yellow","kME_red","kME_magenta","kME_purple","kME_turquoise","kME_blue","kME_green","kME_grey"
"CKMT1A","green",0.600412744291864,0.172703987594495,0.0504400734284078,-0.0761381214598567,-0.190358483569773,0.0111807227853867,-0.217264759860432,0.068087993645889,-0.324674249125053,-0.100912072793785,0.600412744291864,0.384031773730529
"MYO1A","green",0.598879046252741,-0.0174688485525726,-0.00430869262558542,0.197234419467455,-0.0502052820714416,-0.0377859841887086,-0.039718020262051,0.143483148772796,-0.267362580112232,-0.151895539284625,0.598879046252741,0.0454689280646782
"AOC1","green",0.598659040653383,-0.273188252794664,-0.160471508547289,0.350986107381973,0.0461991940389187,-0.132855491461261,-0.00268151731256409,0.101437469552936,-0.223680341144,-0.322336353940301,0.598659040653383,-0.100940566929456
"CORO2A","green",0.597921451736462,0.13304804266255,0.0731449887023611,0.159010866152644,0.0587356073139967,0.135162569092007,0.0741081396215371,-0.0163685151618548,-0.416840661965149,-0.22696252275781,0.597921451736462,0.179026886791095
"CAPN9","green",0.59767159270688,-0.0934754206624576,-0.000705051148250826,-0.261927555624226,-0.159851038852854,0.0782668883128066,-0.269258533953531,0.0810398870411918,-0.185905065654167,-0.0850592178760154,0.59767159270688,0.315245499317639
"MUC13","green",0.592791543356801,0.0139219719649964,0.278387806181232,0.143567770539742,-0.0609936772845297,0.0248527513125977,-0.0204247764558963,0.108351277640831,-0.315316845016209,-0.141190593366333,0.592791543356801,0.10742246060841
"B3GALT5","green",0.591554360621572,-0.178489697869472,-0.0360455679033628,-0.261166639911964,-0.0630995757393138,0.0815164178322642,-0.221146658184398,0.276897808201012,0.00221665414293536,0.128333811178234,0.591554360621572,0.249812611762552
"PPP1R36","green",0.591044420862936,-0.172874685628593,-0.0312736532242361,-0.0997795669911545,-0.0319278365001291,0.0848281892317891,-0.127036191584282,0.128803791582634,-0.192344481041983,-0.0787872920041065,0.591044420862936,0.166534713736862
"GALNT12","green",0.589835114878644,0.0204269296735468,0.222513840689115,-0.120889779110849,0.0181343069492964,0.20642960103249,-0.0405293530531993,0.0648216039433572,-0.126755434766366,-0.000687543741435149,0.589835114878644,0.195805107586798
"CA4","green",0.589806931075419,-0.150235032035744,-0.0474167069842215,0.138709511403097,-0.108785311895826,-0.105515083351387,-0.116305241771759,0.367860073074947,-0.152052130960812,-0.0356799047115459,0.589806931075419,-0.120672735168149
"CASP5","green",0.589475969494447,0.0289888187021639,0.206878232757197,0.059420233018133,-0.0710719938153108,0.146711024186215,-0.0396608104631419,0.306899314531665,-0.34797751504723,-0.01711690421242,0.589475969494447,0.0541872549586042
"SHROOM3","green",0.588489155646683,0.130370492085348,0.21026126072915,-0.125731228921815,0.0289406092529064,0.360556570908035,0.0512789035003855,0.0436987347616837,-0.312066114626275,-0.0493747302135635,0.588489155646683,0.272583071950545
"BTNL8","green",0.588455155971233,-0.148188408439191,-0.024910697786921,-0.0584891140494806,-0.193769191905903,-0.0805790437777258,-0.250845773674183,0.256156086239944,-0.168416197334887,-0.00345135402208169,0.588455155971233,0.124630565691696
"PARM1","green",0.587612651419657,-0.0105344662739995,0.137770603422987,0.174384976977199,0.0305271900028058,0.212172516685061,0.0832812930049004,0.182472003446597,-0.1723110925713,-0.133965601478413,0.587612651419657,-0.0418989821428402
"CDHR5","green",0.587333682855629,-0.307406603654862,-0.0806982025276144,0.219914352709077,-0.00474066381915622,-0.184221236679942,-0.152359093772863,0.215670639310224,-0.182000774127654,-0.149973632315858,0.587333682855629,-0.0868548887334111
"C9orf152","green",0.586745624307004,0.0914418714705896,0.0631320747561285,0.0835534749439845,-0.033912519816145,0.124198672050204,-0.00983893505882604,-0.0343484577225453,-0.323173988924764,-0.268388984875548,0.586745624307004,0.19932754540411
"TMEM61","green",0.586741583967231,-0.124259085979443,-0.047612885408764,-0.36115588829944,-0.274840030986764,-0.0040592249068374,-0.412941510341653,0.148441290411151,-0.155898465151811,0.0102611284104379,0.586741583967231,0.429326566651304
"FMO5","green",0.586511083776109,-0.226282466503324,0.0798860088343104,0.179849930138609,0.0869932935296296,0.147592864959264,0.123919794531554,0.0819784074123248,-0.212467021974102,-0.198425108224852,0.586511083776109,-0.192992598437998
"GALNT7","green",0.586327820156072,0.138945255051141,0.40306200111613,-0.079985116312665,0.137705859139612,0.48378533279503,0.120731988997437,0.0273232892890327,-0.299557622719352,-0.14341263536649,0.586327820156072,0.159937511965635
"SIDT1","green",0.586208875505092,-0.0050233121230304,0.0999799630863325,-0.343935236422059,0.0206403288003741,0.254709701495248,-0.159581077845247,0.111475388478672,-0.0772172923767062,0.139250540257874,0.586208875505092,0.391502503517131
"ADH1C","green",0.58601817091435,-0.154864114769343,0.0359205442838626,0.0884008174811896,-0.0476608804418025,0.0577391894558369,-0.0781955513572218,0.405250447293178,-0.12358710597628,0.0474163400554819,0.58601817091435,-0.137360431240648
"BMP2","green",0.585002714855272,-0.0741233628546241,0.17882130237765,-0.207348765553904,-0.0891148315261194,0.156580634829526,-0.198851427247709,0.37814380701377,0.011954560063097,0.220849362465487,0.585002714855272,0.24157694702857
"TDP2","green",0.584383029334292,-0.0117848627617846,0.293533655135987,0.178543673760501,0.21371393242751,0.414973459449534,0.250563624512466,0.131693090064834,-0.195127283948748,-0.116601067843039,0.584383029334292,-0.16762688935939
"MOB3B","green",0.58424436165279,0.159650239174589,0.32650509147967,0.0352052484784372,0.125721762977291,0.479300666371811,0.241594008332457,0.193112463715965,-0.118710431957533,0.0838996599843242,0.58424436165279,-0.00438556569336882
"KLK1","green",0.583714319941001,-0.154132731291422,-0.172877096778068,-0.133020583300636,-0.187245545386981,-0.0999020603918473,-0.302237149907942,0.106479114055435,-0.232235891566203,-0.107769279788553,0.583714319941001,0.259040127775877
"SLC35A1","green",0.58296797780151,0.0536395537949787,0.236686298242419,-0.373509974229794,0.111790146333932,0.548149226098412,0.0235867824936538,0.107842663111891,-0.106020235234082,0.11116845202028,0.58296797780151,0.344645912111278
"SLC2A13","green",0.582439498976606,-0.0712119932755265,0.199305634255605,-0.19513738017069,0.235614463210478,0.554704700079149,0.154091619867863,0.136819827799789,-0.0443732323724385,0.0703689914094679,0.582439498976606,0.0851661429055989
"TFF3","green",0.58152989043635,-0.142652407572839,0.0113890388191507,0.0164066350029175,-0.0346672646180462,0.036702838795336,-0.126253075217988,0.0689647653364714,-0.146077461280299,-0.195992515945531,0.58152989043635,0.205342577668287
"GGT6","green",0.58059339132819,-0.0537769871483878,-0.0986569813926404,0.192435115311001,-0.0551787596020657,-0.0510968869877294,-0.0906006567322823,0.183428606415635,-0.262426273406277,-0.10516745103433,0.58059339132819,0.0172924165045125
"APOBR","green",0.579024640254361,-0.211798649342956,-0.0557431935787669,0.0558663922485926,-0.0507547440060024,-0.127258168178454,-0.251322900866955,0.264226821465592,-0.105162781820762,0.0375404394742182,0.579024640254361,0.0484889591749987
"GCNT3","green",0.577651803530129,0.0313783539103321,0.119852016579764,-0.4042776079609,-0.163762682745535,0.0880578310792185,-0.29680630581308,0.232850954358257,-0.105156175279725,0.227822734283287,0.577651803530129,0.515893123019354
"ST3GAL4","green",0.577341135684835,-0.274162031781082,-0.0754796928174727,-0.238258471993475,-0.230904054299925,-0.145484812213512,-0.397898817808491,0.132338668782259,-0.129707665698406,-0.0704669853521983,0.577341135684835,0.3082125376795
"LPCAT4","green",0.577183494178819,-0.0452641310226488,-0.00643658341033868,-0.368760330537851,-0.183481313014489,0.0316818574693552,-0.385820473365103,0.166659040708934,-0.158062995032154,0.131179641646912,0.577183494178819,0.530429288152874
"ANG","green",0.576685673354496,-0.0750999501147316,0.0455617325728185,-0.400311149554613,-0.238496035207141,0.079047303753033,-0.372990240494354,0.154418076081129,-0.14949025132023,0.0885109310892577,0.576685673354496,0.458323650787644
"VIPR1","green",0.575485570101805,-0.307947317202082,-0.240736998225976,0.286622945695085,0.111170432202461,-0.135425007527489,-0.0142989614713487,0.0873983129762092,-0.290946666864407,-0.297770177481987,0.575485570101805,-0.167249203416243
"ABHD3","green",0.574769561538882,0.151080411620693,0.294052302020085,-0.399249606119982,-0.00978411638051543,0.498348695773355,-0.0943162043630476,0.219092318801658,-0.132222886848279,0.202383948245515,0.574769561538882,0.371742008721962
"HIGD1A","green",0.574652969346894,0.0101524395056615,0.198342986266412,0.0524305595607771,0.134959654232947,0.400532127086081,0.218933747404815,0.171558890638517,-0.0932009898890118,0.00107776243646821,0.574652969346894,-0.0461560241435124
"LGR4","green",0.572844338292608,0.149530424748043,0.369299063329506,-0.152015679400986,0.121534649666186,0.532205195054089,0.140401653553414,0.0844749235286046,-0.150129411104363,0.0438101442908299,0.572844338292608,0.175161519291784
"SQRDL","green",0.572594075306268,0.0844876495951908,0.199894361955438,-0.220499124706914,-0.183292792270471,0.134263699392572,-0.27267098996472,0.317716450676426,-0.083023267496112,0.274571051294165,0.572594075306268,0.31954229711823
"SLC35D1","green",0.572548999182429,-0.0324785279145539,0.0886796363125367,0.258714443349904,0.316693534911034,0.293651407693522,0.213870803692343,-0.00014815121131697,-0.283732661091397,-0.295890105466372,0.572548999182429,-0.108361996269822
"LOC101927157","green",0.572031593784599,0.125033937120494,0.210526364279667,0.266055357914267,0.318385044302827,0.345399516948314,0.26395300116047,-0.0440799308463286,-0.44420066216258,-0.33102977558691,0.572031593784599,-0.0963111804608029
"LOC100996583","green",0.571413237752515,-0.0377481600141395,0.0124821588337162,-0.125873953769425,-0.127273616960552,0.0265799818412477,-0.228037744911991,0.117732900887346,-0.280304876118868,-0.0333194095171438,0.571413237752515,0.304541167927125
"RNF186","green",0.571188351058808,-0.0754734955849438,0.00567529893330599,0.230339962126141,0.0731249391087547,0.0354660255595161,-0.0330546197971308,0.24200912555868,-0.306705142689644,-0.165001815711452,0.571188351058808,-0.0131052244744644
"SMPD3","green",0.570235837105287,-0.194112914455673,-0.096926205265161,0.151990419684272,0.0439991091191074,-0.0443187973251524,-0.0540848276966786,0.118210841739752,-0.248791919260481,-0.157154873967944,0.570235837105287,0.00306796544676326
"C1orf210","green",0.569885484981358,0.0550781851795307,0.21138003255626,0.0792566206845941,-0.260260603325469,-0.0425056954355207,-0.15366532365886,0.115862564439845,-0.282131432448935,-0.0700876550544682,0.569885484981358,0.161860037684646
"UGT1A3","green",0.569451652235901,-0.137520507652436,0.068585148126081,0.0748552580454411,-0.0769268801760448,0.0422978133948957,-0.0897129482228188,0.201734490329357,-0.249101071549935,-0.145470550409902,0.569451652235901,0.000639469684122683
"MS4A8","green",0.569005079358337,-0.148596014421317,0.0165603631946669,-0.266331279684758,-0.109020026587671,0.0354559205963711,-0.271365404360765,0.209152948774811,-0.0699469119318871,0.102334831699258,0.569005079358337,0.320849366030205
"BCL2L14","green",0.568772254908139,0.132070101110589,0.108584975603565,0.0968541310733045,0.0629901089260256,0.243523512966047,0.112045078961956,0.0347452799895429,-0.437855033393429,-0.211930665214835,0.568772254908139,0.162790240275191
"MAOA","green",0.56794785439406,-0.000191465455923104,0.12630549210685,0.0654266224368833,-0.0535433276618931,0.13427462399282,-0.0166276185345357,0.0921607854361356,-0.215392366369923,-0.0988593452035363,0.56794785439406,0.0183267614360554
"SLC16A9","green",0.567700274010321,-0.0315154955278411,0.0384457294830838,0.203170098775686,0.0968841195062083,0.142948932458843,0.0697546414339339,0.0514000408073683,-0.277714383491335,-0.262539075916623,0.567700274010321,-0.111772137303211
"CD177","green",0.566448321660431,-0.230987079618694,-0.0748408874436217,-0.0340333696451267,-0.135083280959954,-0.120455790295149,-0.210782466502251,0.340296747089695,-0.0366035298445479,0.0619131981670338,0.566448321660431,-0.0377309151403403
"TST","green",0.566416633097855,0.040591901709187,-0.0143485727346666,0.101875812850496,-0.222061299276884,-0.097730334765423,-0.189170093282071,0.113479498778876,-0.383740729065323,-0.145362252309605,0.566416633097855,0.17451027026748
"RNASE4","green",0.56609551265952,-0.0583710034978232,0.338081628002265,-0.14417098658792,-0.0510716513071431,0.325861131868653,-0.0193903895752611,0.111954180971362,-0.120954903862838,-0.0294961703382935,0.56609551265952,0.12808264859437
"ATP8A1","green",0.564528703913539,-0.0736735811296824,0.125187973847477,-0.177623434815182,0.316079193867122,0.540387915396807,0.161243608235847,0.143105863212476,-0.112219866574263,0.0492635506068651,0.564528703913539,0.0784481880573033
"CCL15-CCL14","green",0.563198352702351,0.0246694290884422,0.0283691309835962,0.301114037338999,-0.0271644507234367,0.0560211921790752,0.108801405696064,0.0945359666146368,-0.300103618485804,-0.212941652393353,0.563198352702351,-0.0415291566318146
"SMPDL3A","green",0.563116694932021,-0.133841410218819,0.174113216624705,-0.153282600453878,0.0125124798973289,0.312176426705651,-0.00525845098228616,0.332792883619061,0.000800625071945661,0.242139210167807,0.563116694932021,0.10699535608115
"SPDEF","green",0.562977786974645,-0.076504565514071,-0.0586539218972393,-0.434909750732621,-0.2419583301883,-0.0485877663224557,-0.446659962165783,0.0585569688296318,-0.196422554816253,-0.0268393106053993,0.562977786974645,0.544736971483503
"PIGZ","green",0.562679055047933,-0.212262157791545,-0.0643739751919022,0.363840754707388,0.25135230512971,0.0171424053457274,0.106394508194615,0.0667714841864072,-0.19947826375643,-0.311461906827221,0.562679055047933,-0.216294210720857
"HK2","green",0.560594190082339,0.245728000771824,0.243909831842413,-0.103592228295931,0.0256856991499522,0.324998139813106,-0.0363415253708185,0.137158403209814,-0.274188885009913,0.0242105721511528,0.560594190082339,0.338790787394552
"CHP2","green",0.560296443829048,-0.222715465796723,-0.0413472000584964,0.308607139994323,0.0562277524090128,-0.061461450175466,0.0512743128588402,0.256452291729221,-0.177582495085606,-0.152150479971629,0.560296443829048,-0.25429900700071
"SH3RF2","green",0.558815290405185,0.0666018431696147,-0.0310878635938235,0.0204164811483824,0.156188239504764,0.193938370793191,0.00383833734218135,0.127391804413763,-0.266774086576936,-0.0552569138597249,0.558815290405185,0.18961640986613
"CLMN","green",0.558608416876284,0.0486750354466914,0.014815975843118,-0.00774687179759719,-0.103366991263568,0.058430891270713,-0.146388733642245,0.173999735012752,-0.199771391749547,-0.0086171353363716,0.558608416876284,0.155436313371587
"F2RL1","green",0.558521824517153,0.179524600393994,0.556196361182478,0.0281017425938523,-0.121775730893112,0.222446261635619,0.00488985181660398,0.18155414721735,-0.260243010082717,0.0150714364637193,0.558521824517153,0.148588809097652
"TTC39A","green",0.557946030544209,0.0384099552313489,0.0739463452305757,0.336249492350636,-0.0380843570280586,0.0097526258681498,0.0824713519897298,-0.0284878047260486,-0.370255941596767,-0.364497266314782,0.557946030544209,-0.0238046697093403
"NRARP","green",0.557053675080854,0.183551312484202,0.0825620557057767,0.151883673601409,-0.0400636973700352,0.04440334450683,-0.0413234726141254,0.129387865222582,-0.36281022474321,-0.190111606578559,0.557053675080854,0.108500683052281
"TMC4","green",0.556949353343531,-0.26665562665078,-0.123281262916661,0.150100226690339,0.157348116063152,-0.0477352962405907,-0.0724026626813037,0.0387592754836733,-0.293524648483884,-0.259571804448776,0.556949353343531,0.107174118488766
"FOXA3","green",0.556107854012029,0.102863144588617,0.0014633306942722,0.00558202401458536,-0.132870544853047,-0.00323308397639325,-0.179140243020269,-0.00978582636536768,-0.361162149589171,-0.25328458867804,0.556107854012029,0.293795969919514
"NAT2","green",0.55606366125923,-0.0882922607155732,0.0547673805522717,0.31931753859692,0.121744327048968,0.164363399177174,0.127522398083388,0.207698306432119,-0.311195160876008,-0.260175344150438,0.55606366125923,-0.202892715879939
"NAT1","green",0.555045324302776,0.119088492540292,0.22789234836831,-0.10374634588358,0.00760458047001664,0.365352149860937,-0.00419264635891904,0.293095808697949,-0.254565461943538,0.0913616741617617,0.555045324302776,0.186100678851177
"ACVRL1","green",0.554924526140835,-0.339524492739208,-0.206504738669695,0.16965991485884,-0.0261870422299508,-0.19513521867707,-0.163341614558637,0.325573655414203,0.0218055483401358,0.00902684336169182,0.554924526140835,-0.106156142823256
"TRPA1","green",0.554404779452446,0.0315760878902291,0.173182091907622,0.0100131827784864,-0.0314637651947637,0.193814816188737,-0.000326274235839408,0.26916751316907,-0.199860132568038,-0.0927788644594559,0.554404779452446,0.0423981524237529
"UGT1A1","green",0.553584863688673,-0.149505292108776,0.0654361366202395,0.0444509728667044,-0.104420051391361,0.00752514454274629,-0.129808484110966,0.216227664929297,-0.238321743322383,-0.126131052217746,0.553584863688673,0.0100232050689649
"PAQR8","green",0.553088697970128,-0.000352494305571345,0.0634142986912494,0.263136406339436,0.0645885665500958,0.145643219062949,0.115540859380805,0.150530966127218,-0.348620289415926,-0.21906364274586,0.553088697970128,-0.0763519157883221
"DENND2A","green",0.547798649839206,-0.162356574713323,-0.0644835443645505,0.134084691138033,-0.0946519086049114,-0.0531507247754798,-0.119069344898481,0.122890747104954,-0.164632385618556,-0.14834958997252,0.547798649839206,-0.0109797445167988
"IQGAP2","green",0.547493039508117,-0.058725751540327,0.182186013442857,-0.361025167134456,-0.034868681820683,0.319875070716516,-0.122745798721946,0.235905220910295,-0.0619481511665727,0.202111012881548,0.547493039508117,0.288749396801944
"ST6GALNAC6","green",0.546468648897926,-0.389073613002319,-0.217006160549448,-0.225019322271739,-0.136104679779429,-0.154222646061733,-0.354785130410696,0.239759409139512,0.0669724217445028,0.0927981191703042,0.546468648897926,0.157713026420321
"SCNN1B","green",0.545551388639025,-0.342426509726222,-0.194052020576064,0.135169235492587,-0.12117897022567,-0.220410914932535,-0.189856338095122,0.279201184165915,-0.0379333502127757,-0.0547501581840048,0.545551388639025,-0.16305510391191
"LIPH","green",0.545270797209201,0.0138850839727381,0.202360058098222,-0.372740205327095,-0.0943222484693331,0.171018651354942,-0.258849259182744,0.115108160351437,-0.109897762908949,0.181361281280639,0.545270797209201,0.478029828914169
"AMN","green",0.543532186129962,0.0332171634852842,-0.0954204195205417,-0.245837164322229,0.0769402810023073,0.156992719042485,-0.15054003378799,0.106257739116393,-0.238665063994861,0.0207116038027949,0.543532186129962,0.3678141615325
"GUCA2A","green",0.543385968794569,-0.25035822143456,-0.164839976843426,0.201106243794773,-0.0902097205060163,-0.192876483755656,-0.128069037796084,0.275480685107602,-0.119488441796413,-0.105801460979734,0.543385968794569,-0.177819566839927
"STARD5","green",0.543169350833767,0.0154840276035499,-0.0464236614533266,-0.0232798672120983,-0.08130751885469,0.0132550458453382,-0.177809997059594,0.166528845783038,-0.26607487138115,-0.0307916487660315,0.543169350833767,0.235921752522391
"RORC","green",0.543066940466503,-0.206878186967304,-0.146705495057678,0.08021253299289,-0.0439071307892824,-0.0845253049671888,-0.147504165919497,0.040950608736844,-0.337608513475748,-0.253420677123246,0.543066940466503,0.0723079195301071
"FRMD3","green",0.542655481031256,-0.0929127674887803,0.0889718287642595,-0.207955448744418,0.0454038032249969,0.1959340484395,-0.100171688650033,0.259065370411612,-0.085012239047738,0.176988617200275,0.542655481031256,0.160710325892565
"PKIB","green",0.541833035144865,-0.133471899552957,0.133392351156029,-0.03695285525148,0.0231963926222303,0.204484170981669,-0.00352851178776831,0.336638124182573,0.0442139448670852,0.187032917527456,0.541833035144865,-0.0108697693460743
"PRSS12","green",0.54177715661677,-0.090802607902667,0.11597359629831,-0.204388696326053,0.0418338382434847,0.242486223109993,-0.104556743432718,0.256315846792038,-0.0363026534688606,0.0834832565646451,0.54177715661677,0.255892764477346
"ABCC3","green",0.541666037303482,-0.301750692187637,-0.166834267580025,0.00359014401735331,0.203191776653353,-0.00612236653515662,-0.093586226614594,0.0764205742629656,-0.166560516315104,-0.143670593679022,0.541666037303482,0.107419196545978
"SELENBP1","green",0.541473624965278,-0.174860536703722,-0.0419855938981782,0.405487354748733,0.0572331084020776,-0.0718311296411664,0.0415660034212497,0.172371225700101,-0.356720231144303,-0.326341986968679,0.541473624965278,-0.259272629219519
"ELF3","green",0.540422331667973,0.0499525575875366,-0.0482672873338377,0.241928670757496,0.119375152557145,0.116655871707098,0.127981887166444,0.00484829748173833,-0.367588256391654,-0.297135404881404,0.540422331667973,0.105980728147192
"FAM134B","green",0.540359622023218,-0.132073806779068,0.00181267968025593,0.418145796978421,0.238449622477957,0.135973544602978,0.236462312431291,0.103066679904274,-0.306063847962788,-0.314745673862899,0.540359622023218,-0.342778050873958
"GDPD3","green",0.540103344432837,-0.123035975132982,-0.10046956211365,-0.101385610185334,-0.163544166818606,-0.142091164844909,-0.287096187995066,0.134633305033716,-0.0583061776921319,-0.0170388575622927,0.540103344432837,0.264582434544014
"ACSM3","green",0.54004751979319,0.0580800252526795,0.23329347768358,0.161212638108897,0.00301300833337396,0.251152699872132,0.0973201288993589,0.152555941043455,-0.33301436551402,-0.161340168837778,0.54004751979319,-0.0283478927637658
"PBLD","green",0.539339973159892,-0.225823029849906,0.0219140863216606,0.342883325651793,0.28661372668471,0.195231155826743,0.227084883908296,0.21111707484048,-0.167776330860116,-0.157176116829953,0.539339973159892,-0.361090074875155
"PIP5K1B","green",0.538784807357662,0.227706372501832,0.240569784117935,0.248896238380623,0.0690104384080332,0.301236888931166,0.277584961446747,0.0781369513759694,-0.407468691387953,-0.187477882222086,0.538784807357662,-0.033013679103775
"PDE9A","green",0.538707645780433,-0.282119158320371,-0.161955697417614,0.111252135094261,0.035460956040567,-0.0493314282883892,-0.118509737172729,0.115393835048931,-0.0671274872564309,-0.139149998589876,0.538707645780433,-0.0682818006981008
"LOC100996506","green",0.536954018709101,0.0196637094508675,0.337817928652712,-0.0875784373233908,-0.223151938447001,0.090438430699242,-0.207706417033431,0.204589853176715,-0.0893028731759918,0.0869336468511415,0.536954018709101,0.247759133548453
"ATOH1","green",0.536630393640257,0.00719731634119881,0.143781646628569,-0.166059073108212,-0.23737846852283,0.0147187654353739,-0.274783593322712,0.161756251799862,-0.260718757307722,-0.0850895493259541,0.536630393640257,0.247719026803528
"UGT2B17","green",0.535898533825033,-0.104726468411488,0.0808251389015704,0.0166685844491568,-0.02834913224951,0.0669926029877146,-0.0749243478185055,0.332389927965808,-0.120703806291004,0.015105366140171,0.535898533825033,-0.00703021970912144
"TC2N","green",0.534872546505524,0.356370680784151,0.482617089376934,-0.370135968707672,-0.0742203005391743,0.49594320554425,-0.0481307876631759,0.152766063975594,-0.269279606619247,0.120560479830423,0.534872546505524,0.471275333506813
"CREB3L1","green",0.534389619076108,-0.213648805406143,-0.119287188451007,-0.492050751393364,-0.12204176116463,-0.0299154965116609,-0.449095834891667,0.129748449713491,0.0311862491775211,0.169978855687142,0.534389619076108,0.537386221022831
"B3GNT7","green",0.533300336391159,-0.101701900609443,0.0223418623544559,-0.124175746869932,-0.185996239110516,-0.0305602407859713,-0.198297762381427,0.258044989945765,-0.0030701817069628,0.077852578489879,0.533300336391159,0.151984570111951
"LAMA1","green",0.531937364106679,-0.14587082927663,-0.0221617361629841,-0.255443353705824,-0.211197974702595,0.0301758460704809,-0.264615673380017,0.175913696598352,-0.0336452275832323,0.0807365638258578,0.531937364106679,0.252244300523089
"GNE","green",0.529723507655297,-0.0303269841316475,0.0810668365607334,-0.242356281064728,-0.0693802905411612,0.135128735637218,-0.154655314828185,0.113521892831544,-0.102550715435047,0.0441495931418615,0.529723507655297,0.3082594984226
"ATP5S","green",0.528295710668336,0.155724376199179,0.234039799144089,-0.127726019887138,0.0444534363837333,0.391607752335012,0.0585569951361352,0.152161478230749,-0.117249684099112,0.0728906311900039,0.528295710668336,0.166839900305067
"NR5A2","green",0.528132288054259,-0.120433379136178,0.0940861001047039,0.196256003487246,0.0459051996797557,0.161140159923343,0.117403084295393,0.246809910991791,-0.0902833707092079,-0.00220679807664943,0.528132288054259,-0.168043833243046
"DUOXA2","green",0.527969578618022,-0.0947925166208839,-0.0430375281166915,0.0931956353177391,-0.0303531709131284,-0.0862097824330184,-0.161713019442816,0.23980956783341,-0.401120864451854,-0.201345313466477,0.527969578618022,0.134965949651227
"CDS1","green",0.527558256966264,0.0759520085726097,0.115791887484668,0.253673406347667,0.31039641196695,0.292884289004352,0.239221811439974,-0.0507310039459167,-0.385718703996054,-0.310180064639595,0.527558256966264,-0.0307382907972847
"SAMD13","green",0.527351818999111,-0.0612314346905234,0.126322622873588,0.337328220999559,0.205591042898178,0.251382841687168,0.247794854573968,0.053689829244391,-0.258538878807682,-0.309299294751149,0.527351818999111,-0.280654206662856
"MB","green",0.527297188692223,-0.183828818749141,-0.00743528814139726,-0.16430462107548,-0.0866015167874777,0.0710357046521502,-0.224113429452373,0.135397668157164,-0.22175273701945,-0.05675741449583,0.527297188692223,0.14225397557336
"CDH17","green",0.526716825645065,-0.0637888749927846,0.0852794072958382,0.459004860232383,0.207390193381411,0.108043537078332,0.277136152678005,-0.0331640072215559,-0.324891663423086,-0.399471261224158,0.526716825645065,-0.207168760977568
"UGT2B15","green",0.524942240089825,-0.094902826958674,0.114708059016813,-0.109259016792081,-0.0421823664792605,0.131947754877645,-0.11960148263801,0.284952782262621,-0.12649577341968,0.03303782323877,0.524942240089825,0.0863225908250079
"SLC51B","green",0.523080637289853,-0.137805432027856,-0.0338092804089913,0.305839030776582,-0.141738886122962,-0.135169045881084,-0.045906789441584,0.263412689647114,-0.244979405970104,-0.155816170007455,0.523080637289853,-0.221607868729503
"SLC35A3","green",0.522379010217133,0.135151753968477,0.403081109201855,0.0464846279789407,0.383533979971432,0.567831981655186,0.316929385299479,-0.0484974356412594,-0.296378119792055,-0.181229937844201,0.522379010217133,0.0418696287873605
"FUT2","green",0.52040834640818,0.142832023608639,0.109004885732147,0.0138881054229124,-0.146983735068301,0.014697289944886,-0.155712393061938,0.136026478841053,-0.332055641385882,-0.0995708743795608,0.52040834640818,0.295824984422163
"SEMA4G","green",0.520085551919272,-0.035769455567775,-0.229313069636772,-0.000457470772568505,0.0113160145981128,-0.0229607427033021,-0.143102599859071,0.00528406609340507,-0.275147389276335,-0.197586384236686,0.520085551919272,0.253278015757761
"TLCD2","green",0.519899741965769,-0.116045574437578,-0.0275170287263704,0.0914839714492454,0.120832005896983,0.0490436108018634,-0.0202582360152097,0.154827388810454,-0.124921624822146,-0.062248698184627,0.519899741965769,0.0150991338328977
"GOLM1","green",0.519775171436229,-0.085940701244443,0.0594261322027491,-0.00208868706196844,0.0698894160779866,0.105465227732515,-0.0696064249740138,0.237588642051591,-0.0855280337229503,0.0667904825157111,0.519775171436229,0.10841892392389
"CRYM","green",0.518695760479747,0.0147267150497072,0.076818696704067,0.0425266731528049,-0.146571064658397,0.0831876030588688,-0.132312942876854,0.0912797154080452,-0.328403387992985,-0.202662186368842,0.518695760479747,0.0993933402581218
"SH3BGRL2","green",0.518028105973453,-0.148514950515391,0.133843958751901,0.355107386438519,0.304705977450108,0.312802245026888,0.381297395444768,-0.00835377198022776,-0.270310428264936,-0.355185930123771,0.518028105973453,-0.318969885247165
"SLC28A2","green",0.517583174342454,0.0785547963084396,0.0939867145739358,-0.165856501028844,-0.106465287946411,0.0724364227540212,-0.183953744919575,0.16695644736829,-0.16077342272802,0.0284403797379224,0.517583174342454,0.240660804312602
"LINC00261","green",0.517080481835062,0.0336795944824459,0.0840933133468547,-0.256814818352911,-0.0930425319792273,0.207194023896923,-0.143817638973876,0.0466558918763049,-0.197804596883451,-0.100183676508212,0.517080481835062,0.276362247057562
"C15orf65","green",0.516595930024532,-0.0246561252917418,0.145445907990283,-0.436503501635465,-0.138457840501262,0.329287978558744,-0.192730662494697,0.148356396469259,-0.0161792362503844,0.164586190215962,0.516595930024532,0.402007584790133
"TMEM171","green",0.514452986122842,0.100587610071191,-0.00645250266052749,-0.153111811827608,-0.189622112167876,0.0022597459038243,-0.23122596136491,0.150925204736057,-0.201699696236081,0.0466544564585399,0.514452986122842,0.35310184047445
