"gene_symbol","module","kME_own","kME_brown","kME_black","kME_pink","kME_yellow","kME_red","kME_magenta","kME_purple","kME_turquoise","kME_blue","kME_green","kME_grey"
"WTH3DI","black",0.799447636884218,0.351708100983057,0.799447636884218,0.085459844910737,-0.154538765467869,0.249575987026572,0.176339558852989,0.02760753529974,-0.081895037198941,0.04177534745075,0.0145202666741973,-0.0358291467684897
"ICE2","black",0.798851786884906,0.382307224561815,0.798851786884906,-0.0447785760527308,0.112990176264681,0.489785436999413,0.312061177011261,-0.0358943220208542,-0.0562122553726164,0.0792659465503956,-0.0802219470577863,-0.0491982654403008
"TMOD3","black",0.794477268025838,0.3807309244772,0.794477268025838,-0.305127007989211,-0.0816881083886013,0.514695601334203,0.0581929536769646,0.0900233928250237,0.0669146001424677,0.29884573595403,0.138561924813972,0.29933803697511
"ABCD3","black",0.794183385807631,0.394063124741726,0.794183385807631,0.0711841931316547,-0.0407161293369348,0.471722213899082,0.272631642110823,0.101315864118022,-0.178372278710697,0.004603985870815,0.268257838798078,-0.0458483048647586
"DCUN1D1","black",0.788492424390535,0.35539534617351,0.788492424390535,-0.179455448634652,-0.123466449447223,0.454126814157604,0.159342120408408,0.028929042450778,0.021703232376163,0.190149629839128,0.0161578942737361,0.0823873992092431
"ATF2","black",0.788343131003569,0.216108996015996,0.788343131003569,-0.0836867338479213,-0.104209194503784,0.362262854050324,0.171359097767535,0.0647938109574253,0.12021621337122,0.186680899395167,-0.059708529670935,-0.0245637151580858
"CDC40","black",0.787936234655473,0.516486453668298,0.787936234655473,-0.0714485574407913,-0.0424078537716818,0.531359393648538,0.282843015139717,0.0283275499115835,-0.06078972463608,0.174552756402086,0.0230975951895236,0.074985424408728
"SLC39A9","black",0.783977040924675,0.356405445576326,0.783977040924675,-0.0922740036230127,-0.295829017776999,0.22363810341699,-0.00897606548692459,0.092721153784539,-0.0905139453083774,0.113369841323341,0.15593874227259,0.162819001528695
"SNAP23","black",0.781530219186782,0.124386049777137,0.781530219186782,-0.212219380782117,-0.189748145597687,0.323482767693171,-0.00648648090613501,0.157143849199343,0.106242211256048,0.2830477042383,0.182117983397079,0.123727301050306
"CPD","black",0.781100216979979,0.302052280593889,0.781100216979979,-0.0582794069109967,-0.0640015435638017,0.381670522845577,0.164887317194141,-0.00420022659947837,-0.0371703506938561,0.0394432756957152,0.106438964448283,0.0427247511216059
"EML4","black",0.780856846072659,0.326555121994394,0.780856846072659,0.150627578714846,0.0839328526797056,0.435895573012508,0.38230625114031,-0.0390455959109656,-0.149422952428068,-0.0333101678564515,0.0723647964152345,-0.13865460683952
