source,term_id,term_name,description,term_size,effective_domain_size,query_size,intersection_size,precision,recall,raw_p_hypergeom,gprofiler_fdr,gprofiler_significant,parents,tested_term_family_size,BH_FDR_all_GO_KEGG,BH_FDR_all_GO_KEGG_significant,BH_FDR_within_source,BH_FDR_within_source_significant
GO:BP,GO:0048584,positive regulation of response to stimulus,"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",24,93,16,13,0.8125,0.5416666666666666,3.557516543113762e-07,0.0005024699386777237,True,GO:0048518;GO:0048583;GO:0050896,24546,0.010117320977246672,True,0.006315221256929529,True
GO:BP,GO:0042127,regulation of cell population proliferation,"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]",30,93,16,14,0.875,0.4666666666666667,7.71843223775303e-07,0.0005024699386777237,True,GO:0008283;GO:0050794,24546,0.010117320977246672,True,0.006315221256929529,True
GO:BP,GO:0009967,positive regulation of signal transduction,"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]",14,93,16,10,0.625,0.7142857142857143,7.525524948315278e-07,0.0005024699386777237,True,GO:0007165;GO:0009966;GO:0010647;GO:0023056;GO:0048584,24546,0.010117320977246672,True,0.006315221256929529,True
GO:BP,GO:0008283,cell population proliferation,"""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]",31,93,16,14,0.875,0.45161290322580644,1.366532968546164e-06,0.000667209721892706,True,GO:0009987,24546,0.013434385613777338,True,0.008385729561483535,True
GO:BP,GO:0051239,regulation of multicellular organismal process,"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]",32,93,16,14,0.875,0.4375,2.3576825431644593e-06,0.0009209108013600443,True,GO:0032501;GO:0050789,24546,0.01854270166547984,True,0.011574335140902964,True
GO:BP,GO:0023056,positive regulation of signaling,"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",16,93,16,10,0.625,0.625,5.218967978890247e-06,0.0012740805578465568,True,GO:0023051;GO:0023052;GO:0048518,24546,0.02565383710023501,True,0.01601309850123,True
GO:BP,GO:0009966,regulation of signal transduction,"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]",28,93,16,13,0.8125,0.4642857142857143,4.520271183707244e-06,0.0012740805578465568,True,GO:0007165;GO:0010646;GO:0023051;GO:0048583,24546,0.02565383710023501,True,0.01601309850123,True
GO:BP,GO:0010647,positive regulation of cell communication,"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",16,93,16,10,0.625,0.625,5.218967978890247e-06,0.0012740805578465568,True,GO:0007154;GO:0010646;GO:0048522,24546,0.02565383710023501,True,0.01601309850123,True
GO:BP,GO:0023051,regulation of signaling,"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",29,93,16,13,0.8125,0.4482758620689655,7.848651186549758e-06,0.0015328415767331145,True,GO:0023052;GO:0050789,24546,0.03086403592598827,True,0.019265299202505033,True
GO:BP,GO:0010646,regulation of cell communication,"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",29,93,16,13,0.8125,0.4482758620689655,7.848651186549758e-06,0.0015328415767331145,True,GO:0007154;GO:0050794,24546,0.03086403592598827,True,0.019265299202505033,True
GO:BP,GO:0097190,apoptotic signaling pathway,"""The series of molecular signals which triggers the apoptotic death of a cell. The pathway starts with reception of a signal, and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis]",11,93,16,8,0.5,0.7272727272727273,1.6002107191777363e-05,0.0026043429454619027,True,GO:0006915;GO:0007165,24546,0.05243890526745442,False,0.0327323102607806,True
GO:BP,GO:0045595,regulation of cell differentiation,"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]",14,93,16,9,0.5625,0.6428571428571429,1.599178406336393e-05,0.0026043429454619027,True,GO:0030154;GO:0050793;GO:0050794,24546,0.05243890526745442,False,0.0327323102607806,True
GO:BP,GO:0006915,apoptotic process,"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]",26,93,16,12,0.75,0.46153846153846156,2.0804280875032216e-05,0.0029021971820670624,True,GO:0012501,24546,0.058436252937840494,False,0.03647584845418149,True
GO:BP,GO:0012501,programmed cell death,"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]",26,93,16,12,0.75,0.46153846153846156,2.0804280875032216e-05,0.0029021971820670624,True,GO:0008219,24546,0.058436252937840494,False,0.03647584845418149,True
GO:BP,GO:0048583,regulation of response to stimulus,"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",37,93,16,14,0.875,0.3783783783783784,2.61077533502825e-05,0.0033992294862066445,True,GO:0050789;GO:0050896,24546,0.0684440861831006,False,0.04272272758240228,True
GO:BP,GO:0072359,circulatory system development,"""The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."" [GOC:mah, UBERON:0001009]",15,93,16,9,0.5625,0.6,3.6825163929205206e-05,0.0035959772576868586,True,GO:0048731,24546,0.07240563731760327,False,0.04519552369031355,True
GO:BP,GO:0045597,positive regulation of cell differentiation,"""Any process that activates or increases the frequency, rate or extent of cell differentiation."" [GOC:go_curators]",9,93,16,7,0.4375,0.7777777777777778,3.584381946745127e-05,0.0035959772576868586,True,GO:0030154;GO:0045595;GO:0048522;GO:0051094,24546,0.07240563731760327,False,0.04519552369031355,True
GO:BP,GO:0008219,cell death,"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]",27,93,16,12,0.75,0.4444444444444444,3.542665692438697e-05,0.0035959772576868586,True,GO:0009987,24546,0.07240563731760327,False,0.04519552369031355,True
GO:BP,GO:2001233,regulation of apoptotic signaling pathway,"""Any process that modulates the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]",9,93,16,7,0.4375,0.7777777777777778,3.584381946745127e-05,0.0035959772576868586,True,GO:0009966;GO:0042981;GO:0097190,24546,0.07240563731760327,False,0.04519552369031355,True
GO:BP,GO:0006950,response to stress,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",44,93,16,15,0.9375,0.3409090909090909,3.067744287140577e-05,0.0035959772576868586,True,GO:0050896,24546,0.07240563731760327,False,0.04519552369031355,True
GO:BP,GO:0009628,response to abiotic stimulus,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]",19,93,16,10,0.625,0.5263157894736842,4.829240166702277e-05,0.003772602418227793,True,GO:0050896,24546,0.07596201612616013,False,0.04741541165274963,True
GO:BP,GO:0048646,anatomical structure formation involved in morphogenesis,"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]",12,93,16,8,0.5,0.6666666666666666,4.3874553911279807e-05,0.003772602418227793,True,GO:0009653;GO:0032502,24546,0.07596201612616013,False,0.04741541165274963,True
GO:BP,GO:1902531,regulation of intracellular signal transduction,"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",23,93,16,11,0.6875,0.4782608695652174,4.639690374143942e-05,0.003772602418227793,True,GO:0009966;GO:0035556,24546,0.07596201612616013,False,0.04741541165274963,True
GO:BP,GO:0050793,regulation of developmental process,"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]",23,93,16,11,0.6875,0.4782608695652174,4.639690374143942e-05,0.003772602418227793,True,GO:0032502;GO:0050789,24546,0.07596201612616013,False,0.04741541165274963,True
GO:BP,GO:0007166,cell surface receptor signaling pathway,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor located on the cell surface. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling]",19,93,16,10,0.625,0.5263157894736842,4.829240166702277e-05,0.003772602418227793,True,GO:0007165,24546,0.07596201612616013,False,0.04741541165274963,True
GO:BP,GO:0040012,regulation of locomotion,"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]",16,93,16,9,0.5625,0.5625,7.746170157961237e-05,0.0046045085595947,True,GO:0040011;GO:0050789,24546,0.09006366200446145,False,0.057871104507839,False
GO:BP,GO:0043067,regulation of programmed cell death,"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",24,93,16,11,0.6875,0.4583333333333333,8.016041527200058e-05,0.0046045085595947,True,GO:0012501;GO:0050794,24546,0.09006366200446145,False,0.057871104507839,False
GO:BP,GO:0043066,negative regulation of apoptotic process,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",16,93,16,9,0.5625,0.5625,7.746170157961237e-05,0.0046045085595947,True,GO:0006915;GO:0042981;GO:0043069,24546,0.09006366200446145,False,0.057871104507839,False
GO:BP,GO:0040011,locomotion,"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]",16,93,16,9,0.5625,0.5625,7.746170157961237e-05,0.0046045085595947,True,GO:0008150,24546,0.09006366200446145,False,0.057871104507839,False
GO:BP,GO:0042981,regulation of apoptotic process,"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",24,93,16,11,0.6875,0.4583333333333333,8.016041527200058e-05,0.0046045085595947,True,GO:0006915;GO:0043067,24546,0.09006366200446145,False,0.057871104507839,False
GO:BP,GO:0050673,epithelial cell proliferation,"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances."" [ISBN:0721662544]",7,93,16,6,0.375,0.8571428571428571,6.629523223165448e-05,0.0046045085595947,True,GO:0008283,24546,0.09006366200446145,False,0.057871104507839,False
GO:BP,GO:2000145,regulation of cell motility,"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]",16,93,16,9,0.5625,0.5625,7.746170157961237e-05,0.0046045085595947,True,GO:0040012;GO:0048870;GO:0050794,24546,0.09006366200446145,False,0.057871104507839,False
GO:BP,GO:0030334,regulation of cell migration,"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]",16,93,16,9,0.5625,0.5625,7.746170157961237e-05,0.0046045085595947,True,GO:0016477;GO:2000145,24546,0.09006366200446145,False,0.057871104507839,False
GO:BP,GO:0008284,positive regulation of cell population proliferation,"""Any process that activates or increases the rate or extent of cell proliferation."" [GOC:go_curators]",16,93,16,9,0.5625,0.5625,7.746170157961237e-05,0.0046045085595947,True,GO:0008283;GO:0042127;GO:0048522,24546,0.09006366200446145,False,0.057871104507839,False
GO:BP,GO:0048731,system development,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",34,93,16,13,0.8125,0.38235294117647056,8.576692106612524e-05,0.004652855467837387,True,GO:0007275;GO:0048856,24546,0.09115401091903538,False,0.05847874568025307,False
GO:BP,GO:0007566,embryo implantation,"""Attachment of the blastocyst to the uterine lining."" [GOC:isa_complete, PMID:10882512]",5,93,16,5,0.3125,1.0,8.404641463248365e-05,0.004652855467837387,True,GO:0007275;GO:0007565;GO:0022414,24546,0.09115401091903538,False,0.05847874568025307,False
GO:BP,GO:0080134,regulation of response to stress,"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]",20,93,16,10,0.625,0.5,8.958702269538254e-05,0.004728742035785586,True,GO:0006950;GO:0048583,24546,0.09270842317034798,False,0.059432515110293516,False
GO:BP,GO:0045596,negative regulation of cell differentiation,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell differentiation."" [GOC:go_curators]",10,93,16,7,0.4375,0.7,0.00010834718319175092,0.005161025579841202,True,GO:0030154;GO:0045595;GO:0048523;GO:0051093,24546,0.10144391980553365,False,0.06486560874694434,False
GO:BP,GO:1901652,response to peptide,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]",10,93,16,7,0.4375,0.7,0.00010834718319175092,0.005161025579841202,True,GO:0042221,24546,0.10144391980553365,False,0.06486560874694434,False
GO:BP,GO:0001944,vasculature development,"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]",10,93,16,7,0.4375,0.7,0.00010834718319175092,0.005161025579841202,True,GO:0048731;GO:0072359,24546,0.10144391980553365,False,0.06486560874694434,False
GO:BP,GO:0034097,response to cytokine,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:sl]",10,93,16,7,0.4375,0.7,0.00010834718319175092,0.005161025579841202,True,GO:1901652,24546,0.10144391980553365,False,0.06486560874694434,False
GO:BP,GO:0006954,inflammatory response,"""The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."" [GO_REF:0000022, ISBN:0198506732]",25,93,16,11,0.6875,0.44,0.0001338464957181169,0.006223862050892214,True,GO:0006952,24546,0.12240417668881928,False,0.07822371628325947,False
GO:BP,GO:0035556,intracellular signal transduction,"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]",30,93,16,12,0.75,0.4,0.0001485522447993544,0.006425638133714529,True,GO:0007165,24546,0.12399046896472206,False,0.0807597100000814,False
GO:BP,GO:0048870,cell motility,"""Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."" [GOC:dgh, GOC:dph, GOC:isa_complete, GOC:mlg]",17,93,16,9,0.5625,0.5294117647058824,0.00015134631548943797,0.006425638133714529,True,GO:0009987,24546,0.12399046896472206,False,0.0807597100000814,False
GO:BP,GO:0043069,negative regulation of programmed cell death,"""Any process that stops, prevents, or reduces the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",17,93,16,9,0.5625,0.5294117647058824,0.00015134631548943797,0.006425638133714529,True,GO:0012501;GO:0043067;GO:0048523,24546,0.12399046896472206,False,0.0807597100000814,False
GO:BP,GO:0016477,cell migration,"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]",17,93,16,9,0.5625,0.5294117647058824,0.00015134631548943797,0.006425638133714529,True,GO:0048870,24546,0.12399046896472206,False,0.0807597100000814,False
GO:BP,GO:0007275,multicellular organism development,"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]",36,93,16,13,0.8125,0.3611111111111111,0.00019431368519610186,0.008074353769956723,True,GO:0032501;GO:0048856,24546,0.15594268074798998,False,0.1014813556770961,False
GO:BP,GO:2000628,regulation of miRNA metabolic process,"""Any process that modulates the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]",8,93,16,6,0.375,0.75,0.00023885323789549063,0.008638525437220422,True,GO:0010586;GO:0051252,24546,0.16772615583932632,False,0.10857206624782802,False
GO:BP,GO:0071345,cellular response to cytokine stimulus,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:mah]",8,93,16,6,0.375,0.75,0.00023885323789549063,0.008638525437220422,True,GO:0034097,24546,0.16772615583932632,False,0.10857206624782802,False
GO:BP,GO:0050727,regulation of inflammatory response,"""Any process that modulates the frequency, rate or extent of the inflammatory response, the immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents."" [GOC:ai]",14,93,16,8,0.5,0.5714285714285714,0.00022172141023854954,0.008638525437220422,True,GO:0006954;GO:0031347;GO:0032101,24546,0.16772615583932632,False,0.10857206624782802,False
GO:BP,GO:0010586,miRNA metabolic process,"""The chemical reactions and pathways involving miRNA, microRNA, a class of single-stranded RNA molecules of about 21-23 nucleotides in length, which regulates gene expression."" [PMID:17993620]",8,93,16,6,0.375,0.75,0.00023885323789549063,0.008638525437220422,True,GO:0016070,24546,0.16772615583932632,False,0.10857206624782802,False
GO:BP,GO:0001525,angiogenesis,"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels."" [ISBN:0878932453]",8,93,16,6,0.375,0.75,0.00023885323789549063,0.008638525437220422,True,GO:0048514;GO:0048646,24546,0.16772615583932632,False,0.10857206624782802,False
GO:BP,GO:0022603,regulation of anatomical structure morphogenesis,"""Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."" [GOC:mah]",8,93,16,6,0.375,0.75,0.00023885323789549063,0.008638525437220422,True,GO:0009653;GO:0050793,24546,0.16772615583932632,False,0.10857206624782802,False
GO:BP,GO:0007167,enzyme-linked receptor protein signaling pathway,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, ISBN:0815316194]",14,93,16,8,0.5,0.5714285714285714,0.00022172141023854954,0.008638525437220422,True,GO:0007166,24546,0.16772615583932632,False,0.10857206624782802,False
GO:BP,GO:0032501,multicellular organismal process,"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]",50,93,16,15,0.9375,0.3,0.00026708445069935035,0.009249376004778835,True,GO:0008150,24546,0.1799246733376551,False,0.11624945387264901,False
GO:BP,GO:0032101,regulation of response to external stimulus,"""Any process that modulates the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]",22,93,16,10,0.625,0.45454545454545453,0.00026904034934151623,0.009249376004778835,True,GO:0009605;GO:0048583,24546,0.1799246733376551,False,0.11624945387264901,False
GO:BP,GO:1902533,positive regulation of intracellular signal transduction,"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",11,93,16,7,0.4375,0.6363636363636364,0.00026995106619168065,0.009249376004778835,True,GO:0009967;GO:0035556;GO:1902531,24546,0.1799246733376551,False,0.11624945387264901,False
GO:BP,GO:0141124,intracellular signaling cassette,"""An intracellular signaling module that is part of larger signaling pathways that can be initiated either intracellularly or by cell surface receptors. Intracellular signaling cassettes are discrete signaling units that are often shared by multiple signaling pathways."" [GOC:ha, GOC:pg]",18,93,16,9,0.5625,0.5,0.00027805194723829054,0.009362680223386382,True,GO:0035556,24546,0.1822352462199756,False,0.11767350167088067,False
GO:BP,GO:0006952,defense response,"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]",32,93,16,12,0.75,0.375,0.0003446068472355372,0.011407070722898762,True,GO:0006950,24546,0.22215278132279126,False,0.14336813003802537,False
GO:BP,GO:0009416,response to light stimulus,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:go_curators, ISBN:0582227089]",6,93,16,5,0.3125,0.8333333333333334,0.000451749478649562,0.013573334335425218,True,GO:0009314,24546,0.26514323131963247,False,0.17059450312203306,False
GO:BP,GO:0009314,response to radiation,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]",6,93,16,5,0.3125,0.8333333333333334,0.000451749478649562,0.013573334335425218,True,GO:0009628,24546,0.26514323131963247,False,0.17059450312203306,False
GO:BP,GO:0050678,regulation of epithelial cell proliferation,"""Any process that modulates the frequency, rate or extent of epithelial cell proliferation."" [GOC:ai]",6,93,16,5,0.3125,0.8333333333333334,0.000451749478649562,0.013573334335425218,True,GO:0042127;GO:0050673,24546,0.26514323131963247,False,0.17059450312203306,False
GO:BP,GO:0019221,cytokine-mediated signaling pathway,"""The series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, PMID:19295629]",6,93,16,5,0.3125,0.8333333333333334,0.000451749478649562,0.013573334335425218,True,GO:0007166;GO:0071345,24546,0.26514323131963247,False,0.17059450312203306,False
GO:BP,GO:0009411,response to UV,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:hb]",6,93,16,5,0.3125,0.8333333333333334,0.000451749478649562,0.013573334335425218,True,GO:0009416,24546,0.26514323131963247,False,0.17059450312203306,False
GO:BP,GO:0051093,negative regulation of developmental process,"""Any process that stops, prevents or reduces the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]",15,93,16,8,0.5,0.5333333333333333,0.0004330314060206709,0.013573334335425218,True,GO:0032502;GO:0048519;GO:0050793,24546,0.26514323131963247,False,0.17059450312203306,False
GO:BP,GO:0031347,regulation of defense response,"""Any process that modulates the frequency, rate or extent of a defense response."" [GOC:mah]",19,93,16,9,0.5625,0.47368421052631576,0.0004848355382524857,0.014132594122493316,True,GO:0006952;GO:0080134,24546,0.27631409719189487,False,0.1776234794320226,False
GO:BP,GO:0009653,anatomical structure morphogenesis,"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]",19,93,16,9,0.5625,0.47368421052631576,0.0004848355382524857,0.014132594122493316,True,GO:0032502;GO:0048856,24546,0.27631409719189487,False,0.1776234794320226,False
GO:BP,GO:0048522,positive regulation of cellular process,"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",52,93,16,15,0.9375,0.28846153846153844,0.0005096978913929389,0.014430230770541128,True,GO:0009987;GO:0048518;GO:0050794,24546,0.2823705908759572,False,0.1813642828948831,False
GO:BP,GO:0048513,animal organ development,"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]",33,93,16,12,0.75,0.36363636363636365,0.0005098238213862516,0.014430230770541128,True,GO:0048856,24546,0.2823705908759572,False,0.1813642828948831,False
GO:BP,GO:0036293,response to decreased oxygen levels,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]",12,93,16,7,0.4375,0.5833333333333334,0.0005864581833842886,0.014644594906858745,True,GO:0070482,24546,0.28816988031285695,False,0.18405848775409836,False
GO:BP,GO:0001666,response to hypoxia,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:hjd]",12,93,16,7,0.4375,0.5833333333333334,0.0005864581833842886,0.014644594906858745,True,GO:0006950;GO:0036293,24546,0.28816988031285695,False,0.18405848775409836,False
GO:BP,GO:0051094,positive regulation of developmental process,"""Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]",12,93,16,7,0.4375,0.5833333333333334,0.0005864581833842886,0.014644594906858745,True,GO:0032502;GO:0048518;GO:0050793,24546,0.28816988031285695,False,0.18405848775409836,False
GO:BP,GO:0034614,cellular response to reactive oxygen species,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:mah]",4,93,16,4,0.25,1.0,0.0006233442418575562,0.014644594906858745,True,GO:0000302;GO:0034599;GO:1901701,24546,0.28816988031285695,False,0.18405848775409836,False
