"gene_symbol","module","kME_own","kME_red","kME_midnightblue","kME_pink","kME_purple","kME_cyan","kME_blue","kME_greenyellow","kME_lightgreen","kME_magenta","kME_lightyellow","kME_lightcyan","kME_turquoise","kME_green","kME_grey60","kME_tan","kME_grey","kME_black","kME_salmon","kME_brown","kME_yellow"
"RACGAP1","brown",0.753850238889448,-0.00357481476767702,-0.253255729304941,-0.0854019479479758,0.0299478122088822,0.270476199121608,0.284998523340631,0.202975098970789,0.284645514989143,0.149458713175095,0.352436538742414,-0.19986461110686,-0.327984629219519,-0.191038543890386,0.000304130947185343,0.335334341615688,0.102674474839374,0.283173425668592,0.337194732810354,0.753850238889448,0.572327194555838
"SGO2","brown",0.753763758346708,-0.0109438972053378,-0.406212757453153,0.216170627420604,0.432898078895833,0.443305324694513,0.639969805964802,0.476205996306597,0.231815745054653,0.11351044580768,0.197134477575026,-0.168366445635374,-0.291259852369876,-0.163447050361441,0.0871517698734896,0.0854420146002751,-0.12183361852696,0.399482789253722,0.122383766532894,0.753763758346708,0.277849371378924
"CCNE2","brown",0.753360244648443,-0.0131674910315039,-0.36914117700064,0.0299475619250799,0.257926607451409,0.716067420026031,0.538322875032762,0.376916523229788,0.180555341892645,0.169618440405508,0.200635476562672,-0.190596127950038,-0.266137464709999,-0.140508937081654,0.0600532837964778,0.157857099137943,-0.115445885226128,0.438511085019455,0.2802446590118,0.753360244648443,0.372118211868256
"KPNA2","brown",0.752173898803458,-0.13963958756587,-0.263820594034635,-0.193168244181928,-0.031243307916207,0.274391888152617,0.229656985323898,0.102170694802593,0.266019115611296,0.0642890407163612,0.359165070583701,-0.14125834946261,-0.234055479589352,-0.0756085905812903,0.0844526371997746,0.374865211979854,0.115837917048615,0.400884074563936,0.46210075483419,0.752173898803458,0.611396487489368
"SAAL1","brown",0.75060120569621,0.0292908916155258,-0.382884529564092,-0.274080183719119,0.0112405522201408,0.267096571583626,0.368869538475983,0.0804273642999506,0.271244038615896,-0.0385155711434317,0.249231630534738,-0.0370115746932736,-0.198869623999468,0.0521934966397174,0.172525700981302,0.455517250351611,0.0863634980491564,0.445471230929796,0.450598395857247,0.75060120569621,0.51473670717575
"DONSON","brown",0.750492085361894,0.00742011074793332,-0.327765928685832,-0.13420187174121,0.199605947226858,0.329300304996024,0.420078437596272,0.121159740436152,0.202200989590191,-0.10785148482725,0.127657973984943,-0.183934274254162,-0.176822440309619,-0.0114463870035396,0.148180139049388,0.404947191449681,0.19209821054961,0.409389554620445,0.395228570750248,0.750492085361894,0.466763221936227
"NUP37","brown",0.750400448901733,0.00169469519277077,-0.287953428062438,-0.171342331674133,-0.0293263780665693,0.372864438809817,0.361126947772025,0.213126109861989,0.262233514634681,0.0936599310405383,0.368558033963202,-0.111450811140086,-0.312822095233176,-0.121082116611161,0.049560515080583,0.369016236578594,-0.011290672953143,0.434583536945885,0.37788039142777,0.750400448901733,0.499384533549018
"SPDL1","brown",0.750140739364288,-0.111341181212218,-0.478389867533006,-0.0429553619007341,0.301946471594189,0.400213362170743,0.585465844489201,0.2398739389306,0.153627816792867,-0.126180850020455,0.0927829434590376,-0.200775152467582,-0.0943487563042603,0.0213170096346845,0.202239910591139,0.240580594675572,0.0262886612080735,0.513869812139292,0.317740768939398,0.750140739364288,0.295910676381496
"EZH2","brown",0.74870651510672,-0.062270040824007,-0.31265288724466,0.047003650621004,0.275573157203316,0.294878091645437,0.374425384408956,0.285318034640776,0.260473307136997,0.140211085247783,0.337123338746043,-0.178984870497318,-0.27926866047652,-0.107459296588956,0.134177817164608,0.265565215523581,0.114242138087967,0.249580521785011,0.266012619685636,0.74870651510672,0.535427988576089
"KIAA1524","brown",0.748381044244827,-0.0761976144673124,-0.469193347498256,0.0524221255004539,0.264681201035072,0.397124274147717,0.56120667932821,0.408521004135875,0.203725800838139,0.122856426721012,0.241356525722689,-0.185969412156945,-0.226633386658519,-0.163932611554858,-0.00758829949798647,0.127848395416354,-0.173446032656756,0.4857084138752,0.262243390441397,0.748381044244827,0.32060422115315
"MRS2","brown",0.745513230410892,0.0977932258633018,-0.449036791884397,-0.0422620485336792,0.208619205459187,0.474299836044231,0.575963903645156,0.348265351241645,0.233444649734935,0.0938394385138216,0.198664494522666,-0.0876450725352839,-0.238712844937369,-0.0643319912804895,0.0945107135960361,0.245806998500762,-0.128660016223507,0.550496713949817,0.334946990469037,0.745513230410892,0.31637373654
"RSRC1","brown",0.745479365299994,-0.0477069628244978,-0.53191098349051,-0.0927166620029228,0.242591657368758,0.407415330181429,0.583858677002611,0.172025662626104,0.176234036882795,-0.17445727761426,0.100321387719139,-0.105836393746289,-0.0974477273359563,0.0833528349234672,0.156107318070109,0.321145862686855,0.0568907100620771,0.537836277275871,0.368507968568592,0.745479365299994,0.290007639873781
"DCUN1D5","brown",0.744617691931732,-0.179176011069149,-0.389957057528068,-0.211201486120754,-0.0102351481407584,0.386050991107948,0.309449073853166,0.0747382178129767,0.289476977584185,0.0253486830507288,0.310146578952118,-0.0706194001761239,-0.120004331369611,0.0515286950217264,0.164957076712482,0.378354514702847,0.0740669536770246,0.390574057532225,0.44008897605663,0.744617691931732,0.57219351468626
"CDC7","brown",0.742483434256025,-0.0602082641377117,-0.463620444994061,-0.0270979589663082,0.325060094421202,0.375374098921502,0.517524703512497,0.158701002476962,0.153925264752558,-0.151184977954023,0.0943053078819051,-0.143643993759372,-0.117578664781726,0.0435965241125725,0.221477930873713,0.312826997109606,0.113492899334155,0.339370038949699,0.272554342689304,0.742483434256025,0.379183611097133
"KIAA0101","brown",0.741750591945838,0.0494107294783643,-0.27016410760752,-0.119985380594329,0.0513651428677729,0.305724797028546,0.324334940508884,0.059624960679849,0.196137937487411,-0.0483438285277402,0.214770201117402,-0.114387773442925,-0.309183814702851,-0.087649988047922,0.0656553560267077,0.422769530751727,0.1227628377308,0.377931684483895,0.365401090253051,0.741750591945838,0.499861611700588
"RRM2","brown",0.741567149367385,0.0334632034475811,-0.290379902658504,-0.0916633218580792,0.114480497244384,0.1884834138689,0.312602063050709,0.171117978405433,0.228892710724433,0.0932036827469234,0.291492270211772,-0.137514344363042,-0.326561701934329,-0.103896631257341,0.0843978125314515,0.372467145260724,0.149786133794498,0.338976460928128,0.380495768583488,0.741567149367385,0.547269356847495
"GRPEL2","brown",0.741493869122803,-0.0990605982954246,-0.476550259861419,-0.0198770529745381,0.317127782850561,0.417514473235577,0.622600619476358,0.364058610108193,0.140635721055416,0.0154124017058136,0.171368714941333,-0.229850476564986,-0.160301241148817,-0.124365979831501,0.0572006349699813,0.194814998737194,-0.0604928318869996,0.407429836643984,0.219592716004268,0.741493869122803,0.276406299785033
"CMSS1","brown",0.740933022333741,-0.241899797222855,-0.252761975002161,-0.0192480550214127,0.0762937738078834,0.551032189236253,0.357247670523265,0.357800435787144,0.318104673902376,0.291308086179603,0.447464834532505,-0.1966220943735,-0.31812386128114,-0.241875733178765,-0.0596619250601291,0.0939011146923946,-0.201246264350899,0.301007697699299,0.207837324172815,0.740933022333741,0.494566916146857
"KIF15","brown",0.740371587212479,0.0381011739742785,-0.261021982172986,0.145431872579784,0.328071362497337,0.415214777381654,0.493696917306031,0.404518091471441,0.218179753265705,0.236520406796158,0.225366875213403,-0.205983052571204,-0.385639882844446,-0.247097530793988,-0.0076177021953636,0.0893444907528245,-0.121946222127172,0.367251691278158,0.168129355978239,0.740371587212479,0.378781731781636
"SLBP","brown",0.739889314474247,-0.0889713654958754,-0.35337087388806,-0.24385638895088,0.0261583513428065,0.410507211094261,0.344349823087644,0.140615720761876,0.160232288686275,0.0192490234126908,0.309752378395467,-0.141244628207295,-0.172911788812823,0.0077078811317261,0.108960749109255,0.385960739868073,0.0694268446672974,0.435968667829239,0.474927925934941,0.739889314474247,0.516505762846963
"NEIL3","brown",0.738251891180481,-0.080056274159068,-0.341701322838671,-0.119184880307985,0.132049295498358,0.355970365745858,0.351364244249229,0.206171834596164,0.215279049333328,0.137355368766945,0.346613169516804,-0.207510681041547,-0.295626639088116,-0.135544234996684,0.052596318940564,0.302996994849393,0.0539225582808808,0.336767423811137,0.379063368058618,0.738251891180481,0.530822110908541
"ECT2","brown",0.737716064885945,-0.00450919076992571,-0.40694794904881,0.0834058264426729,0.338796894715797,0.360214410666071,0.586572511565063,0.318830920752551,0.164509230302425,-0.060672714015936,0.100516186985244,-0.210472295394247,-0.233869151987661,-0.12041952857125,0.0993812021799232,0.168594418386501,0.0284918949769153,0.426695271377953,0.183763051736742,0.737716064885945,0.262418033529816
"CDKN3","brown",0.73723025013476,0.0408840130743642,-0.242238584793743,-0.129730763030171,0.0307328490537043,0.329430757977792,0.34154149531814,0.118069343279303,0.247917889816991,-0.061160099289384,0.261523874100272,-0.118351995263118,-0.30575903407004,-0.079042144746598,0.0692302580331167,0.387797613238727,0.0981042888662345,0.371239528113707,0.303973882382271,0.73723025013476,0.46397899209538
"ARL6IP6","brown",0.737047380577514,0.0623800686079099,-0.504618420959053,-0.00774934354809298,0.303250646829854,0.440210750177607,0.643205822559621,0.323871716260702,0.178004843753884,0.0086566128822692,0.177364820964889,-0.12910425730941,-0.171551632535178,-0.029001673692736,0.0963528128330795,0.307473834404885,0.0134146746264453,0.423654522352494,0.274183370272638,0.737047380577514,0.319201263988375
"POLR1B","brown",0.736422726210372,-0.168137509662973,-0.292184219209487,-0.113842320223078,0.0615900768542394,0.452268017570944,0.329154733536167,0.323363451061506,0.331661877417462,0.28913542476484,0.434794043552234,-0.164635852159882,-0.292713363436869,-0.170560553867407,-0.00940921388524888,0.225820435131485,-0.0853150065609942,0.371664791600303,0.388722423553744,0.736422726210372,0.559457746194057
"FANCD2","brown",0.735897766623473,0.00149067747670133,-0.325788878322636,-0.0920465248648909,0.151669868474429,0.274200104025299,0.28590261957791,0.110678541925241,0.249342280196512,0.059570675821842,0.23101147652262,-0.219719160693695,-0.257227756205182,-0.0987346393691146,0.081964276173332,0.412423715760881,0.223942658608679,0.274382087473155,0.431525184203612,0.735897766623473,0.597589581136344
"HMGB2","brown",0.735507847858547,-0.016743294253619,-0.330549594399338,0.0257154443969497,0.26622884739589,0.426182672866759,0.484548671927228,0.282537345783604,0.142766962384691,0.0547589690752988,0.176547845027276,-0.166046924346233,-0.320471519644892,-0.128694458772108,0.114472082094891,0.198239100366397,-0.035914726932987,0.359814992500516,0.239134309767599,0.735507847858547,0.358095821168092
"NOC3L","brown",0.735037551351164,-0.204018608885044,-0.430511502043,0.040697175620659,0.308461296088471,0.508038497643278,0.598437145914403,0.335729044944774,0.224790137024105,-0.0102334320220952,0.207793843534981,-0.134096060908388,-0.136921795435295,-0.0321676652940667,0.134006541425166,0.168485601493974,-0.0935720347983991,0.388809893975317,0.194826948149958,0.735037551351164,0.315563443641921
"ZWILCH","brown",0.734616001476833,-0.0144308518374754,-0.406737956274454,0.0267895014917067,0.220204897318212,0.34904413994515,0.509280612612125,0.202262425505722,0.191779920115597,-0.125273433708583,0.129299618507719,-0.137483488365797,-0.19402543256001,0.0022900353082792,0.158637094741514,0.327826760323504,0.0430810767908172,0.534565803780017,0.334330006646182,0.734616001476833,0.323301915878151
"CKAP2L","brown",0.73457917919696,-0.0170479201424632,-0.306818139490914,-0.0166752969194583,0.159044923553721,0.367130036940831,0.426147782363771,0.29121535374119,0.210483453348906,0.12510983808774,0.216690756104501,-0.260322136358195,-0.36092444274516,-0.230663047328619,-0.0313779218609089,0.184256251091664,-0.0494852574115946,0.499040155183907,0.316026387102599,0.73457917919696,0.380229651270819
"PDE12","brown",0.733674295998966,0.106176169727608,-0.396180438748702,-0.224896154434012,0.0647317864167478,0.303582149201941,0.398542800680993,0.144918930713079,0.266593527306009,0.000826719969134872,0.231007007352116,-0.0338381375962054,-0.215097759631967,0.0114476356513048,0.0930554538536455,0.42732882581996,0.0470210646811131,0.555800595677651,0.513786710998555,0.733674295998966,0.458116604696574
"C1orf112","brown",0.733000074074111,-0.154643036473833,-0.351605561297801,-0.0607000559266703,0.0542034768106043,0.403116037374823,0.34485891167032,0.353464587740004,0.368523186315504,0.285709758504587,0.424364959811251,-0.216358343710574,-0.212485738169784,-0.179768168471493,-0.00197558851426981,0.198734338525671,-0.132830483923875,0.406732040923442,0.345714282692231,0.733000074074111,0.48306848395694
"GTPBP4","brown",0.732591356756587,-0.239273136442428,-0.369960469479459,0.0292723373606408,0.204280004834062,0.563582071997443,0.488988684870848,0.399204057254033,0.261399683528199,0.202078041633904,0.31259874655521,-0.217453653963119,-0.174725310806126,-0.145131284903545,-0.00249062261665525,0.0918556400319012,-0.158649698902894,0.401913064387658,0.245923356143868,0.732591356756587,0.381860358562914
"RAD18","brown",0.732387470306759,0.0236662124025792,-0.312558153354389,-0.0420537883065222,0.119385992501959,0.478519607453027,0.483143449304499,0.368476891665744,0.145867887194721,0.172627924439209,0.330487089691564,-0.221058804173881,-0.364494939672009,-0.245978415085223,-0.056108462365684,0.140919171704253,-0.139093683393003,0.475286813917825,0.272175306428119,0.732387470306759,0.374875244509152
"CENPK","brown",0.732377396023463,0.084804920119406,-0.383410384114884,0.159697705495576,0.408734757750062,0.40825782559098,0.639853877401024,0.409092313511682,0.144322212988839,0.058456279752984,0.129446120261842,-0.203958540588977,-0.311575505182015,-0.210218384629476,0.0379262173581033,0.123833464016163,-0.0708250360675566,0.383600738786388,0.11165917704842,0.732377396023463,0.242733072927005
"SMC2","brown",0.731134855712177,0.0628103468128464,-0.344114691578637,0.0474774377553973,0.270210346072429,0.457387845034391,0.558700631297236,0.387871358265943,0.212312693754587,0.0573202538850684,0.180924045195124,-0.128740363626922,-0.309244594401916,-0.142845331380854,0.043980454636622,0.146788102957723,-0.145662602217739,0.607716384256846,0.293634987408699,0.731134855712177,0.259942171080902
"NCAPH","brown",0.731009266287018,-0.0231413500094696,-0.161613472600075,-0.241870476140319,-0.0600972008598458,0.203659340745789,0.11555785781755,0.0227791354037023,0.285075666049811,0.140235986882368,0.361348558489652,-0.117896675045087,-0.337396088917352,-0.0939086098399366,0.101794523767778,0.441949371697054,0.225651224567291,0.25351311142119,0.4742842395115,0.731009266287018,0.729428652892811
"GMNN","brown",0.729833478375609,0.191153804734758,-0.239734317532331,-0.0891527258251014,0.120193875792999,0.302427713629019,0.43335209619072,0.168884201992637,0.218705975647544,0.0290804553407091,0.174778765979219,-0.0623434146399499,-0.325893784466053,-0.115940823763261,0.0356842827435656,0.380345266736001,-0.00286356536237311,0.356974211935551,0.278203546881067,0.729833478375609,0.440963463984632
"SEH1L","brown",0.729290207248866,0.115622752910102,-0.500561716467987,-0.329745159295143,0.0153202491846901,0.283424036202213,0.422187801147915,-0.0390851743698843,0.23421152271877,-0.288152323028422,0.0944298497541716,0.00896915749019806,-0.12735789654542,0.179647197642687,0.254944110282897,0.639420629756912,0.261356722690488,0.535614977690367,0.608297076143459,0.729290207248866,0.452582273723352
"APITD1-CORT","brown",0.728937966556721,0.118779366007448,-0.326814626447652,-0.279299101701673,0.0173326454461253,0.326243702392547,0.353777012071452,0.0759277391714115,0.221687890320214,-0.0707094098451728,0.24158934930854,-0.0602141175071214,-0.233897422881278,0.0276936592055446,0.172906591809443,0.571726309579022,0.210589067218311,0.352427228597125,0.466075772281656,0.728937966556721,0.546906786216657
"DCLRE1A","brown",0.728513072107649,-0.0443264036411224,-0.419494015694084,0.010274983870998,0.316900369675325,0.519024334041964,0.615555002046825,0.391268445119154,0.209105141842608,0.06454579351277,0.210993995560948,-0.224561860923554,-0.291371138368482,-0.15765213057563,0.0746815015885983,0.17530271186701,-0.122760378225716,0.477514188811484,0.239770112973806,0.728513072107649,0.288275008368689
"NCAPD3","brown",0.728249810046546,-0.100600875458759,-0.282115161979582,-0.161318434648849,0.0333444470829616,0.294529721894214,0.220002467184602,0.16124668224656,0.29113570067866,0.195878863839997,0.346167176746324,-0.127791889463347,-0.323321861096611,-0.128661435764768,0.0670179700288112,0.292816196953831,0.0633419039275911,0.335316883690214,0.417652685659556,0.728249810046546,0.607216168977323
"TRIP13","brown",0.727869696724717,-0.107263923426528,-0.249133386015073,-0.134966180535657,0.0396936547533487,0.276236947424588,0.188163039478935,0.110935659177566,0.312410966393152,0.119024799473413,0.353498405052097,-0.211602161622555,-0.258242176649208,-0.105836070574656,0.0636849050290418,0.374455220214777,0.201394499924234,0.232033023668554,0.381245614086145,0.727869696724717,0.666143427781118
"C17orf75","brown",0.725669807294432,-0.13846363250646,-0.451454295550424,-0.0708560860213102,0.221970635139988,0.45527502839512,0.544263504836476,0.336694875023353,0.237260297560316,0.127699258196185,0.267728911479186,-0.192635485495573,-0.193707028022544,-0.0928178992891461,0.0886955124186425,0.207745993483268,-0.0869907956243703,0.396737155450249,0.28274168866096,0.725669807294432,0.367220420868415
"ANLN","brown",0.725627638110248,-0.104021844887888,-0.380444060053766,-0.0249155243265005,0.171810150855574,0.398334350296578,0.461683113573358,0.299173805685754,0.224758893379501,0.053906052808644,0.276211763204064,-0.20149745249607,-0.222114344239543,-0.0945542273010867,0.0986581335289151,0.176745348205567,-0.033795322201768,0.577498086970218,0.3508404684522,0.725627638110248,0.329315109751118
"CCDC138","brown",0.725053964148387,-0.117865771629784,-0.347619790382827,-0.113236911390194,0.105119911856244,0.449611833995964,0.417362779513335,0.23614896253778,0.203642919420282,0.158388719146618,0.208993060653844,-0.162554265814012,-0.258638958173906,-0.166298374651943,0.00590740720428612,0.223977645536084,-0.086621563070349,0.36381258583809,0.316017534793083,0.725053964148387,0.453984723628841
"KIF14","brown",0.724632479810628,-0.0174822183707603,-0.404517203900479,0.11915005493947,0.431262095533528,0.301107558348214,0.576216290626162,0.348762709965073,0.266510441279438,-0.0306522870511058,0.135569976202712,-0.224905626197816,-0.206204564388744,-0.101792144787638,0.114568314234996,0.214925991047068,0.131886205720205,0.302152148995198,0.152454744311874,0.724632479810628,0.33422961038093
"LSM5","brown",0.724198199106817,0.0593169161487098,-0.371761351501971,0.0334922372202027,0.185384457639167,0.474843174382675,0.561817189712519,0.45930307774774,0.261415472252672,0.200201014294218,0.335835305909422,-0.134616219338117,-0.29983438069417,-0.185386526520059,-0.0226420947359402,0.18889483161961,-0.156051132623319,0.396807807881398,0.206020326263156,0.724198199106817,0.345328494121126
"PBK","brown",0.723748317528704,0.0614766429176285,-0.274486107119156,-0.126038401393633,0.147743477401433,0.198171045178318,0.425017306652744,0.121946561208395,0.204234111926822,-0.125630690996822,0.150847438760038,-0.0620667566945411,-0.307313963065568,-0.0351707505084052,0.109636295952289,0.422017510787047,0.156673495851596,0.38898184721918,0.309306713621139,0.723748317528704,0.395247005955639
"KNSTRN","brown",0.7233640258967,-0.0402315609987702,-0.216071454411655,-0.290979329782602,-0.0836630639616376,0.228579727913942,0.210444276216839,-0.0643499735331605,0.201747586833899,-0.0751888505801593,0.227422834791206,-0.0917412205477061,-0.242787785446366,0.0166531539688794,0.104965600772384,0.513812524969884,0.215599709402869,0.295552255733402,0.42406639803024,0.7233640258967,0.59977597011334
"WDR43","brown",0.722945007099718,-0.122982545634846,-0.39498041366999,0.0549245610507417,0.338946955262886,0.462611602429813,0.569206072521737,0.397106481913878,0.198005875841976,0.101164994448949,0.220419613852395,-0.222545498240563,-0.276215566372747,-0.160373492978755,0.0350781555101527,0.146986580716607,-0.048006897245078,0.299608448302179,0.209639182250291,0.722945007099718,0.347169140731529
"BRCA1","brown",0.722097650533281,-0.0956771053297565,-0.279753218161118,0.131321479972402,0.321737815783043,0.443341410144115,0.426688447457497,0.416259719758569,0.215858654234494,0.27837505018346,0.355954683947015,-0.234821511838859,-0.340272095236669,-0.255537530022449,0.0154322787835929,0.0868132268780518,-0.0536254861189128,0.212477680639964,0.127207785021149,0.722097650533281,0.469284993950383
"KIF4A","brown",0.722052821168464,-0.109433890521929,-0.228160012278161,-0.0970316759307945,0.030032864023388,0.243146540598665,0.191009838127812,0.267236669796027,0.330675813704133,0.256871224703673,0.642128471985235,-0.225957738122357,-0.299054717014307,-0.175623564713503,0.0246650808225894,0.279309992396647,0.102404214067248,0.221773310835689,0.335684284643333,0.722052821168464,0.64106299849191
"NCAPG2","brown",0.721581289448044,-0.0989618943374878,-0.240203153754224,0.0770726639392246,0.223489073831441,0.358962871690073,0.355357892287948,0.36148411628155,0.241687707383025,0.248208888790478,0.370575706417116,-0.25424510180616,-0.319575918289751,-0.220626175160844,0.00746599274424117,0.147070601312966,-0.0171958500594482,0.31014100301348,0.238074095925716,0.721581289448044,0.481958568530492
"WDR12","brown",0.721324522490132,-0.144208517241865,-0.189817740654092,-0.113968996380113,0.0389799883428191,0.516832927661764,0.344905518025655,0.27801876554166,0.242656566783673,0.245425605393225,0.294037806117666,-0.190243484638063,-0.352215930360259,-0.233432520397118,-0.0517955605179049,0.159719642988672,-0.166713047185198,0.392549465216437,0.292326852972713,0.721324522490132,0.471325497584163
"EXOSC3","brown",0.721242761987374,-0.16002816773231,-0.442842833500422,-0.281556016346694,-0.115165168699119,0.410388286781522,0.284132329131128,0.171654652385727,0.283583103094588,0.119980695949884,0.395853041247528,-0.0913478845171179,-0.135681311565224,0.0461064521387544,0.147325304401519,0.370072512516569,-0.0210940280679749,0.472436342993527,0.547570284832611,0.721242761987374,0.559060886890447
"SKA2","brown",0.720905807951141,-0.0284456868127504,-0.369728642969525,-0.11630079260072,0.189094293248981,0.371969133663872,0.485533506495455,0.138219807138867,0.156145913991718,-0.124821865007746,0.11271723914343,-0.0867988996326011,-0.105514841566758,0.0783951982963447,0.225054542945389,0.341244559487384,0.0683984420888278,0.443721311780611,0.342321442210617,0.720905807951141,0.365078902324372
"SKA1","brown",0.720640023760868,0.0145078565029164,-0.344182238821747,-0.327901911912937,-0.0600586783176116,0.148759449777652,0.242551512655515,-0.0804795001566063,0.235160134301143,-0.151002909618495,0.187326576981448,-0.0600980787841936,-0.218328700218467,0.0715282059182764,0.17678532791852,0.615413822061553,0.314209364570413,0.363307001981695,0.573546114860674,0.720640023760868,0.616080220362758
"ARHGAP11A","brown",0.719735151533321,-0.0101709570831408,-0.380133519308186,-0.172214832157863,0.174961576578047,0.225069499958838,0.417540084142636,0.0735598967447819,0.184647918561112,-0.173550684507188,0.137927752402397,-0.0948046154030205,-0.225542545599595,0.0464178045825499,0.189599854746024,0.449865460419262,0.243564798035747,0.381368810823012,0.399043397733048,0.719735151533321,0.458932729032609
"SLF1","brown",0.71942414225196,0.0263834271238934,-0.499482503164855,-0.00220742601744847,0.368453519470705,0.33805025115853,0.654507008633408,0.247837737471128,0.0984779047789607,-0.188413632105461,0.0758040345024257,-0.0465194109808597,-0.121482384155401,0.102227160330461,0.28118873932721,0.287746644759103,0.0378853830389349,0.49012866963928,0.276808692578398,0.71942414225196,0.243072597234533
"MTF2","brown",0.719102299656351,0.0182414443843927,-0.534648992786382,0.101628160603532,0.431962905129857,0.49645820972361,0.721974375667672,0.376618823351523,0.136207363905113,-0.0129622513181669,0.0253546936054246,-0.101911899499074,-0.14645309743024,-0.00864702606950113,0.151669262581676,0.154913417460087,-0.123448723547017,0.551727122891917,0.228615570426481,0.719102299656351,0.153399990618575
"CACYBP","brown",0.716813398598662,-0.138892442098249,-0.334928758594454,-0.322307465504943,-0.091467085233544,0.409918125658705,0.332307155406948,0.0760750752372223,0.239429676630252,-0.0761318354411339,0.231503913207012,-0.108764107056158,-0.0665890551899218,0.0998060750993964,0.180600304572034,0.409934258692903,0.072824315221678,0.484807875496689,0.497679453839223,0.716813398598662,0.462676485187311
"HJURP","brown",0.716342020511115,-0.0612980846115339,-0.181820526302983,-0.165486985566868,-0.00594769970770994,0.196140142921401,0.161700333088274,0.0739929250486727,0.287501620723281,0.115344317503208,0.311641888517516,-0.210128283289001,-0.356783438637086,-0.135090363069617,0.0859943743178665,0.392421284178837,0.210559166082984,0.229098837884607,0.394845850197218,0.716342020511115,0.653614498763718
"GEMIN2","brown",0.716229712193768,0.0503932249893434,-0.547961341875565,-0.106747047462408,0.228702058343798,0.413122164378869,0.597550610607331,0.12688056813918,0.166297348101805,-0.207839827280434,0.0675832249256034,-0.0734363015795405,-0.122047865621526,0.0652698967925047,0.148802634383865,0.42234662762436,0.096194100892368,0.445655881448298,0.345842050705396,0.716229712193768,0.297244925525468
"TTF2","brown",0.71565382647593,-0.0262362885614572,-0.430535320225589,0.0167337234101113,0.284316127976844,0.351842557701653,0.444432840996542,0.347684281293472,0.19395688345043,0.157741445936405,0.251378613091024,-0.187626661315421,-0.287701213375279,-0.172415875560239,0.0461278006091727,0.173298844264844,-0.0275792621511889,0.378947252685953,0.312840417640182,0.71565382647593,0.383993454472527
"CENPL","brown",0.714166685604951,-0.0359254906372956,-0.39609694795155,-0.235195948852609,-0.085828674045866,0.334443720974684,0.285406379071925,0.125553550805062,0.256742938316827,0.0337828028339393,0.270959111763905,-0.117212359804107,-0.187633344136775,0.00847453140283991,0.116071456917096,0.399975986238825,0.0153779921330085,0.583315567335209,0.59381424404943,0.714166685604951,0.480345505649174
"FAM72A","brown",0.713609251022119,-0.125717931320757,-0.390238990188071,-0.0812630903279213,0.173144937632944,0.352379281797762,0.383491687743082,0.224530357166799,0.227561249246748,-0.00501581437782261,0.290978521253651,-0.173235081680475,-0.143360059358572,-0.0075245751309288,0.131728292398803,0.289173432213876,0.121364798573884,0.336829712372398,0.341219471699522,0.713609251022119,0.435930509947591
"DTL","brown",0.713580137691343,-0.0546094059519401,-0.264834202351415,-0.216251154937467,-0.0366258486047669,0.183125610732239,0.192309454641578,0.037647567483513,0.271068339298269,-0.0132731407660757,0.279309077869685,-0.117108708192017,-0.216198974422018,-0.00405199872616263,0.113939035190432,0.458223739321346,0.224210494911756,0.414770318854601,0.523123489358747,0.713580137691343,0.593016070449351
"SPAG5","brown",0.713570049760379,-0.0427677184707554,-0.167601249266101,-0.0986384817811261,0.0704593621102298,0.21541992528287,0.171679980855255,0.0907723315856121,0.258398215209271,0.169223339217035,0.323149580298077,-0.211404500011108,-0.347089403304794,-0.178910870024207,0.0423216675505748,0.352452403367751,0.212181014229781,0.183562716314595,0.354197722586687,0.713570049760379,0.676622651165271
"LARP4","brown",0.713507542853117,0.05496508217704,-0.547442124213829,0.00130368303766545,0.306356153435207,0.468507634347696,0.681735640502242,0.346508317485048,0.146979456495777,-0.0654652083010823,0.0795172335754603,-0.0747668628110775,-0.18935513396,-0.0400641781600871,0.104283564464686,0.2000753710334,-0.120752023928195,0.651276512052258,0.345559158104935,0.713507542853117,0.164427023491305
"RAD51","brown",0.712818110990877,0.0817977093413336,-0.288744503012408,-0.34564926704394,-0.107314079530895,0.174276097808476,0.15812496065278,-0.105450721686317,0.22027126617035,-0.0812984912968938,0.287740739124968,-0.0943843775131092,-0.245643871072839,0.0323360690267586,0.13758270303951,0.65233406244721,0.365417831328533,0.268268886375764,0.541271019271885,0.712818110990877,0.698091523388424
"CCNB2","brown",0.712588217538277,0.0350298788685921,-0.154061068628067,-0.168489800261963,-0.0465343349426722,0.181198657044701,0.166621102383878,0.0492272440349558,0.243897013750255,0.0803336016073627,0.364397393310034,-0.144819447759312,-0.306125753072616,-0.096138980405128,0.066444894659561,0.447208051467751,0.192832096702106,0.276939611739757,0.39535796795409,0.712588217538277,0.630251427375049
"ASUN","brown",0.711591303298815,-0.106569017938622,-0.431555159408728,0.0429803187662404,0.248845639060182,0.471937547402407,0.568727862603239,0.334783564280695,0.205353333614394,0.0430636915219327,0.198425975037603,-0.148136780418644,-0.236793110819188,-0.117482894858286,0.0694412389820636,0.151052088410239,-0.10974986093728,0.451941167671879,0.232718695909449,0.711591303298815,0.293826656017607
