"sample_n","tumor_n","non_tumoral_n","expression_probe_n","mapped_gene_n","selected_gene_n","target_n","target_present_n","target_selected_n","driver_n","driver_present_n","driver_selected_n","macrophage_marker_n","missing_expression_values_before_impute","source_matrix","platform_annotation"
585,566,19,54675,21755,10000,81,75,41,7,6,5,14,0,"GSE39582_series_matrix.txt.gz","GPL570.annot.gz"
