"Power","SFT.R.sq","slope","truncated.R.sq","mean.k.","median.k.","max.k.","selected","analysis"
1,0.588070914146694,21.025911856897,0.873236124211384,5167.52910038098,5168.07903959663,5596.89809602492,FALSE,"tumor_only"
2,0.431868003076378,8.34642903506769,0.880378293876114,2747.10201431659,2746.58018806896,3238.4959744545,FALSE,"tumor_only"
3,0.241797803961808,3.85245302850289,0.888169763566642,1501.56379145182,1499.66159538789,1942.27062309218,FALSE,"tumor_only"
4,0.0907212028675257,1.67606409237422,0.912094446415237,843.551483997118,837.299050282488,1206.21360296832,FALSE,"tumor_only"
5,0.017282576389235,0.526566804694953,0.940287377833107,486.850181493466,478.612919066318,771.386358189207,FALSE,"tumor_only"
6,0.0738375658467525,-0.916661514216141,0.951380811315079,288.532542783162,279.493315374118,539.067072531853,FALSE,"tumor_only"
7,0.336903111340108,-1.67938694573423,0.972514180055538,175.501995239185,166.370690800299,391.561614855562,FALSE,"tumor_only"
8,0.632351640676728,-2.1570835977044,0.985402942086971,109.494918303865,101.053401686619,297.756822198606,FALSE,"tumor_only"
9,0.796609231332828,-2.40921717563741,0.987011297552525,70.0209230554574,62.5078995957208,236.730712978002,FALSE,"tumor_only"
10,0.866864847271732,-2.42338609916535,0.982109811602701,45.8606436391547,39.3169121283302,192.040754761066,TRUE,"tumor_only"
12,0.927073073097503,-2.30094058797971,0.977962397318685,21.0587850573756,16.1296489687616,131.98047655811,FALSE,"tumor_only"
14,0.948944242502121,-2.16540140295766,0.975616431585696,10.5176877345507,6.96565788668071,94.4019422216109,FALSE,"tumor_only"
16,0.958841491828258,-2.04942259571022,0.977220620313075,5.66351986952276,3.16640905033576,70.8088802846488,FALSE,"tumor_only"
18,0.952934323098008,-1.96567371547283,0.973106635720185,3.258324553411,1.50047146315104,54.9628649463385,FALSE,"tumor_only"
20,0.916015307034125,-1.91329056664801,0.941398673798287,1.98523389602077,0.734094532417712,43.476813814182,FALSE,"tumor_only"
22,0.933258873854694,-1.81880633352665,0.97547837346044,1.27054371633125,0.370704177198517,34.9172325611844,FALSE,"tumor_only"
24,0.93158391950862,-1.74286100999456,0.977435670306384,0.847957682766859,0.192823816888327,28.3977839018948,FALSE,"tumor_only"
26,0.929410052476361,-1.68429371811781,0.977736813655538,0.586479149960376,0.102397297967193,23.3432714958409,FALSE,"tumor_only"
28,0.913631149138205,-1.67697321277732,0.985368199907429,0.418165824084689,0.0556637338112952,19.3660529445382,FALSE,"tumor_only"
30,0.898094843941962,-1.65964681210207,0.981559874258418,0.306044962218524,0.0305825842225022,16.1968333065946,FALSE,"tumor_only"
