"Power","SFT.R.sq","slope","truncated.R.sq","mean.k.","median.k.","max.k.","selected","analysis"
1,0.546650185856977,20.6789318676696,0.885840994953227,5164.53818469959,5166.25632106767,5594.69440850225,FALSE,"all_samples"
2,0.374394448210503,8.00711549187459,0.885486289222902,2747.07136407567,2746.4104454096,3241.14699931889,FALSE,"all_samples"
3,0.196326067219147,3.66158632433525,0.889306501723407,1503.78893791464,1500.88434635046,1947.38786176925,FALSE,"all_samples"
4,0.0742537021300781,1.62302630166097,0.907188855306375,846.656991710675,841.439000376408,1210.67865276507,FALSE,"all_samples"
5,0.021808656629708,0.632875683086983,0.943485559237502,489.952827621408,481.965342064396,774.615898836032,FALSE,"all_samples"
6,0.0317285109770946,-0.620937022048195,0.947896509189548,291.230044665401,282.224936520212,530.339235935834,FALSE,"all_samples"
7,0.266398347097763,-1.54557042167433,0.97150296759126,177.680815436162,169.069386499039,383.312441376664,FALSE,"all_samples"
8,0.562590139479919,-2.05301343313814,0.988740708391707,111.180284551214,103.129323380227,289.070150758094,FALSE,"all_samples"
9,0.741697008737101,-2.3395999382597,0.99191770679055,71.2900903899213,64.1595301230325,228.705201259047,FALSE,"all_samples"
10,0.835602270404615,-2.38543660015659,0.989124834185008,46.8001414227878,40.5542317783898,184.701024850202,TRUE,"all_samples"
12,0.912813516926449,-2.33252608747058,0.985715284163277,21.5583754444873,17.0241831272681,125.914765017909,FALSE,"all_samples"
14,0.943875982585373,-2.23276347994496,0.985435352279916,10.777361979633,7.48975588084076,90.0111218152527,FALSE,"all_samples"
16,0.95657975629439,-2.12892026582001,0.987137163386817,5.79617563681631,3.42270078162984,67.6765929342156,FALSE,"all_samples"
18,0.946671151331319,-2.05504364959352,0.97793410943278,3.32445320818588,1.63705805152172,52.2418504568295,FALSE,"all_samples"
20,0.94464595252812,-1.95482838944614,0.982758480587664,2.0166947348607,0.81378818906045,41.0953574048554,FALSE,"all_samples"
22,0.940828861796234,-1.8632096715554,0.984957477949891,1.2840703718729,0.414252396394795,32.819574856974,FALSE,"all_samples"
24,0.936119533293275,-1.79732769202378,0.985322767603712,0.852359237100439,0.217756898768783,26.5401397291772,FALSE,"all_samples"
26,0.933585161857846,-1.73974256576831,0.988953068003477,0.586401748989634,0.117017023204794,21.6906793488592,FALSE,"all_samples"
28,0.928719870163962,-1.70098379315278,0.98524960967569,0.416053843426627,0.063521996627133,17.8901248372315,FALSE,"all_samples"
30,0.921262259805837,-1.66054549801999,0.981427381723022,0.303170057738601,0.0354253617496275,14.8741779625054,FALSE,"all_samples"
