"gene_symbol","module","kME_own","kME_green","kME_yellow","kME_purple","kME_blue","kME_lightcyan","kME_pink","kME_tan","kME_red","kME_cyan","kME_grey60","kME_magenta","kME_greenyellow","kME_salmon","kME_darkgreen","kME_lightgreen","kME_turquoise","kME_black","kME_lightyellow","kME_royalblue","kME_darkred","kME_midnightblue","kME_brown","kME_grey"
"LPXN","black",0.671416808375837,0.136797401584271,0.222540343223876,-0.0210485595135239,-0.0605550688632824,-0.0692874688608675,-0.0871978400478468,0.00064185533626399,-0.300417264389464,-0.129094392694886,-0.13529546861197,-0.000144259497508045,-0.00321391203217155,0.165189316223528,0.313106924574303,0.486672403572509,0.381360566320061,0.671416808375837,0.430560052317,-0.222780573667017,-0.0760298741078154,-0.161535827069323,-0.133464871779974,0.0470886816353561
"KYNU","black",0.669338608168486,0.134975548968599,0.2491267293315,-0.0199726190694692,0.161598168446888,-0.0046050991291788,-0.169912761378911,-0.0641179445644441,-0.487444767444237,-0.21034403664737,-0.155119921251578,-0.0129239553638583,-0.303384806519643,0.263045332087151,0.311692529744387,0.269103016606753,0.424721980762088,0.669338608168486,0.480873897689496,-0.225370386031745,0.00781458419759592,-0.141179993124664,0.0550155504092759,0.457829480884207
"TIAM1","black",0.66904978544811,0.152944274786058,0.295031827848017,0.00695588376893987,-0.0220514608875303,-0.0292062860679897,-0.0899709581230443,0.051478803807388,-0.400175569147384,-0.167529457540593,-0.199037409707133,0.0106760154118663,-0.0629665900663851,0.250174800172331,0.438856755997593,0.336399607510393,0.496641318473099,0.66904978544811,0.440075942435317,-0.360225860910878,-0.128541541491083,-0.168452327568783,-0.0944811632572894,0.0678687104039758
"EOMES","black",0.668804832916731,0.00911688138867892,0.0720356318469635,-0.157371154672726,-0.0176544233965147,-0.139958779232544,-0.15995434801805,-0.0904119512550176,-0.429100172506508,-0.285995328331519,-0.288547798746336,-0.035703938313279,-0.203698992437448,0.260750302687235,0.353421557925208,0.400104086443774,0.291890779942502,0.668804832916731,0.516524758165262,-0.22256635783754,-0.0737084549572593,-0.0472812427621096,0.0534202777265593,0.248203710595107
"CD209","black",0.668038033461541,0.092807542369072,0.0567581354645757,-0.289708540894901,-0.240260086262076,-0.251709827616234,-0.277670408891511,-0.224423565150499,-0.421353546517306,-0.361908265394138,-0.309194603181464,0.136300098061063,0.0791830621269157,0.242115304149766,0.511342710789468,0.504833085517396,0.353636948074932,0.668038033461541,0.325356286245332,-0.144585531172137,-0.149768979230775,-0.138694066115408,-0.105646955737996,0.0212174527521613
"TNFRSF9","black",0.668020232939873,0.035696565291812,-0.0729752121243985,-0.195923185956436,0.0392989994479153,-0.0609207027380525,-0.210980487299956,-0.236785771592703,-0.211726619434811,-0.217913864426216,-0.169142872001625,-0.183042418346351,-0.270912711945038,0.219163944274943,0.164289800379955,0.370965826217911,0.332085148670768,0.668020232939873,0.488062278453502,-0.148881753546908,0.0184152083012766,-0.0235135497190783,0.171151649138099,0.277039199131157
"RGS18","black",0.667272076024321,0.260488859090264,0.388865627446804,0.117098094409064,0.0301139785555168,0.0709713953643255,-0.0876774229497932,0.0307294494473612,-0.367640821703943,-0.0693004387914443,-0.0769900235049987,0.0694194758403182,0.053259338355652,0.135564270590654,0.352120525042407,0.507535147500857,0.337639088723217,0.667272076024321,0.382582408279582,-0.301314555452903,-0.08054706922785,-0.356469324681184,-0.217452287569173,-0.0303462544406313
"ANKRD44","black",0.666152589494533,0.27444969147124,0.575357113316973,0.336848343830992,0.0166689203053432,0.16223208865283,0.137737164323246,0.310928884582676,-0.293671926747666,0.118895167989114,0.0483589918165186,-0.0153689074060331,0.0505988269706664,0.0159904054123824,0.285603172395445,0.447303880987784,0.474169530582713,0.666152589494533,0.464668348427208,-0.47744643603173,-0.141558226349847,-0.362187578994946,-0.376850039776163,-0.215799073423366
"TREM2","black",0.665484047424664,-0.0353697057989753,-0.112773978313781,-0.320784577435182,-0.223959949169485,-0.171612406474949,-0.266841902018223,-0.228049398332261,-0.361715389704175,-0.281528028003694,-0.335334341280925,-0.143288145106455,-0.280053857125132,0.154512460882885,0.296627708025225,0.148960272374289,0.531205667763087,0.665484047424664,0.413131577154592,-0.0615392563940612,-0.126194367232747,0.0225674333047272,0.0162641360462064,0.265823667422471
"PREX1","black",0.665416146209492,-0.170416741259327,-0.207593201978601,-0.28479487725669,-0.208348264636957,-0.19770320335459,-0.0961242333749465,-0.136070539213269,-0.125769898556828,-0.174966622888235,-0.229770803675521,-0.247461588628797,-0.234583188469833,0.0179473013182914,0.181289264707923,0.365479523091779,0.525240439451619,0.665416146209492,0.383106249619338,-0.0157900391073985,-0.0131967527303961,0.229542055686756,0.0685622320901973,0.159228317419768
"IL12RB1","black",0.665361921170995,0.0610900476067922,-0.0283334876001923,-0.173876182387114,0.0289450135628765,-0.116892602136644,-0.227852492261856,-0.212301732611684,-0.216611549373179,-0.22707554564118,-0.138213134260131,-0.0616862487644978,-0.141354199491213,0.282868371581995,0.254987095711155,0.475879419237056,0.230781326092141,0.665361921170995,0.565835070863421,-0.210965925528416,0.015724734871183,0.020850547768277,0.188298523145053,0.184617390889998
"SH2B3","black",0.664370922872308,0.171262796285674,0.169118338562752,-0.146111723976337,-0.0370159250114871,-0.0815474512808894,-0.262120576768846,-0.0961604040562665,-0.395057761102734,-0.30223435909553,-0.229102781398697,0.000771090240085123,-0.0436514015730159,0.303907370542249,0.437709766706945,0.330598041716744,0.508632422844863,0.664370922872308,0.386482581896288,-0.265665056717476,-0.115937832235995,-0.116347407856292,-0.00688487113838758,0.131703947484274
"JAK3","black",0.664137903741395,-0.227325178658125,-0.16154397227371,-0.190578376449634,-0.0855522521883586,-0.0969861803852489,-0.134764430986682,-0.0746990557380327,-0.0897848786242279,-0.109586259477743,-0.115149409092496,-0.310506014797873,-0.330411740178967,0.0019936885754626,0.103635912325126,0.355436618393936,0.533443577457775,0.664137903741395,0.463335259270136,-0.0536177183310746,0.0245055620647068,0.251960859660511,0.14267666179882,0.243402668836378
"SLAMF1","black",0.663444513215026,0.0944503894769391,0.133410069528574,-0.0647082380850784,-0.0536547189731714,-0.0384200029754668,-0.11284779940732,-0.0760545344662223,-0.236548479649364,-0.143154898948332,-0.131058003123152,0.0536856234055642,0.0716213124425969,0.124916279519436,0.308037585958929,0.703212015503198,0.250113170993442,0.663444513215026,0.421315869497306,-0.175131173176165,0.0204555220206752,-0.16391161570639,-0.0935302220145973,-0.0236456288727398
"KLRC4-KLRK1","black",0.662563058081235,-0.0604502022513412,0.158035805668532,-0.131199837280105,-0.221092616944158,-0.167447532643922,0.00406756929465527,0.0618706582086083,-0.445724928172319,-0.205495238401494,-0.288500068807388,0.100577200691802,0.0456438680963784,0.0830688676347545,0.428054198521001,0.500674997286751,0.238553310484317,0.662563058081235,0.576732849647443,-0.00390829496540604,-0.18735813254419,-0.10226291704563,-0.228612342405045,0.0445160949851913
"CTSC","black",0.662029978169991,0.470377308458113,0.167182404501898,-0.0651474653772859,0.200741089003311,0.0562533608745257,-0.346801109816665,-0.233942656735456,-0.268095035331458,-0.176597566898592,-0.0994565809433245,-0.0330188213594247,-0.106576265322661,0.41397766712925,0.324011084689379,0.416690281414897,0.335673781623127,0.662029978169991,0.4728061282486,-0.329170820729413,0.08918618059561,-0.20347612404144,0.186478479573379,0.170513102539539
"SIRPG","black",0.661211952449607,-0.0353215373305474,-0.0629590988306479,-0.218557553596104,-0.0426069403897882,-0.123139501227592,-0.256558711167417,-0.210412549172903,-0.252623802338083,-0.247338468066389,-0.215823139010831,-0.015171643969148,-0.0760993705815926,0.198596722855417,0.274438822219253,0.559437336862076,0.173597703653214,0.661211952449607,0.515523790375236,-0.0535204749590839,-0.0114494721839621,-0.0104770516154052,0.0982738602965171,0.13460810730676
"C10orf54","black",0.661050092505224,-0.109695392282881,-0.0139425163823071,-0.432308188440961,-0.427291088127717,-0.41595839082235,-0.246711187558767,-0.218400145269647,-0.490956163152506,-0.412771927159893,-0.481825635495155,0.303299015148621,0.123914692293014,0.273866917680727,0.636809621505084,0.46407498586566,0.455223350335754,0.661050092505224,0.408339702269909,0.0445519863114025,-0.188061499526796,0.060793900223894,-0.125377246433278,0.202487098098762
"PSAP","black",0.660919762868733,0.270453807041321,0.0497961183194187,-0.241043157867213,-0.251437211138543,-0.166104031734541,-0.284056423937408,-0.20040888562564,-0.316806422501454,-0.24653996435747,-0.304448663212883,-0.00985707403629018,-0.0923977675031257,0.218357282474311,0.378394984874332,0.328129609019906,0.52409691406489,0.660919762868733,0.35082134016679,-0.172031219684971,-0.101134457708418,-0.0998448505547836,-0.0853397789218256,0.0738327086781651
"SLC2A5","black",0.660598777476307,0.108421538072585,0.0904299084681028,-0.191088311568617,-0.0580878011936396,-0.183794707824598,-0.227570685275409,-0.118032898524837,-0.432538700795204,-0.334567068953861,-0.268898482057372,0.0344200025505684,-0.101689031624115,0.358465933873259,0.456433491149507,0.319051084883213,0.368762333813788,0.660598777476307,0.503183982111897,-0.198521716873665,-0.0799211312826066,-0.0612335512763908,0.0570919074715082,0.244608138103599
"SEC14L1","black",0.660280257096691,0.188612852288926,0.0669796674071029,-0.15143938096355,0.106615624690878,-0.0296748611135706,-0.293093317389637,-0.168144036964697,-0.256375332936592,-0.206472521312798,-0.172363728452124,-0.0685283851654667,-0.192985338842195,0.381503684129652,0.355565069737729,0.382831157019264,0.446838003442235,0.660280257096691,0.435917147637537,-0.298704307066657,0.015133176678606,0.0140078312649396,0.245107727834623,0.323653750601747
"FGL2","black",0.659684621907868,0.225730680948066,0.491832355550096,0.193852707376386,-0.112800107733851,0.054784421483492,0.0652991024447097,0.158166262975917,-0.334335913123521,0.0270047374665968,-0.0672609442008212,0.100437508880237,0.210123268055133,0.0162128314926476,0.376300097399543,0.556554315591109,0.40145529359499,0.659684621907868,0.400252600266274,-0.314992694334341,-0.186591370096777,-0.393363290884794,-0.433330363497284,-0.280975179017381
"APOL2","black",0.65889266986194,-0.0606810182615449,0.0528708848836676,-0.224564754292122,-0.101293318215678,-0.216856688250719,-0.171589623342585,-0.0673402127943674,-0.470085757364309,-0.340343900356133,-0.301999567338922,0.0246843335816442,-0.181802034108482,0.326889853168467,0.435578209739774,0.310681270615473,0.344851076620737,0.65889266986194,0.691536610765543,-0.12777257164314,-0.118116480401857,0.0565966222072454,0.0698938872405507,0.369496006630395
"CXCL9","black",0.658738180638757,0.0954620128939492,0.114826744217055,0.0265576584812093,0.152362547417798,0.0542660654706617,-0.0912337252122615,0.0237927519597245,-0.21473636297433,-0.0220078783702941,-0.0349926311757917,-0.20292996804875,-0.261207015517076,0.122114817666215,0.128057780773613,0.31800130237644,0.313099902452736,0.658738180638757,0.658804276193403,-0.18149372659318,0.053045667245407,-0.0541226345600692,0.0839365497135638,0.188992713590957
"GPR34","black",0.656925923971269,0.349505215474145,0.426194249697142,0.179074471796161,-0.0540833873229688,0.116717984224648,-0.00891488356587097,0.0762284666070712,-0.28455553100637,0.0374617854302066,-0.00629417628803799,0.0444477298616728,0.115488067719075,0.0508456996714952,0.292422345124623,0.473447614335415,0.416664974207631,0.656925923971269,0.33723149283739,-0.284331507907334,-0.127590069769751,-0.429153741715368,-0.348544378568366,-0.243361364571722
"PLD3","black",0.656646882517468,-0.183320802049016,-0.209940648521509,-0.380350546085004,-0.341758053225944,-0.300338612553792,-0.174639825334872,-0.162370299704762,-0.264769893811399,-0.29108636414731,-0.355630871413913,-0.124095907614903,-0.256388654982121,0.077251871294906,0.28254801442637,0.271923460301558,0.553844527879244,0.656646882517468,0.405032409170958,0.0500333784435878,-0.0576370910351366,0.337853492172604,0.0593023061861185,0.240701753560791
"ARHGDIB","black",0.656204300912134,0.172282773213055,0.00942640306913525,-0.1848193428625,-0.0506515766400104,-0.0694519501851238,-0.228199411906103,-0.257294129863232,-0.258219667040257,-0.236018316352115,-0.168438898623338,-0.0141812192736983,-0.0715167501181936,0.15357636973711,0.221693514512454,0.477565226735858,0.375358418908209,0.656204300912134,0.345206021701351,-0.0987287689228005,0.00713473065558747,-0.0840432940121014,0.0145021371276469,0.107242744226165
"HSD11B1","black",0.654714381114405,0.0532550427108596,0.0299729173861916,-0.131709359501504,-0.0524076662733691,-0.0428806418427333,-0.236185482878958,-0.174098894989365,-0.302399130068946,-0.162267968403213,-0.193334575804283,-0.291087102611763,-0.370145836524818,0.103380734986023,0.198605591488544,0.239802362157157,0.603440614823994,0.654714381114405,0.354040044531852,-0.127689592025966,-0.0185145552248355,-0.120791304430228,-0.0039479308481483,0.247116800611597
"NAPSB","black",0.65415079727261,-0.103651021821915,-0.0243100749497487,-0.285164897442242,-0.40791785025411,-0.211083487518146,-0.175051142281142,-0.19713483485876,-0.277643318313628,-0.254934593069791,-0.338597258163742,0.0452904069255476,0.116908880800799,-0.00119083750662407,0.366981742900421,0.582104577604704,0.462957065172734,0.65415079727261,0.301988703364497,0.0472297061291086,-0.181324216112318,-0.0780031994115768,-0.259204089159738,-0.148209600542066
"HS3ST3B1","black",0.65321788274229,0.208124792563843,0.329119562785399,0.0137598312611017,0.056328492184078,-0.0216681107359971,-0.163457509068463,-0.0232099952740825,-0.440332191534901,-0.20937405627611,-0.185771920477882,0.0461303782160731,-0.171202135864978,0.286268630699943,0.399709163994528,0.330759358891376,0.499911573354221,0.65321788274229,0.391100093014522,-0.338052229906709,-0.089069901022199,-0.207907889283798,-0.052738908993169,0.250635925500018
"PRKCH","black",0.652063439671488,0.118734089411179,0.23228754820337,0.0161921212038011,-0.00841488890170416,0.0218529072644026,-0.150565957798208,-0.0223769951851263,-0.319967014286204,-0.0411366311955379,-0.179399112549693,1.43658715449999e-05,-0.107441954793408,0.114430518471821,0.280492222609167,0.416576022542191,0.479060095290046,0.652063439671488,0.396830037771984,-0.219505101966921,-0.125633552373678,-0.140646374725876,-0.108038630096186,0.100161638974934
"PIK3AP1","black",0.651583068355539,0.21522823494365,0.3094467975798,-0.00555011875947374,0.0975001635138208,0.0180652731688397,-0.186847689046735,0.0194913267005021,-0.513661272319258,-0.142063396320234,-0.206610501661611,0.08763349381199,-0.218254665321264,0.310754055824726,0.421177610398812,0.218779106329154,0.353644008772763,0.651583068355539,0.582683223596838,-0.281843488156183,-0.116056734330623,-0.165300443281893,0.00205900612822615,0.369451221254682
"APOC1","black",0.651278168593569,-0.0763674158169667,-0.0826140608057689,-0.178918483036253,-0.143686784211697,0.00206418590722135,-0.14896624823715,-0.114399029037519,-0.209970930762816,-0.130684770427247,-0.200514602334421,-0.30865843570011,-0.325513704258207,0.00713078053351562,0.136381161631443,0.16256850498381,0.552421396526835,0.651278168593569,0.430804065014681,0.00451955356731405,-0.0430809584148265,0.0438760191804502,-0.00530367449177318,0.142040328054919
"CXCL10","black",0.650121504102488,0.126067014177031,0.151254841097765,0.0545061903933925,0.242887107486072,0.102709237555679,-0.106877277304927,0.030925134709223,-0.252502635527232,-0.0418800033587709,-0.0221380018815118,-0.213111982432411,-0.335203914609946,0.184662242387659,0.148337603914656,0.22186520490037,0.330186292972209,0.650121504102488,0.763866311196494,-0.24300800330765,0.0972940640942889,-0.0353851220806756,0.167706086098442,0.317443471562748
"LOC101927933","black",0.649726251006362,0.176791400437276,0.406812984842016,0.167895576074121,0.0562031384996259,0.0527635558879425,0.00773488687272268,0.132925500581876,-0.362809218227961,-0.0383490136660624,-0.0463711675993793,-0.0890901547048991,-0.164771169717241,0.119884984902367,0.286196040958404,0.296069646419496,0.59390532599061,0.649726251006362,0.416589952593938,-0.437838760704562,-0.14838061550668,-0.206601401152401,-0.164345026304264,0.0709931086121734
"ITM2A","black",0.648443021050542,0.259301040923775,0.386349622893887,-0.00822047354745147,-0.130689277868209,-0.0482136650976859,-0.175498075556671,-0.108247977969112,-0.450702639664199,-0.225825309130686,-0.236660528514352,0.245912986681044,0.183873440682568,0.271966618708252,0.516701495837084,0.570617239735104,0.390236121221074,0.648443021050542,0.333899780775861,-0.308585369893399,-0.199704434853445,-0.425896649006347,-0.288386609334399,-0.153371833490198
"LOC374443","black",0.647252538865479,0.228591747227627,0.276138790065717,0.122095245067238,0.0539720631729822,0.0695232651524514,-0.005461642641015,0.0954064943986148,-0.218334044380784,0.024227454805848,-0.00790396028637295,-0.148387032787647,-0.155894009511823,0.115450023961849,0.256643272162718,0.312193411481417,0.478363295051372,0.647252538865479,0.424401010310592,-0.384892568252763,0.0259397359043963,-0.181907428695301,-0.0842839875158639,0.00943411279761027
"FERMT3","black",0.644971416525504,-0.0918140656179692,-0.0114397300603403,-0.301906030296353,-0.308399341073847,-0.317670805181518,-0.212503598677694,-0.199292606578492,-0.410317187764615,-0.311323977923319,-0.420386937047354,0.140544684993759,-0.0380420691832073,0.180819722405415,0.394432112770684,0.424394928601059,0.334682341317531,0.644971416525504,0.362115526245865,0.00744921005417714,-0.161463780171517,0.0326498872829737,-0.110934655005023,0.18239572186824
"LGMN","black",0.644342031704228,0.19134238970035,0.210245975515118,-0.162097429755599,-0.0359174692006461,-0.0963153990583714,-0.223453495046151,-0.132897875168245,-0.500747412988334,-0.348337094512167,-0.288922673262402,0.174286975079546,-0.0875410518063745,0.390207560468905,0.481655501099244,0.286911134403654,0.35057054533811,0.644342031704228,0.557821951135939,-0.254332633227714,-0.0492161993034882,-0.0944493143448886,0.0182937702298035,0.307017894264502
"IL7R","black",0.640399307476353,0.203751037981961,0.271065975357536,0.0433783783895139,0.0280408393863578,0.0309750971852729,-0.0983789464804326,-0.0487833705834849,-0.264874908105535,-0.0419841373587191,-0.0730113388950303,0.0302472190375777,0.00413629968085936,0.117994971078626,0.258681337103225,0.524847828060475,0.374603367923886,0.640399307476353,0.330499562596583,-0.235501985966123,-0.015048664402294,-0.280511405827348,-0.140533466611559,0.0625959165375774
"PVRIG","black",0.639040796269771,-0.117659286289839,-0.113512049697881,-0.379530659433178,-0.333228500429837,-0.286985839801097,-0.177580751660898,-0.224821692759096,-0.340600822105954,-0.373401405149556,-0.372337592149842,0.105636178735327,0.106740866888669,0.118080815096931,0.407320200468304,0.64205207959644,0.171474428976915,0.639040796269771,0.423912455814952,0.0500872010558947,-0.164551463405987,-0.0282265558844519,-0.118348928820506,0.00126024674286951
"CD40","black",0.638885963522298,0.0840461377218234,-0.0380427004275003,-0.168603670666712,0.00137505034628757,-0.0419302561009667,-0.281902878142519,-0.172154331886724,-0.19815130970526,-0.159019210088714,-0.175200382219799,-0.152584881418259,-0.227677782299748,0.19708545145089,0.223510816195399,0.305989025940469,0.400665963467372,0.638885963522298,0.496651170455828,-0.11652703671902,-0.0113358707838673,0.0148439178334113,0.153997752242537,0.228819188742826
"CSF2RA","black",0.638267637170623,0.153140170041125,-0.0544954794951249,-0.200996313053991,-0.143483639735988,-0.108700031929207,-0.215139241537602,-0.232507058541308,-0.176525924414755,-0.143763907031579,-0.125399398632193,-0.140968281724761,-0.138561120546598,0.0963680609442319,0.203927416482818,0.33907607750687,0.43165812190746,0.638267637170623,0.374949267714711,-0.125922679293345,0.0509028023936767,-0.136510853796004,-0.0357457106951755,0.0665286267366888
"PRF1","black",0.63774456060161,0.00335490647363098,-0.0193679523872533,-0.198268939845459,0.0117283020596388,-0.151465115236561,-0.267834122667854,-0.132694686928627,-0.349243511000668,-0.220491930520995,-0.250256762758031,-0.0859277693688393,-0.258294437587362,0.284295929293601,0.334346331490559,0.296935081026916,0.265119067074346,0.63774456060161,0.542406765754907,-0.132911528769098,0.00535025878947333,0.0370568692727265,0.174450068587568,0.367898521350553
"CCL13","black",0.636918113488976,0.0764885509038729,0.0437312166766742,-0.305488507060401,-0.225596687441987,-0.185388754847195,-0.253682440999476,-0.267037095531513,-0.440753006726305,-0.353087730635921,-0.306251402340359,0.153220768942014,0.101171860958049,0.22724809432546,0.539282332233005,0.423989299699299,0.363572785379665,0.636918113488976,0.383038873880371,-0.0900597731069361,-0.141950605030807,-0.194991884430268,-0.110769017458964,0.0816429944790127
"SMAP2","black",0.636385858927602,0.0929568351054958,0.0897316729363408,-0.229497274115947,-0.0601166240504167,-0.202118892728337,-0.288655399622987,-0.12795448390136,-0.41138166955779,-0.355885290074049,-0.314587079641604,0.16588251743188,-0.059393464131858,0.453944666910764,0.505646309791939,0.398099013522447,0.331316348439573,0.636385858927602,0.42483340940159,-0.246549399231067,-0.0449159277854492,0.0733803751611966,0.151556124741162,0.280536900577462
"SLC7A7","black",0.634562935030985,-0.00715317941594866,-0.0425560453885245,-0.186568603430811,-0.00600697461764433,-0.075746130843819,-0.219485596327638,-0.126225468606027,-0.224668482262759,-0.135224552500507,-0.111567180110821,-0.173795942364835,-0.294224998139314,0.153187287827539,0.211506740665862,0.204377790694242,0.510023137445697,0.634562935030985,0.404309703901889,-0.0998238097644589,0.0452310532344716,0.064275556792848,0.125310519280087,0.332682942370505
"IDO1","black",0.633045446812338,0.130661870349102,0.124021197204734,-0.0192516287336616,0.159678685097592,0.0229477252459643,-0.133550965952337,-0.0185418937918145,-0.27527307294693,-0.134498454601951,-0.0798472905125786,-0.087571447726781,-0.185120304427914,0.246345829825988,0.246878403631896,0.370330415780345,0.181704418319958,0.633045446812338,0.720267905398894,-0.256969096870734,0.0338378935326731,-0.0534630267000508,0.14152546356998,0.236477993787683
"RGS10","black",0.632558773544714,0.154149528200695,0.21517331694617,-0.0572729329001463,0.0564135252905682,0.0429351079868415,-0.230074757921399,-0.125369368864718,-0.443084104357653,-0.259335158496237,-0.223230971521163,0.0477826969344641,-0.123982791659877,0.281987180327337,0.403160635092586,0.328811082614416,0.437850891348438,0.632558773544714,0.378989389413314,-0.258807175024534,-0.138384248567513,-0.195625377505561,0.00431591284627575,0.195597584257147
"CCL3L3","black",0.631252185379478,0.108361656485278,0.0198312656366513,-0.180127397181409,0.0693101813685949,-0.118217092719416,-0.257599679788532,-0.155776956598888,-0.360416242595079,-0.238451665101009,-0.192394482914574,-0.0906781627823767,-0.337828019722278,0.295743513053051,0.285705712213453,0.153054301352403,0.433588810751331,0.631252185379478,0.42588706288893,-0.180582526014063,0.0134297903298413,-0.0511852048666619,0.168508397309756,0.479361173667647
"CD83","black",0.629310172162733,-0.0282074471645673,-0.00744455934201422,-0.0647716615042444,0.0299882972083592,0.00574476004479812,-0.0942161445595463,-0.0489866956144885,-0.105665698340456,-0.0242153348819229,-0.0549739136293806,-0.29838213966399,-0.281577968606515,0.0479088065339063,0.0794891120382468,0.272705018358725,0.511499574204681,0.629310172162733,0.349342488158352,-0.128190569175314,0.0629717303308261,-0.00803580588040875,0.0624106089923648,0.177674580247234
"HLA-E","black",0.62896740252187,0.00963145240877921,0.0697470214503013,-0.145782738577175,-0.238376376691634,-0.145703340897198,-0.160718107466567,-0.0349734768656796,-0.274592947673256,-0.0785366526556082,-0.221972805956961,0.0935467020966955,-0.0090803710916774,0.120765661019153,0.409440934910212,0.369750300710366,0.322206565301547,0.62896740252187,0.66955702902632,-0.123107856648204,-0.115825137816113,-0.00962193753205515,-0.104816566792732,0.0623716807982342
"FOLR2","black",0.627970219338383,-0.12001513914954,-0.140262094993467,-0.43498523309141,-0.489384307545709,-0.364542521198191,-0.251247348349042,-0.312326412066299,-0.431563559985704,-0.385161100233645,-0.425423926858736,-0.00300474923289777,-0.0189257828489509,0.016495401670291,0.375497364875245,0.43212211726995,0.445043342516518,0.627970219338383,0.237264225262374,0.174104020440507,-0.245504378047026,-0.112674475800161,-0.261916507642382,-0.00636439786168172
"NPL","black",0.627380351031163,0.368964004342442,0.284457038068295,0.108957818626985,0.1454521868133,0.159619526989649,-0.141470721192464,-0.0625448687438736,-0.256561338227896,0.00126140866932647,-0.0289395189087019,-0.0992545826323429,-0.177702123445703,0.186161337213165,0.202098434126699,0.252222041081296,0.355386510282822,0.627380351031163,0.439221327004192,-0.331823657354913,0.0337600721026158,-0.278053062610987,-0.0401913159128728,0.109124787558952
"LRRK2","black",0.627075884206261,0.0161941434174887,0.220994862350434,0.0229181714338666,-0.182752999231442,-0.0407796307065614,-0.00104271377868146,0.0517732307790586,-0.293247303009928,-0.0626165450160208,-0.113723354540977,-0.154985455977007,-0.095889677200061,-0.0652689211100155,0.245395914077232,0.372624015410383,0.578958843969209,0.627075884206261,0.325870633786477,-0.224313219399324,-0.137041753201594,-0.204727470554962,-0.299830770327374,-0.0938569822943726
"LTB","black",0.624915458441175,-0.125455415386329,-0.171709641311203,-0.360818488941618,-0.357361767015471,-0.195323638868772,-0.154555709828713,-0.297616162465857,-0.204883052692627,-0.26109935650345,-0.324829056981689,0.0169376929239582,0.0835962488333764,0.018309242285621,0.277539814846319,0.590064933708606,0.313934519191565,0.624915458441175,0.341565344232802,0.152179653043823,-0.116983992603875,-0.05462347204935,-0.135124847559545,-0.054374682129866
"FLVCR2","black",0.624002783959804,0.263562430681824,0.280992285104642,-0.123889725028685,-0.110748896344385,-0.0815228715772131,-0.15608368165913,-0.0622842248995104,-0.419052734956478,-0.271803910339948,-0.264796371293891,0.2641905747578,0.250931277240235,0.41742774074049,0.653748364914005,0.366220967269998,0.234842984029518,0.624002783959804,0.478487471169771,-0.340469389168633,-0.189530346660105,-0.222019168781386,-0.114779669822089,-0.0400518492943978
"IKZF3","black",0.623382924334863,0.0282565484364978,0.0468029909258968,-0.244225667885861,-0.165131226464241,-0.131270699001731,-0.207929995233815,-0.176790504847659,-0.383518886704965,-0.364028578030481,-0.321722663810512,0.162288759896925,0.0929266694855318,0.266495084325423,0.471888349328627,0.586946415003556,0.160664103530972,0.623382924334863,0.461977144888959,-0.115097818149314,-0.138127086767008,-0.0857180683629705,-0.0342771083359794,0.0594609872562801
"SCPEP1","black",0.622834879839617,0.175807222259397,0.162276984177671,0.0245060725932145,0.0681559627958204,0.0588268449825081,-0.184810363727957,-0.0285221835200026,-0.152985388141262,-0.0508614372290348,-0.0210125335764002,-0.275980206460271,-0.244567194542514,0.180751127195825,0.19896752762011,0.197760677263145,0.553009201443479,0.622834879839617,0.44051972466707,-0.305030069622891,0.0432540942643782,-0.106844641037306,0.03823047875034,0.0652260760443004
"LOC154761","black",0.621198015266885,-0.0393079364891063,0.0563165215670447,-0.228094617931639,-0.137266430656745,-0.188344751384743,-0.19149070643257,-0.109538611476645,-0.457644120160967,-0.303569808301202,-0.327703752374502,0.113022412606876,-0.144811626174513,0.233066692165582,0.434693388912336,0.288075563777985,0.297629882236841,0.621198015266885,0.528809431087005,-0.172995929600043,-0.131739226604917,0.0264151799016133,-0.00354320090895499,0.35736430406727
"CST7","black",0.620868149680825,-0.044972991859281,-0.114411524049083,-0.274897395917989,-0.190301301050742,-0.151142073918823,-0.26152797368529,-0.231662980198235,-0.186529389883836,-0.165350230328636,-0.229108236718202,-0.11376939591105,-0.104682551836604,0.151902150822625,0.297664175265502,0.393874160451975,0.351572013759336,0.620868149680825,0.416786977544226,-0.0739788173127194,-0.010188646641792,-0.0159908516608292,0.0286554550110371,0.105878644425277
"FLJ32255","black",0.620708064847535,0.0462051574103686,0.168318183865605,-0.14874325110626,-0.0316524835545404,-0.151866942261107,-0.170658767261609,-0.0366917994394463,-0.536887086983483,-0.32712098637904,-0.316641186969459,0.142534229469709,-0.219355126278914,0.307117445602939,0.45463625559645,0.344939766425038,0.33168215543735,0.620708064847535,0.513866993648995,-0.258337604387942,-0.0768636735648325,0.00950004806843613,0.0484939205048819,0.414239983496424
"SP110","black",0.620190257075649,0.143773067125278,0.0869493466273531,-0.130984504056698,-0.126320054385196,-0.0812971398016489,-0.0369979788694374,-0.0406297025467538,-0.269772628252562,-0.166004169425602,-0.226142611008228,0.00120353127562375,-0.071487439106353,0.14551674603415,0.359279270580122,0.334075532515902,0.307889368188637,0.620190257075649,0.757177141661553,-0.164225344534101,-0.0690327707620397,-0.00120087388036897,-0.0457033994927637,0.129505282854206
