variable,chemical_mapping,source_cycles,source_registry_status,source_registry_rows,source_exposure_rows,source_nonmissing_exposure,old_step5_harmonized_rows,old_step5_merge_rows,old_step5_analytic_n,old_step5_status,repaired_universal_frame_rows,repaired_merge_rows,repaired_complete_case_n,repaired_crc_cases,repaired_controls,repaired_status,repaired_beta,repaired_SE,repaired_OR,repaired_CI_low,repaired_CI_high,repaired_P,repaired_design_df,repaired_message,repaired_model,repair_scope
URXP25,"1-methylanthracene;1-methylbenz(a)anthracene;1-methylphenanthrene;11-methylbenzanthracene;12-methylbenzanthracene;2-methylanthracene;2-methylbenz(a)anthracene;2-methylphenanthrene;4-methylbenz(a)anthracene;5-methylbenzanthracene;6-methylbenz(a)anthracene;7-methylbenzanthracene;8-methylbenzanthracene;9,10-Dimethyl-1,2-benzanthracene;9,10-bis(phenylethynyl)anthracene;9,10-dimethylanthracene;9,10-diphenylanthracene;9-ethynylphenanthrene;9-methylanthracene;anthracene;benz(a)anthracene;benzo(c)phenanthrene;perfluorophenanthrene;phenanthrene",2013-2014;2015-2016;2017-2018,ok,9013,9013,8459,17382,0,0,not_estimable,28242,9013,4275,30,4245,ok,0.1396868379709853,0.3016898141936863,1.1499136331785056,0.6262863156594793,2.1113368290306767,0.645585248923222,45,Newton-IRLS converged,CRC ~ log2(URXP25) + age + sex + race + BMI + smoking + PIR + log2(creatinine),isolated URXP25 diagnostic/reanalysis; frozen 29-test screen and BH-FDR unchanged
