variable,step5_OR,step6_rerun_OR,absolute_logOR_difference,step5_P,step5_BH_FDR_29,step5_status,step6_status
LBXPFHS,0.624413716483948,0.6244137164839481,2.2204460492503128e-16,0.0014600806539248,0.0423423389638195,converged_with_warning,converged_with_warning
URXCOP,1.2455067762777354,1.245506776277735,3.33066907387547e-16,0.0033113585227656,0.0480146985801017,ok,ok
