axis_key,exposure_axis,primary_biomarker,biological_matrix,eligible_chemical_count,eligible_chemical_ids,mapping_confidence,primary_OR,primary_CI_low,primary_CI_high,primary_P,F,L,C,H,D,T,A,E,F_note,L_note,C_note,H_note,D_note,T_note,A_note,E_note,timing_max_abs_logOR_delta,tail_max_abs_logOR_delta,robustness_fingerprint,robustness_tier,primary_BH_FDR_29tests,step5_fdr_denominator,sex_interaction_P,coexposure_variable,primary_eligible_chemical_count,primary_eligible_chemical_ids,primary_mapping_confidence,primary_analysis,primary_exposure_variable,primary_status,primary_fit_N,primary_fit_crc_cases,primary_fit_control_n,primary_beta,primary_SE,primary_design_df,primary_PSU_N,primary_strata_N,primary_message,primary_complete_case_n,primary_n_parameters,primary_cases_per_parameter_approx,primary_condition_number_if_available,primary_sparse_cell_warning,primary_extreme_weight_ratio,primary_extreme_weight_warning,primary_singleton_stratum_N,primary_fit_status,primary_warning_message,primary_warning_type,primary_analytic_n,primary_crc_cases,primary_controls
serum_or_blood|LBXPFHS,PFAS exposure axis,LBXPFHS,serum_or_blood,1,C471071,frozen Step 4 mapping,0.6244137164839481,0.47070160007064754,0.8283219969398389,0.001460080653924815,2,2,2,1,2,2,0,1,BH-FDR<0.05,same_direction_all_CI_exclude_1,4/4 same direction,Pinteraction=0.06704,direction_preserved_comparable,direction_preserved_comparable,persistent technical warning or fit failure,32 CRC cases,0.037156652914279074,0.01917043479908061,F2 | L2 | C2 | H1 | D2 | T2 | A0 | E1,Tier B,0.0423423389638195,29,0.24980530212638064,URXCOP,1,C471071,frozen Step 4 mapping,primary,axis_log2,converged_with_warning,5322,32,5290,-0.47094212311905986,0.14136710088713958,62,121,59,Newton-IRLS stopped before tolerance,5322,12,2.6666666666666665,354.17318112601544,,16.831427349600606,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,5322,32,5290
urine|URXCOP,DINP-related exposure axis,URXCOP,urine,3,C012125;C019174;C573544,frozen Step 4 mapping,1.245506776277735,1.0775254462916755,1.4396756337333285,0.0033113585227657213,2,2,2,0,2,2,1,2,BH-FDR<0.05,same_direction_all_CI_exclude_1,6/7 same direction,Pinteraction=0.005981,direction_preserved_comparable,direction_preserved_comparable,localized warning; primary/sensitivity fit otherwise estimable,70 CRC cases,0.015139725326626571,0.04258828299819674,F2 | L2 | C2 | H0 | D2 | T2 | A1 | E2,Robust Tier A,0.0480146985801017,29,0.318259469953225,LBXPFHS,3,C012125;C019174;C573544,frozen Step 4 mapping,primary,axis_log2,ok,9936,70,9866,0.2195424963136761,0.07309672751901108,109,214,105,Newton-IRLS converged,9936,13,5.384615384615385,512.1936302906347,,16.72347552015508,False,0,ok,,none,9936,70,9866
