analysis_category,category,term,description,number_of_genes,number_of_genes_in_background,inputGenes,preferredNames,p_value,fdr,p_value_numeric,fdr_numeric,significant_fdr_lt_0_05
GO_BP,Process,GO:0033993,Response to lipid,36,827,"['9606.ENSP00000219070', '9606.ENSP00000231509', '9606.ENSP00000241052', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000264246', '9606.ENSP00000264657', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000297494', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000332049', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000356954', '9606.ENSP00000358513', '9606.ENSP00000363822', '9606.ENSP00000372295', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000405330', '9606.ENSP00000415743', '9606.ENSP00000419692', '9606.ENSP00000440864', '9606.ENSP00000451828', '9606.ENSP00000454071']","['MMP2', 'NR3C1', 'CAT', 'INHBA', 'CCR7', 'IL1A', 'IL1B', 'CD80', 'STAT3', 'IL18', 'PPARG', 'ACE', 'NOS3', 'IL13', 'CEBPB', 'PPARD', 'PGR', 'CD86', 'NLRP3', 'GATA2', 'SREBF1', 'CCN2', 'CNR1', 'AR', 'GJB2', 'RELA', 'PPARA', 'IL6', 'ADIPOQ', 'TNF', 'ESR1', 'CD36', 'RXRA', 'NR4A1', 'AKT1', 'LDLR']",1.36e-24,1.72e-21,1.36e-24,1.72e-21,True
GO_BP,Process,GO:0062197,Cellular response to chemical stress,25,272,"['9606.ENSP00000212015', '9606.ENSP00000219070', '9606.ENSP00000221130', '9606.ENSP00000241052', '9606.ENSP00000263734', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000295834', '9606.ENSP00000297494', '9606.ENSP00000300134', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000351022', '9606.ENSP00000355231', '9606.ENSP00000358072', '9606.ENSP00000361405', '9606.ENSP00000372295', '9606.ENSP00000377192', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385675', '9606.ENSP00000415743', '9606.ENSP00000416293', '9606.ENSP00000451828', '9606.ENSP00000498466']","['SIRT1', 'MMP2', 'GSR', 'CAT', 'EPAS1', 'TP53', 'PPARG', 'FABP1', 'NOS3', 'STAT6', 'ATF4', 'NLRP3', 'TPM1', 'BECN1', 'ATG5', 'MMP9', 'GJB2', 'G6PD', 'NFE2L2', 'RELA', 'IL6', 'CD36', 'SLC2A1', 'AKT1', 'FAS']",2.66e-24,2.98e-21,2.66e-24,2.98e-21,True
GO_BP,Process,GO:0080134,Regulation of response to stress,43,1373,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000239223', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000265131', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000297494', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000350512', '9606.ENSP00000356954', '9606.ENSP00000358072', '9606.ENSP00000358513', '9606.ENSP00000361405', '9606.ENSP00000363512', '9606.ENSP00000363641', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000405330', '9606.ENSP00000415743', '9606.ENSP00000427514', '9606.ENSP00000451828', '9606.ENSP00000454071', '9606.ENSP00000498466']","['GRN', 'SIRT1', 'IFNG', 'IL4', 'DUSP1', 'CCR7', 'IL1A', 'IL1B', 'TNC', 'TP53', 'IL18', 'PPARG', 'WNT4', 'ACE', 'NOS3', 'IL13', 'CEBPB', 'PPARD', 'ATF4', 'NLRP3', 'COPS5', 'CCN2', 'ATG5', 'CNR1', 'MMP9', 'ALOX5', 'TXN', 'BMP2', 'IL33', 'NFE2L2', 'RELA', 'PPARA', 'IL6', 'CXCR4', 'ADIPOQ', 'TNF', 'AGTR1', 'ESR1', 'CD36', 'CEBPA', 'AKT1', 'LDLR', 'FAS']",2.81e-24,2.98e-21,2.81e-24,2.98e-21,True
GO_BP,Process,GO:0042981,Regulation of apoptotic process,44,1462,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231509', '9606.ENSP00000241052', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000295834', '9606.ENSP00000297185', '9606.ENSP00000297494', '9606.ENSP00000301455', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000336790', '9606.ENSP00000345681', '9606.ENSP00000350512', '9606.ENSP00000355231', '9606.ENSP00000358072', '9606.ENSP00000358513', '9606.ENSP00000361405', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000374455', '9606.ENSP00000377192', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000405330', '9606.ENSP00000440864', '9606.ENSP00000451828', '9606.ENSP00000498466']","['GRN', 'SIRT1', 'TIMP1', 'MMP2', 'IFNG', 'IL4', 'NR3C1', 'CAT', 'INHBA', 'CCR7', 'IL1A', 'IL1B', 'TP53', 'PPARG', 'WNT4', 'ACE', 'FABP1', 'HSPA9', 'NOS3', 'ANGPTL4', 'IL13', 'CEBPB', 'PPARD', 'ATF4', 'GATA2', 'COPS5', 'BECN1', 'ATG5', 'CNR1', 'MMP9', 'AR', 'BMP2', 'SQSTM1', 'G6PD', 'NFE2L2', 'RELA', 'PPARA', 'IL6', 'ADIPOQ', 'TNF', 'ESR1', 'NR4A1', 'AKT1', 'FAS']",3.08e-24,3.02e-21,3.08e-24,3.02e-21,True
GO_BP,Process,GO:0010628,Positive regulation of gene expression,40,1146,"['9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000257940', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000264246', '9606.ENSP00000264657', '9606.ENSP00000265131', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000297494', '9606.ENSP00000300134', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000332049', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000356954', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000405330', '9606.ENSP00000415743', '9606.ENSP00000427514', '9606.ENSP00000451828', '9606.ENSP00000454071']","['SIRT1', 'IFNG', 'IL4', 'IL5', 'INHBA', 'CCR7', 'ZC3H10', 'IL1A', 'IL1B', 'CD80', 'STAT3', 'TNC', 'TP53', 'IL18', 'PPARG', 'NOS3', 'STAT6', 'IL13', 'CEBPB', 'PPARD', 'PGR', 'CD86', 'NR1I2', 'ATF4', 'NLRP3', 'GATA2', 'CCN2', 'AR', 'BMP2', 'IL33', 'NFE2L2', 'RELA', 'IL6', 'ADIPOQ', 'TNF', 'ESR1', 'CD36', 'CEBPA', 'AKT1', 'LDLR']",4.41e-24,4.07e-21,4.41e-24,4.07e-21,True
GO_BP,Process,GO:0006950,Response to stress,61,3358,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000221130', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000241052', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000263734', '9606.ENSP00000264657', '9606.ENSP00000265131', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000295834', '9606.ENSP00000297185', '9606.ENSP00000297494', '9606.ENSP00000300134', '9606.ENSP00000301455', '9606.ENSP00000304592', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000314897', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000351022', '9606.ENSP00000352608', '9606.ENSP00000355231', '9606.ENSP00000356954', '9606.ENSP00000358072', '9606.ENSP00000361405', '9606.ENSP00000363512', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000372295', '9606.ENSP00000374455', '9606.ENSP00000377192', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000415743', '9606.ENSP00000416293', '9606.ENSP00000427514', '9606.ENSP00000451828', '9606.ENSP00000454071', '9606.ENSP00000498466']","['GRN', 'SIRT1', 'TIMP1', 'MMP2', 'GSR', 'IFNG', 'IL4', 'IL5', 'CAT', 'INHBA', 'CCR7', 'IL1A', 'IL1B', 'EPAS1', 'STAT3', 'TNC', 'TP53', 'IL18', 'PPARG', 'WNT4', 'ACE', 'FABP1', 'HSPA9', 'NOS3', 'STAT6', 'ANGPTL4', 'FASN', 'IL13', 'CEBPB', 'PPARD', 'ANGPT2', 'ATF4', 'NLRP3', 'GATA2', 'SREBF1', 'TPM1', 'RYR1', 'BECN1', 'CCN2', 'ATG5', 'MMP9', 'ALOX5', 'BMP2', 'IL33', 'GJB2', 'SQSTM1', 'G6PD', 'NFE2L2', 'RELA', 'PPARA', 'IL6', 'CXCR4', 'ADIPOQ', 'TNF', 'AGTR1', 'CD36', 'SLC2A1', 'CEBPA', 'AKT1', 'LDLR', 'FAS']",5.97e-24,5.2e-21,5.97e-24,5.2e-21,True
GO_BP,Process,GO:0065008,Regulation of biological quality,63,3654,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000219070', '9606.ENSP00000221130', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231509', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000263734', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000292427', '9606.ENSP00000297185', '9606.ENSP00000297494', '9606.ENSP00000300134', '9606.ENSP00000301455', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000330393', '9606.ENSP00000336790', '9606.ENSP00000339787', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000348838', '9606.ENSP00000351022', '9606.ENSP00000352608', '9606.ENSP00000354032', '9606.ENSP00000356954', '9606.ENSP00000358072', '9606.ENSP00000358513', '9606.ENSP00000358903', '9606.ENSP00000363512', '9606.ENSP00000363641', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000374455', '9606.ENSP00000377192', '9606.ENSP00000380252', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000405330', '9606.ENSP00000415743', '9606.ENSP00000416293', '9606.ENSP00000427514', '9606.ENSP00000440864', '9606.ENSP00000451828', '9606.ENSP00000454071', '9606.ENSP00000483300', '9606.ENSP00000494061', '9606.ENSP00000498466', '9606.ENSP00000498939']","['GRN', 'SIRT1', 'MMP2', 'GSR', 'IFNG', 'IL4', 'NR3C1', 'INHBA', 'CCR7', 'IL1A', 'IL1B', 'EPAS1', 'STAT3', 'TP53', 'IL18', 'PPARG', 'WNT4', 'ACE', 'CYP11B1', 'HSPA9', 'NOS3', 'STAT6', 'ANGPTL4', 'IL13', 'CEBPB', 'PPARD', 'LEPR', 'ATF4', 'ACSL4', 'GATA2', 'SREBF1', 'UBE2C', 'TPM1', 'RYR1', 'BSCL2', 'CCN2', 'ATG5', 'CNR1', 'CYP17A1', 'ALOX5', 'TXN', 'AR', 'BMP2', 'SQSTM1', 'G6PD', 'NFE2L2', 'PPARA', 'IL6', 'CXCR4', 'ADIPOQ', 'TNF', 'AGTR1', 'ESR1', 'CD36', 'SLC2A1', 'CEBPA', 'NR4A1', 'AKT1', 'LDLR', 'ACACA', 'MUC2', 'FAS', 'CYP3A4']",8.5e-24,7.01e-21,8.5e-24,7.01e-21,True
GO_BP,Process,GO:0048523,Negative regulation of cellular process,70,4736,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231509', '9606.ENSP00000239223', '9606.ENSP00000241052', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000257940', '9606.ENSP00000262768', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000264246', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000287936', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000295834', '9606.ENSP00000297185', '9606.ENSP00000297494', '9606.ENSP00000300134', '9606.ENSP00000301455', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000314897', '9606.ENSP00000330393', '9606.ENSP00000332049', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000339787', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000350512', '9606.ENSP00000351022', '9606.ENSP00000352608', '9606.ENSP00000352798', '9606.ENSP00000355231', '9606.ENSP00000356954', '9606.ENSP00000358072', '9606.ENSP00000358513', '9606.ENSP00000361405', '9606.ENSP00000363512', '9606.ENSP00000363641', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000374455', '9606.ENSP00000377192', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000405330', '9606.ENSP00000415743', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864', '9606.ENSP00000451828', '9606.ENSP00000454071', '9606.ENSP00000498466']","['GRN', 'SIRT1', 'TIMP1', 'MMP2', 'IFNG', 'IL4', 'NR3C1', 'DUSP1', 'CAT', 'INHBA', 'CCR7', 'ZC3H10', 'TIMP2', 'IL1A', 'IL1B', 'CD80', 'STAT3', 'TP53', 'IL18', 'PPARG', 'HMGCR', 'WNT4', 'ACE', 'FABP1', 'HSPA9', 'NOS3', 'STAT6', 'ANGPTL4', 'IL13', 'CEBPB', 'PPARD', 'ANGPT2', 'LEPR', 'CD86', 'NR1I2', 'ATF4', 'NLRP3', 'ACSL4', 'GATA2', 'SREBF1', 'COPS5', 'TPM1', 'RYR1', 'COL18A1', 'BECN1', 'CCN2', 'ATG5', 'CNR1', 'MMP9', 'ALOX5', 'TXN', 'AR', 'BMP2', 'IL33', 'SQSTM1', 'G6PD', 'NFE2L2', 'RELA', 'PPARA', 'IL6', 'ADIPOQ', 'TNF', 'ESR1', 'CD36', 'RXRA', 'CEBPA', 'NR4A1', 'AKT1', 'LDLR', 'FAS']",1.15e-23,9.06e-21,1.15e-23,9.06e-21,True
GO_BP,Process,GO:2000026,Regulation of multicellular organismal development,42,1389,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000242208', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000264246', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000297185', '9606.ENSP00000297494', '9606.ENSP00000301455', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000314897', '9606.ENSP00000332049', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000356954', '9606.ENSP00000361405', '9606.ENSP00000363512', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000377192', '9606.ENSP00000380252', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000451828', '9606.ENSP00000454071']","['GRN', 'SIRT1', 'IFNG', 'IL4', 'IL5', 'INHBA', 'IL1A', 'IL1B', 'CD80', 'STAT3', 'TP53', 'IL18', 'PPARG', 'WNT4', 'ACE', 'HSPA9', 'NOS3', 'ANGPTL4', 'IL13', 'CEBPB', 'PPARD', 'ANGPT2', 'CD86', 'ATF4', 'NLRP3', 'GATA2', 'CCN2', 'MMP9', 'ALOX5', 'BMP2', 'IL33', 'G6PD', 'NFE2L2', 'PPARA', 'IL6', 'CXCR4', 'ADIPOQ', 'TNF', 'RXRA', 'CEBPA', 'AKT1', 'LDLR']",4.5e-23,3.36e-20,4.5e-23,3.36e-20,True
GO_BP,Process,GO:0042127,Regulation of cell population proliferation,45,1669,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000239223', '9606.ENSP00000242208', '9606.ENSP00000261170', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000264246', '9606.ENSP00000264657', '9606.ENSP00000265131', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000297494', '9606.ENSP00000300134', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000332049', '9606.ENSP00000345681', '9606.ENSP00000351022', '9606.ENSP00000352798', '9606.ENSP00000355231', '9606.ENSP00000356954', '9606.ENSP00000361405', '9606.ENSP00000363512', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000384273', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000405330', '9606.ENSP00000427514', '9606.ENSP00000440864', '9606.ENSP00000451828']","['GRN', 'SIRT1', 'TIMP1', 'MMP2', 'IFNG', 'IL4', 'IL5', 'DUSP1', 'INHBA', 'GUCY2C', 'IL1A', 'IL1B', 'CD80', 'STAT3', 'TNC', 'TP53', 'IL18', 'PPARG', 'ACE', 'NOS3', 'STAT6', 'IL13', 'CEBPB', 'PPARD', 'PGR', 'CD86', 'GATA2', 'TPM1', 'COL18A1', 'BECN1', 'CCN2', 'MMP9', 'ALOX5', 'AR', 'BMP2', 'IL33', 'RELA', 'IL6', 'ADIPOQ', 'TNF', 'AGTR1', 'ESR1', 'CEBPA', 'NR4A1', 'AKT1']",5.9e-23,4.2e-20,5.9e-23,4.2e-20,True
GO_BP,Process,GO:0070482,Response to oxygen levels,25,318,"['9606.ENSP00000212015', '9606.ENSP00000219070', '9606.ENSP00000241052', '9606.ENSP00000263339', '9606.ENSP00000263734', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000295834', '9606.ENSP00000301455', '9606.ENSP00000310928', '9606.ENSP00000314897', '9606.ENSP00000336790', '9606.ENSP00000352608', '9606.ENSP00000355231', '9606.ENSP00000356954', '9606.ENSP00000368104', '9606.ENSP00000380252', '9606.ENSP00000385523', '9606.ENSP00000386884', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000416293', '9606.ENSP00000451828', '9606.ENSP00000498466']","['SIRT1', 'MMP2', 'CAT', 'IL1A', 'EPAS1', 'TP53', 'PPARG', 'ACE', 'FABP1', 'ANGPTL4', 'PPARD', 'ANGPT2', 'ATF4', 'RYR1', 'BECN1', 'CCN2', 'BMP2', 'NFE2L2', 'PPARA', 'CXCR4', 'ADIPOQ', 'TNF', 'SLC2A1', 'AKT1', 'FAS']",9.57e-23,6.52e-20,9.57e-23,6.52e-20,True
GO_BP,Process,GO:0009893,Positive regulation of metabolic process,63,3847,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000231509', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000257940', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000263734', '9606.ENSP00000264246', '9606.ENSP00000264657', '9606.ENSP00000265131', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000295834', '9606.ENSP00000297494', '9606.ENSP00000300134', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000330393', '9606.ENSP00000332049', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000348838', '9606.ENSP00000350512', '9606.ENSP00000354032', '9606.ENSP00000355231', '9606.ENSP00000356954', '9606.ENSP00000360293', '9606.ENSP00000361405', '9606.ENSP00000363641', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000372191', '9606.ENSP00000374455', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000405330', '9606.ENSP00000415743', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864', '9606.ENSP00000451828', '9606.ENSP00000454071', '9606.ENSP00000498466']","['GRN', 'SIRT1', 'IFNG', 'IL4', 'IL5', 'NR3C1', 'INHBA', 'CCR7', 'ZC3H10', 'IL1A', 'IL1B', 'EPAS1', 'CD80', 'STAT3', 'TNC', 'TP53', 'IL18', 'PPARG', 'WNT4', 'ACE', 'FABP1', 'NOS3', 'STAT6', 'IL13', 'CEBPB', 'PPARD', 'PGR', 'LEPR', 'CD86', 'NR1I2', 'ATF4', 'NLRP3', 'GATA2', 'SREBF1', 'UBE2C', 'COPS5', 'BSCL2', 'BECN1', 'CCN2', 'SORBS1', 'MMP9', 'TXN', 'AR', 'BMP2', 'IL33', 'SIRT3', 'SQSTM1', 'NFE2L2', 'RELA', 'PPARA', 'IL6', 'CXCR4', 'ADIPOQ', 'TNF', 'AGTR1', 'ESR1', 'CD36', 'RXRA', 'CEBPA', 'NR4A1', 'AKT1', 'LDLR', 'FAS']",1.43e-22,9.36e-20,1.43e-22,9.36e-20,True
GO_BP,Process,GO:0050727,Regulation of inflammatory response,26,371,"['9606.ENSP00000053867', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000246657', '9606.ENSP00000263341', '9606.ENSP00000265131', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000337383', '9606.ENSP00000358513', '9606.ENSP00000361405', '9606.ENSP00000363512', '9606.ENSP00000370842', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000405330', '9606.ENSP00000427514', '9606.ENSP00000454071']","['GRN', 'IFNG', 'IL4', 'CCR7', 'IL1B', 'TNC', 'IL18', 'PPARG', 'ACE', 'IL13', 'CEBPB', 'PPARD', 'NLRP3', 'CNR1', 'MMP9', 'ALOX5', 'IL33', 'RELA', 'PPARA', 'IL6', 'ADIPOQ', 'TNF', 'AGTR1', 'ESR1', 'CEBPA', 'LDLR']",1.82e-22,1.14e-19,1.82e-22,1.14e-19,True
