analysis_category,category,term,description,reduced_rank,fdr,fdr_numeric,p_value,gene_symbol,string_id,hub_rank,degree,membership_basis
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,TIMP1,9606.ENSP00000218388,33,10,significant nonredundant STRING representative terms
GO_CC,Component,GO:0009897,External side of plasma membrane,4.0,0.0002,0.0002,5.32e-07,CCR7,9606.ENSP00000246657,34,10,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,IL33,9606.ENSP00000370842,35,9,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,NLRP3,9606.ENSP00000337383,36,8,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,SQSTM1,9606.ENSP00000374455,38,7,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,BECN1,9606.ENSP00000355231,39,7,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,HMGCR,9606.ENSP00000287936,41,7,significant nonredundant STRING representative terms
GO_CC,Component,GO:0009897,External side of plasma membrane,4.0,0.0002,0.0002,5.32e-07,LEPR,9606.ENSP00000330393,43,7,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,CCN2,9606.ENSP00000356954,44,7,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,NOS3,9606.ENSP00000297494,45,7,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,ACLY,9606.ENSP00000466259,46,6,significant nonredundant STRING representative terms
GO_CC,Component,GO:0009897,External side of plasma membrane,4.0,0.0002,0.0002,5.32e-07,ACE,9606.ENSP00000290866,48,6,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,ACE,9606.ENSP00000290866,48,6,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,NR4A1,9606.ENSP00000440864,50,5,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,SLC2A1,9606.ENSP00000416293,53,4,significant nonredundant STRING representative terms
GO_CC,Component,GO:0009897,External side of plasma membrane,4.0,0.0002,0.0002,5.32e-07,FAS,9606.ENSP00000498466,54,4,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,TIMP2,9606.ENSP00000262768,56,3,significant nonredundant STRING representative terms
GO_CC,Component,GO:0009897,External side of plasma membrane,4.0,0.0002,0.0002,5.32e-07,GSR,9606.ENSP00000221130,57,3,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,CYP17A1,9606.ENSP00000358903,59,3,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,CYP3A4,9606.ENSP00000498939,61,2,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,COPS5,9606.ENSP00000350512,64,2,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,ACSL4,9606.ENSP00000339787,72,1,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,CYP11B1,9606.ENSP00000292427,73,1,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,ALOX5,9606.ENSP00000363512,76,1,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,BSCL2,9606.ENSP00000354032,80,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,CAT,9606.ENSP00000241052,81,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,GRN,9606.ENSP00000053867,84,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,GUCY2C,9606.ENSP00000261170,85,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0009897,External side of plasma membrane,4.0,0.0002,0.0002,5.32e-07,LDLR,9606.ENSP00000454071,87,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,LDLR,9606.ENSP00000454071,87,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,MUC2,9606.ENSP00000494061,89,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,RBFOX1,9606.ENSP00000391269,90,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,RYR1,9606.ENSP00000352608,91,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,SLC2A3,9606.ENSP00000075120,92,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,TNC,9606.ENSP00000265131,94,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,WNT4,9606.ENSP00000290167,96,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0045121,Membrane raft,5.0,0.0119,0.0119,0.0002,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
GO_CC,Component,GO:0045121,Membrane raft,5.0,0.0119,0.0119,0.0002,CD36,9606.ENSP00000415743,23,13,significant nonredundant STRING representative terms
GO_CC,Component,GO:0045121,Membrane raft,5.0,0.0119,0.0119,0.0002,STAT6,9606.ENSP00000300134,27,12,significant nonredundant STRING representative terms
GO_CC,Component,GO:0045121,Membrane raft,5.0,0.0119,0.0119,0.0002,NOS3,9606.ENSP00000297494,45,7,significant nonredundant STRING representative terms
GO_CC,Component,GO:0045121,Membrane raft,5.0,0.0119,0.0119,0.0002,SLC2A1,9606.ENSP00000416293,53,4,significant nonredundant STRING representative terms
GO_CC,Component,GO:0045121,Membrane raft,5.0,0.0119,0.0119,0.0002,FAS,9606.ENSP00000498466,54,4,significant nonredundant STRING representative terms
GO_CC,Component,GO:0045121,Membrane raft,5.0,0.0119,0.0119,0.0002,CNR1,9606.ENSP00000358513,82,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0045121,Membrane raft,5.0,0.0119,0.0119,0.0002,SORBS1,9606.ENSP00000360293,93,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,PPARG,9606.ENSP00000287820,7,23,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,ESR1,9606.ENSP00000405330,14,17,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,SREBF1,9606.ENSP00000348069,19,14,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,IL18,9606.ENSP00000280357,20,13,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,NFE2L2,9606.ENSP00000380252,24,13,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,STAT6,9606.ENSP00000300134,27,12,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,NR3C1,9606.ENSP00000231509,29,11,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,RXRA,9606.ENSP00000419692,30,10,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,FASN,9606.ENSP00000304592,32,10,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,NLRP3,9606.ENSP00000337383,36,8,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,AR,9606.ENSP00000363822,37,8,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,SQSTM1,9606.ENSP00000374455,38,7,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,BECN1,9606.ENSP00000355231,39,7,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,ACACA,9606.ENSP00000483300,40,7,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,TXN,9606.ENSP00000363641,42,7,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,CCN2,9606.ENSP00000356954,44,7,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,NOS3,9606.ENSP00000297494,45,7,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,ACLY,9606.ENSP00000466259,46,6,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,PGR,9606.ENSP00000325120,47,6,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,ATG5,9606.ENSP00000358072,49,5,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,NR4A1,9606.ENSP00000440864,50,5,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,G6PD,9606.ENSP00000377192,51,4,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,SLC2A1,9606.ENSP00000416293,53,4,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,FAS,9606.ENSP00000498466,54,4,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,EPAS1,9606.ENSP00000263734,55,4,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,GSR,9606.ENSP00000221130,57,3,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,FABP1,9606.ENSP00000295834,62,2,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,COPS5,9606.ENSP00000350512,64,2,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,FDPS,9606.ENSP00000349078,66,2,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,UBE2C,9606.ENSP00000348838,75,1,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,ALOX5,9606.ENSP00000363512,76,1,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,CAT,9606.ENSP00000241052,81,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,GJB2,9606.ENSP00000372295,83,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,SORBS1,9606.ENSP00000360293,93,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,TPM1,9606.ENSP00000351022,95,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,NR3C1,9606.ENSP00000231509,29,11,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,RXRA,9606.ENSP00000419692,30,10,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,MMP2,9606.ENSP00000219070,31,10,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,CCR7,9606.ENSP00000246657,34,10,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,SQSTM1,9606.ENSP00000374455,38,7,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,BECN1,9606.ENSP00000355231,39,7,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,ACACA,9606.ENSP00000483300,40,7,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,PGR,9606.ENSP00000325120,47,6,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,NR4A1,9606.ENSP00000440864,50,5,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,GSR,9606.ENSP00000221130,57,3,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,HSPA9,9606.ENSP00000297185,68,2,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,ACSL4,9606.ENSP00000339787,72,1,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,CYP11B1,9606.ENSP00000292427,73,1,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,SIRT3,9606.ENSP00000372191,78,1,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,CAT,9606.ENSP00000241052,81,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,CNR1,9606.ENSP00000358513,82,0,significant nonredundant STRING representative terms
GO_CC,Component,GO:0097413,Lewy body,8.0,0.0365,0.0365,0.00082,SQSTM1,9606.ENSP00000374455,38,7,significant nonredundant STRING representative terms
GO_CC,Component,GO:0097413,Lewy body,8.0,0.0365,0.0365,0.00082,ATF4,9606.ENSP00000336790,58,3,significant nonredundant STRING representative terms
GO_CC,Component,GO:0034399,Nuclear periphery,9.0,0.0389,0.0389,0.00095,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
GO_CC,Component,GO:0034399,Nuclear periphery,9.0,0.0389,0.0389,0.00095,CEBPB,9606.ENSP00000305422,17,15,significant nonredundant STRING representative terms
GO_CC,Component,GO:0034399,Nuclear periphery,9.0,0.0389,0.0389,0.00095,ATF4,9606.ENSP00000336790,58,3,significant nonredundant STRING representative terms
GO_CC,Component,GO:0034399,Nuclear periphery,9.0,0.0389,0.0389,0.00095,ALOX5,9606.ENSP00000363512,76,1,significant nonredundant STRING representative terms
GO_CC,Component,GO:0034399,Nuclear periphery,9.0,0.0389,0.0389,0.00095,SORBS1,9606.ENSP00000360293,93,0,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,PPARG,9606.ENSP00000287820,7,23,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,MMP9,9606.ENSP00000361405,8,21,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,IFNG,9606.ENSP00000229135,9,20,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,IL13,9606.ENSP00000304915,13,17,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,ESR1,9606.ENSP00000405330,14,17,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,PPARA,9606.ENSP00000385523,16,16,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,CEBPB,9606.ENSP00000305422,17,15,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,ADIPOQ,9606.ENSP00000389814,18,15,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,SREBF1,9606.ENSP00000348069,19,14,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,IL18,9606.ENSP00000280357,20,13,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,CD36,9606.ENSP00000415743,23,13,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,NFE2L2,9606.ENSP00000380252,24,13,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,IL5,9606.ENSP00000231454,25,12,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,CEBPA,9606.ENSP00000427514,26,12,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,STAT6,9606.ENSP00000300134,27,12,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,CXCR4,9606.ENSP00000386884,28,12,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,NR3C1,9606.ENSP00000231509,29,11,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,RXRA,9606.ENSP00000419692,30,10,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,MMP2,9606.ENSP00000219070,31,10,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,FASN,9606.ENSP00000304592,32,10,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,TIMP1,9606.ENSP00000218388,33,10,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,CCR7,9606.ENSP00000246657,34,10,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,IL33,9606.ENSP00000370842,35,9,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,NLRP3,9606.ENSP00000337383,36,8,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,AR,9606.ENSP00000363822,37,8,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,SQSTM1,9606.ENSP00000374455,38,7,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,BECN1,9606.ENSP00000355231,39,7,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,ACACA,9606.ENSP00000483300,40,7,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,TXN,9606.ENSP00000363641,42,7,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,LEPR,9606.ENSP00000330393,43,7,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,CCN2,9606.ENSP00000356954,44,7,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,NOS3,9606.ENSP00000297494,45,7,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,PGR,9606.ENSP00000325120,47,6,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,ACE,9606.ENSP00000290866,48,6,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,NR4A1,9606.ENSP00000440864,50,5,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,G6PD,9606.ENSP00000377192,51,4,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,PPARD,9606.ENSP00000310928,52,4,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,SLC2A1,9606.ENSP00000416293,53,4,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,FAS,9606.ENSP00000498466,54,4,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,EPAS1,9606.ENSP00000263734,55,4,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,TIMP2,9606.ENSP00000262768,56,3,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,ATF4,9606.ENSP00000336790,58,3,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,NR1I2,9606.ENSP00000336528,60,2,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,CYP3A4,9606.ENSP00000498939,61,2,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,COPS5,9606.ENSP00000350512,64,2,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,AGTR1,9606.ENSP00000398832,65,2,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,ANGPTL4,9606.ENSP00000301455,67,2,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,HSPA9,9606.ENSP00000297185,68,2,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,GATA2,9606.ENSP00000345681,69,2,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,BMP2,9606.ENSP00000368104,70,2,significant nonredundant STRING representative terms
