cluster,n_samples,occupancy,time_min_ns,time_max_ns,medoid_time_ns
1,275,0.9166666666666666,70.01000020872821,99.91000029787224,70.01000020872821
2,23,0.07666666666666666,85.21000025404558,96.51000028773547,85.51000025494
3,1,0.0033333333333333335,73.410000218865,73.410000218865,73.410000218865
4,1,0.0033333333333333335,96.21000028684104,96.21000028684104,96.21000028684104
