outcome_id,primary_interaction_beta,creatinine_adjusted_beta,creatinine_adjusted_p,loco_successful_n,loco_min_beta,loco_max_beta,loco_sign_reversals,winsorized_beta,upper_1pct_deleted_beta,above_lod_beta,cycle_heterogeneity_p,cycle_heterogeneity_status,loco_beta_by_cycle
obesity,0.0497636299484352,0.0497636299484352,0.105000163682483,10,0.0317392520509625,0.0704139094900369,0,0.0498722214902251,0.0535236151846116,0.0419377481471099,0.1612349872972077,ok,1999-2000=0.044816091;2001-2002=0.031739252;2003-2004=0.047241343;2005-2006=0.041557548;2007-2008=0.053847231;2009-2010=0.068000938;2011-2012=0.068172236;2013-2014=0.070413909;2015-2016=0.037884636;2017-2018=0.032198511
myocardial_infarction,0.0695609185703889,0.0695609185703889,0.3052515137670243,10,0.0190876188794038,0.1069685684597597,0,0.0707244369361001,0.0540114528385917,0.0826571303916058,0.0090971970719647,ok,1999-2000=0.095093415;2001-2002=0.087013753;2003-2004=0.077354852;2005-2006=0.106968568;2007-2008=0.070515234;2009-2010=0.019087619;2011-2012=0.048515554;2013-2014=0.082917247;2015-2016=0.062546888;2017-2018=0.046534490
