donor_id,condition,analysis_group,n_cells,pseudobulk_score,cell_global_sensitivity_mean,eligible_ge_10,eligible_ge_20,eligible_ge_30
KUL01,border,B_cells,11,-0.28119960533562616,-0.13193788946453047,True,False,False
KUL01,border,C1QC_like_TAM,11,-0.20763726235700233,0.02228923026567611,True,False,False
KUL01,border,FCN1_inflammatory_monocyte_like,144,0.04632895412336946,0.19919217675392215,True,True,True
KUL01,border,SPP1_like_TAM,190,0.13946976463599595,0.34551815878221354,True,True,True
KUL01,border,T_cells,393,-0.3573770893203024,-0.15723238720825627,True,True,True
KUL01,border,border_epithelial,1102,0.24222577222433092,0.09051619866546795,True,True,True
KUL01,border,endothelial_like,112,-0.3027096356340877,-0.09763413714778378,True,True,True
KUL01,border,enteric_glial_like,4,-0.21310533382300392,-0.10651156185215328,False,False,False
KUL01,border,fibroblast_like,92,0.6669206467683999,0.3914416528053633,True,True,True
KUL01,border,mast_cells,6,0.8165792728022613,0.9072231822946216,False,False,False
KUL01,border,other_myeloid,2,0.543903871665693,0.17615485981259832,False,False,False
KUL01,border,pericyte_like,28,-0.33915319335530575,-0.14259874272878534,True,True,False
KUL01,border,resident_like,2,-0.5490359187105369,-0.23194768028958473,False,False,False
KUL01,border,smooth_muscle_like,32,-0.12311413043654233,-0.08475379317799245,True,True,True
KUL01,normal,B_cells,362,-0.4263397956725827,-0.17578825549340388,True,True,True
KUL01,normal,C1QC_like_TAM,69,0.16786457781024672,0.27254107435872577,True,True,True
KUL01,normal,FCN1_inflammatory_monocyte_like,122,0.02967739169265419,0.2072014204106782,True,True,True
KUL01,normal,SPP1_like_TAM,1,1.9970351427997108,1.3508567668770575,False,False,False
KUL01,normal,T_cells,231,-0.32929310622103436,-0.1474260674684495,True,True,True
KUL01,normal,endothelial_like,69,-0.3073621044474021,-0.11767371554399615,True,True,True
KUL01,normal,enteric_glial_like,40,-0.2595505226954966,0.029022002875347654,True,True,True
KUL01,normal,fibroblast_like,701,0.6777094620283688,0.2571790785868279,True,True,True
KUL01,normal,mast_cells,14,-0.21719972607013868,0.05281819284946882,True,False,False
KUL01,normal,normal_epithelial,172,-0.023490090474041537,0.03788256542977795,True,True,True
KUL01,normal,other_myeloid,7,-0.06507462813730411,0.12803105097364917,False,False,False
KUL01,normal,pericyte_like,13,0.03351190752082988,0.02196297065279302,True,False,False
KUL01,normal,resident_like,148,-0.20056736505815528,0.034277157611101776,True,True,True
KUL01,normal,smooth_muscle_like,63,-0.14503963641945034,-0.01362755219946406,True,True,True
KUL01,tumor,B_cells,15,-0.1951205625609101,-0.03252785748245216,True,False,False
KUL01,tumor,C1QC_like_TAM,16,-0.22685686706671224,0.04342602344670389,True,False,False
KUL01,tumor,FCN1_inflammatory_monocyte_like,161,0.09525108770620565,0.24184367231564224,True,True,True
KUL01,tumor,SPP1_like_TAM,156,0.2041652819263912,0.4107504409644176,True,True,True
KUL01,tumor,T_cells,306,-0.3211351789479243,-0.13961022711333074,True,True,True
KUL01,tumor,endothelial_like,101,-0.09141622882829267,0.02140491349263483,True,True,True
KUL01,tumor,enteric_glial_like,4,-0.07214933330964786,0.2649485667496491,False,False,False
KUL01,tumor,fibroblast_like,311,0.9927994653694772,0.5228521986915677,True,True,True
KUL01,tumor,mast_cells,8,0.5656752582110798,0.6822869017388641,False,False,False
KUL01,tumor,other_myeloid,6,0.21299123209191356,0.3351728280535797,False,False,False
KUL01,tumor,pericyte_like,37,-0.17582830430371407,-0.028716039318497432,True,True,True
KUL01,tumor,resident_like,7,0.20600953779209702,0.3409315617555482,False,False,False
KUL01,tumor,smooth_muscle_like,64,-0.060474265296824134,-0.03900020852476636,True,True,True
KUL01,tumor,tumor_epithelial,730,0.07152963512951205,0.029499975407281782,True,True,True
KUL19,border,B_cells,1011,-0.37361981310158565,-0.1533222458699493,True,True,True
KUL19,border,C1QC_like_TAM,53,0.16766266842544547,0.28177063917434164,True,True,True
KUL19,border,FCN1_inflammatory_monocyte_like,32,-0.028663606268936676,0.10514329340436637,True,True,True
KUL19,border,SPP1_like_TAM,3,0.8747727094979962,0.5825620411474354,False,False,False
KUL19,border,T_cells,1362,-0.37947281629626806,-0.16729834028931917,True,True,True
KUL19,border,border_epithelial,218,0.03352158064159455,-0.025289709052953163,True,True,True
KUL19,border,endothelial_like,154,0.014536677070396164,-0.03175840666062175,True,True,True
KUL19,border,enteric_glial_like,25,-0.398708491354652,-0.17581558089018004,True,True,False
KUL19,border,fibroblast_like,248,0.5973642911163601,0.17716716973545582,True,True,True
KUL19,border,mast_cells,29,0.549506960947175,0.6515182712303363,True,True,False
KUL19,border,other_myeloid,28,0.31715942552612664,0.3249781010892029,True,True,False
KUL19,border,pericyte_like,17,-0.38422397397565744,-0.17875603960500835,True,False,False
KUL19,border,resident_like,30,0.00908443192713988,0.1072120249143978,True,True,True
KUL19,border,smooth_muscle_like,53,0.07132523303695942,0.06408634067443486,True,True,True
KUL19,normal,B_cells,472,-0.4254724695698432,-0.18419735184144162,True,True,True
KUL19,normal,C1QC_like_TAM,53,0.1632693862176676,0.2750724831169874,True,True,True
KUL19,normal,FCN1_inflammatory_monocyte_like,59,-0.06041997763681103,0.016859501750736736,True,True,True
KUL19,normal,T_cells,202,-0.3803383708125877,-0.16895619767327014,True,True,True
KUL19,normal,endothelial_like,50,-0.22838239179582448,-0.0836219490702922,True,True,True
KUL19,normal,enteric_glial_like,81,-0.4552410680207305,-0.15761084780533002,True,True,True
KUL19,normal,fibroblast_like,450,0.7186130999272381,0.2806681627240046,True,True,True
KUL19,normal,mast_cells,2,-0.5490359187105369,-0.23194768028958473,False,False,False
KUL19,normal,normal_epithelial,287,0.03127369544580385,0.0046713519953860095,True,True,True
KUL19,normal,other_myeloid,21,0.07115285774467457,0.1401485504207732,True,True,False
KUL19,normal,pericyte_like,13,-0.22962357199273992,-0.112679454186608,True,False,False
KUL19,normal,resident_like,128,-0.23727357573207658,0.004381527629253976,True,True,True
KUL19,normal,smooth_muscle_like,57,0.02981196482221101,0.1182389993611936,True,True,True
KUL19,tumor,B_cells,537,-0.38328859401033694,-0.15786294022949354,True,True,True
KUL19,tumor,C1QC_like_TAM,129,0.2958076164570021,0.31579405931280624,True,True,True
KUL19,tumor,FCN1_inflammatory_monocyte_like,35,0.06323385267552104,0.26315732522585566,True,True,True
KUL19,tumor,SPP1_like_TAM,8,-0.14441359876072182,0.14206602160612344,False,False,False
KUL19,tumor,T_cells,1309,-0.37526940318912605,-0.1655358795348181,True,True,True
KUL19,tumor,endothelial_like,176,-0.14301289738171102,-0.08522888013909187,True,True,True
KUL19,tumor,enteric_glial_like,12,-0.3920023979804118,-0.17331153284994197,True,False,False
KUL19,tumor,fibroblast_like,189,0.4885318989504054,0.15178319318815248,True,True,True
KUL19,tumor,mast_cells,31,0.7006781470403749,0.9229094874431154,True,True,True
KUL19,tumor,other_myeloid,27,0.35001097315921076,0.3353507245824546,True,True,False
KUL19,tumor,pericyte_like,28,-0.06849686630407903,0.0036537899996624246,True,True,False
KUL19,tumor,resident_like,9,0.49342097029554477,0.16105100436365236,False,False,False
KUL19,tumor,smooth_muscle_like,64,-0.15217517072244044,-0.05193786373321241,True,True,True
KUL19,tumor,tumor_epithelial,574,-0.047380475359144025,-0.06618094327254746,True,True,True
KUL21,border,B_cells,15,-0.34229762348684556,-0.1442762448727907,True,False,False
KUL21,border,C1QC_like_TAM,11,-0.013974256021144039,0.04219048903220228,True,False,False
