donor_id,threshold,score,analysis_group,n_cells,score_value,rank,rank_percentile,n_candidate_groups
KUL19,30,Score_D,fibroblast_like,189,0.15764918644478004,4,0.4,6
KUL19,30,Score_D,endothelial_like,176,0.0,5,0.19999999999999996,6
KUL19,30,Score_D,tumor_epithelial,574,0.0,5,0.19999999999999996,6
KUL21,30,Score_D,fibroblast_like,613,0.19540534871464066,1,1.0,5
KUL21,30,Score_D,resident_like,84,0.15816096928426582,2,0.75,5
KUL21,30,Score_D,tumor_epithelial,759,0.08018546385680793,3,0.5,5
KUL21,30,Score_D,FCN1_inflammatory_monocyte_like,139,0.0,4,0.25,5
KUL21,30,Score_D,endothelial_like,99,0.0,4,0.25,5
KUL28,30,Score_D,fibroblast_like,43,0.2360336421130232,1,1.0,3
KUL28,30,Score_D,endothelial_like,127,0.0,2,0.5,3
KUL28,30,Score_D,tumor_epithelial,40,0.0,2,0.5,3
KUL30,30,Score_D,C1QC_like_TAM,30,0.269794306372993,1,1.0,5
KUL30,30,Score_D,fibroblast_like,126,0.2534836872708124,2,0.75,5
KUL30,30,Score_D,tumor_epithelial,68,0.060163423382656525,3,0.5,5
KUL30,30,Score_D,endothelial_like,111,0.05800387225128201,4,0.25,5
KUL30,30,Score_D,FCN1_inflammatory_monocyte_like,31,0.0,5,0.0,5
KUL31,30,Score_D,tumor_epithelial,41,0.0,1,1.0,1
