donor_id,condition,analysis_group,n_cells,PLA2G4A_mean_log1p,PLA2G4A_detection_fraction,PLA2G4A_expressing_cell_mean_log1p,PLA2G4A_pseudobulk_normalized_mean,PLA2G4A_pseudobulk_log1p,PTGS1_mean_log1p,PTGS1_detection_fraction,PTGS1_expressing_cell_mean_log1p,PTGS1_pseudobulk_normalized_mean,PTGS1_pseudobulk_log1p,PTGS2_mean_log1p,PTGS2_detection_fraction,PTGS2_expressing_cell_mean_log1p,PTGS2_pseudobulk_normalized_mean,PTGS2_pseudobulk_log1p,PTGES_mean_log1p,PTGES_detection_fraction,PTGES_expressing_cell_mean_log1p,PTGES_pseudobulk_normalized_mean,PTGES_pseudobulk_log1p,PTGES2_mean_log1p,PTGES2_detection_fraction,PTGES2_expressing_cell_mean_log1p,PTGES2_pseudobulk_normalized_mean,PTGES2_pseudobulk_log1p,PTGES3_mean_log1p,PTGES3_detection_fraction,PTGES3_expressing_cell_mean_log1p,PTGES3_pseudobulk_normalized_mean,PTGES3_pseudobulk_log1p,PTGER4_mean_log1p,PTGER4_detection_fraction,PTGER4_expressing_cell_mean_log1p,PTGER4_pseudobulk_normalized_mean,PTGER4_pseudobulk_log1p,Score_A_cell_global_mean,Score_B_cell_global_mean,Score_C_cell_global_mean,Score_D_cell_global_mean,Score_A_pseudobulk,Score_B_pseudobulk,Score_C_pseudobulk,Score_D_pseudobulk,eligible_ge_10,eligible_ge_20,eligible_ge_30
KUL01,border,B_cells,11,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.2020878761389441,0.18181818181818182,1.1114833187641926,0.38467597787062824,0.3254661612725622,0.5065162289438832,0.36363636363636365,1.3929196295956787,1.2403795582054977,0.806645297140114,0.25653005008215624,0.18181818181818182,1.4109152754518592,0.650079752520647,0.5008236216053956,-0.1762149987574923,-0.13193788946453047,-0.19287134505367903,0.0,-0.35359793091436115,-0.28119960533562616,-0.42219492414749743,0.0,True,False,False
KUL01,border,C1QC_like_TAM,11,0.0,0.0,,0.0,0.0,0.20188644323352392,0.18181818181818182,1.1103754377843815,0.3889310324768147,0.3285344098949915,0.07725637039933556,0.09090909090909091,0.8498200743926911,0.1217478115830868,0.11488801497665424,0.0,0.0,,0.0,0.0,0.08825105457972696,0.18181818181818182,0.4853808001884983,0.1136025800423003,0.10760032744366427,1.1571265239706956,0.6363636363636364,1.8183416805253787,3.5355655563110133,1.5119497850111798,0.1523746501069967,0.18181818181818182,0.8380605755884818,0.2385525024594724,0.21394336102249917,-0.09186806676134932,0.02228923026567611,0.06870346834903612,0.0,-0.29019633350809027,-0.20763726235700233,-0.03737168745981747,0.0,True,False,False
KUL01,border,FCN1_inflammatory_monocyte_like,144,0.04334279342154717,0.041666666666666664,1.040227042117132,0.08509648106851926,0.0816689056828355,0.21344801567450328,0.2152777777777778,0.9915004599073702,0.40269241009457657,0.3383935398031894,0.15396053965366485,0.13194444444444445,1.1668588268488285,0.3356321995989943,0.28940473751118323,0.0,0.0,,0.0,0.0,0.19732784733392483,0.2222222222222222,0.8879753130026616,0.341610179588564,0.29387051914608137,0.8941318926094787,0.6666666666666666,1.341197838914218,2.0723762666617307,1.122451290422322,0.13019866581098274,0.1388888888888889,0.937430393839076,0.23577894755390943,0.2117014980197123,0.09773607470332892,0.19919217675392215,0.16233921481010052,0.00451261877849876,-0.12565072807576552,0.04632895412336946,0.04349059735844276,0.2422346038334669,True,True,True
KUL01,border,SPP1_like_TAM,190,0.015237697526539926,0.02631578947368421,0.5790325060085172,0.021835935754475105,0.02160094636491914,0.2619240169700376,0.32105263157894737,0.8158289053165105,0.4453523740974819,0.3683531493428945,0.4007275617373099,0.23157894736842105,1.7304144711383835,2.594008926982566,1.2792682722154238,0.0,0.0,,0.0,0.0,0.17197935120370333,0.23157894736842105,0.7426381074705369,0.2697913822454139,0.23885262102887833,0.884711036100124,0.6894736842105263,1.2831686783131566,1.9910301869612301,1.0956178721950856,0.12970832243543137,0.1631578947368421,0.7949864923461922,0.21988697675459398,0.19875821244919847,0.2985076233233485,0.34551815878221354,0.28235093313866977,0.0026090845282698213,0.01098289511349417,0.13946976463599595,0.11642334159161338,0.20145838135370897,True,True,True
KUL01,border,T_cells,393,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.006685163485872823,0.005089058524173028,1.3136346249740096,0.014134320099112453,0.01403536197717982,0.0,0.0,,0.0,0.0,0.14212673011928798,0.10178117048346055,1.3963951234220044,0.3199259362133864,0.2775756260948619,1.0265781091207813,0.6361323155216285,1.613780787537868,2.787573502432783,1.3317255772300953,0.3216802147734821,0.2035623409669211,1.5802540550747306,0.8650916198553922,0.6233101778169642,-0.16891627339657553,-0.15723238720825627,-0.10759551361982289,0.0,-0.34811165137863426,-0.3573770893203024,-0.22707114236371384,0.0,True,True,True
KUL01,border,border_epithelial,1102,0.03990761012672875,0.07894736842105263,0.5054963949385644,0.0676822172583117,0.06549014687779878,0.0039006825739774102,0.009074410163339383,0.4298552196523106,0.005151298911756665,0.005138076360952398,0.015320353614267935,0.04083484573502722,0.37517843739829476,0.019394009828051395,0.019208342732369797,0.05750776603356762,0.10254083484573502,0.5608279483981552,0.09701774439482412,0.09259535654497512,0.4169190480084564,0.5199637023593466,0.8018233698173106,0.7520504502884762,0.5607867879263636,1.3979944502289776,0.8239564428312159,1.6966848944408954,4.291498689639974,1.6661015119167204,0.0129682911931892,0.029038112522686024,0.4465955279654531,0.019096957721988304,0.018916899588500763,0.012197244839094753,0.09051619866546795,0.17481765786372805,0.0016930424663233578,0.03823278613187479,0.24222577222433092,0.45728771873547763,0.12566928185258575,True,True,True
KUL01,border,endothelial_like,112,0.0031293709273530466,0.008928571428571428,0.3504895438635412,0.003747878700655429,0.0037408729024098453,0.06725273736868782,0.08035714285714286,0.8369229539214483,0.11739919904642813,0.1110038412415341,0.01972338343573729,0.026785714285714284,0.7363396482675255,0.030111204692949534,0.029666762134975613,0.0,0.0,,0.0,0.0,0.12835989231411948,0.16071428571428573,0.7986837743989655,0.2292530488261086,0.20640670753958648,0.927299421997134,0.6875,1.3487991592685589,2.256068427057642,1.1805204636005615,0.014903875626922256,0.017857142857142856,0.8346170351076463,0.025565628679559454,0.02524429324471809,-0.14703825987479283,-0.09763413714778378,-0.07823316424218194,0.0,-0.3300762747077403,-0.3027096356340877,-0.23088206916398576,0.05947062489290311,True,True,True
KUL01,border,enteric_glial_like,4,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.2534663712123589,0.25,1.0138654848494355,0.4390586582367403,0.3639891902688334,0.9646633469303729,0.5,1.9293266938607458,2.982927469060799,1.3820170939058571,0.0,0.0,,0.0,0.0,-0.17621499875749227,-0.10651156185215328,-0.07798995720759688,0.0,-0.35359793091436115,-0.21310533382300392,-0.13763230074615046,0.0,False,False,False
KUL01,border,fibroblast_like,92,0.043085356411309346,0.08695652173913043,0.4954815987300575,0.059429531340759935,0.05773058527381185,0.1943120873291034,0.1956521739130435,0.993150668570973,0.4521528653981154,0.3730471900609423,0.22061176119343923,0.14130434782608695,1.561252463830493,1.8866151278580232,1.0600845796560938,0.1832518926569823,0.21739130434782608,0.8429587062221187,0.36289834576285784,0.3096135686879242,0.2422502668141141,0.42391304347826086,0.5714621678691921,0.33975252336127015,0.29248491284786554,1.009417389739861,0.8369565217391305,1.206057140987886,2.211208488804207,1.1666473425555106,0.059784933516952805,0.10869565217391304,0.5500213883559659,0.08343779897165852,0.08013913284447269,0.4063686810085483,0.3914416528053633,0.34612342242279537,0.02294366663686282,0.8388850588713557,0.6669206467683999,0.6179769964743633,0.2617246268281118,True,True,True
KUL01,border,mast_cells,6,0.20991667086531998,0.16666666666666666,1.25950002519192,0.4206098843322817,0.35108627541480847,0.5067210890525679,0.3333333333333333,1.5201632671577037,1.2851121903247187,0.8264151217512509,0.4352357036130328,0.16666666666666666,2.611414221678197,2.1030494216614093,1.1323853123975491,0.0,0.0,,0.0,0.0,0.2929321899388842,0.16666666666666666,1.757593139633305,0.799744081893794,0.5876444780683803,0.7228516589208175,0.5,1.445703317841635,1.6776013370536933,0.984921370262664,0.35871543557596214,0.16666666666666666,2.152292613455773,1.267427122940431,0.818645762662845,0.8116652748291918,0.9072231822946216,0.717337610961626,0.0,0.4956375437708768,0.8165792728022613,0.6001953674900657,0.6236841683334813,False,False,False
KUL01,border,other_myeloid,2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.8246450162107284,1.0,0.8246450162107284,1.2823843208727599,0.8252206513145003,0.6133457213597575,0.5,1.226691442719515,1.2049644535486206,0.7907113879292393,0.0,0.0,,0.0,0.0,-0.17621499875749227,0.17615485981259832,0.08571963931561685,0.0,-0.35359793091436115,0.543903871665693,0.318513144508423,0.0,False,False,False
KUL01,border,pericyte_like,28,0.01167628138314943,0.03571428571428571,0.3269358787281841,0.013811162734168261,0.013716657780824378,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.1459701582392963,0.17857142857142858,0.8174328861400593,0.24328943427086372,0.21776063680734195,0.9621998034875537,0.6785714285714286,1.4179786577711317,2.3671813964243884,1.214076013519661,0.0,0.0,,0.0,0.0,-0.1476969426459064,-0.14259874272878534,-0.10856641169121548,0.0,-0.3262282768218614,-0.33915319335530575,-0.24389720079199936,0.0,True,True,False
