donor_id,condition,analysis_group,n_cells,pseudobulk_score,cell_global_sensitivity_mean,eligible_ge_10,eligible_ge_20,eligible_ge_30
KUL01,border,B_cells,11,-0.42219492414749743,-0.19287134505367903,True,False,False
KUL01,border,C1QC_like_TAM,11,-0.03737168745981747,0.06870346834903612,True,False,False
KUL01,border,FCN1_inflammatory_monocyte_like,144,0.04349059735844276,0.16233921481010052,True,True,True
KUL01,border,SPP1_like_TAM,190,0.11642334159161338,0.28235093313866977,True,True,True
KUL01,border,T_cells,393,-0.22707114236371384,-0.10759551361982289,True,True,True
KUL01,border,border_epithelial,1102,0.45728771873547763,0.17481765786372805,True,True,True
KUL01,border,endothelial_like,112,-0.23088206916398576,-0.07823316424218194,True,True,True
KUL01,border,enteric_glial_like,4,-0.13763230074615046,-0.07798995720759688,False,False,False
KUL01,border,fibroblast_like,92,0.6179769964743633,0.34612342242279537,True,True,True
KUL01,border,mast_cells,6,0.6001953674900657,0.717337610961626,False,False,False
KUL01,border,other_myeloid,2,0.318513144508423,0.08571963931561685,False,False,False
KUL01,border,pericyte_like,28,-0.24389720079199936,-0.10856641169121548,True,True,False
KUL01,border,resident_like,2,-0.619281394006491,-0.2654745818459279,False,False,False
KUL01,border,smooth_muscle_like,32,0.07251229116614487,-0.004275548487522575,True,True,True
KUL01,normal,B_cells,362,-0.5498960797453533,-0.23218974950704072,True,True,True
KUL01,normal,C1QC_like_TAM,69,0.07989753401624092,0.1967835585862273,True,True,True
KUL01,normal,FCN1_inflammatory_monocyte_like,122,-0.0067904190061101,0.15404168602541699,True,True,True
KUL01,normal,SPP1_like_TAM,1,1.2244646999278073,0.9392064248283235,False,False,False
KUL01,normal,T_cells,231,-0.27618374871052015,-0.1292466706518332,True,True,True
KUL01,normal,endothelial_like,69,-0.25149730253640107,-0.10181659917057531,True,True,True
KUL01,normal,enteric_glial_like,40,-0.12010597921884876,0.05808024315624479,True,True,True
KUL01,normal,fibroblast_like,701,0.632770688887292,0.23662450629750767,True,True,True
KUL01,normal,mast_cells,14,-0.39476354604945013,-0.04956040793345921,True,False,False
KUL01,normal,normal_epithelial,172,-0.1739476515703315,-0.03758138387261183,True,True,True
KUL01,normal,other_myeloid,7,0.028865835193870926,0.1352037668963717,False,False,False
KUL01,normal,pericyte_like,13,-0.03578500202621006,-0.013562238071023743,True,False,False
KUL01,normal,resident_like,148,-0.2630408423576958,-0.016538869068296803,True,True,True
KUL01,normal,smooth_muscle_like,63,-0.01834296911749315,0.025145230209024906,True,True,True
KUL01,tumor,B_cells,15,-0.38532839324292945,-0.12436873648061571,True,False,False
KUL01,tumor,C1QC_like_TAM,16,-0.25862389918790474,0.0019116175269467649,True,False,False
KUL01,tumor,FCN1_inflammatory_monocyte_like,161,0.09570520478379542,0.20258950676325693,True,True,True
KUL01,tumor,SPP1_like_TAM,156,0.18859560820979437,0.3442205506154152,True,True,True
KUL01,tumor,T_cells,306,-0.23917322469523886,-0.11030830048687496,True,True,True
KUL01,tumor,endothelial_like,101,-0.11492352783410993,-0.0037587757437235487,True,True,True
KUL01,tumor,enteric_glial_like,4,0.1488906932348292,0.30108807014861033,False,False,False
KUL01,tumor,fibroblast_like,311,0.8892986363940286,0.4555318452050312,True,True,True
KUL01,tumor,mast_cells,8,0.4367846513362463,0.5486755269535396,False,False,False
KUL01,tumor,other_myeloid,6,0.2774457948608793,0.31475514825169076,False,False,False
KUL01,tumor,pericyte_like,37,-0.18163024216778956,-0.04403060506518368,True,True,True
KUL01,tumor,resident_like,7,0.32232537722088167,0.3404041462874439,False,False,False
KUL01,tumor,smooth_muscle_like,64,0.13977055812648814,0.04004538738921378,True,True,True
KUL01,tumor,tumor_epithelial,730,0.29536097899795993,0.11587717355886769,True,True,True
KUL19,border,B_cells,1011,-0.42546119294784535,-0.18036078839409092,True,True,True
KUL19,border,C1QC_like_TAM,53,0.2089936211427618,0.25763645683739067,True,True,True
KUL19,border,FCN1_inflammatory_monocyte_like,32,-0.02602568001642736,0.08107706298478173,True,True,True
KUL19,border,SPP1_like_TAM,3,0.8061858155934513,0.5115588449803562,False,False,False
KUL19,border,T_cells,1362,-0.337421454935666,-0.15379414513683212,True,True,True
KUL19,border,border_epithelial,218,0.17232887882167677,0.03264667528658247,True,True,True
KUL19,border,endothelial_like,154,0.11474882085005939,0.01008205242170936,True,True,True
KUL19,border,enteric_glial_like,25,-0.13753646596427918,-0.07209419116464907,True,True,False
KUL19,border,fibroblast_like,248,0.5679691840177842,0.170833283511168,True,True,True
KUL19,border,mast_cells,29,0.5294446573071406,0.5666837794717609,True,True,False
KUL19,border,other_myeloid,28,0.2155000546103265,0.24508317033162674,True,True,False
KUL19,border,pericyte_like,17,-0.24214637237091388,-0.1225308357118294,True,False,False
KUL19,border,resident_like,30,0.09460954312149288,0.11947680033454831,True,True,True
KUL19,border,smooth_muscle_like,53,0.2306730661778554,0.1181654760258473,True,True,True
KUL19,normal,B_cells,472,-0.6025609545204437,-0.2611536736224137,True,True,True
KUL19,normal,C1QC_like_TAM,53,0.19959085125268872,0.24969331292145713,True,True,True
KUL19,normal,FCN1_inflammatory_monocyte_like,59,-0.0744015492010645,-0.0015044432036473078,True,True,True
KUL19,normal,T_cells,202,-0.33223291720824016,-0.15274519944001558,True,True,True
KUL19,normal,endothelial_like,50,-0.11518103376101034,-0.04444617697771649,True,True,True
KUL19,normal,enteric_glial_like,81,-0.2886094207716549,-0.09967946065789299,True,True,True
KUL19,normal,fibroblast_like,450,0.6929825861323539,0.2669431981679047,True,True,True
KUL19,normal,mast_cells,2,-0.897261184664066,-0.3797972811438783,False,False,False
KUL19,normal,normal_epithelial,287,0.036194361653129344,0.002397579482598275,True,True,True
KUL19,normal,other_myeloid,21,-0.07823526853031536,0.05456727346635939,True,True,False
KUL19,normal,pericyte_like,13,-0.3397171449683387,-0.16057869994189541,True,False,False
KUL19,normal,resident_like,128,-0.14960729658943306,0.017778994669297565,True,True,True
KUL19,normal,smooth_muscle_like,57,0.04997782487588032,0.1032068715800777,True,True,True
KUL19,tumor,B_cells,537,-0.41006865291361566,-0.1745006503507326,True,True,True
KUL19,tumor,C1QC_like_TAM,129,0.37424096863110207,0.31003167528675346,True,True,True
KUL19,tumor,FCN1_inflammatory_monocyte_like,35,-0.03577645864344703,0.17725029991379698,True,True,True
KUL19,tumor,SPP1_like_TAM,8,-0.2895096116594407,0.04315461403880638,False,False,False
KUL19,tumor,T_cells,1309,-0.30358325492002153,-0.13984962970368692,True,True,True
KUL19,tumor,endothelial_like,176,-0.0614112031572181,-0.052929499884128255,True,True,True
KUL19,tumor,enteric_glial_like,12,0.05497163898535088,0.006865600075684306,True,False,False
KUL19,tumor,fibroblast_like,189,0.4975084288534933,0.15800100739788836,True,True,True
KUL19,tumor,mast_cells,31,0.6004730494198526,0.7702452334477239,True,True,True
