harmonized_rows,mcop_available_rows,mcop_cycles,primary_exposure_outcome_rows,primary_crc_cases,primary_cancer_free_controls,primary_mcop_above_lod_n
17382,12127,2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,11086,76,11010,10907
