gene_symbol,gene_id,chemical,chemical_identity,exact_evidence_rows,exact_human_supported,exact_experimental_supported,CTD_support,PubChem_support,ChEMBL_support,number_independent_sources,number_independent_references,number_species,evidence_species,evidence_tiers,evidence_types,evidence_directions,evidence_role,direct_target_binding_flag,metabolism_related_flag,ambiguous_direction_flag,evidence_source_databases,evidence_provenance,parent_naphthalene_rows_in_primary,primary_universe_rule,in_thyroid_disease_set,in_hypertension_disease_set,branch_class,thyroid_disease_id,thyroid_disease_name,thyroid_disease_relevance_score,thyroid_disease_rank,thyroid_source,thyroid_association_scope,hypertension_disease_id,hypertension_disease_name,hypertension_disease_relevance_score,hypertension_disease_rank,hypertension_source,hypertension_association_scope,branch_evidence_note
ABCC1,4363,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,False,True,True,False,False,1,1,1,Mus musculus,Tier B,curated chemical-gene interaction,affects,ambiguous_direction;gene_to_chemical_metabolism,False,True,True,CTD,CTD|CTD-PMID:14742140|Mus musculus|affects|curated chemical-gene interaction,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0158067124919798,1248,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
ACHE,43,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,8,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1347395|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347395|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347397|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347397|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347398|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347398|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347399|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347399|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.0049893280382434,1162,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0172836407518986,1155,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
ADMET,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,12,False,True,False,False,True,1,12,1,Unknown,Tier B,target activity / physicochemical assay,,ambiguous_direction;other_exact_interaction,False,False,True,ChEMBL,ChEMBL|ChEMBL-assay:CHEMBL832232; ChEMBL-document:CHEMBL1141174|Unknown|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL865966; ChEMBL-document:CHEMBL1138041|Unknown|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL865965; ChEMBL-document:CHEMBL1138041|Unknown|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL865964; ChEMBL-document:CHEMBL1138041|Unknown|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL865963; ChEMBL-document:CHEMBL1138041|Unknown|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL865961; ChEMBL-document:CHEMBL1138041|Unknown|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL865960; ChEMBL-document:CHEMBL1138041|Unknown|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL865959; ChEMBL-document:CHEMBL1138041|Unknown|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL865956; ChEMBL-document:CHEMBL1138041|Unknown|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL865955; ChEMBL-document:CHEMBL1138041|Unknown|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL865954; ChEMBL-document:CHEMBL1138041|Unknown|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL925053; ChEMBL-document:CHEMBL1140614|Unknown|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
ADRB2,154,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,16,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Inactive;Inconclusive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1963592|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963592|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963592|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963592|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963593|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1963593|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1963593|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1963593|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:2061106|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:2061106|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:2061106|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061106|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061107|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:2061107|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:2061107|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061107|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.5933509508525646,10,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
AHR,196,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,5,True,True,True,True,False,2,3,2,Homo sapiens;Mus musculus,Tier A;Tier B,bioassay activity;curated chemical-gene interaction,Active;affects;increases,bioassay_target;direct_binding,True,False,False,CTD;PubChem BioAssay,CTD|CTD-PMID:27837168|Mus musculus|affects;increases|curated chemical-gene interaction;PubChem BioAssay|PubChem-AID:743085|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:743085|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:743122|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:743122|Homo sapiens|Active|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.0040653784015317,1296,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0406278996526549,439,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
AR,367,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,23,True,True,True,True,False,2,12,2,Homo sapiens;Rattus norvegicus,Tier A;Tier B,bioassay activity;curated chemical-gene interaction,Active;Inactive;Inconclusive;affects;decreases,bioassay_target;direct_binding,True,False,False,CTD;PubChem BioAssay,CTD|CTD-PMID:3695475|Rattus norvegicus|affects;decreases|curated chemical-gene interaction;PubChem BioAssay|PubChem-AID:743035|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:743035|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:743036|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743036|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743040|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743040|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743042|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743042|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743053|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743053|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743054|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743054|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743063|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:743063|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259243|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1259243|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1259247|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:1259247|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:1259381|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259381|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259387|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259387|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.0089393153962569,873,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0327982633590996,570,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
ATAD5,79915,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,4,True,False,False,True,False,1,2,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:651632|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:651632|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:720516|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:720516|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
ATF6,22926,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,4,True,False,False,True,False,1,2,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1159516|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1159516|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1159519|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1159519|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0360242476457229,508,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
Astrocyte,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,3,False,True,False,False,True,1,3,1,Mus musculus,Tier B,target activity / physicochemical assay,,ambiguous_direction;other_exact_interaction,False,False,True,ChEMBL,ChEMBL|ChEMBL-assay:CHEMBL5542044; ChEMBL-document:CHEMBL5537213|Mus musculus|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL5542053; ChEMBL-document:CHEMBL5537213|Mus musculus|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL5542054; ChEMBL-document:CHEMBL5537213|Mus musculus|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
BXPC-3,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,4,True,False,False,False,True,1,4,1,Homo sapiens,Tier A,target activity / physicochemical assay,,ambiguous_direction;other_exact_interaction,False,False,True,ChEMBL,ChEMBL|ChEMBL-assay:CHEMBL5542038; ChEMBL-document:CHEMBL5537213|Homo sapiens|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL5542041; ChEMBL-document:CHEMBL5537213|Homo sapiens|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL5542046; ChEMBL-document:CHEMBL5537213|Homo sapiens|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL5542056; ChEMBL-document:CHEMBL5537213|Homo sapiens|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
CASP3,836,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,4,True,False,False,True,False,1,2,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1346978|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1346978|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347034|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347034|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.0058030196849742,1088,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0526952533249294,312,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
CASP7,840,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,4,True,False,False,True,False,1,2,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1346978|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1346978|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347034|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347034|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.003695798546847,1365,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0140440344780186,1373,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
CES1,1066,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,True,False,False,1,1,1,Homo sapiens,Tier A,curated chemical-gene interaction,affects,ambiguous_direction;gene_to_chemical_metabolism,False,True,True,CTD,CTD|CTD-PMID:12837533|Homo sapiens|affects|curated chemical-gene interaction,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0100402527189343,1814,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
CFTR,1080,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,False,True,False,1,1,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1224863|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0276984024623557,699,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
CGAS,115004,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,False,True,False,1,1,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1259398|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.0051741179655858,1140,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0152902982071857,1285,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
CHO,,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,False,True,False,False,True,1,1,1,Cricetulus griseus,Tier B,target activity / physicochemical assay,,ambiguous_direction;other_exact_interaction,False,False,True,ChEMBL,ChEMBL|ChEMBL-assay:CHEMBL1932277; ChEMBL-document:CHEMBL1926568|Cricetulus griseus|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
CHRM1,1128,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,14,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1963588|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963588|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963588|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963588|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963589|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963589|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963589|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963589|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061102|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061102|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061103|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061103|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061103|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061103|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0029566388374776,3967,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
CREB1,1385,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,16,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Inactive;Inconclusive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1963590|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963590|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963590|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963590|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963591|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1963591|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1963591|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963591|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061098|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061098|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061098|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061098|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061099|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061099|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061099|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:2061099|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.0105022275372902,798,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0174483582276132,1142,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
CYP19A1,1588,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,4,True,False,False,True,False,1,2,1,Homo sapiens,Tier A,bioassay activity,Inactive;Inconclusive,bioassay_target;direct_binding,True,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:743083|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:743083|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743139|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:743139|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.0025870589827929,1634,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0326903721808826,573,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
CYP1A1,1543,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,True,False,False,1,1,1,Homo sapiens,Tier A,curated chemical-gene interaction,increases,gene_to_chemical_metabolism,False,True,False,CTD,CTD|CTD-PMID:16243959|Homo sapiens|increases|curated chemical-gene interaction,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.0037573951892944,1311,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0327210471623298,572,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
CYP1A2,1544;P05177,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,9,True,False,True,True,True,3,6,1,Homo sapiens,Tier A,bioassay activity;curated chemical-gene interaction;target activity / physicochemical assay,Active;Unspecified;affects;decreases;increases,ambiguous_direction;bioassay_target;direct_binding;gene_to_chemical_metabolism;other_exact_interaction,True,True,True,CTD;ChEMBL;PubChem BioAssay,CTD|CTD-PMID:32278787|Homo sapiens|affects|curated chemical-gene interaction;CTD|CTD-PMID:15916432|Homo sapiens|decreases|curated chemical-gene interaction;CTD|CTD-PMID:16243959|Homo sapiens|increases|curated chemical-gene interaction;PubChem BioAssay|PubChem-AID:241334; PMID:15916432|Homo sapiens|Unspecified|bioassay activity;PubChem BioAssay|PubChem-AID:1671199|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:1671199|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:1671199|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:1671199|Homo sapiens|Active|bioassay activity;ChEMBL|ChEMBL-assay:CHEMBL830921; ChEMBL-document:CHEMBL1144444|Homo sapiens|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0339887620518436,543,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
CYP1B1,1545,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,False,True,True,False,False,1,1,1,Mus musculus,Tier B,curated chemical-gene interaction,affects;increases,direct_binding,True,False,False,CTD,CTD|CTD-PMID:27837168|Mus musculus|affects;increases|curated chemical-gene interaction,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.1030180771441956,121,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
CYP2A3,P11509,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,2,True,False,False,False,True,1,2,1,Homo sapiens,Tier A,target activity / physicochemical assay,,ambiguous_direction;direct_binding,True,False,True,ChEMBL,ChEMBL|ChEMBL-assay:CHEMBL832816; ChEMBL-document:CHEMBL1141174|Homo sapiens|nan|target activity / physicochemical assay;ChEMBL|ChEMBL-assay:CHEMBL1023677; ChEMBL-document:CHEMBL1158374|Homo sapiens|nan|target activity / physicochemical assay,0,exact 2-NAP evidence required; parent-only evidence excluded,False,False,neither,,,,,,,,,,,,,"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
CYP2A6,1548,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,2,True,False,False,True,False,1,2,1,Homo sapiens,Tier A,bioassay activity,Unspecified,ambiguous_direction;bioassay_target;direct_binding,True,False,True,PubChem BioAssay,PubChem BioAssay|PubChem-AID:241172; PMID:15658857|Homo sapiens|Unspecified|bioassay activity;PubChem BioAssay|PubChem-AID:420671; PMID:19110342|Homo sapiens|Unspecified|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,False,True,hypertension-specific,,,,,,,HP_0000822,Hypertension,0.0240021583403564,811,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
