"","age_at_diagnosis","os_event","rfs_event","dataset_validation","sex_Female","tumor_location_proximal","molecular_subtype_C1","molecular_subtype_C2","molecular_subtype_C3","molecular_subtype_C6","molecular_subtype_C4","mmr_status_dMMR","cimp_status_X.","cin_status_X.","macrophage_core_marker_score"
"MEbrown",0.042024620198374,0.884861448339128,0.891853902820678,0.585295894247574,0.170392647135413,0.0236156113981961,0.357720702776525,2.79110009019741e-09,0.420569173037159,0.0514786979602874,0.217723880428797,2.51479658814343e-05,7.60375390500037e-05,0.0756542413307623,8.43710937851316e-08
"MEblue",0.847231947266387,0.0210357020305953,0.00108081467892573,0.310122433989982,0.410496827657697,0.501384792781855,0.00149669203533904,3.072895193434e-05,0.493091126405224,5.68135439602058e-14,9.74900907260054e-09,6.21707819641775e-08,0.0191605857188067,0.00801294342817249,4.19045366402957e-13
"MEblack",0.259537208682305,0.495724627361581,0.398890718838131,0.878314376901089,0.621958625799128,0.289948644984535,0.362165597472529,0.000349759248015763,0.640828439222752,0.0052286212967579,0.0226949655098324,0.00672647435413739,0.0213089783386412,0.350580182776737,0.680821093115962
"MEpink",0.14049115949757,0.430513985567221,0.430366543620453,0.367872447725217,0.33783090093015,0.183911380180229,0.981480554991461,0.00370004434155514,0.664454336004338,0.00459015654077599,0.524740756081461,0.923609162358428,0.200566465189718,0.348702089049606,1.83612014258597e-10
"MEpurple",0.119518327383062,0.683062640427792,0.241607317408201,0.52544534147304,0.757797896304014,4.31920904299775e-06,6.93722020142806e-05,5.3362140645111e-07,6.04218855858366e-05,0.00493377488286833,0.302096876417728,1.71983096737566e-14,4.80175363503639e-07,2.72082189278156e-14,0.256287422396777
"MEgreenyellow",0.524430124528264,0.699444716429231,0.466291577196978,0.325084000769805,0.580823118150432,3.05756216736776e-09,2.70469025934865e-06,6.73172599064617e-20,0.000171590806888528,0.00171854740386005,0.0313778680455407,3.27828320608434e-11,1.65472969204629e-10,3.70408688527367e-10,2.99091641745569e-16
"MEsalmon",0.515208994388286,0.584246925553161,0.328753547085758,0.117930997952652,0.361155691605179,5.25413792873722e-05,0.00431562430677591,4.6860646973129e-05,0.0163821806319545,0.00334165652168448,0.00180731726118056,0.000231497331180277,0.00866946697692535,0.000250936470814756,2.26612852729846e-13
"MEyellow",0.0867022815044445,0.0651083371634576,0.876042585568184,0.837701986433914,0.334082243561113,4.42664914516729e-30,4.09929558421727e-24,3.36012886335825e-46,1.88066241902199e-06,0.198873068666758,1.00204454291055e-13,1.18541088358402e-33,1.5744316228663e-39,7.34489382117469e-28,1.5071149631584e-26
"MElightcyan",0.715868335297226,0.0221385653386332,0.0945558086377427,0.650513666987247,0.794842965272882,0.458810643415247,1.94002165684601e-07,0.405708857811551,0.141006138608673,6.72755341006425e-05,0.000497029936710856,0.669047898503767,0.194719425369542,0.0439688229722354,0.000327874353649337
"MEcyan",0.213449354688404,0.412687586405726,0.0832197081443781,0.684332980272212,0.649493338840748,0.0908104866881153,0.309113270446162,0.0129958682505503,0.778004669739261,7.42067736802276e-10,0.0220120295713931,0.0313565577809987,0.073306559582508,0.000373804874169432,7.48036496942513e-38
"MEturquoise",0.17840477439938,0.0421705279605538,0.00836682769199004,0.00418231702999864,0.85182472448381,0.0522367711802611,4.77819756100446e-18,0.128824422365428,3.62356824129744e-21,0.147456358238682,2.63181945833816e-59,0.00780497704151831,0.0907149269455159,0.44748663726385,9.95969690406005e-66
"MEred",0.241267076229045,0.810586418398799,0.615292487025392,0.0588328275897296,0.472707355452699,1.99022382495908e-08,2.0022995224087e-17,4.11529471830812e-23,1.98254020886147e-06,0.490027965509802,1.22023804689481e-24,6.6718236787539e-21,1.76904657107166e-14,1.25879665582581e-07,1.71308850299833e-218
"MEmidnightblue",0.320131517533317,0.185986440084244,0.00922586466390437,0.82689084818022,0.305194141014103,2.05617773962734e-09,4.39963572226597e-10,1.52352739733129e-28,0.00142659494705019,0.136211969715145,0.00011230560658086,2.51240473745595e-20,1.43013567114908e-15,2.56992648994424e-07,4.62145604314839e-43
"MEgreen",0.785073967964845,0.0182198076764379,0.136715969947548,0.855136399015505,0.983452939396624,0.197123905468866,0.688036171554531,0.011200675323632,4.4961184670282e-22,1.95662836627073e-25,3.34256575835161e-19,0.00330251036391206,0.239917442499259,8.13630987456345e-08,0.00246366719707797
"MEmagenta",0.710380061913344,0.00393422952755912,0.00406161375666801,0.825706539202839,0.0521190477434976,0.220294721172465,8.02090510445818e-05,7.62071411459889e-11,0.722430768743437,1.14754349612202e-07,2.16536906896414e-11,1.23100709327118e-10,0.00752748185879982,0.028305991608764,0.000592889469634165
"MEtan",0.973793963055274,0.0103266358807206,0.0145821887081533,0.559962108870441,0.0812256648215293,1.61107014315551e-15,0.000193072937466898,2.98565416703634e-50,3.55492603849619e-08,0.00749558030854647,0.00683885551479621,7.37551276015845e-53,6.73496623259575e-20,1.1460677033007e-34,0.00503397362587288
