"analysis","input_sample_n","wgcna_sample_n","wgcna_gene_n","non_grey_module_n","grey_gene_n","soft_power","soft_power_rule","target_input_n","driver_input_n","macrophage_marker_n","macrophage_score_available"
"all_samples",585,585,8000,15,1117,10,"smallest power with scale-free fit R2 >= 0.80",38,5,14,TRUE
