"","age_at_diagnosis","os_event","rfs_event","dataset_validation","sex_Female","tumor_location_proximal","molecular_subtype_C1","molecular_subtype_C2","molecular_subtype_C3","molecular_subtype_C6","molecular_subtype_C4","mmr_status_dMMR","cimp_status_X.","cin_status_X.","macrophage_core_marker_score"
"MEbrown",0.0855731319723331,0.00612198438882369,0.0057736789522237,-0.0229838125545591,-0.0577045881334484,-0.0951291506804193,0.0387297015477731,-0.246501099407546,-0.033920169240789,-0.081901668449013,0.0518899790681347,-0.183815684805642,-0.176700700793635,-0.082552755038306,-0.222848222842664
"MEblue",0.00812276279895904,-0.0973149565756412,-0.138140767984189,-0.042737154624308,0.0346603251477553,0.0283163337818786,0.133168323012413,0.174237295207086,0.028867352277895,-0.308817645361682,-0.238112360038457,0.234816261352462,0.105150087964051,0.122958156779964,-0.29839980607123
"MEblack",-0.0475121090029486,0.0287941936174633,-0.0358136365389274,-0.00644973324989636,-0.0207692252170502,0.0445573151345995,0.0383732647183449,0.149765863091607,0.0196517239832415,-0.1172359135107,-0.0957653004409074,0.118824580154033,0.103367451787858,0.043431700312936,0.0173270404164699
"MEpink",0.0620878166287291,-0.0333179012388569,-0.0334783953652625,-0.0379196146654063,-0.0403598830881002,-0.0559338809458547,0.000977866925509092,-0.121822632154867,0.0182716501177574,-0.118981279351959,-0.0267898003812813,0.00421919047633415,-0.0575685533528177,0.0436011441887595,-0.263762413980872
"MEpurple",0.0655697238387588,-0.0172597127119847,-0.0496969437425358,-0.0267443000922611,-0.0129900893374807,0.191787124193748,-0.166426145726205,0.208878972809002,0.167775867981054,-0.118016547380961,0.0434515454220323,0.328102601286752,0.223729405938511,0.343451431188921,-0.0477948161190998
"MEgreenyellow",0.02683368188409,-0.016320639210086,0.0309307421861879,-0.0414371381592093,-0.0232582521042894,-0.245899907994638,0.195743680888537,-0.370887044492865,-0.157304667756464,-0.131491945899765,-0.0904801118318184,-0.285773198102286,-0.281811770225881,-0.285582856672183,-0.334367460158124
"MEsalmon",-0.0274327869862686,-0.0231303065770305,-0.0414563796414058,-0.0657937585814657,-0.0384540077644428,-0.169130856262848,0.119800126568355,-0.170232551313834,-0.100857219152543,-0.12314557530764,-0.130876358253959,-0.160950910908418,-0.117744774133804,-0.169201012119249,-0.301649531454554
"MEyellow",-0.0721346427813026,-0.0778613140480017,-0.00662422672559492,0.00862872183633482,-0.0406739276384389,-0.453656284015827,0.407997086023789,-0.550706161009596,-0.19876063223869,0.0540828969286053,-0.30590138411721,-0.496478979663156,-0.543881537925395,-0.477980398215153,-0.427475315680443
"MElightcyan",0.0153460977461482,-0.0965022138601884,-0.070908255787825,-0.0190835119033312,-0.0109536366411492,-0.0311998220578948,0.216657336848863,-0.0350159319700655,-0.0619525831699997,-0.166726919792905,-0.145912639708571,-0.0188068820600768,-0.0583230881176674,-0.0935627580917176,-0.150464416744048
"MEcyan",-0.0524213151360216,-0.0346214611828715,-0.0734658442900123,0.0171254950240876,0.0191432076602542,0.0711510080246801,-0.0428263084740277,0.104350889728996,0.0118758278739639,0.25506304987216,0.0962518087592105,0.0945013862673942,0.080487134997346,0.164489503371089,0.504343998192293
"MEturquoise",-0.0566933243330574,0.0857407355452386,0.111630281431392,0.120214872006529,-0.00786867346187228,0.0816380126196645,-0.352948197879942,0.0639140076567841,-0.382564627290323,0.060966272528683,0.611355747142565,0.116660548973878,0.0760386643018745,0.035348418538079,0.636916422211004
"MEred",-0.0493783533147172,0.0101321506031854,-0.0213385282959638,0.0794691527782605,0.0302431497690192,0.233181234384929,-0.346652230824727,0.39959587543789,-0.198325480813814,0.0290721120831139,0.412317016918011,0.395714335775366,0.335075658583682,0.242325739036265,0.910523335875165
"MEmidnightblue",0.0419002132982855,-0.0558690425156372,-0.11022805322483,0.00921243474156361,0.0431743738770847,0.248504495340739,-0.258356824309437,0.442543930724095,-0.133745673058983,-0.0627083117039436,0.161634925226786,0.390252594522351,0.348050155280673,0.236438223338922,0.534105896872962
"MEgreen",-0.0114982003317221,-0.0995719312306034,-0.0631331099409388,0.00769082615650412,0.000873704961884831,0.0542939135920186,-0.0169133934517539,0.106543722894002,0.390625386462619,0.41872544577098,-0.364275017212078,0.128740767156894,0.0528642092949643,0.245852098836671,-0.127031496702238
"MEmagenta",-0.0156563467992391,-0.121448262591167,-0.121568428386021,0.00927648304977646,0.0816787462509902,0.0516016455993569,0.164996495072463,0.269081320206234,-0.0149629174512403,-0.22058240751147,-0.276494620537895,0.277584495043412,0.119870979587153,0.101818287846026,-0.143943046083716
"MEtan",0.0013850894944562,-0.108108621176693,-0.103450554721395,0.0245516051147483,0.0733531518303208,0.326428961957716,-0.156079546701507,0.570843919888883,0.22909022482475,-0.112288555927153,-0.113565510530219,0.603739605231624,0.394296744094716,0.527988135899643,0.117746652652051
