"gene_symbol","module","kME_own","kME_brown","kME_blue","kME_black","kME_pink","kME_purple","kME_greenyellow","kME_salmon","kME_yellow","kME_lightcyan","kME_cyan","kME_turquoise","kME_red","kME_midnightblue","kME_green","kME_magenta","kME_tan","kME_grey"
"BZW1","black",0.767564694742219,-0.0981587224660909,0.446486984071103,0.767564694742219,0.33456520547254,0.556374030331641,0.105147317613423,0.291736388982333,-0.214279343450668,0.0792811704662098,0.0345696843179773,0.0579213778436056,0.13654391514749,0.0983536065903359,0.0997060515470237,-0.0126835010856756,0.219874766193388,-0.114951059627253
"TMED5","black",0.766326127310293,-0.131164192296672,0.571969319159143,0.766326127310293,0.371991245342958,0.572759303079942,0.150698683428073,0.410120193758562,-0.111635467746665,0.114635310372148,0.152170215349993,-0.064582638482891,0.153362756424821,0.163944168244485,0.201394578252171,0.157660778293108,0.310593466805679,-0.124954983534188
"UBXN4","black",0.766099627434135,0.0718723974318491,0.375229517758665,0.766099627434135,0.451348675275862,0.447706758578774,0.33803840163013,0.351041702689213,0.0785948785982885,0.0829828550435293,0.0323905002675316,-0.0840273678161366,0.0144359577591833,0.0728104240421685,0.0795096891525087,-0.0963026712039077,-0.00482419838306649,-0.312181817634866
"MFN1","black",0.765510445753091,0.00203911444572885,0.530138902448377,0.765510445753091,0.443854676082971,0.559705704036452,0.220724935144002,0.411828984081959,-0.0884862533274117,0.119858979608168,0.0218908897485333,-0.121831992900622,0.0297792198252235,0.128399435849223,0.131268893099049,0.0344830352529851,0.159680602096562,-0.191710943035378
"SLC30A5","black",0.764787759322333,-0.1696022973431,0.462214633049046,0.764787759322333,0.338871914223112,0.490441852235816,0.181323819779737,0.311937507836947,-0.109737680332688,0.123855922743292,0.0326855182105363,-0.0716970589296218,0.0531092638155713,0.0831885854133001,0.193056070172709,0.0902645168506135,0.274550694803769,-0.0996650531017025
"SPTLC1","black",0.763879064661205,-0.0892595143864968,0.361207512607575,0.763879064661205,0.309074299448786,0.370249274937239,0.199395166857223,0.279254751566487,0.00327195868403943,0.135369393143946,0.0524740963072582,-0.119590125315715,0.0278847939791196,0.0634093068309657,0.176352437086322,-0.00026429589132719,0.104884445976885,-0.227051168249499
"TFRC","black",0.763700213240604,-0.154513566110139,0.419429060223515,0.763700213240604,0.146596144111999,0.264791129505702,0.0726965926382379,0.222220268313251,0.0339437196613147,0.10970629033162,0.0469479175264472,-0.180311702580586,-0.0412606442191891,-0.00714639701400064,0.104597844238279,0.16235019059393,0.151714476224531,-0.151550223640348
"CPD","black",0.762739996528741,-0.0907231582475485,0.379736397897378,0.762739996528741,0.278887124641241,0.406917184405083,0.114430613137859,0.239104345837001,-0.0773806746826536,0.0787740006758536,-0.0131508459732577,-0.0470897975832322,0.0111307904354724,0.0147203722202313,0.124243149536716,0.0238649835082658,0.13724658387536,-0.13724833601296
"FOPNL","black",0.761459120048355,-0.0649748496458674,0.563517385021669,0.761459120048355,0.330014309428691,0.320572482821298,0.300562729535301,0.475055950212767,0.190161547901257,0.148844885667122,-0.0677097766736356,-0.225964125969651,-0.118415236417207,-0.0409545267269187,-0.0259360060051094,0.214838024960737,0.0703353040500747,-0.311779163882725
"PSPC1","black",0.761441522362472,-0.192044631006491,0.53299308325743,0.761441522362472,0.206521853734677,0.277860033340724,0.208060180396102,0.315358544104835,0.0504837314161651,0.190656358980924,0.0185482997281329,-0.0436647857889322,0.120012205716569,0.168228754411342,-0.0954364696895119,0.329727401641788,0.269458225771272,-0.108816731228828
"GPD2","black",0.757219421458745,-0.0924804903320243,0.452217973530905,0.757219421458745,0.288393882137193,0.52209227551282,0.0684261705783666,0.272032241322419,-0.143715623346126,0.040212569855406,0.082527414212733,-0.150067243353541,0.128219050051947,0.258555929244192,0.331446149895681,0.114624208748924,0.336543269337107,0.035317413029424
"GFM2","black",0.755930993488021,-0.224170809854801,0.58166174815035,0.755930993488021,0.318275360852819,0.519934899737042,0.0800730707461715,0.347193562484387,-0.128850999076488,0.141779346971027,0.00961770403810128,-0.190151339087874,0.0498543732266372,0.132719162463149,0.192358186368417,0.225371932382372,0.415299769416566,-0.0661007044657589
"ABHD10","black",0.755870458737413,-0.231346850980796,0.580487678013328,0.755870458737413,0.265391882112222,0.514785561958051,0.0441122112975375,0.233226956783035,-0.254140523393635,0.153691612393055,-0.0164233855762495,-0.105755393660829,0.113703167368789,0.140862371252436,0.114131150087508,0.279080581021706,0.507199799606374,0.0902809250933527
"PRIM2B","black",0.753854063369284,-0.109365254113909,0.619998706661629,0.753854063369284,0.20643750843095,0.254528277608194,0.228511915634402,0.408064977175334,0.11010014281052,0.264728408728989,-0.0441342240341313,-0.128443680451294,0.0347740209985635,0.086082223136055,-0.109458880147077,0.400658737566004,0.241317555291874,-0.141767272319516
"RC3H2","black",0.753459770822575,0.0156039724120217,0.423455447075529,0.753459770822575,0.413681354473378,0.465304489637416,0.243884487951657,0.385718627248706,-0.0386602187057147,0.0407620476095433,-0.0121579998825454,0.00806301039628318,0.0773475235270177,0.116434117385021,-0.0131580640759485,0.00045243167693367,0.084581287103307,-0.221098780021954
"FYTTD1","black",0.752987033385109,-0.0507292219041574,0.374873553357518,0.752987033385109,0.372630968071376,0.538980678207469,0.17194302906777,0.318981709907008,-0.246942967143411,0.061963326179718,0.116814026897037,0.23711024187756,0.310382660463534,0.244566157470305,-0.0354705985312828,-0.0927668512459864,0.136003024040663,-0.179668077442241
"KLF3","black",0.752360417686732,-0.0275470591795779,0.359936797154683,0.752360417686732,0.3856515217278,0.500538166343689,0.19069242683108,0.288523984212913,0.0118277910845889,0.0363888764821672,0.0643630197143715,-0.120185822308917,0.0105036257981317,0.0902347132234547,0.38920775007831,-0.00847717576750755,0.200001939402826,-0.0937798393492265
"NMD3","black",0.751654734852822,0.00618535838070092,0.53595647863548,0.751654734852822,0.485079979866877,0.62285442815281,0.24100758359661,0.445918832728697,-0.176477311281202,0.0680427776392035,-0.0638947322836289,-0.0372685333238002,0.025588192529554,0.067266999135334,-0.00504640135003181,-0.042438448563205,0.158298869005869,-0.202076345784899
"GOPC","black",0.751406244439792,-0.0585828852621623,0.316564355252776,0.751406244439792,0.270497735843854,0.461055839691466,0.0217710637864463,0.181154831343709,-0.18928823584845,0.0287812056459474,0.0518263326062278,0.0877898307238914,0.168794059576748,0.111130181291466,0.122609879854844,-0.0397081058518169,0.196785697071941,-0.0629153119102849
"CBFB","black",0.750063003620901,-0.11883194216179,0.424183573587018,0.750063003620901,0.138119848320127,0.185957206025132,0.183428801664616,0.241105617181106,0.0626393589574693,0.132040367451899,-0.0208058917121579,-0.0593102505268011,0.0654718433038328,0.120023336292412,-0.136808434413117,0.217162299450466,0.0838911026037677,-0.123945939188421
"EML4","black",0.749595087783647,0.0537760477301767,0.42773630271408,0.749595087783647,0.413986229183029,0.40065306897045,0.333841442949004,0.383477631144875,0.126498208548422,0.154652744323854,-0.0511725387175699,-0.16272170507008,-0.0598094001087221,0.0254077314614247,0.0713327381822733,0.01685239373778,0.0279337626805694,-0.293416181287226
"DBT","black",0.748515332341674,-0.0791210224781995,0.420971281669933,0.748515332341674,0.32073390898279,0.505254337861216,0.0460671238860894,0.285377877178591,-0.176927669464823,-0.00414846389505131,0.0257402180646392,-0.0630334645244428,0.0402524809777184,0.0674742773290653,0.186021875931242,0.044578227766305,0.277567580471857,-0.0968105529064841
"KPNA1","black",0.747045835262666,-0.252099880938347,0.490481402884364,0.747045835262666,0.098777785432428,0.321300278108758,0.00860549988482994,0.22981563657494,-0.12187791120899,0.202244973237821,0.0553057914000018,0.0867385628436733,0.210453120025977,0.212223535985209,-0.010435361323599,0.346287371994005,0.389289645194163,0.0796865061690298
"CDC27","black",0.746268815651143,-0.047967457545909,0.538771646731779,0.746268815651143,0.302625533784173,0.528031040327735,0.068100718068189,0.30430494114899,-0.256133114046738,0.126069108048368,0.048687715654715,0.0635763634329238,0.230725355972228,0.267750310134094,0.0224120207835319,0.166501785247139,0.348569405820616,0.0129453360702499
"PAFAH1B1","black",0.745282019931887,-0.0739088102029058,0.271633298402683,0.745282019931887,0.34316548906918,0.515872197512029,0.126118177756901,0.146920998737225,-0.198117603711156,0.0455770694927314,0.162105173190392,0.181713060005488,0.246340819032063,0.181672557325705,0.119667548149376,-0.123941081127934,0.253778157277679,-0.123077547474453
"CERS6","black",0.744159677255847,0.00409129400625152,0.402285940718216,0.744159677255847,0.385653876702385,0.362606972308746,0.311371197374154,0.351913512681172,0.177212587095476,0.12468879541203,-0.0394609538787354,-0.206114959078369,-0.123569320616827,-0.0169344385886163,0.184175302175825,0.0359284609819506,0.0601229852609904,-0.275412630737197
"SEPT11","black",0.74309172469126,-0.0470574497041925,0.368368299063764,0.74309172469126,0.27342637209349,0.433196769989279,0.07733902655962,0.239284389947198,-0.0935308806553079,0.018798352704364,0.0574242953055123,0.146823204492319,0.155357972844307,0.11712487917251,0.086823174269386,0.0547119889745259,0.210403512049131,-0.0900239013641616
"ESYT2","black",0.742221429777517,-0.208624208303679,0.342842318650073,0.742221429777517,0.124259415475507,0.360861926200607,-0.0381782302853529,0.153338961483439,-0.183470519625211,0.0766368844114791,0.0550918426866538,0.0802035045745449,0.231784203678282,0.224105141518181,0.0818002959112773,0.186474371997611,0.34024512488738,0.12825324708128
"NEDD1","black",0.740648469962778,-0.0210833211108061,0.675780481700944,0.740648469962778,0.456334170027472,0.556411885296724,0.322844761831123,0.43351153815635,-0.0386250196954691,0.174827443845207,-0.0624070670885326,-0.0882424546853495,0.0445524670193171,0.167466009042522,-0.0519851716949181,0.204649224341304,0.233308943364634,-0.147076000558818
"ANKRD13C","black",0.740437325688817,0.00215894416044354,0.507396183977244,0.740437325688817,0.501582521229119,0.672403128387237,0.170824631075816,0.419379022838664,-0.164478135312884,-0.000334176588122377,0.0692143252448354,0.0469453676970232,0.199349760366488,0.241642076372469,0.220411977428406,0.0359901983106707,0.304000435538626,-0.0819257093894903
"ZNF644","black",0.739185058614728,0.100759409562851,0.490435993597915,0.739185058614728,0.568983416200211,0.60841507074592,0.324776322955597,0.485781666996971,-0.000681525366319021,0.026150518426402,-0.00454454981549762,-0.0827403966075881,-0.0111938315541447,0.0707602331749483,0.0837921080817275,-0.0801824422825965,0.0543827257792226,-0.327580289570836
"HACD2","black",0.737277747281153,-0.101123361172747,0.336858957233416,0.737277747281153,0.141571261230167,0.283823129124253,0.0572361400056951,0.199941301349115,-0.0209439296376799,0.0908352917723954,0.0298625629855398,-0.168414114941352,-0.0340884785999282,0.00791411340694743,0.180393509586939,0.0986686271825415,0.186714253140737,-0.128836887205052
"SCARB2","black",0.736371391687642,-0.0675421345582879,0.163192383432629,0.736371391687642,0.259410586086182,0.39587341145622,0.0669139565513592,0.207728067997261,-0.0937235672345643,-0.0240593611366112,0.129675279514006,0.1614030013211,0.217011239110585,0.162399224616294,0.101793999809433,-0.15807187359254,0.103738554406901,-0.198203651439376
"C2orf49","black",0.736010981703425,0.101153899856975,0.431741417326545,0.736010981703425,0.46847085969807,0.4165741285935,0.369967166287301,0.414393815626813,0.142609400297097,0.109632348645716,-0.0547146223957198,-0.0394629929733439,-0.0358549795858894,0.0113828176107581,-0.0312107271290562,-0.00944850319206844,-0.00228593860416408,-0.326127303625801
"PRKAR1A","black",0.734691762105236,-0.282573262989555,0.230152840753061,0.734691762105236,0.106972731237828,0.277770538302563,-0.0323021624546791,0.118807793969538,-0.180307308879889,0.0431134860692912,0.129160664732729,0.2231235531527,0.289605501669926,0.166115427080208,-0.0387673257447066,0.0582329743094247,0.216954269439471,-0.0569592527468472
"AMMECR1","black",0.734488799333621,-0.0953344675655878,0.477270019656992,0.734488799333621,0.212955477022055,0.255443756304537,0.278597249796747,0.253153129601225,0.13528669114742,0.213508726143691,-0.0324699046173346,-0.191628188111377,-0.0798380700757233,-0.00537177759677573,0.0280541844084813,0.22517455709505,0.111605186539632,-0.191680062040431
"DDX42","black",0.732545051070156,-0.074162601251978,0.28987888000689,0.732545051070156,0.170066120095651,0.175284437135754,0.150959613114287,0.220923861253773,0.0822562533443111,0.151498170571609,-0.0136311196284001,-0.0220043208007132,0.0091459369426218,0.0297010875241086,-0.0486784932267568,0.0963679246016355,0.0419422427857571,-0.207092500677261
