"gene_symbol","module","kME_own","kME_brown","kME_blue","kME_black","kME_pink","kME_purple","kME_greenyellow","kME_salmon","kME_yellow","kME_lightcyan","kME_cyan","kME_turquoise","kME_red","kME_midnightblue","kME_green","kME_magenta","kME_tan","kME_grey"
"G3BP2","black",0.860799283463142,-0.263923529279238,0.38892467254291,0.860799283463142,0.158452167925539,0.414027064426369,-0.0461111266239515,0.189465442641205,-0.178536523472057,0.0952703454829276,0.0832874010855005,-0.0229545688997689,0.141140229366787,0.114256659526044,0.20414297805627,0.115788213541337,0.345095769293419,-0.0486381363605117
"API5","black",0.855381912818992,-0.112586558984093,0.527757834604711,0.855381912818992,0.296737484250882,0.408323344185717,0.216020786522125,0.326877548746427,0.023447849659831,0.164539928660028,0.0639047139516359,-0.0994846840704359,0.0817054294339464,0.162373922574907,0.110075989190606,0.184495924525951,0.217822781958189,-0.157524365923332
"BCLAF1","black",0.852620250103513,-0.0157356422730497,0.472544664551772,0.852620250103513,0.333395475783655,0.428295673046223,0.210478020247543,0.315234696981547,-0.0118742107514619,0.157696849117313,0.0466965036133883,-0.0604110623693209,0.0508016781028857,0.0850366864271573,0.00793764656395737,0.0551782334459517,0.113250891661491,-0.234491440362602
"DDX3X","black",0.850649250573091,-0.161998281736537,0.344671479540898,0.850649250573091,0.203217958424894,0.337745498429074,0.113020103429068,0.196635173634166,-0.0722110855836841,0.133051286822874,0.0503387798477496,0.0402271354219646,0.131738157742485,0.126963611573104,-0.0173939390411155,0.0556505528024241,0.145897692017047,-0.143540668612652
"C5orf22","black",0.846305572512354,-0.229923206279127,0.464475803983624,0.846305572512354,0.222019766238754,0.394824514167857,0.0756797874732461,0.27448709762412,-0.0740541629913057,0.105593701373317,0.0392299216980296,-0.0610312863462745,0.11362709243708,0.114556885254274,0.137229345675572,0.187779452407589,0.306362014514075,-0.0926780039517806
"SCAMP1","black",0.837133984552698,-0.0690163197096247,0.386309266119275,0.837133984552698,0.381439678652514,0.493192821099137,0.190706866121478,0.360942937000756,-0.0969209958627525,0.0469150579909457,0.0253096909525568,0.0165790281220502,0.0860942120667731,0.0982612921698256,0.0988346977028297,-0.07840350049505,0.119562564252512,-0.245468726774275
"SCYL2","black",0.835615213355939,-0.129051699977318,0.379341861091184,0.835615213355939,0.283891838809564,0.48004590570205,0.0927469627308595,0.219574143259759,-0.126986179205002,0.0588520339525287,0.0897680345081884,-0.057351972815208,0.0940012204909866,0.120664988324182,0.234616874500645,-0.022989771186056,0.201552480230077,-0.177213899627593
"ACTR2","black",0.83492949956864,-0.150990532897038,0.253344002837082,0.83492949956864,0.141550810774363,0.255184215866807,0.0734441479103597,0.174289823864759,0.00457028307581658,0.0556200436072429,0.124902549502506,0.00743239462669408,0.120161429772859,0.0773368917179274,0.0937051381425227,-0.0260132670919255,0.061322704653837,-0.24948615447545
"CDV3","black",0.833023616105504,-0.257613097929602,0.383162699609774,0.833023616105504,0.127037581403683,0.316352832605295,0.0127857378354524,0.174927517704096,-0.127184133773494,0.105068362742405,0.147480959852997,0.0395507817741728,0.224966021372193,0.18464079422075,0.0486202446750029,0.187259353654397,0.270477154480427,-0.0414325851833423
"TMX1","black",0.831656067626277,-0.207171952053688,0.535287780984399,0.831656067626277,0.280269033790824,0.585414108179333,0.0142885359420911,0.340052102313574,-0.323223072020647,0.075276129060041,0.136274069395334,0.0409212170133337,0.303502629072899,0.287334399167297,0.105106420509158,0.176738460014276,0.453596174439339,0.0320058372053343
"EXOC5","black",0.82928676115226,0.0135782263114354,0.443715581476049,0.82928676115226,0.417708044973853,0.624117261385937,0.155739009171347,0.347922138271569,-0.210486728484431,0.0515173425266801,0.0646224343031758,0.0899618104215009,0.19012812292286,0.177570026400075,0.0580468498471373,-0.0852999984363665,0.183565358445813,-0.181213741262965
"DHX9","black",0.82778415713628,-0.199418481784285,0.426509955159435,0.82778415713628,0.118687068986298,0.217505981015007,0.0997278810375914,0.246610766038352,0.0351498748957503,0.18081584896801,0.00365114665046259,-0.0685425492282831,0.0290935128274475,0.0566891998201111,-0.0474887197449954,0.198282859774675,0.15258367150205,-0.180702803885569
"LIN7C","black",0.826724255594601,0.0203160029676101,0.612520568263778,0.826724255594601,0.494629754565084,0.664562899953753,0.246117271048502,0.41212206800555,-0.118177199502052,0.129772160722257,-0.00587391637538878,-0.0410257301237659,0.0798947386959686,0.162144559711071,0.136745654316101,0.0929310168364798,0.266260956757645,-0.120647554820715
"MFAP3","black",0.824844737280163,-0.177658591627457,0.497910233422573,0.824844737280163,0.291371265163301,0.52477551097027,0.0563741270729863,0.257971218624729,-0.190855572734562,0.0989445742135711,0.0955268795153789,0.125181300851908,0.257459221296837,0.250997793259045,0.0874632058061006,0.169077915375851,0.394473152031846,-0.00422187950005111
"CTDSPL2","black",0.823803251241484,-0.130421855997527,0.458049573922447,0.823803251241484,0.302333008523097,0.473421097547859,0.112839930291053,0.295094192787313,-0.142270456818687,0.0883363072985295,0.0130596378664205,0.00636743366719625,0.122317788702835,0.118464525497088,0.00752560870667685,0.0579344587555887,0.221781452202867,-0.153956602144605
"SUPT16H","black",0.822746563822757,-0.152176956381904,0.459079334478797,0.822746563822757,0.142027464054883,0.32454534678251,0.0257917272638847,0.232998202554853,-0.100113805276923,0.142545573722816,0.0181046102200443,-0.0593163183206449,0.0922472038153858,0.130001920749191,-0.00627395042813585,0.224754137516933,0.275621330737814,-0.0478342748708254
"NAA50","black",0.817823897417238,-0.0505759068543206,0.670218577142557,0.817823897417238,0.406647657083315,0.495430591196779,0.293983653550995,0.48044384836538,0.010118978731785,0.21154189899671,-0.0105037666932202,-0.157563837398205,-0.0216741496456171,0.0662819619703407,0.0339729643010913,0.223031235245884,0.185181562426565,-0.21498981152465
"CAB39","black",0.817674085349196,-0.104481095997878,0.297856102633265,0.817674085349196,0.342553984654812,0.462739368487075,0.153502488823195,0.294264240606163,-0.0594433164553698,0.0323129356463134,0.170858088095005,0.0302620035841409,0.173266470751375,0.18777131370395,0.247052428079753,-0.113311906512608,0.105512398568509,-0.252460756339448
"HIPK3","black",0.811178686511075,-0.0553471297389054,0.369870462182689,0.811178686511075,0.355222443947015,0.4904287177933,0.148003716280266,0.293313721543065,-0.120816936756965,0.0538763641847866,0.0442670508199162,0.164162335855389,0.203312802417472,0.174450757969963,0.029306167755971,-0.0178954658456348,0.178567285751148,-0.139194914341942
"PAPOLA","black",0.811122108762625,-0.0200218527699013,0.527577369251524,0.811122108762625,0.47533278538228,0.591493027443519,0.257553824136409,0.500190710562768,-0.0438411183498249,0.0989280294919214,0.0587348152326446,-0.0814676063361641,0.0532118550081319,0.088053940803592,0.120580956078249,-0.0146445082534106,0.15575127054857,-0.272390746994628
"SNHG4","black",0.81059877447043,-0.0320788380705786,0.448355765313912,0.81059877447043,0.451353113067334,0.510336101836505,0.278757112723467,0.393178771968937,-0.0632700448706132,0.104848237276388,-0.0088141308832616,-0.0285793499067511,0.0392684010174337,0.0851617820782282,-0.00928630513296321,-0.0807700591073509,0.0470355617419384,-0.325517192081684
"MOB1A","black",0.808801962157082,0.0411388445488423,0.410256364567302,0.808801962157082,0.403406590106174,0.461580652501744,0.273899008809234,0.305423257327468,-0.0139547473310467,0.0603168003266898,0.0762737931244378,0.048254571013319,0.15623961723077,0.172007136833947,0.0240087712237993,-0.0214315983558743,0.0855871571955779,-0.229453940558113
"NUDT21","black",0.804051274235076,-0.0766633667232417,0.626938210715928,0.804051274235076,0.406491727497815,0.419401356031735,0.354587836549066,0.479182988243721,0.153112432297526,0.170310564799108,0.0163240803826233,-0.134713631081176,-0.0193621347481847,0.0733308423367899,0.0425904808942635,0.20351510615974,0.125736638992806,-0.297057211944342
"SLC39A9","black",0.803742995394822,-0.30594185652483,0.39329888348596,0.803742995394822,0.0594867532928024,0.31276655057192,-0.0641178780680274,0.184778585902517,-0.107566302402695,0.124391200353832,0.0887925635777438,-0.0937214452208938,0.0956333283151062,0.0556961945129053,0.17958633764101,0.213143077350747,0.370098061369694,-0.023705333170926
"PSME4","black",0.803269129132272,-0.0717152742718605,0.489494807965222,0.803269129132272,0.238458851301794,0.380177073189133,0.131550392953075,0.250668157876719,-0.0510731765903303,0.170985695288656,-0.0709722340829382,-0.0825134729956158,0.00520795143583281,0.0862782268624213,0.0292106258015086,0.179348354962005,0.210291192882955,-0.0888067406553078
"DCUN1D1","black",0.801904653542053,-0.140822540499128,0.460191743253818,0.801904653542053,0.317869863044561,0.518717885999054,0.0799852875579739,0.329463563604263,-0.209401866790105,0.0912198206200072,0.0270918218025965,0.0160456338654428,0.155773732619977,0.174446311035839,0.0446745033323232,0.0445375367794829,0.248251132765733,-0.128679522622862
"CDC40","black",0.799143584882764,-0.0527144241371968,0.61884343544512,0.799143584882764,0.405752882041621,0.552454964532384,0.206862911787663,0.396267824278183,-0.0889195527723171,0.165409901289409,0.0241663572309089,-0.066497720788779,0.142117530191738,0.169596340094002,0.046785751695337,0.174354630759633,0.300704883206454,-0.115893037549051
"YTHDF3","black",0.799062889904442,-0.0453335803598303,0.365898091577978,0.799062889904442,0.347377826361175,0.391948041246781,0.224482469683802,0.532558560008131,0.0816722741717124,0.0483122782401754,0.103115314143099,0.0173474680870168,0.0840489834705534,0.0907868178300239,0.0848844036936588,-0.0194529291292574,0.0431028747744545,-0.332693731927597
"ADAM10","black",0.798608735309083,-0.0594484596282727,0.438323163913859,0.798608735309083,0.453148786240564,0.669134416006759,0.139492875015692,0.264506676533258,-0.264427561960719,0.043763704512565,0.0707665591166168,0.0931906659061638,0.23419328411718,0.231967531165922,0.146430162859405,-0.0489804458868058,0.290262969119979,-0.0371853812539402
"TMOD3","black",0.79831680143363,-0.0864719553042657,0.457606946407055,0.79831680143363,0.308895106241738,0.62648316947051,-0.0113543285324385,0.195022121570113,-0.324742943991199,0.0235956667546716,0.0918825178256152,0.0680624509951042,0.260258308036991,0.265849094607254,0.18476198929357,0.101828411965403,0.432969597387049,0.128363321351313
"TMEM30A","black",0.798272905914401,-0.105537729092826,0.243300409466541,0.798272905914401,0.26330349539422,0.54587615654992,-0.0335575364979029,0.11590623721279,-0.374790574042453,-0.040159778142721,0.192317939893951,0.188243146830844,0.339099727074594,0.232005143255131,0.19732473289702,-0.160791342719909,0.263048033690852,-0.0288359543146952
"RAB5A","black",0.795783492415747,-0.141705053742316,0.231646981567614,0.795783492415747,0.207520335073528,0.347792882673596,0.0851458552399429,0.208353946968443,-0.0485706091971687,0.0216932049295088,0.119979349554746,-0.0167314696530268,0.0892951832180313,0.0195496526752261,0.201421612706606,-0.113518735517294,0.0656187089410918,-0.257584433418086
"WTH3DI","black",0.793602459928101,-0.173961847166879,0.395364021344139,0.793602459928101,0.167239299439174,0.262552371299903,0.135823826274344,0.25288091045765,0.058194876064357,0.120552533637067,0.0165570630818296,-0.0915826094191154,0.0212898982989923,0.0481765741382002,0.0177209894105205,0.161732448167105,0.121260611775078,-0.190346035379493
"TSN","black",0.791403949522308,-0.182559500045076,0.604634316629209,0.791403949522308,0.262219959995378,0.323249987221209,0.241121949754069,0.414334387913658,0.108449601396443,0.275359894791954,-0.0328334844346305,-0.0783484668657788,0.0398897441491134,0.0825649100557307,-0.0474161854482916,0.343255039520949,0.270001736595038,-0.166287438376008
"SNAP23","black",0.785466737817343,-0.216047324378565,0.220357578224084,0.785466737817343,0.182378236037983,0.427774507255369,-0.0339721874842616,0.120156678759808,-0.240740924728451,-0.0183382289030584,0.158241034824759,0.102094318287204,0.258378973806586,0.175410961472242,0.21376424510694,-0.083474020089043,0.268394206841569,-0.0722715643009605
"ATF2","black",0.784839349613632,-0.125895912800067,0.310361379886977,0.784839349613632,0.284108545952397,0.397297445952754,0.123991127116869,0.242958706593011,-0.115735498789752,-0.0286896682862504,0.0553791620979553,0.110954307809553,0.158614501158097,0.124984532721161,-0.0427121577969395,-0.039519864410507,0.120747828292038,-0.167933294885942
"G3BP1","black",0.781766333261076,0.00593529382248208,0.372162616435306,0.781766333261076,0.365793558892345,0.379654441185303,0.2414556379964,0.296716737296161,0.0466822736080762,0.0797448602483716,-0.0287113290942618,-0.11589268169435,-0.0509252722424237,0.0194793801710795,0.0974850572977538,0.0210780601880172,0.0880861810444942,-0.206079115778772
"AFF4","black",0.781175501519009,-0.0158739948205644,0.316805087145789,0.781175501519009,0.294720115141289,0.421969045984405,0.110955389681372,0.19336560247433,-0.0717791921221557,0.0191633726397783,0.0215832385622054,0.0424866123300874,0.0938807753621205,0.121521439777053,0.100344517991909,-0.034308493453411,0.131453815090698,-0.139593257088504
"ABCD3","black",0.780770493590027,-0.0715570546441314,0.493463595915734,0.780770493590027,0.372643112428247,0.481204544718201,0.199085952176034,0.379022875499069,0.0379926443900877,0.138346117969728,0.0920082821629553,-0.189761266189857,-0.0263467102225042,0.0466044509455507,0.273866418220807,0.0925583678527691,0.195095251477392,-0.255819512272715
"ICE2","black",0.780612242316985,0.0929159625222046,0.495033854475375,0.780612242316985,0.409386903000945,0.491485653821823,0.261535541405923,0.355825507345775,-0.0654718118039225,0.149149979276441,-0.0449346456996769,-0.0661328592980684,0.0461333193148917,0.12693751716081,-0.0630597268503751,0.0267572245529834,0.119133432336477,-0.228263744173601
"TMED2","black",0.778056102696001,-0.354831536302047,0.422590817623652,0.778056102696001,0.0840230614742597,0.312637164640991,-0.012827225457344,0.218674550075646,-0.14719116959382,0.104131279780025,0.0560491939991878,-0.0748636237623249,0.113078005524705,0.0985214384180224,0.113603232738371,0.248373824742844,0.38516221601999,0.0085317368481838
"ATP13A3","black",0.775795652888552,0.0385404907665778,0.425819897775223,0.775795652888552,0.350816895083109,0.335259211719326,0.325305731671227,0.393472329022731,0.165749250517582,0.172843641462337,-0.0688405392501357,-0.117994833883568,-0.087314901635871,-0.0360573921179857,-0.045022226158716,0.0205582381818153,-0.0702159064138429,-0.365399907794096
"PCNP","black",0.774179618248551,0.0442899967605809,0.462136496019578,0.774179618248551,0.527504107838405,0.565594439871526,0.349724472141033,0.42915314443256,-0.0779402850160362,0.0824195682396627,0.0305340742584114,0.101355387322571,0.13437241474221,0.123365516363639,-0.0564042458854252,-0.109497555023165,0.0323145485181106,-0.326029453171588
"CDC5L","black",0.772529668131622,-0.0708554827511883,0.493367218353332,0.772529668131622,0.343814745796538,0.397300872461342,0.260165036012305,0.40635018876215,0.0224986727269815,0.139392447850683,-0.0447020226094078,-0.0701363132515958,0.0123691676325782,0.0562889513874492,-0.0250121289191551,0.070606220166481,0.0986369918327288,-0.288721425872656
"RNGTT","black",0.771422399929502,-0.158499235322788,0.618268113408845,0.771422399929502,0.274192758582158,0.490229347327602,0.119196356521871,0.330797698480034,-0.151245859752316,0.190203903711852,0.0719433497874463,-0.0187399129262491,0.200922034383236,0.173994114181677,0.00832364458043478,0.272820558879129,0.385324475254355,-0.0125663957985412
"SPAST","black",0.771348764381228,0.00668431470727586,0.552695229254988,0.771348764381228,0.486463754931671,0.489624790989269,0.383162469935691,0.431464968088385,0.127410647874236,0.179460939606044,0.0138387898267422,-0.0319168942898603,0.0569449794756709,0.114650485938996,-0.0255620145149745,0.12320467372911,0.137862172148282,-0.230290824191531
"VKORC1L1","black",0.770508917011509,-0.143625812554769,0.462784006723968,0.770508917011509,0.20105710810437,0.250099792744951,0.2237907651178,0.295514156874059,0.124134123641357,0.251692596927632,0.000291973135999297,-0.100624236036932,0.0154353422810571,0.0517268464027584,0.00953000816148056,0.259964811299296,0.192655436943402,-0.139828253420338
