"","age_at_diagnosis","os_event","rfs_event","dataset_validation","sex_Female","tumor_location_proximal","molecular_subtype_C1","molecular_subtype_C2","molecular_subtype_C3","molecular_subtype_C6","molecular_subtype_C4","mmr_status_dMMR","cimp_status_X.","cin_status_X.","macrophage_core_marker_score"
"MEbrown",0.519074417364611,0.884861448339128,0.891853902820678,0.878314376901089,0.820993655315394,0.0472312227963921,0.413903539968604,6.37965734902265e-09,0.61173697896314,0.0686382639470498,0.248827291918625,4.47074949003277e-05,0.000173800089257151,0.0931129124070921,1.34993750056211e-07
"MEblue",0.903714077084146,0.0708434090836264,0.0172930348628116,0.878314376901089,0.820993655315394,0.501384792781855,0.00239470725654247,5.46292478832711e-05,0.657454835206965,4.54508351681646e-13,2.59973575269348e-08,1.24341563928355e-07,0.0306569371500908,0.012820709485076,8.38090732805914e-13
"MEblack",0.519074417364611,0.721054003435027,0.573822058160604,0.878314376901089,0.865991118454331,0.331369879982326,0.413903539968604,0.000508740724386565,0.759376384004957,0.00836579407481264,0.0302599540131099,0.00896863247218319,0.0309948775834781,0.373952194961853,0.680821093115962
"MEpink",0.519074417364611,0.688822376907553,0.573822058160604,0.878314376901089,0.820993655315394,0.262831873958488,0.981480554991461,0.00493339245540685,0.759376384004957,0.00836579407481264,0.524740756081461,0.923609162358428,0.213937562869033,0.373952194961853,3.2642135868195e-10
"MEpurple",0.519074417364611,0.799365390204835,0.429524119836801,0.878314376901089,0.908391960311865,1.15178907813273e-05,0.000158565033175499,1.06724281290222e-06,0.000161125028228897,0.00836579407481264,0.32223666817891,5.5034590956021e-14,1.2804676360097e-06,1.4511050094835e-13,0.273373250556562
"MEgreenyellow",0.762807453859293,0.799365390204835,0.573897325780897,0.878314376901089,0.865991118454331,1.2230248669471e-08,7.21250735826306e-06,2.15415231700678e-19,0.00039220755860235,0.00458279307696014,0.0386189145175885,8.74208854955824e-11,5.29513501454814e-10,1.48163475410947e-09,7.97577711321519e-16
"MEsalmon",0.762807453859293,0.778995900737547,0.526005675337213,0.628965322414145,0.820993655315394,0.000120094581228279,0.00627727171894678,7.49770351570064e-05,0.0291238766790303,0.00763807204956453,0.003213008464321,0.000370395729888443,0.0154123857367562,0.000501872941629511,5.17972234811077e-13
"MEyellow",0.519074417364611,0.148819056373617,0.891853902820678,0.878314376901089,0.820993655315394,7.08263863226766e-29,6.55887293474764e-23,2.6881030906866e-45,6.34412866835671e-06,0.212131273244542,4.0081781716422e-13,9.48328706867215e-33,2.51909059658609e-38,5.87591505693975e-27,4.82276788210689e-26
"MElightcyan",0.881068720365817,0.0708434090836264,0.216127562600555,0.878314376901089,0.908391960311865,0.489398019642931,6.20806930190722e-07,0.405708857811551,0.225609821773876,0.000215281709122056,0.000994059873421712,0.713651091737351,0.213937562869033,0.0586250972963138,0.000476908150762673
"MEcyan",0.519074417364611,0.688822376907553,0.216127562600555,0.878314376901089,0.865991118454331,0.145296778700985,0.412151027261549,0.0148524208577718,0.778004669739261,3.9576945962788e-09,0.0302599540131099,0.035836066035427,0.097742079443344,0.000664541998523435,2.99214598777005e-37
"MEturquoise",0.519074417364611,0.112454741228144,0.0369034586556175,0.0669170724799783,0.908613039449397,0.0928653709871308,3.82255804880356e-17,0.13741271718979,2.89885459303795e-20,0.168521552272779,4.21091113334106e-58,0.009606125589561,0.11164914085602,0.44748663726385,7.96775752324804e-65
"MEred",0.519074417364611,0.864625512958719,0.703191413743305,0.470662620717837,0.840368631915909,6.36871623986905e-08,1.06789307861797e-16,1.64611788732325e-22,6.34412866835671e-06,0.490027965509802,9.76190437515847e-24,3.55830596200208e-20,7.07618628428665e-14,3.35679108220215e-07,2.74094160479732e-217
"MEmidnightblue",0.569122697837008,0.371972880168488,0.0369034586556175,0.878314376901089,0.820993655315394,1.09662812780125e-08,1.75985428890639e-09,8.12547945243354e-28,0.00285318989410038,0.167645501187871,0.000256698529327679,1.00496189498238e-19,7.62739024612844e-15,5.87411769130111e-07,2.46477655634581e-42
"MEgreen",0.897227391959823,0.0708434090836264,0.273431939895095,0.878314376901089,0.983452939396624,0.262831873958488,0.733905249658166,0.0137854465521624,7.19378954724513e-21,3.13060538603317e-24,1.78270173778752e-18,0.00480365143841754,0.239917442499259,2.6036191598603e-07,0.00303220578101904
"MEmagenta",0.881068720365817,0.0629476724409459,0.032492910053344,0.878314376901089,0.649805318572235,0.271131964519957,0.000160418102089164,2.0321904305597e-10,0.770592819992999,4.59017398448808e-07,6.92918102068526e-11,2.81373049890556e-10,0.0150549637175996,0.0411723514309295,0.000790519292845554
"MEtan",0.973793963055274,0.0708434090836264,0.0466630038660907,0.878314376901089,0.649805318572235,1.28885611452441e-14,0.000343240777718929,4.77704666725815e-49,1.89596055386464e-07,0.0109026622669767,0.0109421688236739,1.18008204162535e-51,5.3879729860766e-19,1.83370832528112e-33,0.0057531127152833
