"gene_symbol","module","kME_own","kME_tan","kME_green","kME_grey","kME_salmon","kME_blue","kME_yellow","kME_cyan","kME_black","kME_greenyellow","kME_turquoise","kME_red","kME_pink","kME_midnightblue","kME_brown","kME_magenta","kME_purple"
"BIRC5","green",0.752489412000285,0.587225497331581,0.752489412000285,0.268772046068052,-0.150427876605773,-0.190006526217104,-0.0305385010166808,0.0835262872310732,-0.106216600365892,-0.267842245426001,0.561459283801903,0.353601046792554,-0.130531633140825,0.317632717711448,-0.395656516461981,0.103559996361856,-0.0249681582950113
"NLE1","green",0.751625222092425,0.222384108729242,0.751625222092425,0.240576721622694,-0.221570769160455,-0.180945058298232,-0.169775735798825,-0.035262651802723,-0.310805037556477,-0.338784189490334,0.464394145843888,-0.0424447122900208,-0.270519355673748,0.348018390899694,-0.279361401081374,0.347738248312612,0.112613074231605
"MRPS12","green",0.74939053028543,0.522153766180937,0.74939053028543,0.266819203256649,-0.095107760126692,-0.159438960321245,-0.0504759742805987,0.0196179855952337,-0.102832651862757,-0.218995226455988,0.38193266103308,0.156973152297374,-0.256302731040646,0.314863623289331,-0.476937970651433,0.169041082244119,-0.0485933229861976
"CDCA8","green",0.748640115085499,0.367794662422135,0.748640115085499,0.375417359773601,-0.205182770581705,-0.277084803486953,-0.0954741994771281,0.120524043950754,0.00910140751200801,-0.22698667717118,0.517126750236104,0.134996644520693,-0.112745135675798,0.274286175277944,-0.249155948724403,0.0780125131950183,-0.00757765869820366
"GINS2","green",0.747301725546887,0.251136735348263,0.747301725546887,0.186014780638465,-0.168980135132912,-0.23759877803196,-0.157973974373665,0.0430193382701783,-0.185202075759618,-0.202593995400128,0.525529611599926,0.0339213044072169,-0.208108656208765,0.352912330463394,-0.236843796304752,0.316815792580086,0.134707697483823
"CENPO","green",0.747015156661953,0.405200340260443,0.747015156661953,0.259990982844819,-0.159730327070144,-0.186150217897887,-0.049581848607454,0.0792007136491171,-0.0369568228217432,-0.196475634908372,0.529205430463671,0.0976465809388032,-0.0732995360725769,0.326742830434948,-0.226598416116742,0.173848842248131,0.091616382869216
"NTMT1","green",0.746720123439963,0.395185669431901,0.746720123439963,0.445138951476938,-0.129954508725634,-0.0233414961561367,0.0513782652200303,0.0849225413549544,-0.223502184896015,-0.409105691394318,0.304960872270088,-0.0109833656715303,-0.343936911503967,0.337314397717648,-0.426884496286851,0.129586036279688,-0.0847094656697633
"CDCA3","green",0.746174347830636,0.281831894379111,0.746174347830636,0.213909982073154,-0.203899344511143,-0.224112669404298,-0.168107252641393,0.00838161133770431,-0.158952916017232,-0.20708782593163,0.563939183250561,0.0722691174735537,-0.151330866072874,0.377678719261842,-0.183825449162635,0.297626517526162,0.154394281711797
"MRPL38","green",0.743651100841014,0.459717855953396,0.743651100841014,0.246358098662874,-0.0603852487608907,-0.18868342841811,-0.0435268528909694,0.0857602870895766,-0.078266195238919,-0.12929815519799,0.318761003887156,0.135930339539144,-0.265207403145695,0.273976733277117,-0.416499879482159,0.172478957558975,-0.0886438779143073
"KIF2C","green",0.742521956697841,0.355826780832547,0.742521956697841,0.309059868422423,-0.206312844790678,-0.208830733303513,-0.0784904427779443,0.121916868267404,-0.149764500471605,-0.31647093884639,0.594821514532924,0.215990658519047,-0.128542696734981,0.308059771098872,-0.284095432521502,0.157830200541195,0.0732263233719613
"PSRC1","green",0.741963084333406,0.373184459177311,0.741963084333406,0.389274726770808,-0.202348634806792,-0.108201456068164,-0.0292849208568195,0.153198980490208,-0.100598974137335,-0.324227113274111,0.51888001264031,0.0343056842783616,-0.0824914455639131,0.277716943580469,-0.195742153250335,0.114448911098451,0.0486532626987721
"IPO4","green",0.741934587672601,0.202243265890946,0.741934587672601,0.476578001559366,-0.237581650096406,-0.100356908371301,-0.139789957008568,-0.0596839733034958,-0.241953124403683,-0.432307499813495,0.349946972604854,-0.170773364051395,-0.320482375604754,0.309502700855156,-0.294968224881326,0.140884009726251,-0.0734407680620203
"PHF19","green",0.741594672964468,0.16588950458346,0.741594672964468,0.373735923460594,-0.191635402947414,-0.103113310220795,-0.0603455886305964,0.121494251335555,-0.269947175262194,-0.378696449345285,0.391351591011249,-0.0919213567578799,-0.319774846536754,0.369692974645534,-0.269832456032612,0.270945386243441,0.0614174442857501
"PDCD2L","green",0.739492719251061,0.227079642700402,0.739492719251061,0.33538043431541,-0.222476808475209,-0.139393948567128,-0.128563540210162,0.0249072759421508,-0.301885990688703,-0.436014211250297,0.505303075504499,-0.00878739616903166,-0.25187460403935,0.411331713626874,-0.288277151743501,0.236180425854083,0.0835743968414131
"METTL26","green",0.739380499265546,0.425742634256372,0.739380499265546,0.203566687902503,-0.160409615883433,-0.124416489421652,-0.105160024843825,0.00349409707092514,-0.256616863251926,-0.253891958216592,0.364297515768249,0.0466089894951797,-0.309802148817526,0.319163648514587,-0.346225576405584,0.369639666948895,0.0630874114463671
"NPRL3","green",0.739044773873535,0.240672310123704,0.739044773873535,0.45579958700573,-0.208046084566857,-0.029074861087648,-0.0325652044985234,0.0810419655962703,-0.263708043683619,-0.423375216486526,0.358486682698923,-0.141548996987594,-0.262151506025269,0.326140316321468,-0.206896691916806,0.211316168010305,0.0512794768079819
"DDX28","green",0.737937830254796,0.30732889677208,0.737937830254796,0.129755121575339,-0.126110606330956,-0.196788829548095,-0.0963786969256112,0.045531580301201,-0.168751378495838,-0.136055901307818,0.401041373584058,-0.0444440447593833,-0.243347678820145,0.331451001636465,-0.297849332159099,0.374527765265104,0.08169951145518
"FXN","green",0.734634948404909,0.525241593893201,0.734634948404909,0.324670934021604,-0.0740418875165964,-0.151476035062735,0.0345442379890845,0.112597575366516,-0.00329989402107982,-0.271367231825273,0.537688359854894,0.211967856652382,-0.0240592584479239,0.364277226982574,-0.3514620210324,-0.00853727215276001,-0.041458731446914
"RAD51","green",0.734591095066708,0.510964691930514,0.734591095066708,0.356353754926688,-0.139052799002233,-0.208798279293196,0.00574476888503538,0.133301461590421,0.0867710681584378,-0.209519529217756,0.59404239787049,0.21072944997659,0.0376834458690728,0.289031841223085,-0.29574764113413,-0.0331679937587543,-0.0281868225844473
"CDK4","green",0.733250084510102,0.166134805799318,0.733250084510102,0.227402559495444,-0.232848999046237,-0.0628878047524861,-0.15420599981775,-0.0668973967600672,-0.447263027848252,-0.447040464640434,0.427543157379202,-0.0838437435692798,-0.386394511157309,0.409792238024344,-0.303597008507187,0.386995139941874,0.129934742631489
"CLN6","green",0.732178822409974,0.490846187517388,0.732178822409974,0.382821444024542,-0.0976487173235641,-0.101872843783128,0.0788437889744171,0.138509512834968,-0.0165974952624569,-0.238596494856303,0.352878229899928,0.104342089102885,-0.139906756203179,0.300109208862445,-0.324654571031835,-0.00236881601281759,-0.117737115942568
"TROAP","green",0.73202317465242,0.310677680134166,0.73202317465242,0.331150382611691,-0.201517099985633,-0.265885545647956,-0.154382738075328,0.0246625776878318,-0.197061127803858,-0.279217557807997,0.368892126878837,-0.0090348677006328,-0.356552520465326,0.304097758887922,-0.367425222334704,0.197179216600986,-0.0736888813598495
"ZNF593","green",0.730193134012798,0.246012029727617,0.730193134012798,0.404294457977354,-0.190299220061345,-0.204616835862524,-0.121471034237386,0.0508626757135151,-0.162701010668631,-0.288637955760737,0.308939105783326,-0.148143043361826,-0.290312051273687,0.342546500653723,-0.285199208543884,0.209891506698886,-0.0142822765312802
"DNMT1","green",0.72931537545584,0.297002874365116,0.72931537545584,0.380688167189758,-0.206400745028106,0.0320553237989595,0.0514044113284851,0.20300254988614,-0.345569427573009,-0.498694649693491,0.566865236855594,0.0481542230819103,-0.128738048570725,0.346291946834423,-0.0903415043347327,0.179987376366677,0.162281561183192
"UQCC3","green",0.72888032533111,0.426754175241514,0.72888032533111,0.26882829321886,-0.0763243162884929,-0.222052647221036,-0.0413723969872725,0.104853134554856,0.0145272427679829,-0.0918765208017549,0.383187153955037,0.0209308103046114,-0.153179296213865,0.284714041640184,-0.355924627764682,0.0930458048881822,-0.103532529944747
"AUNIP","green",0.727209457386835,0.275620509269964,0.727209457386835,0.252215834728935,-0.26121531771581,-0.243238030290207,-0.206855666340063,0.0155936273061885,-0.226788548744461,-0.313139794826006,0.613319519111392,0.0681737051109218,-0.13653096084059,0.398542125964083,-0.111410143384393,0.274167755880665,0.17981830147766
"CCNF","green",0.725957738636985,0.549893369783385,0.725957738636985,0.298399390576595,-0.155778508164794,-0.192480279998278,-0.0573032378441237,0.0588994462148106,-0.0847305369311938,-0.228782647610219,0.405671739423351,0.215401541766065,-0.193105977852987,0.234912678744706,-0.37791036563705,0.123634689858384,-0.0644553761465879
"CDC6","green",0.724983754094168,0.433713504640438,0.724983754094168,0.240405144612058,-0.215054118743395,-0.212066410766717,-0.1188899891136,0.083682356251012,-0.172765464583732,-0.269369030938897,0.635046071529139,0.239176483802311,-0.0616432303653252,0.337376069945199,-0.155870689848908,0.211647266279963,0.158409153190545
"RUVBL1","green",0.724504868996565,0.219476098564762,0.724504868996565,0.202101414187956,-0.236949304856031,-0.155830320872471,-0.197368016397085,-0.0609334752651709,-0.352446833881112,-0.373778853562292,0.540433987468716,0.0665156228455458,-0.28413199527863,0.424411214057236,-0.291554694098886,0.371296772100897,0.170784469531551
"MIF","green",0.723814771076161,0.419924407178738,0.723814771076161,0.492731824898792,-0.207674891833614,-0.044690316770309,-0.00733647340377878,0.0720046579771495,-0.17481490997032,-0.417884073263688,0.400715558662801,0.0445238297455254,-0.196425746571118,0.286278452250927,-0.293209040506759,0.0974672765039236,-0.0363969910371784
"PAFAH1B3","green",0.722923415547084,0.184075416605073,0.722923415547084,0.246417578909726,-0.226905543581803,-0.146701051396381,-0.160808347124651,-0.0199278544296175,-0.31597310578161,-0.358122904243794,0.399408665884265,-0.104082845385124,-0.32380697188947,0.413178509368687,-0.218793602486162,0.399929455906784,0.161894573275899
"SSSCA1","green",0.722050845011627,0.392852519690323,0.722050845011627,0.33673896980087,-0.031190569290128,-0.0105957188444732,0.116210991009775,0.170844856045989,-0.1764490015694,-0.32273673996509,0.330680609613871,0.0309732851720077,-0.29265481650377,0.271005830048384,-0.454436673319413,0.0764859691450935,-0.162449776515793
"YIF1B","green",0.7220320959418,0.572400003076186,0.7220320959418,0.479398619062563,-0.016605915805908,0.0792094754932281,0.236199393650852,0.252126565165365,-0.0385924270708618,-0.340487544723847,0.304868254871277,0.0637123957817751,-0.176135585127168,0.251801417280487,-0.443904934189972,-0.121660950163337,-0.230195502810311
"NOP16","green",0.720837907753967,0.310944932396359,0.720837907753967,0.281155944669622,-0.173667400600858,-0.252518875121526,-0.15959687120155,0.0397571571954254,-0.148797792588587,-0.228627141985756,0.504156014539824,0.0553627339532817,-0.177167858071436,0.34917618474094,-0.294173932789492,0.213557392855834,0.0556443286714989
"PGP","green",0.72060875336941,0.29989692490649,0.72060875336941,0.366121655427735,-0.0924519939938256,-0.201032495012821,-0.0621070851712326,0.080577193619908,-0.0136415055585568,-0.121973905957937,0.268538235504179,-0.0780855146651132,-0.292646322387304,0.211796790259911,-0.312128906802395,0.071983978206794,-0.212109617538285
"PGAM5","green",0.719509030240856,0.599036261439232,0.719509030240856,0.294490422046602,-0.0660514095675645,-0.189132936078841,-0.011357593319884,0.0812824471228005,-0.0515084466055293,-0.183164374130918,0.374563582593236,0.242184365661737,-0.215822343111155,0.225174595985606,-0.50151963169891,0.0300079219765524,-0.16472193702921
"GADD45GIP1","green",0.719250637009063,0.504329452706836,0.719250637009063,0.318019336590675,-0.0645250964445777,-0.0771014712585934,0.0878981536629867,0.145444979443406,-0.121924623712271,-0.27580530467136,0.339275955123203,0.0453522829744678,-0.230170825823143,0.225179103819272,-0.499415176876486,0.0354541268244274,-0.163116270666392
"SNORD88C","green",0.719152321387217,0.190347666062461,0.719152321387217,0.399312444117349,-0.271698814862788,-0.273400478099102,-0.251668952030787,-0.0929977792106488,-0.19217802658091,-0.352336226639559,0.375048227211081,-0.141470619001527,-0.293795419306036,0.322324309702421,-0.266345936692675,0.206159971335764,0.0126528285494685
"RCC1","green",0.719043859016713,0.387848590451887,0.719043859016713,0.37886937043567,-0.186020611040878,-0.22451829921602,-0.0876153318194602,0.0853891644496389,-0.0702080325572586,-0.263763811641341,0.448368009540177,0.0957369770038762,-0.168135552759244,0.286854430072685,-0.322633179854237,0.0649793027526874,-0.0827187273161153
"SNRNP25","green",0.718680997661914,0.390683689800066,0.718680997661914,0.27648284320676,-0.0154412209884576,-0.156583185048112,0.0178336710021129,0.0653042160635414,0.000131702345296557,-0.153472551021186,0.404522137243135,0.0485085939512633,-0.161016633934843,0.255084469567422,-0.420696908627923,0.0608904567354729,-0.108416885053647
"LSM2","green",0.717329113371975,0.543665151386646,0.717329113371975,0.325969563246476,-0.0884793273548487,-0.0614979823515966,0.0893710065301147,0.15025107351235,-0.0954964701415313,-0.287600363571614,0.374883847737234,0.138192826337586,-0.227285827030279,0.27507798434619,-0.429093357076432,0.0825458052433416,-0.0884486119224635
"SAPCD2","green",0.717194207745935,0.110154053554761,0.717194207745935,0.307661043633303,-0.347274615740124,-0.317412659751348,-0.315528833037789,-0.0859595872000499,-0.120666094080701,-0.19556340456262,0.391276738457754,-0.163067991691658,-0.249798173198166,0.314311824167848,-0.0796839170593062,0.320986378735676,0.110973575293059
"TMEM160","green",0.717164926936256,0.52565984555768,0.717164926936256,0.254966279072251,-0.0737707138095681,-0.0424716959877279,0.073259459955151,0.131512267700677,-0.175806740406978,-0.259777043911951,0.307488944191639,0.0666930141749423,-0.274276670056633,0.284284389522081,-0.420678991330106,0.175678388972766,-0.0527898502971879
"RAD54L","green",0.714179007130399,0.238075410823799,0.714179007130399,0.377292282138062,-0.30471507620116,-0.22500472598081,-0.151326322131802,0.0854866637259927,-0.19024862805866,-0.325241627015291,0.510062363080395,-0.0718693282094778,-0.140569531398358,0.228159553287267,-0.0864710486555007,0.144379708765103,0.0737410105297548
"POLR3K","green",0.713267480435054,0.353191970789913,0.713267480435054,0.227807378366719,-0.13622345222161,-0.238887285388418,-0.125646907202833,-0.015768878888029,-0.0646657294653362,-0.171047928695367,0.473763346069041,0.155013621985557,-0.175289805549481,0.324667190108342,-0.359067115607067,0.207621311778411,0.026452006087943
"EXOSC4","green",0.713243971845726,0.386348559304304,0.713243971845726,0.239691285351041,-0.131178403169621,-0.110387990959727,-0.0358747456902238,0.0709787282726043,-0.195410538331005,-0.2326756079759,0.32174075085233,-0.0318036889894974,-0.291903400490203,0.24837606541547,-0.347543625249807,0.222889881922905,-0.0775296919680128
"CHTF18","green",0.711780877399123,0.125927003679112,0.711780877399123,0.373700393760403,-0.267031181314163,-0.185218432201164,-0.177508400764933,0.0208908562778993,-0.232218171161106,-0.304725625169702,0.397851052044543,-0.22139637428168,-0.245438156615277,0.283460215881646,-0.0423103346897783,0.277225346305483,0.0813548752127926
"SUV39H1","green",0.710815996350425,0.142810129022001,0.710815996350425,0.25048511725646,-0.267367389386496,-0.191852846880099,-0.200712096234007,-0.00186356419652907,-0.286458388848282,-0.264631466250124,0.310878905398852,-0.187498493715219,-0.37103660827913,0.368919748162723,-0.182282416323516,0.377362494435395,0.137585059762993
"SLC25A10","green",0.710238571291938,0.338879582330189,0.710238571291938,0.301855668643379,-0.191737735780288,-0.391827207504446,-0.244618122252566,-0.0685451069336833,0.0742856383781605,-0.00226584229665127,0.25812617807302,-0.125174527288492,-0.208382589461285,0.187752843256749,-0.286474667026689,0.145309727086249,-0.115389988829206
"KIF22","green",0.709169424272066,0.353595668915598,0.709169424272066,0.26426216488679,-0.165539949360602,-0.267203473422319,-0.126200917909027,0.0362139970669174,0.019042615035453,-0.112969669404611,0.363838372066277,0.0236141417675395,-0.167601974664973,0.228208740110701,-0.278287333229065,0.109007247897966,-0.0893048763102066
"NPM3","green",0.707170820125056,0.334940781608689,0.707170820125056,0.363777529364144,-0.176794083189426,-0.112036908909672,-0.0266354178863131,0.0772445393394622,-0.167827558482836,-0.369202939888608,0.502410954928529,0.024962074755597,-0.132387489971843,0.330412485451906,-0.320873289123042,0.089709631394814,0.00614051122513793
"MYBBP1A","green",0.707143908651187,0.489160883773404,0.707143908651187,0.446760719612294,-0.107276315515466,-0.0639115749084483,0.0453582425591768,0.138938735624926,-0.135544971536429,-0.326616608483474,0.317049562455248,-0.0384655283361003,-0.203105813504559,0.288964032423208,-0.310815665697885,0.0187310103836804,-0.0948831358450948
"CD320","green",0.706627315249551,0.341631457503672,0.706627315249551,0.316669187411073,-0.15315281914727,-0.283696058406423,-0.215532959410362,-0.113648583846965,0.0186150572948264,-0.0766228711049114,0.266834925190421,-0.0484106109201638,-0.242478376817968,0.312904311014248,-0.337717339587361,0.194008511931547,-0.0655854503841525
"UHRF1","green",0.700311808737491,0.410625943871762,0.700311808737491,0.358801038136707,-0.206889907885002,-0.0892739582922605,-0.00860655996548282,0.139762279036177,-0.159064486035677,-0.366013822598894,0.604212514826465,0.151617834912455,-0.000309823513484747,0.342325577477543,-0.0984531220318603,0.0833257839392398,0.127530502627359
"ACD","green",0.699896353019149,0.171938809181218,0.699896353019149,0.412285405937245,-0.226473115608889,0.0895436760298364,0.0363770806684174,0.177835085022572,-0.397753431479962,-0.499887195600868,0.349214754730437,-0.148437369568833,-0.310895359336545,0.291720955097045,-0.192865887386629,0.286642106709275,0.10601502325403
"NAA10","green",0.695379293125969,0.205001024962428,0.695379293125969,0.266671576247037,-0.234642845875009,-0.102040947082385,-0.113553717482527,0.0182279933566662,-0.293956031463205,-0.307995405731756,0.31536609433568,-0.136383108392897,-0.344269701297025,0.342731993257688,-0.24724146426197,0.303333573443995,0.113626287328388
"HAUS7","green",0.694501579487445,0.364780156182437,0.694501579487445,0.1818798501362,-0.132519206624767,-0.0985619804617854,-0.0550135561166331,0.024077005665263,-0.227070873097309,-0.253247296076409,0.380878652446949,0.0914513213215756,-0.261815695151811,0.397128277355386,-0.264046936986876,0.278603374918002,0.11713525237245
"GEMIN4","green",0.694005682054522,0.402010178256104,0.694005682054522,0.490248814515718,-0.0887835272801573,-0.155633664660082,0.00556371386952498,0.129883642975203,0.0674240844845738,-0.257838970361778,0.425938852976988,0.0248532454728551,-0.0550633568147699,0.317649395243781,-0.254376082663252,-0.070708644146036,-0.0748162905447267
"CAD","green",0.692584179188614,0.078672989684991,0.692584179188614,0.316791572291776,-0.298980521066632,-0.0367563112259762,-0.17928582363109,-0.054402619725086,-0.405692774415348,-0.438007673472151,0.365844223394118,-0.193624174558761,-0.325245521072391,0.381046415621984,-0.059858628113385,0.3980399359392,0.179689270517051
"CLPB","green",0.689395679954426,0.362000709176851,0.689395679954426,0.39074256256704,-0.0772166489335267,-0.0554147130995209,0.0541665603794473,0.0815223039271504,-0.255061110848718,-0.327894300865046,0.230281788494666,-0.0780690972653201,-0.370117931272943,0.308262602974261,-0.428959898937537,0.133041452654918,-0.165511486667354
"PRR7","green",0.689329023839532,0.135688397958318,0.689329023839532,0.367729898804396,-0.243844513822688,-0.188505245247174,-0.214469674623928,-0.0129753662184957,-0.307225914683551,-0.304031416609606,0.268393426084355,-0.189597608997755,-0.391453268591725,0.310292972473119,-0.236742127247457,0.320254692640552,0.0158048601425322
"FAM64A","green",0.688096362377232,0.417757024439303,0.688096362377232,0.352465661696352,-0.169562159810481,-0.214006075607552,-0.0762404264945475,0.0748175734321592,0.0116483039658193,-0.217898808441075,0.449080518384867,0.117653355380555,-0.10290805672204,0.293053281614192,-0.296012498200558,0.0376076191000368,-0.0285187803469137
"GPI","green",0.686330430792644,0.41960658231862,0.686330430792644,0.509648109324411,-0.138978894834033,-0.118111742927644,-0.0145786500619292,0.070506682088471,-0.0329874518070391,-0.258996475586465,0.227481365894724,0.00152831406943411,-0.259176354954429,0.230453481459076,-0.336122247257821,0.00865949863336171,-0.181274993989226
"NCAPD2","green",0.683492251954387,0.236664030018884,0.683492251954387,0.268829389592757,-0.253612050618559,-0.215975415388467,-0.216851167051467,-0.0167576371568406,-0.204817327055028,-0.263293301963915,0.47251521270361,0.0814408212004728,-0.201276506446894,0.382176584126037,-0.0920436218391287,0.308639190864792,0.160349817106525
"CCNE1","green",0.682564502254027,0.210140789339358,0.682564502254027,0.214793041111831,-0.193879513363609,-0.180213833084558,-0.152956720490194,0.0126990087464282,-0.260748634061967,-0.244003802328623,0.497612494907805,-0.0284001187348878,-0.166336545118663,0.401562044784359,-0.138996696481346,0.311054596435823,0.151638887459943
"MRPL52","green",0.681853919634601,0.457185381836945,0.681853919634601,0.48110332613017,-0.061709178891802,-0.0944043282821043,0.0887941912673807,0.105011000935934,0.0702215792841646,-0.238021269323527,0.247273923574312,-0.0254285331624325,-0.218510468214842,0.174218976748907,-0.496194379313123,-0.127594658813831,-0.321828069362675
"MRPL11","green",0.680901579218561,0.468662124698486,0.680901579218561,0.0891192339512687,-0.00123318778200081,-0.207704932823324,-0.0341092269590306,0.0423227838133556,-0.0762510111444478,-0.0575832260029456,0.375235319588871,0.122654833975199,-0.221493521554373,0.259997574492202,-0.448331442073229,0.201049899507512,-0.0599322464286297
"THOC6","green",0.680543300880487,0.609413837262602,0.680543300880487,0.261929491553727,-0.0339292035625008,-0.0216387620464715,0.10688792035714,0.127346614305474,-0.12042541513459,-0.224970402587046,0.290642887244378,0.0690483903784304,-0.18522279913613,0.224511449424906,-0.33489485355482,0.129022862645742,-0.097125512080735
"NUDT1","green",0.67969149736278,0.0843939160528461,0.67969149736278,0.208428378760199,-0.196345594331979,-0.145293846770513,-0.16364664127959,-0.0428002719567018,-0.328162780362066,-0.300775502434839,0.367516365659084,-0.121142751130541,-0.380747389849647,0.376085564468063,-0.237298686229242,0.383502325463798,0.11936915370791
"EIF4EBP1","green",0.676383160214148,0.323634192798236,0.676383160214148,0.50623696331235,-0.159857051849952,-0.0881288064214733,0.000823301709472777,0.0578548851497919,-0.108045559307714,-0.382695636763176,0.294486215997565,-0.0734755524182573,-0.260561470118797,0.230893968590977,-0.348206752177196,-0.0136170798761113,-0.187148823684556
"DDX39A","green",0.675429875745503,0.123705268784456,0.675429875745503,0.252816265896175,-0.157190631369466,-0.244689359052811,-0.156427143069712,0.0628113660258011,-0.211172921538661,-0.219772521375033,0.399980291185388,-0.0706031691968855,-0.275772303184526,0.311074779763158,-0.154646352686723,0.298219582485566,0.0935284013641688
"TRMU","green",0.674680449514042,0.357618831177851,0.674680449514042,0.420988966444798,-0.211601657746924,-0.223605440176269,-0.106198760118967,0.0675887718195677,-0.0273003571840044,-0.252939035975732,0.397660341097609,0.0574570225059499,-0.138288148470087,0.264296964861068,-0.276471240720972,-0.000327003793428026,-0.0793923828993767
"FASN","green",0.673105275391673,0.099971340857008,0.673105275391673,0.371084715187502,-0.28177477651772,-0.102963546736463,-0.180763588238137,-0.0415911984285087,-0.238719973728698,-0.31178170621715,0.329136109451188,-0.204442541636792,-0.233807594460178,0.273618453322067,-0.0291779756873834,0.248182587903344,0.083691432132383
"MTFP1","green",0.670229447475772,0.425839145050173,0.670229447475772,0.431801389765629,-0.11329758686707,-0.278515442105928,-0.0649702608098978,0.00991719934147782,0.123029137887416,-0.0986218500068227,0.2298882653577,-0.0099766024409158,-0.211083862289147,0.158172496560439,-0.443903301643045,-0.0868509061352113,-0.25919072894769
"NABP2","green",0.667765936657606,0.0657618901614811,0.667765936657606,0.323274236660277,-0.263454947534523,-0.168545786497127,-0.224371487089396,-0.0417702981173355,-0.245902297789644,-0.255845912584764,0.258005135653532,-0.262366000624962,-0.363448608802314,0.306705267937952,-0.180218617931545,0.318397158310145,0.0613795511533271
"TFDP1","green",0.665104575966021,0.52091171290802,0.665104575966021,0.499277123340101,-0.0771511301679441,-0.0535126194636807,0.149230360148133,0.18348867852841,0.0428012536301551,-0.266046091572361,0.379112288152947,0.0592801233267563,-0.0478197968284028,0.225846146992751,-0.303341216881044,-0.136646707144395,-0.105028520436816
"HMGA1","green",0.665036235030674,0.0845786004536887,0.665036235030674,0.4767881505344,-0.185513047903827,-0.168184004889586,-0.0608002006965668,0.112859013407876,-0.174560216168094,-0.304537852572627,0.250625933554477,-0.255920094151943,-0.330528394752183,0.207957688604955,-0.179157832314732,0.140769288736102,-0.0497111096171643
"NT5DC2","green",0.664526953679689,0.328972373748526,0.664526953679689,0.407366341301466,-0.157330464724305,0.167872781533445,0.0933445655548628,0.0006046992906456,-0.227297122047695,-0.447569378186383,0.318319130299161,-0.0634704675997617,-0.233135577857727,0.242256751427738,-0.276829580465403,0.0593695962271186,-0.115546007804943
"UBE2M","green",0.664452445927258,0.701918367751174,0.664452445927258,0.40914557659565,-0.00163024755331545,0.0359646740750888,0.192075568508927,0.15413628173099,0.0659539537948617,-0.204513689616503,0.220730932169359,0.234094008110681,-0.159281476415494,0.172102110453505,-0.494404366837945,-0.145373878239308,-0.29896259359732
"PA2G4","green",0.664244014677498,0.309242406216303,0.664244014677498,0.210308176876733,-0.185279666711714,-0.183355892246395,-0.129398703795102,0.0277771441262498,-0.112995374542162,-0.192826569089803,0.5170873224642,0.0467198090126126,-0.056124284271661,0.265000605067322,-0.155085327776167,0.215827430387434,0.194495987059504
"PYCRL","green",0.662949665530854,0.177792232234921,0.662949665530854,0.181508286482939,-0.131118250374886,-0.147834117866972,-0.150234342956749,-0.0262333542692717,-0.233304839396493,-0.210444868932326,0.275179144164827,-0.144529763524856,-0.347012559347683,0.225665797750785,-0.289267985892305,0.320451091276673,-0.0470243696707545
"GGCX","green",0.662802973867862,0.349764960472183,0.662802973867862,0.237771176017845,-0.0440609362548677,-0.0415084017525654,0.0768293496901343,0.143366183347936,-0.126123043333644,-0.247931335137468,0.467377221008878,0.055552484910941,-0.108888230028783,0.333917606641816,-0.290844867225291,0.147750459760117,0.0229452399575037
"SLC19A1","green",0.656583733932889,0.0997990322720051,0.656583733932889,0.235048296236204,-0.310665097442476,-0.239050980828681,-0.306595466441065,-0.171303204821318,-0.204523696211401,-0.182502205364834,0.321524027239041,-0.167042618363264,-0.308209852629064,0.363528253911442,-0.146023952257503,0.394992062658757,0.114020343816732
"PRMT5","green",0.654005247443131,0.452593523665269,0.654005247443131,0.529362350507148,-0.0725823619747868,-0.0498778495806288,0.121873386864738,0.163621003545707,0.10963063309079,-0.302996453293344,0.42141514197127,0.0905367316106267,-0.00799187937240641,0.176421584467585,-0.3769226068477,-0.229842388369755,-0.227487146435051
"MIR3934","green",0.653689625375075,0.24964795821821,0.653689625375075,0.230282713491962,-0.155560737354546,-0.0729767358489727,-0.0552558665507225,-0.00582879373533607,-0.211201424846628,-0.299340615902492,0.341684956668935,-0.0430555371116004,-0.288479721529033,0.329191126987135,-0.355779902230057,0.198590903150697,-0.0419424236133466
"SLC29A2","green",0.653642530440608,0.118656495729098,0.653642530440608,0.297524486541655,-0.217844826628776,-0.300089451898538,-0.277131554891533,-0.0749108229311292,-0.0405113312727027,-0.0983152429674126,0.277017265670919,-0.200924803151518,-0.23436904270547,0.271061537169782,-0.112136591513269,0.236419110849797,-0.00379516804658187
"MRPL58","green",0.653174062141226,0.28425431188067,0.653174062141226,0.168425773216509,-0.162033973854938,-0.209936146495305,-0.118247951653801,0.0567739682853723,-0.202963539366092,-0.222948517765341,0.470636367513061,0.060545419379126,-0.190267298648237,0.345431392987285,-0.31383428074587,0.2347582072604,0.120419267695899
"TMEM185B","green",0.652425090423644,0.315016054771791,0.652425090423644,0.249633997424428,-0.146417938133908,0.0617264342088905,0.0663794306839169,0.133317131037546,-0.333264972262468,-0.419794416177077,0.484954727883096,0.0896905860586079,-0.152978704273346,0.429768912186479,-0.26027348194723,0.250124354134721,0.121805494684806
