drug,signature_id,cell_line,pert_time,pert_dose,persistent_id,tissue,disease,rrs_global,rho_global,n_global,rrs_DHODH_subtype,rho_DHODH_subtype,n_DHODH_subtype,rrs_ERAD_subtype,rho_ERAD_subtype,n_ERAD_subtype,rrs_EMT_subtype,rho_EMT_subtype,n_EMT_subtype
allopurinol,REP.A021_MCF7_24H_O12_allopurinol_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A021_MCF7_24H_O12_allopurinol_0.04uM.tsv,breast,breast adenocarcinoma,0.5610795454545454,-0.12215909090909091,65,0.581449077238551,-0.16289815447710188,76,0.5525786713286713,-0.10515734265734267,65,0.5390836275422025,-0.07816725508440513,228
allopurinol,REP.B021_MCF7_24H_O10_allopurinol_0.08uM,MCF7,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B021_MCF7_24H_O10_allopurinol_0.08uM.tsv,breast,breast adenocarcinoma,0.44287587412587415,0.11424825174825173,65,0.40452494873547507,0.1909501025290499,76,0.45146416083916086,0.09707167832167832,65,0.5697140866902843,-0.13942817338056873,228
allopurinol,REP.B021_PC3_24H_O12_allopurinol_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B021_PC3_24H_O12_allopurinol_0.01uM.tsv,prostate gland,prostate adenocarcinoma,0.5231424825174825,-0.046284965034965035,65,0.48716336295283663,0.025673274094326726,76,0.5249344405594406,-0.04986888111888112,65,0.49307668397664417,0.013846632046711629,228
allopurinol,REP.B021_PC3_24H_O11_allopurinol_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B021_PC3_24H_O11_allopurinol_0.03uM.tsv,prostate gland,prostate adenocarcinoma,0.5360795454545455,-0.07215909090909091,65,0.6063704716336296,-0.21274094326725904,76,0.5350087412587412,-0.07001748251748251,65,0.45385485335792974,0.09229029328414047,228
allopurinol,REP.A021_PC3_24H_O12_allopurinol_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A021_PC3_24H_O12_allopurinol_0.04uM.tsv,prostate gland,prostate adenocarcinoma,0.5319055944055944,-0.06381118881118882,65,0.509213943950786,-0.018427887901572113,76,0.536166958041958,-0.07233391608391608,65,0.49982737271395405,0.0003452545720918884,228
allopurinol,REP.B021_PC3_24H_O10_allopurinol_0.08uM,PC3,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B021_PC3_24H_O10_allopurinol_0.08uM.tsv,prostate gland,prostate adenocarcinoma,0.5928977272727273,-0.18579545454545454,65,0.5337799043062201,-0.0675598086124402,76,0.5970498251748252,-0.19409965034965035,65,0.4650981457242958,0.06980370855140836,228
amlodipine,REP.B004_A549_24H_H12_amlodipine_0.01uM,A549,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B004_A549_24H_H12_amlodipine_0.01uM.tsv,lung,lung cancer,0.5353802447552447,-0.07076048951048951,65,0.525645933014354,-0.05129186602870814,76,0.5270104895104895,-0.054020979020979014,65,0.542942682678649,-0.08588536535729799,228
amlodipine,REP.B004_A549_24H_H11_amlodipine_0.03uM,A549,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B004_A549_24H_H11_amlodipine_0.03uM.tsv,lung,lung cancer,0.438986013986014,0.12202797202797204,65,0.41898838004101163,0.16202323991797674,76,0.4422421328671329,0.11551573426573426,65,0.47863471560034304,0.042730568799313945,228
amlodipine,REP.A004_A549_24H_H12_amlodipine_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A004_A549_24H_H12_amlodipine_0.04uM.tsv,lung,lung cancer,0.5718968531468531,-0.1437937062937063,65,0.5382775119617225,-0.07655502392344497,76,0.5826267482517482,-0.1652534965034965,65,0.4955795265051226,0.008840946989754747,228
amlodipine,REP.B004_A549_24H_H10_amlodipine_0.08uM,A549,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B004_A549_24H_H10_amlodipine_0.08uM.tsv,lung,lung cancer,0.5141608391608392,-0.028321678321678322,65,0.5026384142173616,-0.005276828434723171,76,0.5231861888111888,-0.04637237762237762,65,0.5267243238427137,-0.05344864768542753,228
amlodipine,CPC004_HCC515_24H_N08_amlodipine_10uM,HCC515,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC004_HCC515_24H_N08_amlodipine_10uM.tsv,lung,lung cancer,0.5704108391608391,-0.14082167832167833,65,0.5689952153110047,-0.13799043062200955,76,0.5621284965034965,-0.124256993006993,65,0.4825130077950585,0.03497398440988299,228
amlodipine,CPC004_HCC515_6H_N08_amlodipine_10uM,HCC515,6 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC004_HCC515_6H_N08_amlodipine_10uM.tsv,lung,lung cancer,0.4248251748251748,0.15034965034965037,65,0.43029391660970606,0.13941216678058782,76,0.4259396853146853,0.14812062937062936,65,0.46977605026744573,0.060447899465108534,228
amlodipine,REP.B004_HT29_24H_H12_amlodipine_0.01uM,HT29,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B004_HT29_24H_H12_amlodipine_0.01uM.tsv,intestine,colon adenocarcinoma,0.44455856643356645,0.11088286713286713,65,0.46587833219412167,0.06824333561175666,76,0.45397727272727273,0.09204545454545454,65,0.527596066325327,-0.055192132650654015,228
amlodipine,REP.B004_HT29_24H_H11_amlodipine_0.03uM,HT29,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B004_HT29_24H_H11_amlodipine_0.03uM.tsv,intestine,colon adenocarcinoma,0.43465909090909094,0.13068181818181818,65,0.509090909090909,-0.01818181818181818,76,0.427972027972028,0.14405594405594405,65,0.4766046997145828,0.046790600570834395,228
amlodipine,REP.A004_HT29_24H_H12_amlodipine_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A004_HT29_24H_H12_amlodipine_0.04uM.tsv,intestine,colon adenocarcinoma,0.5202141608391608,-0.04042832167832168,65,0.5462337662337662,-0.09246753246753246,76,0.5196896853146853,-0.03937937062937063,65,0.5234950292453909,-0.04699005849078191,228
amlodipine,REP.B004_HT29_24H_H10_amlodipine_0.08uM,HT29,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B004_HT29_24H_H10_amlodipine_0.08uM.tsv,intestine,colon adenocarcinoma,0.5577797202797203,-0.11555944055944056,65,0.5158988380041012,-0.031797676008202325,76,0.5661494755244755,-0.13229895104895104,65,0.4605660555019505,0.07886788899609894,228
amlodipine,REP.B004_MCF7_24H_H12_amlodipine_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B004_MCF7_24H_H12_amlodipine_0.01uM.tsv,breast,breast adenocarcinoma,0.6359484265734265,-0.27189685314685313,65,0.6092412850307587,-0.21848257006151742,76,0.6358391608391608,-0.2716783216783217,65,0.5134436662998126,-0.026887332599625183,228
amlodipine,REP.B004_MCF7_24H_H11_amlodipine_0.03uM,MCF7,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B004_MCF7_24H_H11_amlodipine_0.03uM.tsv,breast,breast adenocarcinoma,0.5798295454545455,-0.15965909090909092,65,0.47096377306903625,0.05807245386192754,76,0.568444055944056,-0.1368881118881119,65,0.4178410553247671,0.1643178893504658,228
amlodipine,REP.A004_MCF7_24H_H12_amlodipine_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A004_MCF7_24H_H12_amlodipine_0.04uM.tsv,breast,breast adenocarcinoma,0.5253059440559441,-0.05061188811188811,65,0.5004784688995215,-0.0009569377990430621,76,0.521284965034965,-0.04256993006993007,65,0.4817172010687705,0.03656559786245909,228
amlodipine,REP.B004_MCF7_24H_H10_amlodipine_0.08uM,MCF7,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B004_MCF7_24H_H10_amlodipine_0.08uM.tsv,breast,breast adenocarcinoma,0.43393793706293704,0.13212412587412586,65,0.4654408749145591,0.06911825017088175,76,0.4342438811188811,0.13151223776223775,65,0.5380726695063265,-0.07614533901265293,228
amlodipine,REP.B004_PC3_24H_H12_amlodipine_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B004_PC3_24H_H12_amlodipine_0.01uM.tsv,prostate gland,prostate adenocarcinoma,0.4641826923076923,0.07163461538461538,65,0.4860833902939166,0.027833219412166783,76,0.46988636363636366,0.060227272727272727,65,0.49301897280183704,0.013962054396325923,228
amlodipine,REP.B004_PC3_24H_H11_amlodipine_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B004_PC3_24H_H11_amlodipine_0.03uM.tsv,prostate gland,prostate adenocarcinoma,0.5239073426573426,-0.047814685314685315,65,0.5016678058783322,-0.0033356117566643883,76,0.5124781468531469,-0.02495629370629371,65,0.5086718633723373,-0.017343726744674624,228
amlodipine,REP.A004_PC3_24H_H12_amlodipine_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A004_PC3_24H_H12_amlodipine_0.04uM.tsv,prostate gland,prostate adenocarcinoma,0.4887237762237762,0.022552447552447553,65,0.4817224880382775,0.03655502392344498,76,0.4876311188811189,0.024737762237762237,65,0.5315589003287512,-0.0631178006575024,228
atorvastatin,REP.B023_A549_24H_H06_atorvastatin_0.01uM,A549,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B023_A549_24H_H06_atorvastatin_0.01uM.tsv,lung,lung cancer,0.5473120629370629,-0.09462412587412587,65,0.5256049213943951,-0.05120984278879016,76,0.5589816433566434,-0.11796328671328672,65,0.5125420557530448,-0.02508411150608954,228
atorvastatin,REP.B023_A549_24H_H05_atorvastatin_0.03uM,A549,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B023_A549_24H_H05_atorvastatin_0.03uM.tsv,lung,lung cancer,0.4467875874125874,0.10642482517482518,65,0.46693096377306903,0.06613807245386194,76,0.4397945804195804,0.12041083916083917,65,0.4851570908303018,0.029685818339396382,228
atorvastatin,REP.A023_A549_24H_H06_atorvastatin_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A023_A549_24H_H06_atorvastatin_0.04uM.tsv,lung,lung cancer,0.5036931818181818,-0.007386363636363636,65,0.48894053315105945,0.022118933697881066,76,0.5107954545454545,-0.02159090909090909,65,0.5907852465937751,-0.18157049318755017,228
atorvastatin,REP.B023_A549_24H_H04_atorvastatin_0.08uM,A549,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B023_A549_24H_H04_atorvastatin_0.08uM.tsv,lung,lung cancer,0.46840034965034966,0.0631993006993007,65,0.45297334244702664,0.09405331510594668,76,0.47449737762237765,0.051005244755244754,65,0.49616372559045113,0.007672548819097741,228
atorvastatin,CPC006_HCC515_24H_I11_atorvastatin_10uM,HCC515,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC006_HCC515_24H_I11_atorvastatin_10uM.tsv,lung,lung cancer,0.45976835664335663,0.08046328671328672,65,0.44252904989747094,0.11494190020505808,76,0.4555506993006993,0.08889860139860141,65,0.4962173868582543,0.007565226283491466,228
atorvastatin,CPC006_HCC515_6H_I11_atorvastatin_10uM,HCC515,6 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC006_HCC515_6H_I11_atorvastatin_10uM.tsv,lung,lung cancer,0.493902972027972,0.012194055944055945,65,0.5260423786739576,-0.05208475734791524,76,0.49075611888111886,0.01848776223776224,65,0.48240062287569724,0.03519875424860557,228
atorvastatin,CPC020_HCC515_6H_G04_atorvastatin_10uM,HCC515,6 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC020_HCC515_6H_G04_atorvastatin_10uM.tsv,lung,lung cancer,0.472618006993007,0.054763986013986014,65,0.4967600820232399,0.0064798359535201645,76,0.4767263986013986,0.0465472027972028,65,0.5234039063378008,-0.04680781267560144,228
atorvastatin,REP.B023_HT29_24H_H06_atorvastatin_0.01uM,HT29,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B023_HT29_24H_H06_atorvastatin_0.01uM.tsv,intestine,colon adenocarcinoma,0.5395104895104895,-0.07902097902097902,65,0.5300068352699931,-0.06001367053998633,76,0.5497596153846154,-0.09951923076923078,65,0.5190836680412726,-0.0381673360825452,228
atorvastatin,REP.B023_HT29_24H_H05_atorvastatin_0.03uM,HT29,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B023_HT29_24H_H05_atorvastatin_0.03uM.tsv,intestine,colon adenocarcinoma,0.5954545454545455,-0.19090909090909092,65,0.5832125768967874,-0.16642515379357486,76,0.5847465034965035,-0.16949300699300698,65,0.5479134372876963,-0.09582687457539257,228
atorvastatin,REP.A023_HT29_24H_H06_atorvastatin_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A023_HT29_24H_H06_atorvastatin_0.04uM.tsv,intestine,colon adenocarcinoma,0.535118006993007,-0.07023601398601399,65,0.5642105263157895,-0.12842105263157896,76,0.5462412587412587,-0.09248251748251748,65,0.48925964662536436,0.02148070674927127,228
atorvastatin,REP.B023_HT29_24H_H04_atorvastatin_0.08uM,HT29,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B023_HT29_24H_H04_atorvastatin_0.08uM.tsv,intestine,colon adenocarcinoma,0.4786494755244755,0.04270104895104895,65,0.5056049213943951,-0.011209842788790158,76,0.47183129370629373,0.05633741258741259,65,0.4837234237508821,0.03255315249823576,228
atorvastatin,REP.B023_MCF7_24H_H06_atorvastatin_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B023_MCF7_24H_H06_atorvastatin_0.01uM.tsv,breast,breast adenocarcinoma,0.4325611888111888,0.13487762237762238,65,0.4051127819548872,0.18977443609022557,76,0.4446022727272727,0.11079545454545454,65,0.5175806463044093,-0.03516129260881847,228
atorvastatin,REP.B023_MCF7_24H_H05_atorvastatin_0.03uM,MCF7,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B023_MCF7_24H_H05_atorvastatin_0.03uM.tsv,breast,breast adenocarcinoma,0.5569711538461538,-0.11394230769230769,65,0.4777717019822283,0.0444565960355434,76,0.5614073426573427,-0.12281468531468533,65,0.5184534012637735,-0.03690680252754696,228
atorvastatin,REP.A023_MCF7_24H_H06_atorvastatin_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A023_MCF7_24H_H06_atorvastatin_0.04uM.tsv,breast,breast adenocarcinoma,0.5523382867132867,-0.10467657342657342,65,0.40381408065618596,0.19237183868762814,76,0.5399038461538461,-0.0798076923076923,65,0.4762923506368985,0.047415298726203,228
atorvastatin,REP.B023_MCF7_24H_H04_atorvastatin_0.08uM,MCF7,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B023_MCF7_24H_H04_atorvastatin_0.08uM.tsv,breast,breast adenocarcinoma,0.5890515734265734,-0.17810314685314685,65,0.629419002050581,-0.258838004101162,76,0.5845716783216783,-0.16914335664335664,65,0.49053232990137463,0.01893534019725072,228
atorvastatin,REP.B023_PC3_24H_H06_atorvastatin_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B023_PC3_24H_H06_atorvastatin_0.01uM.tsv,prostate gland,prostate adenocarcinoma,0.4902534965034965,0.019493006993006993,65,0.45565276828434725,0.08869446343130553,76,0.49224213286713286,0.015515734265734266,65,0.5185875544332813,-0.03717510886656265,228
atorvastatin,REP.B023_PC3_24H_H05_atorvastatin_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B023_PC3_24H_H05_atorvastatin_0.03uM.tsv,prostate gland,prostate adenocarcinoma,0.5399038461538461,-0.0798076923076923,65,0.5370608339029391,-0.07412166780587832,76,0.5297202797202797,-0.05944055944055944,65,0.5121304839537623,-0.024260967907524425,228
atorvastatin,REP.A023_PC3_24H_H06_atorvastatin_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A023_PC3_24H_H06_atorvastatin_0.04uM.tsv,prostate gland,prostate adenocarcinoma,0.5518356643356643,-0.10367132867132867,65,0.5154066985645933,-0.030813397129186605,76,0.5553321678321679,-0.11066433566433566,65,0.45751748800468167,0.08496502399063662,228
atorvastatin,REP.B023_PC3_24H_H04_atorvastatin_0.08uM,PC3,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B023_PC3_24H_H04_atorvastatin_0.08uM.tsv,prostate gland,prostate adenocarcinoma,0.5630026223776223,-0.12600524475524474,65,0.5549555707450444,-0.10991114149008885,76,0.5504807692307693,-0.10096153846153845,65,0.5002424881818651,-0.0004849763637302479,228
bortezomib,PBIOA022_A549_24H_C21_bortezomib_10uM,A549,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA022_A549_24H_C21_bortezomib_10uM.tsv,lung,lung cancer,0.4226617132867133,0.15467657342657343,65,0.516308954203691,-0.032617908407382094,76,0.4133304195804196,0.17333916083916082,65,0.5434393025250158,-0.08687860505003155,228
bortezomib,PBIOA022_A549_24H_C24_bortezomib_10uM,A549,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA022_A549_24H_C24_bortezomib_10uM.tsv,lung,lung cancer,0.584375,-0.16874999999999998,65,0.5025837320574162,-0.005167464114832535,76,0.591368006993007,-0.18273601398601397,65,0.5284916020115888,-0.056983204023177615,228
bortezomib,PBIOA022_A549_24H_G15_bortezomib_10uM,A549,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA022_A549_24H_G15_bortezomib_10uM.tsv,lung,lung cancer,0.5063811188811189,-0.012762237762237762,65,0.5678879015721121,-0.1357758031442242,76,0.49493006993006994,0.01013986013986014,65,0.5478126958509715,-0.09562539170194305,228
bortezomib,PBIOA022_A549_24H_G18_bortezomib_10uM,A549,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA022_A549_24H_G18_bortezomib_10uM.tsv,lung,lung cancer,0.5670017482517482,-0.1340034965034965,65,0.5500341763499659,-0.10006835269993165,76,0.5557255244755245,-0.11145104895104894,65,0.5157146516523115,-0.031429303304622874,228
bortezomib,CPC006_HCC515_24H_M24_bortezomib_0.04uM,HCC515,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC006_HCC515_24H_M24_bortezomib_0.04uM.tsv,lung,lung cancer,0.5565777972027972,-0.11315559440559442,65,0.6527409432672591,-0.3054818865345181,76,0.5425262237762237,-0.08505244755244755,65,0.487176981948552,0.025646036102895987,228
bortezomib,PBIOA022_HCC515_24H_C24_bortezomib_10uM,HCC515,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA022_HCC515_24H_C24_bortezomib_10uM.tsv,lung,lung cancer,0.4895979020979021,0.020804195804195805,65,0.5511825017088174,-0.10236500341763499,76,0.48352272727272727,0.03295454545454546,65,0.506597298509533,-0.01319459701906595,228
bortezomib,PBIOA022_HCC515_24H_G15_bortezomib_10uM,HCC515,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA022_HCC515_24H_G15_bortezomib_10uM.tsv,lung,lung cancer,0.5302884615384615,-0.06057692307692308,65,0.588051948051948,-0.1761038961038961,76,0.5329108391608391,-0.06582167832167832,65,0.487365808862614,0.02526838227477202,228
