drug,signature_id,cell_line,pert_time,pert_dose,persistent_id,tissue,disease
celecoxib,REP.B012_A549_24H_L17_celecoxib_0.03uM,A549,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_A549_24H_L17_celecoxib_0.03uM.tsv,lung,lung cancer
celecoxib,PBIOA013_A549_24H_L18_celecoxib_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA013_A549_24H_L18_celecoxib_0.04uM.tsv,lung,lung cancer
celecoxib,REP.A012_A549_24H_L18_celecoxib_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A012_A549_24H_L18_celecoxib_0.04uM.tsv,lung,lung cancer
celecoxib,PBIOA013_HCC515_24H_L18_celecoxib_0.04uM,HCC515,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA013_HCC515_24H_L18_celecoxib_0.04uM.tsv,lung,lung cancer
celecoxib,PBIOA013_HCC515_24H_L17_celecoxib_0.125uM,HCC515,24 h,0.125 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA013_HCC515_24H_L17_celecoxib_0.125uM.tsv,lung,lung cancer
celecoxib,PBIOA013_HCC515_24H_L16_celecoxib_0.37uM,HCC515,24 h,0.37 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA013_HCC515_24H_L16_celecoxib_0.37uM.tsv,lung,lung cancer
celecoxib,PBIOA013_HCC515_24H_L15_celecoxib_1.11uM,HCC515,24 h,1.11 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA013_HCC515_24H_L15_celecoxib_1.11uM.tsv,lung,lung cancer
celecoxib,REP.B012_HT29_24H_L18_celecoxib_0.01uM,HT29,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_HT29_24H_L18_celecoxib_0.01uM.tsv,intestine,colon adenocarcinoma
celecoxib,REP.B012_HT29_24H_L17_celecoxib_0.03uM,HT29,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_HT29_24H_L17_celecoxib_0.03uM.tsv,intestine,colon adenocarcinoma
celecoxib,PBIOA013_HT29_24H_L18_celecoxib_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA013_HT29_24H_L18_celecoxib_0.04uM.tsv,intestine,colon adenocarcinoma
celecoxib,REP.A012_HT29_24H_L18_celecoxib_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A012_HT29_24H_L18_celecoxib_0.04uM.tsv,intestine,colon adenocarcinoma
celecoxib,REP.B012_MCF7_24H_L18_celecoxib_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_MCF7_24H_L18_celecoxib_0.01uM.tsv,breast,breast adenocarcinoma
celecoxib,REP.B012_MCF7_24H_L17_celecoxib_0.03uM,MCF7,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_MCF7_24H_L17_celecoxib_0.03uM.tsv,breast,breast adenocarcinoma
celecoxib,PBIOA013_MCF7_24H_L18_celecoxib_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA013_MCF7_24H_L18_celecoxib_0.04uM.tsv,breast,breast adenocarcinoma
celecoxib,REP.A012_MCF7_24H_L18_celecoxib_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A012_MCF7_24H_L18_celecoxib_0.04uM.tsv,breast,breast adenocarcinoma
celecoxib,REP.B012_PC3_24H_L18_celecoxib_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_PC3_24H_L18_celecoxib_0.01uM.tsv,prostate gland,prostate adenocarcinoma
celecoxib,REP.B012_PC3_24H_L17_celecoxib_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_PC3_24H_L17_celecoxib_0.03uM.tsv,prostate gland,prostate adenocarcinoma
celecoxib,PBIOA013_PC3_24H_L18_celecoxib_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA013_PC3_24H_L18_celecoxib_0.04uM.tsv,prostate gland,prostate adenocarcinoma
celecoxib,REP.A012_PC3_24H_L18_celecoxib_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A012_PC3_24H_L18_celecoxib_0.04uM.tsv,prostate gland,prostate adenocarcinoma
chloroquine,HOG003_A549_24H_L22_chloroquine_0.002uM,A549,24 h,0.002 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_HOG003_A549_24H_L22_chloroquine_0.002uM.tsv,lung,lung cancer
chloroquine,HOG003_A549_24H_L21_chloroquine_0.004uM,A549,24 h,0.004 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_HOG003_A549_24H_L21_chloroquine_0.004uM.tsv,lung,lung cancer
chloroquine,HOG003_A549_24H_L20_chloroquine_0.01uM,A549,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_HOG003_A549_24H_L20_chloroquine_0.01uM.tsv,lung,lung cancer
chloroquine,REP.B026_A549_24H_L06_chloroquine_0.01uM,A549,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B026_A549_24H_L06_chloroquine_0.01uM.tsv,lung,lung cancer
chloroquine,CPC004_HCC515_24H_F17_chloroquine_10uM,HCC515,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC004_HCC515_24H_F17_chloroquine_10uM.tsv,lung,lung cancer
chloroquine,CPC006_HCC515_24H_E04_chloroquine_10uM,HCC515,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC006_HCC515_24H_E04_chloroquine_10uM.tsv,lung,lung cancer
chloroquine,CPC004_HCC515_6H_F17_chloroquine_10uM,HCC515,6 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC004_HCC515_6H_F17_chloroquine_10uM.tsv,lung,lung cancer
chloroquine,CPC006_HCC515_6H_E04_chloroquine_10uM,HCC515,6 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC006_HCC515_6H_E04_chloroquine_10uM.tsv,lung,lung cancer
chloroquine,REP.B026_HT29_24H_L06_chloroquine_0.01uM,HT29,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B026_HT29_24H_L06_chloroquine_0.01uM.tsv,intestine,colon adenocarcinoma
chloroquine,REP.B026_HT29_24H_L05_chloroquine_0.03uM,HT29,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B026_HT29_24H_L05_chloroquine_0.03uM.tsv,intestine,colon adenocarcinoma
chloroquine,REP.A026_HT29_24H_L06_chloroquine_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A026_HT29_24H_L06_chloroquine_0.04uM.tsv,intestine,colon adenocarcinoma
chloroquine,REP.B026_HT29_24H_L04_chloroquine_0.08uM,HT29,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B026_HT29_24H_L04_chloroquine_0.08uM.tsv,intestine,colon adenocarcinoma
chloroquine,HOG003_MCF7_24H_L22_chloroquine_0.002uM,MCF7,24 h,0.002 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_HOG003_MCF7_24H_L22_chloroquine_0.002uM.tsv,breast,breast adenocarcinoma
chloroquine,HOG003_MCF7_24H_L21_chloroquine_0.004uM,MCF7,24 h,0.004 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_HOG003_MCF7_24H_L21_chloroquine_0.004uM.tsv,breast,breast adenocarcinoma
chloroquine,HOG003_MCF7_24H_L20_chloroquine_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_HOG003_MCF7_24H_L20_chloroquine_0.01uM.tsv,breast,breast adenocarcinoma
chloroquine,REP.B026_MCF7_24H_L06_chloroquine_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B026_MCF7_24H_L06_chloroquine_0.01uM.tsv,breast,breast adenocarcinoma
chloroquine,REP.B026_PC3_24H_L06_chloroquine_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B026_PC3_24H_L06_chloroquine_0.01uM.tsv,prostate gland,prostate adenocarcinoma
chloroquine,REP.B026_PC3_24H_L05_chloroquine_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B026_PC3_24H_L05_chloroquine_0.03uM.tsv,prostate gland,prostate adenocarcinoma
chloroquine,REP.A026_PC3_24H_L06_chloroquine_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A026_PC3_24H_L06_chloroquine_0.04uM.tsv,prostate gland,prostate adenocarcinoma
chloroquine,REP.B026_PC3_24H_L04_chloroquine_0.08uM,PC3,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B026_PC3_24H_L04_chloroquine_0.08uM.tsv,prostate gland,prostate adenocarcinoma
colchicine,REP.B012_A549_24H_A24_colchicine_0.01uM,A549,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_A549_24H_A24_colchicine_0.01uM.tsv,lung,lung cancer
colchicine,REP.B012_A549_24H_A23_colchicine_0.03uM,A549,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_A549_24H_A23_colchicine_0.03uM.tsv,lung,lung cancer
colchicine,REP.A012_A549_24H_A24_colchicine_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A012_A549_24H_A24_colchicine_0.04uM.tsv,lung,lung cancer
colchicine,REP.B012_A549_24H_A22_colchicine_0.08uM,A549,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_A549_24H_A22_colchicine_0.08uM.tsv,lung,lung cancer
colchicine,REP.B012_HT29_24H_A24_colchicine_0.01uM,HT29,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_HT29_24H_A24_colchicine_0.01uM.tsv,intestine,colon adenocarcinoma
colchicine,REP.B012_HT29_24H_A23_colchicine_0.03uM,HT29,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_HT29_24H_A23_colchicine_0.03uM.tsv,intestine,colon adenocarcinoma
colchicine,REP.A012_HT29_24H_A24_colchicine_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A012_HT29_24H_A24_colchicine_0.04uM.tsv,intestine,colon adenocarcinoma
colchicine,REP.B012_HT29_24H_A22_colchicine_0.08uM,HT29,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_HT29_24H_A22_colchicine_0.08uM.tsv,intestine,colon adenocarcinoma
colchicine,REP.B012_MCF7_24H_A24_colchicine_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_MCF7_24H_A24_colchicine_0.01uM.tsv,breast,breast adenocarcinoma
colchicine,REP.B012_MCF7_24H_A23_colchicine_0.03uM,MCF7,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_MCF7_24H_A23_colchicine_0.03uM.tsv,breast,breast adenocarcinoma
colchicine,REP.A012_MCF7_24H_A24_colchicine_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A012_MCF7_24H_A24_colchicine_0.04uM.tsv,breast,breast adenocarcinoma
colchicine,REP.B012_MCF7_24H_A22_colchicine_0.08uM,MCF7,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_MCF7_24H_A22_colchicine_0.08uM.tsv,breast,breast adenocarcinoma
colchicine,REP.B012_PC3_24H_A24_colchicine_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_PC3_24H_A24_colchicine_0.01uM.tsv,prostate gland,prostate adenocarcinoma
colchicine,REP.B012_PC3_24H_A23_colchicine_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_PC3_24H_A23_colchicine_0.03uM.tsv,prostate gland,prostate adenocarcinoma
colchicine,REP.A012_PC3_24H_A24_colchicine_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A012_PC3_24H_A24_colchicine_0.04uM.tsv,prostate gland,prostate adenocarcinoma
colchicine,REP.B012_PC3_24H_A22_colchicine_0.08uM,PC3,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B012_PC3_24H_A22_colchicine_0.08uM.tsv,prostate gland,prostate adenocarcinoma
dexamethasone,REP.B016_A549_24H_N06_dexamethasone_0.01uM,A549,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_A549_24H_N06_dexamethasone_0.01uM.tsv,lung,lung cancer
dexamethasone,REP.B016_A549_24H_N05_dexamethasone_0.03uM,A549,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_A549_24H_N05_dexamethasone_0.03uM.tsv,lung,lung cancer
dexamethasone,REP.A016_A549_24H_N06_dexamethasone_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A016_A549_24H_N06_dexamethasone_0.04uM.tsv,lung,lung cancer
dexamethasone,REP.B016_A549_24H_N04_dexamethasone_0.08uM,A549,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_A549_24H_N04_dexamethasone_0.08uM.tsv,lung,lung cancer
dexamethasone,CPC004_HCC515_24H_E13_dexamethasone_10uM,HCC515,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC004_HCC515_24H_E13_dexamethasone_10uM.tsv,lung,lung cancer
dexamethasone,CPC004_HCC515_24H_M24_dexamethasone_10uM,HCC515,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC004_HCC515_24H_M24_dexamethasone_10uM.tsv,lung,lung cancer
dexamethasone,CPC006_HCC515_24H_F09_dexamethasone_10uM,HCC515,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC006_HCC515_24H_F09_dexamethasone_10uM.tsv,lung,lung cancer
dexamethasone,CPC006_HCC515_24H_O03_dexamethasone_10uM,HCC515,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC006_HCC515_24H_O03_dexamethasone_10uM.tsv,lung,lung cancer
dexamethasone,REP.B016_HT29_24H_N06_dexamethasone_0.01uM,HT29,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_HT29_24H_N06_dexamethasone_0.01uM.tsv,intestine,colon adenocarcinoma
dexamethasone,REP.B016_HT29_24H_N05_dexamethasone_0.03uM,HT29,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_HT29_24H_N05_dexamethasone_0.03uM.tsv,intestine,colon adenocarcinoma
dexamethasone,REP.A016_HT29_24H_N06_dexamethasone_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A016_HT29_24H_N06_dexamethasone_0.04uM.tsv,intestine,colon adenocarcinoma
dexamethasone,REP.B016_HT29_24H_N04_dexamethasone_0.08uM,HT29,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_HT29_24H_N04_dexamethasone_0.08uM.tsv,intestine,colon adenocarcinoma
dexamethasone,REP.B016_MCF7_24H_N06_dexamethasone_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_MCF7_24H_N06_dexamethasone_0.01uM.tsv,breast,breast adenocarcinoma
dexamethasone,REP.B016_MCF7_24H_N05_dexamethasone_0.03uM,MCF7,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_MCF7_24H_N05_dexamethasone_0.03uM.tsv,breast,breast adenocarcinoma
dexamethasone,REP.A016_MCF7_24H_N06_dexamethasone_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A016_MCF7_24H_N06_dexamethasone_0.04uM.tsv,breast,breast adenocarcinoma
dexamethasone,REP.B016_MCF7_24H_N04_dexamethasone_0.08uM,MCF7,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_MCF7_24H_N04_dexamethasone_0.08uM.tsv,breast,breast adenocarcinoma
dexamethasone,REP.B016_PC3_24H_N06_dexamethasone_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_PC3_24H_N06_dexamethasone_0.01uM.tsv,prostate gland,prostate adenocarcinoma
dexamethasone,REP.B016_PC3_24H_N05_dexamethasone_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_PC3_24H_N05_dexamethasone_0.03uM.tsv,prostate gland,prostate adenocarcinoma
dexamethasone,REP.A016_PC3_24H_N06_dexamethasone_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A016_PC3_24H_N06_dexamethasone_0.04uM.tsv,prostate gland,prostate adenocarcinoma
dexamethasone,REP.B016_PC3_24H_N04_dexamethasone_0.08uM,PC3,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_PC3_24H_N04_dexamethasone_0.08uM.tsv,prostate gland,prostate adenocarcinoma
disulfiram,REP.B003_A549_24H_E24_disulfiram_0.01uM,A549,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_A549_24H_E24_disulfiram_0.01uM.tsv,lung,lung cancer
disulfiram,REP.B003_A549_24H_E23_disulfiram_0.03uM,A549,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_A549_24H_E23_disulfiram_0.03uM.tsv,lung,lung cancer
disulfiram,REP.A003_A549_24H_E24_disulfiram_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A003_A549_24H_E24_disulfiram_0.04uM.tsv,lung,lung cancer
disulfiram,REP.B003_A549_24H_E22_disulfiram_0.08uM,A549,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_A549_24H_E22_disulfiram_0.08uM.tsv,lung,lung cancer
disulfiram,REP.B003_HT29_24H_E24_disulfiram_0.01uM,HT29,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_HT29_24H_E24_disulfiram_0.01uM.tsv,intestine,colon adenocarcinoma
disulfiram,REP.B003_HT29_24H_E23_disulfiram_0.03uM,HT29,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_HT29_24H_E23_disulfiram_0.03uM.tsv,intestine,colon adenocarcinoma
disulfiram,REP.A003_HT29_24H_E24_disulfiram_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A003_HT29_24H_E24_disulfiram_0.04uM.tsv,intestine,colon adenocarcinoma
disulfiram,REP.B003_HT29_24H_E22_disulfiram_0.08uM,HT29,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_HT29_24H_E22_disulfiram_0.08uM.tsv,intestine,colon adenocarcinoma
disulfiram,REP.B003_MCF7_24H_E24_disulfiram_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_MCF7_24H_E24_disulfiram_0.01uM.tsv,breast,breast adenocarcinoma
disulfiram,REP.B003_MCF7_24H_E23_disulfiram_0.03uM,MCF7,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_MCF7_24H_E23_disulfiram_0.03uM.tsv,breast,breast adenocarcinoma
disulfiram,REP.A003_MCF7_24H_E24_disulfiram_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A003_MCF7_24H_E24_disulfiram_0.04uM.tsv,breast,breast adenocarcinoma
disulfiram,REP.B003_MCF7_24H_E22_disulfiram_0.08uM,MCF7,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_MCF7_24H_E22_disulfiram_0.08uM.tsv,breast,breast adenocarcinoma
disulfiram,REP.B003_PC3_24H_E24_disulfiram_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_PC3_24H_E24_disulfiram_0.01uM.tsv,prostate gland,prostate adenocarcinoma
disulfiram,REP.B003_PC3_24H_E23_disulfiram_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_PC3_24H_E23_disulfiram_0.03uM.tsv,prostate gland,prostate adenocarcinoma
disulfiram,REP.A003_PC3_24H_E24_disulfiram_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A003_PC3_24H_E24_disulfiram_0.04uM.tsv,prostate gland,prostate adenocarcinoma
disulfiram,REP.B003_PC3_24H_E22_disulfiram_0.08uM,PC3,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_PC3_24H_E22_disulfiram_0.08uM.tsv,prostate gland,prostate adenocarcinoma
doxycycline,REP.B005_A549_24H_D12_doxycycline_0.01uM,A549,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B005_A549_24H_D12_doxycycline_0.01uM.tsv,lung,lung cancer
doxycycline,REP.B005_A549_24H_D11_doxycycline_0.03uM,A549,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B005_A549_24H_D11_doxycycline_0.03uM.tsv,lung,lung cancer
doxycycline,REP.A005_A549_24H_D12_doxycycline_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A005_A549_24H_D12_doxycycline_0.04uM.tsv,lung,lung cancer
