drug,signature_id,cell_line,pert_time,pert_dose,persistent_id,tissue,disease
teriflunomide,REP.B007_MCF7_24H_B12_teriflunomide_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B007_MCF7_24H_B12_teriflunomide_0.01uM.tsv,breast,breast adenocarcinoma
teriflunomide,REP.B007_MCF7_24H_B11_teriflunomide_0.03uM,MCF7,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B007_MCF7_24H_B11_teriflunomide_0.03uM.tsv,breast,breast adenocarcinoma
teriflunomide,REP.A007_MCF7_24H_B12_teriflunomide_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A007_MCF7_24H_B12_teriflunomide_0.04uM.tsv,breast,breast adenocarcinoma
teriflunomide,REP.B007_MCF7_24H_B10_teriflunomide_0.08uM,MCF7,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B007_MCF7_24H_B10_teriflunomide_0.08uM.tsv,breast,breast adenocarcinoma
teriflunomide,REP.B007_PC3_24H_B12_teriflunomide_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B007_PC3_24H_B12_teriflunomide_0.01uM.tsv,prostate gland,prostate adenocarcinoma
teriflunomide,REP.B007_PC3_24H_B11_teriflunomide_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B007_PC3_24H_B11_teriflunomide_0.03uM.tsv,prostate gland,prostate adenocarcinoma
teriflunomide,REP.A007_PC3_24H_B12_teriflunomide_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A007_PC3_24H_B12_teriflunomide_0.04uM.tsv,prostate gland,prostate adenocarcinoma
teriflunomide,REP.B007_PC3_24H_B10_teriflunomide_0.08uM,PC3,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B007_PC3_24H_B10_teriflunomide_0.08uM.tsv,prostate gland,prostate adenocarcinoma
topiramate,REP.B001_A549_24H_M12_topiramate_0.01uM,A549,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B001_A549_24H_M12_topiramate_0.01uM.tsv,lung,lung cancer
topiramate,REP.B001_A549_24H_M11_topiramate_0.03uM,A549,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B001_A549_24H_M11_topiramate_0.03uM.tsv,lung,lung cancer
topiramate,REP.A001_A549_24H_M12_topiramate_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A001_A549_24H_M12_topiramate_0.04uM.tsv,lung,lung cancer
topiramate,REP.B001_A549_24H_M10_topiramate_0.08uM,A549,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B001_A549_24H_M10_topiramate_0.08uM.tsv,lung,lung cancer
topiramate,REP.A001_HT29_24H_M12_topiramate_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A001_HT29_24H_M12_topiramate_0.04uM.tsv,intestine,colon adenocarcinoma
topiramate,REP.A001_HT29_24H_M11_topiramate_0.125uM,HT29,24 h,0.125 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A001_HT29_24H_M11_topiramate_0.125uM.tsv,intestine,colon adenocarcinoma
topiramate,REP.A001_HT29_24H_M10_topiramate_0.37uM,HT29,24 h,0.37 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A001_HT29_24H_M10_topiramate_0.37uM.tsv,intestine,colon adenocarcinoma
topiramate,REP.A001_HT29_24H_M09_topiramate_1.11uM,HT29,24 h,1.11 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A001_HT29_24H_M09_topiramate_1.11uM.tsv,intestine,colon adenocarcinoma
topiramate,REP.B001_MCF7_24H_M12_topiramate_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B001_MCF7_24H_M12_topiramate_0.01uM.tsv,breast,breast adenocarcinoma
topiramate,REP.B001_MCF7_24H_M11_topiramate_0.03uM,MCF7,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B001_MCF7_24H_M11_topiramate_0.03uM.tsv,breast,breast adenocarcinoma
topiramate,REP.A001_MCF7_24H_M12_topiramate_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A001_MCF7_24H_M12_topiramate_0.04uM.tsv,breast,breast adenocarcinoma
topiramate,REP.B001_MCF7_24H_M10_topiramate_0.08uM,MCF7,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B001_MCF7_24H_M10_topiramate_0.08uM.tsv,breast,breast adenocarcinoma
topiramate,REP.B001_PC3_24H_M12_topiramate_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B001_PC3_24H_M12_topiramate_0.01uM.tsv,prostate gland,prostate adenocarcinoma
topiramate,REP.B001_PC3_24H_M11_topiramate_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B001_PC3_24H_M11_topiramate_0.03uM.tsv,prostate gland,prostate adenocarcinoma
topiramate,REP.A001_PC3_24H_M12_topiramate_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A001_PC3_24H_M12_topiramate_0.04uM.tsv,prostate gland,prostate adenocarcinoma
topiramate,REP.B001_PC3_24H_M10_topiramate_0.08uM,PC3,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B001_PC3_24H_M10_topiramate_0.08uM.tsv,prostate gland,prostate adenocarcinoma
